Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000152409,JMY,62,-0.2432,71,-0.0119,85,0.28059,84,0.40082,70,-0.0367,54,-0.4181,40,-0.8705
ENSG00000152413,HOMER1,190,0.16340,264,0.66127,171,-0.0272,199,0.32873,61,-1.5821,116,-0.6217,86,-1.0664
ENSG00000164329,TENT2,20,0.39604,34,1.15727,20,0.27854,8,-1.3152,27,0.76762,14,-0.2617,17,0.03090
ENSG00000164309,CMYA5,18,-1.1425,33,-0.0980,86,1.47826,30,-0.3495,83,1.42936,27,-0.3907,21,-0.7390
ENSG00000177034,MTX3,56,0.27131,56,0.21940,52,0.10233,50,0.05783,21,-1.2526,37,-0.4285,49,0.00915
ENSG00000164300,SERINC5,13,-0.2095,11,-0.3852,49,1.99199,10,-0.8535,27,0.91231,9,-0.7168,8,-0.8480
ENSG00000039319,ZFYVE16,28,-1.0647,94,0.92410,214,2.44310,28,-1.2744,89,0.83969,16,-1.7378,45,-0.2215
ENSG00000249042,AC008771.1,22,-0.4213,30,0.07797,36,0.38333,29,0.11445,13,-1.1286,49,0.87902,24,-0.2631
ENSG00000228716,DHFR,51,-0.0812,46,-0.2150,38,-0.4902,53,-0.0052,59,0.18031,53,0.00767,75,0.55018
ENSG00000113318,MSH3,34,-0.8949,65,0.21604,119,1.20273,60,0.15597,81,0.56765,46,-0.3137,21,-1.4998
ENSG00000113319,RASGRF2,141,1.27595,39,-1.0247,36,-1.1386,44,-1.1400,22,-1.8990,227,1.80271,35,-1.1845
ENSG00000131732,ZCCHC9,12,-0.7528,24,0.40000,14,-0.4295,21,0.30466,32,0.85328,18,-0.0024,11,-0.7173
ENSG00000145687,SSBP2,70,0.44712,66,0.26325,53,-0.0705,52,-0.1692,56,0.01507,44,-0.3644,36,-0.6763
ENSG00000152348,ATG10,16,-0.3068,25,0.47253,24,0.41859,23,0.58285,9,-1.0662,9,-1.1071,10,-0.9291
ENSG00000186468,RPS23,368,-0.4297,176,-1.4717,378,-0.3252,367,-0.5232,699,0.64571,1111,1.42838,756,0.77363
ENSG00000205464,ATP6AP1L,8,-0.5061,26,1.34248,22,1.05372,7,-0.9824,25,1.23999,10,-0.1367,4,-1.5093
ENSG00000174695,TMEM167A,72,0.39237,47,-0.3389,51,-0.2132,56,-0.1131,56,-0.0537,61,0.06028,52,-0.1890
ENSG00000038427,VCAN,12,-1.8898,14,-1.4900,81,1.15809,21,-1.2618,186,2.74342,72,0.95405,18,-1.1757
ENSG00000164176,EDIL3,168,0.12101,100,-0.7067,263,0.81426,153,-0.0727,117,-0.4663,74,-1.1607,230,0.59867
ENSG00000127184,COX7C,787,0.37818,380,-0.8167,430,-0.6294,526,-0.4571,454,-0.5448,1216,1.01932,940,0.59492
ENSG00000145715,RASA1,73,0.39777,92,0.69147,59,-0.0108,58,-0.0405,37,-0.7358,21,-1.5439,53,-0.1850
ENSG00000134480,CCNH,50,0.53663,53,0.52223,25,-0.6353,33,-0.3109,27,-0.5354,51,0.45747,23,-0.7598
ENSG00000164180,TMEM161B,9,-0.8701,39,1.46504,12,-0.3898,16,0.06390,16,0.02755,8,-0.9790,20,0.38561
ENSG00000247828,TMEM161B-AS1,61,-0.8505,325,2.01750,188,1.04173,67,-0.8300,129,0.42660,74,-0.4501,51,-0.9887
ENSG00000245526,LINC00461,38,-0.9940,114,0.83039,74,0.13885,54,-0.4809,157,1.37817,100,0.61413,49,-0.5034
ENSG00000081189,MEF2C,1094,0.19648,867,-0.2021,560,-0.8693,1347,0.82034,180,-2.5440,480,-1.0983,729,-0.4681
ENSG00000153140,CETN3,14,-1.3670,20,-0.6704,71,1.35143,28,-0.2139,81,1.57647,28,-0.1752,21,-0.5812
ENSG00000176055,MBLAC2,23,0.84130,14,-0.0573,12,-0.3169,16,0.09396,3,-2.1901,6,-1.2523,12,-0.3422
ENSG00000113356,POLR3G,8,-0.7461,32,1.58204,13,0.17547,10,-0.3580,17,0.55200,12,-0.0426,8,-0.6306
ENSG00000164199,ADGRV1,9,-2.4404,31,-0.4119,58,0.58133,7,-3.0834,348,4.56089,22,-0.8956,1,-4.6405
ENSG00000113369,ARRDC3,19,-0.0680,16,-0.3511,28,0.53040,19,-0.0963,18,-0.1165,23,0.21674,20,0.06394
ENSG00000237187,NR2F1-AS1,76,0.01396,75,0.00568,89,0.26437,77,0.05215,51,-0.5893,66,-0.2003,84,0.17529
ENSG00000175745,NR2F1,108,-0.6832,162,0.02953,208,0.42054,167,0.10912,200,0.35610,198,0.34042,143,-0.1612
ENSG00000113391,FAM172A,42,-0.3483,49,-0.0551,59,0.25884,53,0.11779,60,0.26798,62,0.31332,36,-0.5112
ENSG00000133302,SLF1,32,-0.5264,125,1.79410,64,0.65854,37,-0.2856,18,-1.2639,35,-0.3111,28,-0.6104
ENSG00000175471,MCTP1,60,-0.3817,99,0.44004,160,1.23834,79,0.15139,26,-1.6033,68,-0.1322,38,-1.0047
ENSG00000198677,TTC37,83,-0.2388,203,1.24404,150,0.73329,89,-0.1536,74,-0.3824,45,-1.1323,67,-0.5362
ENSG00000164292,RHOBTB3,30,-2.1516,42,-1.4539,171,0.69043,100,-0.2330,447,2.42565,126,0.19898,65,-0.8235
ENSG00000173221,GLRX,57,0.92827,39,0.11080,13,-1.5414,36,-0.0382,12,-1.6530,27,-0.4655,31,-0.2592
ENSG00000118985,ELL2,88,0.08208,100,0.26932,121,0.57289,92,0.21689,28,-1.6372,38,-1.2061,83,-0.0247
ENSG00000175426,PCSK1,115,0.58448,116,0.49558,21,-2.0693,109,0.62977,4,-4.3506,2,-5.0423,74,-0.2170
ENSG00000153113,CAST,106,-0.3239,153,0.29456,184,0.58612,140,0.23198,163,0.39346,71,-0.8970,62,-1.0791
ENSG00000164307,ERAP1,9,-0.2631,15,0.67150,12,0.28296,8,-0.5187,23,1.30411,8,-0.3704,7,-0.4947
ENSG00000113441,LNPEP,93,-0.1217,157,0.71697,143,0.56768,106,0.15315,72,-0.5047,42,-1.2944,71,-0.5150
ENSG00000145721,LIX1,1,-3.8230,8,-1.0214,15,-0.0162,6,-1.7385,125,4.24820,18,0.24971,0,-4.8726
ENSG00000058729,RIOK2,13,-0.2853,18,0.29641,17,0.19537,15,-0.0374,35,1.37820,3,-2.3094,9,-0.6800
ENSG00000174136,RGMB,59,0.77522,46,0.23459,31,-0.3781,38,-0.1303,19,-1.0891,37,-0.1016,19,-1.0779
ENSG00000153922,CHD1,28,-1.0999,93,0.89010,112,1.20250,54,0.04959,72,0.48522,33,-0.7435,26,-1.0824
ENSG00000174132,FAM174A,68,1.12052,47,0.28829,23,-0.8410,30,-0.5755,20,-1.0366,30,-0.4369,39,-0.0207
ENSG00000145730,PAM,159,1.09854,68,-0.4952,36,-1.4188,96,0.06636,34,-1.5127,58,-0.7152,61,-0.6456
ENSG00000145723,GIN1,13,-0.6564,13,-0.5811,23,0.29665,25,0.71228,28,0.60969,12,-0.6790,6,-1.6268
ENSG00000145725,PPIP5K2,46,-0.2793,130,1.44231,76,0.53538,55,0.04400,29,-0.9478,27,-1.0378,26,-1.1123
ENSG00000181751,C5orf30,46,0.74478,48,0.67275,28,-0.2037,25,-0.4768,21,-0.5952,19,-0.7380,29,-0.1259
ENSG00000112874,NUDT12,15,-0.0915,20,0.37713,9,-0.8363,17,0.17176,19,0.32153,17,0.17445,9,-0.8351
ENSG00000184349,EFNA5,46,-0.1281,73,0.61891,55,0.17787,57,0.37272,23,-1.1610,21,-1.2684,44,-0.1834
ENSG00000145743,FBXL17,118,0.13121,108,-0.0258,107,-0.0488,116,0.11146,99,-0.1629,86,-0.3766,100,-0.1506
ENSG00000151422,FER,22,-1.5118,82,0.65469,77,0.56007,63,0.38496,80,0.62176,36,-0.6234,46,-0.2598
ENSG00000198961,PJA2,783,0.35640,587,-0.1606,469,-0.5046,794,0.50147,242,-1.4963,324,-1.0625,517,-0.3553
ENSG00000112893,MAN2A1,12,-1.5772,80,1.51265,82,1.55788,27,-0.3502,39,0.31701,12,-1.4380,27,-0.2226
ENSG00000186952,TMEM232,12,-0.3937,18,0.35910,21,0.57361,13,-0.3088,24,0.80496,20,0.45968,8,-0.9286
ENSG00000164209,SLC25A46,134,0.30370,134,0.24673,79,-0.5739,130,0.31430,66,-0.8479,53,-1.1534,103,-0.1664
ENSG00000134987,WDR36,16,-0.1825,36,1.16019,16,-0.1243,20,0.25968,9,-1.0081,8,-1.1265,13,-0.4274
ENSG00000152495,CAMK4,162,0.43207,115,-0.1836,125,-0.0638,136,0.10519,42,-1.7018,174,0.46558,66,-1.0193
ENSG00000164211,STARD4,28,0.16254,44,0.85275,15,-0.7578,27,0.10178,15,-0.8436,14,-0.8921,27,0.10130
ENSG00000134986,NREP,111,-0.0488,73,-0.6899,46,-1.3745,143,0.56033,51,-1.2121,49,-1.2799,219,1.05310
ENSG00000224032,EPB41L4A-AS1,53,-0.2168,43,-0.5236,38,-0.7118,62,0.08621,55,-0.1332,86,0.56269,88,0.60601
ENSG00000134982,APC,255,-1.8219,495,-0.6446,1269,0.83920,1008,0.76658,703,-0.1062,469,-0.7246,1039,0.51235
ENSG00000153037,SRP19,87,-0.0843,91,-0.0089,85,-0.1163,104,0.31032,65,-0.5288,91,-0.0012,75,-0.2977
ENSG00000129625,REEP5,628,1.00123,345,-0.1744,196,-1.0313,390,0.02441,157,-1.3631,188,-1.1004,298,-0.3989
ENSG00000172795,DCP2,49,0.24712,51,0.26990,45,0.06362,42,-0.0371,25,-0.8385,26,-0.7434,54,0.34206
ENSG00000047188,YTHDC2,37,-0.0942,91,1.36458,52,0.45501,36,-0.2151,29,-0.4655,15,-1.3990,32,-0.2878
ENSG00000080709,KCNN2,17,0.63465,17,0.54365,11,-0.2271,6,-1.4101,43,2.10885,5,-1.2226,3,-2.1704
ENSG00000152503,TRIM36,53,0.54272,55,0.49875,37,-0.1240,35,-0.3036,25,-0.7082,25,-0.7542,46,0.20685
ENSG00000164219,PGGT1B,19,-0.5737,30,0.17921,42,0.73532,24,-0.1893,53,1.12285,17,-0.6264,22,-0.2537
ENSG00000164221,CCDC112,49,-0.3710,78,0.41404,124,1.18568,65,0.21025,39,-0.6387,33,-0.8980,30,-1.0314
ENSG00000145780,FEM1C,29,0.44079,14,-0.7086,21,-0.1764,17,-0.6459,42,0.93319,36,0.69439,15,-0.6058
ENSG00000134970,TMED7,55,0.44234,44,-0.0046,45,0.04571,31,-0.7405,76,0.85993,45,0.02092,42,-0.0829
ENSG00000129596,CDO1,40,0.65149,33,0.20163,14,-1.0534,21,-0.6827,33,0.20815,46,0.76069,23,-0.3375
ENSG00000145782,ATG12,62,-0.0783,93,0.56289,50,-0.4055,71,0.21262,56,-0.2301,44,-0.5791,60,-0.1306
ENSG00000177879,AP3S1,102,0.38647,108,0.39690,52,-0.7353,79,-0.1404,47,-0.8604,79,-0.0962,102,0.31124
ENSG00000145781,COMMD10,24,1.32477,7,-0.9111,2,-2.3494,9,-0.7614,8,-0.5826,21,0.82546,10,-0.3427
ENSG00000092421,SEMA6A,20,-0.5507,15,-0.8907,58,1.21772,16,-1.0659,109,2.38314,9,-1.5800,23,-0.2703
ENSG00000172869,DMXL1,41,0.23104,46,0.37275,44,0.29474,35,-0.0792,24,-0.5973,26,-0.5201,33,-0.1327
ENSG00000133835,HSD17B4,63,0.23606,68,0.32660,70,0.37201,42,-0.5791,68,0.32901,66,0.26408,48,-0.2315
ENSG00000151304,SRFBP1,13,-1.1486,35,0.42660,38,0.54932,33,0.54066,30,0.20614,16,-0.7081,20,-0.4117
ENSG00000205302,SNX2,61,0.27816,51,-0.0584,76,0.56628,54,0.05676,39,-0.4554,39,-0.4494,28,-0.9799
ENSG00000064652,SNX24,23,-0.0753,28,0.26928,11,-1.1311,28,0.38607,19,-0.3450,18,-0.3945,24,0.05547
ENSG00000168944,CEP120,20,-0.3384,23,-0.1382,39,0.73249,29,0.35050,15,-0.7809,21,-0.2534,20,-0.3555
ENSG00000151292,CSNK1G3,47,-0.3085,49,-0.2036,62,0.16730,72,0.65803,37,-0.6037,31,-0.9049,44,-0.3637
ENSG00000168916,ZNF608,7,-1.6181,6,-1.7942,77,2.29729,16,-0.4394,21,0.09575,41,1.13718,11,-0.8301
ENSG00000155324,GRAMD2B,9,-2.3317,16,-1.2880,101,1.59836,18,-1.4955,207,3.07265,45,0.24346,13,-1.6485
ENSG00000164904,ALDH7A1,23,-1.5195,24,-1.2923,79,0.52886,38,-0.8018,236,2.49818,102,0.95134,31,-0.9174
ENSG00000164902,PHAX,85,-0.6073,92,-0.4039,211,0.90750,146,0.49224,102,-0.2493,87,-0.4884,80,-0.6145
ENSG00000145794,MEGF10,3,-2.5869,3,-2.5704,49,1.74037,10,-1.0025,93,3.06506,10,-0.7472,5,-1.7077
ENSG00000164244,PRRC1,7,-0.4732,17,0.83320,7,-0.3962,7,-0.7572,23,1.34481,16,0.73013,9,-0.2057
ENSG00000205279,CTXN3,58,2.12247,6,-2.0617,9,-1.4111,6,-2.4846,6,-1.8881,67,1.72607,14,-0.8204
ENSG00000245937,LINC01184,50,0.23909,61,0.53852,47,0.11538,39,-0.2594,31,-0.5073,40,-0.1290,45,0.03225
ENSG00000064651,SLC12A2,78,-0.3183,93,0.00343,296,1.95007,63,-0.8288,119,0.39206,46,-1.0727,107,0.21955
ENSG00000066583,ISOC1,9,-0.3655,8,-0.4506,5,-1.0496,16,0.92960,9,-0.3838,9,-0.3130,7,-0.7063
ENSG00000169567,HINT1,734,0.71209,395,-0.4054,314,-0.7552,470,-0.2043,291,-0.8676,606,0.26135,521,0.02312
ENSG00000186687,LYRM7,104,-0.5161,126,-0.1544,170,0.31414,172,0.53849,92,-0.6255,128,-0.1240,117,-0.2625
ENSG00000158985,CDC42SE2,198,0.33779,128,-0.3985,117,-0.5419,187,0.28672,81,-1.0930,110,-0.6313,195,0.25139
ENSG00000158987,RAPGEF6,14,-0.9559,60,1.43183,74,1.82625,17,-0.7239,20,-0.2938,15,-0.7753,22,-0.1509
ENSG00000217128,FNIP1,41,0.17530,52,0.49580,85,1.32047,30,-0.5111,20,-0.9337,24,-0.6775,36,-0.0739
ENSG00000164398,ACSL6,254,0.41589,236,0.22204,162,-0.3630,192,-0.1505,247,0.29304,148,-0.5009,150,-0.4838
ENSG00000113522,RAD50,191,-0.7826,381,0.39181,505,0.85127,388,0.69169,168,-0.8735,159,-0.9498,135,-1.1989
ENSG00000131437,KIF3A,882,-0.2429,1093,0.12948,942,-0.1028,1501,1.10778,265,-2.0083,224,-2.2553,403,-1.3889
ENSG00000164402,SEPTIN8,249,-0.0681,246,-0.0760,324,0.35570,277,0.16176,220,-0.2537,215,-0.2894,226,-0.2088
ENSG00000198944,SOWAHA,66,-0.3089,15,-2.4298,44,-0.8704,14,-2.9737,196,1.51907,466,3.34583,21,-1.9527
ENSG00000164405,UQCRQ,520,0.58388,254,-0.6445,144,-1.4909,313,-0.4646,273,-0.5363,675,0.89478,554,0.57147
ENSG00000072364,AFF4,61,-0.9508,147,0.52442,197,1.00780,103,-0.0511,157,0.63015,110,0.07033,60,-0.8518
ENSG00000155329,ZCCHC10,21,-0.6339,20,-0.6284,48,0.72136,36,0.44340,30,0.00862,24,-0.3344,26,-0.2081
ENSG00000170606,HSPA4,148,0.41007,83,-0.5633,124,0.06149,139,0.37020,57,-1.1177,60,-1.0568,92,-0.4039
ENSG00000053108,FSTL4,22,0.76051,32,1.22642,3,-2.0382,14,-0.1851,5,-1.4153,1,-3.0552,16,0.15722
ENSG00000113583,C5orf15,39,0.92361,33,0.44576,21,-0.2218,19,-0.5793,17,-0.5889,15,-0.7806,24,-0.0393
ENSG00000213585,VDAC1,358,0.83644,222,-0.0981,144,-0.7569,239,0.02130,93,-1.4185,148,-0.7179,201,-0.2525
ENSG00000113558,SKP1,611,0.44668,379,-0.3817,279,-0.8482,504,0.08775,415,-0.2439,515,0.09000,373,-0.4075
ENSG00000113575,PPP2CA,355,0.83677,256,0.13939,109,-1.1622,228,-0.0636,114,-1.1005,137,-0.8253,227,-0.0478
ENSG00000006837,CDKL3,7,-1.8677,22,-0.0872,37,0.69205,26,0.21277,42,0.92800,20,-0.2193,33,0.55285
ENSG00000119048,UBE2B,141,-0.0941,169,0.20322,124,-0.2691,173,0.38164,95,-0.6869,101,-0.5834,149,0.01536
ENSG00000237190,CDKN2AIPNL,57,0.56804,33,-0.3782,29,-0.6137,38,-0.2576,19,-1.2032,57,0.45617,55,0.40595
ENSG00000043143,JADE2,43,0.15652,31,-0.3699,52,0.41174,40,0.03632,23,-0.8056,49,0.32589,30,-0.4269
ENSG00000152700,SAR1B,46,0.11515,40,-0.1317,63,0.58913,34,-0.5306,66,0.65527,49,0.19359,38,-0.1996
ENSG00000113615,SEC24A,15,0.35403,15,0.34113,19,0.68780,11,-0.1824,2,-2.6354,12,-0.0324,10,-0.2549
ENSG00000164615,CAMLG,158,0.17718,126,-0.1999,141,-0.0291,154,0.17207,70,-1.0916,126,-0.2089,160,0.16566
ENSG00000145833,DDX46,83,-0.6231,147,0.34568,209,0.91705,139,0.39619,100,-0.2520,68,-0.8418,68,-0.8520
ENSG00000181904,C5orf24,80,0.13562,64,-0.2298,118,0.74235,75,0.02873,48,-0.6653,56,-0.4199,63,-0.2489
ENSG00000113621,TXNDC15,47,0.43011,27,-0.4925,38,0.02493,33,-0.2668,48,0.38568,24,-0.6721,43,0.21721
ENSG00000113648,H2AFY,122,0.12144,129,0.19932,89,-0.3859,116,0.04386,114,0.00254,115,0.01249,89,-0.3782
ENSG00000145824,CXCL14,28,-2.9791,19,-3.2992,37,-2.3603,36,-2.8718,831,2.73206,1171,3.59642,4,-5.3992
ENSG00000113658,SMAD5,16,-1.2359,28,-0.2565,74,1.32661,29,-0.2719,70,1.24134,40,0.30326,21,-0.6622
ENSG00000152377,SPOCK1,343,0.31487,292,0.00342,238,-0.3116,347,0.43552,183,-0.7175,60,-2.3544,250,-0.2403
ENSG00000146021,KLHL3,20,0.00043,43,1.20635,23,0.20911,21,0.01589,7,-1.5874,3,-2.6165,25,0.28915
ENSG00000177733,HNRNPA0,153,0.59569,105,-0.1195,80,-0.5287,111,-0.0525,64,-0.8641,96,-0.2536,113,0.00291
ENSG00000031003,FAM13B,63,-0.5496,87,0.03260,130,0.66412,106,0.55743,29,-1.6235,54,-0.7047,89,0.07378
ENSG00000112981,NME5,43,0.96489,39,0.59476,18,-0.6244,20,-0.6357,20,-0.4191,19,-0.5448,24,-0.1906
ENSG00000112983,BRD8,66,-0.1409,92,0.40445,102,0.56712,79,0.24600,50,-0.5582,36,-1.0378,54,-0.4200
ENSG00000094880,CDC23,32,0.62482,31,0.43864,13,-0.8633,23,-0.0600,20,-0.2088,12,-1.0029,17,-0.4783
ENSG00000120709,FAM53C,41,0.22061,38,0.05323,47,0.36720,31,-0.3861,38,0.04152,31,-0.2594,46,0.36207
ENSG00000120733,KDM3B,34,-0.5941,48,0.01192,74,0.70313,46,-0.0812,76,0.73511,50,0.07041,39,-0.2953
ENSG00000132563,REEP2,216,0.81973,157,0.14418,47,-1.6688,132,-0.1850,104,-0.5003,97,-0.5961,152,0.08680
ENSG00000120738,EGR1,79,0.05654,109,0.54341,59,-0.3987,91,0.41333,18,-2.1750,55,-0.5124,67,-0.2173
ENSG00000120705,ETF1,61,0.25660,49,-0.1345,57,0.09516,53,-0.0370,45,-0.2508,53,-0.0005,44,-0.3107
ENSG00000113013,HSPA9,274,0.15896,234,-0.1112,268,0.09658,282,0.27756,233,-0.1206,173,-0.5737,132,-0.9848
ENSG00000044115,CTNNA1,51,-0.5070,60,-0.2021,96,0.54647,55,-0.4634,106,0.69972,98,0.57931,96,0.53611
ENSG00000146006,LRRTM2,32,-0.7606,74,0.65553,84,0.87066,59,0.46967,28,-0.8516,31,-0.6822,28,-0.8618
ENSG00000120725,SIL1,27,0.16618,27,0.11529,32,0.38365,23,-0.1648,38,0.67357,19,-0.4170,10,-1.2755
ENSG00000120727,PAIP2,252,0.12384,160,-0.5994,147,-0.7209,278,0.40944,207,-0.2003,235,-0.0087,171,-0.4989
ENSG00000170464,DNAJC18,81,-0.0365,79,-0.0695,97,0.24854,105,0.58974,41,-1.0506,48,-0.8443,45,-0.9151
ENSG00000131508,UBE2D2,129,0.71405,74,-0.2982,48,-0.9503,79,-0.2910,68,-0.4393,93,0.04761,105,0.24828
ENSG00000171604,CXXC5,169,-0.5691,217,-0.1048,171,-0.4718,302,0.68020,253,0.13195,179,-0.3997,180,-0.3910
ENSG00000146005,PSD2,27,-0.8699,20,-1.1863,26,-0.8260,24,-1.2774,222,2.86323,91,1.14182,24,-0.9627
ENSG00000185129,PURA,171,-0.9602,280,-0.0821,352,0.27695,406,0.84836,243,-0.2980,200,-0.6017,217,-0.4709
ENSG00000182700,IGIP,119,0.12937,110,-0.0192,100,-0.1619,123,0.24701,58,-1.0012,87,-0.3888,119,0.09962
ENSG00000120306,CYSTM1,57,0.31895,39,-0.3247,27,-0.8875,34,-0.7346,89,0.97675,90,0.99024,42,-0.2326
ENSG00000113068,PFDN1,127,0.33971,72,-0.5934,131,0.33534,105,-0.0287,77,-0.4965,97,-0.1460,99,-0.1111
ENSG00000131503,ANKHD1,79,-0.7741,198,0.76074,221,0.94858,130,0.13036,160,0.41503,56,-1.2001,75,-0.7481
ENSG00000213523,SRA1,39,0.67421,35,0.33361,21,-0.4232,21,-0.6084,37,0.41504,26,-0.1323,22,-0.3515
ENSG00000113108,APBB3,38,1.35694,40,1.09972,9,-1.1342,10,-1.3940,23,0.18831,16,-0.3698,10,-1.0790
ENSG00000176087,SLC35A4,26,0.75000,14,-0.3979,15,-0.2761,12,-0.7586,24,0.42337,21,0.22444,19,0.09597
ENSG00000131495,NDUFA2,231,0.52001,117,-0.6329,139,-0.3779,159,-0.2404,113,-0.6869,286,0.76619,158,-0.1783
ENSG00000113141,IK,141,-0.5441,162,-0.2545,236,0.33439,250,0.69588,161,-0.2653,140,-0.4759,110,-0.8380
ENSG00000120314,WDR55,12,0.37813,14,0.55914,6,-0.7439,8,-0.4090,20,1.14068,3,-1.4203,7,-0.4563
ENSG00000170445,HARS,124,0.67148,88,-0.0119,65,-0.4619,83,-0.1326,42,-1.1364,95,0.10487,70,-0.3486
ENSG00000112855,HARS2,15,1.24678,14,0.87857,5,-0.6627,4,-1.1864,4,-0.9538,5,-0.6609,10,0.32473
ENSG00000146007,ZMAT2,208,-0.4462,205,-0.4026,291,0.14240,350,0.70799,153,-0.8500,241,-0.1523,197,-0.4661
ENSG00000120324,PCDHB10,18,0.93409,11,-0.0814,8,-0.4645,10,-0.2010,7,-0.7015,9,-0.3151,6,-0.9282
ENSG00000120327,PCDHB14,12,-0.3073,20,0.49291,18,0.37424,19,0.66420,7,-0.9545,7,-1.0720,4,-1.6728
ENSG00000178913,TAF7,156,0.01510,152,-0.0298,166,0.10944,183,0.40514,103,-0.6324,133,-0.2420,80,-1.0102
ENSG00000131504,DIAPH1,27,-0.2655,38,0.28875,43,0.47148,27,-0.3837,25,-0.3302,66,1.18961,24,-0.4223
ENSG00000171720,HDAC3,25,0.51321,38,1.09098,10,-1.0089,13,-0.8090,17,-0.1401,23,0.30590,21,0.12009
ENSG00000164620,RELL2,63,1.41800,46,0.52866,8,-2.0977,20,-1.0037,17,-0.9430,32,-0.0317,31,-0.0583
ENSG00000081791,DELE1,15,-0.3826,53,1.73473,27,0.55235,8,-1.5042,41,1.26147,16,-0.2534,18,-0.0496
ENSG00000013561,RNF14,75,0.81104,54,0.11140,24,-1.1266,44,-0.2596,26,-0.9998,46,-0.1327,53,0.10334
ENSG00000113552,GNPDA1,56,1.06264,28,-0.2797,23,-0.5921,28,-0.3562,27,-0.3342,14,-1.3343,33,-0.0170
ENSG00000131507,NDFIP1,733,0.66236,532,0.01996,281,-0.9542,571,0.19997,287,-0.9262,249,-1.1342,426,-0.3237
ENSG00000113578,FGF1,17,-1.8934,15,-1.8483,100,1.04120,56,0.16899,103,1.08293,39,-0.4307,92,0.90918
ENSG00000145819,ARHGAP26,163,0.10627,239,0.69887,206,0.46095,166,0.17737,62,-1.3771,52,-1.6463,125,-0.3163
ENSG00000113580,NR3C1,97,-0.2529,156,0.52451,140,0.36164,131,0.39083,90,-0.3359,55,-1.0866,65,-0.8210
ENSG00000145817,YIPF5,81,0.34352,79,0.24333,85,0.35254,71,0.11993,42,-0.7167,47,-0.5516,28,-1.3425
ENSG00000183775,KCTD16,241,0.19742,299,0.50422,443,1.15520,195,-0.2460,52,-2.1476,229,0.07740,105,-1.1007
ENSG00000133706,LARS,126,-0.0867,160,0.30481,161,0.31004,148,0.27996,103,-0.3776,95,-0.5105,78,-0.7967
ENSG00000091009,RBM27,70,-0.6966,104,-0.0036,137,0.43477,124,0.43024,108,0.05900,107,0.03728,68,-0.6625
ENSG00000113649,TCERG1,146,-0.3468,345,1.07720,272,0.68615,192,0.19350,124,-0.5484,82,-1.1714,80,-1.2012
ENSG00000156475,PPP2R2B,241,0.41624,181,-0.1090,157,-0.3337,200,0.06629,105,-0.9443,164,-0.2616,198,0.02810
ENSG00000113657,DPYSL3,69,0.26572,43,-0.4902,50,-0.2832,44,-0.6733,135,1.32266,89,0.62760,36,-0.7654
ENSG00000176049,JAKMIP2,90,-0.8722,152,0.03938,236,0.74352,200,0.79502,76,-1.0056,104,-0.5371,83,-0.8754
ENSG00000145868,FBXO38,22,0.31136,26,0.46169,13,-0.5380,19,-0.0583,14,-0.4155,17,-0.1303,16,-0.2180
ENSG00000173210,ABLIM3,17,-0.3145,26,0.34709,14,-0.5525,22,0.12985,20,-0.0814,22,0.06637,26,0.36065
ENSG00000164284,GRPEL2,24,0.73538,12,-0.5046,5,-1.8581,17,-0.0256,23,0.46564,7,-1.3159,16,-0.0824
ENSG00000145882,PCYOX1L,36,0.81890,39,0.78199,16,-0.5883,22,-0.2094,6,-1.9603,15,-0.6631,17,-0.5388
ENSG00000113712,CSNK1A1,172,0.30894,176,0.29097,162,0.16048,136,-0.1758,132,-0.1652,113,-0.4014,127,-0.2239
ENSG00000183111,ARHGEF37,9,-0.6015,9,-0.3961,37,1.78530,11,-0.1814,10,-0.3323,8,-0.6909,14,0.17062
ENSG00000155846,PPARGC1B,9,-0.3375,23,1.10258,12,0.03162,13,0.31590,3,-1.8287,3,-1.6747,14,0.28065
ENSG00000113716,HMGXB3,17,-0.0313,16,-0.0967,33,0.98624,13,-0.5667,20,0.23177,18,0.04554,21,0.31612
ENSG00000182578,CSF1R,6,-0.9752,3,-1.9778,12,0.13305,6,-1.2269,38,2.06586,36,1.95236,7,-0.6659
ENSG00000113721,PDGFRB,9,-0.5663,2,-2.1811,15,0.29774,7,-1.1906,66,3.02250,14,0.26796,1,-2.9490
ENSG00000011083,SLC6A7,50,1.56700,36,0.62316,7,-1.7658,18,-0.6059,3,-2.9026,7,-1.8441,21,-0.2161
ENSG00000070808,CAMK2A,306,-0.2961,355,-0.0231,392,0.13229,331,-0.1912,379,0.08202,705,1.08950,275,-0.4174
ENSG00000070814,TCOF1,66,0.31676,63,0.18829,60,0.11354,61,0.23304,27,-1.0974,35,-0.7034,35,-0.6964
ENSG00000019582,CD74,25,-1.5419,18,-1.8812,68,0.11784,37,-1.0886,229,2.20981,195,1.90099,48,-0.4149
ENSG00000164587,RPS14,617,-0.2020,363,-0.9775,489,-0.5254,573,-0.4065,818,0.27308,1547,1.32742,1010,0.61169
