gene,ensembl,t_stat_spd01-spd04,p_value_spd01-spd04,fdr_spd01-spd04,logFC_spd01-spd04
FKBP1B,ENSG00000119782,12.498436612946675,9.583490022351263e-31,9.486433430765126e-30,1.2909263787820384
C1orf216,ENSG00000142686,12.492195041409992,1.0149644918081411e-30,1.0039744304318747e-29,0.9791537840049847
ATL1,ENSG00000198513,12.478229048862945,1.1540029704050912e-30,1.1398939588234599e-29,0.5881993143318729
DRD1,ENSG00000184845,12.477006786414028,1.1670385311293333e-30,1.1519560416380432e-29,1.659185624466129
PNMA6A,ENSG00000235961,12.463050803314195,1.326693852741519e-30,1.3077009858792813e-29,1.2641480748471436
WSB2,ENSG00000176871,12.462500414681463,1.333417760256256e-30,1.313402398527251e-29,0.46040901214732255
CNR1,ENSG00000118432,12.461270087087405,1.348571242416203e-30,1.3273929757219205e-29,1.2284085592951444
OPRM1,ENSG00000112038,12.450164233548026,1.493358764522627e-30,1.4664721443740073e-29,1.492361989333371
CNOT7,ENSG00000198791,12.448031853274212,1.5228813329422008e-30,1.4937061326689923e-29,0.5220311893200691
ITGA3,ENSG00000005884,12.442761675213793,1.5983640315700144e-30,1.5666433428649433e-29,1.2958278855031038
RERG,ENSG00000134533,12.441574304610633,1.6158781547788125e-30,1.5826999978516792e-29,1.873857239347521
PIK3CB,ENSG00000051382,12.437982374045074,1.6700326287303742e-30,1.6345970624484903e-29,0.5977449991357986
ILRUN,ENSG00000196821,12.434275692258709,1.727812850112491e-30,1.688786028393167e-29,0.563633923574276
COX7A1,ENSG00000161281,12.428318764686846,1.8248696893536842e-30,1.781159472632433e-29,0.8919588683713338
NYAP1,ENSG00000166924,12.427819463551538,1.8332473671861726e-30,1.7880878193413213e-29,1.3325381415534245
AGAP3,ENSG00000133612,12.407672534930686,2.2052404993097223e-30,2.14642384810947e-29,0.5469609982726658
GRINA,ENSG00000178719,12.383624474559042,2.748839278918715e-30,2.671802962548462e-29,0.5661262578140915
CREBL2,ENSG00000111269,12.369656451326032,3.1238683866835843e-30,3.034211844383354e-29,0.5496574141217545
C2CD5,ENSG00000111731,12.366893561423124,3.2038772471970886e-30,3.1097633530606744e-29,0.6706649816133474
NOL4,ENSG00000101746,12.365719117318198,3.23850238028258e-30,3.1411899909236376e-29,0.9939481769203491
CRIM1,ENSG00000150938,12.360927756038208,3.383666247122658e-30,3.2774430447701586e-29,0.61065119460344075
ATP13A2,ENSG00000159363,12.356294333094727,3.5302045637096166e-30,3.414648386641475e-29,0.9088109384663285
PLPPR5,ENSG00000117598,12.351164203852397,3.6998349228294825e-30,3.573779731609376e-29,1.4324187292188753
PRSS3,ENSG00000010438,12.349787122490518,3.746734823275702e-30,3.6165823635997575e-29,1.6423281507162897
REEP5,ENSG00000129625,12.34894962699338,3.775546854063984e-30,3.6418784250691723e-29,0.5202571138861254
TMX4,ENSG00000125827,12.347725460907835,3.818058813136333e-30,3.6803453814625196e-29,0.4699415213815996
DGCR9,ENSG00000273032,12.335700207066724,4.261855299990675e-30,4.1053033444500114e-29,1.1899738974262095
CDH10,ENSG00000040731,12.327023676754786,4.613628810055621e-30,4.438037844332238e-29,1.371809728430129
TNFRSF25,ENSG00000215788,12.314977957316998,5.1504246786467845e-30,4.9441954487256943e-29,1.6457471551281269
ZDHHC23,ENSG00000184307,12.313320999137247,5.228975096763738e-30,5.016155451439037e-29,1.562290901981604
AP1M1,ENSG00000072958,12.310188736528202,5.38073820850039e-30,5.158201504815497e-29,0.5864595398254195
TBC1D30,ENSG00000111490,12.300365574670998,5.885720485240654e-30,5.638431475134244e-29,1.420135257615386
RABGAP1L,ENSG00000152061,12.288112312109348,6.582256593067014e-30,6.301383589129976e-29,0.42060838522383026
CNTN4,ENSG00000144619,12.285851993903119,6.719436587512964e-30,6.423910067282399e-29,1.3883835486957352
HSDL1,ENSG00000103160,12.272212692582752,7.609772621622159e-30,7.260190575591325e-29,0.676254223619404
DGAT2,ENSG00000062282,12.270521785073596,7.728035442815335e-30,7.367991226755111e-29,1.599334794297251
NIPAL2,ENSG00000104361,12.266772480136487,7.996832478792296e-30,7.619067999732782e-29,1.7064283926150114
SYNGAP1,ENSG00000197283,12.266168755782573,8.040976906372216e-30,7.655908325637906e-29,1.2340511317889429
TMEM9,ENSG00000116857,12.26386161926857,8.211922312824997e-30,7.813345007920693e-29,0.48553154923137853
ADCY2,ENSG00000078295,12.262097561733075,8.345065995139294e-30,7.929030971714133e-29,0.5440633114482063
VDAC3,ENSG00000078668,12.261704395510055,8.375032262765777e-30,7.946899248925817e-29,0.9192347595408892
PPFIA4,ENSG00000143847,12.256110808235366,8.81315442102258e-30,8.345627326736626e-29,1.0693996097571747
STAC2,ENSG00000141750,12.255074221252999,8.896817650050168e-30,8.419148293483493e-29,1.0093331987626746
ADARB1,ENSG00000197381,12.234552303774619,1.0725981497666346e-29,1.01432370360543e-28,1.1814975095111713
KIF17,ENSG00000117245,12.23351470752948,1.0827818879864082e-29,1.0232618288293461e-28,1.5988409724471349
FAM92A,ENSG00000188343,12.224886060044238,1.171286234401802e-29,1.104660438477327e-28,1.0863253177058887
PDE8B,ENSG00000113231,12.22010712755262,1.2233663507266506e-29,1.1530001000746052e-28,0.522424207468382
DNAL1,ENSG00000119661,12.213120171520128,1.30368666546891e-29,1.2278725419985818e-28,0.5537434778705137
APBA2,ENSG00000034053,12.207205038998584,1.3757757373454594e-29,1.29489680005909e-28,0.48109740096876585
CYB561,ENSG00000008283,12.203420589522683,1.4239659870279575e-29,1.3393521265605493e-28,1.13781933246791
FAM153CP,ENSG00000204677,12.17346282915423,1.8697473622894167e-29,1.7539234149475958e-28,0.9619967444408379
TRPM2,ENSG00000142185,12.172123497392231,1.892639388191624e-29,1.7730174751175822e-28,1.3280771811904262
PRNP,ENSG00000171867,12.170543592852363,1.9200023366124246e-29,1.7974462598011963e-28,0.4251087245586227
PCSK1N,ENSG00000102109,12.170188377788383,1.9262084735954376e-29,1.802049252707057e-28,0.706362242137013
NRG3,ENSG00000185737,12.162533661728768,2.0649092018199923e-29,1.9305174524306375e-28,0.7833608750295529
STS,ENSG00000101846,12.15828209031058,2.1461963127526234e-29,2.0038333910049042e-28,1.0291391581804774
CDYL2,ENSG00000166446,12.149544288519463,2.323396094413943e-29,2.1678309220042513e-28,0.8433625214687588
CHRNB2,ENSG00000160716,12.148927081441249,2.3364500861574909e-29,2.178556561322432e-28,1.5101668703768598
ZER1,ENSG00000160445,12.148588976711059,2.343631968970738e-29,2.183796268686934e-28,0.5393817727961681
SNTG1,ENSG00000147481,12.14364340951945,2.4512311096074085e-29,2.2825354576270983e-28,0.8700614928139379
FRAS1,ENSG00000138759,12.133707691629413,2.6824916097163943e-29,2.492897954056253e-28,1.810462267858553
HRH3,ENSG00000101180,12.131677111697565,2.7323636786731525e-29,2.53755794929001e-28,1.5729812438228186
ADAMTS10,ENSG00000142303,12.128995019386627,2.799654960150674e-29,2.598325191103982e-28,1.6435187062108216
GGCT,ENSG00000006625,12.115011717456436,3.178142247660454e-29,2.9476373056104955e-28,0.7386205061079645
GPR83,ENSG00000123901,12.111008197340702,3.2955992440984524e-29,3.0505026910439777e-28,1.8548191681145645
C9orf16,ENSG00000171159,12.085965179837366,4.1349256532066455e-29,3.8172956311010094e-28,0.667781878490203
NIPSNAP1,ENSG00000184117,12.07977801040045,4.3731722492033916e-29,4.0319148104957655e-28,0.8981334901595552
SORCS1,ENSG00000108018,12.061935269074247,5.139533584031279e-29,4.716694740906447e-28,0.9391921558618752
ANK2,ENSG00000145362,12.045958120499806,5.9384973301338e-29,5.4427788316905e-28,0.45190749997387236
SUB1,ENSG00000113387,12.045007850303739,5.989735646648635e-29,5.486142538218085e-28,0.48462389144334495
ASIC2,ENSG00000108684,12.038076195873556,6.377044916932776e-29,5.8294281755375675e-28,1.2562340222716686
SORCS3,ENSG00000156395,12.02811526170273,6.977668259857067e-29,6.370680014490772e-28,1.1104903918307398
PRDX2,ENSG00000167815,12.027126458185862,7.040280267868836e-29,6.4231068736294204e-28,0.5057098568624951
TMEM183A,ENSG00000163444,12.023291323107433,7.288461902709085e-29,6.640862582409705e-28,0.5041010010590954
RUSC2,ENSG00000198853,12.021112854926571,7.433295454261573e-29,6.768415020469968e-28,0.5499817455363667
SNAP47,ENSG00000143740,12.020505244955203,7.474200483078887e-29,6.801230478645416e-28,0.8945849104454338
RAP1GAP2,ENSG00000132359,12.016971818085368,7.71655491669741e-29,7.017195059901086e-28,1.3433298345937956
SLC66A2,ENSG00000122490,12.016781446098628,7.729832221865008e-29,7.024698632315163e-28,0.6954438306828079
FAM20B,ENSG00000116199,12.016467887859847,7.751750629907307e-29,7.040040191956753e-28,0.8242294462297632
FLRT2,ENSG00000185070,12.014927228961868,7.860348282567011e-29,7.134031684768773e-28,0.9430387634613542
C1QL3,ENSG00000165985,12.002949306671358,8.757958483883447e-29,7.943542227724786e-28,1.5132704570289235
SLC25A4,ENSG00000151729,12.002671884483211,8.779914516657058e-29,7.958292165973781e-28,0.5657256903384296
SARAF,ENSG00000133872,12.001854044436422,8.844960263762913e-29,8.012055061997034e-28,0.4275643057564338
COPS8,ENSG00000198612,11.99476303350493,9.42942801393931e-29,8.535953066763585e-28,0.6109509907131478
TMEM160,ENSG00000130748,11.988858736871597,9.945304590035903e-29,8.997121181548984e-28,0.5005780851233883
TUNAR,ENSG00000250366,11.987782662744793,1.0042307207984909e-28,9.078999213842502e-28,1.6645538972315836
ICA1,ENSG00000003147,11.978649081898247,1.0904507860485686e-28,9.852120644215154e-28,1.0876983271107568
CD59,ENSG00000085063,11.976339235360411,1.1133987516691544e-28,1.0052955007803471e-27,0.45682581819220136
RGS7,ENSG00000182901,11.97462869981312,1.1307019155680608e-28,1.0202595657775846e-27,0.9876586732072017
BRK1,ENSG00000254999,11.97372134178075,1.1399888218248327e-28,1.0279757266223025e-27,0.5432096287787234
ATP5F1D,ENSG00000099624,11.97322053237643,1.1451471418034592e-28,1.0319614185033494e-27,0.440078521461281
SERPINF1,ENSG00000132386,11.971440850657496,1.1636665226194134e-28,1.0479746769749704e-27,1.5970468053775564
OPA1,ENSG00000198836,11.970893710397883,1.169419766640808e-28,1.0524777899767272e-27,0.4093821061422478
HAR1A,ENSG00000225978,11.968779982631915,1.1919131119955715e-28,1.0720315036269051e-27,1.5116576712751812
TRHDE,ENSG00000072657,11.967463973712581,1.2061345152374756e-28,1.0841248951430351e-27,1.198415950144767
WIF1,ENSG00000156076,11.952216093228488,1.383755494645397e-28,1.242180510511157e-27,1.8733319454855766
NAGPA,ENSG00000103174,11.947820189363979,1.4396380484551736e-28,1.291516110607058e-27,1.2728002081278174
RCN2,ENSG00000117906,11.933162329955737,1.6427192375289806e-28,1.4727573305287084e-27,0.42811849621695863
RNF208,ENSG00000212864,11.919643432787604,1.8551967343513926e-28,1.6611200996815767e-27,0.8819842853271593
RIMS4,ENSG00000101098,11.891048962865389,2.3990000062447346e-28,2.1439145196472288e-27,1.4341830758060672
SPEF1,ENSG00000101222,11.886988878264589,2.4881198603180895e-28,2.2207184730310304e-27,1.527147655325222
TMEM35A,ENSG00000126950,11.884276949693433,2.5494754734844323e-28,2.274027995717416e-27,1.0683341366145394
RFTN1,ENSG00000131378,11.872040638501463,2.845584133500369e-28,2.5365261118580777e-27,1.415721477276934
PPP1R7,ENSG00000115685,11.86469527889075,3.0395282948591706e-28,2.7076792209844888e-27,0.4761457661359332
KCNK9,ENSG00000169427,11.858314946692142,3.2186363292293824e-28,2.865406367747712e-27,1.6153040149253939
MOSMO,ENSG00000185716,11.855177639227241,3.3105211424520595e-28,2.9453312544909253e-27,0.4948276223615071
NCK2,ENSG00000071051,11.852900399119473,3.3788475380948593e-28,3.004208145035105e-27,0.8586349849943455
TSPYL5,ENSG00000180543,11.850162995849038,3.4628408965321633e-28,3.074976315808771e-27,0.6797881218987154
DDAH1,ENSG00000153904,11.847632971339934,3.542317905003096e-28,3.1435541179827473e-27,0.5449205926666085
PRICKLE1,ENSG00000139174,11.839666709347275,3.804618590391126e-28,3.369908367420581e-27,1.190458586283765
NUAK1,ENSG00000074590,11.837968034297921,3.8630032715578907e-28,3.419455144177621e-27,0.5438595859075361
GPR153,ENSG00000158292,11.833348213856627,4.0263398086195976e-28,3.559528874451367e-27,1.5954594618860596
ETV1,ENSG00000006468,11.83151065984642,4.093202396150132e-28,3.6163520790765105e-27,0.8043909940633727
SLC35F3,ENSG00000183780,11.829601360533632,4.1638464914485405e-28,3.674121364329309e-27,1.5058425663348771
ARHGEF12,ENSG00000196914,11.82885799394785,4.191678134490728e-28,3.6963460748124236e-27,0.45869833962872253
CKB,ENSG00000166165,11.828673922915794,4.198598307528161e-28,3.7001140317983045e-27,0.4031652964207968
CYTH3,ENSG00000008256,11.828412687615856,4.208439006796238e-28,3.7064494012596736e-27,0.8686590021746672
NPAS1,ENSG00000130751,11.825968491854509,4.301631020150001e-28,3.786139595002303e-27,1.60381728489419
FNDC4,ENSG00000115226,11.82320345560812,4.409534347026245e-28,3.876230287319863e-27,0.8692036064258115
SERP2,ENSG00000151778,11.81151409880634,4.896275112698326e-28,4.298695807172393e-27,0.6328141751714895
AGBL4,ENSG00000186094,11.796381133899743,5.60663243367549e-28,4.910971481046029e-27,1.5019625280483895
AC062028.1,ENSG00000145063,11.79635945782821,5.6077201715314165e-28,4.910971481046029e-27,1.8287901778789237
AJAP1,ENSG00000196581,11.791404614196159,5.861954509161253e-28,5.1271926266925424e-27,0.6437369789839353
IGFBP3,ENSG00000146674,11.789849815733941,5.9440720699769415e-28,5.19576581126127e-27,1.4181666900761338
WDR17,ENSG00000150627,11.788281381473205,6.028069860201904e-28,5.265895777252626e-27,1.0588396753629903
CBLN4,ENSG00000054803,11.773573766470859,6.875523807391077e-28,6.002448235846663e-27,1.6349245689657257
OPN3,ENSG00000054277,11.770372557283213,7.075144263591165e-28,6.169013809869851e-27,1.5003936277448497
CCDC6,ENSG00000108091,11.766527549262088,7.32254943645954e-28,6.376777163451401e-27,0.5125483695616335
PPP1R12C,ENSG00000125503,11.766424930503598,7.329269038780772e-28,6.378654629828073e-27,0.6283138722146111
CELF3,ENSG00000159409,11.762170448236393,7.613326341220254e-28,6.621746252099284e-27,1.0732003418652836
INPP5A,ENSG00000068383,11.74608541829653,8.789856620035998e-28,7.626059961405534e-27,0.6374241453621448
MEAF6,ENSG00000163875,11.742727571801419,9.057416871339133e-28,7.84845106080019e-27,0.4607539862614569
TMEM65,ENSG00000164983,11.72872387789136,1.0263470622418e-27,8.882509528763863e-27,0.5893563855631196
AL136981.3,ENSG00000288062,11.710395986321139,1.2086474031609917e-27,1.0434382182817281e-26,1.6327168613917182
CHAC1,ENSG00000128965,11.708835407507491,1.2255838175697175e-27,1.0574064826032063e-26,1.784939627598289
KCNK3,ENSG00000171303,11.70446984888656,1.2742265825670336e-27,1.0986961717791135e-26,1.3732788294388132
BCL11B,ENSG00000127152,11.68813721494701,1.4738710194958075e-27,1.2677104762764863e-26,0.8821719746870746
MIR7-3HG,ENSG00000176840,11.679612707925797,1.590137562810275e-27,1.366872860725659e-26,1.7136256810983586
SGSM1,ENSG00000167037,11.666259134209115,1.790877691836011e-27,1.5375367013999954e-26,1.1537824722802648
ISCU,ENSG00000136003,11.658803734825614,1.913723365394406e-27,1.6409884342403444e-26,0.7333053556024582
RUNX1T1,ENSG00000079102,11.64545798542799,2.154934323515871e-27,1.845558642143464e-26,0.7678221844427018
SRRM3,ENSG00000177679,11.635669788233756,2.350862243705917e-27,2.0096637052157555e-26,1.2408308542182631
HTR5A-AS1,ENSG00000220575,11.632994417634341,2.4074332658837013e-27,2.0567661832063868e-26,1.6543864551889715
CBFA2T3,ENSG00000129993,11.63176464607341,2.433889415224183e-27,2.0780984945991697e-26,1.4910254456725482
USP22,ENSG00000124422,11.624369915230961,2.599184896727571e-27,2.2178348879775587e-26,0.4308023247918742
LZTFL1,ENSG00000163818,11.624303300700484,2.6007236040603986e-27,2.2178348879775587e-26,1.020383926028921
RBM24,ENSG00000112183,11.623487684699887,2.6196369079489474e-27,2.232601528195271e-26,1.6949290446792
NOVA2,ENSG00000104967,11.61813969407637,2.7470879500778015e-27,2.3369475519316759e-26,0.6397845176725969
SOD2,ENSG00000112096,11.617573753447243,2.760931096821713e-27,2.3472952518416716e-26,0.5064438556145081
HS3ST4,ENSG00000182601,11.614750844942558,2.83102419628091e-27,2.402503047444947e-26,1.1804547000018317
PCMT1,ENSG00000120265,11.612988221193744,2.875685443600804e-27,2.4369582741507318e-26,0.6517816068807116
GNB2,ENSG00000172354,11.612942404028987,2.8768556574005206e-27,2.4369582741507318e-26,0.5392998732092806
TUB,ENSG00000166402,11.612708792508277,2.8828296888666423e-27,2.4405397069224142e-26,0.6767361493561017
ANKRD42,ENSG00000137494,11.611872969967052,2.904305038636648e-27,2.4572319325075317e-26,0.999059783157267
GPC1,ENSG00000063660,11.602160784579203,3.1658289419809998e-27,2.672028449400268e-26,0.532910162951616
C11orf49,ENSG00000149179,11.598892181802055,3.259011920324672e-27,2.747358842604218e-26,0.8182884772603369
CCDC3,ENSG00000151468,11.598539225602297,3.269236027618914e-27,2.75431657372089e-26,1.1581240022377939
ARF1,ENSG00000143761,11.58902348043735,3.557238604753489e-27,2.993348824722427e-26,0.5730917439233858
ME3,ENSG00000151376,11.583968539262987,3.720359051821253e-27,3.124967455967888e-26,1.3931116641768608
DENND6B,ENSG00000205593,11.583180705304002,3.746443955889407e-27,3.144987818106081e-26,1.2674163434228842
SYCE1,ENSG00000171772,11.573030165711048,4.0992579173404165e-27,3.437032268186383e-26,1.5582562597044158
ADAM22,ENSG00000008277,11.569488086973656,4.230000375986991e-27,3.54452729347543e-26,0.603395740888959
AHNAK2,ENSG00000185567,11.556862900948559,4.730680281998056e-27,3.9593244491908285e-26,0.9881569155810843
ABLIM2,ENSG00000163995,11.55397990908802,4.853040475906075e-27,4.059302617099893e-26,1.0190480950694987
UBXN6,ENSG00000167671,11.552459710386668,4.9188237383122565e-27,4.11186599224823e-26,0.500611930741437
SNRK,ENSG00000163788,11.550839178990502,4.989925943311232e-27,4.1663198870765283e-26,0.5424945823561886
RPS6KA6,ENSG00000072133,11.547301381671247,5.148723014431915e-27,4.2963403924008883e-26,1.1750669343678142
HCFC1R1,ENSG00000103145,11.532461037058708,5.871491922472848e-27,4.893610172951878e-26,0.5071962740049374
C1orf21,ENSG00000116667,11.529287307365887,6.038707693953526e-27,5.029977201334234e-26,0.5216881480281623
ADCYAP1,ENSG00000141433,11.523599301979075,6.350336797185894e-27,5.286400084232712e-26,1.603279365700653
FSTL5,ENSG00000168843,11.5190151906486,6.613090426559016e-27,5.495313013794018e-26,1.2094575430702998
PTPN4,ENSG00000088179,11.499581671923787,7.852527526583901e-27,6.51363663139841e-26,0.542696910554751
HS6ST2,ENSG00000171004,11.484462707281317,8.974421083003804e-27,7.435416922178078e-26,1.547863169514706
MEGF8,ENSG00000105429,11.479360319793834,9.387946405624009e-27,7.76881746071088e-26,0.6152190904441479
FHOD3,ENSG00000134775,11.462570040497368,1.0887254125046789e-26,8.998885328549911e-26,0.9269571267294618
GGT7,ENSG00000131067,11.447168055964937,1.2471050800117469e-26,1.0301883985416186e-25,0.6022893528189117
TTC7B,ENSG00000165914,11.446702071076034,1.2522383116945035e-26,1.0338177721532236e-25,0.8181922785900708
STUM,ENSG00000203685,11.442185558002892,1.3030938667136686e-26,1.075167826154483e-25,0.9966426167600435
LUZP1,ENSG00000169641,11.431155296270365,1.436096318031947e-26,1.1821153260973218e-25,0.708095303743157
PPP5C,ENSG00000011485,11.428096386859439,1.4753155894026736e-26,1.2136836958847067e-25,0.6230874953938477
NPY1R,ENSG00000164128,11.426324122957736,1.4985239971128476e-26,1.232051171038016e-25,1.3260958230096946
TTC19,ENSG00000011295,11.424887050804944,1.5176093466939157e-26,1.2470091615955825e-25,0.45908019605415706
AC104072.1,ENSG00000260878,11.421191873371166,1.5678015797306314e-26,1.2874948695590502e-25,1.1078705260429982
ACP2,ENSG00000134575,11.42012760706434,1.5825616230775457e-26,1.2988528365093867e-25,0.6831382208771108
FILIP1,ENSG00000118407,11.418729688614606,1.602159248696164e-26,1.3133947107933305e-25,1.2682367469699498
APLP2,ENSG00000084234,11.410342861213323,1.7249093926776172e-26,1.4131921794522307e-25,0.3950851461372631
IER5,ENSG00000162783,11.40576746342317,1.795774028932242e-26,1.4703886117390715e-25,1.2180318525292755
OCRL,ENSG00000122126,11.384821958997836,2.15899184771576e-26,1.7595468837039752e-25,1.020328527278417
LRPAP1,ENSG00000163956,11.382044557469152,2.2123472894365312e-26,1.8019800736861537e-25,0.6021006138821647
FKBP11,ENSG00000134285,11.370885310119856,2.4402734041188585e-26,1.984159474657899e-25,1.0714452146040325
UBP1,ENSG00000153560,11.36436451792864,2.5841199872981225e-26,2.0986778072321823e-25,0.483792488233056
UQCRC1,ENSG00000010256,11.356278006309209,2.7742727850569234e-26,2.246582312673269e-25,0.48020906986729184
SSU72,ENSG00000160075,11.351647768364074,2.8893531289342045e-26,2.3370653173098018e-25,0.44104420615335105
TMEM132D,ENSG00000151952,11.34182951879555,3.149325254260712e-26,2.544399946751559e-25,1.4118333836603547
CHML,ENSG00000203668,11.321860338252575,3.752036984058459e-26,3.024349534382069e-25,0.6698575533371303
HEXIM1,ENSG00000186834,11.318379189975882,3.868275379132498e-26,3.1144518994317356e-25,0.5592323889415196
AKAP12,ENSG00000131016,11.302412503295507,4.4490165539289647e-26,3.571734886517239e-25,0.7031707059455767
PCP4L1,ENSG00000248485,11.299137794053749,4.5784386297455823e-26,3.67141920412817e-25,1.4887366025395443
NDEL1,ENSG00000166579,11.295651805238641,4.7203279491353104e-26,3.783028884464692e-25,0.6790350691726452
KCNT2,ENSG00000162687,11.295117230613082,4.742470046990844e-26,3.7985962089851586e-25,1.322631204722955
ARMCX1,ENSG00000126947,11.293288666059052,4.818993271698409e-26,3.8576786345090873e-25,0.6495146455384697
OSBPL10,ENSG00000144645,11.293121654448578,4.826043420240027e-26,3.861110983668853e-25,1.455965754192638
INAFM1,ENSG00000257704,11.288401315313195,5.029604724246852e-26,4.0216696356291904e-25,0.7206251574098994
MRPL28,ENSG00000086504,11.283780826174189,5.237127390502879e-26,4.1828188306890705e-25,0.5406746790773607
SLC4A3,ENSG00000114923,11.25800770685964,6.560995722274587e-26,5.228223330115844e-25,1.003669756224597
DAGLA,ENSG00000134780,11.257013747867713,6.618233470250538e-26,5.270829015025171e-25,1.2579272380747266
PRKCZ,ENSG00000067606,11.249633718314206,7.05904109037252e-26,5.61869119135175e-25,0.5041866930363925
NEK10,ENSG00000163491,11.238577507904278,7.774645122818688e-26,6.1847589574067615e-25,1.6968114263071312
UQCRH,ENSG00000173660,11.231699778178442,8.255740108438514e-26,6.56373603501963e-25,0.6331845861571725
MAP4K3-DT,ENSG00000231312,11.22506938106327,8.747536771910127e-26,6.942891621861888e-25,0.9292951771740405
SYNJ1,ENSG00000159082,11.223857454106906,8.840528654649209e-26,7.012097229797927e-25,0.931773889343769
MXRA7,ENSG00000182534,11.223802551664868,8.844764553290224e-26,7.012097229797927e-25,0.4903370806128837
RGMB,ENSG00000174136,11.222235853966634,8.966494703469761e-26,7.104574629841091e-25,1.002180358328122
UROS,ENSG00000188690,11.206618276665493,1.0274857081340824e-25,8.132031564320538e-25,0.4993816967877738
SEC24D,ENSG00000150961,11.206465720409408,1.028853162293558e-25,8.138245981537668e-25,1.242813289916929
PHLPP2,ENSG00000040199,11.204168678330145,1.0496631061425814e-25,8.298156806874921e-25,0.637583256499147
AL591501.1,ENSG00000233928,11.189717457204416,1.1905296396779902e-25,9.401148459762299e-25,1.7144698978976622
STK25,ENSG00000115694,11.181233515502427,1.2818289023138574e-25,1.0116387672298581e-24,0.43076923209746454
AC006058.1,ENSG00000261786,11.179706996631568,1.298980491876498e-25,1.0245965200314793e-24,1.4729180474228978
KRT17,ENSG00000128422,11.179404116494139,1.3024106174310528e-25,1.0267226847057995e-24,1.6576477413221182
SLC1A2,ENSG00000110436,11.175540934713656,1.3469595976064002e-25,1.0606453124363187e-24,1.0537656857429258
BSG,ENSG00000172270,11.17264670657158,1.381324943628588e-25,1.0870933973590526e-24,0.4562704487575777
PPP2R5D,ENSG00000112640,11.164852406029345,1.4782701246723397e-25,1.1627339072901121e-24,0.9438383400593144
CLDN12,ENSG00000157224,11.164728544623333,1.479864105512095e-25,1.1633329922802335e-24,1.323211041752347
RASSF5,ENSG00000266094,11.160938252827627,1.5294768794907787e-25,1.2016581419135814e-24,1.199677396569105
GSK3A,ENSG00000105723,11.151109777243219,1.6659669315018363e-25,1.3081584158202903e-24,0.4823740962533174
IL34,ENSG00000157368,11.149067636949459,1.6958117103556616e-25,1.3308456078405997e-24,1.4767172948058698
GLRA2,ENSG00000101958,11.14698660264176,1.7267719150556948e-25,1.35362260553749e-24,1.6187087566117062
FAT3,ENSG00000165323,11.143375710429085,1.7818319596319132e-25,1.3960014181488368e-24,0.8743353440687605
CCDC92,ENSG00000119242,11.141160604997982,1.816469049262648e-25,1.4223410589100297e-24,0.4178442574108825
EMX1,ENSG00000135638,11.138108568026194,1.8652924730496059e-25,1.458936367980657e-24,1.5149879837080902
SGSM2,ENSG00000141258,11.13750220112783,1.8751468086260261e-25,1.4658236545954121e-24,0.5607762844178188
UBE2M,ENSG00000130725,11.12787615283112,2.0387014779056342e-25,1.5927853860641169e-24,0.42998537984262963
HECTD4,ENSG00000173064,11.123990116378202,2.108679708299245e-25,1.6456178829089084e-24,0.41204661158631506
WSCD2,ENSG00000075035,11.123786501285286,2.112411482480287e-25,1.6476102282715944e-24,1.4228335786631483
SNHG14,ENSG00000224078,11.10945980198153,2.3921612746880634e-25,1.8626873613545994e-24,0.5926828208425423
SLC9A7,ENSG00000065923,11.10674465629251,2.449189653091859e-25,1.9060313909390264e-24,0.9501946956978204
GAD1,ENSG00000128683,11.10623316759835,2.4600832221006464e-25,1.913443694785795e-24,1.061836615928467
AP2A1,ENSG00000196961,11.101505944047855,2.5630707626240105e-25,1.990224447177544e-24,0.4642836997771269
GRIK3,ENSG00000163873,11.09689528958067,2.667646557569087e-25,2.0702773978424837e-24,1.2455607367175219
CA10,ENSG00000154975,11.092755315069317,2.7651564250363178e-25,2.1447608963780585e-24,0.8779937795678361
MDH2,ENSG00000146701,11.090882665064758,2.810419849837152e-25,2.1786599135426442e-24,0.6561845842929426
PANX2,ENSG00000073150,11.089943385630544,2.8333996699109783e-25,2.1952564959171697e-24,0.9142254767822893
CACNG2,ENSG00000166862,11.087805091887427,2.886413057265128e-25,2.2350911524318387e-24,1.053697341652407
GPR85,ENSG00000164604,11.072887715699455,3.2847249301926323e-25,2.537899411238387e-24,1.056707836000673
PPP2R2C,ENSG00000074211,11.028881276300986,4.807037469272662e-25,3.695707519693289e-24,0.33235320312355476
TRPV2,ENSG00000187688,11.013368472424906,5.496558081385231e-25,4.216541838832128e-24,1.6522681302039193
RHEB,ENSG00000106615,11.001105704479746,6.110499734512849e-25,4.682371424851211e-24,0.5136903605318333
TOX2,ENSG00000124191,11.000801158692443,6.126584627313311e-25,4.6921245663538704e-24,1.2331424132474007
GSK3B,ENSG00000082701,10.987019310943165,6.900286139782948e-25,5.2731164229494955e-24,0.4734889446035693
CHD3,ENSG00000170004,10.984171416681233,7.071889366538553e-25,5.4013004194595274e-24,0.6582594911090514
SNCG,ENSG00000173267,10.982540264880452,7.17208058975043e-25,5.474831807915989e-24,0.9237238548026934
AC010980.1,ENSG00000267034,10.979996482787916,7.331152680468804e-25,5.5901539015227754e-24,1.3191061177107561
LINC01128,ENSG00000228794,10.975887062161492,7.5955731294592475e-25,5.78862189915223e-24,0.7558258865869414
