gene,ensembl,t_stat_spd01-spd04,p_value_spd01-spd04,fdr_spd01-spd04,logFC_spd01-spd04
STK39,ENSG00000198648,-9.378113980128749,4.0495077005982285e-19,2.2667188278438702e-18,-0.3827170216177205
CALD1,ENSG00000122786,-9.370207616234445,4.3089469877306837e-19,2.4090460819004705e-18,-0.7950668098083629
ZNF146,ENSG00000167635,-9.365415539830435,4.474145176069291e-19,2.500404923067592e-18,-0.4884357668802908
NAP1L4,ENSG00000205531,-9.361407288189868,4.617133180964656e-19,2.5782529153153414e-18,-0.3166887859534242
HSD17B4,ENSG00000133835,-9.359011732103182,4.704744025970499e-19,2.624030616559843e-18,-0.44621463442526643
FAM171A1,ENSG00000148468,-9.357517763861319,4.760214077222524e-19,2.653909539582737e-18,-0.3461986028816062
INF2,ENSG00000203485,-9.355149892493317,4.849462551259961e-19,2.700435780038266e-18,-0.5318546634563708
SMC1A,ENSG00000072501,-9.354607704718331,4.870130650740564e-19,2.7108648389247652e-18,-0.6675475109106399
RPLP2,ENSG00000177600,-9.351166518088547,5.003359116710097e-19,2.7817004922138833e-18,-0.3478368077050149
AC240274.1,ENSG00000271254,-9.344505064230544,5.271612957129726e-19,2.927347409686221e-18,-1.1584003463009336
DHX29,ENSG00000067248,-9.343065202476033,5.3314434041385595e-19,2.958220899549212e-18,-0.5202377372281841
PPP2R3A,ENSG00000073711,-9.330746197350438,5.871634002654313e-19,3.2514987502020337e-18,-0.8036331944337265
SAV1,ENSG00000151748,-9.327227607576086,6.035651336862744e-19,3.339679284850775e-18,-0.5352540831590948
GFAP,ENSG00000131095,-9.326943582424102,6.049087435863563e-19,3.3457892794248128e-18,-0.9386741781447103
DDX46,ENSG00000145833,-9.32526348944877,6.129174518216095e-19,3.3887449462462956e-18,-0.5005005459938214
KIAA2026,ENSG00000183354,-9.323412947049672,6.218603411934135e-19,3.4368295725031e-18,-0.45286087664797936
EP300,ENSG00000100393,-9.31382387968001,6.70313372006895e-19,3.698764311306898e-18,-0.5460889025766384
CCDC152,ENSG00000198865,-9.3124329282781,6.776458065317012e-19,3.737748791591786e-18,-1.0460101960767183
SH3GLB1,ENSG00000097033,-9.309828434134577,6.915899166615464e-19,3.811653101411054e-18,-0.5064764366874819
SEMA3B,ENSG00000012171,-9.308092994972002,7.0103873584841e-19,3.862206705145142e-18,-0.9148501966311366
SYNRG,ENSG00000275066,-9.295996563208575,7.705497001742111e-19,4.2334800154618505e-18,-0.4800307670087367
HMGN5,ENSG00000198157,-9.29280498826592,7.900017373938246e-19,4.338646083910997e-18,-0.6653552327718852
RPS12,ENSG00000112306,-9.288949396305629,8.141509481919928e-19,4.4677612103963425e-18,-0.4774513881905005
SIK3,ENSG00000160584,-9.283179240972375,8.516651698162992e-19,4.66629716915814e-18,-0.4352675087399609
UNC5B,ENSG00000107731,-9.280609124472214,8.689213452575087e-19,4.758978700103526e-18,-0.9598696935922177
TUT4,ENSG00000134744,-9.27948030819105,8.766095030330096e-19,4.799205258085536e-18,-0.5948339132972897
OPALIN,ENSG00000197430,-9.275965652965471,9.009815490947435e-19,4.9287746034040034e-18,-0.8682657024551812
CNDP2,ENSG00000133313,-9.275234390582424,9.061362015584049e-19,4.955033524719024e-18,-0.37595161775193464
TPR,ENSG00000047410,-9.271106909357274,9.35783574307443e-19,5.115153311730595e-18,-0.5486154168798851
APLP1,ENSG00000105290,-9.266661388001097,9.687913562140895e-19,5.29144071348352e-18,-0.5389379692907088
LIFR,ENSG00000113594,-9.26584755879683,9.749577604820852e-19,5.323040866507073e-18,-0.5758297096410994
LDLRAD4,ENSG00000168675,-9.264368478952205,9.862645447596599e-19,5.382670652911272e-18,-0.4887271313946444
TCEAL3,ENSG00000196507,-9.262906972114546,9.975646282184954e-19,5.4422173335713934e-18,-0.4412569464079077
SREBF1,ENSG00000072310,-9.252295204745476,1.083552316640707e-18,5.9090170619146164e-18,-0.645723349968339
GALNT6,ENSG00000139629,-9.24058110346504,1.1870203283331542e-18,6.465698803239476e-18,-1.2567963654597483
KCNJ10,ENSG00000177807,-9.240165291015465,1.1908677329642293e-18,6.484128673019491e-18,-0.663511249931739
FGD5-AS1,ENSG00000225733,-9.239598735279449,1.196129824599557e-18,6.510243986926795e-18,-0.4143526882199122
EPN2,ENSG00000072134,-9.231679586124718,1.2721396762370534e-18,6.90780740278372e-18,-0.4548749179173486
TMC7,ENSG00000170537,-9.231354599127783,1.2753591958938193e-18,6.922600186799189e-18,-1.3135606147688486
EIF2S2,ENSG00000125977,-9.231011773328751,1.2787641896965793e-18,6.9383878413777525e-18,-0.3642387571326964
TPT1,ENSG00000133112,-9.226267091863727,1.3268246382325688e-18,7.193571748866026e-18,-0.4550536148405442
SETD2,ENSG00000181555,-9.22138044902105,1.3781943124395034e-18,7.466287560064705e-18,-0.5818159568117824
CRIPT,ENSG00000119878,-9.219164175968565,1.402137363126876e-18,7.590113835950559e-18,-0.3813207973439061
TSGA10,ENSG00000135951,-9.216148997374484,1.4353743590792312e-18,7.764019898161927e-18,-0.8515934811064705
AC245297.2,ENSG00000272755,-9.20936180136648,1.5130751620863584e-18,8.177978167239378e-18,-1.2166201498332803
NIFK-AS1,ENSG00000236859,-9.205091935039182,1.5640783704965726e-18,8.447111044988638e-18,-0.9611476855159857
ADAMTS4,ENSG00000158859,-9.203511593451047,1.5833843078936825e-18,8.548073569497875e-18,-1.233621931484148
NTM,ENSG00000182667,-9.203212654980128,1.5870627021812677e-18,8.564623702080147e-18,-0.43128869195026454
APLNR,ENSG00000134817,-9.198282956314793,1.6489576451499786e-18,8.895206872350927e-18,-1.573797223849919
NPC1,ENSG00000141458,-9.192340706587109,1.7267523268041843e-18,9.300507619168432e-18,-0.9100520560353402
LBR,ENSG00000143815,-9.19221939535742,1.728377814406059e-18,9.305676699519832e-18,-0.8650254906324308
FKBP15,ENSG00000119321,-9.191999700187889,1.731325440055668e-18,9.317957518543732e-18,-0.5658333644678457
ANKRD13A,ENSG00000076513,-9.187835392896742,1.788149073732665e-18,9.616375376514605e-18,-0.7437937251868592
FA2H,ENSG00000103089,-9.176147874267658,1.9576916202913914e-18,1.049986791128656e-17,-1.1030333298905495
C2orf88,ENSG00000187699,-9.17480898316385,1.9781032852018912e-18,1.059714435311109e-17,-1.212386752716367
RETREG1,ENSG00000154153,-9.173269394448651,2.0018354022897943e-18,1.0716067950135755e-17,-0.44883743337789106
IK,ENSG00000113141,-9.172896971902643,2.0076183879987107e-18,1.0742910493513775e-17,-0.3809927599314751
ELAVL3,ENSG00000196361,-9.161789091571503,2.1879230232511822e-18,1.1689831840971626e-17,-0.4472965340641464
CNKSR3,ENSG00000153721,-9.149134639910313,2.4129460623632575e-18,1.2862603780950134e-17,-0.946722520362453
ICK,ENSG00000112144,-9.148337494275886,2.4278650027618114e-18,1.2937197538544354e-17,-0.7760998836936235
CASP8AP2,ENSG00000118412,-9.146842342283582,2.456094348432577e-18,1.3082633653979469e-17,-0.6498728576748034
IFIT2,ENSG00000119922,-9.136125010141214,2.6681900422671373e-18,1.4201558347588643e-17,-0.963329917311917
SALL1,ENSG00000103449,-9.13042374093868,2.7883120482311387e-18,1.4829618530489583e-17,-0.8728243905905524
PLLP,ENSG00000102934,-9.12734019880751,2.8554971371049038e-18,1.5181165266380844e-17,-0.9266244902825598
LLPH,ENSG00000139233,-9.127089537555696,2.8610285860783935e-18,1.5204789561831826e-17,-0.46062009713091356
SH3TC2-DT,ENSG00000250072,-9.126927438965465,2.8646113361509988e-18,1.5212261643382412e-17,-1.5419812737690965
EIF3J,ENSG00000104131,-9.119455111644724,3.034682547406754e-18,1.6109289010673832e-17,-0.370389083111478
TUT7,ENSG00000083223,-9.1176696613726,3.0767782643364683e-18,1.6320352865514544e-17,-0.6901160996646016
ANKRD44,ENSG00000065413,-9.106759489315907,3.34687079369283e-18,1.7712689543144523e-17,-0.7668492902313808
AC068888.1,ENSG00000257337,-9.08358071959263,4.001103700109024e-18,2.1119118737320177e-17,-1.0933866634792158
LRP6,ENSG00000070018,-9.079450279736314,4.130322946553405e-18,2.178472597131205e-17,-0.553572876210116
ZNF451,ENSG00000112200,-9.078101706372607,4.1734012759213594e-18,2.2003632453245132e-17,-0.4763410988110106
TULP4,ENSG00000130338,-9.076808777881931,4.215119937486437e-18,2.221520790582501e-17,-0.44822796829237266
TP53TG5,ENSG00000124251,-9.074437937227112,4.2926955543419455e-18,2.261553176141627e-17,-1.326353318359239
PCM1,ENSG00000078674,-9.073062253573115,4.3383556231344975e-18,2.2830269783339938e-17,-0.4551183071434206
AGO3,ENSG00000126070,-9.065364309691924,4.602877734522317e-18,2.4204071518216114e-17,-0.8022007869525645
SLC48A1,ENSG00000211584,-9.060396546176955,4.782002386221941e-18,2.5108207119543222e-17,-0.5790114426465971
NAA15,ENSG00000164134,-9.051729437903235,5.111199205340141e-18,2.6776323573103125e-17,-0.41886287796582167
BMI1,ENSG00000168283,-9.049331949641186,5.206159970861156e-18,2.7263581083824044e-17,-0.44409566335451256
ATG4C,ENSG00000125703,-9.040564348051165,5.568552137836474e-18,2.911771538740756e-17,-0.9506208536685676
LGALS3BP,ENSG00000108679,-9.040034541037556,5.591234227974148e-18,2.922538549154625e-17,-0.8912265325891289
ZNF276,ENSG00000158805,-9.035715769507796,5.779575609267387e-18,3.018726767217125e-17,-0.588663284330389
MON1B,ENSG00000103111,-9.034036852813381,5.854477656648482e-18,3.055565130955035e-17,-0.4221640374849134
N4BP2L2,ENSG00000244754,-9.029979224121291,6.039495414823826e-18,3.147428315174967e-17,-0.43565035723534695
CCNE2,ENSG00000175305,-9.02243249894087,6.399142602025587e-18,3.3311290930544374e-17,-1.284341631913775
UNC5C,ENSG00000182168,-9.015500031411593,6.748171017594254e-18,3.508898300331655e-17,-0.7934189688365754
TMSB4X,ENSG00000205542,-9.015029758466268,6.772519364473862e-18,3.5202492806712964e-17,-0.5091914875479553
SPATA6,ENSG00000132122,-9.008541260089622,7.117478935366324e-18,3.696804276462844e-17,-0.8793715093083603
STAT2,ENSG00000170581,-9.006524557106374,7.228200204257623e-18,3.752918062960951e-17,-0.4667794865219905
BNIP3L,ENSG00000104765,-9.004250568003002,7.3550944115904e-18,3.8159671340311444e-17,-0.3367907054634349
GIGYF2,ENSG00000204120,-9.003301034468642,7.40873147771296e-18,3.842368826122228e-17,-0.5824434934467186
ANP32A,ENSG00000140350,-8.99889192108416,7.662912757273275e-18,3.9712470006825565e-17,-0.35182517704687033
OSBPL9,ENSG00000117859,-8.99840259959384,7.691648765123672e-18,3.9846617787299316e-17,-0.7943182857458089
GABPB2,ENSG00000143458,-8.99347028987461,7.987331485057854e-18,4.136307231072754e-17,-0.8689355460980139
BNIP2,ENSG00000140299,-8.990307217495555,8.18284810556974e-18,4.2359877026499353e-17,-0.7039359840816601
CTNNA1,ENSG00000044115,-8.983837396352014,8.597645934483628e-18,4.4408461650509116e-17,-0.7066208165380878
CRTC3,ENSG00000140577,-8.976264874456623,9.10965368258481e-18,4.6983627129700335e-17,-0.7946488857954916
ACIN1,ENSG00000100813,-8.970874987656298,9.492370010651096e-18,4.8921406946486126e-17,-0.5742883235179699
ATAD2B,ENSG00000119778,-8.968272543223751,9.682818681339259e-18,4.986615943591703e-17,-0.8764600188826552
CYP27A1,ENSG00000135929,-8.963706562281741,1.0026147957400895e-17,5.159627025058627e-17,-0.9988799652269735
RPL11,ENSG00000142676,-8.961474432555327,1.0198348702579068e-17,5.23896533600434e-17,-0.43184162222957845
SYNM,ENSG00000182253,-8.95555281952279,1.066950186710727e-17,5.4745825108868686e-17,-0.43804324270384143
RABEP1,ENSG00000029725,-8.954387280549954,1.0764745759909566e-17,5.521425742614899e-17,-0.37049493880105544
PAAF1,ENSG00000175575,-8.952766634629802,1.0898580285930983e-17,5.585972007937564e-17,-0.4324125483566261
HSP90B1,ENSG00000166598,-8.94785507507844,1.1314328186941564e-17,5.792687365160521e-17,-0.36481043187124484
GATM,ENSG00000171766,-8.944556870604426,1.1602286578197195e-17,5.93359529833378e-17,-0.5396054051697634
CDH19,ENSG00000071991,-8.943980021877772,1.1653390323456592e-17,5.957550715104345e-17,-1.2765779557315993
C2orf49,ENSG00000135974,-8.938207039273378,1.2177264532747501e-17,6.220819677420024e-17,-0.4971201273888033
MSN,ENSG00000147065,-8.929571841462128,1.3004702130619321e-17,6.628983285181118e-17,-0.8033750872026157
PAQR4,ENSG00000162073,-8.927916563409509,1.3169557877614944e-17,6.710569101546631e-17,-0.6876818181604989
CHST6,ENSG00000183196,-8.923575568300668,1.361179007189365e-17,6.930855731688799e-17,-1.0718140666608154
RBMXL1,ENSG00000213516,-8.921202820512523,1.3859693224858936e-17,7.049378901159147e-17,-0.529210895548899
EFS,ENSG00000100842,-8.918456284577646,1.415223663194984e-17,7.190323933288363e-17,-1.020405748903178
SOS2,ENSG00000100485,-8.91586101418317,1.4434283717474384e-17,7.330958703457102e-17,-0.888597269735615
ANO4,ENSG00000151572,-8.913013425343946,1.4750159166113843e-17,7.488665988549698e-17,-0.7545918543215082
TCP11L2,ENSG00000166046,-8.911445960437277,1.492694489804914e-17,7.575668440088338e-17,-1.3966110526719167
RPS16,ENSG00000105193,-8.897309988637202,1.6619071448005382e-17,8.425272456611216e-17,-0.4109831469573546
POLK,ENSG00000122008,-8.895978931337728,1.678786645681662e-17,8.504675950232905e-17,-0.7028313169367886
TMCO1,ENSG00000143183,-8.88907582701957,1.7690877897578658e-17,8.94916396577839e-17,-0.35212234207322624
EXOC6B,ENSG00000144036,-8.887707184374786,1.7875544850622912e-17,9.03930862435443e-17,-0.4111529954862556
IL11RA,ENSG00000137070,-8.877753180510346,1.927726950858368e-17,9.723507611745727e-17,-0.9807938386622563
CPM,ENSG00000135678,-8.873148411384959,1.996201324725352e-17,1.0061632136922556e-16,-1.0442501974907845
HHIP,ENSG00000164161,-8.867153520765227,2.088967072769287e-17,1.051782880983297e-16,-0.9981028268954946
SLC16A1,ENSG00000155380,-8.866481554976858,2.0996275656678618e-17,1.0567696969873858e-16,-0.6785149210040968
DHFR,ENSG00000228716,-8.861391579750189,2.1821467011348087e-17,1.0975122145290111e-16,-0.625586610525839
CYP4F3,ENSG00000186529,-8.860268652121182,2.2007796344124567e-17,1.106087628557458e-16,-1.8552689381088172
RPL22,ENSG00000116251,-8.857286370614252,2.2510333483363488e-17,1.1305315526301526e-16,-0.3722860349440751
RHOU,ENSG00000116574,-8.855900045897256,2.2747791834662728e-17,1.14204700600963e-16,-0.8727715614144529
MYO18A,ENSG00000196535,-8.848949063599903,2.397630844166672e-17,1.2019973568478327e-16,-0.8797083309414999
NBPF12,ENSG00000268043,-8.84016698877229,2.5622757554606897e-17,1.2817798222646405e-16,-1.0455066732389078
LINC01630,ENSG00000227115,-8.839792157553585,2.5695467660847037e-17,1.284957250431696e-16,-1.327002215646596
ZBED3,ENSG00000132846,-8.837283873513197,2.618731179137178e-17,1.3081488810150228e-16,-1.1103791270978904
ANKRD36C,ENSG00000174501,-8.832125289678837,2.7228331903604095e-17,1.3577252765489636e-16,-0.7847519330143902
SRRM2,ENSG00000167978,-8.822494684326399,2.928265158958125e-17,1.4580820137783296e-16,-0.4788640557322239
ZMYM5,ENSG00000132950,-8.81842504724027,3.019620194432231e-17,1.5025002298889033e-16,-0.7479645805189703
SOX10,ENSG00000100146,-8.81508631204259,3.096670416234305e-17,1.539742526065702e-16,-1.0158996958559685
FIS1,ENSG00000214253,-8.804635392684112,3.350656291803785e-17,1.663663338917993e-16,-0.48182164631374746
HOXD1,ENSG00000128645,-8.803423449914613,3.3814127279183526e-17,1.6777424812962306e-16,-1.5786607840801032
PIGM,ENSG00000143315,-8.795507812615133,3.5892824526344086e-17,1.7777250475007486e-16,-0.5476638214518754
CEP95,ENSG00000258890,-8.792682674934465,3.6664950560632595e-17,1.8146813526415077e-16,-0.772304032810994
HDAC1,ENSG00000116478,-8.791272025152928,3.70566210515643e-17,1.83341731836359e-16,-0.8375915151419964
CCDC174,ENSG00000154781,-8.783595223298418,3.926183191779488e-17,1.93909054669618e-16,-0.5963411883845042
CPPED1,ENSG00000103381,-8.77754405968799,4.1091197079184695e-17,2.0280072795754394e-16,-0.9476651078557099
PRR5L,ENSG00000135362,-8.775800075420047,4.163392116943295e-17,2.054067476827266e-16,-1.2923205942069975
EPC1,ENSG00000120616,-8.75958037807393,4.703372496165797e-17,2.3123122539187246e-16,-0.4703941448371225
HHATL,ENSG00000010282,-8.75444730161217,4.8882870979875894e-17,2.3998450568518627e-16,-0.6805289336591995
C10orf90,ENSG00000154493,-8.74654255278182,5.187213338870804e-17,2.544811542204185e-16,-1.1660858069794133
ALAD,ENSG00000148218,-8.743910506104065,5.2907075508889704e-17,2.5928548190313866e-16,-0.6212122181336603
KANK1,ENSG00000107104,-8.742143790645054,5.361319916113014e-17,2.626539378461675e-16,-0.7535566482607559
LINC00844,ENSG00000237949,-8.740264293551656,5.437464112336467e-17,2.6619767389886795e-16,-0.827818570856766
GABPB1-AS1,ENSG00000244879,-8.739503276726781,5.468598803765485e-17,2.676281704489852e-16,-0.7910972405507852
EXOC5,ENSG00000070367,-8.73572418595304,5.625841852117807e-17,2.751308312353064e-16,-0.3270683553286782
ZBTB47,ENSG00000114853,-8.71966637086355,6.345422173429731e-17,3.0913198228660627e-16,-0.5286152968941442
CUX1,ENSG00000257923,-8.71096556794617,6.772628453367413e-17,3.2948495611805195e-16,-0.42307485574758363
SLC31A2,ENSG00000136867,-8.710273261389991,6.807818250628722e-17,3.3108168298203774e-16,-0.937962026552972
DYSF,ENSG00000135636,-8.709131786301478,6.866234753140031e-17,3.3369041427203835e-16,-1.081773413323499
GOLGA1,ENSG00000136935,-8.708228128332527,6.91283223479752e-17,3.3583822087509536e-16,-0.6719366351050287
LCA5,ENSG00000135338,-8.707252814809818,6.963475879092221e-17,3.3810568472821925e-16,-0.6334616639023949
LIPA,ENSG00000107798,-8.7070762984055,6.972680743743988e-17,3.383929123448254e-16,-0.7901500849357106
EFNA1,ENSG00000169242,-8.706793932789163,6.98743041051396e-17,3.389910268925846e-16,-1.1889466588497934
SRRT,ENSG00000087087,-8.705320668715247,7.064890230222783e-17,3.425111715151711e-16,-0.49844122982527495
AK3,ENSG00000147853,-8.702375589710494,7.222289962800559e-17,3.4977805547492517e-16,-0.475204325743686
MARCH1,ENSG00000145416,-8.699869667735879,7.35894819826381e-17,3.5614965016320383e-16,-0.5225182237130239
ZSWIM6,ENSG00000130449,-8.697595664537795,7.485172029312248e-17,3.6188256469628945e-16,-0.6968233551191609
UFM1,ENSG00000120686,-8.693709582672007,7.705856274463552e-17,3.7242307450960253e-16,-0.3539514210756103
AC009063.2,ENSG00000260788,-8.693655807249328,7.70895482481488e-17,3.7244404281520077e-16,-1.3992127162924732
ZFHX4,ENSG00000091656,-8.69112647683976,7.856096693655295e-17,3.7942178122743625e-16,-0.6891129152493489
HNRNPF,ENSG00000169813,-8.690231507559488,7.908823778494419e-17,3.8183637289124865e-16,-0.4757189195545575
HADHA,ENSG00000084754,-8.68513019419988,8.216123564265137e-17,3.9626210854980615e-16,-0.3500011539378898
NUDCD2,ENSG00000170584,-8.682350808907808,8.388494422844838e-17,4.044359660162204e-16,-0.7289206540797171
MTMR10,ENSG00000166912,-8.681890324182772,8.417396132636669e-17,4.056894680891818e-16,-0.7719652309247724
MSH6,ENSG00000116062,-8.679168329208533,8.590262476737813e-17,4.1387831312431713e-16,-0.6719198005394924
KDM5A,ENSG00000073614,-8.673649310041705,8.951614994843073e-17,4.3069439856427414e-16,-0.6132666754873011
SLC22A15,ENSG00000163393,-8.669849481574925,9.209107893998887e-17,4.4293083631941653e-16,-0.8766418409340702
ZCWPW1,ENSG00000078487,-8.66192353150049,9.770027128901248e-17,4.697477439994934e-16,-0.900867393658062
NIPA1,ENSG00000170113,-8.661800732220993,9.778978373080898e-17,4.70016439891856e-16,-0.42002406911769974
PRPF39,ENSG00000185246,-8.652815067024548,1.0456478898666451e-16,5.020618535440089e-16,-0.5424238426342196
GCSH,ENSG00000140905,-8.647821740275212,1.0852830948793491e-16,5.205559992151223e-16,-0.46238307123502764
INPP1,ENSG00000151689,-8.644788477412197,1.1100820850725769e-16,5.319032328782793e-16,-0.6686843235996562
MYH14,ENSG00000105357,-8.641856435095077,1.1345862287375702e-16,5.430860177761993e-16,-0.8785820795063994
EPB41L3,ENSG00000082397,-8.63854144600122,1.162935899035904e-16,5.56274984970049e-16,-0.356337012961907
HNRNPR,ENSG00000125944,-8.621155641061193,1.3234979989722908e-16,6.315647501411987e-16,-0.2975831897500596
TRMT13,ENSG00000122435,-8.613859758788584,1.3972397542678297e-16,6.660716250136923e-16,-1.0597214813535265
COL16A1,ENSG00000084636,-8.6131477030284,1.4046508562589771e-16,6.6937623654728e-16,-0.6200575523363527
RASSF4,ENSG00000107551,-8.612070783354323,1.4159334288995802e-16,6.745228880616712e-16,-0.47098375966546424
NSL1,ENSG00000117697,-8.607187843282935,1.4682259108944094e-16,6.984817412039196e-16,-0.38746184851453425
SNX9,ENSG00000130340,-8.605209853643572,1.4899483630281537e-16,7.085746264050529e-16,-0.6839340050161891
FAM192A,ENSG00000172775,-8.596677699480642,1.5873513769927011e-16,7.536144767740144e-16,-0.32306696045474226
CCDC47,ENSG00000108588,-8.593580282978635,1.6242484299986285e-16,7.700854920654963e-16,-0.41424018735526413
RBMX,ENSG00000147274,-8.591926523844773,1.6442945024632782e-16,7.793253394686077e-16,-0.36319817785735964
TWF1,ENSG00000151239,-8.587371362135674,1.7007843810931669e-16,8.052799219017342e-16,-0.4326024983420096
ITGA2,ENSG00000164171,-8.580849886615276,1.7850160512726328e-16,8.443035312567712e-16,-1.3388186672040776
WDFY3,ENSG00000163625,-8.576637305521723,1.8416064097127678e-16,8.701870449139742e-16,-0.35186830065667696
SPP1,ENSG00000118785,-8.575511558717729,1.8570274900756855e-16,8.771771959712017e-16,-1.0859465353500557
ACSL1,ENSG00000151726,-8.572793568210496,1.8947885260914498e-16,8.941073338683387e-16,-0.8577521161842601
SP110,ENSG00000135899,-8.572662071618716,1.896634547592412e-16,8.946763777151248e-16,-1.041741002096126
KLK6,ENSG00000167755,-8.570613118372977,1.9256298027192812e-16,9.080474950272399e-16,-1.197753895621883
MPHOSPH10,ENSG00000124383,-8.563062413351593,2.036317738037754e-16,9.589492258946662e-16,-0.4309555997237071
NEK1,ENSG00000137601,-8.555119102841392,2.1595569539982355e-16,1.0156166738234636e-15,-0.5319335075084375
SFRP1,ENSG00000104332,-8.553271344052336,2.1892661551802374e-16,1.0292422822386201e-15,-1.036736630638237
SAMHD1,ENSG00000101347,-8.551091111284698,2.2248413642153964e-16,1.0456155933973973e-15,-0.5599721926219825
ZFR,ENSG00000056097,-8.5507463804828,2.2305185104958733e-16,1.0479313351664142e-15,-0.27202175729547484
BAZ1B,ENSG00000009954,-8.547990475016869,2.276421918964241e-16,1.0687789439490493e-15,-0.570858597100643
CD9,ENSG00000010278,-8.535321444865572,2.4997553724577965e-16,1.172452377209484e-15,-0.8433743955584134
LIPE,ENSG00000079435,-8.534978772997107,2.506087895223167e-16,1.1748540763525423e-15,-1.1109762773243363
TCFL5,ENSG00000101190,-8.524972006714183,2.698174597146729e-16,1.263819917705088e-15,-0.8061412636185477
H2AFJ,ENSG00000246705,-8.523613530735588,2.725349888090792e-16,1.2760453793956313e-15,-0.7547808139301351
ARRDC4,ENSG00000140450,-8.523576168879021,2.72610109671271e-16,1.2760453793956313e-15,-1.090422280119813
WDR70,ENSG00000082068,-8.521220989874964,2.7738707264262e-16,1.297970912060897e-15,-0.7559337433004094
RPS13,ENSG00000110700,-8.515893176413446,2.885010239760588e-16,1.3481707830536189e-15,-0.46704309583930304
SSH2,ENSG00000141298,-8.51493911695689,2.9053720470007493e-16,1.357143864266259e-15,-0.49972220749614227
TMC6,ENSG00000141524,-8.511248487428096,2.985485741366935e-16,1.393259906747434e-15,-0.9985604810195703
FRMD5,ENSG00000171877,-8.492354402805192,3.4311349319065495e-16,1.5990987977078308e-15,-0.9461575794891957
TMED10,ENSG00000170348,-8.48897082452345,3.5176181954160184e-16,1.6383122131732654e-15,-0.39170350990628133
LTV1,ENSG00000135521,-8.487519623003259,3.5553678675280253e-16,1.6553423279293539e-15,-0.5745980534118891
AK9,ENSG00000155085,-8.477620681808927,3.8237730510968204e-16,1.777348717498512e-15,-0.5616986345065875
TARS,ENSG00000113407,-8.477476950926064,3.8278142807982467e-16,1.7784304996127366e-15,-0.42891565901096484
FNBP4,ENSG00000109920,-8.477326618257864,3.832045650145547e-16,1.7794186728267212e-15,-0.5400102137133063
RHOBTB3,ENSG00000164292,-8.469638005680515,4.054736088070312e-16,1.8815752424621096e-15,-0.556281911877675
GPBP1,ENSG00000062194,-8.458225106079446,4.4090943822964797e-16,2.0412690354871775e-15,-0.31771802627719925
RBBP6,ENSG00000122257,-8.457530561492622,4.431621581260426e-16,2.05101903447937e-15,-0.48041162381589686
NELFE,ENSG00000204356,-8.44335484554275,4.917094081993148e-16,2.268941036118132e-15,-0.3444710952595367
COL9A2,ENSG00000049089,-8.441597707052576,4.980820733092335e-16,2.2975884946017016e-15,-0.7757327056920795
MTR,ENSG00000116984,-8.4413358172157391,4.990388444631125e-16,2.301242470821816e-15,-0.502486694760111
C4orf3,ENSG00000164096,-8.437918316392272,5.116919805491908e-16,2.3588122731319397e-15,-0.2992892239853493
MAG,ENSG00000105695,-8.436855903548365,5.156897755788988e-16,2.3764576304867355e-15,-1.0221569832060569
DNAJC1,ENSG00000136770,-8.430916818397247,5.38613781130303e-16,2.4767487009018176e-15,-0.6842002029241439
LZTS2,ENSG00000107816,-8.420593829789288,5.808813218214363e-16,2.6672070417536843e-15,-0.6709192245260684
RBM5,ENSG00000003756,-8.411648226519157,6.201506508940927e-16,2.8428486872898434e-15,-0.40298436721677344
PFN1,ENSG00000108518,-8.41034938626682,6.260663808823108e-16,2.8680858097646867e-15,-0.39935469367047993
ZBED3-AS1,ENSG00000250802,-8.407962203641123,6.370849880776058e-16,2.9176071030015387e-15,-1.126129549591559
RCAN3,ENSG00000117602,-8.401273904262675,6.689880260863071e-16,3.0597007986283755e-15,-1.1883683962117995
FOLH1,ENSG00000086205,-8.40108799345163,6.698970196672266e-16,3.0628559515501556e-15,-1.2143844345394879
RAPGEF6,ENSG00000158987,-8.398100508288872,6.846726604019226e-16,3.1291324313016382e-15,-0.6692339007619159
STXBP3,ENSG00000116266,-8.38996607852035,7.265573806447546e-16,3.3186576827685403e-15,-0.6773326144099849
CBX3,ENSG00000122565,-8.383935219993123,7.592367210909454e-16,3.465660238631007e-15,-0.2692931620916488
FTL,ENSG00000087086,-8.3809640573857,7.758667060905572e-16,3.5369500818746636e-15,-0.41989789778709863
STARD9,ENSG00000159433,-8.377478976726291,7.958325795993205e-16,3.624699704290916e-15,-1.0017395018943631
SPAG16,ENSG00000144451,-8.37746847650507,7.958934959196408e-16,3.624699704290916e-15,-0.39828120364531205
RBM33,ENSG00000184863,-8.374465626863586,8.135048512617264e-16,3.700083731234998e-15,-0.5402737798453394
HPS5,ENSG00000110756,-8.36693529372934,8.593819845846463e-16,3.9013984979826335e-15,-0.8170449969252429
MYO1D,ENSG00000176658,-8.366925875256374,8.594409369169727e-16,3.9013984979826335e-15,-0.9678142752709729
CEP78,ENSG00000148019,-8.36564635585275,8.674870143959875e-16,3.9353670886766365e-15,-0.7931660674861938
CHRAC1,ENSG00000104472,-8.360268498130932,9.02127126889421e-16,4.0872061110319085e-15,-1.1292643523408854
RPL30,ENSG00000156482,-8.359991374075236,9.039487373122703e-16,4.094132048416592e-15,-0.5118432987933801
SECISBP2,ENSG00000187742,-8.358332265616163,9.149308051476023e-16,4.141187779646385e-15,-0.4483220658637528
