Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000144746,ARL6IP5,117,-1.1348,139,-0.8681,253,0.05479,268,0.14682,222,-0.1523,201,-0.3373,345,0.55624,465,1.06320,272,0.17094,205,-0.2740
ENSG00000114541,FRMD4B,26,0.79392,1,-3.4565,36,1.36018,12,-0.4728,9,-0.9081,41,1.98658,1,-3.3474,1,-3.6265,2,-2.6310,3,-2.3517
ENSG00000114861,FOXP1,89,-1.1158,154,-0.2761,268,0.61598,293,0.76597,149,-0.3256,209,0.23660,217,0.27215,162,-0.1974,148,-0.3313,117,-0.6892
ENSG00000163412,EIF4E3,34,-0.9542,74,0.24956,45,-0.5291,60,-0.0942,46,-0.5088,79,0.39489,76,0.28680,90,0.56816,58,-0.1527,57,-0.1619
ENSG00000170837,GPR27,30,-0.0361,50,0.78882,16,-0.9537,19,-0.7528,29,-0.0932,28,-0.1936,44,0.54526,28,-0.1819,39,0.35944,30,-0.0471
ENSG00000163602,RYBP,42,-0.5247,38,-0.6662,65,0.17959,69,0.26731,56,-0.0603,69,0.28852,67,0.23088,38,-0.6422,100,0.87461,29,-1.0723
ENSG00000163605,PPP4R2,51,-0.7896,48,-0.8714,117,0.52360,142,0.84564,73,-0.2201,68,-0.3664,141,0.83674,47,-0.9033,137,0.79205,36,-1.2821
ENSG00000121440,PDZRN3,24,-0.7184,27,-0.5241,47,0.33963,43,0.20423,49,0.40510,18,-1.2395,56,0.61379,24,-0.6963,58,0.66134,56,0.60101
ENSG00000113805,CNTN3,7,-2.2519,9,-1.8272,63,1.18568,24,-0.4003,65,1.22302,26,-0.3034,46,0.65208,18,-0.7954,22,-0.4815,33,0.10844
ENSG00000185008,ROBO2,28,-1.4588,45,-0.7477,133,0.96360,78,0.08677,135,0.98975,49,-0.6979,151,1.19556,26,-1.5961,71,-0.0476,46,-0.7332
ENSG00000169855,ROBO1,36,0.28587,35,0.26362,40,0.48589,37,0.36484,10,-1.5838,14,-1.2703,24,-0.3180,28,-0.0828,64,1.26342,25,-0.2723
ENSG00000175161,CADM2,239,-1.3541,357,-0.7474,770,0.46525,888,0.70129,757,0.43682,464,-0.3746,698,0.30507,701,0.31306,664,0.22528,344,-0.8005
ENSG00000083937,CHMP2B,60,-0.1922,38,-0.9076,65,-0.0703,97,0.55907,50,-0.4944,57,-0.3137,108,0.74885,78,0.21733,69,0.00779,72,0.09040
ENSG00000163320,CGGBP1,58,-0.3258,79,0.15900,55,-0.4060,63,-0.1938,96,0.47807,67,-0.1088,74,0.05312,74,0.04604,81,0.19350,72,0.01522
ENSG00000175105,ZNF654,17,-0.5138,24,0.06346,35,0.63120,51,1.29067,14,-0.7896,20,-0.2284,27,0.23481,18,-0.3793,20,-0.2078,10,-1.3091
ENSG00000179021,C3orf38,5,-1.2528,4,-1.5445,16,0.62117,12,0.14219,10,-0.1377,5,-1.1046,20,0.96811,14,0.38157,21,1.07456,8,-0.5471
ENSG00000169379,ARL13B,25,1.06081,7,-0.9990,24,0.99112,19,0.62942,8,-0.6771,9,-0.5624,14,0.09536,10,-0.3485,16,0.27495,1,-2.9210
ENSG00000178700,DHFR2,17,0.73001,5,-1.1852,15,0.50849,12,0.18871,6,-0.8233,9,-0.1957,10,-0.1301,16,0.65037,6,-0.7311,11,0.09598
ENSG00000178694,NSUN3,6,-0.8929,9,-0.3938,19,0.81766,13,0.26985,5,-1.2871,9,-0.3068,12,0.08438,20,0.92991,10,-0.1798,11,0.02018
ENSG00000269028,MTRNR2L12,19498,1.24734,16312,0.93502,6039,-0.6625,17872,1.09341,5756,-0.7359,10682,0.26042,1934,-2.3657,3057,-1.6888,7251,-0.3801,2543,-1.9620
ENSG00000261292,AC110491.1,15,-0.4031,25,0.37670,10,-0.9849,15,-0.3353,5,-1.8831,10,-1.0640,23,0.24680,41,1.23766,28,0.56394,31,0.76319
ENSG00000113966,ARL6,9,-1.6956,31,0.05219,29,-0.0160,20,-0.6038,22,-0.4571,22,-0.5342,42,0.56549,61,1.17555,22,-0.4887,47,0.74751
ENSG00000080200,CRYBG3,34,1.31346,13,-0.2611,37,1.48735,28,1.00002,2,-2.7354,8,-1.0556,9,-0.6958,3,-2.3280,20,0.40620,5,-1.5869
ENSG00000170854,RIOX2,19,-0.0958,31,0.61995,33,0.76124,14,-0.6171,8,-1.4026,11,-1.0687,43,1.18113,27,0.40245,14,-0.6333,18,-0.1878
ENSG00000080822,CLDND1,178,0.15628,74,-1.2005,132,-0.3219,129,-0.3544,142,-0.2030,326,1.37961,80,-1.0877,96,-0.8142,94,-0.8364,202,0.35426
ENSG00000080819,CPOX,9,-1.2703,9,-1.2249,24,0.16073,20,-0.0855,27,0.37126,25,0.29734,24,0.20061,31,0.60083,22,0.04743,18,-0.3019
ENSG00000064225,ST3GAL6,9,-1.0511,6,-1.6668,24,0.45145,28,0.72385,21,0.20070,17,-0.1389,22,0.30880,21,0.26320,11,-0.7697,23,0.41445
ENSG00000057019,DCBLD2,10,-0.9285,9,-1.1528,17,-0.1455,25,0.42965,22,0.25376,26,0.57525,15,-0.3263,31,0.78083,12,-0.6621,14,-0.4046
ENSG00000184220,CMSS1,35,-1.2076,57,-0.4799,97,0.36247,61,-0.3648,87,0.18754,82,0.09485,137,0.93737,60,-0.3877,81,0.06403,73,-0.1025
ENSG00000168386,FILIP1L,6,-1.8479,12,-0.7846,41,1.12800,45,1.29753,15,-0.5041,21,0.01498,38,1.02501,6,-1.8654,16,-0.3960,5,-1.9177
ENSG00000036054,TBC1D23,22,-0.6037,20,-0.7364,41,0.38704,37,0.19187,35,0.10383,29,-0.1966,46,0.56517,33,0.02119,38,0.24467,27,-0.2599
ENSG00000114021,NIT2,10,-1.1368,6,-1.9418,25,0.28315,6,-1.8953,29,0.47675,17,-0.4108,31,0.60685,30,0.56266,12,-0.8431,51,1.47435
ENSG00000154174,TOMM70,52,-1.2276,59,-1.0286,132,0.22400,130,0.18964,145,0.37376,110,-0.0698,192,0.83345,119,0.05007,90,-0.3796,126,0.14380
ENSG00000206535,LNP1,5,-1.6505,11,-0.5260,12,-0.3774,20,0.48984,18,0.31708,18,0.30371,8,-0.8566,13,-0.1778,17,0.17017,25,0.80643
ENSG00000114354,TFG,38,-0.4097,29,-0.7826,56,0.21203,28,-0.8505,63,0.39278,27,-0.9769,53,0.11000,91,1.01663,64,0.41309,64,0.42014
ENSG00000138468,SENP7,28,0.08644,15,-0.8348,52,1.11718,34,0.42079,15,-0.8272,32,0.35501,17,-0.6240,13,-1.0916,34,0.41498,16,-0.7384
ENSG00000174173,TRMT10C,40,-0.5385,33,-0.8049,78,0.51146,63,0.17226,54,-0.0711,48,-0.2684,97,0.88182,69,0.31075,31,-0.9422,61,0.10856
ENSG00000081154,PCNP,106,-0.4016,147,0.10979,87,-0.7180,113,-0.3045,134,-0.0465,151,0.16113,119,-0.2302,149,0.12699,172,0.36150,185,0.47269
ENSG00000066422,ZBTB11,24,-1.2459,42,-0.4261,55,-0.0124,67,0.31313,54,-0.0417,58,0.09958,87,0.73102,61,0.17056,61,0.15598,39,-0.5259
ENSG00000114391,RPL24,595,0.17126,877,0.80891,332,-0.7413,375,-0.5537,430,-0.3407,468,-0.2328,547,0.03468,424,-0.3643,513,-0.0661,854,0.76325
ENSG00000182504,CEP97,33,-0.2315,10,-2.0368,58,0.65515,55,0.57964,17,-1.1895,43,0.20324,42,0.15191,34,-0.1788,59,0.68499,28,-0.4949
ENSG00000144815,NXPE3,28,-0.7264,27,-0.7721,73,0.75906,66,0.59268,38,-0.2967,52,0.25608,37,-0.3369,74,0.78296,28,-0.7298,25,-0.9303
ENSG00000170017,ALCAM,144,0.22907,64,-1.0194,175,0.54461,185,0.63192,53,-1.3073,114,-0.1574,70,-0.9032,66,-0.9832,313,1.55195,77,-0.7535
ENSG00000242759,LINC00882,41,0.11015,30,-0.3554,64,0.85390,58,0.69298,27,-0.5011,39,0.06522,25,-0.6589,25,-0.6253,46,0.30812,22,-0.8487
ENSG00000243701,DUBR,6,-1.0281,3,-1.9480,32,1.47987,12,-0.1123,15,0.22409,17,0.50550,19,0.55906,8,-0.8145,8,-0.6535,5,-1.3069
ENSG00000114439,BBX,152,1.04381,51,-0.7136,113,0.54095,137,0.86781,26,-1.7095,66,-0.3441,70,-0.2106,35,-1.2580,136,0.85332,34,-1.3042
ENSG00000196776,CD47,65,-1.2459,107,-0.4906,147,0.01014,140,-0.0673,142,-0.0468,152,0.06313,234,0.76226,171,0.24565,156,0.10727,144,-0.0238
ENSG00000114446,IFT57,23,-1.3755,31,-0.9500,76,0.43494,93,0.76516,44,-0.4086,56,-0.0524,92,0.75684,88,0.67542,22,-1.4756,55,-0.0910
ENSG00000163507,CIP2A,6,-0.6693,7,-0.5218,35,2.13769,5,-0.9448,8,-0.4128,4,-1.5178,15,0.64435,4,-1.2157,18,0.97339,4,-1.3279
ENSG00000198919,DZIP3,84,-0.8963,121,-0.3480,249,0.81614,220,0.61244,123,-0.3165,134,-0.2082,201,0.46474,138,-0.1441,177,0.25102,79,-1.0005
ENSG00000177707,NECTIN3,31,-0.2346,43,0.27975,52,0.58460,32,-0.1997,14,-1.3944,18,-1.1419,67,1.02443,27,-0.4302,66,0.99818,28,-0.4062
ENSG00000240891,PLCXD2,3,-3.2465,15,-0.8875,17,-0.7102,31,0.25135,64,1.47382,49,1.17838,14,-0.9722,11,-1.2634,17,-0.6796,22,-0.3014
ENSG00000144827,ABHD10,41,-0.2228,17,-1.5147,37,-0.3646,47,0.00366,49,0.05351,48,0.03391,63,0.45970,76,0.75904,47,-0.0198,47,-0.0284
ENSG00000144834,TAGLN3,87,-2.3086,252,-0.7324,280,-0.5694,264,-0.6581,490,0.31030,403,-0.0012,593,0.62394,765,1.05623,245,-0.7742,657,0.79430
ENSG00000091972,CD200,32,-1.6730,51,-0.9841,91,-0.1079,75,-0.3997,190,1.10852,83,-0.2707,142,0.61334,73,-0.4512,150,0.70108,99,0.02753
ENSG00000144848,ATG3,61,0.43387,33,-0.5252,38,-0.3191,46,-0.0156,39,-0.2632,40,-0.2340,56,0.31524,67,0.58419,37,-0.3668,53,0.19912
ENSG00000138459,SLC35A5,29,0.05366,14,-1.0436,20,-0.5182,12,-1.2878,22,-0.3793,35,0.39349,31,0.11294,36,0.37119,31,0.13283,46,0.78320
ENSG00000091986,CCDC80,72,2.10085,18,-0.2426,14,-0.6279,17,-0.3645,31,0.59195,13,-0.7985,0,-4.7423,8,-1.4875,42,1.08686,7,-1.6250
ENSG00000163607,GTPBP8,7,-0.5578,5,-1.0091,11,0.19656,6,-0.7153,8,-0.3466,12,0.30236,12,0.27724,8,-0.2275,18,0.97226,10,-0.0151
ENSG00000163608,NEPRO,21,-0.1807,23,0.00018,41,0.92691,15,-0.6692,31,0.47484,16,-0.6010,28,0.30023,19,-0.3233,19,-0.2898,26,0.15266
ENSG00000206530,CFAP44,24,0.30779,13,-0.6326,57,1.81807,21,0.14133,41,1.20819,4,-2.2394,22,0.19587,3,-2.4907,16,-0.3320,9,-1.1625
ENSG00000072858,SIDT1,5,-1.8907,3,-2.4311,32,0.84345,11,-0.8521,24,0.40387,12,-0.7358,45,1.46979,25,0.43366,13,-0.5617,24,0.40586
ENSG00000176542,USF3,31,-0.7432,33,-0.6232,70,0.55051,85,0.87265,59,0.25955,52,0.05727,70,0.55038,28,-0.8781,53,0.08850,16,-1.6933
ENSG00000121579,NAA50,47,-0.3972,56,-0.1217,63,0.08065,69,0.21713,55,-0.1478,40,-0.6965,64,0.10806,88,0.60994,55,-0.1383,86,0.56811
ENSG00000114573,ATP6V1A,117,-1.3795,167,-0.8437,223,-0.4016,189,-0.6561,495,0.88769,331,0.24987,436,0.67339,321,0.17188,216,-0.4506,342,0.27660
ENSG00000178075,GRAMD1C,38,1.43798,8,-0.9843,14,-0.2245,21,0.46799,5,-1.7511,2,-3.0646,1,-3.6830,4,-2.0010,53,2.09108,27,0.85046
ENSG00000184307,ZDHHC23,7,-2.0164,15,-0.8693,46,0.89571,17,-0.6975,42,0.72796,19,-0.5642,46,0.91277,28,0.10007,29,0.14353,24,-0.1711
ENSG00000163617,CCDC191,28,1.07812,14,-0.0796,29,1.12882,31,1.23576,5,-1.6252,10,-0.6123,3,-2.0308,4,-1.9665,21,0.58688,5,-1.6231
ENSG00000181722,ZBTB20,386,1.90249,61,-1.1388,144,0.17555,255,1.13277,23,-2.5546,39,-1.9163,14,-3.2309,25,-2.4598,373,1.83195,56,-1.2689
ENSG00000172020,GAP43,778,-1.0215,1889,0.36350,1285,-0.2505,2226,0.63381,1041,-0.5763,1925,0.44595,1604,0.10012,1685,0.17846,1058,-0.5517,1154,-0.4179
ENSG00000185565,LSAMP,357,-0.2084,311,-0.4250,476,0.24692,702,0.89256,285,-0.5573,396,-0.0490,363,-0.1809,541,0.45645,430,0.08334,226,-0.9136
ENSG00000144847,IGSF11,19,0.94498,7,-0.6326,20,1.08591,8,-0.3785,2,-2.4380,4,-1.6269,7,-0.6025,12,0.24675,20,1.04938,12,0.25889
ENSG00000163389,POGLUT1,6,-1.2710,9,-0.6185,29,1.18838,10,-0.5486,10,-0.5480,18,0.48824,17,0.27451,21,0.64526,8,-0.8890,8,-0.8251
ENSG00000113845,TIMMDC1,40,0.07608,26,-0.5773,25,-0.6058,32,-0.2588,39,0.03047,30,-0.3943,60,0.73522,44,0.22331,32,-0.2541,59,0.71665
ENSG00000138495,COX17,74,-0.5309,124,0.26851,54,-1.0082,49,-1.1562,129,0.33647,116,0.18516,72,-0.5716,96,-0.1324,91,-0.2257,229,1.30592
ENSG00000082701,GSK3B,59,-0.8061,73,-0.4823,92,-0.1274,117,0.25595,130,0.42641,116,0.26626,138,0.52646,116,0.23507,72,-0.5038,68,-0.5945
ENSG00000163428,LRRC58,67,0.25356,43,-0.4172,70,0.33371,86,0.66716,45,-0.3800,46,-0.3467,66,0.24653,26,-1.1664,91,0.76265,38,-0.6224
ENSG00000163430,FSTL1,81,2.46231,8,-1.4364,14,-0.5663,12,-0.8399,7,-1.6007,11,-0.9942,4,-2.2959,11,-0.9567,38,1.02195,28,0.48644
ENSG00000065518,NDUFB4,139,-0.1716,177,0.21246,81,-1.0034,49,-1.7283,190,0.33376,111,-0.5697,154,-0.0071,217,0.54606,152,-0.0314,321,1.21726
ENSG00000144840,RABL3,19,-0.6143,13,-1.1153,17,-0.7414,22,-0.3475,33,0.24937,29,0.08241,29,0.03704,24,-0.2468,48,0.85970,45,0.75242
ENSG00000145087,STXBP5L,40,-1.8710,85,-0.7388,270,1.11852,172,0.36149,154,0.18808,142,0.05487,206,0.66125,128,-0.1152,79,-0.8552,92,-0.6137
ENSG00000173230,GOLGB1,239,-0.8369,233,-0.8718,870,1.25694,1105,1.69914,248,-0.7779,249,-0.8390,564,0.51637,227,-0.9099,364,-0.1840,157,-1.4631
ENSG00000173226,IQCB1,15,-0.4101,9,-1.1330,37,1.03375,21,0.10056,18,-0.1570,16,-0.3267,26,0.45542,25,0.40287,12,-0.7324,20,0.03057
ENSG00000163406,SLC15A2,76,1.98669,21,-0.2411,10,-1.2521,18,-0.4143,5,-2.2594,3,-2.8790,3,-2.7855,8,-1.6719,84,2.18746,32,0.45576
ENSG00000160124,CCDC58,6,-0.6776,12,0.41001,16,0.88798,11,0.27462,4,-1.2157,4,-1.0984,8,-0.1209,13,0.51647,7,-0.3416,15,0.72681
ENSG00000114023,FAM162A,71,-0.5723,115,0.18201,68,-0.6399,47,-1.1976,102,0.00203,103,0.00995,111,0.13617,135,0.44060,122,0.27812,149,0.61083
ENSG00000114030,KPNA1,53,-0.6773,48,-0.8460,143,0.90357,76,-0.1224,83,0.01655,64,-0.4421,101,0.32164,114,0.52534,91,0.15804,70,-0.2614
ENSG00000173193,PARP14,43,2.48379,8,-0.4011,14,0.38804,28,1.59242,1,-2.9166,4,-1.5140,1,-3.2857,0,-3.8871,10,-0.0888,4,-1.4456
ENSG00000082684,SEMA5B,7,-0.5352,7,-0.6001,17,0.83441,3,-1.8830,13,0.38899,7,-0.5144,19,1.03323,7,-0.4563,10,0.03983,13,0.36919
ENSG00000121542,SEC22A,5,-1.0176,8,-0.3586,12,0.13289,7,-0.6729,13,0.31286,7,-0.7189,13,0.29519,16,0.64539,13,0.33949,16,0.65985
ENSG00000173175,ADCY5,46,0.23087,41,0.04851,22,-0.8597,45,0.20693,32,-0.3143,55,0.59538,40,0.00912,28,-0.5002,26,-0.6305,44,0.17756
ENSG00000206527,HACD2,54,-0.0594,48,-0.2638,51,-0.1404,40,-0.5465,47,-0.2770,56,-0.0165,112,1.13509,31,-0.8969,65,0.23170,59,0.08359
ENSG00000065534,MYLK,137,1.33413,66,0.11736,50,-0.3259,108,0.91981,20,-1.6572,44,-0.5562,11,-2.5706,34,-0.9093,104,0.85296,58,-0.0933
ENSG00000175455,CCDC14,28,-0.0049,4,-2.6584,118,2.60808,33,0.28662,18,-0.6614,24,-0.2556,24,-0.2054,14,-1.0007,9,-1.6824,10,-1.5833
ENSG00000160145,KALRN,93,-1.0078,134,-0.4569,259,0.59103,180,0.00309,185,0.04250,132,-0.5207,319,0.94486,164,-0.1446,177,-0.0254,200,0.17421
ENSG00000082781,ITGB5,36,1.65876,15,0.17979,7,-0.9570,14,0.10089,3,-1.8892,6,-1.2178,3,-2.0138,7,-0.8881,30,1.35767,18,0.44096
ENSG00000173706,HEG1,43,2.12922,17,0.53312,14,0.16012,14,0.15141,7,-0.9152,13,0.04141,1,-3.0795,2,-2.4496,9,-0.4055,4,-1.5770
ENSG00000163848,ZNF148,68,-0.5305,88,-0.1326,152,0.73939,187,1.09556,55,-0.8599,70,-0.5452,119,0.33924,76,-0.3617,123,0.39537,50,-1.0068
ENSG00000114520,SNX4,31,-0.6558,24,-1.0311,55,0.21044,48,0.01479,50,0.06307,45,-0.1083,66,0.51048,58,0.30415,64,0.45944,41,-0.2567
ENSG00000144909,OSBPL11,26,0.67091,11,-0.6799,15,-0.2172,26,0.67299,11,-0.5967,10,-0.8552,12,-0.4682,11,-0.6791,45,1.63720,9,-0.8572
ENSG00000114544,SLC41A3,39,-0.8176,48,-0.4927,48,-0.5148,50,-0.4362,70,0.08583,85,0.43287,83,0.34212,91,0.49511,42,-0.6992,92,0.51419
ENSG00000144908,ALDH1L1,106,1.89052,32,-0.1444,15,-1.2994,38,0.13515,3,-3.5104,4,-3.1974,4,-3.1400,21,-0.7763,108,1.92952,52,0.62947
ENSG00000163884,KLF15,32,1.80535,10,-0.1274,3,-1.6106,8,-0.3877,1,-2.8400,7,-0.7459,1,-3.5680,7,-0.6107,29,1.64044,14,0.39432
ENSG00000159685,CHCHD6,27,-0.9478,40,-0.3664,32,-0.7105,24,-1.1263,46,-0.1509,53,0.08398,84,0.82884,55,0.13576,49,-0.0458,93,0.99239
ENSG00000114554,PLXNA1,16,-1.2850,31,-0.3189,35,-0.1514,22,-0.8648,73,1.06622,48,0.43189,31,-0.3397,53,0.52504,27,-0.5024,35,-0.1442
ENSG00000163870,TPRA1,11,-0.4840,9,-0.7574,13,-0.2802,12,-0.3350,17,0.16673,17,0.17251,18,0.24402,11,-0.4287,13,-0.2079,29,1.05433
ENSG00000114631,PODXL2,46,-0.8057,58,-0.4396,62,-0.3540,67,-0.2263,118,0.67722,93,0.32408,60,-0.4011,95,0.33160,55,-0.5366,106,0.49789
ENSG00000114626,ABTB1,23,-1.0418,45,-0.0246,39,-0.2723,24,-0.9725,53,0.23335,43,-0.1224,68,0.63490,73,0.74865,25,-0.9551,70,0.66897
ENSG00000074416,MGLL,288,0.56311,192,-0.0955,154,-0.4400,176,-0.2253,352,0.89671,228,0.20528,88,-1.2888,94,-1.1798,243,0.28516,195,-0.0673
ENSG00000058262,SEC61A1,49,0.71296,28,-0.2115,28,-0.2029,24,-0.3957,35,0.16342,28,-0.2085,31,-0.0248,34,0.12681,26,-0.3059,36,0.21992
ENSG00000175792,RUVBL1,10,-0.8753,5,-1.9365,26,0.54820,24,0.43366,31,0.83713,20,0.18779,17,-0.0931,24,0.43856,10,-0.8671,13,-0.5082
ENSG00000163902,RPN1,56,0.14364,20,-1.3766,48,-0.0816,38,-0.4558,32,-0.6943,41,-0.3651,70,0.52407,64,0.36745,71,0.54329,77,0.66211
ENSG00000075785,RAB7A,144,-0.3209,137,-0.3981,153,-0.2243,122,-0.5775,167,-0.0902,159,-0.1902,230,0.42321,242,0.50305,155,-0.2077,278,0.73575
ENSG00000177646,ACAD9,15,-0.0544,13,-0.2876,17,0.12847,14,-0.1439,26,0.84559,7,-1.2124,21,0.44961,16,0.08056,12,-0.3381,22,0.52742
ENSG00000240682,ISY1,27,0.34161,10,-1.2325,22,0.04694,35,0.75811,15,-0.5924,21,-0.0386,30,0.48670,23,0.06703,24,0.12957,12,-0.8656
ENSG00000273437,AC108673.3,19,0.40754,16,0.11515,12,-0.2930,13,-0.1401,17,0.18216,18,0.34787,10,-0.6364,13,-0.2066,12,-0.3201,15,-0.0193
ENSG00000169714,CNBP,177,0.02017,150,-0.2352,129,-0.4751,124,-0.5294,168,-0.0640,139,-0.3872,182,0.06621,138,-0.3713,232,0.45613,342,1.11483
ENSG00000181789,COPG1,23,-1.2858,38,-0.5414,43,-0.3669,50,-0.1325,54,0.00939,45,-0.3296,87,0.77300,103,1.07013,37,-0.6003,70,0.41569
ENSG00000183624,HMCES,32,-0.2228,31,-0.2991,24,-0.7092,31,-0.2831,49,0.41200,31,-0.3173,41,0.14452,49,0.41902,40,0.11658,53,0.55730
ENSG00000184897,H1FX,98,-0.2798,110,-0.0975,75,-0.7019,66,-0.8972,143,0.31192,109,-0.1277,146,0.35331,79,-0.6159,183,0.72405,173,0.62762
ENSG00000129071,MBD4,22,-1.1229,22,-1.0688,70,0.70901,58,0.39849,43,-0.0810,37,-0.3303,64,0.55868,59,0.42850,60,0.45846,24,-0.9487
ENSG00000163913,IFT122,21,-0.2315,18,-0.4150,36,0.64428,13,-0.8974,29,0.29397,18,-0.4438,32,0.44708,25,0.09965,21,-0.2070,32,0.44079
ENSG00000004399,PLXND1,27,0.24445,13,-0.8274,22,-0.0826,26,0.18886,21,-0.1303,16,-0.6620,25,0.11020,20,-0.2561,27,0.20323,43,1.00694
ENSG00000172765,TMCC1,31,-0.8204,41,-0.3809,63,0.28912,52,-0.0312,48,-0.1394,69,0.49273,54,0.03248,48,-0.1459,80,0.66839,25,-1.1604
ENSG00000196455,PIK3R4,18,-0.5480,10,-1.3155,27,0.11000,8,-1.6873,29,0.22442,26,0.03101,41,0.78389,26,0.04709,33,0.44888,33,0.44130
ENSG00000017260,ATP2C1,60,-0.8250,56,-0.9367,110,0.11848,60,-0.8253,139,0.49070,103,0.01984,146,0.58210,117,0.22301,120,0.25270,109,0.10831
ENSG00000114670,NEK11,18,-0.2939,12,-0.9685,23,0.09397,28,0.38789,38,0.85895,24,0.17781,26,0.24951,8,-1.5270,22,0.01897,19,-0.2487
ENSG00000198585,NUDT16,52,-0.2912,72,0.23286,64,0.05636,86,0.51485,50,-0.3534,47,-0.4807,74,0.26941,42,-0.6221,68,0.13288,84,0.48455
ENSG00000114686,MRPL3,38,-0.2254,32,-0.4943,27,-0.7370,34,-0.3711,64,0.62621,37,-0.2745,63,0.59656,41,-0.1065,35,-0.3322,71,0.79340
ENSG00000196353,CPNE4,7,-2.8773,21,-1.4159,47,-0.1932,60,0.18502,158,1.87945,58,0.14136,59,0.15961,28,-0.9846,35,-0.6542,55,0.04969
ENSG00000138246,DNAJC13,23,-0.8495,38,-0.0978,63,0.70057,85,1.21513,33,-0.3197,26,-0.7213,53,0.42105,28,-0.5781,41,0.01965,30,-0.4569
ENSG00000240303,ACAD11,11,0.25860,10,0.04473,24,1.49807,3,-1.7349,3,-1.4456,4,-1.2315,11,0.22351,7,-0.4807,17,0.85421,11,0.21258
ENSG00000081307,UBA5,22,-1.0266,42,-0.0254,53,0.34290,42,-0.0289,27,-0.6965,40,-0.0968,51,0.28399,45,0.08028,67,0.74617,39,-0.1254
ENSG00000113971,NPHP3,45,1.33559,11,-0.9404,57,1.79887,25,0.38465,10,-1.0695,10,-1.0769,9,-1.1767,5,-2.0342,22,0.16789,15,-0.4691
ENSG00000144868,TMEM108,18,-0.2909,18,-0.2797,35,0.73275,21,-0.0585,21,-0.0757,15,-0.6500,27,0.32233,19,-0.2514,25,0.21606,28,0.37535
ENSG00000091527,CDV3,89,-0.2430,95,-0.1460,88,-0.2526,117,0.19206,108,0.05328,118,0.22923,119,0.21445,91,-0.2063,101,-0.0436,99,-0.0803
ENSG00000163781,TOPBP1,11,-1.3581,24,-0.2245,57,1.21095,31,0.19150,20,-0.4549,16,-0.8568,50,1.00468,38,0.52795,23,-0.2936,14,-1.0103
ENSG00000091513,TF,105,-0.1507,5,-4.4815,149,0.41404,42,-1.5190,35,-1.7970,404,2.97936,17,-2.8784,29,-2.0531,24,-2.3484,51,-1.2352
ENSG00000144867,SRPRB,31,-0.5868,23,-0.9916,36,-0.3619,43,-0.0599,31,-0.5628,45,0.00239,58,0.41139,84,1.01833,35,-0.4071,64,0.56080
ENSG00000154917,RAB6B,265,-1.2543,524,-0.2129,446,-0.4644,505,-0.2691,749,0.35705,641,0.11897,760,0.38040,802,0.46900,601,0.00416,662,0.15657
ENSG00000163785,RYK,34,1.05930,13,-0.4687,40,1.32828,21,0.29568,6,-1.5637,13,-0.5611,24,0.51284,8,-1.1323,14,-0.3536,9,-1.0713
ENSG00000114019,AMOTL2,39,0.78148,12,-1.0555,39,0.76579,23,-0.0395,22,-0.1205,25,0.10451,20,-0.2714,17,-0.5439,20,-0.2656,21,-0.2241
ENSG00000129055,ANAPC13,42,-0.6765,51,-0.3716,57,-0.2204,39,-0.8100,103,0.73675,68,0.07391,62,-0.0707,66,0.01441,61,-0.1183,102,0.71418
ENSG00000182923,CEP63,43,-0.4208,37,-0.6372,95,0.84448,114,1.17005,47,-0.2998,51,-0.1587,71,0.36461,36,-0.6846,44,-0.3869,30,-0.9461
ENSG00000154928,EPHB1,55,0.83513,39,0.27986,40,0.30264,43,0.43389,22,-0.6368,12,-1.5461,20,-0.7729,17,-0.9981,76,1.40592,24,-0.4558
ENSG00000073711,PPP2R3A,18,0.31790,10,-0.5907,23,0.71282,15,0.01735,11,-0.4229,12,-0.3009,13,-0.1390,12,-0.2979,13,-0.1579,21,0.59476
ENSG00000174579,MSL2,17,-0.0280,10,-0.8690,21,0.24614,23,0.42982,20,0.22122,20,0.21806,14,-0.4020,18,0.03674,19,0.11426,12,-0.5683
ENSG00000114054,PCCB,23,-0.1186,15,-0.8270,30,0.26092,21,-0.3144,17,-0.6238,24,-0.1037,22,-0.2351,21,-0.2437,40,0.72632,42,0.82425
ENSG00000118007,STAG1,20,0.27979,18,0.05719,34,1.16099,27,0.72686,9,-0.9696,10,-0.9078,9,-0.9700,6,-1.4419,34,1.14314,10,-0.8288
ENSG00000168917,SLC35G2,13,-0.2866,10,-0.6362,18,0.27128,6,-1.4869,20,0.39335,14,-0.1378,18,0.22204,13,-0.2856,32,1.16163,13,-0.3145
ENSG00000158092,NCK1,13,-0.6324,17,-0.1810,20,0.05964,15,-0.4412,19,-0.0803,17,-0.2740,17,-0.2420,32,0.78633,37,1.01037,13,-0.6227
