Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000119041,GTF3C3,6,-2.2119,40,0.58890,36,0.41962,18,-0.6358,18,-0.6452,35,0.35754,19,-0.6436,40,0.56635,37,0.52668
ENSG00000197121,PGAP1,6,-2.5942,26,-0.5267,52,0.58065,29,-0.3641,32,-0.1819,35,-0.0693,46,0.41164,51,0.54707,39,0.10551
ENSG00000065413,ANKRD44,6,-1.3168,47,1.95445,30,1.10687,15,0.01768,3,-2.2347,6,-1.2314,14,-0.1760,15,-0.0151,8,-1.0505
ENSG00000115524,SF3B1,94,-0.7969,231,0.62436,271,0.89067,112,-0.5272,107,-0.5926,106,-0.6139,145,-0.1360,168,0.10563,174,0.18653
ENSG00000115520,COQ10B,6,-2.4916,11,-1.6548,29,-0.2647,23,-0.5609,47,0.54086,55,0.77510,45,0.50958,46,0.50103,32,-0.0772
ENSG00000144381,HSPD1,145,-0.8789,345,0.48312,302,0.26481,174,-0.6019,254,-0.0108,290,0.19974,170,-0.6931,280,0.14463,342,0.53084
ENSG00000115541,HSPE1,6,-4.5883,240,0.82769,71,-1.0811,103,-0.5319,311,1.27803,220,0.68468,145,0.00585,35,-2.1475,157,0.14417
ENSG00000115540,MOB4,105,0.77545,30,-1.1812,44,-0.5870,55,-0.2594,48,-0.4692,80,0.32708,91,0.60595,44,-0.5921,64,-0.0341
ENSG00000162944,RFTN2,6,-2.3979,140,2.72085,54,0.85312,32,-0.0092,42,0.44512,9,-1.8874,10,-1.7509,6,-2.3893,20,-0.7903
ENSG00000115896,PLCL1,6,-3.2926,282,2.93091,26,-1.2602,17,-1.8608,35,-0.7846,50,-0.2416,21,-1.6614,50,-0.2431,69,0.29286
ENSG00000119042,SATB2,6,-3.3260,9,-2.8105,40,-0.6487,53,-0.2013,24,-1.3852,54,-0.1721,93,0.81000,123,1.17773,84,0.60687
ENSG00000225953,SATB2-AS1,95,1.89983,3,-3.1725,3,-3.1639,20,-0.6649,12,-1.4491,31,-0.0400,40,0.44998,29,-0.1486,36,0.23504
ENSG00000178074,C2orf69,226,1.64658,72,-0.2693,55,-0.6877,76,-0.1929,38,-1.2493,64,-0.4591,100,0.28008,74,-0.2300,69,-0.3688
ENSG00000196141,SPATS2L,6,-4.3402,64,-0.9842,162,0.45942,72,-0.8180,133,0.14652,125,0.04398,89,-0.5409,132,0.13467,233,1.26330
ENSG00000082153,BZW1,217,0.75610,154,0.19661,112,-0.3091,105,-0.4101,90,-0.6477,105,-0.3998,141,0.05668,115,-0.2608,160,0.28271
ENSG00000013441,CLK1,347,1.83774,246,1.20075,140,0.25421,28,-2.1687,91,-0.4227,34,-1.8895,122,0.03413,74,-0.7311,55,-1.2849
ENSG00000240344,PPIL3,89,2.28250,11,-1.1406,19,-0.3950,9,-1.4272,34,0.53436,20,-0.3031,29,0.30354,8,-1.6711,10,-1.4412
ENSG00000196290,NIF3L1,6,-1.7837,12,-0.8068,12,-0.8673,10,-1.0930,23,0.12991,29,0.54105,35,0.95329,8,-1.3488,30,0.63599
ENSG00000115942,ORC2,184,3.19914,38,0.14540,34,-0.0198,11,-1.6461,9,-1.9897,7,-2.4201,13,-1.5834,21,-0.7306,25,-0.5451
ENSG00000155744,FAM126B,6,-4.1382,23,-2.3121,119,0.18215,79,-0.4614,88,-0.2794,125,0.26788,125,0.29212,198,1.03293,138,0.48842
ENSG00000119013,NDUFB3,6,-3.6474,54,-0.5149,34,-1.2040,65,-0.2379,186,1.52324,121,0.76569,101,0.54232,18,-2.1183,71,-0.1041
ENSG00000003402,CFLAR,6,-2.7231,131,2.08238,153,2.41040,30,-0.4322,8,-2.3552,4,-3.2882,18,-1.2977,28,-0.5171,20,-1.0994
ENSG00000115993,TRAK2,6,-3.2641,100,0.89240,77,0.45221,78,0.48003,38,-0.6393,61,0.08058,52,-0.1917,80,0.52232,46,-0.3788
ENSG00000155755,TMEM237,96,1.35871,23,-0.9576,43,0.02478,18,-1.2605,29,-0.5971,57,0.46240,32,-0.4905,27,-0.6763,55,0.47480
ENSG00000003393,ALS2,6,-2.4522,21,-0.7060,31,-0.1104,14,-1.3120,16,-1.0844,63,1.06945,32,-0.0746,61,0.99959,44,0.51829
ENSG00000116030,SUMO1,6,-4.1119,46,-1.2589,60,-0.8377,99,-0.0774,156,0.66219,167,0.77026,135,0.47723,67,-0.6888,136,0.48771
ENSG00000055044,NOP58,90,-0.1549,80,-0.3356,154,0.71941,40,-1.3801,58,-0.8369,71,-0.5098,70,-0.5979,204,1.19998,127,0.44546
ENSG00000204217,BMPR2,364,0.69821,37,-2.7862,169,-0.5230,148,-0.7284,140,-0.8158,246,0.05803,273,0.25749,287,0.30894,333,0.63052
ENSG00000138439,FAM117B,6,-1.7783,6,-1.7924,27,0.44464,16,-0.3854,13,-0.6965,23,0.17766,41,1.30640,13,-0.6776,20,-0.0229
ENSG00000163596,ICA1L,115,0.56358,33,-1.3397,117,0.59944,58,-0.5128,40,-1.0777,55,-0.6049,71,-0.2299,125,0.70308,102,0.42609
ENSG00000138442,WDR12,6,-2.3521,12,-1.4195,20,-0.6670,24,-0.3896,24,-0.3576,38,0.33622,29,-0.1077,43,0.53303,57,1.16596
ENSG00000138380,CARF,6,-1.5723,30,0.84487,34,1.05722,14,-0.3355,7,-1.4303,11,-0.7194,12,-0.6153,20,0.19772,25,0.56118
ENSG00000144426,NBEAL1,6,-1.7361,29,0.60456,88,2.67740,23,0.20881,9,-1.1702,6,-1.7120,7,-1.7343,27,0.44562,10,-1.1590
ENSG00000138443,ABI2,435,0.43405,147,-1.2514,327,-0.0256,266,-0.3450,212,-0.6958,292,-0.2040,353,0.11080,467,0.54942,400,0.33569
ENSG00000173166,RAPH1,6,-2.5577,0,-5.5611,24,-0.6046,16,-1.2180,43,0.31738,40,0.19441,37,0.06710,56,0.74104,65,1.16608
ENSG00000114933,INO80D,6,-2.2122,50,0.94716,63,1.33764,38,0.49966,10,-1.4987,15,-0.9583,19,-0.6794,40,0.57797,24,-0.2575
ENSG00000023228,NDUFS1,100,-1.1112,139,-0.6067,259,0.36929,178,-0.2259,134,-0.6594,272,0.45267,208,0.02058,222,0.11943,270,0.49992
ENSG00000114942,EEF1B2,135,-1.0085,418,0.77880,117,-1.2232,276,0.09765,546,1.23979,196,-0.4351,307,0.30544,106,-1.3757,222,-0.2658
ENSG00000204186,ZDBF2,107,0.73887,6,-3.5981,74,0.14368,44,-0.6525,22,-1.6891,29,-1.3064,44,-0.7329,119,0.91549,128,1.23821
ENSG00000114948,ADAM23,88,-0.0472,7,-3.7648,35,-1.4486,38,-1.3264,47,-1.0069,210,1.41760,115,0.43906,142,0.73321,99,0.15623
ENSG00000118246,FASTKD2,6,-2.8684,18,-1.3171,60,0.49443,40,-0.1323,26,-0.8269,35,-0.3490,77,1.06058,63,0.57572,41,-0.1357
ENSG00000118263,KLF7,6,-2.8924,82,0.99227,67,0.64405,38,-0.2707,25,-0.8958,34,-0.4396,30,-0.6554,90,1.14756,45,0.02506
ENSG00000118260,CREB1,6,-2.8329,56,0.42722,51,0.27696,58,0.47318,25,-0.8068,36,-0.2564,24,-0.9520,72,0.83594,60,0.59914
ENSG00000144401,METTL21A,6,-1.3013,14,-0.1024,8,-0.9460,26,0.89930,11,-0.4417,37,1.50825,8,-1.0669,20,0.48490,13,-0.2165
ENSG00000163249,CCNYL1,6,-1.4834,13,-0.4399,18,0.08752,17,-0.0145,5,-1.7837,22,0.43263,23,0.57099,16,-0.1078,22,0.43026
ENSG00000178385,PLEKHM3,6,-2.9483,42,-0.2117,22,-1.1851,51,0.08283,32,-0.6188,59,0.32457,47,-0.0426,75,0.70944,74,0.80302
ENSG00000188674,C2orf80,6,-3.0029,2,-4.3094,22,-1.2151,12,-2.0732,57,0.25399,83,0.88746,53,0.15547,41,-0.2664,101,1.46572
ENSG00000138413,IDH1,82,2.08622,18,-0.5230,54,1.27647,25,0.00978,20,-0.3547,11,-1.2262,18,-0.5441,6,-2.0023,11,-1.3481
ENSG00000115020,PIKFYVE,6,-2.5143,56,0.75606,46,0.43559,43,0.34860,17,-1.1201,25,-0.5159,23,-0.6686,37,0.08477,54,0.79553
ENSG00000078018,MAP2,777,-1.2878,217,-3.1701,1697,-0.0894,3683,1.19621,1775,-0.0184,794,-1.2558,1576,-0.2269,1875,0.06891,2892,0.89754
ENSG00000144406,UNC80,192,0.13355,10,-4.1401,188,0.10465,138,-0.3812,71,-1.3831,145,-0.3042,185,0.08951,371,1.24012,226,0.45076
ENSG00000197713,RPE,6,-1.7625,27,0.44668,20,-0.0057,18,-0.1814,21,0.07529,22,0.08527,27,0.47666,18,-0.2053,19,-0.0913
ENSG00000115365,LANCL1,581,1.86715,315,0.76148,79,-1.3896,101,-1.0233,134,-0.5987,160,-0.3304,225,0.23329,112,-0.8780,119,-0.8498
ENSG00000178568,ERBB4,6,-3.8297,42,-1.0772,190,1.33494,81,-0.0770,57,-0.6170,21,-2.0980,34,-1.4931,50,-0.8168,212,1.87348
ENSG00000144451,SPAG16,6,-3.1272,97,1.01032,64,0.32478,82,0.71143,57,0.12112,25,-1.1319,37,-0.5757,41,-0.3671,65,0.39041
ENSG00000138376,BARD1,6,-1.5925,37,1.14809,27,0.65252,35,1.08223,22,0.31744,6,-1.6149,7,-1.5847,18,-0.0529,18,-0.0511
ENSG00000138363,ATIC,85,0.87388,46,-0.1189,38,-0.4273,26,-0.9800,46,-0.1253,58,0.23228,63,0.40961,48,-0.0656,38,-0.4596
ENSG00000115414,FN1,6,-1.6486,5,-2.0104,88,2.81183,22,0.20581,23,0.28332,10,-0.9326,14,-0.4728,0,-4.6827,13,-0.5882
ENSG00000079246,XRCC5,207,0.36041,184,0.16814,107,-0.6747,87,-0.9854,126,-0.4271,169,0.03201,116,-0.5971,166,0.00908,270,0.92469
ENSG00000260804,LINC01963,6,-2.4145,9,-1.8547,12,-1.4514,18,-0.8833,40,0.33584,52,0.79179,57,1.09352,35,0.13390,33,0.05725
ENSG00000138375,SMARCAL1,117,2.82187,19,-0.4048,7,-1.8938,24,-0.1146,12,-1.1402,18,-0.5390,14,-0.9290,13,-0.9923,20,-0.3940
ENSG00000197756,RPL37A,2141,0.30914,2485,0.55257,1035,-0.8287,2937,0.83307,3981,1.36615,887,-1.0631,1678,-0.0895,603,-1.6415,999,-0.9541
ENSG00000115457,IGFBP2,6,-2.1112,0,-9.4741,5,-2.3845,21,-0.3610,18,-0.5736,73,1.74285,55,1.45790,22,-0.3100,17,-0.7212
ENSG00000115461,IGFBP5,329,1.53294,521,2.46047,225,0.85624,67,-1.0472,11,-3.6907,15,-3.2191,60,-1.3036,24,-2.5629,76,-0.9433
ENSG00000079308,TNS1,116,2.55314,55,1.11449,80,1.78032,19,-0.5699,7,-2.0063,1,-4.6805,9,-1.8445,5,-2.5495,4,-2.8377
ENSG00000163466,ARPC2,189,-0.0746,114,-0.8505,142,-0.5216,175,-0.1995,207,0.07147,235,0.27446,194,-0.0398,189,-0.0752,271,0.57017
ENSG00000127837,AAMP,6,-3.2547,58,0.02888,41,-0.5234,39,-0.5937,80,0.53131,84,0.60499,74,0.47038,42,-0.4952,66,0.25779
ENSG00000127838,PNKD,6,-4.0660,85,-0.2664,59,-0.8154,95,-0.0940,167,0.82937,171,0.86749,157,0.83395,61,-0.7805,74,-0.5227
ENSG00000135926,TMBIM1,96,2.22375,66,1.48528,49,0.97196,18,-0.6561,36,0.46508,4,-2.7388,6,-2.3222,3,-3.0068,7,-2.1293
ENSG00000135913,USP37,6,-1.7757,40,1.06012,29,0.53562,23,0.19340,8,-1.4755,7,-1.5777,23,0.16786,23,0.16009,23,0.19208
ENSG00000144580,CNOT9,6,-2.0481,30,0.31803,23,-0.1145,26,0.09536,16,-0.6645,18,-0.5327,37,0.73080,23,-0.0916,28,0.21676
ENSG00000163481,RNF25,6,-1.2573,9,-0.6697,9,-0.6811,10,-0.6525,19,0.43909,21,0.54526,24,0.91711,12,-0.2923,13,-0.1760
ENSG00000135929,CYP27A1,6,-1.6208,109,3.46049,17,-0.1220,5,-1.8885,30,0.78422,2,-3.2084,9,-1.0859,2,-3.1409,7,-1.5514
ENSG00000171450,CDK5R2,204,1.39694,4,-4.4910,30,-1.6407,87,-0.0319,58,-0.6542,129,0.60350,122,0.58881,110,0.34605,54,-0.8165
ENSG00000115649,CNPPD1,6,-1.2470,28,1.09143,17,0.25122,7,-1.1393,13,-0.1032,10,-0.5194,26,1.09298,12,-0.3277,7,-1.1970
ENSG00000144567,RETREG2,6,-4.6610,80,-0.9859,92,-0.7722,106,-0.5594,161,0.08871,296,1.10176,229,0.75983,170,0.17705,152,-0.0045
ENSG00000158552,ZFAND2B,6,-1.7305,26,0.40450,15,-0.3973,23,0.22726,24,0.27527,24,0.28559,32,0.89375,12,-0.8188,13,-0.7598
ENSG00000115657,ABCB6,6,-2.2349,18,-0.7290,16,-0.8792,4,-2.6833,40,0.52871,49,0.89458,48,0.99668,23,-0.3506,30,0.10266
ENSG00000198925,ATG9A,104,0.52350,64,-0.2586,30,-1.4042,68,-0.1484,42,-0.8978,111,0.62782,116,0.80013,66,-0.1991,55,-0.5206
ENSG00000163516,ANKZF1,86,2.41870,19,-0.2514,29,0.41220,5,-2.1401,11,-1.0147,20,-0.1290,15,-0.6440,29,0.43501,7,-1.8009
ENSG00000127824,TUBA4A,483,0.41468,14,-4.8613,68,-2.5617,124,-1.6801,252,-0.6146,855,1.39275,666,1.11060,388,0.06299,295,-0.4025
ENSG00000135924,DNAJB2,106,-0.3027,284,1.32161,77,-0.7860,117,-0.1483,93,-0.5000,76,-0.8065,196,0.78745,105,-0.3177,82,-0.7621
ENSG00000054356,PTPRN,114,-0.5908,4,-5.4814,67,-1.3995,76,-1.1983,110,-0.6469,318,1.07166,319,1.26840,199,0.28525,152,-0.1566
ENSG00000072195,SPEG,6,-1.4208,2,-2.9670,30,1.02394,28,0.87315,18,0.15593,19,0.28468,25,0.82045,15,-0.1292,4,-1.9855
ENSG00000123989,CHPF,110,1.05100,25,-1.2712,64,0.15843,46,-0.3777,88,0.66643,68,0.25332,48,-0.3153,37,-0.7119,52,-0.1780
ENSG00000124006,OBSL1,95,1.16962,23,-1.0809,41,-0.2137,30,-0.6619,51,0.14450,54,0.24156,56,0.32568,19,-1.3468,44,-0.1026
ENSG00000114923,SLC4A3,6,-2.4792,1,-4.8846,19,-0.8934,39,0.23639,24,-0.5181,68,1.16224,57,1.00851,42,0.35176,28,-0.3070
ENSG00000116106,EPHA4,6,-4.8378,3,-5.6449,96,-0.8942,62,-1.5575,106,-0.7500,282,0.81046,129,-0.4909,253,0.62656,412,1.79269
ENSG00000163082,SGPP2,6,-1.7394,0,-7.1314,31,0.66411,12,-0.7888,16,-0.3174,45,1.32774,23,0.20361,25,0.33993,21,0.05604
ENSG00000116120,FARSB,6,-3.1440,21,-1.4073,27,-1.0456,39,-0.4925,56,0.07162,111,1.21492,90,1.00254,55,0.04561,45,-0.2789
ENSG00000123983,ACSL3,302,0.26345,145,-0.8757,281,0.14601,169,-0.6508,171,-0.6325,334,0.42659,193,-0.4843,302,0.26565,364,0.64717
ENSG00000171951,SCG2,1434,2.51583,21,-4.2022,372,0.05986,132,-1.5242,91,-2.0695,171,-1.1348,249,-0.6182,211,-0.8208,504,0.62998
ENSG00000085449,WDFY1,6,-2.4885,38,0.19672,22,-0.6515,23,-0.6103,16,-1.0977,31,-0.1354,46,0.54292,41,0.29790,52,0.78009
ENSG00000135900,MRPL44,6,-2.1047,19,-0.4786,20,-0.4235,22,-0.2554,19,-0.5013,34,0.41771,35,0.55111,39,0.64640,28,0.15948
ENSG00000135919,SERPINE2,6,-4.9130,61,-1.6481,642,2.24731,198,0.14244,311,0.88746,27,-2.8129,126,-0.6192,34,-2.4973,229,0.43071
ENSG00000036257,CUL3,6,-3.8207,63,-0.4745,83,-0.0292,69,-0.3142,66,-0.3930,112,0.44683,91,0.11978,78,-0.1249,137,0.89867
ENSG00000135905,DOCK10,6,-2.4182,215,3.90351,49,0.68697,15,-1.1672,20,-0.7305,1,-4.4467,7,-2.3266,4,-2.9004,15,-1.2795
ENSG00000168958,MFF,86,-0.0581,93,0.06607,92,0.05019,59,-0.6280,133,0.65393,95,0.10381,101,0.23206,75,-0.2566,71,-0.3807
ENSG00000173744,AGFG1,117,0.65908,94,0.31063,123,0.74351,45,-0.8394,34,-1.2756,59,-0.4170,73,-0.1086,75,-0.0443,80,0.06224
ENSG00000153820,SPHKAP,6,-1.4041,9,-0.8774,0,-4.7712,14,-0.1552,9,-0.9244,29,0.95183,21,0.46013,23,0.56164,22,0.59301
ENSG00000153823,PID1,6,-2.2927,11,-1.5349,13,-1.2290,38,0.42145,33,0.17887,51,0.87588,52,1.08949,27,-0.1445,20,-0.6132
ENSG00000187957,DNER,6,-4.5341,299,1.27619,228,0.80798,122,-0.2099,168,0.30456,91,-0.6559,111,-0.3850,52,-1.4924,171,0.36749
ENSG00000153827,TRIP12,194,0.52767,161,0.22204,155,0.16584,72,-1.0186,97,-0.5716,145,0.06026,117,-0.3116,142,0.02522,169,0.34358
ENSG00000163053,SLC16A14,6,-1.8005,1,-4.5397,8,-1.4791,15,-0.4877,18,-0.2061,33,0.69835,40,1.21249,21,0.00968,25,0.30882
ENSG00000135932,CAB39,146,0.17695,59,-1.2200,61,-1.1718,67,-1.0271,161,0.32575,241,1.00257,149,0.22611,105,-0.3404,152,0.26028
ENSG00000135916,ITM2C,6,-5.6419,203,-0.6083,278,-0.1207,354,0.26753,640,1.26781,325,0.12908,423,0.63308,104,-1.6183,271,-0.1769
ENSG00000204128,C2orf72,89,1.12549,36,-0.3358,81,0.95941,45,-0.0061,61,0.49130,36,-0.3347,42,-0.1269,18,-1.3764,22,-1.1462
ENSG00000173692,PSMD1,459,0.78645,214,-0.4385,198,-0.5612,126,-1.2507,165,-0.8390,392,0.52345,208,-0.5295,439,0.70843,356,0.40947
ENSG00000135931,ARMC9,80,2.14640,0,-4.7424,25,0.10572,6,-1.9080,7,-1.7450,32,0.51892,30,0.44227,18,-0.3666,14,-0.8743
ENSG00000115053,NCL,941,0.40891,1126,0.70665,847,0.23845,611,-0.2790,259,-1.5808,541,-0.4685,405,-0.9851,986,0.48567,953,0.48576
ENSG00000187514,PTMA,897,-0.6202,5003,2.36722,1504,0.18896,1186,-0.1883,751,-0.8930,493,-1.5249,776,-0.9111,1071,-0.3473,1119,-0.3064
ENSG00000156973,PDE6D,6,-1.3170,25,0.79763,12,-0.3125,14,-0.0856,20,0.47844,19,0.35441,21,0.59961,11,-0.4782,8,-1.0297
ENSG00000144524,COPS7B,6,-1.4041,21,0.42563,34,1.21529,6,-1.3344,19,0.26172,9,-0.7893,19,0.28293,26,0.77188,8,-1.0295
ENSG00000144535,DIS3L2,6,-1.5300,27,0.71163,25,0.58218,8,-1.2121,7,-1.2633,9,-0.9546,19,0.17894,38,1.26171,16,-0.1099
ENSG00000135930,EIF4E2,6,-2.9118,33,-0.4710,37,-0.3296,63,0.53812,48,0.09167,72,0.74338,22,-1.2073,56,0.33164,70,0.80608
ENSG00000115468,EFHD1,6,-3.6782,558,4.25448,65,-0.2514,34,-1.2637,102,0.44674,18,-2.1845,21,-2.0390,8,-3.2603,6,-3.8213
ENSG00000204120,GIGYF2,244,0.94707,156,0.20474,232,0.85904,132,-0.0545,48,-1.5821,113,-0.3043,67,-1.1791,152,0.16874,148,0.13366
ENSG00000182600,SNORC,6,-2.5948,62,0.87390,83,1.38477,67,0.99342,54,0.62485,9,-2.0081,49,0.52407,5,-2.8971,8,-2.3249
ENSG00000066248,NGEF,171,-0.1228,11,-4.0965,70,-1.4799,127,-0.5777,123,-0.6311,268,0.60470,363,1.32259,134,-0.4986,200,0.13982
ENSG00000085978,ATG16L1,6,-1.8695,11,-1.0371,13,-0.8474,12,-0.8893,13,-0.8528,31,0.54277,42,1.25373,38,0.87601,17,-0.4254
ENSG00000077044,DGKD,6,-1.4492,26,0.74389,35,1.23329,17,0.03546,6,-1.4021,3,-2.2496,21,0.41658,14,-0.2642,16,-0.0647
ENSG00000085982,USP40,6,-1.8977,56,1.53189,91,2.51742,16,-0.5022,8,-1.5312,11,-1.0720,16,-0.6052,19,-0.2227,4,-2.6459
ENSG00000188042,ARL4C,93,-0.2624,5,-4.4916,129,0.25570,111,0.00406,93,-0.2628,62,-0.8839,98,-0.1974,100,-0.1497,211,1.26074
ENSG00000157985,AGAP1,111,-0.5022,313,1.19028,217,0.56402,216,0.56267,114,-0.4507,73,-1.1337,102,-0.6788,142,-0.1132,145,-0.0924
ENSG00000132321,IQCA1,6,-3.0554,43,-0.2182,162,2.04453,38,-0.4196,49,-0.0366,22,-1.2324,21,-1.3895,60,0.28327,64,0.43487
ENSG00000198612,COPS8,6,-3.8318,40,-1.1740,41,-1.1070,66,-0.4103,149,0.90877,135,0.74227,108,0.42726,66,-0.4004,110,0.46212
ENSG00000124831,LRRFIP1,6,-3.8064,20,-2.1455,144,0.88458,74,-0.1899,53,-0.7094,73,-0.2296,73,-0.2432,160,1.06086,124,0.71636
ENSG00000132329,RAMP1,6,-3.7582,49,-0.7893,139,0.87500,135,0.83052,231,1.78932,78,-0.0620,46,-0.9637,18,-2.2837,74,-0.1660
ENSG00000184182,UBE2F,6,-2.4570,27,-0.2895,12,-1.4775,41,0.32289,77,1.40089,44,0.43763,35,0.10032,21,-0.6756,33,-0.0064
ENSG00000132323,ILKAP,109,1.72129,44,0.16442,24,-0.7624,23,-0.8197,24,-0.7735,30,-0.4498,37,-0.1148,38,-0.0841,35,-0.2009
ENSG00000144485,HES6,82,1.67035,32,0.08725,28,-0.1548,16,-1.0195,62,1.16433,35,0.19155,17,-1.0005,9,-1.7421,20,-0.7248
ENSG00000132326,PER2,6,-2.0251,13,-0.9623,57,1.40009,20,-0.3226,13,-0.9382,21,-0.2744,25,0.00618,24,-0.0588,34,0.57222
ENSG00000204104,TRAF3IP1,6,-2.9601,40,-0.2625,82,0.90875,57,0.30074,19,-1.3952,50,0.10637,28,-0.8695,81,0.88444,63,0.54261
ENSG00000065802,ASB1,6,-2.1221,37,0.56530,38,0.61280,39,0.65139,21,-0.3227,18,-0.5747,30,0.20880,25,-0.0541,22,-0.3200
ENSG00000068024,HDAC4,6,-2.3601,29,-0.0747,30,-0.0333,41,0.46626,22,-0.5039,20,-0.6773,57,1.17144,30,-0.0618,23,-0.4723
ENSG00000130414,NDUFA10,202,0.48869,99,-0.6386,118,-0.3691,80,-0.9596,168,0.18294,188,0.36759,196,0.48923,160,0.10898,119,-0.3958
ENSG00000172428,COPS9,239,-0.5811,232,-0.6220,160,-1.1858,443,0.39497,946,1.72188,363,0.07474,360,0.07048,136,-1.4275,285,-0.3365
ENSG00000063660,GPC1,83,0.33939,22,-1.7041,84,0.35801,82,0.30465,40,-0.8181,74,0.13956,105,0.83319,72,0.10074,37,-0.9840
ENSG00000130294,KIF1A,642,0.74502,357,-0.2035,309,-0.4280,485,0.28358,307,-0.4385,386,-0.0817,362,-0.2029,438,0.12147,411,0.01986
ENSG00000122085,MTERF4,6,-2.1075,40,0.70016,23,-0.1745,21,-0.3163,28,0.10026,25,-0.0612,39,0.76420,15,-0.7955,24,-0.1272
ENSG00000115685,PPP1R7,6,-4.3685,46,-1.5095,82,-0.6397,99,-0.3563,178,0.58731,187,0.66698,199,0.89039,113,-0.1507,127,0.04461
ENSG00000115677,HDLBP,6,-4.5314,153,0.06678,127,-0.2197,147,0.00561,112,-0.4227,231,0.73932,163,0.18636,145,-0.0145,182,0.39545
ENSG00000168385,SEPTIN2,6,-4.3422,353,1.83522,206,0.85964,168,0.52055,191,0.73212,45,-1.5145,74,-0.8350,70,-0.8596,76,-0.7912
ENSG00000115694,STK25,60,-0.7738,56,-0.8888,69,-0.5677,106,0.09881,84,-0.2621,121,0.30742,165,0.95294,88,-0.1911,90,-0.1676
ENSG00000176720,BOK,6,-2.3785,238,4.42774,16,-1.0340,20,-0.7085,11,-1.6091,9,-1.7897,15,-1.1441,10,-1.7327,2,-3.9970
ENSG00000176946,THAP4,6,-2.3674,19,-0.7303,26,-0.2712,25,-0.3214,53,0.87156,45,0.60647,43,0.58689,24,-0.3888,28,-0.1639
ENSG00000168397,ATG4B,6,-2.5226,30,-0.2360,29,-0.2555,28,-0.3534,45,0.43261,46,0.45294,48,0.58964,46,0.45017,27,-0.3943
ENSG00000168395,ING5,120,1.72379,33,-0.4177,69,0.73333,47,0.11688,14,-1.7009,28,-0.7002,45,0.04583,32,-0.4588,24,-1.0087
ENSG00000134121,CHL1,131,-1.0450,33,-3.0735,245,-0.0853,159,-0.7559,163,-0.7193,359,0.52519,290,0.20393,277,0.10591,450,1.05567
ENSG00000144619,CNTN4,6,-2.8642,1,-4.8004,49,0.18897,22,-1.0335,26,-0.7842,40,-0.1477,33,-0.4931,83,1.05756,94,1.51042
ENSG00000072756,TRNT1,6,-1.4405,16,-0.0152,33,1.14491,18,0.16344,9,-0.9409,15,-0.1123,16,-0.0269,20,0.31660,15,-0.1316
ENSG00000113851,CRBN,111,-0.0127,134,0.29361,118,0.09357,50,-1.2224,76,-0.5934,104,-0.1137,88,-0.3963,136,0.32229,160,0.66676
ENSG00000175928,LRRN1,6,-1.4125,14,-0.1972,40,1.50598,23,0.55675,18,0.21745,7,-1.1583,3,-2.2934,8,-0.9516,26,0.91008
ENSG00000150995,ITPR1,6,-5.4596,11,-4.6155,305,0.22942,287,0.13333,152,-0.8505,209,-0.3704,269,0.02951,368,0.53521,515,1.30274
ENSG00000134107,BHLHE40,6,-2.6405,6,-2.7136,45,0.29464,30,-0.3556,51,0.49025,64,0.86101,36,-0.0761,51,0.47724,44,0.29541
ENSG00000134108,ARL8B,96,-0.7837,113,-0.5294,105,-0.6342,152,-0.0724,151,-0.0755,264,0.83143,196,0.37817,175,0.15454,149,-0.1080
ENSG00000196277,GRM7,6,-1.7071,1,-4.4235,7,-1.4740,6,-1.6927,11,-0.9000,36,0.98941,19,-0.0839,46,1.39587,33,0.96623
ENSG00000196220,SRGAP3,6,-3.8639,21,-2.1670,165,1.04480,80,-0.1463,67,-0.4090,113,0.41010,80,-0.1455,155,0.93742,97,0.18929
ENSG00000206573,THUMPD3-AS1,6,-2.1466,20,-0.4207,53,1.13737,31,0.24820,26,-0.0312,17,-0.7116,30,0.19510,52,1.10359,14,-1.0726
ENSG00000134077,THUMPD3,129,1.64227,42,-0.2540,56,0.22081,27,-0.9319,23,-1.1248,36,-0.4734,41,-0.3159,38,-0.3818,53,0.14070
ENSG00000168137,SETD5,116,0.29909,90,-0.1120,190,1.12188,64,-0.6415,34,-1.5689,40,-1.3540,51,-1.0493,206,1.26148,109,0.22505
ENSG00000156959,LHFPL4,109,1.78100,2,-3.9353,11,-1.8164,38,-0.0333,26,-0.6308,47,0.31109,53,0.57325,26,-0.5961,29,-0.4543
ENSG00000144550,CPNE9,6,-1.6911,0,-5.5590,3,-2.4554,9,-1.0992,26,0.43543,48,1.48986,34,1.01751,33,0.86595,11,-0.9603
ENSG00000134072,CAMK1,193,1.57459,6,-3.7376,19,-2.0988,34,-1.2408,74,-0.0396,99,0.41095,127,0.96526,36,-1.1364,62,-0.3605
ENSG00000171148,TADA3,175,1.22915,46,-0.9128,54,-0.6717,77,-0.1213,129,0.69731,106,0.38413,80,-0.0783,63,-0.4455,55,-0.7163
