Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000115274,INO80B,35,-0.5511,52,0.13099,58,0.34323,48,0.02877
ENSG00000239779,WBP1,61,0.00357,112,1.01231,39,-0.7603,59,-0.0697
ENSG00000115307,AUP1,50,-0.0811,59,0.22076,52,0.01872,51,-0.0454
ENSG00000115317,HTRA2,16,-0.6970,21,-0.2547,14,-0.9926,33,1.01900
ENSG00000135622,SEMA4F,7,-1.9262,17,-0.4030,23,0.01901,30,0.94825
ENSG00000115350,POLE4,52,-0.3155,73,0.24696,25,-1.4728,79,0.79014
ENSG00000115364,MRPL19,35,0.25234,30,-0.0292,35,0.24038,27,-0.3224
ENSG00000176204,LRRTM4,6,-2.6651,30,-0.2379,56,0.87410,40,0.35814
ENSG00000066032,CTNNA2,47,-1.8913,170,0.20893,131,-0.2326,194,0.87796
ENSG00000163541,SUCLG1,87,-0.3461,64,-0.7867,84,-0.4203,132,0.69244
ENSG00000034510,TMSB10,780,-1.7620,1145,-1.0665,1301,-0.9503,3483,1.71418
ENSG00000176407,KCMF1,17,-2.2201,69,0.01171,54,-0.4223,95,1.16191
ENSG00000152291,TGOLN2,218,0.08418,122,-0.8242,250,0.34565,204,-0.0556
ENSG00000042445,RETSAT,30,0.61110,33,0.71561,6,-2.0507,22,0.07185
ENSG00000168906,MAT2A,70,0.15234,86,0.46339,64,-0.0179,58,-0.2795
ENSG00000115486,GGCX,16,-0.7682,19,-0.5111,14,-1.0623,36,1.17304
ENSG00000168894,RNF181,73,0.28720,56,-0.1817,27,-1.4055,74,0.52984
ENSG00000115525,ST3GAL5,88,-0.0868,50,-0.9607,103,0.18768,99,0.19551
ENSG00000132300,PTCD3,73,0.09633,63,-0.1335,102,0.76010,55,-0.5869
ENSG00000132305,IMMT,52,-1.2072,51,-1.1341,111,0.06797,138,0.87078
ENSG00000132313,MRPL35,34,-0.5407,23,-1.1290,45,-0.0888,58,0.67374
ENSG00000068615,REEP1,13,-2.7508,56,-0.4043,69,-0.0925,101,1.20050
ENSG00000115548,KDM3A,32,0.52167,37,0.69730,20,-0.3551,20,-0.4672
ENSG00000115561,CHMP3,223,-0.5633,383,0.34736,399,0.47951,292,-0.1561
ENSG00000239305,RNF103,14,-1.2899,17,-0.9119,49,0.89287,33,0.19907
ENSG00000153561,RMND5A,64,0.31472,51,-0.0855,59,0.16632,48,-0.2957
ENSG00000172086,KRCC1,99,2.67949,22,-0.5690,32,0.02445,7,-2.9873
ENSG00000172005,MAL,493,4.72835,51,-1.2367,18,-2.8924,12,-4.1445
ENSG00000144029,MRPS5,147,0.37669,96,-0.3620,146,0.36183,104,-0.3935
ENSG00000115041,KCNIP3,11,-1.9383,31,-0.2263,39,0.12952,46,0.81304
ENSG00000115042,FAHD2A,35,0.07963,45,0.48069,26,-0.4268,34,-0.0001
ENSG00000232931,LINC00342,159,1.52536,47,-0.7236,170,1.70436,10,-3.7424
ENSG00000174501,ANKRD36C,581,2.14662,114,-1.0333,368,0.99584,40,-3.3303
ENSG00000084090,STARD7,72,-1.0305,145,0.14981,117,-0.2107,159,0.60647
ENSG00000135956,TMEM127,9,-2.4916,37,-0.3260,68,0.74265,53,0.47208
ENSG00000144021,CIAO1,119,-0.2219,90,-0.6321,173,0.45794,136,0.00558
ENSG00000144028,SNRNP200,42,-0.7545,60,-0.1056,84,0.48495,67,0.10476
ENSG00000114982,KANSL3,23,-0.2470,26,-0.0505,31,0.25821,26,-0.0061
ENSG00000213337,ANKRD39,19,-0.8022,28,-0.1546,19,-0.8013,41,0.94667
ENSG00000144199,FAHD2B,19,-0.7024,25,-0.1938,43,0.79771,27,-0.1423
ENSG00000135976,ANKRD36,220,1.41632,55,-1.0551,244,1.67108,23,-3.0795
ENSG00000230606,AC092683.1,37,-0.7754,43,-0.4628,199,3.07703,14,-2.8809
ENSG00000196912,ANKRD36B,72,0.63648,30,-0.8594,138,2.17284,13,-2.7107
ENSG00000135940,COX5B,335,-1.2518,706,0.00247,342,-1.2188,998,1.27673
ENSG00000115073,ACTR1B,27,-1.9324,76,-0.2684,61,-0.6687,130,1.34958
ENSG00000075568,TMEM131,64,0.16978,47,-0.3231,117,1.41967,35,-1.2350
ENSG00000040933,INPP4A,25,-1.7373,76,0.05894,78,0.11482,90,0.66642
ENSG00000183513,COA5,53,-0.2301,45,-0.4419,57,-0.0863,67,0.33682
ENSG00000115446,UNC50,9,-1.4836,18,-0.3836,22,-0.1162,31,0.90602
ENSG00000071073,MGAT4A,15,-0.9237,28,0.10080,46,1.05670,23,-0.3774
ENSG00000196872,KIAA1211L,34,-2.0077,165,0.53818,154,0.48421,129,0.25131
ENSG00000135951,TSGA10,48,1.39710,37,0.71142,24,0.00807,12,-1.5992
ENSG00000158411,MITD1,55,1.53360,20,-0.4327,23,-0.2237,17,-1.0364
ENSG00000185414,MRPL30,26,-0.7734,26,-0.7011,51,0.39633,46,0.35294
ENSG00000115514,TXNDC9,8,-1.5767,12,-0.8182,16,-0.4014,29,1.25165
ENSG00000158417,EIF5B,1210,1.51712,404,-0.5701,627,0.14256,344,-1.2430
ENSG00000135945,REV1,80,0.93234,25,-1.0217,77,0.85016,31,-1.1244
ENSG00000144218,AFF3,33,-0.8860,64,0.25263,76,0.61251,54,-0.0726
ENSG00000170500,LONRF2,38,-2.2851,117,-0.4492,205,0.51174,191,0.66464
ENSG00000115526,CHST10,7,-1.7748,32,0.70983,15,-0.5935,26,0.80509
ENSG00000115539,PDCL3,28,0.01278,7,-1.9417,14,-1.0916,37,0.99230
ENSG00000170485,NPAS2,3,-3.7939,69,0.84384,79,1.30514,36,-0.3821
ENSG00000071082,RPL31,1239,0.12770,1878,0.80530,513,-1.3576,1234,0.19639
ENSG00000163162,RNF149,25,-0.0627,31,0.28047,36,0.62039,21,-0.5230
ENSG00000175874,CREG2,118,-2.6340,458,-0.4544,957,0.86620,701,0.42564
ENSG00000071054,MAP4K4,1866,3.40303,196,-1.4884,268,-1.1037,135,-2.7161
ENSG00000233639,PANTR1,37,0.91214,47,1.18949,13,-1.0022,17,-0.7868
ENSG00000198914,POU3F3,182,1.79322,141,0.97975,51,-0.7451,35,-1.7740
ENSG00000135972,MRPS9,29,-0.5387,26,-0.6160,38,-0.0617,46,0.53903
ENSG00000135974,C2orf49,86,1.13819,54,0.17621,52,0.15918,30,-1.1189
ENSG00000115641,FHL2,3,-3.2237,11,-1.4856,31,0.12914,41,1.37021
ENSG00000071051,NCK2,9,-2.0920,23,-0.5153,28,-0.2702,46,1.22776
ENSG00000115652,UXS1,29,-0.6068,27,-0.6856,48,0.26622,47,0.36675
ENSG00000135968,GCC2,548,-0.2895,290,-1.2405,1010,0.86334,611,-0.1579
ENSG00000153201,RANBP2,96,-0.7167,79,-0.9436,217,0.77067,149,0.08293
ENSG00000175701,MTLN,26,-1.8321,73,-0.1343,37,-1.2671,119,1.57247
ENSG00000153107,ANAPC1,5,-2.6895,16,-0.8240,31,0.25757,37,1.04486
ENSG00000144152,FBLN7,2,-3.1879,18,-0.1618,16,-0.3025,28,1.32286
ENSG00000144161,ZC3H8,53,-0.2363,48,-0.3543,117,1.32510,44,-0.8311
ENSG00000188177,ZC3H6,354,1.36277,146,-0.3414,258,0.67778,87,-1.6443
ENSG00000114999,TTL,99,-0.0072,90,-0.1690,104,0.08340,100,0.00843
ENSG00000125611,CHCHD5,21,-0.6386,52,0.89879,20,-0.6664,34,0.31254
ENSG00000144136,SLC20A1,34,-0.3447,12,-1.8727,22,-1.0407,57,1.20679
ENSG00000115091,ACTR3,66,-0.6053,35,-1.4970,104,0.18113,113,0.58581
ENSG00000175497,DPP10,27,-1.6374,51,-0.5589,117,0.89198,79,0.22309
ENSG00000235026,DPP10-AS1,1,-3.9198,13,-0.4819,16,-0.2030,26,1.44692
ENSG00000088205,DDX18,200,0.67778,125,-0.1797,181,0.47699,102,-0.7873
ENSG00000125629,INSIG2,4,-2.5081,15,-0.5318,28,0.48744,27,0.74935
ENSG00000144119,C1QL2,2,-3.0799,61,2.06379,10,-1.0328,21,0.26161
ENSG00000155368,DBI,237,0.88390,453,1.95708,36,-2.2809,100,-0.9957
ENSG00000088179,PTPN4,25,-1.5698,30,-1.2071,110,1.01225,71,0.23823
ENSG00000144118,RALB,59,-1.2092,118,-0.0328,72,-0.8884,166,1.12390
ENSG00000074054,CLASP1,32,-0.9708,43,-0.4612,69,0.32341,66,0.42972
ENSG00000155438,NIFK,40,0.15545,30,-0.3243,58,0.85819,28,-0.6524
ENSG00000211460,TSN,47,-0.4839,58,-0.1062,65,0.08492,68,0.26158
ENSG00000136717,BIN1,418,1.66795,121,-0.6915,140,-0.5122,129,-0.9327
ENSG00000163161,ERCC3,18,-0.9737,34,0.14453,27,-0.2817,38,0.62796
ENSG00000169967,MAP3K2,95,1.48491,40,-0.2058,66,0.68174,19,-1.8750
ENSG00000163166,IWS1,292,1.94467,65,-0.9375,143,0.34451,51,-1.8785
ENSG00000136709,WDR33,50,0.16871,38,-0.2774,50,0.17088,43,-0.1326
ENSG00000144231,POLR2D,48,0.86742,30,-0.0203,25,-0.3360,25,-0.4496
ENSG00000136731,UGGT1,37,0.04225,28,-0.4193,83,1.71068,19,-1.4457
ENSG00000136720,HS6ST1,14,-2.4663,134,1.14344,61,-0.1801,79,0.45899
ENSG00000136699,SMPD4,22,-0.6570,31,-0.0428,58,1.17409,26,-0.5542
ENSG00000152082,MZT2B,289,-0.8857,742,0.69770,269,-1.0022,600,0.68896
ENSG00000136710,CCDC115,20,-1.3325,38,-0.2367,24,-1.0144,64,1.31564
ENSG00000136718,IMP4,28,-1.1870,70,0.31650,37,-0.7350,74,0.88627
ENSG00000136002,ARHGEF4,57,-1.5543,241,0.82758,124,-0.2832,171,0.50375
ENSG00000152102,FAM168B,66,-1.1561,102,-0.4118,145,0.16430,159,0.60426
ENSG00000115762,PLEKHB2,128,-1.1000,177,-0.5143,188,-0.4641,330,1.02142
ENSG00000173272,MZT2A,119,-1.0713,302,0.47577,166,-0.5270,276,0.65746
ENSG00000176771,NCKAP5,193,3.94685,32,-0.6366,19,-1.5596,5,-3.9421
ENSG00000152127,MGAT5,36,-0.5023,38,-0.4078,45,-0.1572,58,0.52258
ENSG00000152128,TMEM163,2,-2.9669,17,-0.1382,5,-2.0979,31,2.20868
ENSG00000082258,CCNT2,43,0.19120,16,-1.3772,71,1.20733,29,-0.7620
ENSG00000115839,RAB3GAP1,63,-0.7454,61,-0.7277,135,0.61941,103,0.17256
ENSG00000048991,R3HDM1,79,-1.6424,153,-0.5288,377,1.11015,216,0.02218
ENSG00000144224,UBXN4,533,1.57985,206,-0.3006,270,0.14587,136,-1.4139
ENSG00000115866,DARS,72,0.13031,78,0.24076,78,0.28880,58,-0.3763
ENSG00000168702,LRP1B,45,-0.1278,18,-1.4672,117,1.91802,27,-1.2961
ENSG00000121964,GTDC1,90,-0.4730,138,0.24550,133,0.21361,120,0.03604
ENSG00000169554,ZEB2,1923,3.10015,190,-1.6653,450,-0.3944,140,-2.8147
ENSG00000115947,ORC4,19,-1.6709,42,-0.3716,50,-0.1075,70,0.95552
ENSG00000204406,MBD5,31,0.11158,15,-1.0089,66,1.69549,17,-1.3087
ENSG00000135999,EPC2,38,-0.2217,27,-0.7233,83,1.31530,32,-0.7253
ENSG00000168280,KIF5C,1196,0.32988,840,-0.2771,1124,0.21379,904,-0.2769
ENSG00000168288,MMADHC,7,-2.4590,26,-0.4199,27,-0.4035,49,1.36883
ENSG00000080345,RIF1,370,0.92217,165,-0.5232,327,0.67186,148,-1.0745
ENSG00000162980,ARL5A,80,0.48495,74,0.30046,63,0.02558,52,-0.4799
ENSG00000182389,CACNB4,38,-2.1231,63,-1.2522,259,1.19918,152,0.21087
ENSG00000157827,FMNL2,1001,3.54778,107,-1.4162,183,-0.6605,42,-3.5565
ENSG00000196504,PRPF40A,284,1.26057,135,-0.1787,242,0.90637,65,-1.8518
ENSG00000162989,KCNJ3,16,-3.0475,115,0.01087,181,0.88171,127,0.31634
ENSG00000115159,GPD2,7,-1.9472,36,0.66826,34,0.66886,24,0.02671
ENSG00000136541,ERMN,2254,5.52675,31,-4.0898,118,-2.3005,24,-5.2819
ENSG00000144283,PKP4,1015,2.84740,116,-1.5338,244,-0.4466,104,-2.3363
ENSG00000123636,BAZ2B,1108,2.45247,274,-0.5285,463,0.34886,83,-3.0279
ENSG00000136536,MARCH7,27,-0.3063,14,-1.2225,55,1.01448,29,-0.2847
ENSG00000136560,TANK,35,0.81467,3,-2.7428,25,0.19179,21,-0.2538
ENSG00000115233,PSMD14,69,-0.8152,83,-0.4539,138,0.40659,123,0.29921
ENSG00000136535,TBR1,15,-2.7702,26,-1.8248,114,0.49528,118,1.04568
ENSG00000144290,SLC4A10,40,-2.4682,92,-1.0774,364,1.36902,191,0.08304
ENSG00000115271,GCA,49,0.54670,13,-1.5098,29,-0.3933,39,0.20257
ENSG00000153253,SCN3A,53,-1.3299,110,-0.1117,293,1.96221,76,-1.0685
ENSG00000136531,SCN2A,225,-1.5442,263,-1.1963,1328,1.80238,466,-0.5310
ENSG00000178662,CSRNP3,38,-1.8995,86,-0.5656,149,0.35122,154,0.74049
ENSG00000144285,SCN1A,36,-2.1651,82,-0.8189,149,0.14052,185,1.03417
ENSG00000198648,STK39,198,0.59878,59,-1.3759,102,-0.5955,156,0.24500
ENSG00000172292,CERS6,18,-2.5556,62,-0.5760,121,0.57349,110,0.69827
ENSG00000138398,PPIG,703,0.68775,429,-0.2094,774,0.88611,302,-1.1596
ENSG00000154479,CCDC173,65,0.56087,129,1.72701,50,0.07366,24,-1.5591
ENSG00000213160,KLHL23,20,-1.2580,49,0.22328,69,0.92467,40,-0.1807
ENSG00000138385,SSB,285,-0.0422,203,-0.5698,383,0.51070,275,-0.1596
ENSG00000138382,METTL5,34,-0.7882,58,0.12776,31,-0.9048,70,0.87725
ENSG00000144357,UBR3,98,0.01803,50,-1.0244,146,0.77281,87,-0.3075
ENSG00000128683,GAD1,4,-4.7536,117,0.38699,55,-0.8688,137,1.53570
ENSG00000115806,GORASP2,15,-1.3226,17,-1.0821,34,-0.0095,45,0.95899
ENSG00000198586,TLK1,100,-0.2008,77,-0.5843,173,0.82635,100,-0.3174
ENSG00000123600,METTL8,57,1.49933,30,0.13889,28,0.07628,14,-1.4474
ENSG00000077380,DYNC1I2,1190,2.19852,197,-1.2606,394,-0.2184,217,-1.6278
ENSG00000115840,SLC25A12,12,-2.6244,31,-1.0833,58,-0.1326,91,1.40229
ENSG00000091428,RAPGEF4,235,0.12772,172,-0.3828,130,-0.8942,258,0.51539
ENSG00000091436,MAP3K20,26,-0.0688,85,1.98394,38,0.60442,12,-1.7695
ENSG00000172845,SP3,17,-0.9151,35,0.27450,50,1.02848,25,-0.4258
ENSG00000138430,OLA1,61,-1.3476,77,-0.8853,136,-0.0074,178,0.92261
ENSG00000138433,CIR1,244,0.59593,141,-0.3698,221,0.40362,141,-0.5966
ENSG00000163328,GPR155,69,-1.1395,128,-0.0958,265,1.34463,113,-0.4919
ENSG00000115935,WIPF1,182,5.42800,5,-2.9670,8,-2.4479,2,-5.1609
ENSG00000128656,CHN1,319,-2.3768,773,-0.9143,1830,0.51647,1764,0.79879
ENSG00000115966,ATF2,4,-3.7201,26,-1.0071,60,0.34303,69,1.14248
ENSG00000154518,ATP5MC3,70,-2.3836,179,-0.8587,122,-1.5451,507,2.16472
ENSG00000144320,LNPK,43,-0.3944,29,-0.9583,44,-0.3404,67,0.71369
ENSG00000128654,MTX2,29,-1.0816,29,-0.9920,45,-0.3811,76,1.09014
ENSG00000170144,HNRNPA3,236,-0.2171,230,-0.2358,329,0.38672,262,-0.0551
ENSG00000116044,NFE2L2,231,2.81079,69,-0.0662,42,-0.9280,21,-2.4911
ENSG00000018510,AGPS,29,0.13376,25,-0.0830,39,0.74379,21,-0.6168
ENSG00000079156,OSBPL6,18,-1.8199,52,-0.1339,93,0.96442,58,0.08111
ENSG00000180228,PRKRA,34,-0.4163,27,-0.7461,35,-0.3949,54,0.70837
ENSG00000116095,PLEKHA3,56,-0.2522,74,0.20607,79,0.36130,61,-0.1743
ENSG00000155657,TTN,200,3.50094,24,-1.2569,34,-0.7974,9,-3.3221
ENSG00000187231,SESTD1,176,1.55586,40,-1.1198,96,0.27928,49,-1.2572
ENSG00000144331,ZNF385B,10,-1.8499,9,-1.7948,27,-0.2163,45,1.41332
ENSG00000163510,CWC22,115,0.66144,50,-0.7495,133,0.96880,53,-1.0472
ENSG00000170035,UBE2E3,29,-1.7584,64,-0.4687,73,-0.2857,118,1.13208
ENSG00000138434,ITPRID2,94,1.09477,47,-0.2075,76,0.65538,30,-1.3509
ENSG00000115252,PDE1A,93,-0.1803,31,-1.8126,126,0.36989,113,0.25695
ENSG00000077232,DNAJC10,62,-0.2228,47,-0.6361,123,1.09329,57,-0.5310
ENSG00000061676,NCKAP1,56,-2.5317,223,-0.3025,320,0.30962,346,0.82607
ENSG00000170396,ZNF804A,1,-4.4228,20,-0.3500,56,1.63102,24,-0.1624
ENSG00000065548,ZC3H15,346,-0.3868,256,-0.8128,661,0.82263,408,-0.1536
ENSG00000138448,ITGAV,106,1.78285,65,0.55965,34,-0.4922,22,-1.6164
ENSG00000144369,FAM171B,61,-1.3293,142,0.08609,250,1.23181,117,-0.3826
ENSG00000144366,GULP1,0,-5.0239,17,-0.4746,26,0.22458,31,1.16963
ENSG00000204262,COL5A2,0,-8.0536,4,-2.7044,12,-1.2638,45,2.98716
ENSG00000115368,WDR75,30,0.61472,23,0.10872,19,-0.2172,19,-0.3527
ENSG00000138381,ASNSD1,20,-1.2952,36,-0.3219,61,0.58954,49,0.30445
ENSG00000128699,ORMDL1,18,-1.2661,45,0.21199,62,0.85513,38,-0.1130
ENSG00000064933,PMS1,29,0.04530,14,-1.1176,47,0.96663,24,-0.4775
ENSG00000198130,HIBCH,53,1.49806,19,-0.4196,23,-0.1728,17,-1.0354
ENSG00000151689,INPP1,77,1.16347,22,-0.9944,43,0.01836,33,-0.6686
ENSG00000151690,MFSD6,166,-0.1917,64,-1.6289,201,0.15218,210,0.39677
ENSG00000138386,NAB1,42,0.59468,31,-0.0089,38,0.40617,23,-0.7207
ENSG00000115419,GLS,38,-2.7636,87,-1.3954,212,-0.0309,314,1.41580
ENSG00000115415,STAT1,29,-0.7869,49,0.12019,33,-0.5889,57,0.72571
ENSG00000138378,STAT4,0,-7.9797,16,-0.6335,44,1.20384,27,0.38744
ENSG00000128641,MYO1B,6,-2.2793,15,-0.7147,55,1.69139,21,-0.3427
ENSG00000144339,TMEFF2,77,-0.0501,24,-1.8326,119,0.77050,76,-0.1369
ENSG00000196950,SLC39A10,86,-2.1707,159,-1.1221,361,0.17640,445,1.07784
ENSG00000138411,HECW2,61,0.37551,23,-1.2023,97,1.34562,32,-1.0839
ENSG00000119041,GTF3C3,36,0.40475,6,-2.3433,41,0.66328,26,-0.3112
ENSG00000197121,PGAP1,9,-1.4945,19,-0.2448,22,-0.0628,29,0.82789
ENSG00000115524,SF3B1,187,0.51544,98,-0.5741,214,0.79356,103,-0.7991
ENSG00000115520,COQ10B,10,-1.8501,30,-0.0794,11,-1.7271,49,1.74152
ENSG00000144381,HSPD1,265,0.07931,197,-0.3967,281,0.19333,249,-0.0523
ENSG00000115541,HSPE1,118,-0.6794,169,-0.0486,74,-1.4312,239,1.10827
ENSG00000115540,MOB4,14,-1.9659,18,-1.4272,47,0.01413,65,1.21282
ENSG00000115896,PLCL1,193,2.44507,17,-2.0937,43,-0.7315,35,-1.4551
ENSG00000119042,SATB2,13,-2.5605,38,-0.8775,118,1.11460,74,0.29592
ENSG00000178074,C2orf69,51,-0.2358,53,-0.1604,79,0.57755,54,-0.2153
ENSG00000196141,SPATS2L,71,-0.8281,156,0.47923,133,0.24769,119,0.07831
ENSG00000082153,BZW1,87,-0.3616,101,-0.0872,97,-0.1738,120,0.35393
ENSG00000013441,CLK1,119,1.77787,51,0.01029,74,0.69743,15,-2.5103
ENSG00000155744,FAM126B,27,-1.7443,63,-0.3396,137,1.10004,79,0.00536
ENSG00000119013,NDUFB3,45,-1.6153,112,-0.1245,54,-1.3396,180,1.52528
ENSG00000003402,CFLAR,126,2.12367,49,0.03210,64,0.52858,10,-2.9940
ENSG00000115993,TRAK2,218,2.00366,49,-0.8833,63,-0.5624,52,-1.2377
ENSG00000155755,TMEM237,25,-0.5242,24,-0.5162,45,0.50172,35,0.10618
ENSG00000003393,ALS2,9,-1.7590,14,-1.0339,41,0.73206,33,0.50328
ENSG00000116030,SUMO1,37,-1.9162,97,-0.3361,105,-0.2424,165,1.10422
ENSG00000055044,NOP58,127,0.40774,80,-0.3738,173,1.03477,68,-1.0004
ENSG00000204217,BMPR2,62,-1.8413,174,-0.1405,263,0.61569,215,0.38453
ENSG00000163596,ICA1L,40,-0.9134,47,-0.5945,134,1.35593,58,-0.4415
ENSG00000138442,WDR12,18,-0.9298,41,0.44188,40,0.45814,31,-0.0160
ENSG00000138443,ABI2,180,-0.8120,233,-0.3423,416,0.68984,294,0.04270
ENSG00000173166,RAPH1,6,-2.4759,33,0.25040,38,0.53191,33,0.43468
ENSG00000114933,INO80D,45,1.30046,31,0.45764,26,0.17956,12,-1.4654
ENSG00000023228,NDUFS1,115,-0.6974,163,-0.0860,190,0.17983,190,0.29521
ENSG00000114942,EEF1B2,530,0.79667,391,0.17763,200,-0.9523,330,-0.1665
ENSG00000204186,ZDBF2,35,-1.0464,48,-0.4507,132,1.45723,53,-0.5262
ENSG00000114948,ADAM23,6,-3.9994,35,-1.4128,102,0.23699,128,1.34095
ENSG00000118246,FASTKD2,22,-0.7493,26,-0.4341,42,0.36310,38,0.29668
ENSG00000118263,KLF7,55,0.83555,19,-0.9602,62,1.10920,20,-1.3120
ENSG00000118260,CREB1,42,0.11947,41,0.08016,45,0.23218,36,-0.2643
ENSG00000178385,PLEKHM3,23,-1.0708,37,-0.2528,55,0.39617,49,0.35258
ENSG00000188674,C2orf80,10,-2.7399,70,0.36058,55,-0.0273,72,0.84320
ENSG00000115020,PIKFYVE,44,0.79040,25,-0.2530,37,0.43262,21,-0.8265
ENSG00000078018,MAP2,911,-1.4230,2974,0.54114,2937,0.60098,2139,0.00348
ENSG00000144406,UNC80,54,-1.8452,134,-0.3467,355,1.56810,143,-0.4131
ENSG00000115365,LANCL1,174,0.37673,67,-1.1590,104,-0.5407,159,0.35318
ENSG00000178568,ERBB4,22,-1.3532,78,0.76780,77,0.87184,43,-0.3602
ENSG00000144451,SPAG16,93,1.15514,39,-0.4308,54,0.07427,37,-0.8435
ENSG00000138363,ATIC,29,-0.4035,25,-0.5843,28,-0.4341,45,0.68126
ENSG00000115414,FN1,18,-0.4671,90,2.50166,29,0.42422,9,-1.9164
ENSG00000079246,XRCC5,125,-0.2670,114,-0.3853,163,0.20673,153,0.14826
ENSG00000260804,LINC01963,16,-1.4673,24,-0.7640,50,0.42410,48,0.61205
ENSG00000197756,RPL37A,2949,0.75246,3584,0.98312,1074,-1.0468,1654,-0.4916
ENSG00000115457,IGFBP2,7,-2.4609,23,-0.6901,28,-0.4248,53,1.47281
ENSG00000115461,IGFBP5,264,1.75242,188,0.80494,174,0.78786,18,-3.5484
ENSG00000079308,TNS1,112,2.94563,45,0.45130,26,-0.4422,3,-4.1176
ENSG00000163466,ARPC2,140,-1.0637,267,0.02208,270,0.04620,309,0.50494
ENSG00000127837,AAMP,44,-0.8075,60,-0.2691,63,-0.2233,87,0.67104
ENSG00000127838,PNKD,55,-1.2856,120,0.02273,66,-0.9962,164,1.18270
ENSG00000144580,CNOT9,22,-0.0163,24,0.09424,22,0.01435,22,-0.0335
ENSG00000171450,CDK5R2,23,-2.3893,71,-0.5596,131,0.48672,126,0.73647
ENSG00000115649,CNPPD1,24,0.12418,20,-0.1448,16,-0.6039,25,0.30874
ENSG00000144567,RETREG2,83,-1.2767,152,-0.2436,177,-0.0047,221,0.71362
ENSG00000158552,ZFAND2B,21,-0.4934,35,0.34343,14,-1.1340,35,0.72700
ENSG00000115657,ABCB6,11,-1.6974,11,-1.6083,43,0.58377,39,0.71062
ENSG00000198925,ATG9A,36,-1.1573,60,-0.2800,93,0.48153,80,0.32822
ENSG00000127824,TUBA4A,51,-2.9757,110,-1.6903,311,-0.1208,498,1.57718
ENSG00000135924,DNAJB2,340,1.44225,169,0.01080,155,-0.1467,104,-1.1505
ENSG00000054356,PTPRN,30,-3.2775,127,-1.0190,227,-0.1351,361,1.49005
ENSG00000072195,SPEG,11,-1.0096,25,0.31842,26,0.41898,21,0.10012
ENSG00000123989,CHPF,21,-1.5539,63,0.23794,39,-0.5463,71,0.95385
ENSG00000124006,OBSL1,23,-1.0125,63,0.67385,43,0.06680,44,0.18298
ENSG00000114923,SLC4A3,13,-1.8564,47,0.18784,32,-0.4386,56,1.00439
ENSG00000116106,EPHA4,12,-3.5135,72,-0.7321,129,0.21051,159,1.16454
ENSG00000116120,FARSB,27,-1.4180,52,-0.3355,60,-0.1239,83,0.87356
ENSG00000123983,ACSL3,93,-1.3210,138,-0.6232,291,0.65318,231,0.34531
ENSG00000171951,SCG2,101,-2.0072,370,0.10006,504,0.70721,379,0.26144
ENSG00000085449,WDFY1,23,-0.8532,30,-0.3827,41,0.11566,45,0.50587
ENSG00000135900,MRPL44,16,-0.5597,16,-0.5161,17,-0.4732,28,0.76966
ENSG00000135919,SERPINE2,22,-2.2480,206,1.44803,125,0.65651,77,-0.3789
ENSG00000036257,CUL3,46,-0.9239,60,-0.4440,81,0.02956,97,0.61371
ENSG00000135905,DOCK10,141,3.59200,27,-0.4946,23,-0.8360,3,-4.1548
ENSG00000168958,MFF,62,-0.5726,76,-0.2053,67,-0.4408,106,0.66150
ENSG00000173744,AGFG1,51,-0.2848,55,-0.1352,66,0.17486,62,0.10251
ENSG00000153823,PID1,5,-2.6717,17,-0.9102,12,-1.5263,51,2.25278
ENSG00000187957,DNER,126,0.24183,165,0.65729,62,-0.9719,112,0.05584
ENSG00000153827,TRIP12,141,0.32067,68,-0.8672,146,0.39629,108,-0.2483
ENSG00000163053,SLC16A14,3,-2.8382,22,-0.0076,18,-0.3461,31,1.23859
ENSG00000135932,CAB39,44,-1.5392,79,-0.5618,68,-0.8665,165,1.43646
ENSG00000135916,ITM2C,149,-1.2167,531,0.90292,245,-0.4000,352,0.41592
ENSG00000204128,C2orf72,17,-0.6421,41,0.85449,32,0.50539,21,-0.3907
ENSG00000173692,PSMD1,193,-0.8232,165,-0.9916,362,0.27439,369,0.53169
ENSG00000115053,NCL,1877,1.28074,537,-0.9579,1174,0.30857,659,-1.0113
ENSG00000187514,PTMA,5411,2.18239,1687,-0.2980,1630,-0.3908,917,-1.7808
ENSG00000144524,COPS7B,19,-0.7102,21,-0.4523,26,-0.1404,34,0.62999
ENSG00000135930,EIF4E2,53,-0.2246,55,-0.1663,67,0.19264,62,0.06603
ENSG00000115468,EFHD1,212,3.89880,52,-0.0280,6,-3.2604,9,-3.3776
ENSG00000204120,GIGYF2,288,1.13456,107,-0.6533,231,0.67548,95,-1.2617
ENSG00000182600,SNORC,171,1.25210,323,2.28667,43,-1.2579,33,-2.1819
ENSG00000066248,NGEF,41,-2.8751,202,-0.3345,315,0.43155,317,0.79211
ENSG00000085978,ATG16L1,10,-1.0946,4,-2.4035,28,0.62230,24,0.56544
ENSG00000085982,USP40,73,2.35152,28,0.12210,31,0.30446,5,-3.2419
ENSG00000188042,ARL4C,11,-3.3912,95,-0.0890,175,1.09203,107,0.19935
