Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000113638,TTC33,35,-0.8507,65,0.11309,43,-0.5148,83,0.51032,113,1.02429,77,0.42828,41,-0.6546,52,-0.2369,39,-0.6827
ENSG00000132356,PRKAA1,33,0.47233,29,0.24284,21,-0.2572,35,0.53156,23,-0.1218,20,-0.3424,23,-0.1324,29,0.27579,16,-0.6735
ENSG00000145592,RPL37,1281,0.06755,951,-0.4015,1616,0.44236,556,-1.2193,912,-0.4663,1066,-0.2450,1758,0.66324,1278,0.06387,1265,0.04676
ENSG00000182836,PLCXD3,11,-2.1548,93,1.14615,13,-1.8914,37,-0.3632,14,-1.7740,99,1.49609,47,0.00963,42,-0.1658,10,-2.2880
ENSG00000083720,OXCT1,50,-1.8481,159,-0.0909,89,-0.9726,218,0.41629,192,0.21465,244,0.68502,166,-0.0250,183,0.13888,139,-0.2966
ENSG00000205765,C5orf51,47,0.82821,39,0.51315,22,-0.3563,30,0.09345,27,-0.0777,17,-0.8491,26,-0.1168,26,-0.0933,32,0.20448
ENSG00000198865,CCDC152,43,1.70853,7,-1.1561,40,1.58836,9,-0.8685,8,-1.0050,9,-0.8720,7,-1.2806,8,-1.0119,24,0.71305
ENSG00000250722,SELENOP,1460,3.42262,732,1.80844,195,-0.4257,29,-3.2402,40,-2.7907,30,-3.3221,82,-1.8336,69,-1.9841,67,-2.0192
ENSG00000172262,ZNF131,23,-0.3316,14,-1.0582,30,0.08670,22,-0.3669,37,0.41876,37,0.48162,17,-0.8630,23,-0.2886,54,1.06816
ENSG00000177453,NIM1K,12,-0.7813,23,0.23335,18,-0.1689,25,0.36782,33,0.81851,21,0.09938,17,-0.2175,14,-0.4999,16,-0.2996
ENSG00000112972,HMGCS1,91,-0.8588,229,0.59108,194,0.31714,297,1.02873,102,-0.6939,153,-0.0636,144,-0.1790,146,-0.1364,97,-0.7654
ENSG00000172239,PAIP1,127,0.30453,103,-0.0274,71,-0.6170,85,-0.3374,124,0.26101,124,0.29416,75,-0.5676,135,0.39418,114,0.12774
ENSG00000248092,NNT-AS1,92,0.63222,56,-0.1553,92,0.62970,45,-0.4879,61,-0.0373,62,-0.0145,41,-0.7183,65,0.06214,69,0.15549
ENSG00000112992,NNT,47,-1.0673,33,-1.5900,66,-0.5566,128,0.49352,118,0.36216,109,0.26512,97,0.05179,118,0.35408,114,0.30589
ENSG00000251141,MRPS30-DT,17,-0.8297,4,-2.9196,27,-0.0785,24,-0.2647,42,0.61626,50,1.03995,16,-0.9864,42,0.59296,29,0.01702
ENSG00000112996,MRPS30,33,-0.6211,41,-0.2702,31,-0.6870,65,0.46903,71,0.60817,62,0.44631,36,-0.4879,62,0.38881,35,-0.5225
ENSG00000272335,AC093297.2,13,-1.2592,18,-0.8131,12,-1.3539,28,-0.1302,44,0.56900,53,1.03174,28,-0.1649,29,-0.0821,31,0.00791
ENSG00000164588,HCN1,0,-6.5845,37,-1.1975,19,-2.1866,161,1.12664,72,-0.1905,150,1.16698,65,-0.3908,113,0.51758,65,-0.3473
ENSG00000151883,PARP8,6,-1.5275,1,-3.6726,12,-0.6261,21,0.26085,26,0.65659,23,0.49733,27,0.81131,11,-0.6956,15,-0.2577
ENSG00000152684,PELO,6,-1.3208,5,-1.6454,4,-1.7363,17,0.26032,23,0.74831,20,0.61209,17,0.32864,14,-0.0164,14,-0.0351
ENSG00000164171,ITGA2,86,4.14723,36,1.87361,7,-0.7594,0,-4.6421,2,-2.2593,0,-7.9918,0,-4.3632,0,-7.9428,0,-7.9699
ENSG00000164172,MOCS2,65,-0.8580,45,-1.3997,97,-0.2430,110,-0.0445,123,0.13233,136,0.32268,123,0.15141,148,0.42808,140,0.33617
ENSG00000164258,NDUFS4,55,-0.7816,20,-2.2769,81,-0.2049,81,-0.1911,77,-0.2738,140,0.77806,84,-0.1576,132,0.58721,117,0.38328
ENSG00000185305,ARL15,8,-1.0713,3,-2.2474,19,0.15494,26,0.67738,11,-0.6024,32,1.22967,15,-0.2093,18,0.14237,5,-1.6501
ENSG00000178996,SNX18,72,1.76372,56,1.30566,20,-0.3813,2,-3.2723,10,-1.3342,14,-0.9633,27,0.10252,21,-0.2740,16,-0.7184
ENSG00000067248,DHX29,118,1.34277,35,-0.6266,61,0.22495,42,-0.3496,78,0.62678,59,0.18147,23,-1.3314,27,-1.0260,56,0.09412
ENSG00000039123,MTREX,58,0.10598,51,-0.1151,54,-0.0028,46,-0.2650,93,0.87913,79,0.69186,31,-0.9357,32,-0.8285,44,-0.3267
ENSG00000067113,PLPP1,112,1.24884,87,0.82212,62,0.27349,51,-0.0469,27,-1.0016,30,-0.9376,31,-0.9010,73,0.52535,45,-0.2420
ENSG00000177058,SLC38A9,14,0.30613,15,0.41383,4,-1.4597,12,0.02552,12,0.11523,15,0.49723,9,-0.3310,13,0.20517,7,-0.7825
ENSG00000134352,IL6ST,219,0.29282,151,-0.2986,281,0.70119,109,-0.8040,129,-0.5388,154,-0.2900,174,-0.0886,205,0.18358,259,0.56176
ENSG00000155545,MIER3,23,0.75964,10,-0.5878,21,0.59080,11,-0.3921,11,-0.4329,15,0.04828,7,-1.0659,17,0.28354,21,0.59005
ENSG00000062194,GPBP1,209,0.49556,107,-0.5691,112,-0.4949,144,-0.1047,185,0.29846,205,0.52690,112,-0.5348,105,-0.5880,194,0.37129
ENSG00000249436,AC008780.1,0,-9.8253,12,-1.4325,42,0.47450,7,-2.2070,70,1.34161,46,0.71180,14,-1.2604,15,-1.1372,77,1.52576
ENSG00000145632,PLK2,6,-4.0609,15,-2.8495,69,-0.6110,123,0.30553,169,0.83101,187,1.16887,73,-0.5528,91,-0.1678,125,0.32653
ENSG00000152932,RAB3C,13,-4.0007,95,-1.1278,122,-0.7491,422,1.26324,155,-0.3848,269,0.56412,251,0.42607,214,0.12601,116,-0.8214
ENSG00000113448,PDE4D,18,-1.3830,49,0.12797,31,-0.5880,50,0.17167,54,0.30571,52,0.26003,42,-0.1061,54,0.29216,50,0.16075
ENSG00000152931,PART1,8,-3.1739,65,-0.1350,27,-1.4292,151,1.26639,94,0.47212,80,0.21946,82,0.27366,59,-0.2759,47,-0.6361
ENSG00000164181,ELOVL7,30,1.06860,27,0.89070,32,1.18926,12,-0.4480,2,-2.7800,8,-1.0756,19,0.38206,7,-1.2735,7,-1.1822
ENSG00000164182,NDUFAF2,34,-1.0372,25,-1.5333,70,0.05717,51,-0.4290,63,-0.1141,91,0.53441,67,-0.0129,85,0.35878,101,0.63669
ENSG00000188725,SMIM15,52,0.83212,16,-0.9784,37,0.26309,27,-0.2545,26,-0.2578,26,-0.2916,32,0.04603,32,0.02853,37,0.24697
ENSG00000130449,ZSWIM6,169,2.06929,104,1.15351,48,-0.1218,34,-0.6434,37,-0.5189,26,-1.1029,16,-1.8642,41,-0.3458,50,-0.0405
ENSG00000068796,KIF2A,211,1.90971,30,-1.2731,85,0.31441,78,0.17454,61,-0.2146,50,-0.5605,32,-1.2867,31,-1.2296,108,0.70874
ENSG00000086189,DIMT1,27,0.36636,28,0.44167,22,0.05264,28,0.46606,44,1.18654,19,-0.1332,9,-1.3016,8,-1.4609,18,-0.2161
ENSG00000086200,IPO11,23,0.12704,26,0.35252,16,-0.4166,32,0.68207,24,0.18694,23,0.12792,15,-0.5090,21,-0.0260,13,-0.6920
ENSG00000164197,RNF180,24,0.00171,11,-1.2268,27,0.18650,25,0.04953,42,0.90832,32,0.50371,13,-0.9770,11,-1.1895,35,0.59218
ENSG00000186479,RGS7BP,3,-3.4917,8,-1.9559,23,-0.5021,23,-0.5040,87,1.74257,47,0.74065,16,-1.0749,9,-1.8064,66,1.22554
ENSG00000153006,SREK1IP1,80,0.84974,37,-0.3622,63,0.45857,28,-0.7876,94,1.13510,39,-0.3230,26,-0.9873,35,-0.4771,52,0.16493
ENSG00000153015,CWC27,89,0.34018,37,-1.0433,130,0.95998,56,-0.4067,88,0.30500,80,0.18459,33,-1.2898,49,-0.6146,121,0.84372
ENSG00000113593,PPWD1,31,0.81257,14,-0.4478,12,-0.7312,18,-0.0516,31,0.78280,20,0.08347,15,-0.3849,12,-0.6474,20,0.06455
ENSG00000113595,TRIM23,65,-0.4421,107,0.34724,38,-1.2614,122,0.55096,141,0.80147,118,0.56428,61,-0.5988,49,-0.8642,71,-0.3028
ENSG00000113597,TRAPPC13,36,0.06510,33,-0.0525,21,-0.7361,49,0.58400,56,0.80155,37,0.15422,22,-0.7308,38,0.17374,24,-0.5433
ENSG00000197860,SGTB,41,-1.9186,48,-1.7028,77,-0.9895,221,0.66774,183,0.35699,211,0.67507,149,0.02617,198,0.48441,124,-0.2674
ENSG00000123213,NLN,36,0.35056,31,0.10952,19,-0.6293,33,0.21050,40,0.53736,26,-0.1770,24,-0.3167,23,-0.3144,34,0.27976
ENSG00000112851,ERBIN,409,2.47878,117,0.19182,115,0.16796,30,-1.8852,46,-1.2375,50,-1.1942,76,-0.5269,100,-0.0464,69,-0.6194
ENSG00000153914,SREK1,118,0.55673,95,0.19989,122,0.60412,84,0.00764,106,0.37501,60,-0.5535,53,-0.7612,65,-0.3941,104,0.34247
ENSG00000069020,MAST4,26,-1.2050,20,-1.6425,60,0.02832,58,-0.0269,56,-0.0598,82,0.61028,56,-0.0890,70,0.28583,79,0.49003
ENSG00000145675,PIK3R1,230,-0.4568,231,-0.4510,186,-0.7798,367,0.28226,533,0.90193,416,0.55408,194,-0.7762,197,-0.6925,419,0.49990
ENSG00000145740,SLC30A5,31,0.27348,24,-0.1126,13,-1.0483,36,0.54471,19,-0.4550,33,0.43662,31,0.34755,17,-0.6525,15,-0.7911
ENSG00000134056,MRPS36,30,-1.3167,56,-0.3824,57,-0.3672,77,0.11211,59,-0.2992,100,0.60632,69,-0.0524,79,0.16357,91,0.38535
ENSG00000134058,CDK7,11,-0.8696,15,-0.3567,20,0.07091,28,0.58982,25,0.42242,25,0.42752,13,-0.5992,20,0.05905,17,-0.2163
ENSG00000085231,AK6,35,-0.5011,27,-0.9011,38,-0.3548,52,0.12183,51,0.07538,60,0.38620,47,-0.0299,61,0.36939,53,0.13567
ENSG00000273841,TAF9,40,-1.0404,53,-0.5986,37,-1.1417,100,0.40604,110,0.55914,100,0.45397,94,0.33816,53,-0.5951,76,-0.0489
ENSG00000152942,RAD17,30,0.18054,26,0.00058,21,-0.3221,32,0.30390,40,0.64859,24,-0.1589,23,-0.2522,22,-0.2978,26,-0.0277
ENSG00000197822,OCLN,25,1.34066,27,1.48453,13,0.20548,8,-0.5386,7,-0.6523,5,-1.3208,12,0.08590,5,-1.0440,4,-1.5570
ENSG00000249437,NAIP,44,2.35459,14,0.30908,13,0.20600,8,-0.5853,7,-0.8004,10,-0.1601,4,-1.4367,3,-1.8595,8,-0.5821
ENSG00000145736,GTF2H2,17,0.69574,8,-0.3373,15,0.57167,8,-0.5056,9,-0.3025,9,-0.2512,12,0.21259,8,-0.4317,10,-0.0889
ENSG00000145734,BDP1,269,0.35268,145,-0.6182,259,0.29272,155,-0.5164,326,0.67135,209,-0.0522,167,-0.4414,103,-1.1406,364,0.85580
ENSG00000131844,MCCC2,22,-0.1106,29,0.33935,33,0.55384,18,-0.4159,14,-0.7846,14,-0.8712,17,-0.5167,40,0.89997,39,0.82276
ENSG00000164326,CARTPT,3,-4.7474,0,-10.248,30,-1.7048,28,-1.8426,89,-0.0775,356,3.31713,3,-5.2060,31,-1.6516,131,0.54062
ENSG00000131711,MAP1B,3033,-0.2100,3376,-0.0413,2224,-0.6907,7730,1.34682,2920,-0.2695,4006,0.26013,2773,-0.3843,2793,-0.3386,2485,-0.5199
ENSG00000113048,MRPS27,41,-0.4877,73,0.43509,29,-0.9847,79,0.57011,68,0.32468,69,0.38857,41,-0.5199,63,0.19175,39,-0.5576
ENSG00000049883,PTCD2,14,0.03847,4,-1.8225,6,-1.2433,17,0.36398,19,0.52147,22,0.85406,13,-0.0182,8,-0.7212,11,-0.2904
ENSG00000083312,TNPO1,94,0.81371,75,0.43503,52,-0.1571,72,0.36212,53,-0.1163,48,-0.2987,51,-0.1939,32,-0.8904,53,-0.1269
ENSG00000157107,FCHO2,43,0.99642,12,-1.0025,42,0.95646,17,-0.4842,27,0.26150,27,0.27655,15,-0.7096,10,-1.2575,20,-0.2412
ENSG00000145741,BTF3,172,-0.1305,158,-0.2713,191,0.03109,166,-0.1938,181,-0.0527,188,0.00158,165,-0.2232,237,0.37796,251,0.47250
ENSG00000164331,ANKRA2,38,1.07743,7,-1.5014,19,-0.0524,15,-0.3635,20,0.04933,22,0.15841,17,-0.2177,30,0.69763,8,-1.2979
ENSG00000214944,ARHGEF28,2,-2.0936,13,0.36206,4,-1.2527,21,1.14026,15,0.53608,10,-0.0839,9,-0.2540,15,0.52222,7,-0.6548
ENSG00000171617,ENC1,32,-4.9113,387,-1.2973,327,-1.5490,1646,0.99236,1956,1.29579,1167,0.46878,644,-0.5729,671,-0.4635,1277,0.56273
ENSG00000049860,HEXB,23,-1.0049,21,-1.1467,36,-0.3122,68,0.68707,75,0.84739,60,0.56191,35,-0.3818,43,-0.0330,30,-0.6004
ENSG00000164347,GFM2,23,-0.1364,9,-1.5330,12,-1.1544,41,0.81560,15,-0.7696,36,0.64056,23,-0.1697,31,0.32379,28,0.17826
ENSG00000164346,NSA2,169,0.05980,54,-1.6722,261,0.76848,95,-0.8403,230,0.55110,182,0.19252,100,-0.8171,113,-0.5728,308,1.04888
ENSG00000198780,FAM169A,42,-1.0478,159,1.06112,67,-0.3350,110,0.44293,106,0.37647,96,0.24828,64,-0.4542,53,-0.6909,61,-0.4897
ENSG00000113161,HMGCR,29,-1.2759,76,0.19655,48,-0.5164,136,1.17077,63,-0.0884,67,-0.0099,47,-0.5873,113,0.84847,44,-0.6417
ENSG00000113163,CERT1,86,-0.2992,86,-0.2872,81,-0.3854,123,0.27266,125,0.29471,141,0.56173,85,-0.3450,71,-0.5789,117,0.18869
ENSG00000122008,POLK,85,1.46792,47,0.44946,42,0.26550,17,-1.1015,41,0.23165,35,-0.0200,18,-1.1342,25,-0.5342,27,-0.4104
ENSG00000122012,SV2C,0,-8.0302,0,-7.2913,27,1.36636,43,2.27617,0,-7.0611,13,0.16793,5,-1.3389,22,1.03376,2,-2.5789
ENSG00000164252,AGGF1,109,0.30440,62,-0.5867,122,0.47732,81,-0.1625,109,0.30545,121,0.53591,53,-0.8967,54,-0.7951,108,0.28570
ENSG00000132846,ZBED3,58,2.44078,47,1.99204,15,0.06047,3,-2.0652,5,-1.5995,5,-1.6488,5,-1.5223,5,-1.6674,7,-1.0752
ENSG00000113231,PDE8B,29,-1.4761,104,0.47150,100,0.40428,30,-1.4276,215,1.74735,61,-0.4193,55,-0.5935,44,-0.8854,100,0.40958
ENSG00000164253,WDR41,41,-0.0716,49,0.23610,35,-0.2998,57,0.46321,31,-0.4987,36,-0.2949,44,0.06480,67,0.75127,28,-0.6647
ENSG00000171530,TBCA,255,-0.0325,137,-0.9837,321,0.33917,201,-0.3992,277,0.09910,345,0.51462,215,-0.3248,216,-0.2931,332,0.39445
ENSG00000132842,AP3B1,102,1.89327,50,0.63816,56,0.80563,21,-0.7378,24,-0.5501,23,-0.6500,13,-1.5033,19,-0.8386,28,-0.2924
ENSG00000085365,SCAMP1,83,-0.7597,111,-0.3104,101,-0.4570,197,0.60928,184,0.49368,166,0.37355,133,-0.0312,112,-0.2901,101,-0.4510
ENSG00000113273,ARSB,11,0.02277,6,-0.9427,13,0.31189,7,-0.5440,17,0.76827,8,-0.5157,15,0.62019,14,0.39229,4,-1.5493
ENSG00000152409,JMY,55,-0.1060,43,-0.4813,72,0.33248,55,-0.1066,80,0.49825,66,0.22218,54,-0.1449,42,-0.5114,57,-0.0372
ENSG00000152413,HOMER1,10,-3.4168,77,-0.4646,73,-0.5462,136,0.43633,251,1.49073,129,0.39671,60,-0.9212,75,-0.4992,140,0.48893
ENSG00000164329,TENT2,23,-0.0457,37,0.67279,18,-0.4553,22,-0.1619,25,0.07829,26,0.10490,23,-0.0584,13,-0.9727,30,0.32651
ENSG00000164309,CMYA5,26,0.38388,6,-1.8136,38,0.99466,16,-0.4227,22,0.07509,17,-0.2871,6,-1.9113,19,-0.0958,53,1.58386
ENSG00000177034,MTX3,20,-1.1105,43,0.05953,35,-0.2885,51,0.32439,57,0.50179,54,0.45337,39,-0.1037,43,0.05702,23,-0.8815
ENSG00000113296,THBS4,15,-0.3369,30,0.80109,35,1.04691,8,-1.1975,7,-1.4878,16,-0.1862,20,0.19831,14,-0.3705,18,0.02669
ENSG00000164300,SERINC5,142,2.76179,81,1.58674,28,-0.1683,5,-2.7939,14,-1.2632,7,-2.2435,18,-0.9468,8,-1.9552,19,-0.7636
ENSG00000039319,ZFYVE16,176,2.15421,82,0.75680,53,0.04107,40,-0.4057,37,-0.5198,32,-0.8160,26,-1.1261,29,-0.8731,35,-0.5845
ENSG00000249042,AC008771.1,11,-1.5175,31,0.09798,24,-0.3284,19,-0.6639,61,1.20286,40,0.57437,22,-0.4947,10,-1.6488,43,0.62428
ENSG00000228716,DHFR,60,1.28197,24,-0.1895,31,0.21050,18,-0.6767,29,0.09880,26,-0.1073,19,-0.6389,27,-0.0460,24,-0.1964
ENSG00000113318,MSH3,56,0.90654,23,-0.5284,61,1.04906,29,-0.1294,44,0.48976,27,-0.2926,17,-1.0466,12,-1.4977,40,0.36478
ENSG00000113319,RASGRF2,49,-1.1726,19,-2.5262,60,-0.8812,78,-0.4791,285,1.69355,154,0.70245,47,-1.3092,47,-1.2206,219,1.21696
ENSG00000131732,ZCCHC9,14,-0.1161,5,-1.4564,15,0.01372,6,-1.2459,27,0.91372,22,0.72236,11,-0.4811,16,0.07747,15,-0.0403
ENSG00000145687,SSBP2,57,-0.7379,162,0.93335,53,-0.8469,117,0.38925,89,-0.0552,105,0.24261,99,0.13876,66,-0.5229,57,-0.7262
ENSG00000152348,ATG10,9,-0.4170,32,1.58732,12,0.00375,10,-0.3536,10,-0.3782,9,-0.4674,11,-0.2176,17,0.48861,5,-1.1836
ENSG00000186468,RPS23,799,-0.0329,536,-0.6537,1076,0.44646,385,-1.1559,596,-0.4920,777,-0.0863,1056,0.46980,1087,0.46261,829,0.02610
ENSG00000174695,TMEM167A,88,-0.0457,151,0.83976,81,-0.1740,104,0.22392,72,-0.3483,86,-0.0949,80,-0.2067,98,0.13076,68,-0.4397
ENSG00000038427,VCAN,274,3.14844,67,0.38867,159,1.90851,4,-3.6986,11,-2.3519,14,-2.1262,10,-2.6425,11,-2.2660,6,-3.1305
ENSG00000164176,EDIL3,1274,2.77612,465,0.80207,92,-1.7210,174,-0.7617,128,-1.2210,211,-0.5124,147,-1.0975,164,-0.8567,117,-1.3585
ENSG00000127184,COX7C,319,-1.6467,311,-1.6829,737,-0.3776,749,-0.3508,493,-0.9929,1187,0.42940,1397,0.74211,1163,0.34728,1368,0.61310
ENSG00000145715,RASA1,40,-0.6266,85,0.55804,22,-1.5413,85,0.54563,73,0.29847,69,0.22846,73,0.33472,38,-0.6957,38,-0.7233
ENSG00000134480,CCNH,45,-0.0859,68,0.59210,35,-0.4652,56,0.26292,44,-0.1204,51,0.13339,41,-0.2274,37,-0.3667,50,0.09490
ENSG00000164180,TMEM161B,29,0.68892,12,-0.6747,19,0.01154,14,-0.4117,19,0.03157,24,0.44894,13,-0.5558,15,-0.3763,23,0.34084
ENSG00000247828,TMEM161B-AS1,126,0.69911,40,-1.1111,107,0.43209,57,-0.5625,133,0.78492,79,-0.0616,51,-0.8074,86,0.08165,93,0.19778
ENSG00000245526,LINC00461,70,0.26170,24,-1.3981,87,0.61384,46,-0.4145,49,-0.2914,63,0.09499,45,-0.4612,68,0.20844,95,0.74995
ENSG00000081189,MEF2C,63,-3.4096,192,-1.7725,311,-1.0501,860,0.54324,808,0.44107,1140,1.19461,473,-0.4486,688,0.17873,613,-0.0055
ENSG00000153140,CETN3,72,0.95844,42,0.09160,84,1.21934,31,-0.4127,27,-0.5911,24,-0.8278,22,-1.0180,27,-0.6010,65,0.79698
ENSG00000176055,MBLAC2,17,-0.1277,13,-0.5762,10,-0.8403,21,0.19959,35,1.02628,17,-0.0819,17,-0.1009,16,-0.2334,21,0.22462
ENSG00000113356,POLR3G,26,1.35303,9,-0.4240,13,0.19889,7,-0.8085,8,-0.6261,16,0.56739,7,-0.7460,10,-0.1509,8,-0.5973
ENSG00000176018,LYSMD3,16,0.15695,28,1.05649,14,-0.1146,7,-1.0394,9,-0.6715,15,0.08689,20,0.55212,9,-0.6748,6,-1.1953
ENSG00000164199,ADGRV1,56,0.25035,60,0.36728,148,1.94876,11,-2.1740,11,-2.2099,20,-1.4533,20,-1.4527,90,1.03844,73,0.67333
ENSG00000113369,ARRDC3,59,0.96627,35,0.09968,26,-0.3640,33,0.00605,36,0.16489,34,0.07658,32,-0.0144,24,-0.4540,13,-1.3639
ENSG00000237187,NR2F1-AS1,26,-1.6908,41,-1.0258,54,-0.6186,71,-0.1906,80,-0.0166,132,0.93049,102,0.41934,88,0.14439,58,-0.5167
ENSG00000175745,NR2F1,110,-0.7315,136,-0.3961,267,0.67921,129,-0.4849,222,0.37506,174,-0.0207,170,-0.0623,195,0.16482,188,0.10468
ENSG00000113391,FAM172A,65,0.61163,38,-0.2688,61,0.49631,29,-0.6475,78,0.89745,49,0.15381,23,-1.0645,29,-0.6623,47,0.09445
ENSG00000133302,SLF1,15,-1.2257,51,0.67358,37,0.14288,29,-0.2196,87,1.58949,42,0.40476,10,-1.8617,12,-1.5169,34,0.03413
ENSG00000175471,MCTP1,3,-4.1009,185,1.89703,22,-1.5605,53,-0.2239,124,1.15406,54,-0.2406,55,-0.2146,22,-1.5397,52,-0.2642
ENSG00000198677,TTC37,126,0.82168,72,-0.0990,84,0.16161,95,0.35372,85,0.16765,87,0.22625,39,-1.0950,64,-0.2843,61,-0.3427
ENSG00000164292,RHOBTB3,373,1.34994,199,0.28239,337,1.17153,43,-2.0402,57,-1.6292,67,-1.4876,122,-0.5372,185,0.16698,261,0.73150
ENSG00000173221,GLRX,3,-3.9898,25,-1.0478,16,-1.7136,86,0.89560,38,-0.4027,84,0.97922,61,0.37828,51,0.05506,37,-0.4551
ENSG00000118985,ELL2,175,1.22309,77,-0.1260,43,-1.0202,103,0.32737,81,-0.0451,80,-0.0775,87,0.06965,48,-0.8638,60,-0.5289
ENSG00000175426,PCSK1,2,-4.6744,11,-2.3990,5,-3.5708,175,1.94075,16,-1.9156,76,0.52550,87,0.79110,82,0.59260,9,-2.7354
ENSG00000153113,CAST,179,1.12518,80,-0.2036,131,0.59468,117,0.40777,74,-0.3218,87,-0.0663,52,-0.9313,76,-0.2813,63,-0.5688
ENSG00000164307,ERAP1,24,0.35230,28,0.58240,34,0.93641,13,-0.5395,13,-0.6102,18,-0.1120,11,-0.8554,13,-0.6065,27,0.56023
ENSG00000113441,LNPEP,67,-0.2418,145,1.00181,57,-0.4900,99,0.36131,84,0.09838,70,-0.1918,74,-0.0984,70,-0.1813,54,-0.5878
ENSG00000145721,LIX1,78,1.06438,138,2.15107,122,1.89915,6,-2.8236,8,-2.4343,5,-3.0447,26,-0.7417,19,-1.1245,12,-1.7771
ENSG00000058729,RIOK2,16,-0.1936,5,-1.7494,11,-0.7728,19,0.13217,16,-0.1575,26,0.69750,10,-0.8496,19,0.09242,36,1.16667
ENSG00000174136,RGMB,8,-2.7221,45,-0.1695,51,0.01464,66,0.44117,86,0.88768,58,0.24986,45,-0.1871,36,-0.5091,54,0.11992
ENSG00000153922,CHD1,61,1.11976,36,0.23770,48,0.73309,19,-0.7567,49,0.74794,32,0.09101,14,-1.3125,12,-1.4465,22,-0.5267
ENSG00000174132,FAM174A,29,-0.5548,52,0.35245,16,-1.4203,45,0.12883,44,0.08364,57,0.55866,45,0.14159,35,-0.2697,33,-0.3535
ENSG00000145730,PAM,19,-2.4675,14,-2.8607,72,-0.4760,154,0.72793,109,0.16263,156,0.86442,91,-0.1345,129,0.43792,90,-0.1414
ENSG00000145723,GIN1,23,0.71107,6,-1.2578,22,0.63726,14,-0.1197,15,0.02949,23,0.79086,10,-0.6295,6,-1.2158,10,-0.5697
ENSG00000145725,PPIP5K2,41,-0.0187,20,-1.0814,32,-0.3681,40,-0.0512,55,0.47091,57,0.57980,32,-0.4416,42,0.02839,46,0.16623
ENSG00000181751,C5orf30,49,0.24477,63,0.65956,18,-1.2592,47,0.20309,73,0.91180,45,0.14378,33,-0.3870,27,-0.6525,24,-0.8149
ENSG00000112874,NUDT12,39,0.91899,25,0.24020,23,0.09870,13,-0.7750,7,-1.6799,27,0.39054,18,-0.3025,23,0.07294,19,-0.2074
ENSG00000184349,EFNA5,7,-2.4403,51,0.42101,28,-0.5300,52,0.43786,47,0.29368,52,0.49614,37,-0.1195,40,0.01777,30,-0.4057
ENSG00000145743,FBXL17,48,-1.3330,87,-0.4126,90,-0.3661,124,0.13075,112,-0.0251,135,0.30138,121,0.10234,156,0.51150,125,0.14283
ENSG00000151422,FER,69,0.92371,33,-0.2760,63,0.78646,22,-0.8848,40,0.02350,26,-0.6653,30,-0.4142,25,-0.6693,64,0.80275
ENSG00000198961,PJA2,302,-0.7864,443,-0.1954,282,-0.8917,786,0.73267,655,0.42944,587,0.28136,478,-0.0849,391,-0.3884,528,0.08205
ENSG00000112893,MAN2A1,198,2.86985,60,0.56581,17,-1.3846,21,-1.0803,18,-1.3276,25,-0.8411,35,-0.3063,17,-1.4118,13,-1.7177
ENSG00000186952,TMEM232,9,-0.5849,5,-1.3081,26,1.15411,5,-1.2591,23,0.97151,16,0.38710,7,-1.0085,9,-0.5327,17,0.49206
ENSG00000164209,SLC25A46,70,-0.6305,123,0.26323,66,-0.7190,167,0.75950,111,0.09602,128,0.36234,78,-0.4892,114,0.13253,87,-0.2840
ENSG00000134987,WDR36,15,-0.1461,15,-0.1782,21,0.33573,26,0.70430,21,0.30422,17,-0.0137,15,-0.2455,16,-0.1087,9,-0.9043
ENSG00000152495,CAMK4,13,-3.2998,56,-1.1435,69,-0.8329,89,-0.4459,274,1.39992,183,0.80194,66,-0.9705,71,-0.8055,237,1.14498
ENSG00000164211,STARD4,19,-0.7599,30,-0.0650,30,-0.1018,47,0.64439,27,-0.2370,29,-0.1430,37,0.26531,40,0.37874,23,-0.5250
ENSG00000134986,NREP,24,-2.4199,82,-0.6222,49,-1.4024,133,0.13906,104,-0.2548,157,0.44890,191,0.83398,192,0.73173,65,-0.9630
ENSG00000224032,EPB41L4A-AS1,43,-0.5711,46,-0.4893,44,-0.5546,56,-0.1714,63,0.01535,63,-0.0033,95,0.77871,71,0.19103,50,-0.3362
ENSG00000134982,APC,436,0.04275,225,-0.9811,597,0.55271,242,-0.8664,391,-0.1277,347,-0.3473,386,-0.1669,513,0.30419,798,1.04242
ENSG00000153037,SRP19,82,-0.0340,47,-0.8948,99,0.26360,78,-0.1162,109,0.43268,97,0.26855,71,-0.2680,66,-0.3625,101,0.30994
ENSG00000129625,REEP5,273,-0.9694,297,-0.8423,263,-1.0252,787,0.70149,592,0.23525,811,0.86728,456,-0.1987,525,0.04169,352,-0.5831
ENSG00000172795,DCP2,24,-1.1505,43,-0.2627,29,-0.8564,42,-0.2741,92,0.96833,68,0.53251,51,-0.0026,52,0.03958,39,-0.4185
