Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000114626,ABTB1,22,-1.3394,42,-0.3328,40,-0.4233,56,0.14027,71,0.49259,80,0.80849,39,-0.4661,37,-0.5576
ENSG00000074416,MGLL,97,-0.7286,216,0.53900,124,-0.3561,81,-1.0853,217,0.54624,160,0.05393,190,0.33142,224,0.60513
ENSG00000058262,SEC61A1,53,0.21889,69,0.65130,62,0.45716,39,-0.2905,55,0.27354,36,-0.4210,39,-0.2846,35,-0.4439
ENSG00000175792,RUVBL1,25,0.30309,25,0.30937,27,0.41961,18,-0.2508,23,0.19439,21,0.00957,16,-0.3681,13,-0.7423
ENSG00000132394,EEFSEC,11,-0.0541,6,-0.7932,9,-0.2436,13,0.30968,13,0.27103,11,-0.0545,14,0.43076,8,-0.3889
ENSG00000163902,RPN1,79,0.52956,53,-0.1182,66,0.24769,55,-0.0536,64,0.19420,63,0.17594,32,-0.8983,39,-0.5843
ENSG00000075785,RAB7A,176,-0.1306,176,-0.1312,189,-0.0185,174,-0.1601,246,0.41110,205,0.13321,181,-0.0845,182,-0.0765
ENSG00000177646,ACAD9,24,-0.1352,21,-0.3265,18,-0.6224,24,-0.1598,33,0.35881,31,0.26959,26,-0.0367,32,0.32980
ENSG00000240682,ISY1,28,0.55820,33,0.81690,20,0.00640,18,-0.1781,13,-0.6719,19,-0.0793,13,-0.6165,18,-0.1638
ENSG00000273437,AC108673.3,15,0.01623,23,0.71919,18,0.27847,13,-0.2416,14,-0.0524,16,0.10290,13,-0.2436,8,-0.8832
ENSG00000169714,CNBP,240,0.17749,266,0.34923,217,0.01783,193,-0.1929,190,-0.1953,188,-0.2337,236,0.15450,236,0.15311
ENSG00000181789,COPG1,31,-0.9067,39,-0.5602,45,-0.3576,61,0.15714,72,0.40361,81,0.68962,62,0.16114,28,-1.0726
ENSG00000183624,HMCES,18,-1.2191,54,0.44460,25,-0.7716,55,0.54539,47,0.23054,45,0.15081,41,0.01177,25,-0.7655
ENSG00000184897,H1FX,103,-0.4529,185,0.48128,130,-0.0840,172,0.41723,131,-0.0763,129,-0.1123,117,-0.2533,106,-0.4127
ENSG00000129071,MBD4,42,0.17971,30,-0.3865,59,0.72611,38,0.01461,26,-0.5570,33,-0.2225,25,-0.6689,54,0.56291
ENSG00000163913,IFT122,10,-0.9698,20,0.06273,8,-1.3453,32,1.03099,29,0.70242,21,0.15421,14,-0.4475,3,-2.7539
ENSG00000004399,PLXND1,26,0.26381,15,-0.6245,5,-2.1012,36,0.96197,32,0.57892,24,0.14348,21,-0.0832,1,-3.6676
ENSG00000172765,TMCC1,41,-0.1329,44,-0.0432,42,-0.1241,53,0.29245,61,0.49066,44,-0.0581,40,-0.1740,29,-0.6668
ENSG00000271270,TMCC1-AS1,6,-0.6308,6,-0.4712,10,0.17219,12,0.58874,7,-0.3031,13,0.62984,5,-0.8857,5,-0.9037
ENSG00000196455,PIK3R4,27,-0.1302,25,-0.2390,29,0.00481,29,-0.0315,23,-0.3509,38,0.48988,18,-0.7177,36,0.31850
ENSG00000017260,ATP2C1,87,-0.4792,87,-0.4909,129,0.14073,120,0.01519,153,0.41652,143,0.34736,86,-0.5082,118,-0.0132
ENSG00000114670,NEK11,18,-0.6029,22,-0.3356,17,-0.7282,23,-0.3221,42,0.69241,41,0.74545,36,0.45070,11,-1.3412
ENSG00000198585,NUDT16,67,0.28799,40,-0.5440,47,-0.2874,52,-0.1274,63,0.18345,64,0.23180,63,0.17689,50,-0.1772
ENSG00000114686,MRPL3,40,-0.8487,42,-0.7711,43,-0.7312,85,0.40489,102,0.64394,76,0.18455,95,0.52296,43,-0.7374
ENSG00000196353,CPNE4,1,-5.8506,7,-3.1260,50,-0.2466,30,-1.1414,90,0.69128,135,1.74600,56,-0.0727,56,-0.0934
ENSG00000138246,DNAJC13,47,0.40607,27,-0.4619,45,0.32203,32,-0.2273,39,0.11148,35,-0.0730,41,0.18723,32,-0.2108
ENSG00000240303,ACAD11,34,1.28009,12,-0.3404,18,0.20672,14,-0.2297,12,-0.4511,13,-0.2824,14,-0.1475,12,-0.3417
ENSG00000081307,UBA5,34,-0.8130,48,-0.2795,52,-0.1431,71,0.37864,39,-0.6123,56,-0.0452,63,0.14788,85,0.63942
ENSG00000113971,NPHP3,35,1.71531,17,0.42474,28,1.32628,10,-0.3632,5,-1.4972,5,-1.6179,8,-0.6269,5,-1.3431
ENSG00000144868,TMEM108,10,-0.8787,15,-0.2046,14,-0.3089,31,1.07612,15,-0.2394,17,-0.0439,14,-0.3465,12,-0.6516
ENSG00000091527,CDV3,120,0.22864,86,-0.3014,112,0.12630,98,-0.0946,129,0.35165,95,-0.1586,101,-0.0440,104,-0.0033
ENSG00000163781,TOPBP1,22,-0.5987,18,-0.8395,44,0.53132,52,0.94941,25,-0.3955,27,-0.2813,19,-0.7702,32,-0.0069
ENSG00000091513,TF,2175,3.84904,8,-5.5638,557,0.75205,17,-4.6180,14,-4.7594,35,-3.5991,24,-3.9798,646,1.01236
ENSG00000144867,SRPRB,31,-0.7750,40,-0.3807,47,-0.1266,60,0.29085,50,-0.0177,54,0.08821,54,0.08474,61,0.28925
ENSG00000154917,RAB6B,150,-2.0505,389,-0.6179,539,-0.1096,641,0.19247,656,0.20728,775,0.55405,666,0.23265,537,-0.1136
ENSG00000163785,RYK,31,1.15107,25,0.78901,16,0.02268,21,0.49575,8,-0.9769,8,-1.1494,5,-1.7385,14,-0.1328
ENSG00000114019,AMOTL2,86,1.98463,15,-0.9382,36,0.42171,19,-0.6256,19,-0.5981,20,-0.5984,15,-0.9682,30,0.10788
ENSG00000129055,ANAPC13,47,-0.9292,71,-0.2857,83,-0.0403,64,-0.5179,107,0.35538,94,0.16119,128,0.65748,106,0.33776
ENSG00000182923,CEP63,70,0.25586,49,-0.2868,70,0.25941,45,-0.4882,58,-0.0267,60,0.01187,60,0.02572,77,0.42058
ENSG00000154928,EPHB1,12,-0.8461,42,1.17786,11,-0.9210,21,0.03411,19,-0.0947,19,-0.1468,28,0.46722,14,-0.5603
ENSG00000073711,PPP2R3A,58,2.11144,17,-0.0756,28,0.76216,8,-1.3500,8,-1.2240,8,-1.2449,7,-1.2926,26,0.64637
ENSG00000174579,MSL2,16,0.27209,12,-0.1585,18,0.44081,14,0.04543,17,0.34029,13,-0.0437,11,-0.3233,7,-0.9342
ENSG00000114054,PCCB,42,0.25637,39,0.13610,29,-0.3492,35,-0.0357,33,-0.1273,36,0.01552,38,0.07416,36,-0.0169
ENSG00000118007,STAG1,43,1.71166,27,0.87645,13,-0.3101,16,0.02833,10,-0.7020,12,-0.4096,4,-1.9296,4,-1.9646
ENSG00000168917,SLC35G2,17,-0.7862,32,0.23990,28,0.02976,29,0.10524,34,0.32778,41,0.72600,16,-0.8578,10,-1.5327
ENSG00000158092,NCK1,22,0.02347,19,-0.2197,15,-0.5619,23,0.09594,27,0.36250,23,0.12497,17,-0.3173,23,0.14608
ENSG00000114098,ARMC8,35,-0.6707,41,-0.4268,59,0.15619,61,0.22842,50,-0.1320,66,0.37223,44,-0.3252,56,0.05835
ENSG00000158186,MRAS,79,-0.4578,133,0.35867,88,-0.2899,141,0.52551,86,-0.3290,101,-0.0859,110,0.05069,82,-0.4053
ENSG00000114107,CEP70,37,0.12376,31,-0.1434,56,0.80988,31,-0.1572,29,-0.2503,19,-0.9775,24,-0.5847,65,1.05336
ENSG00000158234,FAIM,33,1.25347,18,0.22273,18,0.22619,13,-0.3181,8,-0.9007,14,-0.2079,8,-0.9709,16,0.09375
ENSG00000051382,PIK3CB,42,-0.9519,53,-0.6191,113,0.60215,87,0.19289,41,-0.9790,99,0.44370,75,-0.0671,85,0.13367
ENSG00000175110,MRPS22,26,-0.9585,42,-0.2044,37,-0.4095,55,0.25092,57,0.27895,54,0.22716,66,0.51295,33,-0.5739
ENSG00000184432,COPB2,42,-0.2417,48,-0.0277,63,0.40605,50,0.03052,45,-0.1354,52,0.12738,34,-0.5597,53,0.11819
ENSG00000114115,RBP1,42,0.54954,34,0.19186,12,-1.4115,23,-0.4831,37,0.34675,17,-0.9041,64,1.27183,31,0.03949
ENSG00000163864,NMNAT3,8,0.02583,5,-0.6918,14,0.78238,5,-0.9690,5,-0.7571,14,0.98307,5,-0.8102,9,0.12864
ENSG00000158258,CLSTN2,42,-2.0470,18,-3.2559,435,1.71633,28,-2.7616,100,-0.7543,292,1.16593,77,-1.1502,310,1.08242
ENSG00000114120,SLC25A36,96,-0.0260,65,-0.6338,112,0.22694,89,-0.1583,127,0.43162,114,0.29262,86,-0.2006,82,-0.2811
ENSG00000155893,PXYLP1,13,-0.9534,20,-0.3435,23,-0.0965,48,1.29224,32,0.42092,17,-0.6560,15,-0.7455,15,-0.7307
ENSG00000177311,ZBTB38,102,0.27833,68,-0.3759,121,0.55019,96,0.19284,69,-0.3529,83,-0.0629,69,-0.3454,74,-0.2281
ENSG00000155903,RASA2,12,-1.2308,19,-0.5422,43,0.74636,29,0.10281,34,0.34048,35,0.42139,12,-1.2362,26,-0.0661
ENSG00000114125,RNF7,57,-0.7448,91,-0.0085,72,-0.3909,100,0.15167,123,0.48037,105,0.24161,84,-0.1379,81,-0.1889
ENSG00000069849,ATP1B3,81,-0.7408,122,-0.0975,94,-0.5044,130,-0.0058,164,0.38186,180,0.61278,138,0.09523,81,-0.7380
ENSG00000114126,TFDP2,40,0.53855,42,0.60818,33,0.21997,26,-0.1996,22,-0.4273,19,-0.6667,29,0.03184,31,0.13085
ENSG00000175066,GK5,28,0.66101,20,0.10605,31,0.81083,19,0.03485,18,-0.0791,12,-0.6928,11,-0.8740,17,-0.1596
ENSG00000114127,XRN1,48,0.88387,21,-0.4733,47,0.84874,26,-0.1561,19,-0.6318,21,-0.4701,24,-0.2232,28,-0.0149
ENSG00000175054,ATR,20,-0.5258,16,-0.8739,41,0.59514,30,0.12532,26,-0.1453,35,0.40799,16,-0.9036,33,0.25079
ENSG00000144935,TRPC1,38,-0.0103,24,-0.7091,62,0.81009,50,0.50226,34,-0.1627,37,-0.0568,28,-0.4796,20,-0.9447
ENSG00000163714,U2SURP,216,0.93059,109,-0.2055,240,1.11428,111,-0.1841,74,-0.8012,89,-0.5753,76,-0.7518,121,-0.0392
ENSG00000175040,CHST2,28,-0.5419,19,-1.0982,37,-0.1380,53,0.51433,39,-0.0435,48,0.32601,40,-0.0140,36,-0.1703
ENSG00000181804,SLC9A9,20,1.35168,9,0.06842,21,1.38900,3,-1.4447,4,-1.1851,2,-2.1280,5,-0.7400,19,1.18921
ENSG00000181744,DIPK2A,34,0.17789,19,-0.6741,21,-0.5809,32,0.07794,30,-0.0321,33,0.14182,35,0.25482,35,0.21235
ENSG00000152952,PLOD2,18,0.78933,27,1.46377,16,0.57010,3,-1.9111,3,-1.6440,8,-0.5320,5,-1.1588,19,0.89513
ENSG00000114698,PLSCR4,47,1.70131,59,2.13197,24,0.48513,4,-2.1110,6,-1.6545,6,-1.7681,5,-1.8109,15,-0.2656
ENSG00000188313,PLSCR1,19,1.35225,9,0.10242,11,0.32967,7,-0.2363,8,-0.1419,4,-1.3224,8,-0.0702,8,-0.0524
ENSG00000152977,ZIC1,45,2.76190,15,0.66101,4,-1.3429,6,-0.8143,6,-0.6919,5,-1.0789,7,-0.5049,1,-3.2451
ENSG00000239922,AC092958.1,65,3.84253,0,-3.9556,19,0.96238,0,-7.8873,0,-5.4695,1,-3.2466,0,-7.1201,18,0.88658
ENSG00000163754,GYG1,43,-0.2474,56,0.17650,42,-0.2748,30,-0.8535,67,0.46457,61,0.35419,47,-0.1090,65,0.41051
ENSG00000071794,HLTF,85,0.36659,60,-0.2054,84,0.33820,82,0.35422,54,-0.3690,64,-0.1076,47,-0.5716,57,-0.2705
ENSG00000163755,HPS3,15,0.01942,15,0.03345,12,-0.3440,19,0.52049,13,-0.2000,16,0.12909,12,-0.2642,9,-0.6847
ENSG00000018408,WWTR1,62,2.81953,20,0.59454,9,-0.7194,3,-2.2726,7,-1.0239,6,-1.4128,8,-0.9033,15,0.16286
ENSG00000114744,COMMD2,25,0.03544,16,-0.6888,53,1.25464,24,-0.0610,21,-0.2336,24,-0.0830,16,-0.6611,22,-0.2131
ENSG00000082996,RNF13,260,1.77583,54,-0.8541,122,0.42124,62,-0.7061,54,-0.8538,70,-0.5123,62,-0.6359,122,0.43135
ENSG00000070087,PFN2,230,-1.4979,373,-0.7690,695,0.21083,623,0.03961,668,0.14666,799,0.50594,647,0.09540,640,0.07730
ENSG00000196428,TSC22D2,68,-0.0403,75,0.12559,82,0.26617,69,-0.0225,86,0.34141,76,0.15220,44,-0.7229,52,-0.4524
ENSG00000120742,SERP1,122,0.08211,176,0.68652,93,-0.3389,123,0.10336,123,0.09119,89,-0.4629,88,-0.4269,133,0.22453
ENSG00000144895,EIF2A,60,-0.1516,61,-0.1213,73,0.16671,66,-0.0115,68,0.05243,63,-0.0808,59,-0.1745,81,0.33128
ENSG00000198843,SELENOT,125,-0.4503,147,-0.2005,140,-0.2740,226,0.57499,193,0.23771,173,0.07363,118,-0.5389,143,-0.2407
ENSG00000181788,SIAH2,17,-1.1231,31,-0.2552,35,-0.0582,52,0.68227,49,0.49340,37,0.04816,32,-0.1902,19,-0.9561
ENSG00000144893,MED12L,17,-0.8873,27,-0.1166,9,-1.6942,60,1.43162,36,0.31825,29,-0.0330,18,-0.7245,10,-1.6859
ENSG00000152601,MBNL1,91,-0.1546,88,-0.2208,100,-0.0158,146,0.69858,106,0.07457,82,-0.3518,91,-0.1539,76,-0.4502
ENSG00000169860,P2RY1,39,2.18595,30,1.68011,10,-0.1871,3,-2.1652,5,-1.2281,4,-1.4881,4,-1.6207,11,-0.0334
ENSG00000181467,RAP2B,17,-0.9758,26,-0.3322,25,-0.3557,57,1.12536,19,-0.8351,34,0.09705,20,-0.7519,32,0.01775
ENSG00000243069,ARHGEF26-AS1,36,0.81116,62,1.79955,26,0.27337,14,-0.7500,11,-1.0084,8,-1.5525,13,-0.8237,26,0.29806
ENSG00000114790,ARHGEF26,61,1.79439,76,2.25000,16,-0.4541,7,-1.8397,7,-1.6997,9,-1.4083,11,-1.0276,14,-0.6791
ENSG00000174953,DHX36,145,0.21393,108,-0.2563,126,-0.0045,149,0.30036,123,-0.0544,122,-0.0621,107,-0.2741,116,-0.1396
ENSG00000114805,PLCH1,10,-1.4436,5,-2.3526,8,-1.9053,7,-2.0946,58,1.25877,58,1.55223,58,1.25827,3,-3.1545
ENSG00000174928,C3orf33,8,-0.9173,13,-0.2636,16,0.08259,23,0.78632,16,0.08923,15,0.00766,14,-0.1770,9,-0.8745
ENSG00000169359,SLC33A1,28,0.14211,32,0.37396,25,-0.0211,26,0.05544,30,0.27023,23,-0.2070,27,0.08894,15,-0.8482
ENSG00000163655,GMPS,38,-0.4932,44,-0.2683,55,0.09543,54,0.08697,63,0.32470,57,0.16698,52,0.00783,44,-0.2651
ENSG00000169282,KCNAB1,19,-1.4722,28,-0.8853,31,-0.7277,40,-0.3520,86,0.91852,76,0.81999,83,0.86073,15,-1.8240
ENSG00000272990,AC084036.1,20,1.29305,11,0.24768,9,-0.0778,7,-0.4157,7,-0.4361,7,-0.4265,10,0.21108,6,-0.5689
ENSG00000114850,SSR3,113,0.45558,101,0.28327,118,0.53487,67,-0.4180,64,-0.4533,70,-0.3516,99,0.24524,83,-0.0465
ENSG00000163659,TIPARP,55,1.47737,53,1.43157,32,0.54513,14,-0.8350,12,-0.9931,12,-0.9959,5,-2.2259,19,-0.2913
ENSG00000163660,CCNL1,107,1.49778,52,0.23977,57,0.41020,37,-0.3182,36,-0.3519,31,-0.6106,18,-1.3349,38,-0.2301
ENSG00000174891,RSRC1,130,0.63081,74,-0.2707,96,0.14424,86,-0.0469,77,-0.2136,62,-0.6041,87,-0.0176,121,0.51578
ENSG00000178053,MLF1,24,-0.2609,32,0.18600,25,-0.2090,32,0.20937,32,0.19274,27,-0.0820,29,0.04472,24,-0.2687
ENSG00000168827,GFM1,57,0.20518,42,-0.2872,32,-0.6994,44,-0.2381,49,-0.0306,58,0.26651,72,0.58427,46,-0.1337
ENSG00000118855,MFSD1,24,0.20660,28,0.46513,22,0.11584,12,-0.8941,16,-0.3580,27,0.45522,17,-0.3048,23,0.15038
ENSG00000240207,AC080013.1,2,-2.7898,3,-1.9147,5,-1.3970,21,0.98320,17,0.50078,17,0.60451,17,0.49666,4,-1.5110
ENSG00000180044,C3orf80,10,-3.0190,29,-1.4638,69,-0.1551,106,0.63056,86,0.19863,122,0.92873,67,-0.1996,41,-0.9543
ENSG00000068885,IFT80,44,-0.1984,24,-1.1215,76,0.67793,56,0.21604,61,0.32305,54,0.13445,24,-1.1131,51,0.01503
ENSG00000113810,SMC4,33,1.32512,9,-0.7496,28,1.02469,16,0.14887,9,-0.8197,10,-0.6667,8,-0.8746,10,-0.6428
ENSG00000213186,TRIM59,79,4.07071,0,-8.0241,26,1.31281,1,-3.4056,0,-7.0667,0,-4.6088,0,-6.2511,11,-0.0558
ENSG00000186432,KPNA4,79,-0.4719,95,-0.1942,148,0.52625,125,0.28353,91,-0.2572,116,0.15062,87,-0.3279,88,-0.3060
ENSG00000163590,PPM1L,53,-1.2855,75,-0.7654,170,0.53850,161,0.51228,103,-0.2648,145,0.31557,122,-0.0075,88,-0.5231
ENSG00000169255,B3GALNT1,31,-1.3282,61,-0.2683,91,0.35305,76,0.07017,88,0.30132,92,0.43882,58,-0.3613,64,-0.2063
ENSG00000169251,NMD3,48,0.71101,45,0.59725,27,-0.2244,19,-0.8007,21,-0.5704,29,-0.1294,18,-0.8472,55,0.94329
ENSG00000196542,SPTSSB,1,-4.4166,9,-1.6580,13,-1.0803,17,-0.7493,58,1.28253,55,1.43693,35,0.42584,9,-1.6100
ENSG00000121871,SLITRK3,2,-3.1485,16,-0.3484,19,-0.1309,27,0.50467,15,-0.4392,24,0.32173,21,0.06601,28,0.49511
ENSG00000244128,LINC01322,10,-0.4535,23,0.90602,12,-0.0973,11,-0.3681,9,-0.5567,8,-0.8622,18,0.45978,23,0.90857
ENSG00000169064,ZBBX,1,-4.0192,7,-1.2792,0,-5.4307,27,0.96962,26,0.80245,23,0.62342,27,0.85257,1,-3.3612
ENSG00000114209,PDCD10,53,-0.4366,47,-0.6422,66,-0.0957,90,0.45722,43,-0.7527,68,-0.0656,70,-0.0163,109,0.71564
ENSG00000163536,SERPINI1,169,-2.4120,302,-1.5544,611,-0.4843,1020,0.38119,979,0.26647,1347,0.94199,1039,0.36361,469,-0.8928
ENSG00000173905,GOLIM4,320,2.22557,232,1.56432,63,-0.6067,40,-1.3967,48,-1.0305,28,-1.9496,64,-0.5884,70,-0.4584
ENSG00000085274,MYNN,15,0.11490,17,0.29056,13,-0.1788,20,0.60666,14,-0.0186,12,-0.2901,9,-0.7721,11,-0.3897
ENSG00000008952,SEC62,812,0.63778,585,0.09551,613,0.17221,466,-0.2962,413,-0.4562,458,-0.3246,485,-0.2026,753,0.51086
ENSG00000173889,PHC3,44,0.59363,30,-0.0160,30,0.00145,33,0.14387,23,-0.4599,23,-0.4480,25,-0.2916,39,0.40219
ENSG00000163558,PRKCI,16,-1.2480,43,0.29879,33,-0.1150,63,1.08140,25,-0.5718,33,-0.1553,22,-0.7472,29,-0.3327
ENSG00000136603,SKIL,50,0.10288,46,-0.0282,48,0.05256,56,0.32082,31,-0.6128,41,-0.2393,36,-0.4008,63,0.47440
ENSG00000013297,CLDN11,553,3.67831,2,-5.4982,132,0.55582,6,-4.2127,7,-3.8331,8,-3.7404,10,-3.3046,206,1.33915
ENSG00000013293,SLC7A14,44,-0.8916,42,-0.9861,176,1.36580,76,-0.0496,57,-0.4920,73,-0.1368,45,-0.8542,124,0.74357
ENSG00000163584,RPL22L1,26,-0.4608,60,0.90047,40,0.23102,31,-0.1940,24,-0.5835,24,-0.6542,31,-0.1950,58,0.82253
ENSG00000163577,EIF5A2,14,-1.1637,13,-1.2461,29,-0.0423,24,-0.3916,42,0.55217,41,0.60873,44,0.63312,26,-0.2132
ENSG00000154310,TNIK,88,0.33611,143,1.15932,109,0.67954,44,-0.8390,62,-0.2386,57,-0.3944,35,-1.1193,79,0.15298
ENSG00000144959,NCEH1,10,-3.3446,52,-0.9149,64,-0.6066,160,1.02290,154,0.79949,113,0.32364,64,-0.6149,57,-0.7832
ENSG00000114346,ECT2,6,-0.9525,2,-2.4988,9,-0.4810,16,0.49467,18,0.56948,18,0.72462,9,-0.5381,11,-0.2174
ENSG00000169760,NLGN1,40,0.18606,26,-0.4638,32,-0.1916,49,0.61582,39,0.15075,37,0.04523,21,-0.8162,26,-0.4892
ENSG00000177565,TBL1XR1,104,-0.4144,97,-0.5349,134,-0.0159,185,0.58439,130,-0.0666,146,0.13051,119,-0.2056,111,-0.3246
ENSG00000197584,KCNMB2,2,-2.0507,5,-1.2489,1,-2.7433,25,1.67224,16,0.58396,7,-0.7958,21,1.05879,1,-3.0942
ENSG00000172667,ZMAT3,82,-0.7475,121,-0.1314,171,0.42649,120,-0.1646,150,0.20459,154,0.28135,122,-0.1210,124,-0.0937
ENSG00000121879,PIK3CA,42,0.04304,57,0.54720,42,0.03530,38,-0.1165,39,-0.0689,39,-0.0788,40,-0.0534,34,-0.2750
ENSG00000121864,ZNF639,30,-0.0377,35,0.20739,37,0.29992,38,0.37136,25,-0.3469,26,-0.3010,26,-0.2499,27,-0.1775
ENSG00000171109,MFN1,34,0.29940,13,-1.2120,42,0.65998,29,0.06268,18,-0.6758,40,0.67414,12,-1.2663,23,-0.2916
ENSG00000114450,GNB4,50,0.52598,24,-0.6244,79,1.32998,21,-0.8859,9,-2.0806,28,-0.4068,13,-1.4825,85,1.46598
ENSG00000136522,MRPL47,53,-0.3240,40,-0.7363,39,-0.7759,61,-0.1200,50,-0.4132,78,0.33700,105,0.79080,84,0.42434
ENSG00000136521,NDUFB5,118,-0.8796,188,-0.1579,126,-0.7815,203,-0.0472,260,0.36016,206,-0.0152,279,0.48089,291,0.54596
ENSG00000058056,USP13,27,0.81881,14,-0.3089,16,-0.0663,17,0.07858,19,0.20836,16,-0.0459,16,-0.0657,7,-1.2604
ENSG00000114757,PEX5L,178,-0.1121,70,-1.5421,306,0.78311,244,0.45708,147,-0.4099,184,-0.0647,85,-1.2424,265,0.53983
ENSG00000163728,TTC14,115,0.91312,63,-0.0835,137,1.23066,70,0.11181,44,-0.6466,41,-0.8119,35,-0.9795,45,-0.6003
ENSG00000114416,FXR1,174,0.72914,100,-0.1767,151,0.49504,99,-0.2116,92,-0.3112,90,-0.3804,94,-0.2813,129,0.22501
ENSG00000205981,DNAJC19,50,-1.1069,77,-0.4596,62,-0.8008,122,0.29941,156,0.67836,106,0.05138,106,0.04286,126,0.31610
ENSG00000242808,SOX2-OT,1115,3.21426,81,-1.5264,341,0.72920,52,-2.3290,28,-3.0860,47,-2.4559,62,-1.9316,368,0.85609
ENSG00000181449,SOX2,495,2.22434,451,2.02421,117,-0.3287,56,-1.5678,44,-1.8072,46,-1.8711,54,-1.5180,80,-0.9102
ENSG00000058063,ATP11B,22,0.43227,13,-0.4094,12,-0.4824,24,0.72227,17,0.04364,16,-0.0374,11,-0.5842,9,-0.8228
ENSG00000043093,DCUN1D1,59,-0.0041,54,-0.1557,78,0.43797,60,0.01574,58,-0.0409,55,-0.1393,55,-0.1212,60,0.02917
ENSG00000078070,MCCC1,19,-0.7132,35,0.25542,26,-0.2327,37,0.40185,35,0.25291,27,-0.1839,23,-0.4337,34,0.17487
ENSG00000053524,MCF2L2,14,0.37224,18,0.76292,8,-0.5332,9,-0.4421,10,-0.1515,8,-0.5144,20,0.92059,8,-0.4492
ENSG00000114796,KLHL24,98,1.15151,55,0.18005,84,0.88127,32,-0.7374,38,-0.3828,36,-0.5243,42,-0.2433,38,-0.4028
ENSG00000163872,YEATS2,35,-0.3754,24,-0.9472,57,0.42759,59,0.55494,45,0.04135,46,0.06923,41,-0.1050,28,-0.7016
ENSG00000180834,MAP6D1,110,1.45684,21,-1.2346,52,0.17695,65,0.62734,27,-0.8594,19,-1.5075,26,-0.9015,64,0.50666
ENSG00000175193,PARL,35,-0.1106,50,0.45620,28,-0.4409,44,0.26960,40,0.08176,33,-0.2478,37,-0.0144,33,-0.1865
ENSG00000114770,ABCC5,22,-1.5111,31,-0.9971,59,-0.0131,79,0.53162,73,0.32522,79,0.53345,56,-0.0902,37,-0.7320
ENSG00000145191,EIF2B5,41,-0.1799,55,0.27205,34,-0.4688,48,0.06427,59,0.38475,46,-0.0155,50,0.13423,36,-0.4099
ENSG00000161202,DVL3,44,0.53021,30,-0.0791,33,0.06859,34,0.12960,46,0.61888,25,-0.3980,18,-0.8441,26,-0.2784
ENSG00000161203,AP2M1,259,-1.4038,431,-0.6280,606,-0.0962,689,0.12536,758,0.26512,869,0.56532,730,0.20413,533,-0.2977
ENSG00000161204,ABCF3,21,-0.5865,22,-0.4950,41,0.51555,31,0.05811,49,0.79592,30,0.01149,27,-0.1721,18,-0.7572
ENSG00000145198,VWA5B2,13,-0.8734,13,-0.8268,13,-0.8091,27,0.33017,35,0.68826,26,0.26133,29,0.36921,17,-0.4096
ENSG00000214160,ALG3,6,-0.9390,11,-0.0088,10,-0.1482,11,-0.0364,19,0.91805,12,0.10686,14,0.41323,5,-1.2671
ENSG00000163888,CAMK2N2,23,-1.3595,76,0.47204,46,-0.3423,55,-0.0703,111,1.10862,36,-0.7910,117,1.20509,16,-1.9157
ENSG00000175166,PSMD2,110,-0.6307,149,-0.1590,121,-0.4869,170,0.06375,212,0.41388,194,0.30653,169,0.04371,155,-0.0980
ENSG00000114867,EIF4G1,67,0.01923,66,0.00216,102,0.71334,63,-0.0736,69,0.06496,58,-0.2286,47,-0.5273,67,0.01686
ENSG00000175182,FAM131A,32,-2.3643,116,-0.4532,143,-0.1221,258,0.99524,120,-0.4026,197,0.44690,110,-0.5352,117,-0.4408
ENSG00000163882,POLR2H,27,-1.0499,47,-0.1894,46,-0.2193,50,-0.1281,62,0.23916,72,0.55967,64,0.29385,44,-0.3167
ENSG00000090539,CHRD,7,-2.5393,32,-0.3020,22,-0.8341,58,0.80013,66,0.90234,42,0.15821,48,0.36006,8,-2.3233
ENSG00000182580,EPHB3,6,-0.9395,15,0.34657,11,-0.1520,14,0.23198,12,-0.0889,10,-0.3068,12,-0.0962,18,0.62977
ENSG00000177383,MAGEF1,39,-0.9430,65,-0.1518,77,0.12747,87,0.37631,86,0.30048,71,0.00654,53,-0.4731,76,0.09373
ENSG00000156931,VPS8,38,-0.0544,32,-0.3054,30,-0.4030,41,0.07769,48,0.34342,40,0.05554,37,-0.0594,42,0.13061
ENSG00000187068,C3orf70,42,0.93278,57,1.47133,10,-1.2848,23,-0.0671,9,-1.3921,14,-0.8809,15,-0.6753,31,0.40203
ENSG00000073803,MAP3K13,82,0.16304,124,0.85816,55,-0.4670,53,-0.5615,69,-0.1093,65,-0.2323,80,0.13026,92,0.36491
ENSG00000163900,TMEM41A,22,0.35808,13,-0.4253,17,-0.0649,21,0.31946,16,-0.1201,21,0.33094,17,0.00783,5,-1.7193
ENSG00000163904,SENP2,38,-0.5144,40,-0.4296,63,0.26433,55,0.07767,54,0.01552,58,0.15527,46,-0.2076,63,0.27628
ENSG00000136527,TRA2B,125,0.32623,125,0.32669,99,-0.0503,111,0.15163,97,-0.0872,91,-0.2145,98,-0.0697,75,-0.4861
