Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000163406,SLC15A2,27,-0.4923,3,-3.7322,176,2.88957,2,-3.8012,60,0.87374,2,-4.2706,13,-1.5850,38,0.01384,15,-1.4561
ENSG00000114023,FAM162A,28,-1.4520,42,-0.8492,103,0.56516,88,0.30329,70,-0.0742,35,-1.1240,57,-0.3721,71,-0.0423,118,0.91321
ENSG00000114030,KPNA1,85,-0.0932,197,1.29842,88,-0.0523,51,-0.8912,54,-0.8615,71,-0.3923,154,0.86653,65,-0.5182,89,-0.0321
ENSG00000173175,ADCY5,24,-0.7725,54,0.46479,19,-1.1793,27,-0.6546,60,0.71789,47,0.23360,21,-1.0113,51,0.35221,42,0.05980
ENSG00000206527,HACD2,43,-0.3750,8,-2.8449,41,-0.4522,30,-0.9347,68,0.37493,42,-0.4094,71,0.42036,61,0.17765,86,0.83225
ENSG00000065534,MYLK,151,1.75191,33,-0.7476,96,0.93457,21,-1.4215,64,0.30682,18,-1.6534,19,-1.5697,79,0.60763,25,-1.2740
ENSG00000175455,CCDC14,80,1.43282,3,-3.5952,18,-0.9751,8,-2.1380,9,-2.0143,33,-0.0205,91,1.66867,86,1.56669,18,-1.0494
ENSG00000160145,KALRN,70,-1.4122,96,-0.9431,100,-0.8819,166,-0.0988,127,-0.5626,231,0.43479,315,0.95392,230,0.42936,239,0.55910
ENSG00000163848,ZNF148,94,-0.3108,264,1.40496,126,0.15063,35,-1.7707,92,-0.3674,156,0.49916,170,0.64666,44,-1.4528,92,-0.3753
ENSG00000114520,SNX4,33,-0.1044,3,-3.6121,22,-0.7088,29,-0.2651,29,-0.3326,32,-0.1545,43,0.33295,42,0.30043,61,1.07162
ENSG00000114544,SLC41A3,28,-1.1958,36,-0.8328,65,0.08634,47,-0.4069,52,-0.2665,37,-0.7583,66,0.11438,86,0.54974,102,0.95982
ENSG00000144908,ALDH1L1,24,-1.2043,48,-0.1679,220,2.54223,9,-2.5774,46,-0.2658,14,-1.9694,9,-2.6886,127,1.43304,24,-1.2895
ENSG00000159685,CHCHD6,5,-2.6950,6,-2.6020,29,-0.2712,46,0.42591,28,-0.3723,9,-1.9408,29,-0.2685,65,1.01876,69,1.31851
ENSG00000114554,PLXNA1,9,-1.6172,4,-2.7929,23,-0.2330,13,-1.0698,18,-0.7191,25,-0.1060,52,1.06185,8,-1.8857,65,1.74750
ENSG00000114631,PODXL2,54,-0.8950,15,-2.7343,77,-0.3472,60,-0.7380,146,0.76141,78,-0.3405,128,0.44701,103,0.10075,128,0.51558
ENSG00000114626,ABTB1,14,-1.6199,3,-3.8210,12,-1.8681,44,0.07523,31,-0.5116,25,-0.7823,66,0.73822,75,0.94768,80,1.24528
ENSG00000074416,MGLL,155,-0.3982,93,-1.1681,277,0.52550,203,0.02130,289,0.67807,262,0.43708,148,-0.4681,269,0.47520,107,-1.0338
ENSG00000058262,SEC61A1,36,-0.3415,89,1.14288,58,0.41818,21,-1.1147,53,0.30488,8,-2.5215,14,-1.7383,55,0.34200,51,0.25727
ENSG00000163902,RPN1,10,-2.4424,36,-0.5016,46,-0.1314,12,-2.0789,45,-0.2142,44,-0.2107,70,0.52087,84,0.82316,82,0.89969
ENSG00000075785,RAB7A,107,-0.7815,62,-1.6024,204,0.22094,136,-0.4133,133,-0.5010,129,-0.4958,130,-0.4918,469,1.65259,226,0.43815
ENSG00000177646,ACAD9,9,-1.2361,3,-2.9636,34,0.71602,21,-0.0322,17,-0.4379,9,-1.2782,28,0.38991,43,1.12791,29,0.51272
ENSG00000240682,ISY1,47,0.99100,3,-3.1758,23,-0.1326,11,-1.2120,5,-2.5367,46,0.97431,59,1.41829,23,-0.1656,29,0.20957
ENSG00000169714,CNBP,75,-1.3473,175,-0.0474,264,0.62222,179,-0.0118,192,0.11843,86,-1.1421,144,-0.3468,266,0.63461,203,0.21769
ENSG00000181789,COPG1,7,-2.5957,7,-2.6486,25,-0.7887,50,0.30125,33,-0.3897,24,-0.8193,66,0.75563,53,0.40557,79,1.23568
ENSG00000183624,HMCES,13,-1.3788,41,0.34544,52,0.73424,25,-0.4265,18,-0.9617,25,-0.4379,22,-0.6454,56,0.87038,46,0.60459
ENSG00000184897,H1FX,43,-1.9302,225,0.60791,144,-0.1040,132,-0.2411,145,-0.1022,85,-0.9128,152,-0.0195,245,0.75171,189,0.37065
ENSG00000129071,MBD4,110,1.15049,95,0.89688,38,-0.5769,26,-1.1182,25,-1.2535,50,-0.1411,72,0.43974,67,0.32804,47,-0.2752
ENSG00000163913,IFT122,6,-2.3054,24,-0.3233,30,-0.0123,27,-0.1348,33,0.19640,19,-0.6665,31,0.06833,57,1.05991,33,0.19551
ENSG00000004399,PLXND1,5,-2.2845,3,-3.0580,42,0.97109,9,-1.4557,19,-0.3560,10,-1.2946,22,-0.0936,55,1.42628,37,0.83824
ENSG00000172765,TMCC1,27,-0.8585,64,0.44746,38,-0.3794,44,-0.1255,28,-0.8784,52,0.11709,75,0.73190,65,0.48981,53,0.18006
ENSG00000017260,ATP2C1,40,-1.2450,65,-0.5088,73,-0.3227,54,-0.7850,101,0.21496,85,-0.0816,116,0.40535,83,-0.1243,135,0.75405
ENSG00000198585,NUDT16,79,0.14711,86,0.28623,66,-0.1386,78,0.12905,59,-0.3319,92,0.38721,52,-0.5195,63,-0.2066,79,0.16175
ENSG00000114686,MRPL3,6,-2.8138,114,1.74361,25,-0.7489,41,-0.0119,33,-0.3899,21,-1.0289,43,0.07035,19,-1.2036,59,0.66372
ENSG00000196353,CPNE4,5,-2.8399,3,-3.6069,4,-3.1550,41,0.29099,25,-0.5528,50,0.60499,77,1.34615,53,0.69869,48,0.60075
ENSG00000138246,DNAJC13,63,0.85616,3,-3.4360,21,-0.8614,28,-0.4436,26,-0.6025,57,0.66997,83,1.33781,24,-0.6650,39,0.08626
ENSG00000081307,UBA5,17,-1.3066,25,-0.6744,40,-0.0009,47,0.26539,33,-0.2886,19,-1.1375,49,0.34500,66,0.82981,53,0.53064
ENSG00000144868,TMEM108,8,-2.0816,150,2.84384,14,-1.2539,8,-2.0196,20,-0.8123,7,-2.1655,32,-0.0268,18,-0.8825,39,0.34173
ENSG00000091527,CDV3,97,-0.4782,207,0.73511,145,0.15344,159,0.30364,77,-0.8933,193,0.61736,97,-0.4758,127,-0.0627,135,0.04068
ENSG00000163781,TOPBP1,20,-0.2573,3,-3.0496,13,-0.8941,6,-1.9988,7,-1.8105,29,0.34610,74,2.01199,36,0.72071,30,0.46023
ENSG00000091513,TF,396,4.48679,3,-4.1179,17,-1.6364,9,-2.6386,23,-1.2897,15,-1.8042,47,-0.1588,16,-1.7275,9,-2.6999
ENSG00000144867,SRPRB,12,-1.7186,3,-3.6744,38,0.02374,18,-1.1277,40,0.11781,24,-0.6480,53,0.56213,63,0.87124,59,0.87217
ENSG00000154917,RAB6B,99,-2.3760,542,0.19222,248,-1.0191,490,0.03112,308,-0.7532,386,-0.3438,575,0.28755,703,0.61863,812,0.99822
ENSG00000114019,AMOTL2,79,1.93603,3,-3.1954,24,-0.1318,9,-1.5609,19,-0.5020,33,0.41277,19,-0.4612,22,-0.2209,28,0.13523
ENSG00000129055,ANAPC13,29,-0.9886,3,-4.1056,63,0.21851,105,1.08039,44,-0.3629,71,0.41793,32,-0.8008,63,0.22471,73,0.53343
ENSG00000182923,CEP63,80,0.60550,8,-2.8789,69,0.35938,70,0.38140,43,-0.4194,93,0.85674,103,1.01997,9,-2.7128,44,-0.3766
ENSG00000154928,EPHB1,27,-0.5538,32,-0.2785,79,1.20704,19,-1.0316,53,0.61945,33,-0.2378,34,-0.1607,44,0.23809,22,-0.9127
ENSG00000118007,STAG1,75,1.49970,23,-0.4067,31,0.01935,12,-1.4053,14,-1.2125,47,0.68613,28,-0.1587,52,0.85163,20,-0.7069
ENSG00000114098,ARMC8,12,-1.9430,44,-0.0010,18,-1.3110,50,0.22048,55,0.39957,31,-0.5206,49,0.17953,36,-0.3237,66,0.75786
ENSG00000158186,MRAS,63,-0.7487,12,-3.2029,119,0.24203,121,0.27081,104,0.02301,94,-0.1296,73,-0.5265,182,0.94122,127,0.39158
ENSG00000114107,CEP70,51,1.13179,3,-3.2020,26,0.03757,8,-1.7051,26,0.04798,54,1.21610,36,0.52790,17,-0.6634,18,-0.6252
ENSG00000051382,PIK3CB,28,-1.2301,8,-2.9846,41,-0.6405,53,-0.2528,54,-0.2649,117,1.02676,97,0.71319,73,0.23584,82,0.48628
ENSG00000184432,COPB2,25,-0.7229,43,0.07282,51,0.36465,29,-0.5315,36,-0.1891,30,-0.4673,59,0.59605,43,0.10415,47,0.25847
ENSG00000114115,RBP1,10,-1.8582,36,0.03110,71,1.14695,43,0.32111,53,0.74795,18,-1.0145,11,-1.7775,54,0.67273,20,-0.9474
ENSG00000158258,CLSTN2,44,-1.2081,3,-4.9633,20,-2.3322,63,-0.6652,14,-2.9766,296,1.92679,282,1.82822,91,-0.1075,121,0.39905
ENSG00000114120,SLC25A36,52,-1.1274,12,-3.2429,89,-0.3074,124,0.20937,78,-0.5636,139,0.38764,200,1.00073,170,0.72774,127,0.27724
ENSG00000177311,ZBTB38,130,0.13071,111,-0.1166,109,-0.1557,103,-0.2362,50,-1.4129,252,1.23423,222,1.01615,55,-1.1877,118,-0.0324
ENSG00000155903,RASA2,18,-0.7495,20,-0.6107,26,-0.2033,13,-1.3055,19,-0.7675,58,1.08721,62,1.19017,30,-0.0176,32,0.14467
ENSG00000114125,RNF7,12,-2.1444,56,0.14825,61,0.29450,86,0.84653,38,-0.5133,21,-1.3415,42,-0.3067,76,0.64530,65,0.45692
ENSG00000069849,ATP1B3,54,-0.3838,55,-0.3607,58,-0.2634,45,-0.6470,48,-0.6033,58,-0.2834,75,0.12680,101,0.61967,108,0.83925
ENSG00000114126,TFDP2,92,0.65964,82,0.48457,72,0.26409,65,0.11657,46,-0.4605,67,0.16054,62,0.03555,61,0.00294,37,-0.8142
ENSG00000175066,GK5,38,0.55214,72,1.69292,29,0.15194,8,-1.8513,17,-0.7678,18,-0.6063,51,1.07738,0,-5.0605,21,-0.3722
ENSG00000114127,XRN1,54,1.00178,3,-3.3938,44,0.66183,16,-0.9420,16,-0.9897,57,1.09478,82,1.74530,6,-2.4226,15,-1.1393
ENSG00000144935,TRPC1,1,-4.0881,3,-3.0333,14,-0.7208,17,-0.4296,34,0.73158,17,-0.4766,48,1.23126,13,-0.8493,35,0.78201
ENSG00000163714,U2SURP,608,1.83409,73,-1.6170,168,-0.3487,101,-1.1191,103,-1.1781,284,0.48821,422,1.15801,171,-0.3259,138,-0.7043
ENSG00000175040,CHST2,10,-1.3457,4,-2.4777,6,-1.9490,18,-0.4028,17,-0.5288,53,1.31504,37,0.73535,24,-0.0021,37,0.82690
ENSG00000114698,PLSCR4,65,1.34998,3,-3.3701,100,2.16725,3,-3.0687,47,0.90621,14,-1.1410,12,-1.3438,15,-1.0188,6,-2.2980
ENSG00000163754,GYG1,12,-1.3837,56,0.95404,39,0.34544,16,-1.0145,23,-0.5093,35,0.17851,21,-0.6396,48,0.67470,36,0.22547
ENSG00000071794,HLTF,53,0.15428,4,-3.4454,62,0.40760,32,-0.6083,33,-0.6192,70,0.62100,116,1.49209,19,-1.3792,52,0.13225
ENSG00000114744,COMMD2,25,-0.0983,19,-0.5508,17,-0.6695,26,-0.0678,11,-1.4857,22,-0.3449,36,0.44783,74,1.70351,29,0.09865
ENSG00000082996,RNF13,81,0.68525,25,-1.1635,95,0.95525,20,-1.4868,30,-0.9449,36,-0.5926,52,-0.0470,51,-0.0568,82,0.80918
ENSG00000070087,PFN2,96,-1.9477,434,0.36038,261,-0.4464,596,0.88892,238,-0.6367,220,-0.7040,247,-0.5308,338,-0.0401,573,0.94819
ENSG00000196428,TSC22D2,26,-1.3999,48,-0.4578,42,-0.6803,79,0.31542,79,0.35429,56,-0.2296,70,0.12063,40,-0.7350,98,0.74721
ENSG00000120742,SERP1,69,-0.9910,349,1.67486,200,0.68705,101,-0.4015,121,-0.1418,52,-1.4175,80,-0.7558,127,-0.0523,110,-0.2939
ENSG00000144895,EIF2A,42,-0.1405,20,-1.2694,49,0.10064,44,-0.0759,38,-0.3343,80,0.90719,61,0.43602,33,-0.5303,51,0.18633
ENSG00000198843,SELENOT,45,-1.5880,220,0.88187,136,0.08720,112,-0.2133,99,-0.4373,69,-0.9626,101,-0.3808,162,0.37400,184,0.66800
ENSG00000181788,SIAH2,16,-0.7147,63,1.53605,39,0.68527,21,-0.2675,5,-2.5300,14,-0.9029,29,0.24034,7,-1.8767,39,0.82569
ENSG00000144893,MED12L,40,0.24899,3,-3.6042,22,-0.7013,22,-0.6913,28,-0.3593,71,1.21132,55,0.76542,24,-0.5340,42,0.37589
ENSG00000152601,MBNL1,81,-0.3953,126,0.30731,51,-1.0981,42,-1.3888,81,-0.4360,60,-0.8367,138,0.44811,126,0.31128,180,1.03763
ENSG00000181467,RAP2B,13,-1.0397,51,1.15704,17,-0.5814,27,0.09655,8,-1.8700,11,-1.2096,26,0.01874,25,-0.0292,47,1.16159
ENSG00000114790,ARHGEF26,48,-0.1726,3,-4.2452,116,1.29135,5,-3.4635,145,2.13024,24,-1.2079,21,-1.3900,49,-0.1338,15,-1.9964
ENSG00000174953,DHX36,192,0.50422,89,-0.7062,162,0.23099,93,-0.6441,90,-0.7474,207,0.62884,241,0.88362,66,-1.1664,157,0.20234
ENSG00000169359,SLC33A1,3,-2.8117,11,-1.1748,55,1.29226,24,-0.0622,22,-0.2101,18,-0.5298,48,1.06507,27,0.11163,22,-0.1909
ENSG00000163655,GMPS,38,-0.7418,87,0.55991,67,0.13249,45,-0.4691,52,-0.2795,86,0.54262,69,0.18614,43,-0.5683,68,0.18536
ENSG00000169282,KCNAB1,22,-1.1315,47,-0.0094,31,-0.6229,22,-1.1181,12,-2.1399,77,0.79448,87,1.02011,77,0.80549,64,0.56774
ENSG00000114850,SSR3,38,-0.8508,16,-2.1408,114,0.86569,50,-0.4595,91,0.56787,73,0.13093,36,-0.9403,68,0.03172,79,0.29826
ENSG00000163660,CCNL1,180,2.81669,12,-1.7534,21,-0.9776,17,-1.3020,19,-1.1830,24,-0.7737,65,0.81630,11,-1.8704,32,-0.3347
ENSG00000174891,RSRC1,148,0.61281,28,-1.9207,99,-0.0332,97,-0.0798,67,-0.7066,205,1.16216,152,0.64902,30,-1.8266,112,0.17420
ENSG00000168827,GFM1,21,-0.8975,3,-3.7369,64,0.87054,50,0.45555,39,0.06169,42,0.17949,48,0.38107,32,-0.2367,38,0.01142
ENSG00000180044,C3orf80,0,-7.1970,3,-3.6484,19,-0.9583,23,-0.6382,24,-0.6172,21,-0.7621,59,0.83788,51,0.60004,81,1.68416
ENSG00000068885,IFT80,23,-0.6452,5,-2.8683,33,-0.0991,26,-0.4596,35,-0.0115,16,-1.1954,60,0.84615,65,0.97051,46,0.46335
ENSG00000186432,KPNA4,78,-0.3713,60,-0.7762,92,-0.1280,54,-0.9458,89,-0.1948,118,0.27016,120,0.30129,112,0.19124,141,0.64220
ENSG00000163590,PPM1L,30,-1.9212,98,-0.1671,133,0.32024,80,-0.4834,66,-0.8499,134,0.33690,187,0.88349,60,-0.9139,172,0.85501
ENSG00000169255,B3GALNT1,14,-1.8997,103,1.21217,26,-0.9681,35,-0.5538,18,-1.6455,36,-0.4887,80,0.78374,84,0.84919,66,0.51504
ENSG00000169251,NMD3,31,-0.0140,4,-2.9620,41,0.43756,28,-0.1742,37,0.29857,34,0.12908,34,0.15153,63,1.15828,17,-0.9861
ENSG00000196542,SPTSSB,5,-2.6676,62,1.16825,17,-0.8604,46,0.66497,6,-2.3739,40,0.46191,17,-0.9011,51,0.84122,41,0.56191
ENSG00000244128,LINC01322,18,-1.4225,61,0.49022,51,0.20465,65,0.58065,58,0.45239,63,0.53925,52,0.23193,36,-0.3552,17,-1.5666
ENSG00000114209,PDCD10,14,-1.4173,24,-0.6672,46,0.35425,21,-0.8715,25,-0.6012,43,0.26847,51,0.54526,56,0.67909,48,0.49801
ENSG00000163536,SERPINI1,78,-2.3672,108,-1.9026,203,-0.9598,404,0.11032,163,-1.3823,310,-0.3084,535,0.56573,568,0.66403,809,1.52238
ENSG00000173905,GOLIM4,334,1.08423,66,-1.4688,388,1.35026,112,-0.6764,264,0.78053,230,0.45243,89,-1.0227,70,-1.3910,45,-2.1436
ENSG00000008952,SEC62,1234,0.75921,367,-1.1501,704,-0.1499,931,0.29523,810,0.07965,1128,0.60941,765,-0.0200,643,-0.2922,564,-0.5428
ENSG00000173889,PHC3,23,-0.2784,3,-3.3260,48,0.88033,9,-1.6802,40,0.62330,29,0.02601,31,0.16394,34,0.29685,26,-0.1109
ENSG00000163558,PRKCI,17,-1.5221,45,-0.0472,25,-0.9177,29,-0.7307,16,-1.6572,64,0.52046,80,0.88789,33,-0.5140,91,1.32827
ENSG00000136603,SKIL,60,-0.0715,60,-0.0670,47,-0.4457,14,-2.2289,36,-0.9341,128,1.18352,123,1.11543,20,-1.6924,82,0.50157
ENSG00000013293,SLC7A14,25,-1.1362,9,-2.5629,36,-0.5853,34,-0.6549,23,-1.3541,100,1.04986,107,1.17559,83,0.74219,69,0.49570
ENSG00000163577,EIF5A2,10,-1.2245,19,-0.3231,19,-0.3426,27,0.21371,12,-1.0596,26,0.15839,31,0.45848,37,0.72548,32,0.57341
ENSG00000154310,TNIK,228,0.54177,147,-0.1634,291,0.94958,86,-0.9812,215,0.50140,219,0.47005,123,-0.4432,105,-0.6892,83,-1.1158
ENSG00000144959,NCEH1,10,-3.2527,39,-1.2164,41,-1.1684,72,-0.3059,56,-0.7580,102,0.25072,127,0.60510,96,0.14444,182,1.44466
ENSG00000169760,NLGN1,12,-1.7174,3,-3.7017,59,0.75706,20,-0.9395,19,-1.0549,64,0.89744,63,0.87068,43,0.23851,52,0.62298
ENSG00000177565,TBL1XR1,84,-0.7701,48,-1.5924,126,-0.1404,123,-0.1842,126,-0.1629,206,0.65110,202,0.61776,129,-0.1029,174,0.41764
ENSG00000172667,ZMAT3,90,-1.1474,222,0.24838,218,0.22320,234,0.33195,156,-0.3427,182,-0.0656,178,-0.1007,210,0.15616,222,0.27944
ENSG00000121879,PIK3CA,38,-0.7826,34,-0.9499,84,0.48125,39,-0.7354,71,0.22097,53,-0.2608,93,0.64478,84,0.47332,61,-0.0489
ENSG00000121864,ZNF639,21,-1.0346,162,2.44499,24,-0.8550,41,-0.0186,20,-1.1703,42,0.00865,19,-1.1866,55,0.43960,26,-0.7615
ENSG00000114450,GNB4,12,-1.0554,3,-3.1600,5,-2.3192,15,-0.8062,28,0.19340,66,1.63753,61,1.49530,18,-0.5381,20,-0.3896
ENSG00000136522,MRPL47,23,-0.8441,93,1.41522,62,0.72183,69,0.89235,19,-1.1695,20,-1.0266,32,-0.3544,9,-2.1716,45,0.23744
ENSG00000136521,NDUFB5,46,-1.1639,56,-0.8662,183,1.01405,86,-0.2127,87,-0.2178,97,-0.0200,71,-0.5047,94,-0.0686,138,0.62119
ENSG00000114757,PEX5L,93,-1.0143,133,-0.4645,127,-0.5355,115,-0.6914,72,-1.4872,261,0.60659,339,1.04555,121,-0.6140,321,1.11148
ENSG00000163728,TTC14,226,1.55091,61,-0.5991,29,-1.7255,51,-0.8822,80,-0.2073,36,-1.3976,266,1.86798,37,-1.3642,63,-0.5998
ENSG00000114416,FXR1,208,0.76100,59,-1.2014,190,0.61316,100,-0.4042,79,-0.8382,165,0.37698,195,0.65179,75,-0.8594,141,0.14264
ENSG00000205981,DNAJC19,19,-1.7354,214,2.19149,79,0.40269,64,0.06521,39,-0.7676,22,-1.5357,33,-0.9551,34,-0.9058,67,0.14545
ENSG00000242808,SOX2-OT,545,2.65182,26,-2.3989,180,0.54605,98,-0.4161,131,0.04394,86,-0.6140,51,-1.3907,80,-0.7295,40,-1.8781
ENSG00000181449,SOX2,504,1.31143,21,-3.5754,748,2.06532,30,-3.0308,380,0.94789,114,-1.0851,84,-1.5431,190,-0.2995,41,-2.7339
ENSG00000043093,DCUN1D1,48,-0.2441,3,-4.3181,66,0.26699,42,-0.4550,53,-0.0862,71,0.37517,56,0.00916,104,1.00722,60,0.12498
ENSG00000078070,MCCC1,28,-0.0492,97,2.15096,34,0.25857,20,-0.5653,11,-1.5315,24,-0.2349,26,-0.1590,16,-0.8716,23,-0.3273
ENSG00000053524,MCF2L2,42,0.38838,3,-3.3033,52,0.74360,33,0.04034,50,0.80054,51,0.71420,32,-0.0088,14,-1.2679,15,-1.2160
ENSG00000114796,KLHL24,104,0.66355,112,0.78813,85,0.33617,25,-1.5612,64,-0.1393,44,-0.6931,78,0.18451,72,0.06616,56,-0.3531
ENSG00000163872,YEATS2,28,-0.5935,39,-0.0488,33,-0.3095,40,-0.0309,26,-0.7450,29,-0.5369,62,0.68948,37,-0.1600,64,0.83098
ENSG00000180834,MAP6D1,17,-0.3716,6,-1.9113,6,-1.9899,9,-1.3109,26,0.29563,6,-1.8961,19,-0.2385,17,-0.4285,55,1.88794
ENSG00000175193,PARL,23,-0.3199,4,-2.7205,44,0.74546,31,0.18124,20,-0.5606,48,0.88408,23,-0.2994,39,0.51846,27,-0.0345
ENSG00000114770,ABCC5,45,-0.3222,6,-3.1419,27,-1.0686,23,-1.3546,34,-0.7944,54,-0.0466,97,0.92408,95,0.87544,96,1.05090
ENSG00000145191,EIF2B5,14,-1.3064,93,1.74465,45,0.45865,32,-0.0532,12,-1.6123,26,-0.3869,26,-0.3819,8,-2.1104,50,0.72552
ENSG00000161202,DVL3,25,-0.4032,3,-3.2677,57,0.92184,23,-0.5488,29,-0.2238,18,-0.8640,17,-0.9476,52,0.76173,52,0.87788
ENSG00000161203,AP2M1,69,-2.5575,418,0.15689,240,-0.7075,383,0.01704,222,-0.8998,199,-0.9904,367,-0.0492,657,0.90477,695,1.16923
ENSG00000161204,ABCF3,7,-1.8354,15,-0.8358,13,-1.0008,7,-1.8126,11,-1.2969,7,-1.8116,20,-0.3339,93,2.29001,47,1.16022
ENSG00000163888,CAMK2N2,19,-1.7631,118,1.04247,34,-0.9562,55,-0.2153,71,0.21520,50,-0.3491,23,-1.5243,150,1.46318,50,-0.3936
ENSG00000175166,PSMD2,69,-1.0767,170,0.30769,143,0.03403,164,0.25820,72,-1.0947,151,0.11784,153,0.14131,225,0.77758,159,0.23297
ENSG00000114867,EIF4G1,102,0.06944,26,-1.9801,144,0.61862,55,-0.9008,88,-0.1858,164,0.83399,161,0.80583,52,-0.9717,99,0.02420
ENSG00000175182,FAM131A,22,-2.2832,46,-1.1803,46,-1.1793,88,-0.1921,60,-0.8506,62,-0.7300,140,0.55888,176,0.94125,196,1.33220
ENSG00000163882,POLR2H,26,-0.1669,10,-1.6191,24,-0.2859,21,-0.5055,13,-1.2339,29,0.01167,19,-0.6090,68,1.45639,46,0.88038
ENSG00000177383,MAGEF1,9,-2.8190,127,1.26856,73,0.32297,64,0.13369,52,-0.2331,33,-0.8757,35,-0.8058,57,-0.0634,75,0.42432
ENSG00000156931,VPS8,21,-0.3272,3,-3.1963,17,-0.6624,28,0.15983,17,-0.6671,27,0.07939,37,0.58043,43,0.81290,37,0.64316
ENSG00000187068,C3orf70,17,-0.8793,24,-0.3210,30,0.03604,19,-0.6654,59,1.32849,18,-0.7675,15,-0.9819,27,-0.1206,29,-0.0578
ENSG00000073803,MAP3K13,72,-0.6906,166,0.63144,113,0.00038,101,-0.1695,111,-0.0255,131,0.24572,124,0.15809,125,0.16203,92,-0.3469
ENSG00000163904,SENP2,46,-0.4888,43,-0.5895,52,-0.3134,67,0.08606,66,0.08878,85,0.47205,82,0.42129,47,-0.4555,70,0.18520
ENSG00000136527,TRA2B,111,0.45643,53,-0.7063,53,-0.7196,58,-0.5627,109,0.48156,52,-0.7368,120,0.57466,106,0.36989,75,-0.1855
ENSG00000244405,ETV5,14,-2.6965,149,0.91557,77,-0.1624,54,-0.6939,64,-0.4831,48,-0.8715,116,0.49303,185,1.29175,83,-0.0489
ENSG00000058866,DGKG,15,-1.0010,23,-0.3459,47,0.77607,3,-3.3359,37,0.41521,25,-0.2627,49,0.84682,30,0.04345,28,-0.0966
ENSG00000156976,EIF4A2,102,-2.4617,597,0.21771,438,-0.2719,686,0.44205,295,-0.9552,437,-0.2769,497,-0.0741,576,0.15782,906,1.05401
ENSG00000113916,BCL6,36,-0.3826,122,1.64193,64,0.51461,37,-0.3332,29,-0.7982,18,-1.4495,26,-0.8684,24,-0.9974,62,0.53928
ENSG00000145012,LPP,143,0.88300,222,1.66959,121,0.59674,20,-2.1573,73,-0.2219,39,-1.1447,44,-0.9698,139,0.82896,21,-2.1742
ENSG00000152492,CCDC50,90,1.10110,31,-0.6294,82,0.93086,31,-0.6223,43,-0.1282,57,0.34738,51,0.16788,26,-0.8767,27,-0.8901
ENSG00000114279,FGF12,57,-2.5746,403,0.39225,274,-0.2240,415,0.43778,161,-1.1149,418,0.44932,462,0.61555,309,-0.0340,407,0.46141
ENSG00000127249,ATP13A4,18,-1.0319,76,1.22345,134,2.32439,2,-4.0053,40,0.17988,1,-4.8034,10,-1.8646,51,0.54789,13,-1.6712
ENSG00000198836,OPA1,66,-1.0087,68,-0.9766,98,-0.4084,118,-0.1291,98,-0.4467,157,0.32998,171,0.47447,156,0.32042,187,0.70267
ENSG00000114315,HES1,38,0.30269,3,-3.4985,123,2.43007,5,-2.7651,44,0.58533,21,-0.6638,16,-1.0154,39,0.34330,8,-2.1526
ENSG00000133657,ATP13A3,33,0.13949,4,-2.7869,17,-0.8271,14,-1.1828,31,0.07142,45,0.64806,49,0.79145,19,-0.6638,43,0.65534
ENSG00000041802,LSG1,34,0.66013,14,-0.7546,24,0.12781,11,-1.0371,13,-0.8834,31,0.52056,43,1.07387,1,-4.0002,31,0.58147
ENSG00000114331,ACAP2,59,0.24332,4,-3.6403,115,1.35936,27,-0.9919,28,-0.9664,66,0.41791,95,1.02899,52,0.02836,42,-0.3083
ENSG00000184203,PPP1R2,30,-1.0796,3,-4.1416,59,-0.0417,81,0.46202,41,-0.6472,50,-0.3060,64,0.07486,130,1.26179,84,0.59863
ENSG00000189058,APOD,299,0.92778,72,-1.3199,164,-0.0492,85,-1.0663,208,0.36725,58,-1.6260,87,-1.0338,528,1.97873,79,-1.2674
ENSG00000061938,TNK2,48,-0.6449,60,-0.3028,72,-0.0330,43,-0.8369,104,0.63240,51,-0.5782,59,-0.3406,84,0.22059,92,0.39655
ENSG00000072274,TFRC,13,-1.9132,5,-3.1206,79,0.83797,40,-0.2584,79,0.95676,26,-0.9045,47,-0.0044,68,0.58010,42,-0.2094
ENSG00000161217,PCYT1A,61,0.82318,95,1.58966,29,-0.3609,15,-1.3748,13,-1.6611,51,0.52034,65,0.92500,4,-3.1833,30,-0.3621
ENSG00000213123,TCTEX1D2,4,-2.6837,9,-1.4446,30,0.36909,59,1.48174,11,-1.2379,6,-1.9710,36,0.66086,46,1.05393,26,0.14384
ENSG00000163960,UBXN7,91,0.64147,5,-3.7375,56,-0.1342,40,-0.6625,40,-0.7189,87,0.56922,101,0.81968,100,0.80004,57,-0.1359
ENSG00000163961,RNF168,125,0.97982,5,-3.8720,47,-0.5826,77,0.17344,81,0.28481,127,1.00728,93,0.48317,12,-2.5481,55,-0.3936
