Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000124374,PAIP2B,23,-0.6470,28,-0.2297,20,-0.6820,13,-1.3238,87,1.71270,51,0.77826
ENSG00000075292,ZNF638,253,-0.2595,341,0.37569,411,0.59767,90,-1.7575,350,0.33524,242,-0.2532
ENSG00000003137,CYP26B1,9,-1.0241,26,1.30610,2,-2.6822,1,-3.3397,42,1.75676,3,-2.1641
ENSG00000144036,EXOC6B,54,-0.0631,63,0.26449,50,-0.1506,44,-0.3544,50,-0.1714,60,0.13806
ENSG00000135638,EMX1,24,0.38233,24,0.27750,8,-1.3488,20,-0.0664,23,0.18501,7,-1.5241
ENSG00000144040,SFXN5,110,-0.7539,97,-0.8998,194,0.32385,357,1.35931,227,0.58116,234,0.62985
ENSG00000135631,RAB11FIP5,38,0.39781,35,0.16332,13,-1.3746,21,-0.6138,24,-0.4085,37,0.24894
ENSG00000272702,AC010913.1,15,0.43250,9,-0.6756,7,-0.8622,18,0.55413,11,-0.1985,16,0.36564
ENSG00000135632,SMYD5,17,0.22623,18,0.28044,5,-1.4974,22,0.59750,11,-0.4457,9,-0.8547
ENSG00000135617,PRADC1,31,1.02547,10,-1.1764,15,-0.5257,30,0.60769,15,-0.5027,13,-0.7298
ENSG00000135624,CCT7,128,1.00230,59,-0.7292,37,-1.3072,136,0.72981,56,-0.6749,40,-1.1985
ENSG00000163013,FBXO41,71,0.07864,56,-0.3727,66,-0.0580,68,-0.0221,55,-0.3438,112,0.80525
ENSG00000116127,ALMS1,14,-1.1527,25,-0.0869,86,2.06021,6,-2.1787,36,0.50272,27,0.06280
ENSG00000144034,TPRKB,15,-0.0698,17,0.16261,18,0.21120,26,0.85594,4,-1.9949,12,-0.4020
ENSG00000124356,STAMBP,35,-0.1250,32,-0.2445,58,0.73633,33,-0.1563,30,-0.3139,47,0.39410
ENSG00000114956,DGUOK,51,0.37802,50,0.30029,11,-2.0739,47,0.13221,38,-0.2176,27,-0.7318
ENSG00000163170,BOLA3,68,0.97259,27,-0.9586,17,-1.5252,36,-0.3833,39,-0.2801,66,0.56383
ENSG00000225439,BOLA3-AS1,26,0.66855,19,-0.0572,11,-0.8155,19,-0.0679,8,-1.2796,17,-0.2274
ENSG00000114978,MOB1A,15,-0.5355,17,-0.3009,30,0.71940,29,0.66314,25,0.38652,19,-0.0126
ENSG00000204843,DCTN1,304,0.56278,252,0.09154,127,-0.9884,145,-0.7930,207,-0.2369,202,-0.2814
ENSG00000005448,WDR54,40,1.40775,26,0.18037,3,-3.1133,9,-1.5046,6,-1.9736,7,-1.7472
ENSG00000115274,INO80B,27,-0.3473,32,0.04631,66,1.23283,16,-1.0057,27,-0.2171,32,0.05251
ENSG00000239779,WBP1,33,-0.4606,33,-0.4084,49,0.29805,71,0.90618,51,0.36626,47,0.22740
ENSG00000115289,PCGF1,15,0.33071,18,0.66722,1,-3.3820,17,0.41188,10,-0.3930,1,-3.1781
ENSG00000115307,AUP1,42,0.48989,32,-0.1330,18,-1.0308,55,0.74839,20,-0.8402,21,-0.7375
ENSG00000115317,HTRA2,28,0.47141,19,-0.3569,12,-0.9278,30,0.42660,29,0.35436,12,-0.9354
ENSG00000135622,SEMA4F,25,0.89061,20,0.27331,3,-2.3231,19,0.11755,3,-2.4194,7,-1.3443
ENSG00000115350,POLE4,45,0.32066,27,-0.6879,38,-0.0609,43,0.15150,38,-0.0417,51,0.42996
ENSG00000115364,MRPL19,43,0.40994,38,0.07921,50,0.50882,9,-1.9810,24,-0.6095,29,-0.3255
ENSG00000005436,GCFC2,15,0.03167,15,0.13245,18,0.38200,13,-0.1591,17,0.28457,5,-1.5113
ENSG00000176204,LRRTM4,98,1.64855,54,-0.0466,10,-2.5755,18,-1.6750,10,-2.5205,17,-1.8024
ENSG00000066032,CTNNA2,254,-0.0119,219,-0.2926,257,0.00919,408,0.76573,223,-0.2147,246,-0.0553
ENSG00000162951,LRRTM1,31,0.99521,21,0.05708,2,-3.0061,23,0.13862,8,-1.3805,8,-1.3244
ENSG00000163541,SUCLG1,123,0.71831,76,-0.3619,78,-0.2599,101,0.13283,74,-0.3378,41,-1.2502
ENSG00000034510,TMSB10,1949,1.00801,1056,-0.4341,847,-0.6965,1283,-0.0519,640,-1.1219,845,-0.6995
ENSG00000176407,KCMF1,63,0.03656,66,0.12169,50,-0.3274,67,0.12600,68,0.14434,47,-0.4326
ENSG00000152291,TGOLN2,229,0.72239,171,-0.0035,145,-0.2696,111,-0.6720,110,-0.6883,91,-0.9755
ENSG00000042445,RETSAT,20,-0.2166,21,-0.0793,17,-0.4172,45,1.16291,17,-0.4190,21,-0.0843
ENSG00000042493,CAPG,9,-0.9699,3,-2.4648,43,1.73711,47,1.91389,7,-1.1309,25,0.74066
ENSG00000168906,MAT2A,57,-0.0175,44,-0.4815,96,0.83214,96,0.83253,63,0.14749,16,-1.9365
ENSG00000115486,GGCX,21,0.15750,13,-0.7622,30,0.65885,30,0.66143,25,0.33350,10,-1.0903
ENSG00000168899,VAMP5,13,-1.1006,12,-1.1886,57,1.54958,65,1.79338,19,-0.3083,22,-0.0203
ENSG00000168894,RNF181,68,1.26324,18,-1.4714,25,-0.8322,77,0.96547,12,-1.9078,28,-0.6470
ENSG00000168883,USP39,20,0.54385,12,-0.5091,11,-0.6230,28,0.84644,15,-0.0722,6,-1.3894
ENSG00000115525,ST3GAL5,111,0.90779,62,-0.4413,52,-0.6232,88,0.18968,41,-0.9897,47,-0.7830
ENSG00000068654,POLR1A,19,0.34381,17,0.14935,24,0.61917,10,-0.7593,12,-0.4760,5,-1.6979
ENSG00000132300,PTCD3,61,0.06299,51,-0.2878,81,0.49485,70,0.27500,67,0.18901,37,-0.7150
ENSG00000132305,IMMT,114,0.44615,100,0.11248,95,0.00625,74,-0.3843,64,-0.6042,52,-0.9365
ENSG00000132313,MRPL35,66,0.51697,55,0.07661,14,-1.9914,59,0.17021,56,0.10066,26,-1.1110
ENSG00000068615,REEP1,81,0.01638,135,1.18388,24,-1.8001,41,-1.0185,50,-0.7146,36,-1.2144
ENSG00000115548,KDM3A,31,-0.2237,34,-0.0059,79,1.37260,9,-1.9651,45,0.42923,19,-0.9195
ENSG00000115561,CHMP3,420,0.56786,314,-0.1160,322,-0.0537,214,-0.6909,190,-0.8671,316,-0.0849
ENSG00000239305,RNF103,51,0.47398,42,-0.0036,52,0.33251,48,0.22310,23,-0.9401,9,-2.3385
ENSG00000153561,RMND5A,59,0.13644,61,0.17947,31,-0.8934,70,0.37619,69,0.33824,23,-1.3429
ENSG00000172086,KRCC1,30,-0.2928,24,-0.6645,70,1.19843,16,-1.1327,48,0.56382,49,0.59891
ENSG00000172005,MAL,74,0.94044,11,-2.5844,87,0.86123,76,0.64779,46,-0.1723,26,-1.0064
ENSG00000144029,MRPS5,82,0.19775,92,0.39513,52,-0.5789,51,-0.6164,75,-0.0120,49,-0.6575
ENSG00000115041,KCNIP3,20,-0.1597,22,0.03812,10,-1.1618,23,0.10941,34,0.75577,23,0.13535
ENSG00000115042,FAHD2A,29,0.31994,22,-0.2407,30,0.26023,30,0.28313,24,-0.0743,11,-1.2413
ENSG00000232931,LINC00342,18,-1.8288,65,0.59719,167,2.15654,6,-3.1391,76,0.71988,20,-1.3212
ENSG00000174501,ANKRD36C,45,-2.3124,207,0.54969,499,1.98908,30,-2.4846,323,1.17051,100,-0.7267
ENSG00000084090,STARD7,183,0.61131,109,-0.5148,124,-0.2247,211,0.63212,84,-0.8233,93,-0.6600
ENSG00000135956,TMEM127,52,0.12187,68,0.66715,41,-0.3087,30,-0.7663,36,-0.4821,25,-1.0414
ENSG00000144021,CIAO1,138,0.47708,112,-0.0177,75,-0.6306,100,-0.1934,106,-0.1066,75,-0.6320
ENSG00000144028,SNRNP200,69,0.26306,50,-0.4164,88,0.56584,67,0.11711,55,-0.1827,45,-0.4982
ENSG00000114982,KANSL3,32,0.61604,23,-0.1913,16,-0.6328,25,-0.0213,17,-0.5394,19,-0.3827
ENSG00000213337,ANKRD39,27,0.86457,18,-0.1028,10,-1.0393,8,-1.2649,11,-0.7703,19,-0.0240
ENSG00000144199,FAHD2B,23,0.58125,9,-1.1897,31,0.83516,32,0.89964,10,-0.8540,7,-1.3853
ENSG00000135976,ANKRD36,39,-1.7184,142,0.83063,229,1.44614,16,-2.6873,168,0.89847,70,-0.5146
ENSG00000230606,AC092683.1,13,-2.1741,91,1.77581,85,1.08002,5,-3.1705,47,0.11770,20,-1.1880
ENSG00000196912,ANKRD36B,5,-2.8009,38,0.99236,64,1.66002,3,-3.0355,51,1.27011,13,-0.9125
ENSG00000135940,COX5B,727,0.53429,458,-0.4610,324,-0.9089,874,0.65678,439,-0.4443,500,-0.2439
ENSG00000115073,ACTR1B,69,0.33843,67,0.23410,32,-0.9419,50,-0.2777,56,-0.0917,41,-0.5724
ENSG00000075568,TMEM131,70,0.21723,64,0.00247,106,0.83392,28,-1.2619,67,0.06917,29,-1.2067
ENSG00000040933,INPP4A,80,0.60372,58,-0.1553,40,-0.6691,86,0.51651,38,-0.7779,30,-1.1228
ENSG00000183513,COA5,55,0.24639,50,0.01874,35,-0.5627,54,0.12535,41,-0.2872,45,-0.1401
ENSG00000115446,UNC50,32,0.88958,9,-1.5176,25,0.15175,36,0.74196,22,-0.0071,9,-1.4134
ENSG00000071073,MGAT4A,47,0.47964,45,0.33834,22,-0.8690,23,-0.7953,36,-0.1217,18,-1.1073
ENSG00000196872,KIAA1211L,237,1.24900,135,-0.1947,51,-1.6224,90,-0.7881,57,-1.4715,92,-0.7461
ENSG00000135951,TSGA10,16,-0.3632,27,0.66257,22,0.16524,6,-1.6125,23,0.27262,17,-0.2086
ENSG00000158411,MITD1,24,0.25273,23,0.15111,28,0.38995,14,-0.6579,16,-0.4198,13,-0.7548
ENSG00000185414,MRPL30,40,0.27957,40,0.23345,22,-0.7274,37,0.03233,30,-0.2570,23,-0.7122
ENSG00000115514,TXNDC9,27,0.70361,19,-0.1573,23,0.21083,18,-0.1748,7,-1.5184,10,-1.0040
ENSG00000158417,EIF5B,416,-0.1688,499,0.21467,705,0.73539,245,-0.9379,390,-0.2219,437,-0.0429
ENSG00000135945,REV1,42,-0.0422,40,-0.1534,90,1.22018,14,-1.6383,42,-0.0374,39,-0.1609
ENSG00000144218,AFF3,52,0.24721,49,0.08490,23,-1.0607,48,0.04218,39,-0.2922,50,0.09846
ENSG00000170500,LONRF2,160,0.27126,181,0.49765,64,-1.2311,95,-0.6240,122,-0.2471,104,-0.4970
ENSG00000115526,CHST10,22,-0.4454,30,0.20704,47,0.89076,30,0.15220,29,0.09555,15,-0.9460
ENSG00000115539,PDCL3,21,-0.3629,31,0.47111,27,0.13627,7,-1.9538,28,0.19928,34,0.49020
ENSG00000170485,NPAS2,43,0.35466,34,-0.1143,24,-0.6329,37,0.02127,36,-0.0067,31,-0.2557
ENSG00000071082,RPL31,765,-0.1053,537,-0.7485,810,0.01553,1341,0.84082,727,-0.1549,1275,0.75625
ENSG00000158435,CNOT11,22,0.93202,18,0.38897,5,-1.7076,11,-0.4560,3,-2.1364,4,-1.7337
ENSG00000163162,RNF149,23,0.21855,19,-0.1703,33,0.73782,13,-0.7086,27,0.41991,7,-1.5921
ENSG00000175874,CREG2,819,0.85609,755,0.53340,177,-1.8222,192,-1.6969,229,-1.4371,301,-1.0291
ENSG00000071054,MAP4K4,103,-0.5854,94,-0.6833,244,0.96084,130,-0.0753,202,0.64454,225,0.82039
ENSG00000233639,PANTR1,28,-0.0827,23,-0.4529,41,0.55305,39,0.47650,26,-0.1530,33,0.18192
ENSG00000198914,POU3F3,63,-0.5350,45,-1.0508,137,0.85962,144,0.95144,89,0.15078,132,0.80071
ENSG00000135972,MRPS9,37,0.48643,30,-0.0285,34,0.16808,21,-0.5444,21,-0.6022,20,-0.6582
ENSG00000135966,TGFBRAP1,27,0.62750,20,-0.0376,19,-0.1783,16,-0.3976,18,-0.2073,7,-1.5932
ENSG00000135974,C2orf49,48,-0.2033,51,-0.0440,104,1.13469,39,-0.4651,49,-0.1093,40,-0.4280
ENSG00000115641,FHL2,33,1.83482,12,-0.6469,7,-1.4332,7,-1.2611,2,-2.7295,8,-1.0757
ENSG00000071051,NCK2,61,0.40361,59,0.28098,36,-0.5375,55,0.10518,20,-1.3892,32,-0.6956
ENSG00000115652,UXS1,37,0.03426,41,0.25110,58,0.75148,13,-1.5609,23,-0.7236,35,-0.0461
ENSG00000144057,ST6GAL2,8,-1.4171,27,1.14059,8,-1.1133,20,0.32549,28,0.85334,11,-0.5824
ENSG00000135968,GCC2,614,-0.3847,1179,1.05539,646,-0.1995,213,-1.8795,786,0.11044,432,-0.8210
ENSG00000169756,LIMS1,22,-0.3920,12,-1.3187,79,1.87653,27,0.01118,35,0.45440,25,-0.1002
ENSG00000153201,RANBP2,181,0.30990,203,0.51745,139,-0.2037,72,-1.2035,89,-0.8928,111,-0.5616
ENSG00000172985,SH3RF3,15,0.20215,8,-1.0336,26,1.01313,16,0.19023,15,0.13549,12,-0.2169
ENSG00000144061,NPHP1,14,-0.0537,12,-0.3279,38,1.61351,7,-0.9944,13,-0.1588,8,-0.9077
ENSG00000175701,MTLN,111,1.03592,43,-0.9935,43,-0.8678,124,0.82598,40,-0.9553,41,-0.9136
ENSG00000175772,LINC01106,16,-0.0692,24,0.78896,5,-1.8034,2,-2.8836,29,0.87506,10,-0.6993
ENSG00000153107,ANAPC1,35,0.85913,23,-0.1654,4,-2.6744,19,-0.4410,22,-0.2126,21,-0.2619
ENSG00000144161,ZC3H8,65,0.12930,74,0.40453,82,0.47859,29,-1.1397,33,-0.9194,45,-0.4608
ENSG00000188177,ZC3H6,133,-0.5108,158,-0.1300,294,0.90860,110,-0.6660,238,0.55476,210,0.35108
ENSG00000114999,TTL,126,0.83866,81,-0.2273,38,-1.3466,79,-0.2182,49,-0.9433,85,-0.0963
ENSG00000125611,CHCHD5,30,0.59163,8,-1.8261,14,-0.7557,56,1.46025,21,-0.1553,23,-0.0590
ENSG00000144136,SLC20A1,58,0.00064,76,0.54693,49,-0.2668,47,-0.3255,53,-0.1489,31,-0.9585
ENSG00000115084,SLC35F5,18,-0.2257,14,-0.6812,53,1.62963,28,0.50304,23,0.23056,3,-2.5517
ENSG00000115091,ACTR3,103,0.31333,95,0.09817,44,-1.1009,86,-0.0840,91,0.01533,75,-0.2859
ENSG00000175497,DPP10,90,0.57809,64,-0.1979,77,0.12759,70,-0.0192,33,-1.1551,48,-0.5972
ENSG00000235026,DPP10-AS1,26,0.80068,15,-0.4161,2,-2.8590,24,0.42909,4,-2.1358,26,0.54425
ENSG00000088205,DDX18,115,0.11569,106,-0.0719,181,0.81929,74,-0.6049,98,-0.1717,74,-0.6111
ENSG00000125633,CCDC93,15,-0.7437,29,0.55757,52,1.38786,4,-2.3087,30,0.46062,10,-1.1978
ENSG00000125629,INSIG2,32,0.21412,34,0.29436,14,-1.1123,32,0.14454,34,0.23902,12,-1.3777
ENSG00000144119,C1QL2,37,1.74269,2,-3.3169,12,-0.8095,37,0.97660,14,-0.5614,5,-1.9495
ENSG00000155368,DBI,174,-0.6975,119,-1.2719,405,0.84027,651,1.68795,206,-0.2567,353,0.60821
ENSG00000163075,CFAP221,23,0.30432,28,0.74883,19,-0.0747,6,-1.8499,5,-1.9705,13,-0.6187
ENSG00000088179,PTPN4,91,0.42343,83,0.18517,47,-0.7400,57,-0.4368,64,-0.2652,54,-0.5214
ENSG00000115109,EPB41L5,9,-1.1777,8,-1.3904,37,1.22391,34,1.10119,29,0.84070,30,0.87881
ENSG00000226479,TMEM185B,14,0.14155,9,-0.7336,12,-0.1349,15,0.19103,27,1.11696,9,-0.5199
ENSG00000144118,RALB,108,-0.0801,126,0.24200,80,-0.5119,86,-0.4067,106,-0.0865,148,0.44936
ENSG00000074054,CLASP1,69,0.12978,90,0.66027,26,-1.4052,36,-0.9085,74,0.18836,39,-0.8106
ENSG00000155438,NIFK,36,0.03047,38,0.16090,41,0.21336,42,0.26037,22,-0.7386,27,-0.4398
ENSG00000211460,TSN,80,0.41074,68,0.03807,69,0.04387,57,-0.2589,56,-0.2688,31,-1.1511
ENSG00000155052,CNTNAP5,26,0.27042,36,0.92541,12,-0.9722,2,-3.4206,24,0.07186,6,-2.0764
ENSG00000136717,BIN1,112,0.27900,110,0.20086,102,0.04607,53,-0.9548,79,-0.3685,82,-0.3062
ENSG00000163161,ERCC3,29,1.14508,18,-0.1137,6,-1.6922,23,0.31375,3,-2.5741,5,-1.8334
ENSG00000169967,MAP3K2,48,-0.1084,41,-0.3840,123,1.48281,30,-0.8191,55,0.11390,34,-0.6314
ENSG00000163166,IWS1,77,0.07538,65,-0.2665,139,1.03174,39,-0.9969,76,0.03677,62,-0.2810
ENSG00000136709,WDR33,44,-0.0949,49,0.10814,60,0.41325,50,0.10918,47,0.01577,29,-0.7285
ENSG00000144231,POLR2D,29,0.48957,20,-0.3171,22,-0.0856,20,-0.2753,16,-0.5903,26,0.13207
ENSG00000136715,SAP130,14,-0.4948,22,0.42973,7,-1.3909,40,1.35867,19,0.11299,7,-1.3617
ENSG00000136731,UGGT1,32,-0.1353,35,0.08733,54,0.76938,32,-0.0642,29,-0.2310,23,-0.6111
ENSG00000136720,HS6ST1,142,0.55765,118,0.08478,51,-1.2074,108,-0.0652,61,-0.9477,100,-0.1901
ENSG00000136699,SMPD4,25,0.00632,26,0.08993,28,0.17924,41,0.84408,18,-0.4987,8,-1.6887
ENSG00000152082,MZT2B,408,0.43455,202,-0.9588,214,-0.7222,701,1.20045,195,-0.8598,398,0.24987
ENSG00000136710,CCDC115,46,0.80351,30,-0.1564,5,-2.6041,40,0.28149,23,-0.5565,22,-0.6301
ENSG00000136718,IMP4,55,0.18522,42,-0.3432,40,-0.3701,85,0.83923,50,-0.0136,36,-0.5410
ENSG00000072135,PTPN18,14,-0.0324,12,-0.4047,23,0.71221,25,0.86455,8,-0.8686,12,-0.3214
ENSG00000178171,AMER3,25,1.07371,18,0.13372,0,-7.7723,7,-1.1946,15,-0.1281,6,-1.4073
ENSG00000136002,ARHGEF4,113,-0.2312,118,-0.1230,111,-0.2052,222,0.92716,126,-0.0019,119,-0.0866
ENSG00000152102,FAM168B,175,0.71985,131,-0.0129,53,-1.3822,116,-0.1975,96,-0.4888,87,-0.6341
ENSG00000115762,PLEKHB2,230,0.37488,234,0.35767,91,-1.1850,178,-0.1541,156,-0.3624,115,-0.8353
ENSG00000173272,MZT2A,174,0.66740,82,-0.8815,94,-0.5421,191,0.58313,81,-0.7674,154,0.23159
ENSG00000287151,C2orf27A,14,-0.0140,19,0.71624,9,-0.6103,8,-0.7711,17,0.35524,4,-1.8415
ENSG00000150551,LYPD1,15,0.34329,7,-1.2130,15,0.22602,24,0.96726,14,0.09431,11,-0.2863
ENSG00000176771,NCKAP5,13,-0.9260,8,-1.7018,74,2.20376,22,0.07565,31,0.63199,28,0.45465
ENSG00000152127,MGAT5,48,0.01041,65,0.65131,28,-0.7957,43,-0.1568,31,-0.6414,35,-0.4777
ENSG00000152128,TMEM163,19,-0.0350,34,1.35736,5,-1.8369,10,-1.0091,6,-1.6667,10,-1.0241
ENSG00000082258,CCNT2,35,-0.1832,51,0.57031,63,0.80363,17,-1.2067,24,-0.6908,25,-0.6711
ENSG00000115839,RAB3GAP1,124,0.21761,153,0.65435,76,-0.6157,45,-1.3829,103,-0.1411,60,-0.9782
ENSG00000048991,R3HDM1,333,0.54974,340,0.51494,119,-1.2274,90,-1.6425,132,-1.0757,229,-0.2344
ENSG00000144224,UBXN4,167,-0.4793,226,0.15755,326,0.71882,124,-0.8145,306,0.61308,199,-0.0774
ENSG00000076003,MCM6,23,0.78685,16,-0.1280,13,-0.3654,10,-0.8123,13,-0.3708,9,-0.9143
ENSG00000115866,DARS,78,-0.3711,78,-0.3321,172,1.01726,110,0.27337,112,0.29956,80,-0.2350
ENSG00000168702,LRP1B,36,-0.3569,44,0.08100,75,0.90847,9,-2.3560,77,0.95640,32,-0.4602
ENSG00000121964,GTDC1,130,0.36038,115,0.05149,71,-0.7034,75,-0.6249,124,0.16154,95,-0.2488
ENSG00000169554,ZEB2,260,-0.0582,202,-0.5222,386,0.59884,165,-0.7463,431,0.78359,305,0.21432
ENSG00000121989,ACVR2A,15,-0.5483,32,1.00322,14,-0.5057,14,-0.5630,25,0.33798,10,-0.9715
ENSG00000115947,ORC4,86,0.67943,66,0.01121,41,-0.7176,49,-0.4475,58,-0.1818,30,-1.2177
ENSG00000204406,MBD5,35,-0.1359,40,0.14386,66,0.91560,25,-0.6167,42,0.18535,17,-1.1576
ENSG00000135999,EPC2,51,0.26958,47,0.05947,56,0.32491,18,-1.4389,48,0.07544,34,-0.4337
ENSG00000168280,KIF5C,762,-0.2890,1024,0.33586,508,-0.8327,558,-0.6895,1224,0.55377,1153,0.45488
ENSG00000168288,MMADHC,49,0.89056,33,-0.1073,12,-1.6249,23,-0.6332,37,0.11806,14,-1.3604
ENSG00000115963,RND3,15,-0.1073,15,-0.0624,15,-0.0684,13,-0.3211,23,0.60628,17,0.08485
ENSG00000080345,RIF1,334,0.58866,271,0.06607,343,0.42980,82,-1.7700,188,-0.5193,125,-1.1366
ENSG00000162980,ARL5A,76,0.38524,45,-0.6560,109,0.85576,57,-0.1873,48,-0.4648,56,-0.2240
ENSG00000182389,CACNB4,166,-0.1231,275,0.98632,123,-0.5514,54,-1.7826,181,0.04398,85,-1.1179
ENSG00000115145,STAM2,21,-0.2155,22,-0.1481,33,0.52966,29,0.33648,32,0.49686,14,-0.7691
ENSG00000157827,FMNL2,126,-0.3277,90,-0.8853,326,1.34304,154,0.07912,210,0.58500,145,-0.0150
ENSG00000196504,PRPF40A,132,-0.2782,180,0.37451,214,0.57804,90,-0.7861,153,0.03362,124,-0.3015
ENSG00000144278,GALNT13,26,1.11367,16,-0.0736,7,-1.3189,14,-0.3326,4,-2.0674,9,-0.9571
ENSG00000162989,KCNJ3,212,0.74663,201,0.50254,63,-1.3998,91,-0.8451,75,-1.1441,54,-1.6421
ENSG00000115159,GPD2,29,0.08039,10,-1.7211,15,-0.9723,63,1.34989,61,1.28488,23,-0.3296
ENSG00000136541,ERMN,138,1.16618,20,-2.5030,127,0.56941,26,-1.8723,133,0.65043,83,-0.1133
ENSG00000123612,ACVR1C,30,1.09152,15,-0.4317,21,0.15104,10,-0.9581,7,-1.4766,10,-0.9319
ENSG00000153237,CCDC148,23,-0.2411,22,-0.3095,42,0.76824,10,-1.4365,39,0.66383,36,0.49977
ENSG00000144283,PKP4,135,0.03013,119,-0.2231,124,-0.1162,112,-0.2762,175,0.44330,158,0.27482
ENSG00000123636,BAZ2B,183,-0.7786,213,-0.4229,644,1.49272,143,-0.9603,387,0.60409,384,0.59357
ENSG00000136536,MARCH7,47,0.43649,34,-0.2998,21,-0.9832,41,0.06739,60,0.67195,21,-0.9259
ENSG00000241399,CD302,13,-0.9036,9,-1.4530,33,0.72458,44,1.23362,52,1.50759,21,0.01837
ENSG00000153250,RBMS1,8,-1.8932,33,0.75908,54,1.42882,19,-0.2906,36,0.74032,12,-1.0007
ENSG00000136560,TANK,23,-0.2125,30,0.29695,37,0.57671,20,-0.3647,23,-0.1720,20,-0.3887
ENSG00000115233,PSMD14,103,0.49947,79,-0.1187,58,-0.5830,99,0.25343,69,-0.2984,48,-0.8618
ENSG00000136535,TBR1,64,-0.4210,137,1.29629,14,-2.5886,23,-1.8424,121,0.71217,32,-1.3722
ENSG00000144290,SLC4A10,263,0.68461,280,0.71472,98,-1.0936,32,-2.7204,104,-1.0066,73,-1.5435
ENSG00000115271,GCA,40,0.78825,31,0.12920,18,-0.7543,20,-0.5755,20,-0.6194,10,-1.5735
ENSG00000182263,FIGN,20,-0.1385,25,0.36573,28,0.49136,23,0.17356,11,-0.9582,13,-0.6750
ENSG00000082438,COBLL1,7,-2.5960,31,-0.0502,142,2.76509,9,-1.7968,49,0.70738,26,-0.3076
ENSG00000153253,SCN3A,102,-0.3498,167,0.69587,163,0.49016,88,-0.4857,124,0.05134,38,-1.7525
ENSG00000136531,SCN2A,825,0.24943,1193,1.06004,397,-0.9662,124,-2.6900,468,-0.7151,288,-1.4490
ENSG00000178662,CSRNP3,208,0.05811,328,1.06993,71,-1.6085,71,-1.5972,188,-0.1207,86,-1.3189
ENSG00000123607,TTC21B,19,-0.3779,30,0.52937,25,0.08499,6,-1.8652,47,1.15483,10,-1.3133
ENSG00000144285,SCN1A,174,-0.7763,584,2.16507,99,-1.4398,36,-2.9035,107,-1.3240,99,-1.4388
ENSG00000172318,B3GALT1,21,0.47526,18,0.05144,11,-0.7214,11,-0.6751,25,0.57538,6,-1.6139
ENSG00000198648,STK39,121,-0.3153,172,0.43577,125,-0.1779,54,-1.4395,171,0.32249,186,0.45894
ENSG00000172292,CERS6,144,0.36575,194,0.99524,30,-2.1186,42,-1.6400,65,-0.9876,63,-1.0339
ENSG00000138399,FASTKD1,21,0.50480,18,0.10402,17,0.04888,6,-1.4569,18,0.13386,7,-1.3716
ENSG00000138398,PPIG,505,-0.1304,710,0.59255,631,0.26285,217,-1.3840,517,-0.0566,377,-0.5470
ENSG00000154479,CCDC173,60,-0.6092,46,-1.0096,131,0.78271,78,-0.0583,90,0.17747,209,1.61488
ENSG00000213160,KLHL23,72,0.58644,43,-0.4935,105,1.02830,32,-0.8503,45,-0.3487,20,-1.5461
ENSG00000138385,SSB,295,0.11256,367,0.55826,267,-0.0838,158,-0.8893,224,-0.3553,162,-0.8537
ENSG00000138382,METTL5,60,0.76228,37,-0.3206,38,-0.2482,47,0.07996,17,-1.4812,34,-0.4308
ENSG00000144357,UBR3,124,0.16246,162,0.71633,93,-0.3457,39,-1.6361,81,-0.5647,78,-0.6161
ENSG00000128683,GAD1,84,-0.0901,89,0.03890,80,-0.1365,196,1.34067,44,-1.0407,39,-1.2345
ENSG00000115806,GORASP2,47,0.74963,32,-0.1814,26,-0.4407,36,0.03137,25,-0.4917,13,-1.5174
ENSG00000198586,TLK1,159,0.48729,146,0.23065,116,-0.1860,51,-1.4332,89,-0.5934,102,-0.3876
ENSG00000123600,METTL8,23,-0.0974,25,0.04311,34,0.56165,18,-0.4758,19,-0.3831,28,0.24946
ENSG00000071967,CYBRD1,16,-1.1986,10,-1.8615,66,1.28533,88,1.80852,51,0.84671,33,0.14079
ENSG00000077380,DYNC1I2,235,-0.2631,272,0.05621,467,0.93575,177,-0.6217,281,0.09754,229,-0.2281
ENSG00000115840,SLC25A12,66,0.63622,62,0.40905,18,-1.5628,38,-0.4446,34,-0.6258,19,-1.4563
ENSG00000128708,HAT1,21,0.85073,10,-0.7219,8,-1.0023,23,0.68862,15,0.01140,4,-1.7266
ENSG00000144355,DLX1,11,-0.7582,18,0.16709,15,-0.1923,44,1.61440,13,-0.3396,11,-0.5714
ENSG00000091409,ITGA6,14,-1.5700,6,-2.7221,171,3.19224,51,0.73633,36,0.18177,22,-0.5822
ENSG00000091428,RAPGEF4,106,-0.9456,164,-0.0581,66,-1.4421,161,-0.0770,378,1.35403,336,1.14130
ENSG00000091436,MAP3K20,16,-1.8227,28,-0.7882,221,3.14672,28,-0.6227,34,-0.3421,37,-0.2263
ENSG00000172845,SP3,33,-0.0520,23,-0.7093,39,0.23401,49,0.62801,50,0.64840,31,-0.1339
ENSG00000138430,OLA1,169,0.74592,147,0.31772,57,-1.1971,70,-0.8922,88,-0.5596,49,-1.4344
