Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000157445,CACNA2D3,74,1.35046,25,-1.1462,4,-3.3324,36,-0.3324,59,0.42518
ENSG00000187672,ERC2,188,-0.0133,163,-0.3252,76,-1.3910,346,0.99615,254,0.47788
ENSG00000180376,CCDC66,33,-1.6566,23,-2.2751,167,1.22958,239,1.90510,245,1.94892
ENSG00000163946,TASOR,38,-0.5403,32,-0.8743,109,1.34517,44,-0.1488,105,1.27599
ENSG00000163947,ARHGEF3,106,1.63264,49,-0.4339,12,-2.3848,8,-3.0351,21,-1.5661
ENSG00000157500,APPL1,163,0.60713,95,-0.6223,135,0.09489,98,-0.4063,136,0.10777
ENSG00000174840,PDE12,28,0.23280,21,-0.4127,40,0.72144,17,-0.6338,27,0.08419
ENSG00000168374,ARF4,76,0.63077,70,0.41633,39,-0.6246,11,-2.4100,12,-2.4048
ENSG00000163681,SLMAP,81,-0.1371,74,-0.3465,110,0.38847,141,0.79630,80,-0.1196
ENSG00000136068,FLNB,12,-0.4775,10,-0.8897,42,1.66455,16,0.07066,24,0.67360
ENSG00000163686,ABHD6,64,0.99500,28,-0.9019,69,0.74328,3,-3.7102,39,-0.1558
ENSG00000163684,RPP14,32,0.24281,23,-0.4199,15,-0.9910,25,-0.1819,53,1.01789
ENSG00000168297,PXK,66,-1.2739,30,-2.5581,495,2.46721,416,2.09253,91,-0.5158
ENSG00000168291,PDHB,73,0.40304,75,0.46091,47,-0.4180,12,-2.4510,28,-1.1981
ENSG00000168301,KCTD6,28,0.46981,22,-0.1536,24,0.08130,8,-1.5821,23,-0.0007
ENSG00000168309,FAM107A,323,-1.7767,1223,1.03860,1238,0.66239,1171,0.57000,463,-0.8907
ENSG00000144724,PTPRG,26,-0.4192,38,0.44094,9,-1.8761,23,-0.4647,60,1.03106
ENSG00000114405,C3orf14,82,0.26304,91,0.51184,26,-1.5654,46,-0.7198,44,-0.7997
ENSG00000153266,FEZF2,36,1.05780,15,-0.9463,7,-1.7927,18,-0.4609,35,0.60737
ENSG00000163618,CADPS,238,0.93404,95,-1.1049,24,-2.8663,131,-0.3668,333,1.16023
ENSG00000163630,SYNPR,184,1.39337,106,-0.1049,1,-6.0044,19,-2.6699,44,-1.4284
ENSG00000163634,THOC7,114,0.46415,109,0.33962,64,-0.5905,41,-1.2608,38,-1.3715
ENSG00000163635,ATXN7,17,-0.2583,14,-0.6631,19,0.00635,24,0.35673,43,1.38206
ENSG00000163636,PSMD6,62,0.72514,40,-0.3057,36,-0.4091,9,-2.4271,56,0.30287
ENSG00000163637,PRICKLE2,116,0.80253,73,-0.3079,14,-2.6981,54,-0.6826,103,0.32326
ENSG00000151276,MAGI1,133,0.64389,57,-1.1816,80,-0.3908,152,0.63507,138,0.47163
ENSG00000144741,SLC25A26,34,0.10042,43,0.69488,21,-0.6115,10,-1.7564,17,-0.9440
ENSG00000144749,LRIG1,42,-1.4156,146,1.44874,84,-0.0510,4,-4.3711,116,0.46653
ENSG00000172340,SUCLG2,15,-0.5295,29,1.07102,24,0.33198,1,-3.4848,10,-0.9206
ENSG00000183662,TAFA1,43,1.69191,20,-0.3482,1,-4.4647,5,-2.3599,4,-2.4549
ENSG00000144747,TMF1,96,0.31293,50,-1.0660,145,0.87901,117,0.52189,83,-0.0239
ENSG00000144744,UBA3,55,0.66728,37,-0.2921,48,0.21880,11,-1.9971,36,-0.2538
ENSG00000144746,ARL6IP5,347,0.99075,191,-0.4577,229,-0.0510,71,-1.8343,154,-0.6700
ENSG00000114541,FRMD4B,13,-2.4244,6,-3.5686,320,3.66435,148,1.80846,22,-1.2865
ENSG00000187098,MITF,8,-0.4913,3,-2.1388,48,2.72393,14,0.47313,9,-0.2734
ENSG00000114861,FOXP1,236,0.67739,117,-0.8771,137,-0.4275,140,-0.3939,288,0.76533
ENSG00000163412,EIF4E3,71,0.39910,69,0.32537,27,-1.2047,34,-0.8967,40,-0.6356
ENSG00000170837,GPR27,37,-0.1156,51,0.63688,24,-0.7923,24,-0.7520,32,-0.3323
ENSG00000163602,RYBP,79,-0.1202,62,-0.6261,122,0.61153,105,0.37670,126,0.67620
ENSG00000163605,PPP4R2,86,-0.0583,50,-1.1463,195,1.31670,96,0.11753,140,0.74099
ENSG00000121440,PDZRN3,37,0.78028,27,0.00338,2,-3.4467,10,-1.4070,28,0.07144
ENSG00000113805,CNTN3,27,1.91409,8,-1.0943,6,-1.3729,0,-7.0129,11,-0.4543
ENSG00000185008,ROBO2,100,1.22753,41,-0.9040,9,-2.8862,65,0.03428,61,-0.0600
ENSG00000169855,ROBO1,26,-0.4632,29,-0.2534,31,-0.0664,58,0.97281,47,0.60088
ENSG00000175161,CADM2,674,1.09641,345,-0.5445,91,-2.3945,274,-0.7560,461,0.05359
ENSG00000083937,CHMP2B,68,0.29578,55,-0.1970,105,0.91644,7,-3.0486,56,-0.1182
ENSG00000163320,CGGBP1,92,0.72571,69,0.02706,49,-0.5109,27,-1.4145,33,-1.1049
ENSG00000175105,ZNF654,16,-0.7115,21,-0.2368,27,0.22227,16,-0.5741,64,1.71654
ENSG00000179021,C3orf38,11,-0.3586,19,0.86019,15,0.20566,6,-1.0752,5,-1.5124
ENSG00000169379,ARL13B,18,-0.3060,10,-1.3199,50,1.45749,12,-0.7848,53,1.55687
ENSG00000178700,DHFR2,14,-0.2488,12,-0.5007,37,1.46358,21,0.51405,8,-1.0373
ENSG00000269028,MTRNR2L12,4469,-1.1751,11635,0.95624,5537,-0.5835,14883,1.01515,3681,-1.2043
ENSG00000113966,ARL6,34,1.06901,23,0.03883,7,-1.6434,3,-2.8172,9,-1.2672
ENSG00000080200,CRYBG3,14,-2.1925,19,-1.6266,158,2.19557,136,1.89234,74,0.79472
ENSG00000170854,RIOX2,37,0.80405,21,-0.4901,14,-0.9856,29,0.13902,19,-0.5452
ENSG00000080822,CLDND1,166,-1.5295,164,-1.5486,2112,3.46711,341,-0.1100,247,-0.6114
ENSG00000080819,CPOX,28,-0.1405,16,-1.2840,93,1.92894,33,0.15825,31,0.02565
ENSG00000184220,CMSS1,107,0.82381,69,-0.2364,56,-0.4991,50,-0.6679,38,-1.0773
ENSG00000168386,FILIP1L,43,0.82154,20,-0.8182,8,-2.0586,56,0.98303,22,-0.5410
ENSG00000036054,TBC1D23,43,0.68838,24,-0.6284,34,0.06881,22,-0.6176,34,0.06346
ENSG00000114021,NIT2,23,0.41077,19,-0.0068,8,-1.3310,15,-0.3721,20,0.08354
ENSG00000154174,TOMM70,133,1.12374,67,-0.5684,46,-0.9704,30,-1.6275,84,-0.0635
ENSG00000114354,TFG,77,0.31498,64,-0.1275,60,-0.1816,10,-2.8798,109,0.78107
ENSG00000138468,SENP7,32,-0.2400,23,-0.9010,62,0.90633,29,-0.2873,81,1.37574
ENSG00000174173,TRMT10C,71,1.02082,42,-0.2992,33,-0.5645,13,-1.8860,29,-0.7456
ENSG00000081154,PCNP,143,0.21998,146,0.27847,122,-0.1025,58,-1.2380,93,-0.5206
ENSG00000066422,ZBTB11,70,0.72248,42,-0.4668,32,-0.7808,51,-0.0549,46,-0.2138
ENSG00000114391,RPL24,546,-0.6106,1103,1.09321,691,-0.0862,379,-1.0125,361,-1.0859
ENSG00000182504,CEP97,45,0.15222,24,-1.1052,68,0.78426,53,0.38082,64,0.69852
ENSG00000144815,NXPE3,58,-0.2841,33,-1.3624,137,1.19613,126,1.05889,102,0.70248
ENSG00000170017,ALCAM,112,-0.2832,88,-0.7589,487,2.40822,45,-1.5725,68,-0.9641
ENSG00000242759,LINC00882,36,-0.2377,38,-0.0883,58,0.59821,15,-1.4195,69,0.89137
ENSG00000243701,DUBR,12,-0.9266,12,-0.9470,54,1.68305,24,0.28643,42,1.21566
ENSG00000114439,BBX,70,-1.3394,88,-0.9135,548,2.48595,189,0.50406,152,0.14821
ENSG00000196776,CD47,179,0.78061,96,-0.6613,119,-0.1527,83,-0.7118,143,0.13849
ENSG00000114446,IFT57,63,0.61997,43,-0.2887,27,-0.9101,25,-1.0123,63,0.39165
ENSG00000198919,DZIP3,172,0.56478,103,-0.5861,140,0.04208,132,-0.0560,128,-0.1038
ENSG00000177707,NECTIN3,34,0.46184,26,-0.1505,17,-0.7425,3,-3.2975,47,0.85610
ENSG00000144827,ABHD10,59,0.70820,45,0.01884,32,-0.4833,5,-3.2475,36,-0.3375
ENSG00000144834,TAGLN3,557,1.47700,288,-0.2970,30,-3.5764,121,-1.5253,96,-1.8678
ENSG00000091972,CD200,144,1.31070,69,-0.5501,16,-2.5256,45,-1.0397,68,-0.4212
ENSG00000144848,ATG3,52,-0.0155,43,-0.4326,104,1.13775,67,0.38778,26,-1.0734
ENSG00000138459,SLC35A5,29,0.05043,26,-0.1781,54,1.05781,10,-1.6070,28,-0.0413
ENSG00000091986,CCDC80,13,-2.1419,62,0.87198,69,0.72701,59,0.46390,54,0.31959
ENSG00000163608,NEPRO,25,0.13643,23,-0.1119,24,0.00304,9,-1.4837,38,0.73539
ENSG00000206530,CFAP44,13,-1.2496,5,-2.7770,30,0.37321,97,2.52291,67,1.73429
ENSG00000072858,SIDT1,29,1.45691,7,-1.7197,2,-2.9973,9,-1.0182,35,1.15421
ENSG00000176542,USF3,41,-0.1358,35,-0.5061,62,0.55966,41,-0.1263,77,0.91425
ENSG00000121579,NAA50,60,0.45114,53,0.14484,38,-0.4227,22,-1.2328,35,-0.5481
ENSG00000114573,ATP6V1A,365,1.58307,138,-0.8574,45,-2.3212,93,-1.2451,159,-0.4353
ENSG00000163617,CCDC191,8,-2.5743,21,-1.0796,77,1.28957,148,2.58798,50,0.54992
ENSG00000181722,ZBTB20,93,-1.5863,232,0.20702,519,1.51420,156,-0.4817,359,0.86057
ENSG00000172020,GAP43,1467,0.44796,1549,0.59106,219,-2.5859,574,-1.1587,537,-1.2586
ENSG00000185565,LSAMP,438,0.66098,271,-0.4550,213,-0.7072,161,-1.1235,478,0.57354
ENSG00000144847,IGSF11,13,-0.6461,23,0.67415,33,1.03601,4,-2.2117,12,-0.5412
ENSG00000163389,POGLUT1,24,1.59104,4,-1.9815,17,0.36741,1,-3.3007,18,0.40223
ENSG00000113845,TIMMDC1,30,-0.6167,48,0.38694,59,0.61696,24,-0.7731,50,0.34358
ENSG00000138495,COX17,103,-0.0964,172,1.25790,69,-0.6937,8,-3.7711,10,-3.5023
ENSG00000082701,GSK3B,102,0.86007,64,-0.2798,30,-1.3509,27,-1.4875,79,0.13057
ENSG00000163428,LRRC58,58,-0.5296,57,-0.5939,164,1.30201,75,-0.0076,127,0.85891
ENSG00000163430,FSTL1,19,-0.9468,44,1.01102,20,-0.6264,5,-2.6013,52,0.91946
ENSG00000065518,NDUFB4,183,0.04315,276,1.14715,83,-1.1756,20,-3.2687,35,-2.4363
ENSG00000144840,RABL3,37,0.27854,35,0.13816,22,-0.6650,7,-2.3765,46,0.53205
ENSG00000145087,STXBP5L,161,1.18840,65,-0.9293,8,-3.7182,38,-1.5164,185,0.95349
ENSG00000173230,GOLGB1,460,-0.3258,214,-1.7453,796,0.64780,1481,1.75251,904,0.86164
ENSG00000173226,IQCB1,18,0.11959,13,-0.4774,7,-1.3452,3,-2.4956,51,1.89206
ENSG00000163406,SLC15A2,14,-1.2895,42,1.03608,4,-2.8042,0,-5.5021,79,1.77260
ENSG00000114023,FAM162A,112,0.00428,154,0.81529,57,-1.0181,27,-2.1514,80,-0.5189
ENSG00000114030,KPNA1,92,0.42075,46,-1.0422,66,-0.2443,82,0.09594,148,1.08472
ENSG00000138496,PARP9,9,-1.3442,20,0.13801,32,0.82277,8,-1.2781,51,1.66165
ENSG00000173193,PARP14,10,-1.7314,35,0.89534,33,0.43092,23,-0.1061,37,0.63140
ENSG00000138463,SLC49A4,10,-0.9347,25,1.34156,10,-0.5950,0,-7.1179,20,0.38521
ENSG00000173175,ADCY5,37,-0.0545,45,0.36437,39,0.02329,17,-1.2536,37,-0.0385
ENSG00000206527,HACD2,67,0.14389,44,-0.7221,72,0.21633,54,-0.2373,121,1.06916
ENSG00000065534,MYLK,41,-1.4322,85,0.00447,291,2.17247,43,-1.0589,98,0.22086
ENSG00000175455,CCDC14,22,-1.3157,18,-1.6437,77,0.92423,104,1.46407,137,1.98059
ENSG00000160145,KALRN,218,0.60010,163,-0.1002,11,-4.0015,90,-0.9790,251,0.62544
ENSG00000082781,ITGB5,8,-1.4911,27,1.19219,13,-0.4069,0,-7.2423,37,1.26705
ENSG00000163848,ZNF148,111,0.45530,63,-0.7782,96,0.07113,61,-0.6336,157,0.87714
ENSG00000114520,SNX4,44,0.17484,33,-0.4526,55,0.47078,36,-0.2287,51,0.34914
ENSG00000144909,OSBPL11,15,-0.6350,15,-0.5830,36,0.91997,25,0.34907,41,1.16154
ENSG00000114544,SLC41A3,89,0.85359,67,0.11973,20,-1.7048,9,-2.8089,45,-0.5219
ENSG00000144908,ALDH1L1,20,-2.2916,138,1.99668,32,-1.2349,10,-2.8493,116,0.77227
ENSG00000163884,KLF15,12,-1.2579,33,0.89705,43,1.00081,3,-2.9691,29,0.33850
ENSG00000159685,CHCHD6,52,0.18613,71,1.01172,7,-2.7333,6,-3.0573,23,-1.1203
ENSG00000114554,PLXNA1,39,0.71347,28,-0.0665,2,-3.8681,11,-1.4612,39,0.46627
ENSG00000163870,TPRA1,26,0.93865,14,-0.4193,15,-0.2081,12,-0.5475,6,-1.4984
ENSG00000114631,PODXL2,133,0.99506,79,-0.2939,31,-1.6317,48,-0.9724,70,-0.4132
ENSG00000114626,ABTB1,71,1.17589,36,-0.4953,10,-2.2528,23,-1.0629,41,-0.1664
ENSG00000074416,MGLL,195,-0.0081,246,0.56677,83,-1.3179,108,-0.9205,195,-0.0067
ENSG00000058262,SEC61A1,56,0.40103,38,-0.4495,40,-0.2657,42,-0.1712,61,0.40036
ENSG00000175792,RUVBL1,26,0.56972,20,-0.0613,13,-0.6769,11,-0.9130,18,-0.2426
ENSG00000163902,RPN1,59,0.12192,57,0.02704,63,0.18765,37,-0.6629,54,-0.0704
ENSG00000075785,RAB7A,229,0.49774,197,0.12858,184,-0.0179,73,-1.4319,89,-1.1430
ENSG00000177646,ACAD9,20,0.08916,23,0.48933,15,-0.3818,4,-2.1311,17,-0.1393
ENSG00000240682,ISY1,22,-0.5378,24,-0.3766,33,0.22385,55,1.09247,41,0.59991
ENSG00000169714,CNBP,214,0.11970,241,0.41494,211,0.06028,87,-1.2885,113,-0.9022
ENSG00000181789,COPG1,72,0.88294,47,-0.1963,35,-0.5980,28,-0.9104,23,-1.2018
ENSG00000183624,HMCES,48,0.49492,40,0.05946,16,-1.3715,31,-0.3629,31,-0.3803
ENSG00000184897,H1FX,185,0.41635,146,-0.1369,104,-0.6239,114,-0.4853,167,0.11580
ENSG00000129071,MBD4,59,0.19661,34,-0.9191,92,0.87866,61,0.21007,67,0.35253
ENSG00000163913,IFT122,27,1.00207,13,-0.6747,14,-0.3671,0,-7.1694,26,0.58018
ENSG00000004399,PLXND1,13,-0.8001,20,0.06335,29,0.62465,26,0.47091,27,0.49793
ENSG00000172765,TMCC1,67,0.64757,35,-0.7981,49,-0.0998,29,-0.8800,82,0.74375
ENSG00000196455,PIK3R4,29,0.80040,21,-0.0022,16,-0.4120,0,-7.5418,15,-0.4665
ENSG00000017260,ATP2C1,135,0.68260,87,-0.3507,77,-0.4347,41,-1.3832,120,0.25107
ENSG00000114670,NEK11,31,0.63273,22,-0.1671,26,0.13584,4,-2.6554,20,-0.2345
ENSG00000198585,NUDT16,58,-0.5450,78,0.07403,94,0.35983,142,1.04787,48,-0.7014
ENSG00000114686,MRPL3,48,0.70867,42,0.35373,20,-0.8941,10,-1.8603,6,-2.5145
ENSG00000196353,CPNE4,75,2.25369,24,-0.8554,0,-8.0402,5,-2.7940,5,-2.8343
ENSG00000138246,DNAJC13,41,0.31715,32,-0.2451,42,0.28580,22,-0.7062,36,0.02643
ENSG00000240303,ACAD11,14,-0.3512,16,0.02634,33,1.15791,5,-1.8364,20,0.35067
ENSG00000081307,UBA5,44,0.05577,49,0.35296,22,-1.0330,38,-0.1703,36,-0.2560
ENSG00000113971,NPHP3,14,-1.7946,21,-1.1175,106,1.76723,94,1.53545,72,1.04895
ENSG00000144868,TMEM108,24,0.35020,16,-0.4728,3,-2.7998,15,-0.4975,47,1.38073
ENSG00000091527,CDV3,106,-0.1916,117,0.01752,124,0.10430,150,0.41369,109,-0.0979
ENSG00000163781,TOPBP1,31,-0.0631,29,-0.1913,29,-0.1321,23,-0.5083,57,0.96783
ENSG00000091513,TF,134,-1.7836,75,-2.7189,2662,4.56460,179,-1.0102,104,-1.8196
ENSG00000144867,SRPRB,60,0.91037,41,-0.0701,17,-1.3336,13,-1.7608,29,-0.5757
ENSG00000154917,RAB6B,757,1.04222,468,-0.1859,40,-3.7626,207,-1.3796,452,-0.1879
ENSG00000163785,RYK,13,-1.0564,21,-0.0457,29,0.46916,11,-0.9911,63,1.80277
ENSG00000114019,AMOTL2,37,-0.5640,22,-1.5565,170,2.20430,104,1.25336,27,-0.9081
ENSG00000129055,ANAPC13,89,0.82817,69,0.17401,38,-0.8102,8,-3.1092,27,-1.3009
ENSG00000182923,CEP63,63,0.13218,35,-1.0555,102,0.88404,73,0.32595,86,0.60575
ENSG00000154928,EPHB1,27,-0.2276,38,0.59270,14,-1.1554,12,-1.3033,42,0.54411
ENSG00000073711,PPP2R3A,18,-0.3483,15,-0.6266,60,1.79708,13,-0.7088,24,0.22329
ENSG00000174579,MSL2,19,0.04209,10,-1.0821,23,0.38641,34,1.00667,27,0.63146
ENSG00000114054,PCCB,24,0.15968,24,0.21192,28,0.38616,2,-3.4384,21,-0.0623
ENSG00000118007,STAG1,24,0.09820,20,-0.3688,37,0.74835,22,-0.0745,21,-0.1409
ENSG00000168917,SLC35G2,25,0.51399,26,0.59768,4,-2.1808,0,-7.5058,14,-0.5292
ENSG00000158092,NCK1,20,0.35879,17,-0.0450,15,-0.1773,10,-0.8951,17,-0.0443
ENSG00000114098,ARMC8,66,0.73280,46,-0.1587,24,-1.1084,25,-1.0385,45,-0.1326
ENSG00000158186,MRAS,98,0.28831,102,0.40326,43,-1.0754,34,-1.4258,73,-0.2540
ENSG00000114107,CEP70,22,-0.7521,26,-0.4245,37,0.20935,46,0.57971,76,1.44844
ENSG00000158234,FAIM,17,0.28208,17,0.29123,21,0.54599,0,-4.8735,8,-0.9967
ENSG00000051382,PIK3CB,95,0.60422,61,-0.4085,29,-1.4402,88,0.27741,74,-0.0061
ENSG00000175110,MRPS22,38,0.61049,33,0.30950,12,-1.2781,8,-1.9587,17,-0.7863
ENSG00000184432,COPB2,53,0.55861,37,-0.2580,32,-0.4326,28,-0.6101,41,-0.0300
ENSG00000114115,RBP1,20,-1.0224,59,1.70661,34,0.06646,7,-2.2166,5,-2.8543
ENSG00000163864,NMNAT3,13,-1.1926,8,-1.9911,19,-0.2746,61,1.61163,94,2.51621
ENSG00000158258,CLSTN2,245,1.84640,58,-1.5881,9,-3.8887,102,-0.4027,132,-0.0050
ENSG00000114120,SLC25A36,161,0.55443,78,-0.9963,96,-0.4503,115,-0.1672,241,1.04541
ENSG00000155893,PXYLP1,27,0.51796,22,0.08140,7,-1.5841,18,-0.2655,15,-0.5456
ENSG00000177311,ZBTB38,108,0.27352,67,-0.7550,145,0.67263,87,-0.1527,125,0.42694
ENSG00000155903,RASA2,41,1.09990,13,-1.4110,15,-0.8453,14,-0.9462,51,1.03989
ENSG00000114125,RNF7,57,-0.0328,78,0.72870,28,-1.0870,25,-1.2711,45,-0.3989
ENSG00000069849,ATP1B3,104,0.80672,68,-0.2333,33,-1.2475,28,-1.5189,82,0.13405
ENSG00000114126,TFDP2,31,-1.1411,56,0.07981,43,-0.3639,95,0.90374,113,1.21107
ENSG00000175066,GK5,18,-0.4854,21,-0.2593,20,-0.2301,28,0.27957,52,1.32376
ENSG00000114127,XRN1,30,-0.7626,27,-0.9086,51,0.28248,93,1.29189,99,1.40663
ENSG00000175054,ATR,26,0.06601,16,-0.9124,29,0.22748,16,-0.7186,65,1.58461
ENSG00000144935,TRPC1,38,0.38248,19,-1.0238,22,-0.6355,28,-0.2142,77,1.44400
ENSG00000163714,U2SURP,197,-0.4189,94,-1.7706,503,1.23851,566,1.45246,399,0.83447
ENSG00000175040,CHST2,44,1.17114,28,-0.0141,13,-1.1769,0,-5.9738,10,-1.5983
ENSG00000181744,DIPK2A,25,0.05508,22,-0.2345,34,0.55674,4,-2.6296,42,0.89110
ENSG00000152952,PLOD2,23,-0.1928,29,0.32274,25,-0.0192,1,-4.7933,44,0.89163
ENSG00000114698,PLSCR4,13,-2.2445,77,1.60667,39,-0.1906,20,-1.2019,65,0.64338
ENSG00000152977,ZIC1,8,-1.0670,15,0.30187,30,1.31930,8,-0.7043,17,0.37619
ENSG00000239922,AC092958.1,4,-1.2952,4,-1.3410,49,3.36089,8,-0.0483,3,-1.5894
ENSG00000163754,GYG1,55,0.30524,63,0.67163,23,-1.1475,9,-2.5205,26,-0.9466
ENSG00000071794,HLTF,67,0.27380,50,-0.3483,69,0.23700,11,-2.5263,104,0.92025
ENSG00000047457,CP,17,-1.2043,43,0.82004,44,0.53900,20,-0.6539,39,0.34182
ENSG00000018408,WWTR1,6,-2.3580,25,0.26701,38,0.86374,42,1.03335,41,1.01806
ENSG00000114744,COMMD2,29,0.44060,23,-0.0611,42,0.88771,5,-2.3125,9,-1.5301
ENSG00000082996,RNF13,86,0.01284,64,-0.6150,236,1.74151,18,-2.3350,87,0.02859
ENSG00000070087,PFN2,513,0.71342,431,0.26004,137,-1.5770,97,-2.0964,232,-0.7888
ENSG00000196428,TSC22D2,75,0.74149,51,-0.1861,37,-0.6437,4,-3.7512,67,0.29898
ENSG00000120742,SERP1,90,-0.3331,159,1.09500,66,-0.7102,40,-1.4624,53,-1.0640
ENSG00000144895,EIF2A,76,0.63441,53,-0.2277,48,-0.3029,38,-0.6551,43,-0.4708
ENSG00000198843,SELENOT,155,0.50935,128,0.04216,123,-0.0258,41,-1.7034,85,-0.6022
ENSG00000181788,SIAH2,55,1.32682,22,-0.8327,14,-1.3028,27,-0.3563,21,-0.7362
ENSG00000144893,MED12L,38,0.15545,29,-0.4094,11,-1.7681,38,0.09468,73,1.18524
ENSG00000152601,MBNL1,114,0.43188,78,-0.4405,66,-0.5741,102,0.11344,113,0.27350
ENSG00000169860,P2RY1,7,-1.9179,37,1.87279,16,-0.3012,0,-7.4683,26,0.39691
ENSG00000181467,RAP2B,20,0.21605,21,0.31991,10,-0.8149,5,-1.7324,20,0.17944
ENSG00000243069,ARHGEF26-AS1,7,-1.7039,30,1.37975,18,-0.0554,2,-2.8172,31,0.83173
ENSG00000114790,ARHGEF26,15,-1.7189,68,1.58650,38,-0.0510,9,-2.1163,47,0.30107
ENSG00000174953,DHX36,203,0.54859,101,-0.9538,182,0.18609,189,0.24222,195,0.29077
ENSG00000114805,PLCH1,45,2.30783,11,-1.2815,2,-3.2959,9,-1.3461,5,-2.0935
ENSG00000169359,SLC33A1,28,0.02520,22,-0.5203,22,-0.3696,17,-0.7546,69,1.49275
ENSG00000163655,GMPS,72,1.04370,39,-0.4276,41,-0.2608,17,-1.5511,27,-0.8977
ENSG00000169282,KCNAB1,90,1.82582,35,-0.6602,10,-2.2761,4,-3.5638,19,-1.4077
ENSG00000114850,SSR3,85,0.01866,102,0.43231,95,0.18820,27,-1.7094,61,-0.5000
ENSG00000163659,TIPARP,15,-0.4723,16,-0.3037,38,1.15075,15,-0.3364,29,0.66379
ENSG00000163660,CCNL1,30,-1.5773,32,-1.4849,167,1.49342,159,1.40940,182,1.66035
ENSG00000174891,RSRC1,129,0.21446,85,-0.6876,167,0.56552,146,0.34144,127,0.12081
ENSG00000178053,MLF1,22,-0.0129,25,0.29616,14,-0.7034,9,-1.3391,31,0.58225
ENSG00000168827,GFM1,42,0.37404,36,0.04148,32,-0.1788,17,-1.1198,31,-0.2202
ENSG00000118855,MFSD1,9,-0.8418,22,1.34419,18,0.48744,1,-3.1989,5,-1.5712
ENSG00000180044,C3orf80,74,1.21509,43,-0.1972,0,-6.8202,1,-4.7861,48,0.03071
ENSG00000068885,IFT80,55,0.34747,29,-1.0067,64,0.48063,34,-0.5139,89,1.03141
ENSG00000113810,SMC4,23,-0.3032,13,-1.3760,70,1.62166,52,1.10000,27,0.00518
ENSG00000213186,TRIM59,4,-2.7524,4,-2.5583,120,3.75184,34,0.97104,19,0.07911
ENSG00000186432,KPNA4,119,0.37768,103,0.01962,56,-0.9095,89,-0.2129,86,-0.2583
ENSG00000163590,PPM1L,147,0.93111,83,-0.4502,31,-1.8069,62,-0.7813,114,0.16630
ENSG00000169255,B3GALNT1,63,0.97609,38,-0.2789,14,-1.7301,26,-0.7840,32,-0.4899
ENSG00000169251,NMD3,30,-0.1438,37,0.34060,20,-0.7218,16,-1.0549,48,0.65702
ENSG00000196542,SPTSSB,42,1.96567,16,-0.6350,1,-3.6779,4,-2.4378,3,-2.7594
ENSG00000244128,LINC01322,29,-0.2230,43,0.73714,11,-1.5930,46,0.60515,6,-2.3389
ENSG00000114209,PDCD10,45,0.42219,36,-0.1283,47,0.34317,7,-2.5575,39,0.04918
ENSG00000163536,SERPINI1,826,1.45612,426,-0.3095,124,-2.0885,93,-2.5038,181,-1.5258
ENSG00000173905,GOLIM4,70,-1.5927,202,0.57273,321,1.15912,190,0.28218,159,-0.0103
ENSG00000085274,MYNN,15,0.49540,10,-0.4312,17,0.54023,2,-2.4145,15,0.31788
ENSG00000008952,SEC62,671,-0.2793,696,-0.2011,1234,0.78677,1008,0.45064,675,-0.1920
ENSG00000173889,PHC3,33,0.07640,27,-0.3691,34,0.08156,26,-0.3298,53,0.79565
ENSG00000163558,PRKCI,54,0.88954,27,-0.6982,21,-0.9371,13,-1.6468,61,0.75893
ENSG00000136603,SKIL,69,0.23770,43,-0.7362,44,-0.5398,84,0.48257,106,0.87619
ENSG00000013297,CLDN11,39,-1.9528,22,-2.8284,855,4.51955,73,-0.6582,50,-1.2277
ENSG00000013293,SLC7A14,88,0.92302,45,-0.6300,23,-1.4759,48,-0.3851,71,0.22241
ENSG00000163584,RPL22L1,20,-0.2719,40,1.59109,11,-1.0790,0,-7.6557,0,-7.6027
ENSG00000163577,EIF5A2,52,1.52866,25,-0.4158,9,-1.7091,4,-2.8483,11,-1.4939
ENSG00000154310,TNIK,104,-0.7526,167,0.25673,99,-0.6318,164,0.14372,298,1.14321
ENSG00000144959,NCEH1,142,1.39923,63,-0.6353,4,-4.5493,29,-1.6173,89,0.05481
ENSG00000169760,NLGN1,49,0.87371,21,-1.0128,30,-0.2353,32,-0.1411,41,0.25156
ENSG00000177565,TBL1XR1,170,0.63617,100,-0.5721,86,-0.6633,115,-0.2045,163,0.34574
ENSG00000172667,ZMAT3,212,0.64175,165,0.02830,62,-1.4857,69,-1.3181,157,-0.0615
ENSG00000121879,PIK3CA,72,0.82409,42,-0.4332,36,-0.5508,29,-0.9030,48,-0.1046
ENSG00000121864,ZNF639,35,0.49467,27,-0.0644,25,-0.1755,2,-3.5905,35,0.32090
ENSG00000171109,MFN1,27,0.17740,21,-0.3398,27,0.13158,6,-2.0249,48,1.07169
ENSG00000114450,GNB4,48,0.59522,26,-0.7166,20,-0.9405,25,-0.6191,70,1.01425
ENSG00000136522,MRPL47,51,0.58262,47,0.33266,30,-0.4553,1,-5.1092,22,-0.9404
ENSG00000136521,NDUFB5,165,0.64002,154,0.44738,57,-1.2204,28,-2.2698,41,-1.7151
