Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000144597,EAF1,10,-1.3591,16,-0.6705,18,-0.5558,27,0.22093,32,0.42354,43,0.91031,26,0.08375
ENSG00000131373,HACL1,8,-0.4525,7,-0.5586,3,-1.9291,19,1.82739,4,-1.4900,7,-0.6449,5,-0.9579
ENSG00000206560,ANKRD28,66,0.61909,39,-0.2094,25,-0.9740,46,0.05744,64,0.57494,46,0.01985,45,0.00198
ENSG00000131386,GALNT15,159,3.26714,85,1.84909,4,-2.8664,6,-2.6543,10,-1.5524,9,-1.6579,22,-0.4509
ENSG00000154813,DPH3,25,-0.2605,32,0.14913,35,0.29685,37,0.55404,17,-0.8344,20,-0.6266,12,-1.3189
ENSG00000131378,RFTN1,1,-4.6045,0,-6.7434,22,-0.8823,51,0.76269,37,-0.0333,100,1.66283,27,-0.5098
ENSG00000154822,PLCL2,13,-1.9443,14,-1.8345,21,-1.3297,70,0.95695,33,-0.5721,66,0.49883,82,0.85797
ENSG00000131374,TBC1D5,93,0.63449,95,0.68561,62,-0.0118,55,-0.2603,83,0.45565,29,-1.1758,41,-0.6350
ENSG00000182568,SATB1,42,-1.8198,29,-2.3703,131,-0.1317,181,0.60656,192,0.49780,141,0.00200,163,0.22797
ENSG00000183960,KCNH8,123,4.19033,39,1.37033,2,-3.1231,0,-5.3754,13,-0.4069,1,-4.1152,6,-1.4994
ENSG00000144566,RAB5A,110,0.02295,65,-0.7955,113,0.07323,126,0.36269,78,-0.5175,105,-0.0442,103,-0.0777
ENSG00000114166,KAT2B,139,1.73786,147,1.83874,51,0.03061,13,-2.4125,50,0.00328,21,-1.3215,41,-0.3039
ENSG00000151789,ZNF385D,19,-1.8913,12,-2.5019,56,-0.2931,73,0.21984,147,1.32236,30,-1.1941,118,0.94447
ENSG00000182247,UBE2E2,44,-0.5189,26,-1.2883,43,-0.6180,85,0.79664,71,0.23222,67,0.12318,46,-0.4667
ENSG00000170142,UBE2E1,86,0.77136,76,0.56303,45,-0.3075,66,0.50657,28,-0.9921,28,-1.0034,17,-1.7026
ENSG00000197885,NKIRAS1,22,-1.5060,16,-1.9766,44,-0.5334,90,1.04381,52,-0.2433,48,-0.3766,79,0.41743
ENSG00000174748,RPL15,750,-0.0524,686,-0.1931,1075,0.60166,842,0.19265,565,-0.4927,436,-0.8918,570,-0.4803
ENSG00000174738,NR1D2,48,-0.0664,18,-1.5123,36,-0.5506,66,0.70245,44,-0.1973,51,0.03035,51,0.02780
ENSG00000151090,THRB,11,-3.1595,13,-2.9197,73,-0.4608,113,0.38806,155,0.77549,192,1.14132,87,-0.1600
ENSG00000077097,TOP2B,161,0.09853,160,0.09103,128,-0.2804,154,0.04807,106,-0.5560,106,-0.5453,255,0.85488
ENSG00000151092,NGLY1,16,-0.5700,10,-1.2020,16,-0.6020,34,0.98564,21,-0.1075,25,0.16178,13,-0.8921
ENSG00000179796,LRRC3B,0,-4.7715,51,1.32838,34,0.71263,8,-1.8182,35,0.67552,23,0.00453,40,0.93333
ENSG00000033867,SLC4A7,18,-1.4856,34,-0.5309,88,1.13262,32,-0.8301,85,0.92172,36,-0.4742,55,0.20772
ENSG00000187118,CMC1,31,-0.0960,10,-1.7224,29,-0.1909,54,1.37977,15,-1.1943,13,-1.3242,15,-1.1230
ENSG00000163512,AZI2,56,-0.6186,68,-0.3412,86,0.04414,92,0.21233,78,-0.1112,69,-0.3205,113,0.47567
ENSG00000144642,RBMS3,5,-1.8509,29,0.76544,8,-1.2259,15,-0.3882,73,2.49073,7,-1.3772,8,-1.2563
ENSG00000163527,STT3B,74,0.34255,40,-0.6018,34,-0.9253,55,-0.1932,57,-0.0587,85,0.57719,112,1.03679
ENSG00000144645,OSBPL10,0,-5.6220,4,-2.0658,7,-1.2254,22,0.96243,18,0.28283,14,-0.1100,28,1.01121
ENSG00000152642,GPD1L,21,-1.0196,12,-1.8269,34,-0.3744,53,0.58708,51,0.32930,49,0.26159,45,0.13069
ENSG00000091317,CMTM6,11,-0.3007,20,0.64440,10,-0.4302,9,-0.7598,31,1.34598,6,-1.1518,23,0.82051
ENSG00000144635,DYNC1LI1,42,-1.0050,39,-1.1371,43,-1.0460,117,0.94559,52,-0.6962,70,-0.2354,136,0.83667
ENSG00000182973,CNOT10,19,0.68897,5,-1.3751,7,-0.8607,17,0.65518,11,-0.2521,14,0.15688,9,-0.5581
ENSG00000170266,GLB1,14,-0.1301,7,-1.2286,15,-0.0826,20,0.67702,6,-1.3576,22,0.61188,9,-0.7991
ENSG00000170275,CRTAP,70,0.84452,108,1.61811,39,-0.1242,28,-0.8032,34,-0.3208,41,-0.0080,14,-1.5839
ENSG00000153558,FBXL2,7,-2.7036,1,-4.8604,21,-1.1467,57,0.69841,30,-0.5661,72,0.84352,92,1.26446
ENSG00000153560,UBP1,28,-0.6190,13,-1.7773,28,-0.6665,41,-0.0480,62,0.62289,75,0.93027,65,0.68196
ENSG00000163539,CLASP2,338,0.57418,183,-0.4073,177,-0.4968,250,0.12031,191,-0.3406,285,0.29274,258,0.13230
ENSG00000170248,PDCD6IP,64,-0.2579,71,-0.1033,34,-1.2893,86,0.31730,69,-0.1522,107,0.55407,106,0.55194
ENSG00000172995,ARPP21,61,-1.8467,35,-2.6474,162,-0.4185,239,0.35087,181,-0.2094,412,1.14662,300,0.60804
ENSG00000178567,EPM2AIP1,102,0.26544,62,-0.5101,46,-1.0499,77,-0.2362,135,0.73832,140,0.79685,107,0.34246
ENSG00000076242,MLH1,31,0.64390,25,0.25192,13,-0.8204,19,-0.1902,25,0.29807,24,0.22558,23,0.13264
ENSG00000093167,LRRFIP2,76,0.78605,56,0.30094,21,-1.3317,35,-0.6144,71,0.68166,45,-0.0575,85,0.97661
ENSG00000144674,GOLGA4,709,1.25362,439,0.43721,192,-0.9306,221,-0.8516,464,0.52819,410,0.32729,389,0.24258
ENSG00000235257,ITGA9-AS1,1,-2.6772,9,-0.2452,18,0.95328,12,0.18062,12,0.11685,13,0.24432,1,-3.4362
ENSG00000144677,CTDSPL,15,-0.6709,28,0.20904,23,-0.0677,17,-0.6634,61,1.57221,23,-0.0715,21,-0.1796
ENSG00000136059,VILL,2,-2.3849,2,-2.4685,18,0.82715,14,0.48773,10,-0.2250,19,0.79008,1,-3.3646
ENSG00000060971,ACAA1,67,0.57447,37,-0.3774,39,-0.2874,49,0.12512,60,0.39308,35,-0.4338,39,-0.2830
ENSG00000172939,OXSR1,36,0.45048,12,-1.2769,18,-0.6789,28,0.07080,37,0.48410,45,0.80449,21,-0.3705
ENSG00000114742,WDR48,62,0.38754,55,0.20974,38,-0.4104,38,-0.5199,52,0.12202,65,0.48266,70,0.60108
ENSG00000114745,GORASP1,28,-0.0117,54,1.03567,17,-0.8622,25,-0.2857,20,-0.5270,45,0.73975,33,0.20835
ENSG00000168329,CX3CR1,18,0.33398,28,1.06070,17,0.32823,8,-1.1467,29,1.12055,12,-0.2532,5,-1.4130
ENSG00000144659,SLC25A38,9,-1.1293,17,-0.1278,11,-0.8037,28,1.12231,10,-0.9463,23,0.34200,9,-1.1428
ENSG00000168028,RPSA,605,0.24795,724,0.54079,759,0.70838,488,-0.1317,340,-0.6562,243,-1.1636,315,-0.7726
ENSG00000168314,MOBP,5468,3.24396,4360,2.66397,228,-2.3920,45,-5.1293,76,-3.8763,131,-3.0750,566,-0.9133
ENSG00000170011,MYRIP,3,-3.8205,4,-3.3695,40,0.07477,47,0.43407,22,-0.8354,63,0.77462,68,0.91788
ENSG00000114784,EIF1B,126,-0.5414,69,-1.4515,165,-0.1398,265,1.03031,146,-0.3151,132,-0.4765,103,-0.8494
ENSG00000223797,ENTPD3-AS1,36,1.75415,21,0.82803,11,-0.1992,9,-0.7256,14,0.18656,7,-0.8489,3,-2.0716
ENSG00000168032,ENTPD3,2,-3.0081,0,-7.6254,16,0.06226,28,1.71668,11,-0.4447,9,-0.8186,4,-2.0095
ENSG00000188846,RPL14,452,-0.3436,670,0.28026,858,0.78665,568,0.01944,328,-0.8374,321,-0.8687,432,-0.4128
ENSG00000172888,ZNF621,27,0.99763,36,1.52317,14,-0.0698,11,-0.5430,13,-0.1288,8,-0.9101,3,-2.3263
ENSG00000168036,CTNNB1,155,0.09005,147,-0.0023,106,-0.5561,141,-0.0832,230,0.73222,98,-0.6311,207,0.55666
ENSG00000182606,TRAK1,27,-1.1607,24,-1.3494,54,-0.1064,70,0.48701,76,0.45854,50,-0.1994,65,0.19450
ENSG00000187094,CCK,37,-4.9689,75,-3.9524,815,-0.4706,1893,1.64814,699,-0.6679,887,-0.2991,898,-0.2796
ENSG00000114812,VIPR1,0,-8.3453,0,-4.7011,11,-0.7122,17,-0.0467,17,0.01916,41,1.47175,40,1.42004
ENSG00000093183,SEC22C,64,0.60165,44,0.00814,32,-0.5474,27,-0.9978,80,0.97762,52,0.26803,73,0.82414
ENSG00000008324,SS18L2,38,-3.3575,14,-1.4934,32,-0.2969,48,0.53282,24,-0.6901,33,-0.2271,56,0.60461
ENSG00000114857,NKTR,212,0.97212,162,0.52192,46,-1.5355,43,-1.8877,437,2.34886,170,0.59423,47,-1.3872
ENSG00000230084,AC006059.1,87,3.53818,42,1.83823,4,-1.7770,3,-2.7302,1,-3.4479,0,-7.8818,8,-0.9405
ENSG00000114853,ZBTB47,78,1.36457,76,1.31563,28,-0.3223,23,-0.8553,42,0.31966,17,-1.0381,18,-1.0007
ENSG00000010282,HHATL,66,1.19022,24,-0.4538,34,0.08330,21,-0.8877,58,0.97237,19,-0.7980,36,0.17162
ENSG00000181061,HIGD1A,196,-0.2921,202,-0.2443,233,-0.0214,295,0.55093,160,-0.6014,201,-0.2517,187,-0.3652
ENSG00000144647,POMGNT2,14,-1.3117,11,-1.7098,20,-0.8467,50,0.97785,40,0.24136,36,0.07522,34,0.00342
ENSG00000163788,SNRK,18,-1.3612,31,-0.5201,42,-0.0536,42,-0.0590,99,1.36335,52,0.28475,26,-0.8215
ENSG00000160746,ANO10,25,-0.0694,35,0.44831,15,-0.9415,29,0.24549,34,0.43375,26,0.01038,22,-0.3052
ENSG00000011198,ABHD5,44,1.20485,31,0.58039,15,-0.6238,12,-1.1141,38,0.91252,21,-0.0151,23,0.13993
ENSG00000179152,TCAIM,34,1.03092,19,0.07201,20,0.18535,14,-0.4811,20,0.19675,16,-0.2145,12,-0.6259
ENSG00000185219,ZNF445,25,0.21190,25,0.19194,12,-0.9859,14,-0.8738,45,1.15230,37,0.85448,29,0.44908
ENSG00000186448,ZNF197,24,0.31446,45,1.37018,8,-1.4548,15,-0.5977,23,0.23841,25,0.38975,24,0.35724
ENSG00000163807,KIAA1143,89,0.78342,67,0.33114,35,-0.7640,49,-0.2640,48,-0.1982,61,0.17587,73,0.46923
ENSG00000169964,TMEM42,25,0.29425,20,-0.0641,19,-0.1808,21,-0.0202,22,0.06316,13,-0.7851,30,0.57597
ENSG00000163812,ZDHHC3,26,-0.5413,26,-0.5632,31,-0.2965,43,0.34791,42,0.18860,45,0.31472,35,-0.1038
ENSG00000075914,EXOSC7,20,0.07540,16,-0.3342,18,-0.1090,25,0.64224,12,-0.6673,25,0.40963,2,-2.9894
ENSG00000249992,TMEM158,10,-1.7362,14,-1.3069,27,-0.3864,41,0.47358,30,-0.1874,41,0.33434,56,0.83745
ENSG00000011376,LARS2,14,0.26892,18,0.71342,9,-0.4871,11,-0.0861,9,-0.3111,17,0.61156,7,-0.7080
ENSG00000211456,SACM1L,42,-0.1798,5,-3.2033,30,-0.7109,60,0.61000,59,0.36174,60,0.40233,47,0.02151
ENSG00000163818,LZTFL1,8,-2.3440,6,-2.8240,22,-1.0249,60,1.00714,36,-0.1747,57,0.54839,56,0.51156
ENSG00000163827,LRRC2,0,-7.5807,4,-2.6114,16,-0.7002,47,1.88876,16,-0.6392,25,0.03776,8,-1.6660
ENSG00000160801,PTH1R,5,-1.5080,7,-0.9403,22,0.78614,13,-0.0909,24,0.89030,20,0.52369,1,-3.5933
ENSG00000160799,CCDC12,47,0.09692,21,-1.1451,41,-0.1293,53,0.41247,62,0.53191,19,-1.2732,45,0.03987
ENSG00000181555,SETD2,149,0.82559,148,0.81996,57,-0.7626,66,-0.6420,102,0.20932,135,0.66208,74,-0.2958
ENSG00000088727,KIF9,2,-3.0403,21,0.06509,28,0.62172,27,0.70617,14,-0.5918,10,-0.9870,10,-1.0605
ENSG00000114648,KLHL18,16,-0.8222,11,-1.3994,20,-0.5588,38,0.84540,29,0.09076,40,0.59630,13,-1.0955
ENSG00000076201,PTPN23,33,0.39588,13,-0.9709,21,-0.3446,24,-0.1261,36,0.53227,26,0.04134,35,0.48720
ENSG00000114650,SCAP,42,0.18739,37,-0.0035,23,-0.7861,36,-0.0329,50,0.49201,44,0.26271,42,0.21697
ENSG00000163832,ELP6,22,-0.3854,22,-0.3735,30,0.07430,33,0.36566,25,-0.2319,15,-0.9844,37,0.40591
ENSG00000114646,CSPG5,48,-1.1393,173,0.87671,118,0.27697,82,-0.4445,142,0.54830,90,-0.1818,94,-0.1064
ENSG00000173473,SMARCC1,169,1.45348,163,1.38129,67,-0.1031,25,-1.9150,67,-0.1041,55,-0.4090,94,0.44998
ENSG00000132153,DHX30,66,-0.5698,68,-0.5243,67,-0.6021,124,0.63545,101,0.09330,111,0.24440,75,-0.3743
ENSG00000047849,MAP4,396,0.49491,444,0.68664,268,-0.1466,268,-0.1843,283,-0.0449,231,-0.3632,242,-0.2910
ENSG00000172113,NME6,16,0.34817,26,1.19414,5,-1.4517,7,-1.0948,25,1.07920,8,-0.6167,25,1.12466
ENSG00000164050,PLXNB1,128,1.89939,98,1.40025,34,-0.3561,10,-2.5558,106,1.54515,11,-1.9943,15,-1.5698
ENSG00000232112,TMA7,369,-0.2630,454,0.06181,628,0.67095,488,0.26233,257,-0.8191,223,-1.0337,290,-0.6386
ENSG00000164054,SHISA5,30,-0.8980,48,-0.2097,69,0.43025,58,0.12815,72,0.45486,42,-0.4205,39,-0.5351
ENSG00000010256,UQCRC1,105,-0.9218,84,-1.2510,141,-0.5095,299,1.22016,151,-0.3603,164,-0.2366,111,-0.8381
ENSG00000213672,NCKIPSD,17,-1.5958,11,-2.1697,29,-0.8524,74,1.12836,55,0.21252,54,0.17959,40,-0.2885
ENSG00000068745,IP6K2,54,-0.0668,13,-2.1429,39,-0.6243,73,0.63680,41,-0.4807,73,0.42420,68,0.29160
ENSG00000114302,PRKAR2A,67,0.53192,60,0.34194,17,-1.6852,52,0.18316,51,0.08739,71,0.62703,39,-0.3394
ENSG00000177479,ARIH2,67,0.64175,29,-0.6624,31,-0.6440,40,-0.2441,71,0.73352,60,0.45085,46,0.03346
ENSG00000178467,P4HTM,48,-0.9726,14,-2.7634,69,-0.4857,138,1.10433,114,0.36267,72,-0.3694,63,-0.5731
ENSG00000178252,WDR6,44,0.42235,41,0.32018,28,-0.3037,17,-1.3584,73,1.27761,37,0.13369,53,0.72720
ENSG00000178149,DALRD3,7,-1.1927,12,-0.4886,19,0.17607,20,0.45139,11,-0.6557,30,0.92402,6,-1.5473
ENSG00000178057,NDUFAF3,93,0.16828,78,-0.1184,78,-0.1129,107,0.60110,47,-0.9001,34,-1.3861,85,0.02140
ENSG00000178035,IMPDH2,57,0.37922,42,-0.0888,33,-0.5112,49,0.23419,49,0.14383,26,-0.8137,53,0.28776
ENSG00000198218,QRICH1,28,-0.1946,10,-1.7776,17,-1.0220,29,-0.2256,57,0.92967,48,0.64221,60,1.02815
ENSG00000172053,QARS,28,-0.0937,19,-0.7337,19,-0.7660,34,0.30723,36,0.28791,37,0.31541,36,0.28141
ENSG00000172046,USP19,16,-0.3349,5,-1.9257,11,-0.9485,31,1.21829,31,0.69162,10,-0.9670,8,-1.2936
ENSG00000172037,LAMB2,13,-0.2657,38,1.51836,23,0.73792,4,-2.4727,46,1.87604,2,-3.0512,9,-0.7431
ENSG00000185909,KLHDC8B,0,-8.1676,1,-3.1530,16,0.60855,12,0.18073,15,0.48857,16,0.54870,11,0.01399
ENSG00000114316,USP4,30,-0.4002,39,0.01983,31,-0.3558,43,0.26466,56,0.58639,40,0.06699,24,-0.7227
ENSG00000067560,RHOA,393,1.15984,335,0.88116,148,-0.4726,175,-0.2403,132,-0.6058,118,-0.7829,174,-0.1783
ENSG00000145022,TCTA,25,0.19749,12,-0.9472,20,-0.2102,26,0.35146,18,-0.3120,12,-0.9562,35,0.72064
ENSG00000145029,NICN1,11,-1.4598,42,0.60565,22,-0.4374,29,-0.0158,37,0.39659,35,0.27742,34,0.25132
ENSG00000173402,DAG1,52,0.49638,72,1.03823,42,0.18163,21,-1.1771,66,0.88114,37,-0.0311,24,-0.6920
ENSG00000164061,BSN,7,-3.9233,23,-2.2519,130,0.41483,111,0.16164,86,-0.2901,220,1.25937,97,-0.0941
ENSG00000164062,APEH,7,-2.8669,32,-0.7247,36,-0.6111,77,1.04971,49,-0.0769,66,0.40347,32,-0.7236
ENSG00000164068,RNF123,6,-1.9953,8,-1.5328,15,-0.6611,35,1.15980,32,0.55581,21,-0.1025,11,-1.0929
ENSG00000176095,IP6K1,27,-0.6362,10,-2.0868,41,0.02022,49,0.40619,55,0.45644,53,0.40423,29,-0.5440
ENSG00000164076,CAMKV,19,-3.1720,31,-2.4711,107,-0.6838,187,0.37532,206,0.40727,209,0.42826,332,1.21505
ENSG00000164077,MON1A,15,-0.4778,19,-0.0542,15,-0.5105,25,0.49902,27,0.47576,25,0.35990,6,-1.8159
ENSG00000004534,RBM6,67,0.00554,66,-0.0276,44,-0.6877,41,-1.0037,210,1.98846,90,0.46703,52,-0.3900
ENSG00000003756,RBM5,103,0.82712,45,-0.5069,32,-1.0658,51,-0.4159,122,1.12005,71,0.21498,72,0.23352
ENSG00000114353,GNAI2,315,1.24516,236,0.74087,139,-0.1226,101,-0.8134,176,0.26022,120,-0.3448,115,-0.4020
ENSG00000012171,SEMA3B,216,3.70013,88,1.59130,12,-1.7061,2,-4.6481,35,0.02321,2,-3.9223,7,-2.4123
ENSG00000243477,NAA80,6,-1.0615,7,-0.7979,13,0.07676,16,0.56009,5,-1.1863,27,1.24942,2,-2.3999
ENSG00000114383,TUSC2,36,-1.3810,27,-1.8005,109,0.38319,115,0.67030,86,-0.0362,88,-0.0070,53,-0.7866
ENSG00000114388,NPRL2,17,-0.3948,10,-1.1868,12,-0.9321,32,0.98221,19,-0.2443,31,0.54809,11,-1.0116
ENSG00000126062,TMEM115,17,-0.2932,19,-0.1287,10,-1.2509,31,1.00386,17,-0.3325,12,-0.8128,22,0.05184
ENSG00000007402,CACNA2D2,3,-1.7932,7,-0.6934,5,-1.2615,15,0.67174,29,1.56118,5,-1.1986,10,-0.1482
ENSG00000088543,C3orf18,11,-0.9736,9,-1.2908,21,-0.0668,34,1.10999,20,-0.1628,19,-0.1955,5,-2.1063
ENSG00000088538,DOCK3,40,-1.3729,30,-1.7691,80,-0.3427,101,0.07348,107,0.13498,189,1.08230,147,0.65489
ENSG00000145050,MANF,39,0.23645,18,-0.9815,28,-0.3492,44,0.64712,30,-0.1949,25,-0.4882,29,-0.2268
ENSG00000259956,RBM15B,17,-0.3408,27,0.36235,19,-0.2217,24,0.23755,23,0.10595,15,-0.5348,21,-0.0408
ENSG00000145041,DCAF1,17,0.21041,10,-0.6145,15,0.01105,13,-0.2484,14,-0.1526,18,0.28901,23,0.65229
ENSG00000164080,RAD54L2,15,0.24925,17,0.43866,7,-0.9525,4,-1.9638,30,1.33599,38,1.76791,13,-0.0509
ENSG00000164081,TEX264,28,-0.3986,35,-0.0520,21,-0.9066,51,0.87324,45,0.37883,13,-1.4880,29,-0.3100
ENSG00000164082,GRM2,0,-4.3360,0,-5.7558,9,-0.9592,26,1.40784,26,0.78041,21,0.46781,3,-2.2934
ENSG00000090097,PCBP4,133,2.40661,49,0.55710,28,-0.3556,14,-1.6516,53,0.68771,22,-0.6988,10,-1.8704
ENSG00000248487,ABHD14A,36,-0.9959,21,-1.7807,48,-0.6194,104,1.06394,53,-0.4239,55,-0.3470,84,0.32032
ENSG00000162244,RPL29,635,0.39690,656,0.44862,686,0.59495,486,-0.0491,299,-0.7859,218,-1.2662,337,-0.6037
ENSG00000164086,DUSP7,25,0.46377,29,0.73638,16,-0.2501,16,-0.3182,8,-1.2578,21,0.18272,25,0.47747
ENSG00000023330,ALAS1,20,-0.8181,5,-2.7483,21,-0.8411,58,1.39718,21,-0.7783,20,-0.8312,43,0.33768
ENSG00000247596,TWF2,21,-1.2781,10,-2.2439,30,-0.7592,78,1.35710,41,-0.2381,46,-0.0726,34,-0.5351
ENSG00000164091,WDR82,73,-0.7969,88,-0.5157,104,-0.2813,116,-0.1241,191,0.72328,169,0.52382,154,0.36727
ENSG00000163930,BAP1,25,-1.6465,54,-0.4630,122,0.95312,71,-0.0601,81,0.16008,88,0.29511,29,-1.3900
ENSG00000010322,NISCH,63,-0.7451,39,-1.4532,93,-0.1594,112,0.22580,134,0.43752,148,0.60588,102,-0.0056
ENSG00000168268,NT5DC2,9,-0.5550,8,-0.7974,15,0.26789,18,0.83013,7,-0.8923,11,-0.2589,5,-1.3168
ENSG00000168273,SMIM4,17,-0.2322,7,-1.4978,25,0.34038,28,0.79805,25,0.33848,5,-2.0187,7,-1.5486
ENSG00000163939,PBRM1,96,0.93645,57,0.07322,23,-1.3913,39,-0.6652,86,0.74336,61,0.18278,93,0.88452
ENSG00000163938,GNL3,39,-0.4648,27,-1.0202,35,-0.6808,77,0.95091,29,-0.9478,59,0.16930,52,-0.0427
ENSG00000016864,GLT8D1,27,-0.0494,17,-0.7335,20,-0.5167,30,0.20512,28,0.04459,51,0.99152,19,-0.5427
ENSG00000114902,SPCS1,137,-0.0054,84,-0.7526,99,-0.5470,192,0.85155,92,-0.6133,96,-0.5616,134,-0.0356
ENSG00000114904,NEK4,10,-0.6891,15,-0.0437,14,-0.1665,15,-0.0523,30,1.06648,10,-0.7117,18,0.18242
ENSG00000272573,MUSTN1,8,-0.8445,22,0.68258,18,0.48555,6,-1.5593,61,2.63154,3,-2.3707,1,-3.6927
ENSG00000163932,PRKCD,3,-1.9064,2,-2.2949,13,0.01772,17,0.77607,15,0.22685,5,-1.4076,19,0.63877
ENSG00000163931,TKT,123,-0.1363,144,0.11553,107,-0.3821,167,0.53636,127,-0.0791,90,-0.6114,106,-0.3640
ENSG00000272886,DCP1A,27,0.23746,8,-1.6342,16,-0.6392,19,-0.4945,47,1.10688,55,1.38997,17,-0.5232
ENSG00000157388,CACNA1D,9,-1.2063,8,-1.3897,6,-1.8523,11,-1.1920,66,1.96816,65,1.91568,25,0.28324
ENSG00000016391,CHDH,24,0.50410,36,1.16885,24,0.55413,5,-2.1483,47,1.65650,14,-0.4027,4,-2.1506
ENSG00000113812,ACTR8,9,-0.6011,9,-0.5577,11,-0.3271,17,0.62868,14,0.11256,7,-0.8803,15,0.24408
ENSG00000113811,SELENOK,127,0.30714,121,0.22851,127,0.35031,107,0.06603,49,-1.1657,53,-1.0498,116,0.17151
ENSG00000157445,CACNA2D3,9,-2.0324,6,-2.4377,22,-0.7518,52,1.10078,37,0.10596,43,0.36682,30,-0.2138
ENSG00000187672,ERC2,58,-1.5077,160,0.02748,162,0.04944,95,-1.0196,117,-0.4674,244,0.71612,448,1.79896
ENSG00000180376,CCDC66,63,0.98735,41,0.28307,23,-0.6535,16,-1.4626,81,1.42469,68,1.11289,15,-1.2225
ENSG00000163946,TASOR,83,0.95956,83,0.95639,34,-0.5006,28,-0.9824,49,0.08381,31,-0.6251,81,0.90676
ENSG00000163947,ARHGEF3,15,-2.1624,11,-2.6069,25,-1.5698,104,1.25720,46,-0.5482,107,0.79598,74,0.20075
ENSG00000157500,APPL1,128,0.33581,115,0.15902,78,-0.4814,83,-0.4743,68,-0.6577,133,0.39664,209,1.16157
ENSG00000174840,PDE12,25,0.24135,8,-1.4851,14,-0.7271,21,0.03382,19,-0.1467,40,1.05627,27,0.41103
ENSG00000168374,ARF4,53,-0.2961,29,-1.2061,50,-0.4058,83,0.64471,42,-0.6327,78,0.33121,67,0.07556
ENSG00000163681,SLMAP,72,-0.1687,75,-0.1015,76,-0.1043,73,-0.2132,72,-0.1694,101,0.36017,121,0.65650
ENSG00000136068,FLNB,61,2.45666,32,1.22314,9,-0.8796,2,-3.0706,19,0.34927,21,0.48484,8,-0.9527
ENSG00000163686,ABHD6,84,1.03276,24,-0.9702,20,-1.2695,50,0.24507,37,-0.3015,74,0.81795,34,-0.4434
ENSG00000163684,RPP14,20,0.05123,10,-1.0334,19,-0.0246,20,0.08854,19,0.00242,33,0.87860,12,-0.7549
ENSG00000168297,PXK,542,3.29243,160,0.77747,24,-2.2518,42,-1.6573,70,-0.5499,52,-1.0044,54,-0.9437
ENSG00000168291,PDHB,83,0.02975,40,-1.0657,48,-0.8642,123,1.10656,61,-0.4488,76,-0.1036,42,-0.9905
ENSG00000168301,KCTD6,29,0.25959,13,-0.9346,15,-0.8468,30,0.51707,24,-0.0269,27,0.17831,25,0.02767
ENSG00000168309,FAM107A,474,0.43267,811,1.34996,632,1.05989,194,-1.2395,462,0.38916,56,-2.8010,145,-1.3983
ENSG00000144724,PTPRG,8,-1.9958,45,0.70312,34,0.26062,19,-0.8321,65,1.32657,26,-0.1598,32,0.14609
ENSG00000114405,C3orf14,49,-1.0505,34,-1.5600,104,0.14215,135,0.85696,53,-0.9092,85,-0.1956,90,-0.1109
ENSG00000153266,FEZF2,9,-1.7849,23,-0.4666,18,-0.9048,21,-0.7544,20,-0.6234,63,1.17767,102,2.09791
ENSG00000163618,CADPS,16,-3.4604,7,-4.6102,85,-1.1580,205,0.43969,195,0.20972,329,1.08366,341,1.14587
ENSG00000163630,SYNPR,3,-4.7042,18,-2.4693,82,-0.2411,84,-0.2514,147,0.73380,47,-1.0455,318,2.14764
ENSG00000163634,THOC7,82,-0.7550,66,-1.0731,141,0.09667,171,0.60366,75,-0.8907,151,0.19443,129,-0.0501
ENSG00000163636,PSMD6,43,-0.5009,36,-0.7496,34,-0.9188,85,0.95154,33,-0.9003,49,-0.2839,79,0.46061
ENSG00000163637,PRICKLE2,22,-1.7790,43,-0.8186,66,-0.1840,66,-0.2166,72,-0.0316,141,1.07733,130,0.94491
ENSG00000151276,MAGI1,63,-0.4469,29,-1.6306,63,-0.4879,74,-0.2793,171,1.16224,123,0.60756,120,0.55870
ENSG00000144741,SLC25A26,20,-0.8291,20,-0.8026,32,-0.0900,43,0.57764,11,-1.6568,41,0.30533,44,0.43069
ENSG00000144749,LRIG1,77,0.33023,246,2.45994,61,-0.0423,14,-2.6738,118,1.04194,17,-1.9844,54,-0.2347
ENSG00000172340,SUCLG2,33,1.23252,45,1.77941,22,0.61056,6,-1.8261,10,-0.6264,4,-1.9067,13,-0.2977
ENSG00000183662,TAFA1,0,-9.4004,0,-8.4335,12,-1.2620,50,1.85446,28,0.04554,41,0.68089,2,-3.4344
ENSG00000144747,TMF1,115,0.63206,68,-0.2226,47,-0.8603,72,-0.1727,97,0.35199,102,0.43304,94,0.29506
ENSG00000144744,UBA3,60,0.50639,27,-0.7434,25,-0.9251,52,0.40248,29,-0.6306,62,0.54172,47,0.09414
ENSG00000144746,ARL6IP5,339,0.27068,140,-1.1022,124,-1.3763,384,0.73706,188,-0.6553,246,-0.2381,451,0.74231
ENSG00000114541,FRMD4B,318,4.64817,55,0.51204,5,-3.0806,3,-3.9918,13,-1.6658,10,-2.1125,20,-1.0238
