Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000173692,PSMD1,193,-0.1470,241,0.21002,329,0.84430,141,-0.6440,146,-0.6484,116,-0.9416,240,0.22811
ENSG00000115053,NCL,1482,1.03648,998,0.36282,1255,0.87461,367,-1.2024,388,-1.2143,804,0.01153,523,-0.7295
ENSG00000187514,PTMA,4697,2.15290,1630,0.22357,1217,-0.2726,985,-0.5759,826,-0.9236,1573,0.16476,613,-1.4024
ENSG00000144524,COPS7B,23,0.23311,25,0.35858,15,-0.4199,18,-0.1511,16,-0.3612,22,0.15775,24,0.32264
ENSG00000144535,DIS3L2,33,0.83393,21,0.12780,18,-0.1337,14,-0.4727,17,-0.2280,21,0.13811,18,-0.1695
ENSG00000135930,EIF4E2,50,0.06898,74,0.71588,55,0.27873,46,-0.0438,24,-1.1250,48,0.01868,49,0.06469
ENSG00000115468,EFHD1,401,3.32896,18,-2.1548,17,-2.3874,99,0.44153,41,-1.0189,46,-0.7808,38,-1.1562
ENSG00000204120,GIGYF2,189,0.53745,154,0.20794,196,0.69558,96,-0.5437,90,-0.6977,160,0.26612,93,-0.6557
ENSG00000182600,SNORC,147,-0.0833,42,-1.9821,64,-1.4663,664,2.74622,163,0.08916,62,-1.4087,91,-0.9100
ENSG00000066248,NGEF,6,-5.0162,227,0.26277,148,-0.4587,71,-1.5248,337,1.10308,129,-0.6329,262,0.57682
ENSG00000085978,ATG16L1,7,-1.4988,20,0.00158,20,-0.0615,8,-1.4294,15,-0.5401,23,0.21249,38,1.22243
ENSG00000085982,USP40,66,1.74895,7,-1.7543,35,0.70870,28,0.28117,11,-1.3191,22,-0.0874,12,-1.1471
ENSG00000188042,ARL4C,24,-2.7092,390,1.70990,109,-0.5075,148,0.02025,145,-0.0144,161,0.15888,115,-0.4233
ENSG00000157985,AGAP1,335,1.01328,237,0.42584,217,0.31774,163,-0.1798,100,-1.0155,272,0.65242,92,-1.1490
ENSG00000132321,IQCA1,125,1.21623,21,-1.5824,133,1.62619,34,-0.8968,59,-0.0402,12,-2.4468,15,-2.2000
ENSG00000198612,COPS8,46,-1.0392,62,-0.5777,63,-0.6039,116,0.41536,105,0.30041,67,-0.4558,134,0.76913
ENSG00000124831,LRRFIP1,54,-0.9046,113,0.24252,158,0.94789,55,-0.8912,86,-0.2206,86,-0.1956,88,-0.1794
ENSG00000132329,RAMP1,58,-1.2092,57,-1.2452,52,-1.4803,318,1.56883,229,1.15223,47,-1.5446,119,-0.1358
ENSG00000184182,UBE2F,35,-0.2434,16,-1.4217,26,-0.7436,42,0.03845,58,0.64825,52,0.37318,48,0.29492
ENSG00000132323,ILKAP,49,0.36375,45,0.24149,30,-0.4425,26,-0.6456,44,0.22819,28,-0.4874,46,0.31457
ENSG00000144485,HES6,38,-0.5780,38,-0.5504,24,-1.3529,94,0.89644,92,1.02627,49,-0.1686,47,-0.2639
ENSG00000132326,PER2,32,-0.8909,95,0.83740,58,0.00500,34,-0.7931,53,-0.1410,74,0.40597,58,0.03458
ENSG00000204104,TRAF3IP1,41,-0.5485,51,-0.1966,99,1.03805,51,-0.2151,31,-1.0302,66,0.19209,56,-0.0663
ENSG00000065802,ASB1,29,-0.2932,30,-0.2547,31,-0.1969,36,0.04733,37,0.11959,55,0.74049,31,-0.1928
ENSG00000068024,HDAC4,35,-0.1165,37,-0.0344,43,0.21919,28,-0.4695,33,-0.2503,44,0.23542,42,0.17504
ENSG00000130414,NDUFA10,96,-0.3616,78,-0.6851,121,0.00380,79,-0.6559,131,0.15335,143,0.28345,152,0.43651
ENSG00000172428,COPS9,200,-0.9864,314,-0.2869,112,-1.9737,729,1.11151,702,1.24848,199,-0.9926,347,-0.1444
ENSG00000063660,GPC1,39,-1.0543,35,-1.1936,70,-0.1746,89,0.23289,79,0.04834,65,-0.2618,122,0.88486
ENSG00000130294,KIF1A,371,-0.4331,365,-0.4600,543,0.19695,461,-0.0894,417,-0.2763,749,0.70592,506,0.06582
ENSG00000122085,MTERF4,23,-0.3681,35,0.29904,23,-0.3935,20,-0.5947,31,0.09594,42,0.61096,31,0.14130
ENSG00000115685,PPP1R7,67,-0.9753,129,0.02730,95,-0.4994,117,-0.1235,184,0.71492,111,-0.2096,141,0.20210
ENSG00000115677,HDLBP,118,-0.4181,159,0.05182,141,-0.1604,162,0.07911,189,0.37256,147,-0.0813,148,-0.0681
ENSG00000168385,SEPTIN2,475,1.64953,152,-0.3021,145,-0.4135,292,0.76981,160,-0.2400,130,-0.5463,88,-1.2328
ENSG00000115694,STK25,51,-1.1715,73,-0.6072,76,-0.6112,113,0.06392,134,0.40003,121,0.18203,152,0.63971
ENSG00000176720,BOK,206,3.42260,5,-2.8220,6,-2.7278,21,-0.8588,9,-2.2278,41,0.15452,35,-0.1293
ENSG00000176946,THAP4,13,-1.7460,22,-0.9066,30,-0.5175,43,0.10969,67,0.96718,35,-0.2484,49,0.35611
ENSG00000168397,ATG4B,34,-0.5974,52,0.07061,42,-0.3045,42,-0.2488,53,0.12216,54,0.13763,62,0.41833
ENSG00000168395,ING5,25,-0.8006,26,-0.7324,45,0.13167,32,-0.4101,44,0.06549,73,0.90700,43,0.04818
ENSG00000134121,CHL1,43,-2.8206,407,0.59211,244,-0.2655,209,-0.4766,352,0.40445,222,-0.3867,380,0.55026
ENSG00000144619,CNTN4,11,-2.4646,95,0.86282,92,0.95462,24,-1.3184,62,0.15873,27,-1.1208,50,-0.2236
ENSG00000113851,CRBN,138,0.38035,118,0.12396,138,0.43225,100,-0.1434,101,-0.1463,82,-0.4477,89,-0.3666
ENSG00000150995,ITPR1,37,-3.2107,634,1.16757,438,0.60740,190,-0.8006,352,0.18886,257,-0.3320,237,-0.5054
ENSG00000134107,BHLHE40,30,-1.2635,59,-0.2358,63,-0.1544,38,-0.9307,78,0.24379,47,-0.6010,115,1.00685
ENSG00000134108,ARL8B,123,-0.6013,184,0.02976,139,-0.4602,139,-0.4094,164,-0.1675,188,0.06439,283,0.86425
ENSG00000196277,GRM7,0,-8.3493,25,-0.1105,32,0.28487,11,-1.3974,32,0.27970,17,-0.7615,46,1.03069
ENSG00000196220,SRGAP3,36,-1.5286,101,0.04354,154,0.85839,58,-0.8145,80,-0.3787,118,0.28227,103,0.07591
ENSG00000206573,THUMPD3-AS1,32,1.33168,21,-0.5973,53,1.01977,20,-0.7376,17,-0.9842,28,-0.1764,37,0.26503
ENSG00000134077,THUMPD3,62,0.84839,37,-0.0094,39,0.08283,43,0.23161,39,0.09605,12,-1.6758,31,-0.3428
ENSG00000168137,SETD5,115,0.17250,125,0.30013,182,1.11525,72,-0.5634,59,-0.9686,104,0.00803,69,-0.7002
ENSG00000156959,LHFPL4,0,-6.0051,48,0.12921,33,-0.4748,42,-0.0652,39,-0.1893,55,0.37886,74,1.01335
ENSG00000144550,CPNE9,1,-3.7745,19,0.19092,11,-0.6659,12,-0.4786,10,-0.8349,16,-0.1019,38,1.72610
ENSG00000134072,CAMK1,3,-4.4753,75,0.14746,50,-0.5323,65,-0.0743,110,0.93596,39,-0.8789,89,0.50659
ENSG00000171148,TADA3,41,-1.1248,83,-0.0600,65,-0.4868,143,0.84216,94,0.15287,83,-0.0608,96,0.20704
ENSG00000241553,ARPC4,37,-1.7095,89,-0.3706,83,-0.5315,88,-0.3963,144,0.44571,144,0.39499,159,0.64614
ENSG00000156990,RPUSD3,12,-1.3418,18,-0.7142,14,-1.2120,35,0.26684,40,0.59133,24,-0.3009,48,0.93187
ENSG00000163703,CRELD1,22,-1.6571,45,-0.5971,54,-0.3755,45,-0.5933,87,0.50061,46,-0.5673,112,1.01951
ENSG00000163704,PRRT3,16,-1.5055,50,0.26370,43,0.01787,25,-0.8126,54,0.44686,45,0.09826,47,0.19665
ENSG00000125037,EMC3,56,-0.6032,77,-0.1161,75,-0.1671,78,-0.0855,90,0.15037,57,-0.5694,114,0.60224
ENSG00000254999,BRK1,41,-1.9504,141,-0.0817,87,-0.9071,123,-0.2956,250,1.02341,139,-0.0982,182,0.37962
ENSG00000157014,TATDN2,30,-0.8777,39,-0.4801,56,0.13012,42,-0.3430,65,0.38153,43,-0.3176,65,0.38651
ENSG00000157020,SEC13,42,0.53147,34,0.19172,15,-1.2118,26,-0.2609,33,0.12910,21,-0.5851,43,0.65939
ENSG00000157087,ATP2B2,48,-3.1867,349,-0.2143,456,0.24603,197,-1.0942,372,-0.1279,524,0.44401,609,0.81108
ENSG00000157103,SLC6A1,151,-0.4087,396,1.19376,124,-0.7751,273,0.54400,243,0.40313,154,-0.3767,123,-0.7949
ENSG00000196639,HRH1,5,-2.1614,15,-0.6880,40,1.04214,12,-0.9774,25,0.13307,21,-0.1761,25,0.11685
ENSG00000197548,ATG7,16,-0.7792,30,0.16098,29,0.10209,30,0.17365,23,-0.2981,21,-0.3882,35,0.48002
ENSG00000144560,VGLL4,35,-0.6794,44,-0.3101,44,-0.3399,57,0.08418,86,0.90122,43,-0.3426,49,-0.1517
ENSG00000157152,SYN2,33,-3.5546,246,-0.5709,356,0.00688,155,-1.2819,283,-0.3919,590,0.84711,620,1.10668
ENSG00000075975,MKRN2,17,-0.6559,27,0.02473,18,-0.6864,26,-0.0564,37,0.58601,15,-0.8935,37,0.58172
ENSG00000132155,RAF1,32,-0.1461,18,-1.0079,30,-0.2711,29,-0.3057,54,0.84913,21,-0.7623,40,0.25938
ENSG00000144712,CAND2,12,-0.6585,9,-1.0785,16,-0.2417,20,0.06649,15,-0.3783,33,0.93981,25,0.55411
ENSG00000144713,RPL32,1251,0.54395,907,0.01690,308,-1.7625,1856,1.22940,1351,0.78370,580,-0.6858,533,-0.8919
ENSG00000144711,IQSEC1,81,-1.7960,180,-0.5903,221,-0.3034,306,0.24570,223,-0.2923,489,1.03915,342,0.49094
ENSG00000163517,HDAC11,118,1.27817,34,-0.7457,23,-1.4389,58,0.07517,49,-0.2063,93,0.85388,53,-0.0821
ENSG00000163528,CHCHD4,10,-1.2729,18,-0.3909,19,-0.3303,31,0.41830,32,0.54281,22,-0.1005,26,0.19001
ENSG00000170876,TMEM43,45,0.73360,5,-2.6181,29,0.04072,37,0.40614,29,-0.0128,19,-0.6043,33,0.22971
ENSG00000154767,XPC,119,1.68852,40,-0.1757,65,0.69970,12,-1.9931,18,-1.5277,42,-0.1185,35,-0.4119
ENSG00000170860,LSM3,66,0.01306,85,0.41864,40,-0.8243,96,0.61710,97,0.74897,33,-1.0771,51,-0.4503
ENSG00000154781,CCDC174,77,0.95735,51,0.26358,59,0.60027,41,-0.0906,27,-0.7732,34,-0.3686,27,-0.7593
ENSG00000225733,FGD5-AS1,136,0.30653,146,0.42308,70,-0.8069,148,0.45402,112,-0.0089,116,0.05676,106,-0.0939
ENSG00000177463,NR2C2,31,-0.7276,64,0.42268,50,0.01336,35,-0.5246,53,0.13986,36,-0.4853,60,0.37483
ENSG00000131368,MRPS25,28,-1.2840,87,0.49469,51,-0.3977,61,-0.0749,82,0.45343,28,-1.2722,86,0.54359
ENSG00000131381,RBSN,75,0.01521,113,0.68903,53,-0.5786,67,-0.1735,65,-0.2236,88,0.26840,82,0.17128
ENSG00000131375,CAPN7,40,0.52445,40,0.51852,36,0.36724,23,-0.3967,29,-0.0069,11,-1.5238,24,-0.3206
ENSG00000131370,SH3BP5,233,0.99794,172,0.47708,124,-0.0545,38,-1.8296,85,-0.6998,128,0.00188,145,0.22908
ENSG00000206562,METTL6,12,-0.8338,29,0.48367,25,0.24119,11,-1.0287,15,-0.5843,30,0.53519,26,0.38027
ENSG00000144597,EAF1,12,-1.5100,34,0.03505,36,0.15019,15,-1.2107,28,-0.3187,37,0.14805,54,0.91695
ENSG00000206560,ANKRD28,85,0.74982,50,-0.1257,54,0.02066,40,-0.4602,53,-0.0147,66,0.32500,41,-0.4736
ENSG00000131386,GALNT15,155,3.30613,8,-1.8834,13,-1.2678,51,0.91595,8,-2.0459,23,-0.3893,6,-2.4232
ENSG00000154813,DPH3,29,0.28805,16,-0.6871,21,-0.2286,24,-0.0350,20,-0.3499,28,0.20501,32,0.52667
ENSG00000131378,RFTN1,1,-4.6669,64,0.76214,35,-0.2497,30,-0.4633,51,0.45787,45,0.18795,44,0.18079
ENSG00000154822,PLCL2,6,-2.9713,54,0.13830,56,0.24828,21,-1.3174,58,0.30690,57,0.24774,62,0.43547
ENSG00000131374,TBC1D5,78,0.03135,92,0.30179,78,0.03073,105,0.51526,69,-0.1778,72,-0.0898,62,-0.3756
ENSG00000182568,SATB1,44,-2.4005,213,-0.0319,259,0.32369,149,-0.5981,115,-1.0705,442,1.19736,289,0.52997
ENSG00000183960,KCNH8,223,5.19530,0,-8.1187,11,-1.5129,0,-6.4829,2,-3.6659,7,-1.9736,9,-1.7724
ENSG00000144566,RAB5A,141,0.31121,87,-0.4577,103,-0.2197,124,0.10455,109,-0.1170,123,0.08498,133,0.23863
ENSG00000114166,KAT2B,203,2.03973,33,-1.0461,44,-0.6418,117,0.99499,64,0.00106,31,-1.1418,22,-1.7791
ENSG00000151789,ZNF385D,26,-1.7981,249,1.85854,113,0.49706,61,-0.5454,39,-1.3315,145,0.85558,40,-1.2940
ENSG00000182247,UBE2E2,38,-0.9145,87,0.37107,72,0.07170,38,-0.9024,63,-0.1730,80,0.24064,89,0.46816
ENSG00000170142,UBE2E1,76,0.60236,61,0.24287,25,-1.2445,68,0.41784,67,0.45016,30,-0.8884,54,0.03179
ENSG00000197885,NKIRAS1,16,-1.8410,87,0.82073,43,-0.3715,46,-0.2427,40,-0.4733,21,-1.4133,98,1.20385
ENSG00000174748,RPL15,591,-0.3404,912,0.35523,317,-1.3999,1076,0.63100,1064,0.71092,569,-0.3995,709,-0.0596
ENSG00000174738,NR1D2,70,-0.2757,91,0.14826,76,-0.1575,66,-0.3641,83,0.00870,85,0.03815,100,0.33988
ENSG00000151090,THRB,25,-3.1910,281,0.45826,250,0.30136,114,-0.9580,187,-0.2185,346,0.81070,240,0.22362
ENSG00000077097,TOP2B,233,0.49076,229,0.46297,175,0.02671,184,0.10954,159,-0.1435,138,-0.3540,136,-0.4183
ENSG00000151092,NGLY1,12,-0.6776,15,-0.3601,18,-0.0602,20,0.05338,24,0.43547,11,-0.8462,24,0.39747
ENSG00000179796,LRRC3B,20,-0.4348,40,0.66373,41,0.83544,32,0.30970,28,0.12834,16,-0.7284,9,-1.7909
ENSG00000033867,SLC4A7,24,-2.1756,205,1.16171,168,0.96236,81,-0.3680,63,-0.8221,164,0.77724,44,-1.4055
ENSG00000163512,AZI2,106,0.11985,82,-0.2808,104,0.09217,97,-0.0285,92,-0.1151,136,0.53182,85,-0.2482
ENSG00000144642,RBMS3,25,0.12170,43,1.00839,24,0.04145,38,0.79207,19,-0.3824,21,-0.1780,11,-1.2837
ENSG00000163527,STT3B,108,0.88909,38,-0.7680,73,0.27908,40,-0.6998,38,-0.8711,52,-0.2921,84,0.54953
ENSG00000152642,GPD1L,24,-1.5794,80,0.26754,39,-0.9430,41,-0.7828,83,0.37524,57,-0.2763,116,1.05304
ENSG00000144635,DYNC1LI1,45,-0.8560,126,0.78223,61,-0.4389,64,-0.3222,64,-0.3394,104,0.46933,96,0.38495
ENSG00000170275,CRTAP,78,0.56097,64,0.22919,44,-0.3971,73,0.45375,53,-0.0885,62,0.18170,41,-0.5022
ENSG00000153558,FBXL2,4,-3.2835,52,0.27569,40,-0.1447,24,-0.9370,41,-0.1139,38,-0.2161,78,1.14429
ENSG00000153560,UBP1,38,-0.8440,89,0.48568,60,-0.1598,70,0.09835,74,0.21323,66,0.00770,63,-0.0664
ENSG00000163539,CLASP2,366,0.53211,229,-0.2283,226,-0.2772,186,-0.5538,185,-0.6184,269,0.02771,386,0.72070
ENSG00000170248,PDCD6IP,103,0.46503,89,0.23530,77,-0.0073,49,-0.7066,44,-0.9425,75,-0.0570,107,0.61465
ENSG00000172995,ARPP21,52,-2.3843,409,0.82239,360,0.69810,76,-1.8055,300,0.34345,181,-0.4985,226,-0.1695
ENSG00000178567,EPM2AIP1,145,0.01686,119,-0.2895,185,0.47123,81,-0.8870,111,-0.4466,222,0.72169,137,-0.0759
ENSG00000093167,LRRFIP2,122,1.22423,68,0.23029,85,0.69037,37,-0.7244,32,-1.0088,37,-0.7329,46,-0.4471
ENSG00000144674,GOLGA4,1115,1.62790,562,0.41236,732,1.01567,248,-0.8780,200,-1.3069,227,-1.0119,171,-1.5471
ENSG00000144677,CTDSPL,25,-0.5821,19,-1.0319,47,0.43499,29,-0.3889,51,0.62685,31,-0.2535,34,-0.1414
ENSG00000060971,ACAA1,44,-0.1766,38,-0.3838,42,-0.2775,69,0.55215,56,0.25480,22,-1.2304,60,0.38384
ENSG00000172939,OXSR1,46,0.42054,47,0.45220,44,0.38548,16,-1.1771,19,-1.0459,31,-0.2295,45,0.42271
ENSG00000114742,WDR48,84,0.30403,90,0.41305,81,0.27263,51,-0.4781,69,-0.0016,58,-0.2761,56,-0.3837
ENSG00000114745,GORASP1,23,-0.3336,26,-0.1832,14,-1.2407,35,0.31835,34,0.32072,25,-0.2101,42,0.68652
ENSG00000144659,SLC25A38,8,-1.4271,24,0.29247,15,-0.4494,25,0.32217,24,0.29213,13,-0.7134,27,0.53555
ENSG00000168028,RPSA,493,-0.3427,336,-0.9379,325,-1.0751,1087,0.95666,889,0.70870,655,0.10639,564,-0.1463
ENSG00000168314,MOBP,6584,4.65011,66,-3.8851,454,-1.1424,119,-3.0363,47,-4.5330,1021,0.21475,73,-3.9057
ENSG00000170011,MYRIP,15,-1.7023,45,-0.0640,63,0.57599,25,-0.9493,30,-0.7466,80,0.89116,57,0.37214
ENSG00000114784,EIF1B,103,-0.6600,190,0.30876,86,-1.0158,152,-0.0525,158,0.01363,135,-0.2466,251,0.90840
ENSG00000188846,RPL14,470,-0.2106,547,0.03110,317,-0.8983,884,0.82923,732,0.58750,597,0.17429,383,-0.5854
ENSG00000172888,ZNF621,68,2.01557,14,-0.6754,19,-0.2221,29,0.49952,15,-0.5801,16,-0.4693,10,-1.2495
ENSG00000168036,CTNNB1,205,0.20350,274,0.68672,116,-0.7550,203,0.19293,188,0.07307,142,-0.3751,186,0.05354
ENSG00000182606,TRAK1,41,-0.7997,73,0.08687,61,-0.2179,80,0.24981,67,-0.0559,65,-0.0825,87,0.43041
ENSG00000187094,CCK,78,-3.5679,624,-0.4786,606,-0.5780,674,-0.3587,1386,0.96433,614,-0.5056,1240,0.73083
ENSG00000114812,VIPR1,3,-2.6422,20,0.02448,12,-0.7629,7,-1.4322,18,-0.1336,18,-0.1410,43,1.62801
ENSG00000093183,SEC22C,63,0.29398,80,0.67846,59,0.20279,61,0.23256,41,-0.4143,42,-0.3623,40,-0.4721
ENSG00000008324,SS18L2,19,-1.0346,44,0.25112,29,-0.4747,32,-0.2463,53,0.64332,34,-0.1534,42,0.19079
ENSG00000114857,NKTR,385,1.35895,149,-0.2375,358,1.49470,92,-0.9812,64,-1.6359,102,-0.8223,79,-1.3045
ENSG00000114853,ZBTB47,67,0.27518,33,-0.8469,47,-0.3363,75,0.45427,61,0.12957,107,1.05210,35,-0.8221
ENSG00000010282,HHATL,196,1.61366,10,-2.9496,48,-0.7910,101,0.44794,118,0.82164,31,-1.3879,49,-0.7806
ENSG00000181061,HIGD1A,129,-0.4286,119,-0.5569,112,-0.7106,189,0.17748,207,0.36921,150,-0.1952,235,0.61458
ENSG00000144647,POMGNT2,8,-2.3079,29,-0.4899,26,-0.7226,28,-0.5477,72,1.14916,16,-1.4210,62,0.81859
ENSG00000163788,SNRK,25,-1.3648,82,0.48688,55,-0.1655,53,-0.2241,44,-0.5416,97,0.77533,75,0.40285
ENSG00000160746,ANO10,35,0.51531,30,0.26393,35,0.59104,6,-2.1112,17,-0.7039,12,-1.1569,34,0.53631
ENSG00000011198,ABHD5,59,1.23836,19,-0.6208,35,0.42488,29,0.03263,26,-0.1154,18,-0.6998,17,-0.8737
ENSG00000179152,TCAIM,34,0.46638,19,-0.4177,14,-1.0297,28,0.15147,27,0.12080,38,0.64093,27,0.08652
ENSG00000185219,ZNF445,33,-0.0077,34,0.06053,49,0.71813,21,-0.6785,32,-0.0411,32,-0.0821,25,-0.5042
ENSG00000186448,ZNF197,43,1.06457,13,-0.8847,28,0.34612,34,0.62246,17,-0.5457,29,0.36856,11,-1.2389
ENSG00000163807,KIAA1143,121,1.19832,54,-0.1476,52,-0.2215,58,-0.0384,49,-0.3524,41,-0.5884,59,-0.0097
ENSG00000169964,TMEM42,14,-0.5415,21,0.02094,9,-1.3172,30,0.60666,22,0.11457,16,-0.3587,31,0.77155
ENSG00000163812,ZDHHC3,20,-0.6923,49,0.75845,18,-0.9149,31,0.01785,29,-0.1120,25,-0.3570,45,0.71917
ENSG00000075914,EXOSC7,11,-0.9371,4,-2.2422,15,-0.4301,19,-0.0495,19,-0.0798,34,0.85268,31,0.84796
ENSG00000249992,TMEM158,7,-1.9896,24,-0.1992,20,-0.5020,23,-0.2653,45,0.99872,18,-0.6114,34,0.40698
ENSG00000211456,SACM1L,43,-0.7550,59,-0.2772,61,-0.2599,57,-0.3316,57,-0.3603,72,0.04224,118,1.00903
ENSG00000163818,LZTFL1,11,-2.2224,52,0.14596,54,0.25948,24,-1.0261,57,0.36343,25,-0.9984,68,0.70232
ENSG00000163827,LRRC2,1,-5.4342,90,1.34977,37,-0.1350,12,-1.8178,78,1.33052,9,-2.2718,31,-0.4774
ENSG00000160799,CCDC12,38,-0.4674,50,-0.0583,46,-0.2011,41,-0.3672,68,0.53221,30,-0.8188,64,0.38778
ENSG00000181555,SETD2,290,1.34344,178,0.49001,208,0.88585,84,-0.7086,51,-1.5614,90,-0.5900,78,-0.8937
ENSG00000114648,KLHL18,20,-0.9494,61,0.81860,42,0.23913,32,-0.2409,26,-0.6120,33,-0.1759,44,0.31987
ENSG00000076201,PTPN23,24,-0.6091,40,0.16497,22,-0.8523,34,-0.0965,45,0.37755,39,0.09891,46,0.44613
ENSG00000114650,SCAP,32,-0.6671,74,0.68895,40,-0.3281,37,-0.4389,48,-0.0094,45,-0.1190,61,0.40813
ENSG00000163832,ELP6,16,-0.8698,55,1.10354,25,-0.1851,29,0.05537,30,0.09260,6,-2.2770,33,0.28353
ENSG00000114646,CSPG5,64,-1.1237,97,-0.4860,109,-0.3321,200,0.68885,153,0.27369,80,-0.7781,176,0.54646
ENSG00000173473,SMARCC1,248,1.62598,87,-0.1668,143,0.73742,76,-0.3740,25,-2.1884,161,0.84080,30,-1.8836
ENSG00000132153,DHX30,66,-0.9100,123,0.05024,81,-0.6638,108,-0.1539,128,0.13595,76,-0.7007,199,1.00699
ENSG00000047849,MAP4,547,0.72330,279,-0.3716,305,-0.2563,349,-0.0162,330,-0.1174,359,0.02900,361,0.04221
ENSG00000164050,PLXNB1,120,1.37928,6,-3.0858,27,-1.1638,135,1.59776,68,0.44085,27,-1.0363,28,-1.0755
ENSG00000232112,TMA7,297,-0.4929,369,-0.1517,184,-1.3294,639,0.74828,657,0.93370,307,-0.4438,385,-0.0973
ENSG00000164054,SHISA5,33,-1.1028,32,-1.1434,46,-0.6433,84,0.36788,61,-0.1538,112,0.84620,97,0.70525
ENSG00000010256,UQCRC1,64,-1.7179,216,0.14398,106,-1.0593,205,0.05666,258,0.50220,157,-0.3586,302,0.81883
ENSG00000008300,CELSR3,4,-2.2495,20,0.04161,17,-0.1888,16,-0.3371,21,0.12786,38,1.10117,20,0.06039
ENSG00000213672,NCKIPSD,19,-1.9518,48,-0.5917,44,-0.7667,66,-0.0910,86,0.39878,57,-0.3140,122,1.11270
ENSG00000068745,IP6K2,59,-0.4906,121,0.64938,53,-0.7156,69,-0.2650,104,0.46442,78,-0.0725,85,0.08419
ENSG00000114302,PRKAR2A,92,0.09290,81,-0.1231,119,0.58979,102,0.24684,51,-0.9230,85,-0.0421,86,-0.0207
ENSG00000177479,ARIH2,101,0.70964,59,-0.1497,58,-0.2228,57,-0.2125,49,-0.5103,65,-0.0020,79,0.35352
ENSG00000178467,P4HTM,16,-2.6217,97,0.08141,48,-1.1012,55,-0.8000,167,1.17730,60,-0.6637,132,0.68012
ENSG00000178252,WDR6,47,-0.0089,52,0.13746,50,0.10244,64,0.47575,46,-0.0673,23,-1.1214,49,0.04453
ENSG00000178057,NDUFAF3,68,0.09948,59,-0.1315,24,-1.6342,94,0.62349,116,1.17517,11,-2.6150,65,0.01967
ENSG00000178035,IMPDH2,43,0.11147,25,-0.7041,34,-0.3003,64,0.77458,33,-0.3489,29,-0.4787,53,0.51030
ENSG00000198218,QRICH1,24,-0.5755,68,1.14790,30,-0.2226,27,-0.3748,24,-0.6207,15,-1.2661,51,0.73388
ENSG00000172053,QARS,18,-0.7767,15,-1.0364,16,-1.0535,44,0.61768,40,0.53599,38,0.36072,37,0.36573
ENSG00000172046,USP19,12,-1.0535,27,0.18496,18,-0.5453,17,-0.5071,31,0.46933,13,-0.9900,38,0.83336
ENSG00000185909,KLHDC8B,8,-1.3258,31,0.69080,14,-0.6160,13,-0.7038,37,1.16651,5,-2.1111,22,0.14742
ENSG00000114316,USP4,41,-0.3584,54,0.09616,59,0.26781,61,0.29283,51,-0.0123,35,-0.5777,50,-0.0455
ENSG00000067560,RHOA,322,1.04995,151,-0.2082,103,-0.8778,231,0.48529,203,0.30269,145,-0.2650,129,-0.4962
ENSG00000145022,TCTA,13,-0.6788,28,0.48227,14,-0.7300,15,-0.4855,25,0.29257,26,0.31038,25,0.34267
ENSG00000145029,NICN1,22,-1.0099,24,-0.8900,29,-0.6603,23,-0.9881,69,0.91057,46,0.08736,60,0.61041
ENSG00000173402,DAG1,45,-0.2328,29,-0.9146,50,-0.0975,100,1.06740,68,0.46068,33,-0.7229,42,-0.3855
ENSG00000164061,BSN,18,-3.3551,114,-0.6699,181,0.06200,120,-0.5949,123,-0.6131,301,0.90389,294,1.01658
ENSG00000164062,APEH,14,-1.9773,15,-1.8667,35,-0.6676,55,0.10406,81,0.86051,50,-0.0638,76,0.72248
ENSG00000164068,RNF123,2,-3.3516,30,0.56641,14,-0.7294,15,-0.4937,26,0.38647,26,0.32374,29,0.60427
ENSG00000176095,IP6K1,27,-1.4405,59,-0.2727,75,0.12221,29,-1.3550,92,0.51565,102,0.61729,74,0.10584
ENSG00000164076,CAMKV,24,-3.3427,288,0.40616,159,-0.5936,131,-0.8350,362,0.92881,210,-0.1040,274,0.36782
ENSG00000164077,MON1A,10,-1.1128,11,-0.9860,16,-0.3663,39,1.08728,17,-0.2630,23,0.20561,26,0.48049
ENSG00000004534,RBM6,103,0.50628,42,-0.8896,115,0.81604,58,-0.4121,58,-0.4560,49,-0.6623,77,0.04178
ENSG00000003756,RBM5,148,0.81659,100,0.15268,101,0.19452,55,-0.7687,82,-0.1731,63,-0.5676,87,-0.0778
ENSG00000114353,GNAI2,261,0.80942,143,-0.1761,122,-0.4776,263,0.81842,153,-0.0845,176,0.15320,105,-0.7338
ENSG00000012171,SEMA3B,227,3.64040,3,-3.6568,10,-2.1205,61,0.75024,9,-2.2724,19,-1.0814,19,-1.1773
ENSG00000114383,TUSC2,34,-1.4812,83,-0.1324,56,-0.7946,74,-0.3052,108,0.34510,142,0.75357,118,0.50908
ENSG00000114388,NPRL2,28,-0.0440,50,0.90472,21,-0.4944,18,-0.7352,31,0.16017,8,-1.8931,39,0.56383
ENSG00000126062,TMEM115,12,-1.2563,12,-1.2395,22,-0.4072,35,0.36498,34,0.35554,33,0.26582,37,0.54024
