Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000082515,MRPL22,22,-0.6419,34,0.00232,16,-1.0886,2,-3.8652,45,0.49763,51,0.64384,39,0.24728,63,0.99492,25,-0.4922
ENSG00000170624,SGCD,12,-1.2714,48,0.88174,2,-3.8493,19,-0.5597,24,-0.2260,29,0.05429,15,-1.0039,114,2.47653,16,-0.8977
ENSG00000055163,CYFIP2,298,0.12843,87,-1.7395,130,-1.1423,186,-0.6022,448,0.89933,212,-0.4019,255,-0.1285,262,-0.0742,357,0.46930
ENSG00000113282,CLINT1,77,0.69883,57,0.20840,50,0.01008,75,0.63600,67,0.51592,62,0.34149,26,-1.0445,38,-0.4185,27,-0.9991
ENSG00000145860,RNF145,198,1.87657,79,0.29089,95,0.59599,51,-0.3823,78,0.31380,51,-0.3872,38,-0.9075,50,-0.4197,15,-2.2795
ENSG00000164332,UBLCP1,95,0.55977,65,-0.0570,19,-1.9190,81,0.30222,107,0.86216,36,-0.9661,44,-0.6951,55,-0.2914,75,0.20198
ENSG00000113312,TTC1,137,-0.0301,199,0.56180,166,0.27213,242,0.88313,146,0.07073,85,-0.7706,160,0.23611,143,0.03159,48,-1.7111
ENSG00000170234,PWWP2A,93,1.18764,141,1.93988,59,0.43531,35,-0.3701,18,-1.4744,65,0.57375,10,-2.3457,42,-0.1143,25,-0.9636
ENSG00000164609,SLU7,168,0.18958,209,0.53687,204,0.49954,90,-0.7833,221,0.71513,117,-0.3793,107,-0.5524,134,-0.1715,106,-0.5760
ENSG00000145864,GABRB2,522,0.98801,55,-2.4596,172,-0.7782,86,-1.8085,789,2.10208,60,-2.3311,176,-0.7947,106,-1.4976,240,-0.2843
ENSG00000022355,GABRA1,465,1.21946,62,-1.9096,151,-0.5943,39,-2.5799,550,1.81799,64,-1.8666,167,-0.4748,93,-1.3220,174,-0.4061
ENSG00000113327,GABRG2,161,0.86640,9,-3.4678,72,-0.4210,4,-4.6794,286,2.34903,26,-1.9178,58,-0.8009,29,-1.7630,71,-0.4813
ENSG00000113328,CCNG1,11,-1.5581,31,-0.0321,21,-0.6154,49,0.68221,27,-0.2391,45,0.56920,20,-0.7250,48,0.64976,40,0.39807
ENSG00000170584,NUDCD2,47,-0.1439,93,0.93441,41,-0.3605,32,-0.7218,54,0.06996,33,-0.6891,54,0.06455,66,0.37424,48,-0.1544
ENSG00000038274,MAT2B,47,-0.6440,43,-0.7770,47,-0.6428,38,-0.9867,114,0.85233,71,-0.0056,85,0.30351,88,0.32687,63,-0.2134
ENSG00000145934,TENM2,108,1.68530,9,-2.2512,30,-0.4167,8,-2.2716,97,1.77314,11,-1.8594,28,-0.5983,47,0.26809,6,-2.8515
ENSG00000113645,WWC1,38,-0.6802,5,-3.5682,38,-0.7136,41,-0.5744,45,-0.4591,58,-0.0405,55,-0.1525,103,0.88250,117,1.26350
ENSG00000113643,RARS,6,-2.4778,32,0.01331,35,0.15778,21,-0.6294,47,0.73818,32,0.04580,23,-0.4863,59,1.02126,25,-0.3496
ENSG00000188573,FBLL1,31,-0.5175,17,-1.4308,41,-0.0926,31,-0.5154,70,0.87666,16,-1.5179,39,-0.1965,28,-0.6484,70,0.86155
ENSG00000120137,PANK3,61,0.33306,47,-0.0857,68,0.50340,63,0.38656,65,0.46842,43,-0.2226,38,-0.4366,42,-0.2576,32,-0.7013
ENSG00000182132,KCNIP1,50,0.32827,0,-7.7169,26,-0.7081,31,-0.4115,37,-0.1558,27,-0.6096,37,-0.1499,43,0.08032,82,1.31065
ENSG00000181163,NPM1,238,-0.2713,266,-0.1023,321,0.19344,535,1.03697,283,-0.0056,264,-0.1101,262,-0.1350,260,-0.1377,215,-0.4682
ENSG00000072803,FBXW11,67,-0.4262,135,0.69126,89,0.01669,88,-0.0024,96,0.14542,82,-0.1018,75,-0.2818,87,-0.0148,83,-0.0903
ENSG00000120129,DUSP1,43,-1.8645,24,-2.7006,90,-0.7560,32,-2.2715,50,-1.7365,1118,4.24141,37,-2.1699,84,-0.8601,100,-0.6486
ENSG00000113719,ERGIC1,80,1.14399,13,-1.6567,31,-0.3815,26,-0.6412,32,-0.3490,34,-0.2147,49,0.37871,53,0.46642,37,-0.0913
ENSG00000037241,RPL26L1,17,-1.4475,38,-0.3033,29,-0.7172,49,0.10585,88,1.22258,32,-0.5539,58,0.43231,33,-0.5201,30,-0.7098
ENSG00000113732,ATP6V0E1,25,-1.6761,58,-0.4402,56,-0.4817,77,0.01551,35,-1.2789,97,0.37721,59,-0.4304,185,1.46941,116,0.75367
ENSG00000164463,CREBRF,122,0.87905,149,1.21816,58,-0.3189,83,0.25857,48,-0.6425,85,0.29098,33,-1.2219,61,-0.2430,65,-0.1558
ENSG00000145919,BOD1,14,-1.3715,28,-0.3106,29,-0.2601,0,-7.2025,64,1.13463,14,-1.3627,29,-0.3138,33,-0.0928,57,0.88827
ENSG00000113742,CPEB4,290,1.41295,195,0.72748,132,0.09612,124,0.00684,97,-0.4182,84,-0.5983,82,-0.6885,148,0.28180,78,-0.7653
ENSG00000170091,NSG2,259,0.32074,63,-1.8230,80,-1.4752,82,-1.4352,559,1.97208,75,-1.5784,190,-0.1848,103,-1.1034,190,-0.1877
ENSG00000164466,SFXN1,107,0.84545,57,-0.1538,33,-0.9715,8,-3.0776,79,0.37618,39,-0.7422,58,-0.1465,81,0.38776,81,0.42887
ENSG00000145920,CPLX2,399,-0.1734,27,-4.1513,470,0.08047,143,-1.7290,421,-0.0981,552,0.33887,521,0.27405,164,-1.5215,857,1.23405
ENSG00000122203,KIAA1191,97,-0.1344,78,-0.4613,75,-0.5356,106,0.00092,150,0.63382,116,0.14458,114,0.13271,63,-0.8024,102,-0.0527
ENSG00000175414,ARL10,92,1.99146,18,-0.7196,31,0.11370,25,-0.2318,37,0.42530,21,-0.4441,13,-1.2538,31,0.10500,13,-1.2020
ENSG00000146066,HIGD2A,100,-0.3989,88,-0.5822,110,-0.2415,91,-0.5437,152,0.28300,121,-0.1034,174,0.53177,111,-0.2376,138,0.11999
ENSG00000175416,CLTB,150,-0.3706,71,-1.5050,156,-0.3160,35,-2.5364,340,1.07294,176,-0.1258,236,0.37383,139,-0.4965,207,0.13802
ENSG00000113194,FAF2,66,0.71768,42,0.01895,50,0.29085,60,0.57595,36,-0.2712,21,-1.0628,10,-2.1721,63,0.63802,54,0.46106
ENSG00000146083,RNF44,52,0.14789,43,-0.1558,8,-2.5965,13,-1.9496,47,-0.0360,66,0.51289,52,0.16219,43,-0.1633,74,0.80727
ENSG00000169258,GPRIN1,38,0.36339,0,-5.6892,9,-1.8743,16,-0.9837,67,1.49889,38,0.32928,34,0.19254,6,-2.3511,29,-0.0896
ENSG00000074317,SNCB,349,0.12251,50,-2.7707,196,-0.7712,13,-4.6536,696,1.48882,182,-0.8791,561,1.02636,189,-0.8253,189,-0.8843
ENSG00000165671,NSD1,122,1.47020,107,1.24919,72,0.57669,28,-0.8935,35,-0.6109,50,0.00829,23,-1.2567,37,-0.4541,35,-0.6075
ENSG00000169230,PRELID1,64,-0.8504,45,-1.3902,107,-0.0762,44,-1.4092,124,0.17977,160,0.56658,130,0.25831,125,0.16796,146,0.47005
ENSG00000169223,LMAN2,10,-2.0908,35,-0.2902,5,-3.0890,40,-0.0806,75,1.08155,36,-0.2289,17,-1.4496,67,0.73856,64,0.74364
ENSG00000169220,RGS14,3,-3.1938,6,-2.1281,8,-1.8135,0,-6.8082,63,1.68441,41,0.68584,37,0.58153,7,-2.0025,27,0.05839
ENSG00000131188,PRR7,21,-0.7390,0,-7.4850,2,-3.7119,8,-2.2174,62,1.08552,29,-0.2718,36,0.04373,36,0.04890,62,1.07823
ENSG00000113758,DBN1,82,0.75586,8,-2.7617,53,0.05914,24,-1.1225,78,0.75402,59,0.22345,42,-0.3541,47,-0.1467,52,0.01101
ENSG00000183258,DDX41,33,-0.7627,7,-2.9727,59,0.14094,25,-1.1479,64,0.31290,136,1.53831,39,-0.5438,64,0.28027,58,0.12676
ENSG00000184840,TMED9,22,-1.1892,33,-0.5540,37,-0.3978,30,-0.7229,54,0.19964,32,-0.5939,27,-0.9233,78,0.78753,90,1.18092
ENSG00000204677,FAM153CP,334,3.63536,6,-3.1397,56,0.10197,1,-5.4048,26,-1.1219,26,-1.0722,44,-0.3005,29,-0.8651,17,-1.7679
ENSG00000145916,RMND5B,8,-1.9051,12,-1.2944,15,-0.9960,24,-0.3190,41,0.59882,42,0.57861,35,0.35200,26,-0.1939,35,0.32242
ENSG00000145912,NHP2,68,-1.3663,52,-1.7614,139,-0.2702,105,-0.6994,285,1.00048,89,-0.9529,235,0.62795,170,0.03976,164,-0.0224
ENSG00000197451,HNRNPAB,50,-0.2393,67,0.21901,76,0.43558,7,-3.0666,74,0.42558,89,0.68895,55,-0.0983,39,-0.5995,55,-0.0811
ENSG00000113240,CLK4,43,0.71040,68,1.49598,13,-1.1193,8,-1.7311,34,0.39378,48,0.91803,4,-2.7040,43,0.73578,13,-1.1312
ENSG00000176783,RUFY1,51,0.74565,66,1.18264,14,-1.2777,62,1.06584,23,-0.5305,32,0.01437,24,-0.4777,31,-0.0662,17,-1.0254
ENSG00000169045,HNRNPH1,103,0.09754,123,0.36778,78,-0.3480,66,-0.5873,105,0.13978,149,0.68092,57,-0.8656,141,0.59522,90,-0.1222
ENSG00000127022,CANX,590,0.60348,711,0.91408,399,-0.0241,443,0.14273,378,-0.1198,311,-0.4076,175,-1.3665,515,0.38329,392,-0.0538
ENSG00000161013,MGAT4B,44,0.03628,30,-0.5488,19,-1.2118,1,-5.4862,43,0.00412,74,0.89218,41,-0.0615,15,-1.5355,81,1.19294
ENSG00000161011,SQSTM1,174,0.08413,198,0.28930,60,-1.5442,79,-1.1281,200,0.33776,166,0.01070,142,-0.2583,212,0.39984,204,0.37489
ENSG00000161010,MRNIP,55,1.42595,15,-0.6570,6,-1.9984,0,-6.6092,39,0.97752,10,-1.2834,21,-0.1166,16,-0.5271,26,0.25214
ENSG00000197226,TBC1D9B,53,-0.2966,86,0.44227,33,-1.0150,71,0.15006,61,-0.0899,58,-0.1740,49,-0.4533,36,-0.9128,109,0.96080
ENSG00000113269,RNF130,73,-0.5230,244,1.42814,86,-0.2870,137,0.45669,81,-0.4135,118,0.21134,73,-0.5693,72,-0.5424,99,-0.0663
ENSG00000050748,MAPK9,123,0.30192,37,-1.5315,128,0.35801,65,-0.6998,192,1.18712,91,-0.1735,123,0.33507,53,-0.9936,48,-1.2260
ENSG00000131446,MGAT1,36,0.19627,33,0.05732,13,-1.3445,1,-5.0051,29,-0.1490,131,2.48947,11,-1.6980,16,-1.0819,37,0.24717
ENSG00000250222,AC008443.5,25,-0.9013,5,-3.3150,67,0.60550,50,0.14923,40,-0.2258,40,-0.2285,84,1.11701,26,-0.8748,45,-0.0320
ENSG00000146063,TRIM41,63,0.64188,75,0.94864,54,0.39532,45,0.12946,14,-1.6933,56,0.46569,40,-0.0754,37,-0.1798,31,-0.4768
ENSG00000204628,RACK1,224,-0.9536,369,-0.1928,456,0.13936,493,0.26411,360,-0.2514,718,0.88097,439,0.08782,284,-0.5946,432,0.06199
ENSG00000248275,TRIM52-AS1,23,-0.2658,25,-0.1525,39,0.53814,19,-0.5501,41,0.70727,31,0.16912,27,-0.0523,6,-2.2924,27,-0.0679
ENSG00000112679,DUSP22,32,-0.0550,35,0.07965,48,0.58697,7,-2.3322,30,-0.1710,58,0.90833,32,-0.0442,24,-0.4960,35,0.07894
ENSG00000124535,WRNIP1,28,-0.6104,57,0.51733,38,-0.1250,18,-1.2872,40,-0.0411,41,-0.0117,28,-0.6664,19,-1.1693,80,1.23178
ENSG00000124570,SERPINB6,31,-1.3901,125,0.78436,34,-1.2321,78,0.02662,21,-2.0526,205,1.64744,34,-1.3064,117,0.66986,111,0.66101
ENSG00000124588,NQO2,89,0.85280,4,-3.8443,42,-0.3452,48,-0.1435,67,0.42537,89,0.84470,56,0.12392,48,-0.1522,32,-0.7969
ENSG00000137267,TUBB2A,360,-0.5397,112,-2.2823,244,-1.1323,118,-2.2073,1073,1.43029,182,-1.5644,441,-0.2469,554,0.12871,763,0.72919
ENSG00000137285,TUBB2B,201,-1.6828,91,-2.8353,245,-1.3849,208,-1.6280,337,-0.9737,211,-1.6107,720,0.29697,1916,1.96902,1155,1.21193
ENSG00000180822,PSMG4,14,-1.0676,11,-1.4167,28,0.00797,24,-0.1938,46,0.91843,45,0.75156,31,0.19701,22,-0.3332,18,-0.7353
ENSG00000112739,PRPF4B,379,1.00921,296,0.59413,280,0.50358,179,-0.2085,160,-0.4115,318,0.71306,106,-1.0790,208,0.03208,129,-0.7602
ENSG00000198721,ECI2,10,-2.5305,30,-0.9816,43,-0.4188,113,1.11410,31,-0.9909,64,0.19375,55,-0.0700,99,0.88788,76,0.51899
ENSG00000153046,CDYL,30,-0.3805,50,0.38545,125,1.99458,71,0.96793,21,-0.9801,27,-0.5803,39,-0.0071,21,-0.9505,12,-1.8840
ENSG00000214113,LYRM4,38,-0.2758,59,0.40889,54,0.25947,28,-0.7611,49,0.13897,39,-0.2422,68,0.72863,43,-0.1044,26,-0.9355
ENSG00000124785,NRN1,185,-0.3759,42,-2.5629,320,0.48822,36,-2.8122,397,0.96457,186,-0.3682,516,1.51807,176,-0.4490,28,-3.2674
ENSG00000124783,SSR1,90,-0.0360,129,0.54025,61,-0.6378,107,0.23346,82,-0.1974,69,-0.4524,50,-1.0023,150,0.79154,117,0.43198
ENSG00000124802,EEF1E1,21,-0.9261,40,0.04620,29,-0.4430,27,-0.5907,72,1.13240,17,-1.2565,54,0.56098,24,-0.7317,30,-0.4497
ENSG00000111845,PAK1IP1,72,1.00374,72,1.00118,59,0.65864,33,-0.2581,38,-0.0157,23,-0.8127,24,-0.8026,45,0.22908,19,-1.1592
ENSG00000111843,TMEM14C,21,-2.4852,97,-0.2534,96,-0.2684,125,0.14892,124,0.15034,145,0.37945,93,-0.3428,117,0.03392,166,0.67994
ENSG00000137210,TMEM14B,90,-0.2329,78,-0.4504,49,-1.1664,85,-0.3199,132,0.40938,87,-0.2849,137,0.47974,101,-0.0572,114,0.14672
ENSG00000197977,ELOVL2,18,-1.6211,34,-0.6763,1,-5.8416,38,-0.5314,15,-2.0160,11,-2.2862,29,-1.0035,241,2.72163,104,1.27228
ENSG00000224531,SMIM13,82,0.44363,54,-0.2028,30,-1.1153,34,-0.9261,111,1.09736,40,-0.6741,66,0.12197,46,-0.4674,51,-0.3355
ENSG00000205269,TMEM170B,23,-1.1953,25,-1.1135,18,-1.6151,66,0.37944,72,0.58111,48,-0.1187,48,-0.1428,55,0.08142,74,0.64514
ENSG00000095951,HIVEP1,62,1.39706,26,-0.0218,39,0.61557,9,-1.5476,26,-0.0452,14,-0.9311,9,-1.7005,49,0.97803,25,-0.1300
ENSG00000112137,PHACTR1,169,0.13210,39,-2.0742,241,0.70664,63,-1.3815,153,-0.0249,167,0.11342,238,0.77712,143,-0.1264,130,-0.3041
ENSG00000145990,GFOD1,190,1.28971,38,-1.2496,67,-0.4000,39,-1.2159,108,0.38420,114,0.44239,95,0.15258,40,-1.1803,74,-0.2751
ENSG00000124523,SIRT5,29,0.30955,11,-1.1329,30,0.36945,10,-1.2923,31,0.50334,23,-0.0645,25,0.09534,25,0.06113,22,-0.1300
ENSG00000225921,NOL7,58,-1.6283,150,-0.1957,234,0.51051,283,0.82745,139,-0.3389,138,-0.3240,180,0.10414,203,0.28037,167,-0.0308
ENSG00000010017,RANBP9,28,-0.9172,37,-0.4908,39,-0.4169,35,-0.6015,93,1.09673,22,-1.2665,47,-0.1495,50,-0.0368,63,0.34763
ENSG00000050393,MCUR1,31,-1.3925,64,-0.2779,56,-0.4804,56,-0.4750,74,-0.0547,46,-0.7700,130,0.96761,90,0.24558,85,0.17016
ENSG00000180537,RNF182,2,-4.2347,4,-3.0820,10,-1.8506,26,-0.4411,19,-0.9766,27,-0.3517,51,0.69774,74,1.23992,66,1.21300
ENSG00000047579,DTNBP1,24,-1.1097,39,-0.3781,27,-0.9405,23,-1.1740,66,0.49044,41,-0.3092,81,0.87690,43,-0.2435,55,0.15974
ENSG00000124788,ATXN1,98,-0.0982,132,0.37016,107,0.03983,29,-1.9261,87,-0.3152,132,0.36763,117,0.19368,70,-0.6226,139,0.51587
ENSG00000112186,CAP2,239,1.12251,6,-4.3587,100,-0.2833,15,-3.0880,311,1.91017,70,-0.8288,122,0.01752,45,-1.4766,52,-1.3560
ENSG00000137414,FAM8A1,16,-1.0111,32,-0.0102,15,-1.1475,7,-2.2231,58,1.09691,34,0.08018,24,-0.4928,36,0.17405,41,0.41719
ENSG00000137177,KIF13A,26,-0.3524,78,1.44777,48,0.60857,40,0.33483,15,-1.2679,42,0.41785,20,-0.8304,34,0.08511,27,-0.3431
ENSG00000137364,TPMT,30,-0.7289,20,-1.3458,45,-0.1169,9,-2.4144,77,0.83064,35,-0.5256,98,1.31939,35,-0.5317,31,-0.7621
ENSG00000124795,DEK,282,0.29974,521,1.32703,282,0.29853,466,1.13346,132,-0.9432,234,0.00160,151,-0.7285,162,-0.5621,145,-0.7933
ENSG00000172201,ID4,86,-1.2818,195,-0.0365,107,-0.9582,480,1.45690,54,-2.0810,106,-0.9728,99,-1.1535,481,1.46121,320,0.85788
ENSG00000124766,SOX4,101,1.70232,52,0.55165,24,-0.6526,30,-0.2913,18,-1.1017,47,0.39253,43,0.29204,18,-1.0470,22,-0.8545
ENSG00000272168,CASC15,40,0.09098,59,0.70889,42,0.17455,20,-0.9630,53,0.61289,49,0.42163,38,0.01064,27,-0.4931,16,-1.3319
ENSG00000152954,NRSN1,177,-0.0966,97,-1.0039,480,1.57272,97,-1.0124,196,0.07147,104,-0.9103,315,0.95212,196,0.07160,41,-2.4084
ENSG00000124532,MRS2,38,0.67766,23,-0.1546,15,-0.7892,14,-0.8614,49,1.27473,26,0.08669,10,-1.4394,37,0.63664,14,-0.9594
ENSG00000112294,ALDH5A1,97,-0.1506,53,-1.0678,88,-0.3039,93,-0.2163,108,0.00996,146,0.49006,110,0.04537,130,0.30751,121,0.21612
ENSG00000137261,KIAA0319,33,0.14415,14,-1.0914,9,-1.7485,39,0.43437,20,-0.6251,20,-0.5651,12,-1.4552,63,1.22824,57,1.20654
ENSG00000111802,TDP2,33,-0.7517,52,-0.0613,23,-1.2797,55,0.02098,75,0.58892,45,-0.2704,55,0.03628,61,0.18435,59,0.16272
ENSG00000112304,ACOT13,33,-0.8362,33,-0.8387,45,-0.3573,41,-0.5167,77,0.53373,43,-0.4389,65,0.23698,73,0.39185,66,0.25321
ENSG00000112308,C6orf62,254,0.46761,197,0.06050,103,-0.9317,241,0.38437,167,-0.2111,226,0.28033,142,-0.4894,169,-0.1807,233,0.36192
ENSG00000111913,RIPOR2,66,1.13741,4,-3.1513,14,-1.2237,1,-4.3258,37,0.22405,42,0.40050,14,-1.3070,42,0.39934,60,1.11926
ENSG00000079691,CARMIL1,58,0.31661,4,-3.5321,42,-0.1657,33,-0.5446,18,-1.4953,12,-2.0295,32,-0.6313,177,2.30297,70,0.69674
ENSG00000197061,HIST1H4C,165,0.10392,76,-1.0788,304,1.10698,168,0.13370,167,0.13735,106,-0.5805,150,-0.0549,145,-0.1047,128,-0.3177
ENSG00000269293,ZSCAN16-AS1,61,-0.7772,97,-0.0548,109,0.11890,68,-0.6045,75,-0.4987,116,0.21962,157,0.80391,68,-0.6163,114,0.21488
ENSG00000204681,GABBR1,338,-0.0250,118,-1.6185,216,-0.7161,156,-1.2096,292,-0.2761,293,-0.2483,328,-0.0812,494,0.58073,634,1.15041
ENSG00000206503,HLA-A,74,-1.9598,206,-0.4339,129,-1.1370,186,-0.5861,141,-1.0831,650,1.44600,120,-1.3336,515,1.03902,493,1.11070
ENSG00000204619,PPP1R11,42,-0.5361,28,-1.1585,41,-0.5718,40,-0.5981,97,0.87894,43,-0.5168,72,0.34025,59,-0.0127,62,0.07735
ENSG00000231074,HCG18,340,2.13779,143,0.59818,145,0.62114,68,-0.5825,78,-0.3888,76,-0.4062,66,-0.6667,75,-0.4266,24,-2.2105
ENSG00000241370,RPP21,50,0.18540,30,-0.5728,11,-2.0476,13,-1.8629,52,0.27621,43,-0.0239,52,0.28988,30,-0.6048,72,0.90803
ENSG00000204592,HLA-E,33,-2.5016,118,-0.6090,104,-0.7962,75,-1.2801,27,-2.9006,1146,3.71968,27,-2.9021,133,-0.4219,190,0.14854
ENSG00000204590,GNL1,139,0.42787,61,-0.8427,75,-0.5350,78,-0.4796,155,0.68219,113,0.09508,93,-0.2167,71,-0.6279,120,0.21773
ENSG00000204574,ABCF1,145,0.60129,137,0.51447,151,0.66481,131,0.43662,113,0.22673,67,-0.6123,49,-1.1631,107,0.11851,66,-0.6834
ENSG00000204569,PPP1R10,45,0.34852,69,1.04082,13,-1.5548,25,-0.5808,45,0.38800,31,-0.2621,26,-0.5751,31,-0.2346,40,0.16742
ENSG00000204568,MRPS18B,32,-1.0526,95,0.64911,27,-1.3101,37,-0.8336,68,0.13818,65,0.05205,66,0.07366,75,0.27319,80,0.40996
ENSG00000137343,ATAT1,50,0.46333,46,0.34190,7,-2.4566,4,-3.0923,43,0.26836,22,-0.7881,20,-0.9745,36,-0.0436,76,1.37076
ENSG00000204564,C6orf136,29,-0.2689,18,-0.9676,14,-1.3881,4,-2.9436,70,1.32718,4,-3.0812,33,-0.0664,39,0.18151,50,0.67144
ENSG00000196230,TUBB,175,-0.8359,229,-0.4238,215,-0.5169,132,-1.2594,564,1.18181,321,0.10364,315,0.08214,180,-0.7868,299,-0.0082
ENSG00000137312,FLOT1,89,-0.6893,123,-0.1969,38,-1.9570,119,-0.2558,204,0.67654,147,0.08028,151,0.13300,109,-0.3818,172,0.36236
ENSG00000204580,DDR1,17,-2.3418,246,1.89519,25,-1.7461,104,0.39791,23,-1.9630,33,-1.3335,30,-1.5891,79,-0.0293,179,1.54536
ENSG00000204525,HLA-C,36,-1.6128,98,-0.0962,59,-0.8641,78,-0.4536,27,-2.1255,428,2.50735,25,-2.2179,138,0.45050,155,0.71099
ENSG00000234745,HLA-B,70,-1.9154,191,-0.4152,137,-0.9261,184,-0.4758,72,-1.9690,1475,3.41008,61,-2.2210,139,-0.9033,267,0.11563
ENSG00000198563,DDX39B,150,0.60166,152,0.62301,64,-0.7295,75,-0.4888,113,0.16586,103,-0.0058,77,-0.4977,130,0.36382,91,-0.2026
ENSG00000213760,ATP6V1G2,58,-1.5236,15,-3.5174,112,-0.5333,33,-2.3322,360,1.59676,111,-0.5472,222,0.59834,88,-0.9009,162,0.03753
ENSG00000204472,AIF1,61,-0.3281,4,-4.1127,45,-0.8133,64,-0.2688,38,-1.1121,224,1.83505,88,0.26587,65,-0.2397,97,0.43605
ENSG00000204469,PRRC2A,93,-0.2486,81,-0.4652,76,-0.5648,56,-1.0122,109,-0.0017,135,0.33409,123,0.20723,97,-0.1805,154,0.61877
ENSG00000204463,BAG6,41,-1.1683,81,-0.1544,56,-0.7080,43,-1.0998,103,0.25223,72,-0.3282,91,0.03306,98,0.14996,146,0.89285
ENSG00000204435,CSNK2B,83,-0.6794,115,-0.1818,68,-0.9771,95,-0.4788,150,0.25863,121,-0.1090,158,0.35657,163,0.36180,146,0.20575
ENSG00000204427,ABHD16A,17,-0.7145,14,-0.9454,14,-0.9748,18,-0.5820,71,1.92803,2,-3.8988,11,-1.4817,40,0.62656,28,0.06319
ENSG00000213722,DDAH2,40,-0.4219,31,-0.8102,21,-1.3767,41,-0.3789,28,-1.0437,124,1.42645,41,-0.3956,43,-0.3194,96,1.12233
ENSG00000204392,LSM2,3,-3.3794,19,-0.7668,19,-0.8220,44,0.48727,38,0.28930,61,1.05244,22,-0.5979,42,0.41742,38,0.30979
ENSG00000204389,HSPA1A,118,-0.7987,366,0.99145,79,-1.3946,132,-0.6285,149,-0.4885,197,-0.0186,52,-2.1308,413,1.19844,340,0.99424
ENSG00000204388,HSPA1B,57,-0.9713,299,1.73023,28,-2.0223,53,-1.0654,87,-0.3447,93,-0.2118,26,-2.2145,246,1.37978,141,0.48731
ENSG00000204387,SNHG32,104,-0.3242,177,0.51778,127,-0.0103,164,0.39510,81,-0.7575,131,0.04143,168,0.48902,86,-0.6139,124,-0.0599
ENSG00000204371,EHMT2,109,0.49028,56,-0.5558,89,0.16800,117,0.59705,69,-0.2539,68,-0.2548,65,-0.3595,61,-0.4105,97,0.33683
ENSG00000204356,NELFE,61,0.10567,63,0.15039,37,-0.6720,58,0.02359,56,-0.0356,73,0.39175,49,-0.2607,66,0.22918,59,0.04964
ENSG00000204314,PRRT1,88,0.47026,25,-1.4572,11,-2.6713,19,-1.8257,177,2.02851,38,-0.8451,48,-0.5290,39,-0.8069,58,-0.1987
ENSG00000204310,AGPAT1,32,-1.4933,58,-0.5777,38,-1.2206,27,-1.7299,105,0.38201,110,0.40832,105,0.37877,81,-0.0621,126,0.70757
ENSG00000204308,RNF5,42,-0.6598,106,0.78464,28,-1.2766,15,-2.2172,71,0.16094,69,0.10472,74,0.23607,70,0.11550,79,0.34661
ENSG00000204287,HLA-DRA,39,-0.9458,30,-1.3457,42,-0.8311,77,0.09844,31,-1.3437,292,2.47657,42,-0.9015,44,-0.7667,98,0.55120
ENSG00000196126,HLA-DRB1,37,-0.5731,11,-2.3424,55,0.02466,28,-0.9970,47,-0.2350,204,2.33254,35,-0.6969,66,0.31680,40,-0.4759
ENSG00000204256,BRD2,195,0.73406,158,0.38713,84,-0.5883,74,-0.7971,85,-0.6312,182,0.62117,91,-0.5100,82,-0.6384,178,0.66140
ENSG00000231389,HLA-DPA1,23,-0.7389,28,-0.3948,23,-0.6955,18,-1.1072,21,-0.8879,142,2.36834,21,-0.9157,17,-1.1474,53,0.64128
ENSG00000204231,RXRB,21,-0.7785,35,0.02250,8,-2.1155,6,-2.5794,65,1.18217,53,0.68004,17,-1.1644,50,0.58274,39,0.21640
ENSG00000112473,SLC39A7,30,-0.0004,20,-0.5903,41,0.48954,32,0.11928,19,-0.7509,15,-1.0547,14,-1.1750,57,1.03929,49,0.88514
ENSG00000204227,RING1,56,0.37583,59,0.45640,33,-0.4530,24,-0.9035,58,0.49217,69,0.72718,18,-1.4391,32,-0.4756,51,0.27227
ENSG00000223501,VPS52,32,0.16269,41,0.54161,8,-1.8478,21,-0.5148,42,0.65833,9,-1.7176,17,-0.8465,62,1.23819,28,-0.0402
ENSG00000231500,RPS18,802,-1.1051,1276,-0.3994,2399,0.60113,2924,0.93073,923,-0.9595,2278,0.51657,2112,0.43955,1054,-0.6925,1496,-0.1678
ENSG00000204220,PFDN6,50,-0.5550,67,-0.1143,69,-0.0659,40,-0.9196,113,0.80947,59,-0.3283,54,-0.4905,86,0.27212,82,0.21023
ENSG00000231925,TAPBP,71,-0.3453,77,-0.2202,45,-1.0305,17,-2.4297,74,-0.2998,155,0.90349,66,-0.4958,71,-0.3425,174,1.27028
ENSG00000204209,DAXX,56,0.91667,54,0.86040,20,-0.6628,40,0.35700,26,-0.3304,11,-1.5569,24,-0.4704,11,-1.5816,44,0.58231
ENSG00000112511,PHF1,74,0.90033,28,-0.6399,13,-1.7783,0,-6.8098,50,0.31041,66,0.71489,33,-0.4193,51,0.29167,54,0.44828
ENSG00000112514,CUTA,78,-1.0533,118,-0.4302,81,-1.0004,79,-1.0409,238,0.77242,151,-0.0507,178,0.23151,200,0.40069,165,0.09901
