Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000114115,RBP1,35,0.27668,33,0.20411,13,-1.2808,16,-0.9173,29,-0.0247,8,-1.9778,28,-0.0863,60,1.18856,58,1.11590,29,-0.0075
ENSG00000158258,CLSTN2,194,1.19225,9,-3.4375,24,-2.1842,169,0.94913,246,1.62390,120,0.38538,37,-1.4304,10,-3.3540,171,0.96694,37,-1.4080
ENSG00000114120,SLC25A36,138,0.52432,62,-0.7297,79,-0.3868,120,0.30019,128,0.40322,144,0.59359,111,0.17977,62,-0.7193,122,0.32946,48,-1.1216
ENSG00000155893,PXYLP1,18,-0.0792,17,-0.1471,22,0.23549,25,0.40830,12,-0.6494,30,0.70816,19,-0.0244,27,0.56757,7,-1.4550,11,-0.8656
ENSG00000177311,ZBTB38,72,-0.8594,115,-0.1421,146,0.25842,100,-0.3668,172,0.49780,205,0.79171,162,0.39891,52,-1.3423,134,0.09243,84,-0.6316
ENSG00000155903,RASA2,24,-0.1788,25,-0.0906,18,-0.7039,26,-0.0529,27,-0.0206,59,1.28588,41,0.65713,9,-1.6413,35,0.38841,17,-0.7469
ENSG00000114125,RNF7,64,0.39131,70,0.51948,60,0.30138,41,-0.3189,39,-0.4039,38,-0.4268,50,-0.0200,61,0.30671,38,-0.4491,34,-0.6000
ENSG00000069849,ATP1B3,83,0.30479,52,-0.4215,71,0.07981,94,0.51786,77,0.18894,90,0.44988,56,-0.2977,62,-0.1375,42,-0.7542,51,-0.4524
ENSG00000114126,TFDP2,22,-1.3354,55,0.04228,55,0.05370,24,-1.2355,47,-0.2078,49,-0.1435,98,0.98885,47,-0.2092,57,0.10838,80,0.64396
ENSG00000175066,GK5,24,0.17361,7,-1.5774,14,-0.6959,21,-0.0346,15,-0.5735,35,0.76742,35,0.72981,10,-1.1740,48,1.30934,16,-0.5261
ENSG00000114127,XRN1,30,-0.5801,54,0.31246,35,-0.4030,17,-1.4790,55,0.33921,78,0.93282,77,0.90442,20,-1.1702,50,0.19998,35,-0.3556
ENSG00000175054,ATR,29,0.23194,17,-0.5394,27,0.11817,20,-0.3608,27,0.13134,46,1.00866,39,0.73516,24,-0.0598,15,-0.8016,3,-2.8978
ENSG00000144935,TRPC1,16,-0.4362,24,0.19064,30,0.59709,26,0.29444,19,-0.2158,35,0.79580,17,-0.3803,18,-0.3146,15,-0.5076,7,-1.7313
ENSG00000163714,U2SURP,193,-0.2520,177,-0.3851,233,0.04897,122,-0.9539,247,0.13865,332,0.61973,464,1.19453,73,-1.7108,291,0.40165,125,-0.9120
ENSG00000175040,CHST2,32,0.40587,31,0.36761,33,0.48044,31,0.34618,27,0.10199,22,-0.2056,2,-3.6493,20,-0.3379,33,0.43890,11,-1.1906
ENSG00000181744,DIPK2A,27,0.33596,21,-0.0566,29,0.50269,13,-0.8069,31,0.54760,29,0.46549,4,-2.3109,12,-0.8796,35,0.74017,10,-1.1402
ENSG00000114698,PLSCR4,7,-2.0211,31,0.09606,11,-1.5311,13,-1.1970,5,-2.6852,8,-1.9174,93,1.99880,58,1.10421,57,1.07712,29,-0.0445
ENSG00000163754,GYG1,65,1.07280,28,-0.2775,26,-0.4177,45,0.44037,16,-1.1502,19,-0.8858,28,-0.3029,66,1.10078,34,0.02817,18,-0.9466
ENSG00000071794,HLTF,50,-0.6411,125,0.81350,61,-0.3581,53,-0.5556,92,0.30772,116,0.68756,64,-0.2583,59,-0.3946,95,0.35941,57,-0.4456
ENSG00000018408,WWTR1,21,0.29155,0,-4.4867,6,-1.6293,3,-2.6032,7,-1.3265,1,-3.5444,88,3.02990,12,-0.5904,12,-0.6116,36,1.16528
ENSG00000114744,COMMD2,35,0.72789,20,-0.1534,23,0.07769,14,-0.7196,15,-0.5966,23,0.05146,28,0.36484,28,0.36813,21,-0.1070,14,-0.6757
ENSG00000082996,RNF13,142,1.39802,37,-0.7969,63,0.03607,60,-0.0343,32,-1.0094,44,-0.5383,70,0.20808,84,0.50109,39,-0.7031,44,-0.5166
ENSG00000070087,PFN2,574,0.73884,526,0.59281,464,0.43459,328,-0.1680,285,-0.3876,390,0.10496,185,-1.0477,344,-0.0951,235,-0.6843,220,-0.7868
ENSG00000196428,TSC22D2,93,0.76291,35,-0.7685,63,0.14773,60,0.05714,74,0.39470,92,0.75184,30,-1.0160,53,-0.1429,51,-0.2169,24,-1.3403
ENSG00000120742,SERP1,127,0.43424,143,0.63291,87,-0.1874,62,-0.6842,61,-0.7208,45,-1.1715,86,-0.1809,182,1.03775,111,0.22211,74,-0.4259
ENSG00000144895,EIF2A,88,0.29141,73,-0.0050,79,0.14566,41,-0.8943,73,-0.0104,123,0.84592,82,0.18654,22,-1.8055,52,-0.5305,92,0.37167
ENSG00000198843,SELENOT,163,0.46765,129,0.09280,164,0.54747,136,0.17052,71,-0.8271,103,-0.2648,112,-0.1288,147,0.30569,89,-0.4917,61,-1.0709
ENSG00000181788,SIAH2,21,-0.0678,18,-0.2724,36,0.96612,21,-0.0121,14,-0.6610,34,0.71013,15,-0.5398,21,-0.0755,16,-0.4905,6,-1.9076
ENSG00000144893,MED12L,14,-1.5971,41,0.02618,50,0.38864,57,0.55615,40,0.00826,79,1.11246,39,-0.0423,17,-1.2911,20,-1.0368,35,-0.2286
ENSG00000152601,MBNL1,87,-0.2320,109,0.12772,132,0.48239,142,0.54670,98,-0.0411,117,0.22962,123,0.31528,46,-1.1993,65,-0.6732,59,-0.8157
ENSG00000181467,RAP2B,17,-0.7423,33,0.26667,58,1.39478,27,-0.0520,24,-0.2646,29,0.06418,3,-3.0910,24,-0.2134,30,0.11153,6,-2.3358
ENSG00000243069,ARHGEF26-AS1,16,-0.5207,22,-0.0193,17,-0.4138,4,-2.5124,4,-2.3453,8,-1.5347,49,1.32172,54,1.50694,17,-0.3572,34,0.68486
ENSG00000114790,ARHGEF26,9,-2.3394,45,0.09917,17,-1.4496,20,-1.1498,9,-2.2341,10,-2.1405,117,1.74410,93,1.32272,78,1.01813,48,0.20079
ENSG00000174953,DHX36,149,-0.1743,211,0.38699,198,0.31150,126,-0.4316,164,-0.0176,255,0.69485,205,0.33477,89,-0.9548,150,-0.1579,82,-1.0779
ENSG00000114805,PLCH1,29,0.12063,0,-8.3582,2,-3.8794,37,0.49894,82,1.92056,15,-0.8966,8,-1.7529,9,-1.5649,102,2.37245,10,-1.4767
ENSG00000174928,C3orf33,20,0.17550,21,0.22685,14,-0.3807,14,-0.3258,22,0.36253,29,0.79285,27,0.68311,9,-1.0044,16,-0.1499,8,-1.1201
ENSG00000169359,SLC33A1,13,-0.6686,9,-1.2176,27,0.47998,28,0.46602,16,-0.3752,26,0.32948,45,1.27445,10,-1.0920,18,-0.2504,9,-1.2159
ENSG00000163655,GMPS,85,0.59026,54,-0.1400,63,0.12226,37,-0.7280,90,0.70006,65,0.16327,52,-0.1965,29,-1.0985,51,-0.2046,57,-0.0324
ENSG00000169282,KCNAB1,57,0.51218,8,-2.3427,31,-0.4713,50,0.31436,70,0.86304,61,0.63680,40,-0.0368,25,-0.7560,57,0.51712,22,-0.9647
ENSG00000114850,SSR3,53,-0.4455,57,-0.3356,72,0.02477,75,0.09770,72,0.02550,61,-0.2374,79,0.18017,104,0.61442,68,-0.0599,66,-0.1161
ENSG00000163660,CCNL1,39,0.17445,18,-0.9999,18,-1.0995,31,-0.1722,22,-0.6940,41,0.26363,134,2.38937,11,-1.6611,37,0.08856,15,-1.2803
ENSG00000174891,RSRC1,61,-1.4225,147,-0.0965,136,-0.2435,181,0.23310,249,0.75822,208,0.46271,200,0.39428,74,-1.1446,172,0.15530,154,-0.0183
ENSG00000178053,MLF1,25,0.24420,39,0.94413,26,0.34248,14,-0.6438,16,-0.4074,11,-0.9754,17,-0.3169,28,0.38821,17,-0.3284,17,-0.3998
ENSG00000168827,GFM1,40,0.14726,22,-0.7662,32,-0.2586,25,-0.5619,63,0.87135,52,0.55721,37,0.00383,29,-0.3384,40,0.14390,31,-0.2445
ENSG00000118855,MFSD1,23,0.37270,7,-1.4288,14,-0.4764,41,1.31654,12,-0.5897,11,-0.7492,30,0.81950,21,0.23397,15,-0.3175,13,-0.5377
ENSG00000180044,C3orf80,50,0.08201,67,0.55269,82,1.04012,62,0.41834,51,0.11502,60,0.38836,6,-2.9408,23,-1.0726,23,-1.0681,14,-1.8164
ENSG00000068885,IFT80,71,0.83461,42,-0.0064,40,-0.1106,66,0.72009,56,0.45596,67,0.74017,26,-0.7159,19,-1.2339,17,-1.3799,22,-1.0174
ENSG00000113810,SMC4,27,0.02251,23,-0.2332,24,-0.1713,33,0.34393,29,0.16511,34,0.41580,40,0.68893,21,-0.3649,21,-0.3246,14,-0.9689
ENSG00000186432,KPNA4,83,-0.2417,95,-0.0439,120,0.38313,86,-0.1971,93,-0.0745,153,0.73077,86,-0.1992,73,-0.4517,97,-0.0122,65,-0.6184
ENSG00000163590,PPM1L,157,0.06653,228,0.67060,214,0.64548,108,-0.5230,182,0.30028,218,0.59424,60,-1.4152,65,-1.2864,129,-0.2513,84,-0.8942
ENSG00000169255,B3GALNT1,46,0.01858,49,0.10198,72,0.82363,27,-0.8181,46,-0.0027,56,0.31500,31,-0.6151,52,0.19006,47,0.05205,8,-2.6085
ENSG00000169251,NMD3,40,0.40067,35,0.19691,29,-0.1115,22,-0.5652,33,0.09376,27,-0.2395,44,0.53705,29,-0.1102,38,0.30220,17,-0.9000
ENSG00000196542,SPTSSB,35,0.79017,2,-3.4526,15,-0.6457,38,0.93320,50,1.38887,33,0.70525,0,-4.9167,2,-3.4700,37,0.88902,10,-1.1684
ENSG00000121871,SLITRK3,7,-1.3032,10,-0.8467,23,0.40362,23,0.36297,33,0.99234,29,0.78637,9,-1.1117,7,-1.4103,24,0.42545,11,-0.7716
ENSG00000244128,LINC01322,11,-2.5091,33,-0.9080,29,-1.1379,32,-0.9179,121,1.19629,37,-0.7178,70,0.26353,26,-1.2182,145,1.51991,114,1.08654
ENSG00000169064,ZBBX,9,-0.9524,27,0.80855,11,-0.6196,7,-1.2928,14,-0.2029,62,2.36438,9,-0.8291,1,-3.4925,12,-0.4563,15,-0.0807
ENSG00000114209,PDCD10,37,-0.5010,68,0.46587,77,0.77815,23,-1.2043,54,0.09205,73,0.57305,43,-0.2568,22,-1.2385,40,-0.3866,45,-0.1946
ENSG00000163536,SERPINI1,553,0.13915,422,-0.2870,891,1.08003,647,0.39486,524,0.05513,789,0.72152,112,-2.2803,208,-1.3654,349,-0.5792,185,-1.5385
ENSG00000173905,GOLIM4,94,-1.2249,178,-0.2502,63,-1.9221,72,-1.6079,158,-0.4333,100,-1.1319,612,1.86345,245,0.25910,279,0.47265,427,1.19355
ENSG00000008952,SEC62,867,0.07261,874,0.08553,728,-0.2242,779,-0.0985,1003,0.30575,704,-0.2563,1110,0.47080,663,-0.3501,797,-0.0621,862,0.06224
ENSG00000173889,PHC3,16,-0.4970,26,0.29501,25,0.21727,12,-0.9440,14,-0.6262,29,0.44466,39,0.94609,13,-0.8312,29,0.43304,13,-0.7671
ENSG00000163558,PRKCI,46,-0.5225,79,0.32794,112,1.04666,60,-0.0954,63,-0.0282,96,0.64281,41,-0.7004,30,-1.1786,43,-0.6232,26,-1.3565
ENSG00000136603,SKIL,66,0.05565,84,0.45162,71,0.20650,45,-0.5516,76,0.28297,122,1.07042,49,-0.4078,33,-0.9840,48,-0.4327,34,-0.9761
ENSG00000013297,CLDN11,318,6.16048,0,-9.3862,0,-9.7202,7,-2.2937,0,-9.2316,0,-9.2665,17,-0.9460,14,-1.2239,1,-4.5721,2,-3.7569
ENSG00000013293,SLC7A14,114,0.98358,41,-0.6626,92,0.71457,27,-1.2749,74,0.27201,94,0.66144,56,-0.1748,29,-1.1572,39,-0.7359,30,-1.1421
ENSG00000163584,RPL22L1,12,-0.8241,26,0.38393,16,-0.4141,9,-1.1359,19,-0.0966,13,-0.6564,6,-1.6938,63,1.96866,21,0.09507,20,0.01342
ENSG00000163577,EIF5A2,32,0.40374,12,-1.1113,18,-0.5614,57,1.36873,35,0.51785,34,0.47913,9,-1.5546,15,-0.7759,31,0.33777,15,-0.7830
ENSG00000154310,TNIK,79,-0.6806,148,0.29920,54,-1.3426,70,-0.8600,96,-0.3863,108,-0.1891,253,1.20391,173,0.56261,147,0.29616,164,0.47382
ENSG00000144959,NCEH1,77,-0.3051,107,0.20772,143,0.77407,129,0.50081,134,0.57307,156,0.82738,39,-1.3265,30,-1.7129,45,-1.1388,31,-1.6601
ENSG00000169760,NLGN1,72,0.51127,53,0.00308,76,0.68480,45,-0.2257,56,0.10007,99,1.04293,19,-1.5020,24,-1.2061,24,-1.1571,32,-0.7539
ENSG00000177565,TBL1XR1,149,0.32976,109,-0.1742,159,0.49189,106,-0.2143,114,-0.1034,157,0.40657,121,-0.0098,68,-0.8994,106,-0.2216,90,-0.4757
ENSG00000172667,ZMAT3,177,0.12330,181,0.15463,176,0.12644,221,0.48518,192,0.25622,154,-0.0963,111,-0.6076,139,-0.2608,165,0.00703,111,-0.6112
ENSG00000121879,PIK3CA,52,-0.3411,60,-0.1198,57,-0.2421,54,-0.3085,114,0.90491,102,0.71804,56,-0.2419,31,-1.1155,91,0.53586,44,-0.5970
ENSG00000121864,ZNF639,31,0.14074,40,0.55267,35,0.41606,17,-0.7726,15,-0.9049,42,0.63866,12,-1.3018,18,-0.6812,41,0.62518,22,-0.3646
ENSG00000171109,MFN1,12,-0.7646,14,-0.5156,20,-0.0099,13,-0.6471,30,0.63331,43,1.25744,29,0.60526,11,-0.9321,22,0.16031,6,-1.7618
ENSG00000114450,GNB4,37,0.82719,10,-1.2065,17,-0.4203,24,0.14998,12,-0.8732,12,-0.9361,54,1.50001,8,-1.4734,28,0.34643,23,0.08707
ENSG00000136522,MRPL47,63,0.69524,47,0.21523,39,-0.0981,45,0.16383,42,0.03422,48,0.26101,24,-0.8013,45,0.14535,26,-0.6858,32,-0.3726
ENSG00000136521,NDUFB5,126,0.22674,167,0.69603,137,0.42004,94,-0.2239,93,-0.2471,87,-0.3487,59,-0.9352,144,0.45139,82,-0.4442,70,-0.6786
ENSG00000058056,USP13,25,0.41918,15,-0.3413,25,0.48320,10,-0.9338,23,0.29528,24,0.34947,21,0.12536,15,-0.4145,5,-2.0005,23,0.26568
ENSG00000114757,PEX5L,254,0.51639,204,0.16220,231,0.40378,241,0.43151,232,0.36510,318,0.89138,60,-1.6974,56,-1.8209,108,-0.8258,95,-1.0270
ENSG00000163728,TTC14,100,0.33303,18,-2.2406,29,-1.6459,50,-0.7339,24,-1.8604,250,1.95406,226,1.75663,13,-2.6582,130,0.76659,22,-1.9766
ENSG00000114416,FXR1,206,0.34270,191,0.21627,139,-0.3121,149,-0.1790,183,0.14926,219,0.44357,201,0.30481,121,-0.4946,151,-0.1508,132,-0.3658
ENSG00000205981,DNAJC19,64,0.34315,99,1.08204,58,0.23556,47,-0.1320,48,-0.0914,36,-0.5542,28,-0.9332,57,0.17693,36,-0.5418,32,-0.7385
ENSG00000242808,SOX2-OT,736,3.08476,43,-1.8410,27,-2.6570,36,-2.0976,51,-1.5899,30,-2.3443,238,0.80341,173,0.27366,122,-0.2759,116,-0.3490
ENSG00000181449,SOX2,77,-1.4637,205,0.03446,74,-1.6152,46,-2.2382,48,-2.1720,62,-1.7897,649,2.05285,488,1.49901,336,0.84080,151,-0.4457
ENSG00000043093,DCUN1D1,60,0.09462,49,-0.2414,52,-0.1617,60,0.08333,62,0.12518,52,-0.1430,79,0.52298,50,-0.1935,63,0.15259,48,-0.2708
ENSG00000078070,MCCC1,26,0.59928,20,0.18040,21,0.33135,7,-1.3050,7,-1.4308,18,0.07510,18,-0.0011,23,0.42235,26,0.61285,7,-1.3995
ENSG00000053524,MCF2L2,2,-3.8686,25,-0.2381,18,-0.7914,12,-1.3138,43,0.60522,32,0.13414,20,-0.5761,11,-1.4895,50,0.86035,92,1.96484
ENSG00000114796,KLHL24,56,0.22540,53,0.14824,30,-0.8159,33,-0.6126,49,-0.0028,60,0.33046,49,0.01897,54,0.16763,76,0.71430,46,-0.0929
ENSG00000163872,YEATS2,36,0.04167,26,-0.4224,50,0.66662,21,-0.7775,42,0.30530,57,0.78566,24,-0.5522,27,-0.4065,21,-0.7682,29,-0.3049
ENSG00000180834,MAP6D1,88,1.54433,28,-0.3389,75,1.49700,23,-0.6330,6,-2.6624,16,-1.1515,31,-0.1959,22,-0.7442,8,-2.2002,15,-1.3266
ENSG00000175193,PARL,33,-0.0463,48,0.54751,40,0.27803,36,0.09972,39,0.22904,23,-0.6297,22,-0.6874,33,-0.0643,35,0.02915,27,-0.3838
ENSG00000114770,ABCC5,39,-0.2608,21,-1.1705,65,0.61478,72,0.70783,41,-0.2045,94,1.16961,32,-0.5580,16,-1.6392,48,0.04327,17,-1.4838
ENSG00000145191,EIF2B5,45,0.43155,37,0.13958,40,0.28446,35,0.06249,35,0.05858,57,0.82237,32,-0.1010,19,-0.8487,17,-1.0271,17,-1.0812
ENSG00000161202,DVL3,23,-0.1345,22,-0.2276,27,0.12289,21,-0.2469,24,-0.0719,13,-0.9413,37,0.60106,45,0.92756,22,-0.1826,15,-0.7420
ENSG00000161203,AP2M1,489,0.40643,357,-0.0973,552,0.69290,504,0.45655,315,-0.2914,418,0.15208,183,-1.1272,386,0.02487,232,-0.7656,189,-1.0750
ENSG00000161204,ABCF3,40,0.73361,23,-0.1524,37,0.69855,32,0.35934,23,-0.1407,29,0.21440,17,-0.6168,11,-1.2125,16,-0.6507,13,-1.0342
ENSG00000163888,CAMK2N2,41,-0.3739,61,0.25588,41,-0.4024,37,-0.5361,54,0.07085,57,0.14498,38,-0.4887,88,0.86161,43,-0.3006,70,0.49141
ENSG00000175166,PSMD2,252,1.00744,116,-0.2548,142,0.07229,98,-0.5130,134,-0.0319,130,-0.0786,124,-0.1469,158,0.23090,118,-0.2279,87,-0.6923
ENSG00000114867,EIF4G1,80,-0.2109,105,0.22656,91,-0.0095,86,-0.0973,103,0.19316,97,0.10234,91,-0.0056,95,0.05555,87,-0.0806,79,-0.2264
ENSG00000175182,FAM131A,126,0.23118,113,0.05997,197,1.14097,180,0.82348,69,-0.7099,109,0.00579,46,-1.3300,66,-0.7790,49,-1.2153,45,-1.3464
ENSG00000163882,POLR2H,45,0.43636,23,-0.6140,42,0.36841,56,0.80866,35,0.05054,27,-0.3552,20,-0.8105,43,0.38053,29,-0.2650,13,-1.4545
ENSG00000090539,CHRD,29,0.70343,11,-0.8122,22,0.32628,26,0.53488,17,-0.1042,21,0.19922,13,-0.5336,21,0.19156,17,-0.1393,4,-2.0747
ENSG00000177383,MAGEF1,73,0.49937,55,0.04980,85,0.85170,35,-0.6396,52,-0.0522,48,-0.1659,45,-0.2651,61,0.21536,37,-0.5795,13,-2.1241
ENSG00000156931,VPS8,33,0.25338,13,-1.1809,30,0.06985,45,0.73044,29,0.03297,48,0.84841,19,-0.6235,29,0.01753,29,0.05369,8,-1.8213
ENSG00000187068,C3orf70,30,0.03558,22,-0.4463,38,0.47561,19,-0.6410,8,-1.9517,18,-0.7205,33,0.18333,62,1.26620,33,0.20363,19,-0.6275
ENSG00000073803,MAP3K13,97,-0.1355,91,-0.2337,87,-0.3227,138,0.43455,115,0.13895,71,-0.6069,122,0.22707,111,0.08108,107,0.01942,134,0.37762
ENSG00000163900,TMEM41A,29,0.96672,7,-1.2599,27,0.96429,9,-0.9266,6,-1.5565,15,-0.1307,15,-0.1019,18,0.17783,19,0.28308,5,-1.5920
ENSG00000163904,SENP2,48,-0.5208,77,0.23913,93,0.61794,62,-0.1072,98,0.61718,71,0.10054,65,-0.0352,39,-0.8113,29,-1.2564,56,-0.2574
ENSG00000136527,TRA2B,81,0.13278,36,-1.1230,78,0.06694,77,0.03674,45,-0.7866,83,0.16655,144,1.08522,96,0.39051,73,-0.0335,32,-1.2705
ENSG00000244405,ETV5,42,0.24187,40,0.15975,42,0.24244,55,0.67751,14,-1.3859,19,-1.0150,18,-1.0429,39,0.11589,73,1.14730,15,-1.3273
ENSG00000058866,DGKG,57,1.20873,24,-0.2145,35,0.43494,10,-1.5121,6,-2.1421,25,-0.1454,43,0.72759,24,-0.2325,29,0.09696,14,-1.0574
ENSG00000090520,DNAJB11,31,0.64859,14,-0.5287,26,0.40900,12,-0.7490,15,-0.4288,33,0.77703,20,-0.0466,28,0.50082,10,-1.0393,9,-1.2042
ENSG00000156976,EIF4A2,715,0.33332,660,0.20540,789,0.56140,716,0.33602,656,0.19472,681,0.25464,216,-1.5107,460,-0.3640,414,-0.5268,290,-1.0687
ENSG00000073849,ST6GAL1,28,0.94193,8,-0.9120,16,0.02203,19,0.34353,21,0.50000,3,-2.1344,8,-0.9008,19,0.30907,21,0.51395,10,-0.6605
ENSG00000157005,SST,116,3.29486,2,-3.5182,6,-1.8559,0,-5.6037,1,-3.7888,37,0.91927,5,-2.1691,45,1.24649,4,-2.3425,8,-1.3770
ENSG00000113916,BCL6,22,-0.3849,25,-0.1699,20,-0.5264,21,-0.4055,32,0.19239,28,0.01734,63,1.33653,25,-0.1777,35,0.37649,16,-0.8907
ENSG00000145012,LPP,62,0.15733,51,-0.1394,23,-1.4587,46,-0.2965,38,-0.5739,30,-0.9280,196,2.22031,65,0.23130,30,-0.9594,50,-0.1699
ENSG00000196083,IL1RAP,10,-0.5689,2,-2.9209,6,-1.2836,15,0.13137,35,1.50852,24,0.82625,18,0.39549,11,-0.3366,23,0.80753,4,-1.6553
ENSG00000152492,CCDC50,48,0.00354,29,-0.7629,18,-1.5477,19,-1.3834,40,-0.2670,31,-0.6667,121,1.56102,65,0.49323,73,0.66658,64,0.46769
ENSG00000114279,FGF12,503,0.46922,639,0.86925,416,0.18192,256,-0.5966,591,0.73710,544,0.59957,177,-1.1609,223,-0.8123,200,-0.9734,169,-1.2266
ENSG00000180611,MB21D2,20,0.24238,19,0.16432,24,0.59586,21,0.28897,16,-0.0963,20,0.17702,6,-1.6202,21,0.27069,16,-0.1521,4,-2.0038
ENSG00000127249,ATP13A4,20,-0.4844,19,-0.5383,7,-1.9939,12,-1.2227,2,-3.7306,6,-2.2092,77,1.77953,55,1.18600,80,1.85582,11,-1.2774
ENSG00000198836,OPA1,160,0.19579,180,0.38151,159,0.20941,150,0.09255,214,0.66931,232,0.80616,58,-1.3590,59,-1.3501,113,-0.3472,73,-1.0189
ENSG00000114315,HES1,29,-0.4417,18,-1.1390,10,-2.1126,6,-2.6164,3,-3.4364,3,-3.5976,185,2.92253,93,1.47764,36,-0.0983,30,-0.3825
ENSG00000133657,ATP13A3,23,-0.4655,22,-0.5802,37,0.26053,46,0.59188,30,-0.0539,40,0.36866,56,0.94655,14,-1.2324,16,-1.0196,27,-0.2628
ENSG00000041802,LSG1,12,-0.8263,19,-0.1962,19,-0.2145,37,0.85467,37,0.87773,37,0.85742,22,0.06033,8,-1.5295,16,-0.4110,11,-1.0523
ENSG00000114331,ACAP2,61,-0.0726,75,0.25419,42,-0.7052,37,-0.8227,41,-0.6632,121,1.05378,129,1.17510,40,-0.7270,73,0.21191,40,-0.7300
ENSG00000184203,PPP1R2,75,0.10046,79,0.18651,105,0.73815,57,-0.3287,79,0.17921,73,0.06201,63,-0.1595,43,-0.7568,63,-0.1837,32,-1.2035
ENSG00000189058,APOD,643,2.17491,23,-3.1154,54,-1.9947,129,-0.5813,52,-1.9340,20,-3.3213,615,2.08094,265,0.55519,93,-1.0796,115,-0.7520
ENSG00000061938,TNK2,62,0.24182,34,-0.6824,39,-0.5328,64,0.28852,50,-0.1027,29,-0.9411,52,-0.0395,62,0.23561,89,0.83288,67,0.35953
ENSG00000072274,TFRC,59,0.16515,67,0.36950,43,-0.3368,46,-0.1990,32,-0.7531,52,-0.0270,61,0.23921,57,0.12243,97,0.99493,23,-1.2739
ENSG00000161217,PCYT1A,32,-0.3896,38,-0.1517,23,-0.9445,45,0.11494,51,0.31989,48,0.23004,67,0.77537,29,-0.5672,54,0.43079,46,0.17067
ENSG00000213123,TCTEX1D2,54,0.74205,37,0.11896,41,0.34304,23,-0.5916,41,0.28109,24,-0.5210,26,-0.4273,56,0.79660,13,-1.4223,19,-0.9271
ENSG00000163960,UBXN7,55,-0.0728,46,-0.3627,47,-0.3688,52,-0.1750,78,0.47606,55,-0.0764,105,0.97017,35,-0.7788,71,0.31918,47,-0.3173
ENSG00000163961,RNF168,43,-0.8274,64,-0.2219,64,-0.2214,53,-0.5008,139,1.04904,90,0.33525,62,-0.2698,39,-0.9586,102,0.52898,86,0.25331
ENSG00000174013,FBXO45,76,0.71005,82,0.82949,51,0.04498,57,0.24263,68,0.50759,41,-0.3043,22,-1.2197,16,-1.6913,50,0.01295,29,-0.8095
ENSG00000163964,PIGX,107,0.39504,134,0.76538,97,0.26685,74,-0.1995,95,0.20979,85,0.01758,38,-1.1886,78,-0.1076,63,-0.4444,52,-0.7417
ENSG00000174007,CEP19,9,-0.8585,17,0.14425,15,-0.0146,13,-0.2124,15,-0.0313,24,0.67521,10,-0.6114,18,0.22897,21,0.47176,12,-0.3341
ENSG00000180370,PAK2,63,-0.3327,74,-0.0658,59,-0.4551,46,-0.7901,67,-0.2198,70,-0.1634,182,1.43091,74,-0.0734,94,0.30429,64,-0.3030
ENSG00000119231,SENP5,41,-0.7643,35,-0.9834,60,-0.1835,111,0.81414,99,0.63128,126,1.03202,44,-0.6604,25,-1.4858,75,0.17331,62,-0.1274
ENSG00000114503,NCBP2,65,-0.1101,109,0.72502,64,-0.1478,40,-0.8563,86,0.34497,81,0.25516,55,-0.3717,70,0.01957,44,-0.7041,86,0.34952
ENSG00000270170,NCBP2AS2,55,0.55958,52,0.47630,53,0.55859,47,0.31829,39,0.02398,28,-0.5113,29,-0.4226,39,0.01361,19,-1.0883,12,-1.7909
ENSG00000075711,DLG1,167,0.68072,92,-0.2812,104,-0.0859,105,-0.0720,154,0.54087,136,0.34354,99,-0.1572,46,-1.3192,101,-0.1284,98,-0.1708
ENSG00000161267,BDH1,31,0.30689,29,0.19371,30,0.28207,29,0.21741,12,-1.1432,39,0.68491,18,-0.4937,26,0.00305,23,-0.1849,14,-0.9157
ENSG00000145016,RUBCN,40,0.09786,43,0.20740,38,0.01000,28,-0.4575,39,0.03769,43,0.19465,50,0.44894,48,0.39029,32,-0.2772,17,-1.2225
ENSG00000122068,FYTTD1,65,0.11502,66,0.13793,88,0.66839,31,-1.0092,75,0.33285,42,-0.5706,52,-0.2427,54,-0.1819,69,0.19458,39,-0.6929
ENSG00000186001,LRCH3,37,0.62397,22,-0.2049,10,-1.4987,11,-1.2743,5,-2.3016,41,0.79756,54,1.23995,27,0.10738,37,0.61705,23,-0.1103
ENSG00000114473,IQCG,12,-0.5575,8,-1.1383,11,-0.7415,7,-1.3341,37,1.16892,24,0.48511,34,1.01670,20,0.18586,16,-0.2081,16,-0.1817
ENSG00000182899,RPL35A,408,-0.2341,782,0.81922,434,-0.1514,307,-0.6745,396,-0.2814,242,-1.0365,423,-0.1782,697,0.62605,421,-0.1850,666,0.55029
ENSG00000185621,LMLN,14,0.22407,5,-1.4095,13,0.07620,8,-0.7061,10,-0.3600,28,1.30151,7,-0.7470,11,-0.2541,17,0.50380,11,-0.1293
