Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000061938,TNK2,28,-1.3813,53,-0.3937,84,0.33446,69,0.02755,46,-0.6137,88,0.55586
ENSG00000072274,TFRC,40,-1.0411,174,1.36046,48,-0.7589,83,0.11915,69,-0.1872,67,-0.2967
ENSG00000161217,PCYT1A,44,0.41904,27,-0.3483,26,-0.4109,31,-0.1890,41,0.33045,36,0.11802
ENSG00000213123,TCTEX1D2,26,-0.8451,79,0.90627,45,-0.0100,52,0.25903,19,-1.3339,44,-0.0777
ENSG00000163960,UBXN7,83,1.01719,32,-0.5192,47,0.06746,42,-0.1182,57,0.38963,34,-0.5206
ENSG00000163961,RNF168,91,0.81131,33,-0.8189,43,-0.4104,48,-0.2923,132,1.48178,38,-0.7385
ENSG00000174013,FBXO45,57,-0.0801,36,-0.8097,86,0.59758,63,0.11401,58,-0.0527,57,-0.0852
ENSG00000163964,PIGX,67,-0.4545,89,-0.0076,136,0.68507,94,0.08704,115,0.40404,69,-0.4972
ENSG00000174007,CEP19,10,-0.7630,7,-1.2944,30,0.95285,20,0.39433,20,0.26286,13,-0.4385
ENSG00000180370,PAK2,198,2.07591,81,0.44045,50,-0.3309,37,-0.9403,70,0.20058,35,-1.0345
ENSG00000119231,SENP5,67,0.23505,39,-0.6156,89,0.70798,59,0.03185,92,0.75993,38,-0.7767
ENSG00000114503,NCBP2,57,-0.0255,35,-0.7663,72,0.35859,47,-0.4221,59,0.02036,72,0.46664
ENSG00000270170,NCBP2AS2,11,-2.3068,46,-0.1806,44,-0.2455,74,0.79658,41,-0.3594,51,-0.0233
ENSG00000075711,DLG1,283,1.31042,70,-0.9586,158,0.30964,125,-0.0930,136,0.06999,95,-0.6224
ENSG00000161267,BDH1,7,-1.9694,47,0.96865,29,0.16533,30,0.30256,17,-0.6692,23,-0.1986
ENSG00000145016,RUBCN,30,-0.4328,32,-0.3594,54,0.47037,45,0.22017,21,-0.9598,43,0.16012
ENSG00000122068,FYTTD1,70,0.17460,71,0.18869,82,0.43940,65,0.06169,54,-0.2364,52,-0.3627
ENSG00000186001,LRCH3,57,1.05722,38,0.33729,40,0.44639,22,-0.6068,32,0.08745,23,-0.5012
ENSG00000114473,IQCG,31,0.99307,13,-0.4314,13,-0.3496,16,-0.0809,16,-0.1095,16,-0.1340
ENSG00000182899,RPL35A,669,0.14229,551,-0.1691,313,-1.0443,539,-0.2579,450,-0.4865,842,0.71155
ENSG00000185621,LMLN,18,0.27319,5,-1.4591,30,1.19796,17,0.24857,17,0.23705,9,-0.9027
ENSG00000182903,ZNF721,63,0.12395,45,-0.4197,96,0.80850,71,0.42214,54,-0.1327,38,-0.8175
ENSG00000174227,PIGG,15,-0.2989,18,0.03253,35,1.09707,20,0.29221,3,-2.5929,15,-0.2805
ENSG00000273238,TMEM271,6,-2.9384,33,-0.4786,114,1.58657,41,-0.1780,30,-0.6173,48,0.13078
ENSG00000169020,ATP5ME,727,0.10015,662,-0.0507,393,-0.8631,701,0.05279,456,-0.6340,831,0.42088
ENSG00000185619,PCGF3,21,-1.0646,38,-0.1486,57,0.51497,57,0.71658,28,-0.5948,33,-0.4431
ENSG00000168993,CPLX1,6,-4.8838,68,-1.3494,78,-1.1481,256,1.04748,155,-0.0795,186,0.27736
ENSG00000178950,GAK,12,-1.9296,31,-0.5343,70,0.79512,41,-0.1167,43,-0.0037,51,0.36538
ENSG00000127419,TMEM175,14,-0.8973,43,0.81896,40,0.71423,33,0.54044,5,-2.3909,19,-0.5959
ENSG00000127418,FGFRL1,12,-0.6392,63,2.17495,4,-2.3531,7,-1.6935,13,-0.4866,24,0.56220
ENSG00000159692,CTBP1,52,-1.2773,95,-0.3428,111,-0.0988,115,-0.0588,116,-0.0369,155,0.59156
ENSG00000090316,MAEA,19,-1.5577,53,-0.0092,63,0.27659,76,0.81305,28,-0.9783,46,-0.2667
ENSG00000163950,SLBP,37,-0.8378,63,-0.0306,106,0.82742,75,0.32715,70,0.15229,47,-0.6111
ENSG00000168936,TMEM129,13,-0.4177,20,0.21229,11,-0.7217,16,-0.2169,7,-1.3078,26,0.83746
ENSG00000068078,FGFR3,49,-1.3050,556,3.06700,48,-1.3469,31,-2.2679,63,-0.9345,113,-0.0255
ENSG00000168924,LETM1,25,-0.4919,20,-0.7928,45,0.43306,34,0.01317,37,0.12435,37,0.17526
ENSG00000109685,NSD2,62,-0.0920,55,-0.2811,101,0.72269,60,-0.1814,100,0.69468,52,-0.4392
ENSG00000243449,C4orf48,448,0.40406,315,-0.1623,253,-0.5076,442,0.51069,126,-1.5715,342,-0.0423
ENSG00000185818,NAT8L,41,-2.3963,246,0.34634,162,-0.3235,220,0.21915,161,-0.3305,238,0.39224
ENSG00000123933,MXD4,33,-0.1990,37,0.01829,26,-0.5491,30,-0.4040,30,-0.3272,51,0.72127
ENSG00000159733,ZFYVE28,6,-1.6779,12,-0.7897,27,0.48460,32,1.09425,9,-1.1282,16,-0.3988
ENSG00000063978,RNF4,28,-0.4291,45,0.29692,31,-0.2844,44,0.37031,20,-0.9364,38,0.05923
ENSG00000125386,FAM193A,47,0.74285,25,-0.2708,27,-0.1808,22,-0.6069,54,0.95660,27,-0.1933
ENSG00000087274,ADD1,174,-0.2715,273,0.44829,216,0.06478,207,-0.0030,159,-0.4147,209,0.02365
ENSG00000109736,MFSD10,13,-0.7562,31,0.52551,20,-0.1511,31,0.77142,8,-1.5759,18,-0.3547
ENSG00000125388,GRK4,26,0.51413,19,-0.0276,5,-1.8922,21,0.23402,31,0.80179,15,-0.4539
ENSG00000197386,HTT,22,-1.4921,34,-0.8530,68,0.23689,60,0.04954,56,-0.0838,76,0.55349
ENSG00000159788,RGS12,15,-1.7882,39,-0.4018,140,1.80227,17,-1.9200,18,-1.5729,79,1.07362
ENSG00000163956,LRPAP1,58,-1.2640,171,0.43723,170,0.42599,149,0.27040,72,-0.9290,131,-0.0054
ENSG00000132406,TMEM128,32,0.93442,12,-0.5968,10,-0.8621,21,0.26790,8,-1.2732,19,0.09810
ENSG00000168824,NSG1,2,-5.7120,67,-0.5487,104,0.15043,160,1.24047,73,-0.4104,75,-0.4626
ENSG00000168818,STX18,20,0.11167,42,1.35395,20,0.08947,18,-0.0747,5,-1.9250,15,-0.3761
ENSG00000072832,CRMP1,25,-2.5804,165,0.25381,216,0.70722,182,0.56250,79,-0.9013,125,-0.2310
ENSG00000181215,C4orf50,3,-2.7814,10,-0.9298,35,1.01984,24,0.50322,30,0.74486,13,-0.6869
ENSG00000152969,JAKMIP1,9,-2.7346,60,0.06406,83,0.58634,71,0.42912,40,-0.5666,58,0.00584
ENSG00000109501,WFS1,21,-1.1577,153,2.15992,71,0.71561,22,-1.2998,21,-1.2135,41,-0.1945
ENSG00000074211,PPP2R2C,85,-1.2386,155,-0.3250,268,0.55844,187,-0.0356,196,0.04999,213,0.23284
ENSG00000013288,MAN2B2,14,-1.3496,44,0.41838,31,-0.1333,47,0.74303,34,0.02489,24,-0.6230
ENSG00000179010,MRFAP1,446,-0.1505,516,0.08380,408,-0.2898,565,0.30361,310,-0.7173,508,0.07531
ENSG00000170846,AC093323.1,10,-2.2452,41,-0.1043,83,1.05034,41,-0.1295,27,-0.7342,52,0.34362
ENSG00000178988,MRFAP1L1,130,-0.0785,187,0.52111,125,-0.1347,137,0.01757,142,0.07104,122,-0.2251
ENSG00000170871,KIAA0232,178,0.61132,127,0.06160,193,0.74370,109,-0.2296,176,0.59600,74,-0.9395
ENSG00000132405,TBC1D14,23,-0.6304,50,0.56650,51,0.61356,38,0.19372,30,-0.2657,27,-0.4973
ENSG00000173011,TADA2B,14,-0.5865,26,0.39190,23,0.19332,21,0.08685,21,0.07406,18,-0.1860
ENSG00000109519,GRPEL1,26,-0.8216,36,-0.3195,42,-0.0848,52,0.33865,50,0.19331,45,0.00044
ENSG00000184985,SORCS2,26,0.33946,69,2.08892,14,-0.6245,18,-0.2957,14,-0.6579,11,-1.1276
ENSG00000196526,AFAP1,14,-0.4230,3,-2.6607,16,-0.2000,24,0.59595,24,0.42194,18,-0.0323
ENSG00000163995,ABLIM2,2,-4.3845,15,-1.6149,84,1.11802,46,0.13266,19,-1.2445,57,0.64309
ENSG00000071127,WDR1,54,-0.0671,92,0.81257,61,0.14145,51,-0.2071,31,-0.9287,57,0.03938
ENSG00000178163,ZNF518B,17,-0.3665,23,0.14622,24,0.23644,24,0.27848,26,0.31426,16,-0.5046
ENSG00000157869,RAB28,26,-0.0152,43,0.83391,25,-0.0669,27,0.03910,16,-0.7881,24,-0.1866
ENSG00000038219,BOD1L1,503,0.87372,138,-1.1899,506,0.88443,253,-0.3171,679,1.41465,128,-1.5235
ENSG00000137449,CPEB2,69,0.95643,18,-1.1445,44,0.21671,37,-0.1212,38,-0.0185,36,-0.1478
ENSG00000048342,CC2D2A,30,0.84714,12,-0.5539,17,-0.0225,13,-0.5923,25,0.55268,18,0.02039
ENSG00000118564,FBXL5,109,0.57106,100,0.42817,83,0.11970,73,-0.1107,54,-0.5475,68,-0.2437
ENSG00000237765,FAM200B,112,0.51556,55,-0.6176,67,-0.3059,82,0.00130,104,0.39038,78,-0.1001
ENSG00000169762,TAPT1,46,-0.0637,50,0.07007,73,0.69878,52,0.20493,33,-0.5606,39,-0.3939
ENSG00000169744,LDB2,12,-3.2748,59,-0.9866,232,1.24629,153,0.71723,114,0.04089,78,-0.6801
ENSG00000151552,QDPR,798,1.70885,309,0.05359,86,-1.9044,277,-0.1591,182,-0.7774,262,-0.2633
ENSG00000002549,LAP3,47,0.80738,48,0.81916,30,0.06812,20,-0.6595,12,-1.3351,30,0.09073
ENSG00000118579,MED28,42,-0.2690,42,-0.2556,66,0.46518,45,-0.1690,43,-0.2157,55,0.22759
ENSG00000163257,DCAF16,47,0.84452,13,-1.1257,37,0.45699,27,-0.0884,24,-0.2355,26,-0.1448
ENSG00000178177,LCORL,48,1.20977,19,-0.3235,41,0.90688,14,-0.9139,33,0.53266,17,-0.6221
ENSG00000145147,SLIT2,5,-2.6690,17,-0.9352,80,1.65879,39,0.52601,37,0.31525,17,-1.1156
ENSG00000163138,PACRGL,12,-0.5033,29,0.84249,39,1.38741,16,-0.1745,7,-1.4041,13,-0.5998
ENSG00000185774,KCNIP4,9,-3.1432,62,-0.3889,142,0.95355,103,0.54383,55,-0.5784,74,-0.1509
ENSG00000152990,ADGRA3,68,1.21325,76,1.41175,17,-1.0177,16,-1.3468,19,-0.8816,35,0.09421
ENSG00000109819,PPARGC1A,4,-3.1262,28,-0.2218,29,-0.1827,39,0.36863,41,0.37666,36,0.19409
ENSG00000109606,DHX15,56,-0.0686,59,0.00615,57,-0.0434,80,0.70756,44,-0.4247,42,-0.6176
ENSG00000181982,CCDC149,13,-0.3155,14,-0.1949,17,0.04431,12,-0.5594,17,0.05995,22,0.62334
ENSG00000053900,ANAPC4,25,0.03454,22,-0.1698,29,0.27905,35,0.80321,15,-0.7854,16,-0.7713
ENSG00000250317,SMIM20,28,-0.3840,56,0.71649,19,-0.9962,34,-0.1418,36,0.00704,40,0.22789
ENSG00000168214,RBPJ,352,1.79556,86,-0.5974,115,-0.1471,103,-0.3906,175,0.53649,74,-0.9958
ENSG00000109689,STIM2,43,0.18662,53,0.51172,79,1.21955,31,-0.3984,48,0.35769,22,-1.0104
ENSG00000169851,PCDH7,30,-3.0026,196,-0.2022,484,1.32580,284,0.53320,235,0.08713,142,-0.8504
ENSG00000047365,ARAP2,299,2.59893,67,-0.1436,80,0.13359,42,-1.0666,58,-0.3804,36,-1.2899
ENSG00000174145,NWD2,0,-6.0083,16,-0.0789,39,1.36318,20,0.32820,15,-0.1721,14,-0.4309
ENSG00000065882,TBC1D1,16,-0.4691,17,-0.3500,33,0.66287,23,0.12698,9,-1.2677,24,0.22025
ENSG00000109787,KLF3,51,1.06344,30,0.16614,16,-0.8189,20,-0.5983,28,0.03945,29,0.12382
ENSG00000109790,KLHL5,93,1.30850,46,0.11032,20,-1.1367,50,0.32708,33,-0.4136,29,-0.7565
ENSG00000157796,WDR19,15,-0.4150,30,0.64132,24,0.29028,26,0.54997,10,-0.9886,14,-0.6274
ENSG00000035928,RFC1,417,2.50847,68,-0.6988,104,-0.0460,56,-1.1993,172,0.78451,47,-1.4759
ENSG00000163682,RPL9,1053,0.20403,945,0.02942,541,-0.8436,733,-0.4639,818,-0.2000,1241,0.64419
ENSG00000121897,LIAS,27,0.85012,14,-0.1788,12,-0.4732,20,0.52197,15,-0.1187,10,-0.8153
ENSG00000163683,SMIM14,163,0.58936,107,-0.1029,79,-0.5775,121,0.12761,123,0.12134,101,-0.2346
ENSG00000078140,UBE2K,69,-0.9533,113,-0.1944,167,0.44284,160,0.49779,122,-0.0743,108,-0.3354
ENSG00000121892,PDS5A,73,0.61350,53,0.08117,65,0.41872,47,-0.1481,47,-0.1078,41,-0.3791
ENSG00000163697,APBB2,111,1.18237,85,0.71881,47,-0.2270,38,-0.6772,42,-0.4102,49,-0.2213
ENSG00000154277,UCHL1,204,-2.5422,987,-0.1568,1045,-0.0663,1892,1.34306,518,-1.1547,822,-0.5513
ENSG00000064042,LIMCH1,707,1.83869,177,-0.5333,365,0.63180,152,-0.9221,341,0.51971,145,-1.0090
ENSG00000109133,TMEM33,62,-0.3932,89,0.17285,109,0.50843,103,0.54246,60,-0.4462,57,-0.6503
ENSG00000014824,SLC30A9,98,-0.1914,112,0.02143,152,0.51341,115,0.07062,99,-0.1833,101,-0.1864
ENSG00000124406,ATP8A1,212,0.39590,166,0.00101,284,0.89104,188,0.26569,107,-0.6920,109,-0.8034
ENSG00000183783,KCTD8,15,-1.0276,26,-0.1620,34,0.24033,35,0.35590,33,0.18122,27,-0.1698
ENSG00000151806,GUF1,29,0.04862,31,0.17146,32,0.25556,25,-0.2366,26,-0.1154,28,0.06032
ENSG00000163281,GNPDA2,11,-1.3499,30,0.20481,32,0.27792,35,0.55342,13,-1.1340,26,-0.0575
ENSG00000163285,GABRG1,68,-0.2518,156,1.13090,22,-1.9392,58,-0.5922,128,0.79101,82,0.05578
ENSG00000260878,AC104072.1,0,-7.1665,113,1.92782,45,0.26876,31,-0.4082,36,-0.0658,31,-0.4094
ENSG00000151834,GABRA2,31,-1.8470,327,2.05608,103,-0.0057,50,-1.3118,173,0.85999,82,-0.4458
ENSG00000109158,GABRA4,9,-2.9660,48,-0.4816,156,1.47462,65,-0.0379,91,0.51756,54,-0.4043
ENSG00000163288,GABRB1,32,-0.8366,75,0.52081,102,1.04511,26,-1.3146,104,1.08156,51,-0.1397
ENSG00000260918,AC107398.3,35,-1.9791,190,0.62052,228,0.92764,115,-0.2528,171,0.44012,111,-0.3116
ENSG00000169019,COMMD8,15,-0.3766,15,-0.2952,19,0.04679,24,0.55424,11,-0.7830,18,-0.0814
ENSG00000109171,SLAIN2,30,0.23683,22,-0.2904,14,-0.9089,26,-0.0045,30,0.23320,29,0.20214
ENSG00000075539,FRYL,268,2.63097,52,-0.3746,63,-0.0544,33,-1.2742,67,0.04921,35,-1.1369
ENSG00000109180,OCIAD1,221,-0.4629,267,-0.1647,392,0.45312,390,0.60430,182,-0.7627,244,-0.3839
ENSG00000145247,OCIAD2,21,-1.1502,19,-1.2850,31,-0.5370,47,0.13847,50,0.21589,59,0.65398
ENSG00000109184,DCUN1D4,38,-0.5442,41,-0.4179,64,0.28163,76,0.75424,23,-1.2857,49,-0.2106
ENSG00000163069,SGCB,103,0.83850,101,0.80597,50,-0.3398,49,-0.4657,56,-0.1677,55,-0.2565
ENSG00000109189,USP46,90,-0.1766,67,-0.6419,112,0.17324,107,0.13425,138,0.51817,92,-0.1725
ENSG00000226950,DANCR,26,-0.6659,58,0.58265,20,-1.0380,41,0.01858,24,-0.8186,51,0.50745
ENSG00000184178,SCFD2,13,-0.3078,16,0.03859,23,0.55704,25,0.98028,9,-0.9378,8,-1.1514
ENSG00000145216,FIP1L1,83,0.89650,41,-0.2730,85,0.94263,40,-0.3793,60,0.34171,32,-0.8032
ENSG00000072201,LNX1,3,-4.1702,17,-1.8616,134,1.43284,64,0.19783,64,0.14525,57,-0.0383
ENSG00000134853,PDGFRA,60,1.34294,29,0.13278,29,0.10303,13,-1.3738,18,-0.6483,32,0.37229
ENSG00000157404,KIT,14,-0.6787,11,-1.0143,31,0.60251,6,-2.0110,27,0.37255,37,1.31903
ENSG00000128039,SRD5A3,24,0.63417,15,-0.0768,14,-0.1713,23,0.82732,1,-3.2480,12,-0.5678
ENSG00000134851,TMEM165,211,2.48903,51,-0.1216,45,-0.3121,41,-0.5397,29,-0.9970,29,-1.1633
ENSG00000134852,CLOCK,58,-0.5890,87,0.03802,122,0.60181,81,-0.0928,155,1.00695,60,-0.6431
ENSG00000090989,EXOC1,115,0.65774,64,-0.2783,115,0.65624,92,0.37160,78,0.02837,41,-1.1760
ENSG00000157426,AASDH,32,1.05397,23,0.52001,19,0.20033,10,-0.9233,24,0.59773,13,-0.4913
ENSG00000128050,PAICS,48,0.20888,69,0.81001,38,-0.1744,36,-0.3355,37,-0.2225,41,-0.0480
ENSG00000174780,SRP72,136,0.29002,103,-0.1505,169,0.65277,100,-0.2440,148,0.42866,92,-0.4022
ENSG00000171476,HOPX,8,-5.0979,161,-0.7353,543,1.26698,178,-0.7085,192,-0.4610,378,0.87893
ENSG00000084093,REST,102,2.71070,22,-0.1243,6,-1.9165,7,-2.1274,30,0.39689,19,-0.4337
ENSG00000047315,POLR2B,33,-1.0528,75,0.21874,110,0.84647,75,0.27511,46,-0.5685,56,-0.3096
ENSG00000163453,IGFBP7,141,0.86083,210,1.57713,26,-1.7666,38,-1.4457,29,-1.6119,107,0.51900
ENSG00000150471,ADGRL3,72,-0.3908,107,0.22897,151,0.79855,83,-0.2167,124,0.47173,75,-0.4267
ENSG00000145242,EPHA5,7,-2.6980,22,-0.9907,86,1.20729,64,0.95305,55,0.43866,20,-1.3763
ENSG00000145241,CENPC,134,2.00758,19,-1.2323,61,0.56095,30,-0.6605,54,0.37712,24,-1.1086
ENSG00000033178,UBA6,72,1.29683,29,-0.2094,39,0.26411,33,-0.0336,21,-0.7426,25,-0.5804
ENSG00000083896,YTHDC1,483,1.79432,135,-0.3937,199,0.22277,132,-0.5308,241,0.54218,93,-1.1590
ENSG00000132467,UTP3,58,0.72284,35,-0.0877,65,0.91145,25,-0.7584,45,0.30729,31,-0.3280
ENSG00000018189,RUFY3,429,0.41593,314,-0.0910,326,-0.0320,401,0.40813,371,0.18008,226,-0.7411
ENSG00000132463,GRSF1,73,-0.4846,91,-0.1303,101,0.03595,123,0.47249,84,-0.2630,90,-0.1807
ENSG00000173542,MOB1B,29,-0.2263,28,-0.2486,84,1.59733,20,-0.9232,28,-0.2598,34,0.04692
ENSG00000156136,DCK,19,-0.6651,41,0.53570,47,0.75858,33,0.21286,19,-0.7070,24,-0.4250
ENSG00000080493,SLC4A4,98,-0.2118,414,2.39476,68,-0.7704,22,-2.7160,208,1.03888,88,-0.4772
ENSG00000132466,ANKRD17,191,0.28120,117,-0.4937,238,0.65119,150,-0.1374,288,0.97376,107,-0.7792
ENSG00000169116,PARM1,3,-3.9045,37,-0.3552,23,-1.0976,77,1.17649,83,0.94249,30,-0.8198
ENSG00000163743,RCHY1,17,-1.5783,51,0.06185,41,-0.3008,55,0.22306,47,-0.0817,58,0.32307
ENSG00000138769,CDKL2,43,0.08601,13,-1.6918,78,1.09797,49,0.39746,57,0.53722,23,-1.0709
ENSG00000138757,G3BP2,132,-1.1613,264,-0.0974,327,0.24801,400,0.80300,219,-0.3884,220,-0.4728
ENSG00000138768,USO1,122,0.53011,96,0.13991,75,-0.2436,99,0.24019,133,0.67942,52,-0.9679
ENSG00000198301,SDAD1,54,-0.0236,33,-0.7878,105,1.10615,63,0.31711,82,0.66426,27,-1.2781
ENSG00000138750,NUP54,17,0.08974,14,-0.1684,39,1.47140,14,-0.2249,15,-0.0797,11,-0.7302
ENSG00000138760,SCARB2,341,1.56410,196,0.57503,118,-0.2428,106,-0.5117,88,-0.6930,105,-0.5255
ENSG00000189157,FAM47E,13,-0.3926,6,-1.3746,19,0.24855,15,-0.1649,10,-0.7362,24,0.78742
ENSG00000138758,SEPTIN11,269,0.17437,166,-0.5920,500,1.22908,196,-0.4120,427,0.94622,156,-0.8385
ENSG00000118816,CCNI,674,-0.4119,667,-0.4275,422,-1.1287,797,-0.1874,1606,1.01748,994,0.27306
ENSG00000138764,CCNG2,15,-1.6286,53,0.24588,86,1.07234,37,-0.3949,47,0.06515,47,0.06501
ENSG00000138767,CNOT6L,35,0.21918,28,-0.1650,49,0.74968,28,-0.2031,33,0.10066,27,-0.2855
ENSG00000169288,MRPL1,84,-0.2328,81,-0.3045,140,0.58259,123,0.49596,132,0.48304,58,-0.9919
ENSG00000138756,BMP2K,56,1.00371,76,1.56574,25,-0.2975,14,-1.3633,34,0.19756,23,-0.5080
ENSG00000163291,PAQR3,19,-0.7936,36,0.15259,81,1.56165,33,0.03906,13,-1.3438,25,-0.4788
ENSG00000152784,PRDM8,18,-1.6186,24,-1.2239,47,-0.1766,85,1.14252,42,-0.3466,46,-0.2594
ENSG00000273156,AC124016.2,13,-1.4674,48,0.55794,61,0.95537,41,0.40176,27,-0.3547,23,-0.7589
ENSG00000138668,HNRNPD,154,-0.0574,115,-0.5133,131,-0.3058,164,0.05578,206,0.41546,165,0.07873
ENSG00000152795,HNRNPDL,432,0.42478,293,-0.2038,592,0.96084,345,0.07252,181,-0.9464,265,-0.4466
ENSG00000145293,ENOPH1,134,0.10952,204,0.80364,107,-0.2545,141,0.24475,55,-1.2714,111,-0.2528
ENSG00000249242,TMEM150C,37,-0.9026,71,0.10064,89,0.46248,82,0.44192,88,0.43750,46,-0.7248
ENSG00000145284,SCD5,615,0.60188,670,0.74599,322,-0.4439,393,-0.1657,268,-0.7259,403,-0.1136
ENSG00000138674,SEC31A,77,0.10217,75,0.07025,81,0.20057,85,0.34869,57,-0.3577,58,-0.4177
ENSG00000251022,THAP9-AS1,21,-0.0086,22,0.04192,30,0.53661,26,0.42406,7,-1.5516,18,-0.3055
ENSG00000138663,COPS4,29,-1.1156,87,0.61421,54,-0.1515,82,0.69568,35,-0.8266,49,-0.3915
ENSG00000163319,MRPS18C,44,-0.8418,96,0.40377,59,-0.3771,75,-0.0049,68,-0.1503,86,0.29354
ENSG00000163624,CDS1,4,-3.8457,38,-0.5795,44,-0.3465,78,0.78214,83,0.68018,49,-0.2321
ENSG00000163625,WDFY3,115,0.70552,73,-0.0515,98,0.42547,61,-0.4199,98,0.43732,62,-0.3894
ENSG00000180769,WDFY3-AS2,46,0.66448,67,1.30099,13,-1.3575,14,-1.4191,52,0.84472,30,-0.0742
ENSG00000109339,MAPK10,113,-1.7222,372,0.11033,462,0.46393,447,0.55086,412,0.27480,258,-0.5764
ENSG00000163629,PTPN13,101,2.06393,38,0.30084,40,0.40265,11,-1.8779,37,0.27827,22,-0.6790
ENSG00000172493,AFF1,35,0.46980,38,0.63167,14,-0.9624,19,-0.6196,44,0.87090,24,-0.1483
ENSG00000145332,KLHL8,30,-0.5008,50,0.27020,31,-0.4673,51,0.44013,65,0.72688,29,-0.6747
ENSG00000198189,HSD17B11,37,-0.1588,62,0.69961,27,-0.6397,43,0.13336,44,0.13416,35,-0.2746
ENSG00000170502,NUDT9,34,-0.4346,73,0.79537,46,0.02993,55,0.42141,18,-1.3753,38,-0.3261
ENSG00000152583,SPARCL1,5056,0.44383,7895,1.21478,3475,-0.1634,2566,-0.7783,6498,0.86938,2628,-0.7349
ENSG00000118785,SPP1,1279,4.56298,88,-1.0699,8,-4.5884,78,-1.4825,21,-3.1828,44,-2.3848
ENSG00000118762,PKD2,37,1.07400,33,0.86544,20,0.04446,14,-0.5503,23,0.27980,12,-0.8322
ENSG00000118777,ABCG2,23,0.28167,5,-1.9067,14,-0.4779,7,-1.6926,11,-0.8980,40,1.83753
ENSG00000163644,PPM1K,187,-0.1432,219,0.10699,248,0.31033,206,0.00930,259,0.37840,173,-0.3391
ENSG00000138642,HERC6,10,-0.9210,22,0.31576,26,0.56395,27,0.93488,4,-2.2903,12,-0.6939
ENSG00000145337,PYURF,90,-0.0643,119,0.37596,69,-0.4799,100,0.13205,63,-0.6362,100,0.12067
ENSG00000138641,HERC3,17,-0.8624,20,-0.5703,33,0.19408,36,0.44016,24,-0.2799,30,0.05789
ENSG00000177432,NAP1L5,31,-2.9315,151,-0.5589,154,-0.5256,352,1.16452,172,-0.3558,197,-0.1834
ENSG00000138640,FAM13A,28,-0.9726,54,0.03865,77,0.61975,61,0.31173,79,0.66438,35,-0.7670
ENSG00000185477,GPRIN3,19,0.07087,13,-0.5668,1,-3.4352,33,1.44422,16,-0.2040,11,-0.8769
ENSG00000145335,SNCA,121,-1.8489,456,0.18884,371,-0.1447,675,1.21461,268,-0.6507,273,-0.7633
ENSG00000163104,SMARCAD1,40,0.69224,32,0.31129,40,0.67860,29,0.20751,24,-0.1635,13,-1.2315
ENSG00000163110,PDLIM5,104,0.65378,203,1.86695,64,-0.1337,13,-2.8336,70,-0.0019,73,0.09660
ENSG00000138696,BMPR1B,29,0.15270,129,3.04360,6,-2.0972,4,-3.0447,29,0.14343,20,-0.5376
ENSG00000182168,UNC5C,48,2.12602,5,-1.4497,10,-0.5382,11,-0.4486,14,-0.0306,11,-0.5523
ENSG00000138698,RAP1GDS1,159,0.39110,135,0.12568,101,-0.3389,166,0.62870,79,-0.7124,92,-0.5876
ENSG00000168785,TSPAN5,130,-0.0498,107,-0.3531,179,0.46696,173,0.55344,144,0.11795,88,-0.8121
ENSG00000151247,EIF4E,80,-0.6318,111,-0.1270,150,0.35548,139,0.30819,109,-0.1621,112,-0.1453
ENSG00000164024,METAP1,10,-1.6638,25,-0.2837,41,0.51306,36,0.39283,26,-0.1960,29,-0.0198
ENSG00000197894,ADH5,52,-0.5466,128,0.92091,75,0.03734,65,-0.2499,51,-0.5598,78,0.12259
ENSG00000109270,LAMTOR3,19,-1.9449,74,0.12574,94,0.51364,88,0.53713,61,-0.1878,58,-0.3273
ENSG00000164031,DNAJB14,130,-0.4091,88,-1.0107,221,0.43400,194,0.28791,244,0.60005,142,-0.3444
ENSG00000164032,H2AFZ,67,-1.3883,197,0.28591,185,0.18827,210,0.53176,57,-1.6346,171,0.07145
ENSG00000138814,PPP3CA,170,-2.5857,806,-0.2391,2284,1.53650,977,0.08660,1105,0.26625,691,-0.5918
ENSG00000254531,AP001816.1,3,-2.3911,13,-0.4954,25,0.45759,25,0.66771,10,-0.9144,19,0.08892
ENSG00000109332,UBE2D3,162,-0.2921,153,-0.3800,223,0.21622,222,0.28024,146,-0.4524,199,0.04381
ENSG00000145354,CISD2,70,-0.1203,83,0.14248,41,-0.9372,99,0.58715,74,-0.0361,64,-0.3339
ENSG00000164038,SLC9B2,10,-1.3130,22,-0.1138,28,0.22474,38,1.04007,18,-0.4171,16,-0.7428
ENSG00000164039,BDH2,82,1.07458,104,1.51330,9,-2.2883,17,-1.5962,19,-1.2776,54,0.51216
ENSG00000168772,CXXC4,48,0.14180,50,0.21934,21,-1.0813,57,0.57350,50,0.21300,32,-0.5796
ENSG00000168769,TET2,50,1.65295,7,-1.5332,33,0.92353,10,-1.1384,35,0.98710,12,-0.9018
ENSG00000138777,PPA2,28,-1.1637,78,0.40255,55,-0.1630,82,0.66126,45,-0.4483,51,-0.3232
ENSG00000145348,TBCK,22,-0.4066,29,0.04302,58,1.18337,28,-0.0131,33,0.23771,19,-0.7372
