Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000232044,SILC1,53,1.65367,16,-0.4074,21,0.09530,18,-0.2589,14,-0.5631,7,-1.6560,17,-0.2550
ENSG00000228203,RNF144A-AS1,2,-2.5114,6,-0.9655,15,0.52333,7,-0.7159,24,1.28314,11,0.01500,16,0.57477
ENSG00000151692,RNF144A,40,0.01081,21,-0.9643,52,0.46886,36,-0.2365,44,0.16133,51,0.38805,34,-0.2734
ENSG00000115738,ID2,320,0.72227,297,0.59593,119,-0.9371,213,0.07170,163,-0.3695,246,0.28654,158,-0.4190
ENSG00000134313,KIDINS220,160,-0.0208,113,-0.5671,125,-0.4574,200,0.45202,182,0.18051,197,0.31249,121,-0.4581
ENSG00000143797,MBOAT2,102,1.00467,54,-0.0610,44,-0.4185,57,0.04081,53,-0.0702,55,-0.0227,35,-0.7099
ENSG00000151693,ASAP2,38,-0.5243,53,0.01818,36,-0.6696,66,0.46403,59,0.18585,68,0.39851,42,-0.3568
ENSG00000119185,ITGB1BP1,57,-1.0634,90,-0.3599,121,0.12671,127,0.24112,124,0.15580,82,-0.5007,154,0.50532
ENSG00000119203,CPSF3,14,-0.4281,17,-0.1056,17,-0.1713,13,-0.6655,31,0.84387,22,0.26824,28,0.68361
ENSG00000134330,IAH1,26,-0.6267,40,0.03190,39,-0.0318,33,-0.3431,48,0.31157,35,-0.2125,69,0.91436
ENSG00000151694,ADAM17,52,1.00082,26,-0.1709,14,-1.1602,31,0.14211,23,-0.3337,38,0.46698,26,-0.1257
ENSG00000134308,YWHAQ,298,-0.0673,277,-0.1863,272,-0.2376,292,-0.1290,303,-0.0433,332,0.10598,481,0.71805
ENSG00000115750,TAF1B,21,0.46481,19,0.34293,11,-0.5875,12,-0.5421,24,0.70206,14,-0.1877,20,0.44680
ENSG00000205795,CYS1,12,0.30457,7,-0.4771,9,-0.2083,7,-0.7051,7,-0.4373,18,0.90818,17,0.89235
ENSG00000115756,HPCAL1,147,0.45980,187,0.86021,34,-1.9052,38,-1.8751,22,-2.4075,227,1.20475,343,2.00219
ENSG00000115758,ODC1,36,0.91208,12,-0.7468,20,-0.0214,10,-1.2069,26,0.36485,22,0.10213,37,0.97284
ENSG00000115761,NOL10,36,0.80136,16,-0.5061,13,-0.8702,28,0.49001,21,-0.0343,20,-0.1400,17,-0.3596
ENSG00000143870,PDIA6,54,-0.2748,61,-0.0778,43,-0.6770,65,0.03731,79,0.34330,88,0.51299,77,0.28940
ENSG00000162975,KCNF1,31,-1.3415,38,-1.0400,77,0.07653,107,0.84397,73,-0.0250,73,-0.0164,48,-0.6555
ENSG00000134318,ROCK2,282,-0.2223,141,-1.2916,156,-1.2295,326,0.00624,577,0.95843,541,0.84642,417,0.40540
ENSG00000169016,E2F6,10,-0.2023,19,0.83277,9,-0.4321,8,-0.6643,15,0.42863,16,0.58054,12,0.07787
ENSG00000196208,GREB1,20,0.30950,13,-0.4155,14,-0.2858,17,0.08054,14,-0.2460,24,0.56446,16,-0.1114
ENSG00000169006,NTSR2,81,1.49180,86,1.59904,30,-0.1984,19,-1.0353,9,-1.8903,25,-0.4694,18,-0.9367
ENSG00000134324,LPIN1,99,0.77411,52,-0.2554,47,-0.4728,53,-0.3010,74,0.30038,69,0.16969,70,0.19738
ENSG00000071575,TRIB2,26,-0.4267,16,-1.1764,26,-0.4592,63,1.48193,16,-1.1275,36,0.07346,8,-2.1152
ENSG00000162981,LRATD1,19,-1.5477,32,-0.7321,30,-0.9191,27,-1.2289,94,0.98185,67,0.42160,167,2.08141
ENSG00000151779,NBAS,30,-0.5496,40,-0.1076,38,-0.2149,41,-0.0920,43,-0.0148,62,0.58601,56,0.42672
ENSG00000079785,DDX1,94,-0.8562,94,-0.8587,127,-0.4457,149,-0.1951,292,0.96261,197,0.29576,261,0.76632
ENSG00000197872,FAM49A,53,-1.5112,86,-0.7675,131,-0.1378,145,0.05069,249,0.94402,143,0.02504,185,0.43941
ENSG00000163032,VSNL1,288,-2.5848,848,-0.9778,1308,-0.3420,1632,0.05595,2789,0.93869,1562,-0.0262,2883,0.99705
ENSG00000163029,SMC6,120,1.23551,30,-0.9949,34,-0.8972,76,0.60350,47,-0.3217,54,-0.1000,29,-1.0320
ENSG00000240857,RDH14,14,-0.8678,12,-1.0036,20,-0.3539,24,-0.0195,32,0.47519,37,0.70801,34,0.57396
ENSG00000118965,WDR35,17,0.47043,17,0.52681,11,-0.2631,9,-0.6908,17,0.45531,11,-0.1448,15,0.33443
ENSG00000068697,LAPTM4A,103,0.46222,148,1.09382,65,-0.2942,53,-0.7054,77,-0.0068,103,0.47325,50,-0.6794
ENSG00000055917,PUM2,89,-0.3404,88,-0.3533,123,0.20837,112,0.03005,111,0.00921,137,0.35847,94,-0.2483
ENSG00000143878,RHOB,238,1.03051,105,-0.3172,112,-0.2411,90,-0.6735,121,-0.0950,200,0.73178,124,-0.0526
ENSG00000119771,KLHL29,4,-1.3537,17,0.61756,5,-1.2077,13,0.22630,19,0.80757,13,0.21117,12,0.06782
ENSG00000119778,ATAD2B,53,2.01928,24,0.59733,9,-0.9489,12,-0.6192,14,-0.2238,13,-0.3755,8,-1.1722
ENSG00000173960,UBXN2A,50,0.88942,19,-0.6907,29,0.00893,35,0.39786,22,-0.4090,16,-0.9429,21,-0.5363
ENSG00000119782,FKBP1B,23,-1.2953,47,-0.2472,61,0.20295,48,-0.2710,66,0.29042,52,-0.0744,94,0.88715
ENSG00000115128,SF3B6,63,0.04569,88,0.60036,34,-0.9775,56,-0.1583,52,-0.2405,74,0.30887,95,0.73280
ENSG00000219626,FAM228B,97,0.78802,59,-0.0199,47,-0.4247,78,0.57289,42,-0.5620,43,-0.5139,31,-1.0252
ENSG00000198399,ITSN2,210,0.83223,57,-1.2286,74,-0.9280,170,0.65091,159,0.36834,112,-0.1981,73,-0.8658
ENSG00000084676,NCOA1,160,0.12869,190,0.41016,89,-0.8652,170,0.29449,137,-0.1200,166,0.18188,138,-0.1136
ENSG00000184924,PTRHD1,25,-0.4814,42,0.31603,36,0.05532,34,-0.0543,45,0.42793,19,-0.8751,41,0.28534
ENSG00000138031,ADCY3,24,-0.2841,19,-0.6478,24,-0.3153,19,-0.7614,44,0.66203,46,0.73265,52,0.93961
ENSG00000115137,DNAJC27,17,-0.8086,12,-1.3408,21,-0.5439,39,0.60780,39,0.46896,42,0.58797,23,-0.3444
ENSG00000084710,EFR3B,35,-0.6461,46,-0.2076,55,0.07056,46,-0.2747,76,0.57703,60,0.18568,65,0.32298
ENSG00000119772,DNMT3A,41,0.81975,16,-0.6806,20,-0.3201,28,0.25975,10,-1.4213,34,0.49713,22,-0.1704
ENSG00000138101,DTNB,34,-0.3112,20,-1.1027,33,-0.4378,41,-0.0262,54,0.39261,48,0.20424,74,0.94136
ENSG00000143970,ASXL2,37,0.35547,35,0.25260,16,-1.0674,41,0.69104,23,-0.3701,35,0.28315,13,-1.2427
ENSG00000084731,KIF3C,134,-1.1965,205,-0.5500,311,0.12357,351,0.40564,385,0.45522,264,-0.1540,244,-0.2760
ENSG00000084733,RAB10,90,-0.1566,99,-0.0140,67,-0.6728,111,0.23103,109,0.15179,100,0.00977,129,0.42126
ENSG00000157833,GAREM2,31,0.85039,21,0.21590,21,0.23353,18,-0.0878,12,-0.6489,16,-0.2645,10,-0.9766
ENSG00000084754,HADHA,116,1.02234,90,0.59887,54,-0.2713,50,-0.4322,49,-0.3758,62,-0.0042,50,-0.3425
ENSG00000138029,HADHB,119,0.52910,188,1.32222,79,-0.1425,73,-0.3284,31,-1.5596,89,0.05399,56,-0.6638
ENSG00000138018,SELENOI,36,-0.6788,25,-1.2334,49,-0.2468,62,0.22931,93,0.83019,60,0.10632,61,0.15009
ENSG00000171303,KCNK3,4,-1.8724,5,-1.3452,14,0.04495,13,-0.1273,13,-0.1022,30,1.30964,18,0.45380
ENSG00000213699,SLC35F6,23,0.25359,22,0.19534,19,-0.0227,17,-0.3006,19,-0.0581,30,0.68559,13,-0.6411
ENSG00000157851,DPYSL5,26,0.43362,11,-0.9196,18,-0.1604,23,0.28524,18,-0.2094,19,-0.0646,21,0.06996
ENSG00000084764,MAPRE3,43,-1.4282,84,-0.4115,126,0.25460,110,0.01503,126,0.22766,132,0.30357,127,0.23448
ENSG00000119777,TMEM214,12,-0.3784,13,-0.2418,17,0.16755,14,-0.1709,23,0.66419,18,0.27019,11,-0.5065
ENSG00000084693,AGBL5,5,-1.1267,11,0.01321,18,0.90925,11,-0.0048,6,-0.8265,12,0.09023,7,-0.6245
ENSG00000228474,OST4,97,-0.3458,226,1.05430,131,0.15394,98,-0.4131,67,-0.9023,99,-0.3135,160,0.46328
ENSG00000138030,KHK,10,-0.7784,14,-0.2747,17,0.01356,16,-0.0745,21,0.36719,21,0.40238,18,0.16640
ENSG00000138028,CGREF1,10,-2.2972,34,-0.4739,58,0.42298,44,-0.0967,47,0.01222,56,0.29009,68,0.62510
ENSG00000138073,PREB,12,-0.5891,27,0.62068,29,0.88338,9,-1.2860,19,0.04806,14,-0.3970,25,0.54322
ENSG00000138074,SLC5A6,17,0.04021,6,-1.4208,24,0.70890,14,-0.4007,22,0.40655,19,0.18017,14,-0.3097
ENSG00000138085,ATRAID,28,-0.1909,40,0.38291,25,-0.4151,22,-0.7333,27,-0.2309,65,1.19654,42,0.45847
ENSG00000084774,CAD,12,0.52265,8,-0.1158,13,0.76652,3,-1.5803,11,0.37887,10,0.31868,8,-0.0379
ENSG00000115194,SLC30A3,7,-3.1080,22,-1.5649,87,0.67982,57,-0.1516,116,1.06784,63,0.05765,57,-0.0964
ENSG00000115204,MPV17,24,-0.3667,24,-0.3415,32,0.08721,34,0.20616,24,-0.3695,34,0.17738,33,0.13210
ENSG00000115207,GTF3C2,18,-0.0213,9,-0.9971,15,-0.3698,23,0.48937,20,0.18234,12,-0.6278,24,0.45030
ENSG00000115211,EIF2B4,71,1.16127,21,-0.7973,34,-0.1059,40,0.23276,25,-0.5361,34,-0.0565,17,-1.0863
ENSG00000115234,SNX17,45,-0.8373,61,-0.3838,71,-0.1613,95,0.44439,88,0.20558,69,-0.1811,85,0.14019
ENSG00000163795,ZNF513,11,0.12123,9,-0.2554,13,0.35095,8,-0.4470,13,0.37302,7,-0.5247,14,0.40938
ENSG00000115241,PPM1G,50,0.13620,24,-0.9986,33,-0.5677,49,0.11915,46,-0.0107,70,0.68194,58,0.37476
ENSG00000115216,NRBP1,38,-0.6211,31,-0.9306,61,0.13482,57,0.02936,78,0.53104,71,0.37804,53,-0.1096
ENSG00000138002,IFT172,15,-0.1483,9,-0.8453,19,0.26383,18,0.16770,15,-0.0881,15,-0.1079,17,0.10447
ENSG00000115226,FNDC4,47,-0.5282,58,-0.2115,91,0.58632,56,-0.3222,91,0.51851,53,-0.3597,64,-0.0700
ENSG00000243943,ZNF512,34,-0.4124,33,-0.4448,44,0.00226,51,0.30565,34,-0.4123,56,0.39299,43,-0.0558
ENSG00000198522,GPN1,9,-1.3245,15,-0.5480,15,-0.5936,21,-0.0107,27,0.35282,39,0.98249,30,0.57534
ENSG00000119760,SUPT7L,39,-0.4258,35,-0.6002,32,-0.8020,61,0.34288,61,0.26933,66,0.40434,68,0.44609
ENSG00000163798,SLC4A1AP,87,-0.1597,52,-0.9671,64,-0.6925,99,0.04904,150,0.72757,112,0.23974,138,0.58930
ENSG00000243147,MRPL33,76,-1.0048,209,0.59639,157,0.14180,102,-0.6698,112,-0.4087,144,-0.0047,288,1.15502
ENSG00000158019,BABAM2,20,-0.5517,17,-0.7604,29,0.04745,26,-0.1596,33,0.24614,23,-0.3602,54,1.07137
ENSG00000075426,FOSL2,11,-0.3013,9,-0.6331,11,-0.3316,9,-0.7096,10,-0.4093,38,1.83461,15,0.24044
ENSG00000213639,PPP1CB,218,-0.3412,228,-0.2733,253,-0.1198,253,-0.1376,332,0.32953,296,0.14511,368,0.50058
ENSG00000171103,TRMT61B,13,-0.1802,3,-2.4418,22,0.69403,8,-1.1670,26,0.90764,11,-0.4050,29,1.10137
ENSG00000163811,WDR43,64,0.59711,23,-0.9828,27,-0.8125,63,0.78266,51,0.24015,24,-0.9320,36,-0.2987
ENSG00000115295,CLIP4,56,0.15636,45,-0.2045,43,-0.3132,51,-0.0235,54,0.07412,62,0.30176,58,0.19154
ENSG00000119801,YPEL5,70,-1.2300,120,-0.4040,146,-0.1042,167,0.16557,176,0.20609,183,0.27591,204,0.45022
ENSG00000213626,LBH,26,1.02456,2,-2.4920,18,0.48818,1,-3.7272,12,-0.2292,47,2.14732,12,-0.1882
ENSG00000172954,LCLAT1,5,-1.1913,12,0.08097,9,-0.4320,14,0.38489,19,0.73430,10,-0.2491,11,-0.1367
ENSG00000158089,GALNT14,2,-2.4797,13,0.21319,8,-0.4859,22,1.68125,7,-0.6575,6,-0.9144,1,-2.9097
ENSG00000013016,EHD3,42,-1.4004,71,-0.5818,110,0.10604,115,0.21646,148,0.58647,119,0.21932,92,-0.1938
ENSG00000162961,DPY30,46,-0.3013,58,0.05132,64,0.24116,54,-0.0714,71,0.37596,31,-0.8955,64,0.20993
ENSG00000021574,SPAST,36,0.24656,26,-0.2808,30,-0.0417,32,0.11610,42,0.51616,22,-0.4981,23,-0.4110
ENSG00000119820,YIPF4,118,0.32496,48,-1.0685,74,-0.4694,111,0.30144,93,-0.0611,145,0.65936,81,-0.2880
ENSG00000115760,BIRC6,143,1.23672,50,-0.4987,40,-0.8991,69,0.01096,74,0.12246,79,0.21602,53,-0.4018
ENSG00000119812,FAM98A,40,-0.5044,57,0.03174,53,-0.0846,57,0.06335,93,0.84411,42,-0.4544,47,-0.2772
ENSG00000260025,CRIM1-DT,13,-1.5017,29,-0.3226,43,0.31613,38,0.11453,36,-0.0151,32,-0.1862,50,0.53090
ENSG00000150938,CRIM1,105,0.14297,35,-1.5294,45,-1.2721,128,0.63597,126,0.44261,175,1.00389,45,-1.1821
ENSG00000171055,FEZ2,127,0.46192,86,-0.1590,68,-0.5876,67,-0.6732,134,0.55711,122,0.40082,147,0.71079
ENSG00000115808,STRN,89,1.09564,25,-0.9312,39,-0.3036,45,-0.0399,57,0.34633,37,-0.3654,40,-0.2175
ENSG00000008869,HEATR5B,16,-0.8256,19,-0.5713,21,-0.4867,33,0.38655,42,0.69442,19,-0.5956,38,0.55175
ENSG00000152133,GPATCH11,64,0.05817,49,-0.3852,45,-0.5664,70,0.25611,71,0.20764,69,0.15709,69,0.16791
ENSG00000055332,EIF2AK2,164,0.60468,87,-0.4211,83,-0.5429,130,0.28864,129,0.21369,111,-0.0222,86,-0.4339
ENSG00000218739,CEBPZOS,32,-0.5899,51,0.14693,50,0.15577,44,-0.1114,44,-0.0612,55,0.28142,48,0.07261
ENSG00000115816,CEBPZ,91,0.22456,80,0.00158,41,-1.1114,92,0.30283,95,0.28959,104,0.44173,67,-0.2629
ENSG00000003509,NDUFAF7,13,0.27483,4,-1.5420,10,-0.2170,6,-0.9757,16,0.62690,28,1.61130,10,-0.1870
ENSG00000115828,QPCT,4,-2.4100,4,-2.4783,9,-1.3567,28,0.62808,44,1.24281,19,-0.1245,36,0.90161
ENSG00000163171,CDC42EP3,7,-1.6909,14,-0.6942,15,-0.6161,15,-0.7065,28,0.37811,48,1.31980,46,1.26642
ENSG00000138061,CYP1B1,32,1.23960,11,-0.4770,6,-1.5321,0,-4.6802,3,-2.2559,74,3.08994,17,0.20232
ENSG00000119787,ATL2,24,-0.4059,21,-0.6162,39,0.38926,26,-0.3624,33,0.10019,38,0.32297,41,0.42622
ENSG00000143889,HNRNPLL,24,-0.5881,23,-0.6802,26,-0.5379,28,-0.4335,48,0.47859,64,0.96848,59,0.83998
ENSG00000115875,SRSF7,47,-0.6704,65,-0.1681,58,-0.3835,68,-0.1380,85,0.25902,96,0.44918,113,0.71842
ENSG00000152147,GEMIN6,9,-0.5898,10,-0.3461,14,0.19558,9,-0.7205,7,-0.8307,21,0.81328,26,1.16762
ENSG00000163214,DHX57,20,0.11344,7,-1.4637,21,0.27623,24,0.57369,19,0.05822,9,-1.0073,14,-0.4326
ENSG00000188010,MORN2,20,-1.3525,83,0.91229,40,-0.3195,55,0.28928,42,-0.1950,27,-0.8909,62,0.42402
ENSG00000115904,SOS1,60,0.61200,24,-0.8361,28,-0.6921,52,0.47699,54,0.41787,30,-0.5185,36,-0.2146
ENSG00000011566,MAP4K3,37,0.02652,20,-0.9309,20,-0.9749,37,0.04270,62,0.88911,61,0.86564,31,-0.2557
ENSG00000231312,MAP4K3-DT,60,0.28152,35,-0.5762,28,-0.9723,68,0.66845,45,-0.1792,55,0.13672,48,-0.0777
ENSG00000152154,TMEM178A,86,-0.5944,76,-0.7950,108,-0.2700,198,1.04926,129,0.03075,94,-0.4578,66,-0.9971
ENSG00000138050,THUMPD2,49,1.40339,15,-0.5052,6,-1.8866,26,0.41651,22,0.03807,23,0.13047,13,-0.7441
ENSG00000183023,SLC8A1,116,-1.1900,131,-1.0073,157,-0.7975,415,1.21063,334,0.47601,171,-0.5911,187,-0.4560
ENSG00000162878,PKDCC,3,-1.7303,4,-1.4079,17,0.90646,8,-0.5728,15,0.48072,13,0.35536,14,0.37512
ENSG00000143924,EML4,30,0.99443,11,-0.5521,12,-0.4904,15,-0.1680,11,-0.5872,32,1.09669,10,-0.7928
ENSG00000115944,COX7A2L,105,-1.1285,156,-0.5185,247,0.23636,248,0.28574,248,0.21277,223,0.04552,200,-0.1324
ENSG00000057935,MTA3,25,-0.5364,25,-0.5294,28,-0.4102,40,0.24084,50,0.55264,37,0.07481,42,0.26712
ENSG00000152518,ZFP36L2,92,2.25532,42,0.78314,21,-0.3791,12,-1.4142,8,-1.8149,30,0.23204,12,-1.1698
ENSG00000138036,DYNC2LI1,27,-0.1926,16,-0.9688,28,-0.2083,30,-0.0395,43,0.52777,37,0.27163,40,0.41680
ENSG00000138095,LRPPRC,68,-0.8315,85,-0.4937,105,-0.1719,140,0.39732,159,0.51041,89,-0.4112,130,0.18182
ENSG00000138032,PPM1B,89,0.39212,59,-0.2779,58,-0.3355,72,0.06673,72,0.05438,59,-0.2646,88,0.36956
ENSG00000138078,PREPL,177,-1.8693,310,-1.0323,486,-0.3744,679,0.25746,1183,1.13915,575,-0.0702,759,0.37856
ENSG00000171132,PRKCE,54,-1.3327,61,-1.1592,85,-0.7032,195,0.96226,188,0.62226,139,0.12870,87,-0.6107
ENSG00000116016,EPAS1,160,1.49408,76,0.19545,76,0.22967,43,-0.8184,18,-1.9446,118,0.94082,15,-2.2576
ENSG00000119729,RHOQ,123,0.92635,94,0.47043,89,0.43772,40,-1.0586,51,-0.5113,87,0.35202,51,-0.5153
ENSG00000151665,PIGF,19,0.56358,14,0.03812,10,-0.4984,10,-0.4712,17,0.35855,13,0.00842,20,0.60796
ENSG00000119878,CRIPT,90,0.54788,77,0.29680,49,-0.4734,64,-0.0093,53,-0.3118,47,-0.5023,86,0.47835
ENSG00000171150,SOCS5,19,-0.7680,12,-1.4864,38,0.33630,37,0.32106,43,0.46473,42,0.42108,16,-1.0920
ENSG00000180398,MCFD2,92,-0.2048,112,0.10809,85,-0.3679,130,0.45661,94,-0.1740,97,-0.1205,95,-0.1655
ENSG00000143933,CALM2,1005,-1.0826,1815,-0.1683,1756,-0.2461,2024,0.00689,2504,0.35104,2167,0.11504,3098,0.70710
ENSG00000095002,MSH2,16,-1.3244,23,-0.7800,23,-0.8522,50,0.59392,45,0.25261,44,0.22411,58,0.67362
ENSG00000184261,KCNK12,9,-1.0419,16,-0.2802,21,0.24686,14,-0.5514,23,0.34835,25,0.49721,28,0.67225
ENSG00000116062,MSH6,39,0.72427,15,-0.7974,10,-1.4823,31,0.45454,16,-0.6876,32,0.39308,35,0.56091
ENSG00000138081,FBXO11,48,-0.9611,44,-1.1101,67,-0.5081,96,0.15650,135,0.67664,108,0.30008,137,0.70266
ENSG00000170802,FOXN2,37,1.91473,9,-0.4755,12,-0.0788,8,-0.7338,7,-0.8623,10,-0.2753,11,-0.1196
ENSG00000162869,PPP1R21,40,-0.1858,34,-0.4706,45,-0.0048,31,-0.6999,78,0.88949,41,-0.1769,77,0.86562
ENSG00000179915,NRXN1,239,-0.8426,271,-0.6507,307,-0.5051,316,-0.5111,765,1.04407,626,0.69655,638,0.72988
ENSG00000115239,ASB3,49,0.47075,40,0.14911,22,-0.8549,38,0.06883,35,-0.0930,46,0.35283,39,0.10455
ENSG00000068912,ERLEC1,77,-0.9538,52,-1.5298,66,-1.2725,154,0.17348,263,1.02929,173,0.32170,259,1.00453
ENSG00000068878,PSME4,49,1.27964,8,-1.5638,23,0.01556,25,0.20655,20,-0.1887,18,-0.3701,11,-1.0564
ENSG00000170634,ACYP2,73,-0.7366,162,0.54037,121,0.07482,97,-0.3724,138,0.26677,111,-0.0841,150,0.40738
ENSG00000115306,SPTBN1,801,0.15763,791,0.13613,682,-0.1141,762,0.09893,638,-0.2066,801,0.15675,586,-0.3411
ENSG00000214595,EML6,25,0.33819,11,-0.8986,16,-0.4253,21,0.07118,22,0.16303,36,0.92164,14,-0.5916
ENSG00000115310,RTN4,1088,-0.5333,927,-0.7792,1140,-0.5091,1216,-0.4469,2589,0.87928,2165,0.57395,2558,0.85834
ENSG00000162994,CLHC1,14,0.70423,12,0.44138,6,-0.5776,9,-0.0150,11,0.26997,8,-0.2041,6,-0.6019
ENSG00000143947,RPS27A,1325,0.16772,1789,0.66545,1328,0.19499,1104,-0.1587,659,-0.9258,877,-0.4862,1320,0.16168
ENSG00000085760,MTIF2,65,0.46189,39,-0.3551,37,-0.4774,61,0.49687,56,0.21759,27,-0.8847,42,-0.2201
ENSG00000115355,CCDC88A,1946,2.28385,280,-1.0576,303,-1.0261,532,-0.0834,431,-0.3976,457,-0.3050,225,-1.3927
ENSG00000163001,CFAP36,112,-0.9248,194,-0.0799,177,-0.2457,203,-0.0096,307,0.67043,204,-0.0025,259,0.38559
ENSG00000275052,PPP4R3B,96,0.38819,53,-0.5448,47,-0.8071,105,0.73886,56,-0.4627,71,-0.0966,69,-0.1411
ENSG00000138035,PNPT1,43,1.24237,24,0.27367,16,-0.3626,12,-0.9856,23,0.20814,25,0.29606,20,-0.0172
ENSG00000115380,EFEMP1,100,1.28652,132,1.80441,21,-1.3053,36,-0.4867,8,-2.5993,63,0.48392,13,-1.9162
ENSG00000055813,CCDC85A,10,-2.5770,38,-0.7128,58,-0.0386,63,0.11451,72,0.31013,81,0.50521,89,0.64762
ENSG00000115392,FANCL,25,0.19479,19,-0.1766,15,-0.6663,26,0.37511,20,-0.1045,26,0.27947,20,-0.1361
ENSG00000119866,BCL11A,49,-0.9999,49,-0.9805,85,-0.1473,138,0.90749,103,0.16350,87,-0.1052,55,-0.8007
ENSG00000115421,PAPOLG,11,-0.4945,4,-1.7691,14,-0.1309,13,-0.2710,22,0.65873,28,1.00598,17,0.23590
ENSG00000162929,KIAA1841,37,0.55851,22,-0.2397,25,-0.1064,22,-0.3715,56,1.26952,12,-1.1508,20,-0.4103
ENSG00000237651,C2orf74,53,-0.0834,73,0.41401,59,0.07971,52,-0.1506,50,-0.1909,37,-0.6678,76,0.48442
ENSG00000115464,USP34,146,0.63424,58,-0.8339,75,-0.4807,128,0.56324,98,-0.0103,74,-0.4541,79,-0.3496
ENSG00000082898,XPO1,80,-0.1219,64,-0.4645,57,-0.7020,92,0.15083,102,0.28072,109,0.38806,113,0.44458
ENSG00000170264,FAM161A,43,0.43422,14,-1.3260,16,-1.2295,36,0.18495,50,0.66830,35,0.09504,49,0.63240
ENSG00000115484,CCT4,70,-1.1129,110,-0.4336,108,-0.5031,133,-0.1719,237,0.81584,159,0.15109,255,0.94459
ENSG00000173163,COMMD1,19,-0.6786,25,-0.2621,23,-0.4592,31,0.07279,43,0.58902,33,0.16557,39,0.44914
ENSG00000170340,B3GNT2,10,-0.4389,7,-1.0135,8,-0.9302,12,-0.3290,15,0.12740,36,1.59689,20,0.57404
ENSG00000186889,TMEM17,3,-1.7377,12,0.37657,6,-0.8667,7,-0.5965,12,0.28939,25,1.56450,13,0.47006
ENSG00000115504,EHBP1,89,-0.5699,119,-0.1220,110,-0.2614,165,0.55893,135,0.08834,111,-0.2254,110,-0.2452
ENSG00000143951,WDPCP,23,0.27394,12,-0.7604,16,-0.2923,19,0.00727,18,-0.1031,36,1.03501,13,-0.5571
ENSG00000014641,MDH1,118,-2.4604,321,-0.9643,437,-0.5407,476,-0.4434,1272,1.28729,475,-0.3602,1474,1.56211
ENSG00000169764,UGP2,181,-1.1158,341,-0.1335,469,0.43424,479,0.55981,328,-0.1941,233,-0.7287,253,-0.6014
ENSG00000143952,VPS54,19,0.97603,8,-0.5021,10,-0.0578,10,-0.0628,5,-0.9544,10,-0.0349,12,0.17172
ENSG00000197329,PELI1,23,0.56925,7,-1.2199,12,-0.4020,22,0.71957,9,-0.8079,22,0.50915,7,-1.2755
ENSG00000119862,LGALSL,23,-0.0719,11,-1.1915,24,0.02235,25,0.11354,29,0.33757,26,0.12798,25,0.11412
ENSG00000119844,AFTPH,40,-0.4890,32,-0.8155,58,0.09602,52,-0.0938,75,0.50076,60,0.15237,68,0.35073
ENSG00000179833,SERTAD2,17,0.48879,10,-0.3671,11,-0.2636,14,0.14908,11,-0.1592,13,0.06492,12,-0.0538
ENSG00000237638,LINC02245,6,-1.0036,10,-0.3067,13,0.24156,12,0.01361,11,-0.0488,13,0.09805,16,0.44860
ENSG00000115902,SLC1A4,83,0.16229,121,0.80300,70,-0.1062,60,-0.4176,45,-0.7809,118,0.75044,58,-0.4050
ENSG00000011523,CEP68,34,-0.8530,39,-0.6586,49,-0.3191,58,-0.0603,78,0.43878,84,0.56275,87,0.62385
ENSG00000138069,RAB1A,76,-1.1766,105,-0.6912,138,-0.2943,172,0.11773,213,0.43197,217,0.46365,226,0.53654
ENSG00000138071,ACTR2,181,-0.8168,223,-0.5022,267,-0.2394,301,-0.0360,448,0.62493,339,0.16538,433,0.56668
ENSG00000198369,SPRED2,20,-0.3970,13,-1.1153,21,-0.3555,24,-0.1901,43,0.79439,30,0.22244,42,0.78354
ENSG00000143971,ETAA1,13,0.10089,17,0.59602,7,-0.8323,6,-1.1050,13,0.14269,32,1.68508,10,-0.2039
ENSG00000197223,C1D,30,-1.3565,70,-0.0926,46,-0.8149,91,0.46039,84,0.20988,101,0.51714,87,0.26240
ENSG00000243667,WDR92,17,0.79833,4,-1.2766,7,-0.6954,11,0.14624,6,-0.7197,13,0.40259,15,0.63892
ENSG00000115946,PNO1,5,-1.1292,14,0.30861,7,-0.7977,16,0.70750,13,0.12174,11,-0.1040,11,-0.1381
ENSG00000221823,PPP3R1,57,-1.5624,106,-0.6284,166,0.08575,166,0.09938,221,0.54480,197,0.35052,173,0.13550
ENSG00000119865,CNRIP1,52,-1.5155,119,-0.2354,131,-0.1001,166,0.39203,141,0.02826,140,0.01980,172,0.35270
ENSG00000169604,ANTXR1,53,1.41888,44,1.07739,20,-0.2233,17,-0.5682,5,-2.3332,26,0.18233,10,-1.1758
ENSG00000198380,GFPT1,18,-1.3633,23,-0.9990,44,0.02067,48,0.20260,68,0.73389,51,0.24823,44,0.01256
ENSG00000169599,NFU1,19,-1.2159,42,-0.0076,42,-0.0221,35,-0.3701,60,0.57618,36,-0.2551,77,0.99174
ENSG00000115977,AAK1,82,-1.4338,99,-1.1537,190,-0.1601,216,0.07217,310,0.65342,336,0.78915,229,0.14850
