Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000036257,CUL3,70,-0.1864,83,0.18921,74,-0.1014,87,0.16833,62,-0.3645
ENSG00000169047,IRS1,17,-0.0495,23,0.77893,11,-0.7083,12,-0.6160,12,-0.6918
ENSG00000168958,MFF,114,0.81920,79,0.32519,51,-0.5302,39,-0.9536,47,-0.6421
ENSG00000173744,AGFG1,59,-0.2864,75,0.18775,81,0.23041,89,0.38524,35,-1.1149
ENSG00000153823,PID1,32,-0.0645,39,0.51751,20,-0.7669,33,-0.0239,24,-0.5227
ENSG00000187957,DNER,286,1.14459,148,-0.0152,164,0.15844,65,-1.3111,84,-0.9096
ENSG00000153827,TRIP12,97,-0.2760,100,-0.3751,148,0.43419,115,0.00564,158,0.53914
ENSG00000163053,SLC16A14,22,-0.7946,48,1.02386,29,-0.3231,28,-0.3694,14,-1.3949
ENSG00000135932,CAB39,80,-0.6831,150,0.63517,79,-0.7164,142,0.23417,85,-0.6000
ENSG00000135916,ITM2C,677,1.28125,358,0.26674,172,-1.0275,136,-1.3881,207,-0.7371
ENSG00000204128,C2orf72,48,0.22397,47,0.35922,36,-0.2435,31,-0.5129,32,-0.4212
ENSG00000173692,PSMD1,170,-0.6662,213,-0.4914,266,0.05576,503,1.17796,264,0.04184
ENSG00000115053,NCL,571,-0.7109,568,-1.0908,1128,0.39975,1659,1.08955,1484,0.88300
ENSG00000187514,PTMA,1727,0.36450,1002,-0.8279,2042,0.65468,1296,-0.1153,2048,0.66034
ENSG00000144524,COPS7B,31,0.48400,26,0.30331,22,-0.1184,13,-0.8664,17,-0.4931
ENSG00000144535,DIS3L2,10,-0.9733,17,-0.2557,44,1.45006,23,0.27503,7,-1.4942
ENSG00000135930,EIF4E2,45,-0.5345,61,-0.0988,74,0.27365,53,-0.2752,88,0.56547
ENSG00000115468,EFHD1,144,2.61862,21,-1.3988,52,0.53443,4,-3.4041,22,-0.8603
ENSG00000204120,GIGYF2,105,-0.4161,90,-1.0151,222,0.83998,172,0.39476,229,0.90053
ENSG00000182600,SNORC,325,4.25348,15,-2.6750,22,-1.3959,28,-1.0434,7,-3.0644
ENSG00000066248,NGEF,67,-1.5098,253,1.37142,68,-1.4873,157,-0.1804,99,-0.9119
ENSG00000085978,ATG16L1,6,-1.8824,26,0.84701,22,0.11949,22,0.13806,8,-1.4464
ENSG00000077044,DGKD,29,0.86226,15,-0.3902,33,1.07694,3,-2.4346,14,-0.3035
ENSG00000085982,USP40,42,1.09598,12,-1.3476,63,1.90926,5,-2.0991,18,-0.3229
ENSG00000188042,ARL4C,134,-0.1244,154,0.18251,148,0.03501,129,-0.1874,132,-0.1595
ENSG00000157985,AGAP1,202,0.22688,157,-0.3156,212,0.31166,123,-0.5754,244,0.55177
ENSG00000132321,IQCA1,83,0.22608,40,-1.3755,180,1.63966,65,-0.1782,92,0.39914
ENSG00000198612,COPS8,77,-0.3707,126,0.89691,48,-1.0963,77,-0.3548,67,-0.5880
ENSG00000124831,LRRFIP1,69,-0.7344,96,-0.3560,208,1.11504,132,0.30436,84,-0.4271
ENSG00000132329,RAMP1,251,1.60642,103,-0.0031,69,-0.6411,29,-1.9407,64,-0.7633
ENSG00000184182,UBE2F,37,-0.2028,51,0.64387,29,-0.5886,13,-1.7685,51,0.33663
ENSG00000132323,ILKAP,34,-0.3270,49,0.44962,53,0.37905,38,-0.1586,17,-1.4304
ENSG00000144485,HES6,80,1.27828,41,0.16909,25,-0.6532,9,-2.2170,31,-0.3575
ENSG00000132326,PER2,17,-0.8733,40,0.94305,32,0.05382,25,-0.3372,9,-1.8121
ENSG00000204104,TRAF3IP1,37,-1.0138,60,-0.4331,90,0.39463,76,0.11208,123,0.95244
ENSG00000065802,ASB1,24,-0.6208,41,0.52007,28,-0.3506,21,-0.8128,42,0.30357
ENSG00000068024,HDAC4,28,-0.7350,47,0.21231,55,0.37114,45,0.03997,35,-0.3590
ENSG00000130414,NDUFA10,73,-1.1071,179,0.64319,99,-0.6308,169,0.23783,117,-0.3702
ENSG00000172428,COPS9,791,1.13746,474,0.42294,146,-1.6292,159,-1.4998,317,-0.4298
ENSG00000063660,GPC1,73,-0.1371,95,0.56949,79,-0.0208,65,-0.3379,40,-1.0961
ENSG00000130294,KIF1A,251,-0.8449,453,0.17791,375,-0.2088,416,-0.0416,558,0.45384
ENSG00000122085,MTERF4,27,0.04189,30,0.30590,31,0.24314,20,-0.4688,17,-0.7008
ENSG00000115685,PPP1R7,95,-0.4825,149,0.46935,91,-0.5501,97,-0.4555,147,0.22856
ENSG00000115677,HDLBP,138,-0.2035,159,0.04064,144,-0.1407,143,-0.1483,192,0.34629
ENSG00000168385,SEPTIN2,338,1.96075,67,-1.3399,158,0.48946,61,-1.0340,120,0.02868
ENSG00000115694,STK25,122,0.06437,134,0.42435,79,-0.6268,95,-0.3443,104,-0.1912
ENSG00000176720,BOK,27,0.01361,24,-0.3784,46,0.90246,8,-1.9258,42,0.73581
ENSG00000176946,THAP4,40,0.08180,48,0.75071,28,-0.5161,15,-1.4029,30,-0.3728
ENSG00000168397,ATG4B,34,-0.6915,63,0.53039,51,-0.0550,59,0.17988,29,-0.9768
ENSG00000168395,ING5,23,-0.8500,37,-0.1167,60,0.73077,25,-0.6830,54,0.55459
ENSG00000180902,D2HGDH,22,-0.0679,26,0.37769,27,0.25486,12,-1.0087,19,-0.3142
ENSG00000134121,CHL1,156,-1.0376,351,0.49236,268,-0.1859,422,0.57892,151,-1.0871
ENSG00000144619,CNTN4,10,-2.5831,55,-0.1432,69,0.30769,99,0.92866,64,0.15786
ENSG00000113851,CRBN,72,-0.2530,80,-0.1593,96,0.20458,118,0.55643,71,-0.2753
ENSG00000175928,LRRN1,38,0.83358,25,0.22335,25,0.11772,10,-1.3069,13,-0.9320
ENSG00000150995,ITPR1,204,-0.8507,349,0.01491,380,0.14844,433,0.36853,366,0.08525
ENSG00000134107,BHLHE40,34,-0.9533,74,0.51502,42,-0.6552,82,0.43621,49,-0.3976
ENSG00000134108,ARL8B,131,-0.5144,217,0.58255,104,-0.8791,196,0.13578,147,-0.3347
ENSG00000196277,GRM7,4,-2.7126,39,1.36411,20,-0.4787,31,0.24133,4,-2.7353
ENSG00000196220,SRGAP3,51,-1.0375,103,0.10945,161,0.83865,99,-0.0029,69,-0.5713
ENSG00000206573,THUMPD3-AS1,20,-0.4577,29,0.29132,48,1.01485,19,-0.5487,9,-1.6864
ENSG00000134077,THUMPD3,38,0.00372,32,-0.4277,41,0.14641,45,0.28390,50,0.45356
ENSG00000168137,SETD5,63,-0.5642,59,-1.0044,215,1.58417,103,0.23619,97,0.13158
ENSG00000156959,LHFPL4,10,-1.9841,40,0.33158,34,-0.1035,40,0.16139,44,0.33656
ENSG00000134072,CAMK1,33,-0.6465,66,0.94482,34,-0.6065,39,-0.3811,29,-0.8456
ENSG00000171148,TADA3,71,0.00498,76,0.21539,63,-0.1823,45,-0.7136,82,0.25236
ENSG00000241553,ARPC4,105,-0.2583,149,0.60283,80,-0.6850,121,-0.0341,85,-0.5968
ENSG00000156990,RPUSD3,19,-0.7617,40,0.76721,34,0.14415,24,-0.4528,15,-1.1232
ENSG00000171135,JAGN1,20,0.18421,22,0.70342,16,-0.1602,10,-0.8737,8,-1.2913
ENSG00000163703,CRELD1,28,-1.4931,99,1.00355,58,-0.3982,60,-0.3288,50,-0.6288
ENSG00000163704,PRRT3,12,-1.8858,46,0.39182,29,-0.5141,51,0.37640,48,0.28133
ENSG00000125037,EMC3,75,-0.3940,108,0.35260,71,-0.4793,112,0.24555,80,-0.3094
ENSG00000254999,BRK1,133,-0.3345,211,0.86739,88,-0.9834,141,-0.2368,100,-0.7801
ENSG00000157014,TATDN2,31,-0.6050,53,0.45661,39,-0.2589,41,-0.1937,43,-0.0948
ENSG00000157020,SEC13,46,0.79399,32,0.37568,15,-1.0085,28,-0.0059,10,-1.5704
ENSG00000157087,ATP2B2,114,-2.0552,511,0.54502,297,-0.5969,591,0.53351,399,-0.1256
ENSG00000132164,SLC6A11,32,1.12188,15,-0.2303,18,0.09238,11,-0.6983,12,-0.5379
ENSG00000157103,SLC6A1,384,1.36394,159,-0.3072,213,0.30230,65,-1.5740,126,-0.5547
ENSG00000196639,HRH1,12,-0.7389,20,0.13415,23,0.29775,19,-0.0652,20,0.04446
ENSG00000197548,ATG7,16,-0.8502,31,0.32642,30,0.12081,25,-0.1612,27,-0.0329
ENSG00000144560,VGLL4,63,0.23975,58,0.20415,55,0.01859,35,-0.6899,49,-0.1713
ENSG00000157152,SYN2,106,-2.3149,617,0.88751,307,-0.7007,561,0.27702,360,-0.4509
ENSG00000075975,MKRN2,28,0.16327,31,0.68884,13,-1.0449,20,-0.3489,16,-0.7293
ENSG00000132155,RAF1,31,0.26203,29,0.28567,30,0.19359,14,-1.0521,21,-0.3702
ENSG00000144712,CAND2,9,-0.9014,20,0.64984,9,-0.9200,15,-0.1781,18,0.13880
ENSG00000144713,RPL32,1791,1.13839,993,0.17749,467,-1.1016,412,-1.2916,842,-0.1726
ENSG00000144711,IQSEC1,274,-0.2454,371,0.47904,202,-0.7287,251,-0.3812,336,0.09007
ENSG00000163517,HDAC11,66,-0.0710,74,0.19978,81,0.25405,19,-1.9996,92,0.47500
ENSG00000163528,CHCHD4,12,-0.9636,26,0.56460,16,-0.5091,23,0.11565,19,-0.2106
ENSG00000170876,TMEM43,23,-0.0619,28,0.50942,16,-0.6133,20,-0.2722,19,-0.3455
ENSG00000154767,XPC,35,-0.2906,30,-0.8056,83,1.21098,54,0.44619,40,-0.0661
ENSG00000170860,LSM3,100,0.73760,68,0.13336,40,-0.7565,38,-0.8489,69,0.10372
ENSG00000154781,CCDC174,25,-0.8405,28,-1.0536,76,0.98305,64,0.66959,67,0.76776
ENSG00000225733,FGD5-AS1,161,0.49888,119,-0.0258,109,-0.1452,99,-0.3018,113,-0.0908
ENSG00000177463,NR2C2,50,0.13984,51,0.34010,44,-0.0517,27,-0.8130,40,-0.2235
ENSG00000131368,MRPS25,43,-0.5098,70,0.48189,60,-2.0570,44,-0.4722,51,-0.2428
ENSG00000131381,RBSN,71,-0.4054,95,0.11791,96,0.09620,83,-0.1480,99,0.13429
ENSG00000131375,CAPN7,25,0.31409,17,-0.4497,45,1.34742,12,-0.8071,14,-0.6319
ENSG00000131370,SH3BP5,41,-1.5105,109,0.06388,106,-0.0144,143,0.48153,129,0.31596
ENSG00000206562,METTL6,19,-0.0056,18,-0.1903,38,1.18033,14,-0.4394,10,-0.9584
ENSG00000144597,EAF1,23,-0.8935,51,0.64688,40,-0.0700,39,-0.0801,26,-0.7258
ENSG00000206560,ANKRD28,38,-0.2407,47,0.20880,56,0.41433,37,-0.2835,32,-0.5122
ENSG00000131386,GALNT15,100,3.11581,3,-3.6727,31,0.56259,15,-0.6190,20,-0.1407
ENSG00000154813,DPH3,20,-0.5672,33,0.40211,29,-0.0110,32,0.19510,18,-0.7537
ENSG00000131378,RFTN1,19,-1.2293,51,0.70751,39,-0.0900,54,0.45463,13,-1.7659
ENSG00000154822,PLCL2,14,-1.7386,51,0.42980,35,-0.3828,62,0.55482,40,-0.1678
ENSG00000131374,TBC1D5,91,0.24656,75,-0.1136,77,-0.0252,87,0.17035,71,-0.1627
ENSG00000182568,SATB1,61,-2.0286,268,0.51121,220,-0.0584,271,0.28688,199,-0.2171
ENSG00000144566,RAB5A,152,0.26032,134,0.08738,112,-0.2386,121,-0.1207,119,-0.1420
ENSG00000114166,KAT2B,165,1.74044,40,-1.1177,73,0.23217,23,-1.5960,88,0.54645
ENSG00000151789,ZNF385D,48,-0.9287,68,-0.6102,141,0.84207,107,0.36087,122,0.57530
ENSG00000182247,UBE2E2,36,-1.4254,101,0.38518,70,-0.3969,142,0.78678,62,-0.5743
ENSG00000170142,UBE2E1,87,0.86142,59,0.37061,33,-0.7341,39,-0.4810,24,-1.2109
ENSG00000197885,NKIRAS1,36,-0.9191,84,0.91051,28,-1.2693,73,0.20791,41,-0.7273
ENSG00000174748,RPL15,1129,0.76622,857,0.54452,327,-1.2502,310,-1.3330,583,-0.3473
ENSG00000174738,NR1D2,58,-0.5434,99,0.62154,68,-0.2951,83,0.01067,49,-0.8261
ENSG00000151090,THRB,64,-1.8443,246,0.52375,191,-0.1477,277,0.47466,154,-0.4938
ENSG00000077092,RARB,11,-1.3019,31,0.79262,22,-0.1940,13,-0.9670,26,0.09174
ENSG00000077097,TOP2B,179,-0.1343,153,-0.6249,229,0.27569,271,0.56675,263,0.51349
ENSG00000033867,SLC4A7,66,-0.8434,74,-1.0247,162,0.62376,118,0.08228,256,1.47991
ENSG00000163512,AZI2,66,-0.5201,98,0.20658,68,-0.4759,104,0.20074,103,0.18235
ENSG00000144642,RBMS3,54,1.34719,15,-1.1387,37,0.68436,15,-0.7653,31,0.38133
ENSG00000163527,STT3B,64,0.13671,50,-0.4395,68,0.21990,99,0.86947,43,-0.5266
ENSG00000152642,GPD1L,28,-1.1303,79,1.09622,38,-0.6865,49,-0.2621,32,-0.9366
ENSG00000144635,DYNC1LI1,49,-0.6588,73,-0.0319,64,-0.2391,116,0.77049,70,-0.0855
ENSG00000170266,GLB1,21,0.23488,19,0.15639,15,-0.2617,12,-0.6859,20,0.20021
ENSG00000170275,CRTAP,88,0.49193,61,-0.2021,78,0.28075,57,-0.2237,58,-0.1972
ENSG00000173705,SUSD5,10,-1.1742,24,0.49212,23,0.17018,22,0.13114,13,-0.6728
ENSG00000153558,FBXL2,7,-2.3971,50,1.07299,34,-0.1261,33,-0.1876,20,-0.9561
ENSG00000153560,UBP1,42,-0.9423,83,0.21627,91,0.28997,85,0.17159,65,-0.2672
ENSG00000163539,CLASP2,145,-0.8027,266,0.32110,264,0.16281,270,0.19505,173,-0.5223
ENSG00000170248,PDCD6IP,40,-0.8704,81,0.47976,67,-0.0725,68,-0.0425,58,-0.3036
ENSG00000172995,ARPP21,59,-1.9779,221,0.13710,199,-0.0960,326,0.73755,222,0.07750
ENSG00000178567,EPM2AIP1,77,-0.7572,126,0.06628,145,0.27068,168,0.52738,91,-0.4813
ENSG00000076242,MLH1,21,0.40204,21,0.65572,26,0.75993,3,-2.4880,1,-3.8407
ENSG00000093167,LRRFIP2,46,-0.2094,44,-0.4641,102,1.17187,53,0.03585,41,-0.3861
ENSG00000144674,GOLGA4,342,-0.3372,201,-1.6671,962,1.48633,566,0.50236,689,0.85017
ENSG00000144677,CTDSPL,46,0.42736,38,0.21470,49,0.54638,14,-1.4106,22,-0.7538
ENSG00000060971,ACAA1,72,0.60578,61,0.59530,33,-0.6768,32,-0.7265,23,-1.2089
ENSG00000172939,OXSR1,13,-1.7210,35,-0.4139,54,0.47335,40,-0.0442,80,1.16428
ENSG00000114739,ACVR2B,9,-1.2058,16,-0.4623,37,1.09552,21,0.12791,24,0.32989
ENSG00000114742,WDR48,78,0.26561,65,-0.0559,58,-0.2315,77,0.22983,59,-0.1918
ENSG00000114745,GORASP1,68,1.39555,29,-0.2097,28,-0.1841,24,-0.3802,13,-1.3658
ENSG00000144659,SLC25A38,9,-1.2143,31,1.38637,7,-1.6422,21,-0.0043,8,-1.4327
ENSG00000168028,RPSA,914,0.50365,752,0.31675,441,-0.6894,335,-1.1147,725,0.11074
ENSG00000168314,MOBP,376,-0.3886,160,-2.3068,841,0.98324,208,-1.3101,1753,2.56902
ENSG00000170011,MYRIP,9,-2.2588,48,0.38913,36,-0.2471,52,0.35777,48,0.21010
ENSG00000114784,EIF1B,126,-0.6195,232,0.72733,95,-1.0640,183,-0.0293,156,-0.2881
ENSG00000168032,ENTPD3,18,0.02343,24,0.90047,12,-0.6985,13,-0.4726,7,-1.5085
ENSG00000188846,RPL14,760,0.60002,546,0.06970,327,-0.7838,325,-0.7935,671,0.38443
ENSG00000172888,ZNF621,29,0.65607,14,-0.8163,36,1.05282,8,-1.2913,27,0.52269
ENSG00000168036,CTNNB1,259,0.05367,289,0.44243,196,-0.3984,203,-0.3369,191,-0.4377
ENSG00000182606,TRAK1,100,0.74817,66,0.05940,53,-0.3042,36,-0.9268,63,-0.0318
ENSG00000187094,CCK,820,-0.2627,1280,0.98297,529,-0.9549,773,-0.3572,467,-1.1472
ENSG00000114812,VIPR1,6,-1.9212,23,0.39585,24,0.28983,32,0.76551,8,-1.3983
ENSG00000093183,SEC22C,69,0.47624,45,-0.3867,61,0.25900,61,0.26293,45,-0.2309
ENSG00000008324,SS18L2,32,-0.3747,45,0.32434,33,-0.3077,40,0.00425,37,-0.1226
ENSG00000114857,NKTR,81,-0.7904,58,-1.8329,590,3.13338,104,-0.3923,53,-1.4369
ENSG00000114853,ZBTB47,55,-0.0817,53,-0.2334,67,0.25855,31,-0.9842,96,0.87960
ENSG00000010282,HHATL,145,1.69845,44,-0.6860,76,0.48476,17,-1.8132,43,-0.4570
ENSG00000181061,HIGD1A,278,0.14144,320,0.74197,101,-1.4588,165,-0.6958,220,-0.2444
ENSG00000144647,POMGNT2,44,-0.2678,73,1.24393,14,-1.9732,44,-0.2670,20,-1.4533
ENSG00000163788,SNRK,56,-0.3568,81,0.46837,77,0.16494,42,-0.7864,58,-0.2895
ENSG00000160746,ANO10,35,0.28271,23,-0.6463,47,0.79861,37,0.36851,25,-0.2481
ENSG00000011198,ABHD5,42,0.74193,16,-1.2020,61,1.44383,17,-0.7021,31,0.23112
ENSG00000179152,TCAIM,29,0.36458,25,0.23962,26,0.15344,20,-0.2668,11,-1.1628
ENSG00000185219,ZNF445,31,-0.0465,25,-0.6197,61,1.14472,30,-0.0758,32,-0.0018
ENSG00000186448,ZNF197,19,-0.3543,17,-0.8292,52,1.38606,30,0.35979,21,-0.1714
ENSG00000163807,KIAA1143,69,0.35811,43,-0.6618,67,0.29575,41,-0.4887,97,0.95049
ENSG00000169964,TMEM42,21,0.15110,22,0.41021,17,-0.2566,13,-0.6561,16,-0.3220
ENSG00000163812,ZDHHC3,29,-0.4586,42,0.24996,30,-0.3892,52,0.51131,29,-0.4427
ENSG00000075914,EXOSC7,21,-0.0442,26,0.50208,19,-0.2102,15,-0.6036,17,-0.4223
ENSG00000249992,TMEM158,16,-0.9640,41,1.23245,21,-0.5323,21,-0.5104,11,-1.4632
ENSG00000211456,SACM1L,32,-1.1878,90,0.93991,60,-0.1957,72,0.09046,22,-1.7508
ENSG00000163818,LZTFL1,34,-0.5692,57,0.56296,33,-0.6084,52,0.13410,36,-0.4505
ENSG00000163827,LRRC2,4,-2.6780,38,1.06393,9,-1.7548,32,0.21973,26,-0.0879
ENSG00000160801,PTH1R,30,0.52736,20,-0.2700,36,0.86718,8,-1.4580,21,-0.0702
ENSG00000160799,CCDC12,45,-0.2223,57,0.32619,43,-0.3097,52,0.00732,44,-0.2732
ENSG00000181555,SETD2,86,-0.5035,78,-0.9926,225,1.14173,156,0.48362,157,0.49744
ENSG00000088727,KIF9,23,0.32548,25,0.93573,8,-1.2348,10,-0.9340,9,-1.0467
ENSG00000114648,KLHL18,18,-1.3091,53,0.68500,39,-0.1352,37,-0.2316,36,-0.2781
ENSG00000076201,PTPN23,42,0.37276,36,0.22955,37,0.16389,27,-0.3253,17,-1.0655
ENSG00000114650,SCAP,32,-0.3281,48,0.60339,35,-0.1772,35,-0.1660,22,-0.9320
ENSG00000163832,ELP6,26,-0.0568,32,0.52764,28,0.08018,19,-0.5730,15,-0.9245
ENSG00000114646,CSPG5,283,1.17509,145,0.00212,103,-0.5453,81,-0.9158,111,-0.4248
ENSG00000173473,SMARCC1,92,-0.1528,49,-1.6376,151,0.68276,141,0.56427,228,1.45896
ENSG00000132153,DHX30,89,-0.4571,148,0.75005,90,-0.4358,107,-0.1496,65,-0.9463
ENSG00000047849,MAP4,333,-0.2192,416,0.26992,294,-0.4153,275,-0.5221,477,0.38067
ENSG00000164050,PLXNB1,108,1.54427,34,-0.7035,71,0.76698,6,-2.9040,40,-0.1920
ENSG00000232112,TMA7,618,0.76892,432,0.27417,238,-0.8067,219,-0.9388,353,-0.1795
ENSG00000164054,SHISA5,46,-0.5565,82,0.72794,48,-0.5124,43,-0.6761,60,-0.1390
ENSG00000010256,UQCRC1,179,-0.1032,237,0.70312,105,-0.9438,159,-0.3019,138,-0.5277
ENSG00000008300,CELSR3,9,-1.1109,22,0.55332,23,0.38894,17,-0.1023,10,-0.9647
ENSG00000213672,NCKIPSD,50,-0.8686,112,0.86634,59,-0.6211,87,0.00825,49,-0.9012
ENSG00000068745,IP6K2,64,0.06413,70,0.40121,59,-0.0881,60,-0.0495,30,-1.1315
ENSG00000114302,PRKAR2A,77,-0.0047,65,-0.4801,89,0.23109,94,0.32269,101,0.44297
ENSG00000177479,ARIH2,51,0.03297,51,0.07216,64,0.40827,47,-0.1067,33,-0.6493
ENSG00000178467,P4HTM,47,-0.9291,124,1.47314,51,-0.8084,46,-0.9504,34,-1.4173
ENSG00000178252,WDR6,77,1.01410,46,0.18619,38,-0.2057,24,-0.9193,21,-1.0772
ENSG00000178057,NDUFAF3,73,0.91101,49,0.40065,10,-2.2180,26,-0.8133,39,-0.1466
ENSG00000178035,IMPDH2,88,1.04226,48,-0.0185,53,0.15995,31,-0.6995,22,-1.2302
ENSG00000198218,QRICH1,35,-0.3381,53,0.69024,37,-0.2468,35,-0.3455,25,-0.8686
ENSG00000172053,QARS,41,0.70063,24,-0.3366,23,-0.2677,25,-0.1596,33,0.30699
ENSG00000172046,USP19,25,0.10244,28,0.58199,17,-0.5156,18,-0.4112,15,-0.7227
ENSG00000172037,LAMB2,95,3.75831,7,-1.8764,14,-0.3551,1,-3.8157,2,-3.1025
ENSG00000185909,KLHDC8B,20,0.08885,23,0.49774,18,-0.0978,14,-0.5127,11,-0.8397
ENSG00000114316,USP4,40,-0.0699,38,-0.2325,55,0.44783,52,0.36285,34,-0.3285
ENSG00000067560,RHOA,378,1.35045,157,-0.3199,147,-0.2955,122,-0.5904,137,-0.4065
ENSG00000145022,TCTA,20,-0.1996,27,0.54961,21,-0.1272,16,-0.5838,17,-0.4857
ENSG00000145029,NICN1,26,-0.9099,63,1.12369,22,-1.1260,39,-0.2830,28,-0.7679
ENSG00000173402,DAG1,132,1.48597,56,-0.0981,41,-0.5613,35,-0.8066,31,-0.9819
ENSG00000164061,BSN,77,-1.3733,222,0.58174,140,-0.4490,205,0.16531,171,-0.1301
ENSG00000164062,APEH,55,-0.1694,75,0.66471,23,-1.4817,63,0.06382,46,-0.4358
ENSG00000164068,RNF123,11,-0.8359,26,1.23549,12,-0.7100,15,-0.3641,6,-1.6417
ENSG00000176095,IP6K1,33,-1.4554,96,0.43375,95,0.21734,71,-0.2649,85,0.02879
ENSG00000164076,CAMKV,104,-1.2702,306,0.91840,164,-0.5727,233,-0.0073,146,-0.7552
ENSG00000164077,MON1A,19,-0.4758,28,0.19208,24,-0.1806,23,-0.2288,32,0.33878
ENSG00000004534,RBM6,78,0.14771,56,-0.6189,162,1.47527,55,-0.4244,50,-0.5567
ENSG00000003756,RBM5,72,-0.3266,83,-0.1626,176,1.21679,89,0.02432,35,-1.4475
ENSG00000114353,GNAI2,279,1.25344,98,-0.8386,155,0.20699,109,-0.3709,160,0.26226
ENSG00000012171,SEMA3B,69,1.59231,15,-1.4409,72,1.69071,5,-2.4388,20,-0.5577
ENSG00000114383,TUSC2,60,-0.7750,124,0.77436,60,-0.7867,82,-0.2869,87,-0.2000
ENSG00000114388,NPRL2,26,0.26348,27,0.61395,14,-0.7140,18,-0.3295,11,-1.0012
ENSG00000126062,TMEM115,32,0.20466,34,0.57814,19,-0.6332,29,0.02285,11,-1.4807
ENSG00000088543,C3orf18,27,0.25618,28,0.58071,14,-0.8044,10,-1.3655,24,0.02383
ENSG00000088538,DOCK3,39,-1.9149,159,0.53644,129,-0.0650,161,0.30377,109,-0.3380
ENSG00000145050,MANF,36,0.34345,32,0.26713,32,0.17286,14,-1.1687,23,-0.3316
ENSG00000259956,RBM15B,30,-0.3452,42,0.36050,27,-0.5225,30,-0.3530,44,0.25579
ENSG00000145041,DCAF1,17,-0.4613,21,-0.2307,31,0.52810,37,0.81069,13,-0.8231
ENSG00000164080,RAD54L2,18,-0.4177,20,-0.3974,38,0.84924,16,-0.5944,33,0.62661
ENSG00000164081,TEX264,47,0.52035,43,0.76516,13,-1.5304,11,-1.7182,31,-0.1849
ENSG00000090097,PCBP4,63,1.16742,28,-0.3566,39,0.32336,15,-1.1567,27,-0.2580
ENSG00000248487,ABHD14A,58,0.09080,62,0.37740,42,-0.4284,52,-0.0867,38,-0.5591
ENSG00000162244,RPL29,783,1.22669,414,0.17202,197,-1.0845,175,-1.2606,313,-0.3579
ENSG00000164086,DUSP7,26,-0.1276,34,0.59531,34,0.28841,13,-1.2440,17,-0.7719
ENSG00000023330,ALAS1,30,0.15775,31,0.43232,19,-0.5717,25,-0.1355,18,-0.6133
ENSG00000247596,TWF2,24,-0.9590,59,1.01063,16,-1.5762,44,0.01869,32,-0.5112
ENSG00000164091,WDR82,125,-1.1751,290,0.29727,237,-0.1703,272,0.05412,310,0.27478
ENSG00000163930,BAP1,175,0.72827,124,0.23337,76,-0.6593,60,-1.0242,110,-0.0713
ENSG00000010322,NISCH,140,0.02169,161,0.47949,96,-0.5830,113,-0.3244,112,-0.3379
ENSG00000168273,SMIM4,37,1.03599,22,0.35015,8,-1.3835,16,-0.3582,9,-1.1400
ENSG00000163939,PBRM1,63,-0.1648,51,-0.7588,110,0.79233,105,0.70723,71,0.03988
ENSG00000163938,GNL3,40,-0.6905,54,-0.3549,65,0.09301,94,0.73924,76,0.36191
ENSG00000016864,GLT8D1,43,0.74989,27,-0.0749,31,0.16468,25,-0.1598,15,-0.9723
ENSG00000114902,SPCS1,159,0.43565,143,0.46511,115,-0.1038,81,-0.6611,57,-1.2149
ENSG00000114904,NEK4,24,0.28241,22,0.25213,24,0.29017,13,-0.6802,12,-0.7592
ENSG00000163931,TKT,110,0.17511,110,0.30769,61,-0.7647,71,-0.5224,111,0.18816
ENSG00000272886,DCP1A,23,-0.7305,40,0.31782,58,0.77634,31,-0.2446,18,-1.1195
ENSG00000157388,CACNA1D,12,-1.6020,25,-0.7969,99,1.95844,41,0.31097,22,-0.6734
ENSG00000016391,CHDH,75,2.40200,12,-1.2972,25,0.22723,6,-1.9834,17,-0.3241
ENSG00000113811,SELENOK,189,1.27918,90,-0.0499,45,-1.1079,70,-0.4245,68,-0.4812
ENSG00000157445,CACNA2D3,13,-1.7310,41,0.00514,48,0.25176,81,1.17975,22,-0.9698
ENSG00000187672,ERC2,66,-1.7837,123,-1.2609,318,0.71231,421,1.22733,378,1.02670
ENSG00000180376,CCDC66,42,-0.2022,18,-2.0384,164,2.40657,60,0.38467,40,-0.2752
ENSG00000163946,TASOR,67,0.31243,44,-0.6135,72,0.44570,74,0.47401,56,0.00821
ENSG00000163947,ARHGEF3,24,-1.7670,93,0.70069,70,-0.1176,83,0.16523,52,-0.5986
ENSG00000157500,APPL1,94,-0.5265,112,-0.4119,134,0.03790,194,0.67089,176,0.49378
ENSG00000174840,PDE12,23,-0.2846,28,0.06024,30,0.19603,32,0.28025,21,-0.4258
ENSG00000168374,ARF4,70,0.31667,73,0.76765,32,-0.9311,44,-0.4331,25,-1.3347
ENSG00000163681,SLMAP,79,-0.4092,78,-0.6904,165,0.82512,122,0.29168,139,0.51435
ENSG00000163686,ABHD6,24,-0.3018,32,0.36256,24,-0.2372,25,-0.2214,26,-0.1169
ENSG00000163684,RPP14,11,-1.3734,31,0.41774,20,-0.4775,29,0.08708,33,0.31669
