Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000115866,DARS,66,-0.5302,101,0.13192,73,-0.4144,66,-0.5288,84,-0.1726,172,1.01726,110,0.27337,112,0.29956,80,-0.2350
ENSG00000168702,LRP1B,41,-0.0584,59,0.51979,22,-1.0735,27,-0.6826,53,0.38861,75,0.90847,9,-2.3560,77,0.95640,32,-0.4602
ENSG00000121964,GTDC1,129,0.23020,138,0.33961,127,0.22207,75,-0.6103,134,0.33035,71,-0.7034,75,-0.6249,124,0.16154,95,-0.2488
ENSG00000169554,ZEB2,417,0.72993,278,0.06849,171,-0.7434,145,-0.9425,231,-0.2484,386,0.59884,165,-0.7463,431,0.78359,305,0.21432
ENSG00000121989,ACVR2A,17,-0.2832,12,-0.7943,16,-0.3269,27,0.47681,34,0.99499,14,-0.5057,14,-0.5630,25,0.33798,10,-0.9715
ENSG00000115947,ORC4,77,0.24632,77,0.26236,96,0.69601,50,-0.4332,74,0.21741,41,-0.7176,49,-0.4475,58,-0.1818,30,-1.2177
ENSG00000204406,MBD5,35,-0.1249,23,-0.7161,41,0.17669,25,-0.6427,48,0.44903,66,0.91560,25,-0.6167,42,0.18535,17,-1.1576
ENSG00000135999,EPC2,44,-0.0467,56,0.32570,52,0.24312,15,-1.6618,63,0.58761,56,0.32491,18,-1.4389,48,0.07544,34,-0.4337
ENSG00000168280,KIF5C,712,-0.3142,818,-0.0966,759,-0.2364,619,-0.5304,1227,0.63454,508,-0.8327,558,-0.6895,1224,0.55377,1153,0.45488
ENSG00000168288,MMADHC,56,0.79085,37,0.10267,51,0.73468,47,0.47871,26,-0.4985,12,-1.6249,23,-0.6332,37,0.11806,14,-1.3604
ENSG00000115963,RND3,18,0.16511,21,0.46531,11,-0.6445,3,-2.3582,22,0.54698,15,-0.0684,13,-0.3211,23,0.60628,17,0.08485
ENSG00000080345,RIF1,244,-0.1134,368,0.54726,361,0.58544,118,-1.2298,348,0.51496,343,0.42980,82,-1.7700,188,-0.5193,125,-1.1366
ENSG00000162980,ARL5A,61,-0.0983,108,0.83781,68,0.08088,37,-0.8492,49,-0.4532,109,0.85576,57,-0.1873,48,-0.4648,56,-0.2240
ENSG00000182389,CACNB4,171,-0.0421,159,-0.1598,168,-0.0827,213,0.30930,306,1.05586,123,-0.5514,54,-1.7826,181,0.04398,85,-1.1179
ENSG00000115145,STAM2,32,0.48480,12,-1.0086,21,-0.2256,17,-0.5093,24,0.05161,33,0.52966,29,0.33648,32,0.49686,14,-0.7691
ENSG00000157827,FMNL2,238,0.79202,122,-0.2801,72,-1.1824,81,-0.9112,95,-0.7284,326,1.34304,154,0.07912,210,0.58500,145,-0.0150
ENSG00000196504,PRPF40A,91,-0.7731,125,-0.2866,156,0.07074,124,-0.2896,207,0.59647,214,0.57804,90,-0.7861,153,0.03362,124,-0.3015
ENSG00000144278,GALNT13,29,0.86784,23,0.47970,26,0.77984,12,-0.5730,19,0.16758,7,-1.3189,14,-0.3326,4,-2.0674,9,-0.9571
ENSG00000162989,KCNJ3,148,-0.1022,170,0.12374,266,0.98856,185,0.25268,209,0.51081,63,-1.3998,91,-0.8451,75,-1.1441,54,-1.6421
ENSG00000115159,GPD2,39,0.54143,29,0.04789,24,-0.2670,15,-0.9305,8,-2.0104,15,-0.9723,63,1.34989,61,1.28488,23,-0.3296
ENSG00000136541,ERMN,550,3.66677,0,-6.8825,0,-7.1708,17,-2.4652,21,-2.2626,127,0.56941,26,-1.8723,133,0.65043,83,-0.1133
ENSG00000123612,ACVR1C,13,-0.6334,20,0.06380,43,1.54816,18,-0.1101,14,-0.5379,21,0.15104,10,-0.9581,7,-1.4766,10,-0.9319
ENSG00000153237,CCDC148,14,-0.8797,22,-0.2358,28,0.13435,17,-0.6212,24,-0.1048,42,0.76824,10,-1.4365,39,0.66383,36,0.49977
ENSG00000144283,PKP4,233,0.91811,87,-0.6529,110,-0.3353,130,-0.0393,113,-0.2825,124,-0.1162,112,-0.2762,175,0.44330,158,0.27482
ENSG00000123636,BAZ2B,221,-0.2935,267,0.00404,122,-1.2903,121,-1.2116,259,-0.0453,644,1.49272,143,-0.9603,387,0.60409,384,0.59357
ENSG00000136536,MARCH7,43,0.14775,42,0.11049,52,0.49833,37,-0.1042,32,-0.3509,21,-0.9832,41,0.06739,60,0.67195,21,-0.9259
ENSG00000241399,CD302,15,-0.5158,19,-0.1289,10,-1.2615,16,-0.4349,6,-2.0302,33,0.72458,44,1.23362,52,1.50759,21,0.01837
ENSG00000153250,RBMS1,17,-0.4701,2,-3.1017,7,-1.9475,33,0.60324,32,0.63357,54,1.42882,19,-0.2906,36,0.74032,12,-1.0007
ENSG00000136560,TANK,25,-0.0493,24,-0.0932,22,-0.2609,29,0.20798,30,0.27451,37,0.57671,20,-0.3647,23,-0.1720,20,-0.3887
ENSG00000115233,PSMD14,104,0.34252,116,0.51230,97,0.25404,61,-0.4918,88,0.08101,58,-0.5830,99,0.25343,69,-0.2984,48,-0.8618
ENSG00000136535,TBR1,105,0.47435,16,-2.3632,68,-0.2431,165,1.25008,124,0.85906,14,-2.5886,23,-1.8424,121,0.71217,32,-1.3722
ENSG00000144290,SLC4A10,90,-1.2286,213,0.09831,376,1.22018,96,-1.1322,371,1.19587,98,-1.0936,32,-2.7204,104,-1.0066,73,-1.5435
ENSG00000115271,GCA,69,1.42619,27,-0.1621,33,0.19538,37,0.33931,29,-0.0320,18,-0.7543,20,-0.5755,20,-0.6194,10,-1.5735
ENSG00000182263,FIGN,22,0.05987,28,0.45593,14,-0.6150,9,-1.2647,33,0.84879,28,0.49136,23,0.17356,11,-0.9582,13,-0.6750
ENSG00000082438,COBLL1,21,-0.6443,1,-4.9041,4,-3.2460,21,-0.6473,36,0.22213,142,2.76509,9,-1.7968,49,0.70738,26,-0.3076
ENSG00000153253,SCN3A,139,0.23100,72,-0.7877,99,-0.3350,94,-0.3837,203,0.99334,163,0.49016,88,-0.4857,124,0.05134,38,-1.7525
ENSG00000136531,SCN2A,581,-0.3814,496,-0.6275,1111,0.75264,852,0.22288,1364,1.17608,397,-0.9662,124,-2.6900,468,-0.7151,288,-1.4490
ENSG00000178662,CSRNP3,146,-0.5201,244,0.28992,222,0.15983,234,0.22300,376,1.18697,71,-1.6085,71,-1.5972,188,-0.1207,86,-1.3189
ENSG00000123607,TTC21B,20,-0.2319,13,-0.8215,22,-0.0831,14,-0.8144,38,0.92941,25,0.08499,6,-1.8652,47,1.15483,10,-1.3133
ENSG00000144285,SCN1A,70,-1.9413,167,-0.6472,230,-0.1718,539,1.25647,607,1.78846,99,-1.4398,36,-2.9035,107,-1.3240,99,-1.4388
ENSG00000172318,B3GALT1,16,-0.1899,25,0.53960,23,0.46872,21,0.27834,17,-0.1003,11,-0.7214,11,-0.6751,25,0.57538,6,-1.6139
ENSG00000198648,STK39,150,0.11435,118,-0.2632,107,-0.4476,170,0.31057,174,0.39554,125,-0.1779,54,-1.4395,171,0.32249,186,0.45894
ENSG00000172292,CERS6,117,-0.0812,136,0.15073,162,0.48939,212,0.88451,185,0.74902,30,-2.1186,42,-1.6400,65,-0.9876,63,-1.0339
ENSG00000138399,FASTKD1,34,1.13464,13,-0.4125,18,0.15044,13,-0.3898,20,0.31309,17,0.04888,6,-1.4569,18,0.13386,7,-1.3716
ENSG00000138398,PPIG,469,-0.2081,531,-0.0141,510,-0.0850,653,0.31749,738,0.58807,631,0.26285,217,-1.3840,517,-0.0566,377,-0.5470
ENSG00000154479,CCDC173,30,-1.5113,108,0.47159,52,-0.7481,31,-1.4661,54,-0.6763,131,0.78271,78,-0.0583,90,0.17747,209,1.61488
ENSG00000213160,KLHL23,57,0.00784,63,0.17960,83,0.72545,59,0.08210,35,-0.7796,105,1.02830,32,-0.8503,45,-0.3487,20,-1.5461
ENSG00000138385,SSB,272,-0.0534,324,0.22338,293,0.07275,239,-0.2560,431,0.79645,267,-0.0838,158,-0.8893,224,-0.3553,162,-0.8537
ENSG00000138382,METTL5,44,-0.0141,69,0.72361,64,0.66363,26,-0.7968,43,-0.0522,38,-0.2482,47,0.07996,17,-1.4812,34,-0.4308
ENSG00000144357,UBR3,123,0.08979,83,-0.5173,146,0.41513,114,-0.0222,186,0.88932,93,-0.3457,39,-1.6361,81,-0.5647,78,-0.6161
ENSG00000128683,GAD1,86,-0.0407,104,0.26834,74,-0.2966,21,-2.1464,124,0.63091,80,-0.1365,196,1.34067,44,-1.0407,39,-1.2345
ENSG00000115806,GORASP2,60,0.87086,33,-0.0823,48,0.57798,45,0.38621,25,-0.5356,26,-0.4407,36,0.03137,25,-0.4917,13,-1.5174
ENSG00000198586,TLK1,97,-0.4621,216,0.82845,162,0.39629,88,-0.6028,175,0.53673,116,-0.1860,51,-1.4332,89,-0.5934,102,-0.3876
ENSG00000123600,METTL8,21,-0.2208,25,0.03592,23,-0.0557,10,-1.2541,32,0.49474,34,0.56165,18,-0.4758,19,-0.3831,28,0.24946
ENSG00000071967,CYBRD1,23,-0.4076,19,-0.6928,12,-1.5402,11,-1.5468,10,-1.7882,66,1.28533,88,1.80852,51,0.84671,33,0.14079
ENSG00000077380,DYNC1I2,336,0.38322,182,-0.5796,210,-0.3960,255,-0.0551,280,0.10340,467,0.93575,177,-0.6217,281,0.09754,229,-0.2281
ENSG00000115840,SLC25A12,65,0.39229,50,-0.0143,74,0.69277,68,0.45579,59,0.27406,18,-1.5628,38,-0.4446,34,-0.6258,19,-1.4563
ENSG00000128708,HAT1,30,1.13043,16,0.07639,19,0.44723,13,-0.2139,8,-0.9083,8,-1.0023,23,0.68862,15,0.01140,4,-1.7266
ENSG00000144355,DLX1,4,-2.1489,13,-0.3538,14,-0.2449,2,-2.9267,26,0.83097,15,-0.1923,44,1.61440,13,-0.3396,11,-0.5714
ENSG00000091409,ITGA6,33,0.04781,7,-2.1501,8,-2.2150,5,-2.7024,6,-2.4667,171,3.19224,51,0.73633,36,0.18177,22,-0.5822
ENSG00000091428,RAPGEF4,167,-0.0119,87,-1.0167,85,-1.1421,192,0.20434,150,-0.2063,66,-1.4421,161,-0.0770,378,1.35403,336,1.14130
ENSG00000091436,MAP3K20,24,-0.8793,11,-1.9933,14,-1.7244,24,-0.8556,29,-0.6238,221,3.14672,28,-0.6227,34,-0.3421,37,-0.2263
ENSG00000172845,SP3,30,-0.1675,28,-0.2922,36,0.15241,22,-0.6424,23,-0.6196,39,0.23401,49,0.62801,50,0.64840,31,-0.1339
ENSG00000138430,OLA1,174,0.52170,186,0.63810,158,0.41972,146,0.24160,147,0.28256,57,-1.1971,70,-0.8922,88,-0.5596,49,-1.4344
ENSG00000138433,CIR1,162,-0.0276,187,0.20031,160,-0.0565,186,0.19223,215,0.47924,147,-0.1760,136,-0.2976,134,-0.3219,112,-0.6005
ENSG00000144306,SCRN3,16,-0.3041,25,0.39021,24,0.41221,12,-0.6463,20,0.06408,16,-0.2924,13,-0.6323,19,0.02117,22,0.21779
ENSG00000163328,GPR155,142,-0.1675,117,-0.4626,207,0.49455,256,0.79374,188,0.31915,116,-0.4794,89,-0.8777,153,-0.0429,70,-1.2509
ENSG00000115935,WIPF1,92,3.16067,7,-1.3787,2,-2.8994,2,-2.9794,2,-2.8441,33,1.01590,19,0.12178,7,-1.2907,22,0.36109
ENSG00000128656,CHN1,1225,-0.4200,1567,-0.0340,2438,0.78398,2853,0.95021,2117,0.50968,462,-1.8920,542,-1.6531,954,-0.8037,902,-0.8890
ENSG00000115966,ATF2,79,0.53192,67,0.25666,69,0.35422,52,-0.1410,67,0.29041,22,-1.4461,41,-0.4886,56,-0.0244,36,-0.7144
ENSG00000154518,ATP5MC3,368,0.84602,403,1.00415,251,0.24359,204,-0.1103,171,-0.4291,98,-1.2404,266,0.30778,108,-1.0863,121,-0.9229
ENSG00000144320,LNPK,52,-0.1799,57,-0.0403,84,0.66550,61,0.08421,74,0.44539,53,-0.1541,39,-0.6052,35,-0.7650,26,-1.1973
ENSG00000128654,MTX2,90,0.70538,66,0.21883,89,0.78623,81,0.54510,59,0.04187,25,-1.2592,20,-1.5970,44,-0.4192,14,-2.0669
ENSG00000170144,HNRNPA3,278,0.20996,262,0.11395,300,0.37100,187,-0.4162,248,0.03267,253,0.05633,211,-0.2265,203,-0.2876,193,-0.3689
ENSG00000116044,NFE2L2,99,-0.0303,104,0.04682,44,-1.3659,62,-0.7524,69,-0.6584,251,1.53381,100,-0.0172,184,0.97615,89,-0.2109
ENSG00000018510,AGPS,36,0.33224,29,0.00604,26,-0.2164,21,-0.4889,44,0.75437,35,0.27563,25,-0.2670,22,-0.4355,14,-1.1318
ENSG00000079156,OSBPL6,69,0.20935,31,-1.0109,52,-0.2597,68,0.17504,102,0.97850,58,-0.0628,58,-0.0880,52,-0.2550,24,-1.4256
ENSG00000180228,PRKRA,84,0.88246,47,-0.0486,50,0.02691,80,0.80682,49,-0.0082,39,-0.3516,34,-0.5505,30,-0.7539,26,-0.9520
ENSG00000116095,PLEKHA3,68,0.23153,62,0.08007,62,0.11146,41,-0.5405,54,-0.1392,48,-0.3078,70,0.28419,79,0.47230,44,-0.4463
ENSG00000155657,TTN,38,0.23737,11,-1.6797,19,-0.8641,17,-0.9441,68,1.43904,66,1.17239,0,-5.3545,32,-0.0404,20,-0.7781
ENSG00000187231,SESTD1,80,-0.0746,77,-0.1395,101,0.32205,50,-0.8019,113,0.54028,102,0.29788,45,-0.9755,89,0.08619,56,-0.6394
ENSG00000144331,ZNF385B,33,0.00667,22,-0.6253,24,-0.5490,50,0.66906,63,1.26263,9,-1.9313,21,-0.6717,29,-0.1754,23,-0.5231
ENSG00000163510,CWC22,53,-0.8242,113,0.36766,109,0.35129,44,-1.0845,147,0.92567,83,-0.1194,33,-1.5322,102,0.20399,48,-0.9714
ENSG00000170035,UBE2E3,114,0.37935,115,0.39764,94,0.08585,75,-0.2817,117,0.47691,27,-1.8369,72,-0.3497,94,0.07199,69,-0.4028
ENSG00000162992,NEUROD1,7,-1.8666,29,0.28701,81,2.71524,11,-1.1727,19,-0.4066,4,-2.4586,3,-2.9401,8,-1.6402,6,-2.0661
ENSG00000138434,ITPRID2,44,-0.2220,28,-0.8709,42,-0.3061,41,-0.3223,43,-0.2552,96,1.06632,50,0.00390,46,-0.1233,76,0.67223
ENSG00000115252,PDE1A,98,0.69847,25,-1.4297,82,0.46586,60,-0.0768,94,0.72744,48,-0.4285,12,-2.4276,81,0.39298,21,-1.6589
ENSG00000077232,DNAJC10,58,-0.0739,45,-0.4643,60,-0.0253,38,-0.7057,102,0.98615,83,0.49978,40,-0.6240,36,-0.8204,43,-0.5336
ENSG00000162998,FRZB,25,0.59451,6,-1.6620,25,0.65250,1,-3.2926,4,-2.1234,89,3.06175,7,-1.3176,2,-3.1250,3,-2.6453
ENSG00000061676,NCKAP1,338,0.35475,305,0.18992,421,0.82480,208,-0.4088,278,0.04663,142,-0.9987,224,-0.2949,190,-0.5508,173,-0.6959
ENSG00000170396,ZNF804A,22,-0.7686,84,1.36123,60,0.90428,20,-0.9341,58,0.82014,5,-2.9004,13,-1.6137,9,-2.0618,19,-1.0311
ENSG00000065548,ZC3H15,368,-0.1949,604,0.60464,491,0.29823,423,0.02512,660,0.86522,307,-0.4758,110,-2.0180,241,-0.8473,223,-0.9654
ENSG00000138448,ITGAV,113,0.67184,96,0.41489,53,-0.5819,36,-1.0955,31,-1.4083,73,-0.0345,175,1.44217,92,0.34296,64,-0.2304
ENSG00000144369,FAM171B,232,-0.1153,379,0.67762,333,0.52735,138,-0.9133,169,-0.6555,174,-0.5639,350,0.54946,333,0.46361,133,-0.9648
ENSG00000144366,GULP1,34,0.50091,38,0.66154,49,1.31773,13,-1.0180,27,0.14148,12,-1.0830,6,-2.0305,2,-3.5433,17,-0.6075
ENSG00000204262,COL5A2,9,-1.7024,3,-3.0755,39,0.52003,68,1.41430,54,1.18107,7,-2.0659,14,-1.0912,10,-1.6148,23,-0.3760
ENSG00000115368,WDR75,15,-1.0431,21,-0.5080,33,0.20174,50,0.84969,44,0.70211,30,-0.0051,20,-0.6319,21,-0.5179,16,-0.9342
ENSG00000138381,ASNSD1,49,0.12050,48,0.10097,59,0.48448,34,-0.4545,63,0.60825,32,-0.5444,32,-0.5074,27,-0.8026,31,-0.5786
ENSG00000128699,ORMDL1,50,0.70589,41,0.40120,35,0.14770,30,-0.1229,28,-0.2286,32,-0.0084,44,0.51299,22,-0.6092,9,-1.9514
ENSG00000064933,PMS1,33,0.54837,19,-0.3297,11,-1.2588,10,-1.2731,52,1.63036,15,-0.6210,12,-0.9325,19,-0.2746,20,-0.2164
ENSG00000198130,HIBCH,30,0.27977,8,-1.6064,15,-0.8030,14,-0.8945,21,-0.2462,71,1.80736,50,1.15185,15,-0.7679,11,-1.2037
ENSG00000151689,INPP1,50,0.40245,44,0.20279,29,-0.5035,33,-0.2491,32,-0.2961,83,1.25767,31,-0.3322,46,0.27693,16,-1.2987
ENSG00000151690,MFSD6,284,1.18863,98,-0.5379,224,0.90464,200,0.59292,144,0.06408,29,-2.3655,59,-1.3146,61,-1.2493,58,-1.3198
ENSG00000138386,NAB1,29,-0.0397,14,-1.1256,24,-0.4066,32,0.08938,24,-0.3685,88,1.82287,13,-1.2272,28,-0.0979,31,0.03957
ENSG00000115419,GLS,160,-0.1279,147,-0.2664,238,0.57820,215,0.34358,285,0.93693,68,-1.4411,99,-0.8748,110,-0.7049,65,-1.4982
ENSG00000115415,STAT1,64,0.36006,56,0.16042,67,0.48956,41,-0.3292,52,0.04159,63,0.33107,46,-0.1474,26,-1.0412,26,-1.0148
ENSG00000138378,STAT4,39,0.88963,13,-0.8842,43,1.24024,21,-0.0901,34,0.75892,3,-2.8356,5,-2.1885,9,-1.3687,4,-2.5914
ENSG00000128641,MYO1B,35,0.05393,37,0.10507,47,0.58182,17,-1.0689,38,0.16821,59,0.87402,24,-0.5340,9,-1.9952,26,-0.4102
ENSG00000168497,CAVIN2,55,1.33557,2,-3.6166,2,-3.5635,20,-0.3465,11,-1.2297,119,2.92954,9,-1.4293,14,-0.8961,25,0.04068
ENSG00000144339,TMEFF2,126,1.70222,17,-1.4878,40,-0.2381,77,0.82098,52,0.21255,38,-0.2947,38,-0.3211,17,-1.4988,11,-2.0894
ENSG00000196950,SLC39A10,344,-0.2185,420,0.10061,602,0.78668,447,0.19837,630,0.87768,137,-1.6089,130,-1.6898,235,-0.8065,165,-1.3343
ENSG00000118997,DNAH7,10,-1.4965,41,0.71294,18,-0.5768,12,-1.1663,39,0.72038,55,1.24062,5,-2.3304,38,0.57718,12,-1.1140
ENSG00000138411,HECW2,46,-0.1597,52,0.02294,79,0.80945,45,-0.1786,68,0.52799,25,-1.0799,14,-1.9213,54,0.08523,30,-0.7902
ENSG00000119041,GTF3C3,41,0.38725,36,0.18773,35,0.13846,18,-0.8780,47,0.68699,26,-0.3631,16,-1.0729,34,0.07357,20,-0.7068
ENSG00000197121,PGAP1,31,0.17277,12,-1.2031,32,0.28174,25,-0.1268,40,0.71183,19,-0.5797,26,-0.0915,31,0.18720,13,-1.1573
ENSG00000115524,SF3B1,161,0.36723,144,0.18569,133,0.06347,79,-0.7426,164,0.45177,177,0.52026,64,-1.0716,113,-0.2004,77,-0.7871
ENSG00000115520,COQ10B,24,-0.6501,30,-0.3117,58,0.83411,40,0.11115,45,0.32520,24,-0.6961,33,-0.1630,32,-0.2238,19,-1.0029
ENSG00000144381,HSPD1,271,0.10812,239,-0.0904,277,0.15996,178,-0.5512,301,0.30813,251,-0.0169,253,0.00034,256,0.01856,182,-0.5139
ENSG00000115541,HSPE1,229,0.85230,186,0.51048,125,-0.1407,89,-0.6525,107,-0.4026,88,-0.6738,218,0.77304,105,-0.4075,113,-0.2845
ENSG00000115540,MOB4,82,0.73649,44,-0.2759,81,0.80914,39,-0.4606,50,-0.0584,13,-2.0292,42,-0.3382,51,-0.0473,41,-0.3751
ENSG00000162944,RFTN2,47,0.85298,29,0.06360,4,-2.9659,16,-0.7963,7,-2.1718,56,1.15931,62,1.36045,44,0.75798,28,0.01481
ENSG00000115896,PLCL1,61,0.46531,58,0.37920,46,0.03213,37,-0.3293,65,0.65955,26,-0.8462,19,-1.3446,37,-0.3279,40,-0.1911
ENSG00000119042,SATB2,78,0.12459,80,0.16971,88,0.36272,74,0.05057,114,0.85481,22,-1.7983,25,-1.5998,68,-0.0838,41,-0.8747
ENSG00000225953,SATB2-AS1,26,0.72453,11,-0.5757,39,1.73963,12,-0.4367,12,-0.5484,5,-1.6392,3,-2.4192,11,-0.6032,10,-0.7153
ENSG00000178074,C2orf69,85,0.51174,88,0.56961,73,0.29826,50,-0.3245,47,-0.4616,59,-0.0840,62,-0.0021,61,-0.0321,36,-0.8546
ENSG00000196141,SPATS2L,113,-0.3904,254,0.91400,207,0.65118,83,-0.8677,171,0.28703,135,-0.1139,72,-1.0807,87,-0.7982,100,-0.5850
ENSG00000082153,BZW1,129,0.15845,131,0.18688,126,0.13790,120,0.03803,129,0.17483,102,-0.2066,107,-0.1402,107,-0.1353,78,-0.6251
ENSG00000013441,CLK1,79,1.19035,13,-1.6316,25,-0.7038,29,-0.4192,31,-0.3700,96,1.55041,36,-0.0962,40,0.05436,17,-1.2471
ENSG00000240344,PPIL3,18,0.44749,11,-0.2952,13,-0.1137,29,1.24290,9,-0.6199,6,-1.1079,19,0.53732,13,-0.1139,9,-0.6251
ENSG00000196290,NIF3L1,46,1.51664,17,-0.1426,22,0.30588,14,-0.4256,26,0.64355,5,-1.7999,16,-0.2571,2,-3.1984,7,-1.4179
ENSG00000115942,ORC2,20,0.20819,18,0.05293,13,-0.4918,8,-1.1462,27,0.76901,40,1.34646,2,-3.0392,15,-0.1934,10,-0.8397
ENSG00000155744,FAM126B,66,-0.2726,80,0.02511,103,0.48669,58,-0.4799,108,0.56134,60,-0.4264,66,-0.2834,69,-0.2116,48,-0.7746
ENSG00000119013,NDUFB3,142,0.95547,123,0.70472,87,0.15945,51,-0.6753,46,-0.9043,62,-0.3927,129,0.78466,49,-0.7570,52,-0.6493
ENSG00000003402,CFLAR,40,-0.0450,40,-0.0375,12,-1.9273,3,-3.7347,17,-1.4212,174,2.60132,37,-0.1778,57,0.49968,46,0.16516
ENSG00000115993,TRAK2,61,0.18564,51,-0.0911,60,0.20150,51,-0.0945,67,0.39797,39,-0.4809,40,-0.4608,43,-0.3618,53,-0.0227
ENSG00000155755,TMEM237,57,0.60745,46,0.26720,47,0.32382,24,-0.7362,45,0.25439,35,-0.1735,21,-0.9713,38,-0.0345,25,-0.7085
ENSG00000003393,ALS2,45,0.55576,24,-0.3929,37,0.27782,29,-0.1251,55,1.05132,16,-0.9984,13,-1.2922,20,-0.6646,15,-1.1439
ENSG00000116030,SUMO1,202,0.86583,155,0.42755,145,0.35342,116,-0.0429,119,0.00343,69,-0.8337,117,-0.0205,57,-1.1184,63,-0.9683
ENSG00000055044,NOP58,123,0.33168,67,-0.6192,112,0.20418,86,-0.2489,146,0.69043,127,0.37362,45,-1.2380,86,-0.2373,53,-0.9838
ENSG00000204217,BMPR2,225,0.20264,264,0.46274,284,0.66537,132,-0.6370,242,0.36367,138,-0.5647,151,-0.4286,128,-0.6842,90,-1.2172
ENSG00000138439,FAM117B,16,-0.2887,15,-0.3775,27,0.65343,25,0.45694,25,0.50738,2,-3.2904,18,-0.0687,19,0.00174,9,-1.0878
ENSG00000163596,ICA1L,85,0.33200,65,-0.0954,93,0.52512,48,-0.5777,88,0.42443,57,-0.3003,43,-0.7287,72,0.05494,32,-1.2014
ENSG00000138442,WDR12,23,-0.6104,38,0.16151,44,0.42128,24,-0.5891,63,1.13295,19,-0.9122,19,-0.8879,21,-0.7617,23,-0.6176
ENSG00000138380,CARF,28,0.89979,22,0.50861,14,-0.2511,6,-1.4602,20,0.40045,23,0.62464,9,-0.7861,14,-0.1965,5,-1.6756
ENSG00000144426,NBEAL1,4,-2.0833,19,-0.0321,8,-1.3485,8,-1.3512,15,-0.4062,92,2.92789,7,-1.4314,17,-0.1407,16,-0.2978
ENSG00000138443,ABI2,458,0.63461,356,0.22063,392,0.42729,277,-0.1763,297,-0.0743,233,-0.4428,244,-0.3777,220,-0.5358,242,-0.3861
ENSG00000173166,RAPH1,31,-0.4341,56,0.46676,67,0.89066,24,-0.8343,60,0.66930,18,-1.2500,26,-0.7127,21,-1.0200,27,-0.6785
ENSG00000116117,PARD3B,17,0.16911,18,0.27759,4,-2.0116,0,-4.6651,3,-2.4832,57,2.34719,14,-0.1043,22,0.58980,24,0.74190
ENSG00000114933,INO80D,13,-0.7505,42,1.15759,14,-0.6769,25,0.31475,28,0.55952,22,0.10311,6,-1.7682,20,-0.0485,15,-0.4443
ENSG00000023228,NDUFS1,193,-0.1490,238,0.18593,280,0.51161,158,-0.4565,248,0.28009,177,-0.2819,158,-0.4589,185,-0.2155,165,-0.3873
ENSG00000114942,EEF1B2,324,0.31460,358,0.48056,258,-0.0528,184,-0.5725,195,-0.5333,231,-0.2238,378,0.56989,215,-0.3302,329,0.34346
ENSG00000204186,ZDBF2,36,-1.3222,95,0.18455,110,0.46982,57,-0.6103,149,1.07019,56,-0.6301,27,-1.7443,87,0.04258,57,-0.6102
ENSG00000114948,ADAM23,79,-0.1946,53,-0.7921,137,0.79667,186,1.22490,125,0.62930,33,-1.4855,25,-1.9112,41,-1.1954,38,-1.2988
ENSG00000118246,FASTKD2,66,0.95993,26,-0.4992,36,-0.0007,27,-0.4407,52,0.63540,25,-0.5735,34,-0.1269,28,-0.3935,18,-1.0355
ENSG00000118263,KLF7,54,0.46937,11,-1.8782,19,-1.2414,68,0.84900,54,0.52605,59,0.60947,26,-0.6863,50,0.34621,30,-0.4714
ENSG00000118260,CREB1,39,-0.4031,57,0.20933,49,-0.0478,63,0.37514,57,0.23210,66,0.43307,29,-0.8266,53,0.09438,32,-0.6852
ENSG00000144401,METTL21A,11,-0.4328,13,-0.1501,13,-0.1955,10,-0.4683,14,-0.0466,22,0.71055,9,-0.7415,23,0.79707,15,0.09135
ENSG00000163249,CCNYL1,19,0.27558,8,-0.9153,21,0.49992,21,0.47655,22,0.61538,20,0.34665,11,-0.5593,3,-2.2632,5,-1.7095
ENSG00000178385,PLEKHM3,48,0.02464,69,0.59737,53,0.18407,56,0.26362,58,0.35745,20,-1.3213,13,-1.9518,47,-0.0072,48,0.01412
ENSG00000188674,C2orf80,60,-0.2108,137,1.13296,138,1.36115,37,-0.9497,66,-0.0630,8,-3.2013,55,-0.3551,13,-2.4794,39,-0.8753
ENSG00000138413,IDH1,29,0.84632,12,-0.5276,13,-0.4630,14,-0.3571,13,-0.4784,32,0.99249,24,0.53091,20,0.24194,7,-1.4214
ENSG00000115020,PIKFYVE,23,-0.6751,29,-0.3491,44,0.36895,35,-0.0537,45,0.40200,26,-0.5098,38,0.09228,48,0.45230,19,-0.9841
ENSG00000078018,MAP2,1739,-0.4675,4958,1.25090,1675,-0.5738,998,-1.3114,2582,0.17192,1367,-0.8373,1635,-0.5623,2535,0.12447,4042,0.89438
ENSG00000144406,UNC80,167,0.20953,112,-0.4156,99,-0.6634,197,0.47303,215,0.70947,92,-0.7282,98,-0.6304,183,0.35867,135,-0.1266
ENSG00000197713,RPE,13,-0.4810,15,-0.2733,21,0.28435,18,0.00021,18,-0.0125,12,-0.6254,30,0.80848,20,0.12753,13,-0.5510
