#node	identifier	category	term ID	term description
AIF1	9606.ENSP00000365227	GO Process	GO:0090025	Regulation of monocyte chemotaxis
AIF1	9606.ENSP00000365227	GO Process	GO:0090026	Positive regulation of monocyte chemotaxis
AIF1	9606.ENSP00000365227	GO Process	GO:0090068	Positive regulation of cell cycle process
AIF1	9606.ENSP00000365227	GO Process	GO:0090257	Regulation of muscle system process
AIF1	9606.ENSP00000365227	GO Process	GO:0090270	Regulation of fibroblast growth factor production
AIF1	9606.ENSP00000365227	GO Process	GO:0090271	Positive regulation of fibroblast growth factor production
AIF1	9606.ENSP00000365227	GO Process	GO:0097178	Ruffle assembly
AIF1	9606.ENSP00000365227	GO Process	GO:0097435	Supramolecular fiber organization
AIF1	9606.ENSP00000365227	GO Process	GO:0098542	Defense response to other organism
AIF1	9606.ENSP00000365227	GO Process	GO:0099024	Plasma membrane invagination
AIF1	9606.ENSP00000365227	GO Process	GO:0120031	Plasma membrane bounded cell projection assembly
AIF1	9606.ENSP00000365227	GO Process	GO:0120036	Plasma membrane bounded cell projection organization
AIF1	9606.ENSP00000365227	GO Process	GO:0150076	Neuroinflammatory response
AIF1	9606.ENSP00000365227	GO Process	GO:1900087	Positive regulation of G1/S transition of mitotic cell cycle
AIF1	9606.ENSP00000365227	GO Process	GO:1901698	Response to nitrogen compound
AIF1	9606.ENSP00000365227	GO Process	GO:1901699	Cellular response to nitrogen compound
AIF1	9606.ENSP00000365227	GO Process	GO:1901700	Response to oxygen-containing compound
AIF1	9606.ENSP00000365227	GO Process	GO:1901701	Cellular response to oxygen-containing compound
AIF1	9606.ENSP00000365227	GO Process	GO:1901987	Regulation of cell cycle phase transition
AIF1	9606.ENSP00000365227	GO Process	GO:1901989	Positive regulation of cell cycle phase transition
AIF1	9606.ENSP00000365227	GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition
AIF1	9606.ENSP00000365227	GO Process	GO:1901992	Positive regulation of mitotic cell cycle phase transition
AIF1	9606.ENSP00000365227	GO Process	GO:1902806	Regulation of cell cycle G1/S phase transition
AIF1	9606.ENSP00000365227	GO Process	GO:1902808	Positive regulation of cell cycle G1/S phase transition
AIF1	9606.ENSP00000365227	GO Process	GO:1903037	Regulation of leukocyte cell-cell adhesion
AIF1	9606.ENSP00000365227	GO Process	GO:1903039	Positive regulation of leukocyte cell-cell adhesion
AIF1	9606.ENSP00000365227	GO Process	GO:1904407	Positive regulation of nitric oxide metabolic process
AIF1	9606.ENSP00000365227	GO Process	GO:2000045	Regulation of G1/S transition of mitotic cell cycle
AIF1	9606.ENSP00000365227	GO Process	GO:2000145	Regulation of cell motility
AIF1	9606.ENSP00000365227	GO Process	GO:2000146	Negative regulation of cell motility
AIF1	9606.ENSP00000365227	GO Process	GO:2000147	Positive regulation of cell motility
AIF1	9606.ENSP00000365227	GO Process	GO:2000401	Regulation of lymphocyte migration
AIF1	9606.ENSP00000365227	GO Process	GO:2000403	Positive regulation of lymphocyte migration
AIF1	9606.ENSP00000365227	GO Process	GO:2000404	Regulation of T cell migration
AIF1	9606.ENSP00000365227	GO Process	GO:2000406	Positive regulation of T cell migration
AIF1	9606.ENSP00000365227	GO Function	GO:0003779	Actin binding
AIF1	9606.ENSP00000365227	GO Function	GO:0005488	Binding
AIF1	9606.ENSP00000365227	GO Function	GO:0005509	Calcium ion binding
AIF1	9606.ENSP00000365227	GO Function	GO:0005515	Protein binding
AIF1	9606.ENSP00000365227	GO Function	GO:0008092	Cytoskeletal protein binding
AIF1	9606.ENSP00000365227	GO Function	GO:0043167	Ion binding
AIF1	9606.ENSP00000365227	GO Function	GO:0043169	Cation binding
AIF1	9606.ENSP00000365227	GO Function	GO:0044877	Protein-containing complex binding
AIF1	9606.ENSP00000365227	GO Function	GO:0046872	Metal ion binding
AIF1	9606.ENSP00000365227	GO Function	GO:0051015	Actin filament binding
AIF1	9606.ENSP00000365227	GO Component	GO:0001726	Ruffle
AIF1	9606.ENSP00000365227	GO Component	GO:0001891	Phagocytic cup
AIF1	9606.ENSP00000365227	GO Component	GO:0005622	Intracellular anatomical structure
AIF1	9606.ENSP00000365227	GO Component	GO:0005634	Nucleus
AIF1	9606.ENSP00000365227	GO Component	GO:0005737	Cytoplasm
AIF1	9606.ENSP00000365227	GO Component	GO:0005829	Cytosol
AIF1	9606.ENSP00000365227	GO Component	GO:0005856	Cytoskeleton
AIF1	9606.ENSP00000365227	GO Component	GO:0005884	Actin filament
AIF1	9606.ENSP00000365227	GO Component	GO:0005886	Plasma membrane
AIF1	9606.ENSP00000365227	GO Component	GO:0015629	Actin cytoskeleton
AIF1	9606.ENSP00000365227	GO Component	GO:0016020	Membrane
AIF1	9606.ENSP00000365227	GO Component	GO:0030027	Lamellipodium
AIF1	9606.ENSP00000365227	GO Component	GO:0031252	Cell leading edge
AIF1	9606.ENSP00000365227	GO Component	GO:0031253	Cell projection membrane
AIF1	9606.ENSP00000365227	GO Component	GO:0031256	Leading edge membrane
AIF1	9606.ENSP00000365227	GO Component	GO:0032587	Ruffle membrane
AIF1	9606.ENSP00000365227	GO Component	GO:0036477	Somatodendritic compartment
AIF1	9606.ENSP00000365227	GO Component	GO:0042995	Cell projection
AIF1	9606.ENSP00000365227	GO Component	GO:0043025	Neuronal cell body
AIF1	9606.ENSP00000365227	GO Component	GO:0043204	Perikaryon
AIF1	9606.ENSP00000365227	GO Component	GO:0043226	Organelle
AIF1	9606.ENSP00000365227	GO Component	GO:0043227	Membrane-bounded organelle
AIF1	9606.ENSP00000365227	GO Component	GO:0043228	Non-membrane-bounded organelle
AIF1	9606.ENSP00000365227	GO Component	GO:0043229	Intracellular organelle
AIF1	9606.ENSP00000365227	GO Component	GO:0043231	Intracellular membrane-bounded organelle
AIF1	9606.ENSP00000365227	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
AIF1	9606.ENSP00000365227	GO Component	GO:0044297	Cell body
AIF1	9606.ENSP00000365227	GO Component	GO:0048471	Perinuclear region of cytoplasm
AIF1	9606.ENSP00000365227	GO Component	GO:0071944	Cell periphery
AIF1	9606.ENSP00000365227	GO Component	GO:0097386	Glial cell projection
AIF1	9606.ENSP00000365227	GO Component	GO:0098590	Plasma membrane region
AIF1	9606.ENSP00000365227	GO Component	GO:0099080	Supramolecular complex
AIF1	9606.ENSP00000365227	GO Component	GO:0099081	Supramolecular polymer
AIF1	9606.ENSP00000365227	GO Component	GO:0099512	Supramolecular fiber
AIF1	9606.ENSP00000365227	GO Component	GO:0099513	Polymeric cytoskeletal fiber
AIF1	9606.ENSP00000365227	GO Component	GO:0110165	Cellular anatomical entity
AIF1	9606.ENSP00000365227	GO Component	GO:0120025	Plasma membrane bounded cell projection
AIF1	9606.ENSP00000365227	STRING clusters	CL:23458	Mixed, incl. Intermediate filament head, DNA-binding domain, and Oligodendrocyte specification and differentiation, leading to myelin components for CNS
AIF1	9606.ENSP00000365227	STRING clusters	CL:23459	Mixed, incl. Intermediate filament head, DNA-binding domain, and Axonal growth inhibition (RHOA activation)
AIF1	9606.ENSP00000365227	STRING clusters	CL:23460	Mixed, incl. Axonal growth inhibition (RHOA activation), and Oligodendrocyte specification and differentiation, leading to myelin components for CNS
AIF1	9606.ENSP00000365227	STRING clusters	CL:23462	Oligodendrocyte specification and differentiation, leading to myelin components for CNS, and Brain ischemia
AIF1	9606.ENSP00000365227	STRING clusters	CL:23464	Mixed, incl. Transverse myelitis, and Distal dendrite
AIF1	9606.ENSP00000365227	WikiPathways	WP2431	Spinal cord injury
AIF1	9606.ENSP00000365227	WikiPathways	WP4298	Acute viral myocarditis
AIF1	9606.ENSP00000365227	DISEASES	DOID:1287	Cardiovascular system disease
AIF1	9606.ENSP00000365227	DISEASES	DOID:178	Vascular disease
AIF1	9606.ENSP00000365227	DISEASES	DOID:2316	Brain ischemia
AIF1	9606.ENSP00000365227	DISEASES	DOID:326	Ischemia
AIF1	9606.ENSP00000365227	DISEASES	DOID:331	Central nervous system disease
AIF1	9606.ENSP00000365227	DISEASES	DOID:3602	Toxic encephalopathy
AIF1	9606.ENSP00000365227	DISEASES	DOID:4	Disease
AIF1	9606.ENSP00000365227	DISEASES	DOID:6713	Cerebrovascular disease
AIF1	9606.ENSP00000365227	DISEASES	DOID:7	Disease of anatomical entity
AIF1	9606.ENSP00000365227	DISEASES	DOID:863	Nervous system disease
AIF1	9606.ENSP00000365227	DISEASES	DOID:936	Brain disease
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000042	Animal
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000078	Microglia
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000089	Blood
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000099	Astrocyte
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000100	Astrocytoma cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000142	Brain
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000144	Meninx
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000227	Central nervous system
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000231	Cerebral hemisphere
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000233	Cerebral cortex
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000236	Cerebral white matter
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000239	Telencephalon
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000282	Head
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000284	Organism form
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000345	Digestive gland
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000416	Epithelium
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000445	Cerebral lobe
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000478	Forebrain
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000522	Gland
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000524	Glia
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000526	Glioma cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000570	Hematopoietic system
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000574	Hematopoietic cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000580	Blood cancer cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000601	Hippocampus
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000634	Integument
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000751	Leukocyte
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000753	Lymphoid tissue
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000759	Liver
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000771	Macroglia
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000775	Lymphocyte
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000801	Macrophage
AIF1	9606.ENSP00000365227	TISSUES	BTO:0000928	Limbic system
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001096	Lymphoid cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001271	Leukemia cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001279	Spinal cord
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001355	Temporal lobe
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001484	Nervous system
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001488	Endocrine gland
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001489	Whole body
AIF1	9606.ENSP00000365227	TISSUES	BTO:0001491	Viscus
AIF1	9606.ENSP00000365227	TISSUES	BTO:0002496	Dentate gyrus
AIF1	9606.ENSP00000365227	TISSUES	BTO:0002503	Protozoan form
AIF1	9606.ENSP00000365227	TISSUES	BTO:0002606	Glial cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0002609	Astroglial cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0003091	Urogenital system
AIF1	9606.ENSP00000365227	TISSUES	BTO:0003349	Microglial cell line
AIF1	9606.ENSP00000365227	TISSUES	BTO:0003350	BV-2 cell
AIF1	9606.ENSP00000365227	TISSUES	BTO:0003852	Astroglia
AIF1	9606.ENSP00000365227	TISSUES	BTO:0005312	Amoeba
AIF1	9606.ENSP00000365227	TISSUES	BTO:0005696	Amoeboid microglia
AIF1	9606.ENSP00000365227	TISSUES	BTO:0005810	Immune system
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0001891	Phagocytic cup
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005622	Intracellular
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005634	Nucleus
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005737	Cytoplasm
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005829	Cytosol
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005856	Cytoskeleton
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005882	Intermediate filament
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0005886	Plasma membrane
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0016020	Membrane
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0030027	Lamellipodium
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0031252	Cell leading edge
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0042995	Cell projection
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0043226	Organelle
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0043229	Intracellular organelle
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0044297	Cell body
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0045098	Type III intermediate filament
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0045111	Intermediate filament cytoskeleton
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0048471	Perinuclear region of cytoplasm
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0071944	Cell periphery
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0099080	Supramolecular complex
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0099081	Supramolecular polymer
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0099512	Supramolecular fiber
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0099513	Polymeric cytoskeletal fiber
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
AIF1	9606.ENSP00000365227	COMPARTMENTS	GOCC:0120025	Plasma membrane bounded cell projection
AIF1	9606.ENSP00000365227	Monarch	EFO:0004302	Anthropometric measurement
AIF1	9606.ENSP00000365227	Monarch	EFO:0004309	Platelet count
AIF1	9606.ENSP00000365227	Monarch	EFO:0004324	Body weights and measures
AIF1	9606.ENSP00000365227	Monarch	EFO:0004343	Waist-hip ratio
AIF1	9606.ENSP00000365227	Monarch	EFO:0004503	Hematological measurement
AIF1	9606.ENSP00000365227	Monarch	EFO:0004512	Bone measurement
AIF1	9606.ENSP00000365227	Monarch	EFO:0004584	Mean platelet volume
AIF1	9606.ENSP00000365227	Monarch	EFO:0004586	Complete blood cell count
AIF1	9606.ENSP00000365227	Monarch	EFO:0005036	Platelet measurement
AIF1	9606.ENSP00000365227	Monarch	EFO:0005093	Hip circumference
AIF1	9606.ENSP00000365227	Monarch	EFO:0006846	Autoimmune disease biomarker
AIF1	9606.ENSP00000365227	Monarch	EFO:0007788	BMI-adjusted waist-hip ratio
AIF1	9606.ENSP00000365227	Monarch	EFO:0007861	Body ratio measurement
AIF1	9606.ENSP00000365227	Monarch	EFO:0008039	BMI-adjusted hip circumference
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0007	Acetylation
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0009	Actin-binding
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0025	Alternative splicing
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0106	Calcium
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0206	Cytoskeleton
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0472	Membrane
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0479	Metal-binding
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0597	Phosphoprotein
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0677	Repeat
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0963	Cytoplasm
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-0966	Cell projection
AIF1	9606.ENSP00000365227	UniProt Keywords	KW-1003	Cell membrane
AIF1	9606.ENSP00000365227	InterPro	IPR002048	EF-hand domain
AIF1	9606.ENSP00000365227	InterPro	IPR011992	EF-hand domain pair
AIF1	9606.ENSP00000365227	InterPro	IPR042433	Allograft inflammatory factor 1
ALCAM	9606.ENSP00000305988	GO Process	GO:0000902	Cell morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0000904	Cell morphogenesis involved in differentiation
ALCAM	9606.ENSP00000305988	GO Process	GO:0002250	Adaptive immune response
ALCAM	9606.ENSP00000305988	GO Process	GO:0002376	Immune system process
ALCAM	9606.ENSP00000305988	GO Process	GO:0006935	Chemotaxis
ALCAM	9606.ENSP00000305988	GO Process	GO:0006955	Immune response
ALCAM	9606.ENSP00000305988	GO Process	GO:0007154	Cell communication
ALCAM	9606.ENSP00000305988	GO Process	GO:0007155	Cell adhesion
ALCAM	9606.ENSP00000305988	GO Process	GO:0007157	Heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
ALCAM	9606.ENSP00000305988	GO Process	GO:0007165	Signal transduction
ALCAM	9606.ENSP00000305988	GO Process	GO:0007275	Multicellular organism development
ALCAM	9606.ENSP00000305988	GO Process	GO:0007399	Nervous system development
ALCAM	9606.ENSP00000305988	GO Process	GO:0007409	Axonogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0007411	Axon guidance
ALCAM	9606.ENSP00000305988	GO Process	GO:0008045	Motor neuron axon guidance
ALCAM	9606.ENSP00000305988	GO Process	GO:0009605	Response to external stimulus
ALCAM	9606.ENSP00000305988	GO Process	GO:0009653	Anatomical structure morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0009987	Cellular process
ALCAM	9606.ENSP00000305988	GO Process	GO:0016043	Cellular component organization
ALCAM	9606.ENSP00000305988	GO Process	GO:0016049	Cell growth
ALCAM	9606.ENSP00000305988	GO Process	GO:0022008	Neurogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0023052	Signaling
ALCAM	9606.ENSP00000305988	GO Process	GO:0030030	Cell projection organization
ALCAM	9606.ENSP00000305988	GO Process	GO:0030154	Cell differentiation
ALCAM	9606.ENSP00000305988	GO Process	GO:0030182	Neuron differentiation
ALCAM	9606.ENSP00000305988	GO Process	GO:0031175	Neuron projection development
ALCAM	9606.ENSP00000305988	GO Process	GO:0031290	Retinal ganglion cell axon guidance
ALCAM	9606.ENSP00000305988	GO Process	GO:0032501	Multicellular organismal process
ALCAM	9606.ENSP00000305988	GO Process	GO:0032502	Developmental process
ALCAM	9606.ENSP00000305988	GO Process	GO:0032989	Cellular component morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0032990	Cell part morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0040007	Growth
ALCAM	9606.ENSP00000305988	GO Process	GO:0040011	Locomotion
ALCAM	9606.ENSP00000305988	GO Process	GO:0042221	Response to chemical
ALCAM	9606.ENSP00000305988	GO Process	GO:0042330	Taxis
ALCAM	9606.ENSP00000305988	GO Process	GO:0048468	Cell development
ALCAM	9606.ENSP00000305988	GO Process	GO:0048588	Developmental cell growth
ALCAM	9606.ENSP00000305988	GO Process	GO:0048589	Developmental growth
ALCAM	9606.ENSP00000305988	GO Process	GO:0048666	Neuron development
ALCAM	9606.ENSP00000305988	GO Process	GO:0048667	Cell morphogenesis involved in neuron differentiation
ALCAM	9606.ENSP00000305988	GO Process	GO:0048675	Axon extension
ALCAM	9606.ENSP00000305988	GO Process	GO:0048699	Generation of neurons
ALCAM	9606.ENSP00000305988	GO Process	GO:0048731	System development
ALCAM	9606.ENSP00000305988	GO Process	GO:0048812	Neuron projection morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0048846	Axon extension involved in axon guidance
ALCAM	9606.ENSP00000305988	GO Process	GO:0048856	Anatomical structure development
ALCAM	9606.ENSP00000305988	GO Process	GO:0048858	Cell projection morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0048869	Cellular developmental process
ALCAM	9606.ENSP00000305988	GO Process	GO:0050789	Regulation of biological process
ALCAM	9606.ENSP00000305988	GO Process	GO:0050794	Regulation of cellular process
ALCAM	9606.ENSP00000305988	GO Process	GO:0050896	Response to stimulus
ALCAM	9606.ENSP00000305988	GO Process	GO:0051716	Cellular response to stimulus
ALCAM	9606.ENSP00000305988	GO Process	GO:0060560	Developmental growth involved in morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0061564	Axon development
ALCAM	9606.ENSP00000305988	GO Process	GO:0065007	Biological regulation
ALCAM	9606.ENSP00000305988	GO Process	GO:0071840	Cellular component organization or biogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:0097485	Neuron projection guidance
ALCAM	9606.ENSP00000305988	GO Process	GO:0098609	Cell-cell adhesion
ALCAM	9606.ENSP00000305988	GO Process	GO:0098742	Cell-cell adhesion via plasma-membrane adhesion molecules
ALCAM	9606.ENSP00000305988	GO Process	GO:0120036	Plasma membrane bounded cell projection organization
ALCAM	9606.ENSP00000305988	GO Process	GO:0120039	Plasma membrane bounded cell projection morphogenesis
ALCAM	9606.ENSP00000305988	GO Process	GO:1902284	Neuron projection extension involved in neuron projection guidance
ALCAM	9606.ENSP00000305988	GO Process	GO:1990138	Neuron projection extension
ALCAM	9606.ENSP00000305988	GO Function	GO:0005102	Signaling receptor binding
ALCAM	9606.ENSP00000305988	GO Function	GO:0005488	Binding
ALCAM	9606.ENSP00000305988	GO Function	GO:0005515	Protein binding
ALCAM	9606.ENSP00000305988	GO Function	GO:0042802	Identical protein binding
ALCAM	9606.ENSP00000305988	GO Component	GO:0001772	Immunological synapse
ALCAM	9606.ENSP00000305988	GO Component	GO:0005576	Extracellular region
ALCAM	9606.ENSP00000305988	GO Component	GO:0005615	Extracellular space
ALCAM	9606.ENSP00000305988	GO Component	GO:0005886	Plasma membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0005887	Integral component of plasma membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0005925	Focal adhesion
ALCAM	9606.ENSP00000305988	GO Component	GO:0009897	External side of plasma membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0009986	Cell surface
ALCAM	9606.ENSP00000305988	GO Component	GO:0016020	Membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0016021	Integral component of membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0030054	Cell junction
ALCAM	9606.ENSP00000305988	GO Component	GO:0030055	Cell-substrate junction
ALCAM	9606.ENSP00000305988	GO Component	GO:0030424	Axon
ALCAM	9606.ENSP00000305988	GO Component	GO:0030425	Dendrite
ALCAM	9606.ENSP00000305988	GO Component	GO:0031224	Intrinsic component of membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0031226	Intrinsic component of plasma membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0031982	Vesicle
ALCAM	9606.ENSP00000305988	GO Component	GO:0036477	Somatodendritic compartment
ALCAM	9606.ENSP00000305988	GO Component	GO:0042995	Cell projection
ALCAM	9606.ENSP00000305988	GO Component	GO:0043005	Neuron projection
ALCAM	9606.ENSP00000305988	GO Component	GO:0043025	Neuronal cell body
ALCAM	9606.ENSP00000305988	GO Component	GO:0043226	Organelle
ALCAM	9606.ENSP00000305988	GO Component	GO:0043227	Membrane-bounded organelle
ALCAM	9606.ENSP00000305988	GO Component	GO:0043230	Extracellular organelle
ALCAM	9606.ENSP00000305988	GO Component	GO:0044297	Cell body
ALCAM	9606.ENSP00000305988	GO Component	GO:0065010	Extracellular membrane-bounded organelle
ALCAM	9606.ENSP00000305988	GO Component	GO:0070062	Extracellular exosome
ALCAM	9606.ENSP00000305988	GO Component	GO:0070161	Anchoring junction
ALCAM	9606.ENSP00000305988	GO Component	GO:0071944	Cell periphery
ALCAM	9606.ENSP00000305988	GO Component	GO:0097447	Dendritic tree
ALCAM	9606.ENSP00000305988	GO Component	GO:0098552	Side of membrane
ALCAM	9606.ENSP00000305988	GO Component	GO:0110165	Cellular anatomical entity
ALCAM	9606.ENSP00000305988	GO Component	GO:0120025	Plasma membrane bounded cell projection
ALCAM	9606.ENSP00000305988	GO Component	GO:1903561	Extracellular vesicle
ALCAM	9606.ENSP00000305988	STRING clusters	CL:20085	Mixed, incl. Tetraspanin/Peripherin, and Bone cancer
ALCAM	9606.ENSP00000305988	STRING clusters	CL:20174	Mixed, incl. Tetraspanin/Peripherin, and Protein tyrosine kinase collagen receptor activity
ALCAM	9606.ENSP00000305988	STRING clusters	CL:20230	Mixed, incl. Negative regulation of NK T cell activation, and Peptidoglycan transmembrane transporter activity
ALCAM	9606.ENSP00000305988	KEGG	hsa04514	Cell adhesion molecules
ALCAM	9606.ENSP00000305988	Reactome	HSA-1266738	Developmental Biology
ALCAM	9606.ENSP00000305988	Reactome	HSA-373760	L1CAM interactions
ALCAM	9606.ENSP00000305988	Reactome	HSA-422475	Axon guidance
ALCAM	9606.ENSP00000305988	Reactome	HSA-9675108	Nervous system development
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000042	Animal
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000081	Reproductive system
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000083	Female reproductive system
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000141	Bone marrow
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000142	Brain
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000174	Embryonic structure
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000203	Respiratory system
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000227	Central nervous system
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000282	Head
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000284	Organism form
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000345	Digestive gland
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000392	Plasma cell
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000449	Fetus
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000522	Gland
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000580	Blood cancer cell
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000744	Lymphocytic leukemia cell
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000759	Liver
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0000763	Lung
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0001078	Placenta
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0001271	Leukemia cell
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0001484	Nervous system
ALCAM	9606.ENSP00000305988	TISSUES	BTO:0001486	Skeletal system
