Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to12,Feature log2 fold change topic 7to12
ENSG00000154781,CCDC174,29,-0.3348,41,0.24886,75,1.47624,23,-0.9830
ENSG00000225733,FGD5-AS1,87,0.30372,101,0.48912,52,-0.5827,71,-0.1297
ENSG00000177463,NR2C2,27,-0.5187,39,0.12152,27,-0.4568,43,0.54944
ENSG00000131368,MRPS25,48,-0.5651,102,0.70320,49,-0.5025,74,0.36840
ENSG00000131381,RBSN,67,-0.0187,44,-0.6514,83,0.37060,67,-0.0446
ENSG00000131375,CAPN7,12,-0.8905,39,1.05914,27,0.49194,19,-0.1801
ENSG00000131370,SH3BP5,62,-0.9117,95,-0.1368,151,0.68802,109,0.17000
ENSG00000206562,METTL6,12,-0.6360,31,0.92705,23,0.46772,16,-0.2350
ENSG00000144597,EAF1,25,-0.3163,27,-0.1154,31,0.08298,31,0.21155
ENSG00000131373,HACL1,13,-0.2537,20,0.37922,13,-0.3206,17,0.21819
ENSG00000206560,ANKRD28,41,-0.1733,79,0.90555,46,0.03453,41,-0.2527
ENSG00000131386,GALNT15,34,1.70793,31,1.05791,6,-1.5276,8,-1.5491
ENSG00000154813,DPH3,38,0.41735,19,-0.7637,31,0.02882,29,-0.1635
ENSG00000131378,RFTN1,24,-0.9763,48,0.24215,32,-0.4441,52,0.76704
ENSG00000154822,PLCL2,25,-1.5411,53,-0.2244,84,0.55520,73,0.57240
ENSG00000131374,TBC1D5,70,0.29122,97,0.75794,66,0.16171,48,-0.6198
ENSG00000182568,SATB1,152,-0.4513,125,-0.6758,359,1.16266,170,-0.3427
ENSG00000144566,RAB5A,119,-0.0947,128,0.03820,125,0.00061,128,0.05773
ENSG00000114166,KAT2B,82,2.11395,28,-0.3240,24,-0.6120,15,-1.7765
ENSG00000151789,ZNF385D,48,-0.5838,31,-1.1647,218,2.57839,31,-1.7046
ENSG00000182247,UBE2E2,54,-0.5869,34,-1.1803,76,0.03783,91,0.64214
ENSG00000170142,UBE2E1,63,0.54712,32,-0.6480,42,-0.2236,46,-0.1651
ENSG00000197885,NKIRAS1,40,-0.8809,44,-0.6271,74,0.21124,79,0.60389
ENSG00000174748,RPL15,907,0.39604,497,-0.6229,428,-0.9126,808,0.25064
ENSG00000174738,NR1D2,50,-0.6531,70,-0.0427,74,0.03487,83,0.42996
ENSG00000151090,THRB,110,-0.7986,154,-0.1673,220,0.44668,188,0.29010
ENSG00000077092,RARB,14,-0.1915,1,-3.8240,14,-0.2026,19,0.70397
ENSG00000077097,TOP2B,133,-0.4724,156,-0.1519,269,0.81579,161,-0.1717
ENSG00000151092,NGLY1,9,-1.1943,25,0.43469,17,-0.1827,23,0.66734
ENSG00000179796,LRRC3B,22,0.67900,18,0.18235,13,-0.3668,13,-0.4405
ENSG00000033867,SLC4A7,73,0.12421,34,-1.0686,174,1.85985,37,-1.4249
ENSG00000187118,CMC1,22,-0.2074,10,-1.3643,33,0.51381,25,0.11403
ENSG00000163512,AZI2,86,0.06381,60,-0.4888,102,0.36508,79,-0.1389
ENSG00000144642,RBMS3,25,1.02312,29,1.02541,30,1.23337,3,-2.8723
ENSG00000163527,STT3B,39,-0.7259,67,0.21894,56,-0.0919,68,0.45727
ENSG00000144645,OSBPL10,11,-0.8357,32,0.92986,13,-0.4708,20,0.40010
ENSG00000152642,GPD1L,34,-0.9480,59,0.02650,50,-0.2530,73,0.73217
ENSG00000144635,DYNC1LI1,52,-0.9924,45,-1.0658,120,0.50897,107,0.54498
ENSG00000182973,CNOT10,11,-0.6091,26,0.85550,16,0.08116,15,0.02758
ENSG00000170266,GLB1,12,-0.5205,32,1.09214,13,-0.3507,17,0.07811
ENSG00000170275,CRTAP,66,0.57249,29,-0.7943,43,-0.2393,47,-0.1507
ENSG00000153558,FBXL2,19,-1.7882,63,0.20734,37,-0.6548,79,1.25191
ENSG00000153560,UBP1,49,-0.4375,83,0.44387,61,-0.0502,66,0.17648
ENSG00000163539,CLASP2,166,-0.5637,297,0.43887,226,0.00769,243,0.22470
ENSG00000170248,PDCD6IP,39,-1.0935,74,0.04762,66,-0.1486,91,0.74414
ENSG00000172995,ARPP21,169,-0.7621,259,0.00746,342,0.51012,273,0.17519
ENSG00000178567,EPM2AIP1,65,-0.6777,119,0.36303,139,0.69027,91,-0.1219
ENSG00000076242,MLH1,15,-0.2550,20,0.28197,17,-0.0113,17,0.09562
ENSG00000093167,LRRFIP2,44,-0.2680,98,1.05480,75,0.69572,39,-0.7083
ENSG00000144674,GOLGA4,370,-0.2087,575,0.52703,812,1.28043,276,-0.9999
ENSG00000144677,CTDSPL,34,0.55670,52,1.15965,24,-0.0713,17,-0.9422
ENSG00000060971,ACAA1,54,0.23047,53,0.17906,20,-1.3817,53,0.31441
ENSG00000172939,OXSR1,23,-0.3313,19,-0.5738,32,0.24857,30,0.23717
ENSG00000114742,WDR48,44,-0.4657,75,0.44745,55,-0.0378,60,0.18613
ENSG00000114745,GORASP1,28,0.03389,17,-0.7858,17,-0.8497,33,0.55851
ENSG00000144659,SLC25A38,19,-0.7240,52,0.99339,12,-1.3719,34,0.62776
ENSG00000168028,RPSA,744,0.82105,333,-0.6319,328,-0.7069,466,-0.2034
ENSG00000168314,MOBP,1055,1.86736,351,-0.4889,132,-2.0539,331,-0.9285
ENSG00000170011,MYRIP,30,-0.6063,45,0.11504,54,0.44372,43,0.09751
ENSG00000114784,EIF1B,175,-0.1412,152,-0.3398,150,-0.3877,215,0.39657
ENSG00000168032,ENTPD3,8,-1.2486,21,0.28007,25,0.63518,19,0.23453
ENSG00000188846,RPL14,827,0.75854,315,-0.9202,516,-0.1794,508,-0.3275
ENSG00000168036,CTNNB1,140,-0.2832,149,-0.1390,175,0.12163,173,0.17341
ENSG00000182606,TRAK1,63,-0.0620,57,-0.2017,57,-0.2247,70,0.22308
ENSG00000187094,CCK,873,-0.6074,961,-0.3669,404,-1.7696,1701,1.21707
ENSG00000114812,VIPR1,15,-0.8795,17,-0.5752,19,-0.4431,33,0.96247
ENSG00000093183,SEC22C,38,-0.1280,72,0.89818,38,-0.1423,38,-0.1850
ENSG00000008324,SS18L2,30,-0.6193,54,0.36075,34,-0.3664,50,0.48263
ENSG00000114857,NKTR,109,-0.4334,586,2.58644,200,0.67207,57,-1.9359
ENSG00000114853,ZBTB47,82,1.28307,36,-0.3783,51,0.17985,27,-1.2083
ENSG00000010282,HHATL,50,0.68092,57,0.75790,28,-0.4193,27,-0.6551
ENSG00000181061,HIGD1A,222,0.04486,167,-0.4024,148,-0.6416,245,0.38395
ENSG00000144647,POMGNT2,34,-0.7946,82,0.71463,34,-0.7076,63,0.58427
ENSG00000163788,SNRK,39,-0.5442,49,-0.0975,73,0.61085,52,0.00958
ENSG00000160746,ANO10,28,-0.0909,26,-0.2048,37,0.42620,28,-0.1345
ENSG00000011198,ABHD5,24,0.32269,36,0.91048,21,0.04910,16,-0.6551
ENSG00000179152,TCAIM,18,-0.0308,24,0.43567,22,0.30577,16,-0.3112
ENSG00000185219,ZNF445,15,-0.7619,53,1.41326,34,0.73144,17,-0.6361
ENSG00000186448,ZNF197,25,0.72259,18,0.02465,19,0.15793,13,-0.7181
ENSG00000163807,KIAA1143,48,0.22076,31,-0.4928,71,0.91481,33,-0.6712
ENSG00000169964,TMEM42,14,-0.6509,23,0.24311,12,-0.7617,25,0.71996
ENSG00000163812,ZDHHC3,27,-0.6570,56,0.57848,34,-0.2101,43,0.33953
ENSG00000075914,EXOSC7,20,-0.1752,23,0.06163,22,-0.0059,23,0.11161
ENSG00000249992,TMEM158,30,-0.2307,24,-0.5062,20,-0.8948,42,0.71552
ENSG00000211456,SACM1L,36,-0.8603,67,0.22046,54,-0.1260,69,0.55027
ENSG00000163818,LZTFL1,30,-0.4170,23,-0.7263,30,-0.3593,46,0.66512
ENSG00000163827,LRRC2,12,-0.7508,2,-3.1123,19,0.03104,24,0.92223
ENSG00000160799,CCDC12,45,-0.4892,53,-0.1535,53,-0.1671,69,0.47368
ENSG00000181555,SETD2,76,-0.3990,114,0.31361,202,1.47627,63,-0.9621
ENSG00000088727,KIF9,22,0.09312,8,-1.4632,19,-0.1810,23,0.32353
ENSG00000114648,KLHL18,27,-0.3652,26,-0.3568,45,0.54685,33,0.01169
ENSG00000076201,PTPN23,29,-0.2073,39,0.28487,24,-0.4997,36,0.30313
ENSG00000114650,SCAP,34,-0.6201,96,1.14947,35,-0.5276,51,0.18560
ENSG00000163832,ELP6,24,-0.3143,16,-0.8673,32,0.23117,31,0.29538
ENSG00000114646,CSPG5,130,0.25341,152,0.45184,120,0.08644,98,-0.4072
ENSG00000173473,SMARCC1,122,1.13114,68,-0.0913,114,0.82801,34,-1.6839
ENSG00000132153,DHX30,88,-0.4478,75,-0.6267,98,-0.2310,135,0.59946
ENSG00000047849,MAP4,454,0.38424,304,-0.3227,271,-0.5401,380,0.04711
ENSG00000164050,PLXNB1,59,1.60718,60,1.18782,17,-0.8810,13,-1.7708
ENSG00000232112,TMA7,619,0.59027,258,-0.8983,357,-0.4381,454,-0.0535
ENSG00000164054,SHISA5,62,-0.0845,70,0.10471,63,-0.0552,66,0.05980
ENSG00000010256,UQCRC1,158,-0.7261,206,-0.2121,183,-0.4322,298,0.77054
ENSG00000213672,NCKIPSD,41,-0.7816,49,-0.3831,40,-0.7530,84,0.99792
ENSG00000068745,IP6K2,40,-0.8566,68,0.05868,52,-0.3688,82,0.73044
ENSG00000114302,PRKAR2A,53,-0.3971,115,0.91579,92,0.61436,54,-0.4822
ENSG00000177479,ARIH2,43,-0.1425,63,0.50121,45,-0.0529,45,-0.0436
ENSG00000178467,P4HTM,58,-1.0139,144,0.54339,65,-0.7655,131,0.80552
ENSG00000178252,WDR6,44,0.05431,96,1.33013,39,-0.1662,35,-0.5516
ENSG00000178149,DALRD3,15,-0.2489,16,-0.1345,13,-0.4662,20,0.45386
ENSG00000178057,NDUFAF3,67,-0.1599,58,-0.3731,28,-1.5218,94,0.82702
ENSG00000178035,IMPDH2,42,-0.1330,50,0.17835,41,-0.1497,47,0.12047
ENSG00000198218,QRICH1,26,-1.0720,65,0.47082,38,-0.4139,60,0.71078
ENSG00000172053,QARS,29,-0.1168,35,0.20871,26,-0.3120,33,0.17943
ENSG00000172046,USP19,18,-0.6292,17,-0.6158,18,-0.6132,34,0.89992
ENSG00000172037,LAMB2,32,2.24032,32,1.46831,4,-1.6754,3,-2.7625
ENSG00000114316,USP4,42,-0.0863,51,0.22120,37,-0.3213,47,0.15741
ENSG00000067560,RHOA,207,0.38025,187,0.14537,105,-0.8056,172,0.01953
ENSG00000145022,TCTA,20,-0.0903,18,-0.1855,11,-1.0287,25,0.57453
ENSG00000145029,NICN1,28,-0.4113,49,0.49644,27,-0.4468,40,0.33602
ENSG00000173402,DAG1,47,0.59404,40,0.20394,31,-0.2122,30,-0.4464
ENSG00000164061,BSN,120,-0.3574,137,-0.0902,147,0.02497,159,0.26489
ENSG00000164062,APEH,40,-0.6215,53,-0.1007,31,-1.0076,74,0.91406
ENSG00000164068,RNF123,18,-0.3294,33,0.61960,13,-0.8199,25,0.38320
ENSG00000176095,IP6K1,50,-0.4326,103,0.79954,49,-0.4077,67,0.19838
ENSG00000164076,CAMKV,138,-0.8315,317,0.59393,127,-0.8959,273,0.73410
ENSG00000164077,MON1A,27,0.36034,18,-0.3156,16,-0.5720,23,0.07892
ENSG00000004534,RBM6,61,-0.5266,249,1.89868,105,0.44023,56,-0.9217
ENSG00000003756,RBM5,50,-0.6681,172,1.44635,81,0.19497,64,-0.3376
ENSG00000114353,GNAI2,175,0.50678,165,0.31173,104,-0.4523,122,-0.2914
ENSG00000012171,SEMA3B,35,1.57478,45,1.55640,4,-2.1919,8,-1.5937
ENSG00000114383,TUSC2,95,-0.0433,63,-0.6664,59,-0.8068,116,0.57786
ENSG00000114388,NPRL2,15,-1.0614,49,0.94706,11,-1.3878,35,0.84356
ENSG00000126062,TMEM115,15,-0.9428,23,-0.1872,13,-1.0262,35,1.14670
ENSG00000088543,C3orf18,21,0.06841,9,-1.2389,15,-0.5419,24,0.48428
ENSG00000088538,DOCK3,77,-0.9536,178,0.49302,108,-0.3271,158,0.59838
ENSG00000145050,MANF,25,-0.5130,37,0.13451,35,0.08140,37,0.26188
ENSG00000259956,RBM15B,33,0.15171,23,-0.4385,32,0.04567,30,-0.0242
ENSG00000145041,DCAF1,15,-0.2665,19,0.13225,25,0.60021,16,-0.2326
ENSG00000164080,RAD54L2,13,-0.2597,40,1.56628,15,-0.0920,13,-0.5125
ENSG00000164081,TEX264,32,0.23048,18,-0.6798,18,-0.7473,32,0.34036
ENSG00000164082,GRM2,9,-0.8226,13,-0.1136,6,-1.2259,19,1.12168
ENSG00000090097,PCBP4,48,1.02471,53,0.95174,16,-0.9588,21,-0.8738
ENSG00000248487,ABHD14A,54,-0.4786,63,-0.1658,32,-1.2484,91,0.92082
ENSG00000162244,RPL29,641,0.72358,297,-0.6480,276,-0.8180,441,-0.0677
ENSG00000164086,DUSP7,22,-0.0935,30,0.43013,21,-0.1023,22,-0.0242
ENSG00000023330,ALAS1,21,-0.8043,16,-1.1160,25,-0.4348,44,1.02545
ENSG00000247596,TWF2,32,-0.9931,42,-0.4362,35,-0.7899,77,1.15382
ENSG00000164091,WDR82,142,-0.2472,197,0.31099,177,0.15409,161,-0.0152
ENSG00000163930,BAP1,130,0.82262,84,-0.0649,67,-0.4417,74,-0.4608
ENSG00000010322,NISCH,121,-0.1334,179,0.52068,79,-0.8060,142,0.28321
ENSG00000168268,NT5DC2,20,0.64194,31,1.19623,10,-0.6345,11,-0.7597
ENSG00000168273,SMIM4,28,0.19244,28,0.19250,12,-1.2102,28,0.29239
ENSG00000163939,PBRM1,52,-0.2877,79,0.41513,110,1.11327,45,-0.7345
ENSG00000163938,GNL3,45,-0.8461,49,-0.5982,99,0.55570,81,0.34640
ENSG00000016864,GLT8D1,18,-0.9742,40,0.38314,21,-0.6627,40,0.80996
ENSG00000114902,SPCS1,107,-0.3800,99,-0.4397,101,-0.4353,158,0.61165
ENSG00000114904,NEK4,15,-0.2156,31,1.02392,15,-0.1567,15,-0.1800
ENSG00000163932,PRKCD,7,-1.1221,16,0.21587,14,-0.0311,17,0.63332
ENSG00000163931,TKT,83,-0.4442,87,-0.3022,85,-0.3608,127,0.58378
ENSG00000272886,DCP1A,20,-0.4135,58,1.39019,24,-0.0762,22,-0.3014
ENSG00000157388,CACNA1D,14,-1.2458,79,1.63807,46,0.81405,23,-0.6086
ENSG00000016391,CHDH,48,2.24022,13,-0.5897,16,-0.2943,7,-2.0808
ENSG00000113811,SELENOK,137,0.41813,66,-0.7903,102,-0.1349,108,-0.0702
ENSG00000157445,CACNA2D3,28,-0.9552,75,0.73797,37,-0.4064,56,0.52823
ENSG00000187672,ERC2,182,-0.2837,176,-0.2897,422,1.31271,162,-0.6823
ENSG00000180376,CCDC66,33,-0.4338,110,1.61423,88,1.43811,19,-1.7197
ENSG00000163946,TASOR,45,-0.0582,58,0.33908,74,0.84335,36,-0.6436
ENSG00000163947,ARHGEF3,50,-0.9352,96,0.20695,59,-0.5825,108,0.82241
ENSG00000157500,APPL1,97,-0.3127,85,-0.4650,186,0.88922,105,-0.2527
ENSG00000174840,PDE12,17,-0.5251,56,1.45007,21,-0.1463,21,-0.2318
ENSG00000168374,ARF4,52,-0.3646,50,-0.3667,29,-1.2741,83,0.90653
ENSG00000163681,SLMAP,84,-0.2425,52,-0.9189,165,1.02018,85,-0.3144
ENSG00000163686,ABHD6,23,-1.0272,39,-0.0904,25,-0.8330,56,1.08641
ENSG00000163684,RPP14,14,-0.6701,33,0.74096,35,0.91869,18,-0.4624
ENSG00000168297,PXK,77,0.28409,128,1.06720,65,-0.0336,51,-0.6584
ENSG00000168291,PDHB,47,-0.7123,76,0.11878,61,-0.2408,84,0.56312
ENSG00000168301,KCTD6,26,-0.3377,17,-0.8909,27,-0.2328,38,0.57966
ENSG00000168309,FAM107A,830,1.90121,197,-0.9832,246,-0.7013,218,-1.2782
ENSG00000144724,PTPRG,33,0.02774,69,1.20069,44,0.49864,23,-0.8727
ENSG00000114405,C3orf14,79,-0.2935,57,-0.7261,93,0.00734,105,0.38733
ENSG00000153266,FEZF2,14,-1.6832,41,0.07329,30,-0.4244,54,1.14740
ENSG00000163618,CADPS,68,-1.7000,366,1.13439,169,-0.1406,215,0.50738
ENSG00000163630,SYNPR,75,-0.6032,94,-0.1621,80,-0.4526,129,0.69049
ENSG00000163634,THOC7,130,-0.1932,61,-1.3116,166,0.25409,157,0.26830
ENSG00000163636,PSMD6,34,-0.8703,73,0.41718,41,-0.5193,69,0.67618
ENSG00000163637,PRICKLE2,71,-0.2605,86,0.09216,68,-0.2867,90,0.30770
ENSG00000151276,MAGI1,53,-0.8703,165,1.04403,130,0.73267,76,-0.3568
ENSG00000144741,SLC25A26,37,-0.0754,23,-0.8172,36,-0.1117,43,0.31533
ENSG00000144749,LRIG1,90,2.03309,71,0.98894,13,-1.7103,16,-1.8896
ENSG00000183662,TAFA1,11,-2.0112,28,-0.4223,21,-0.9414,57,1.70906
ENSG00000144747,TMF1,59,-0.7421,94,0.07925,181,1.33653,74,-0.5214
ENSG00000144744,UBA3,25,-0.8487,42,0.06259,38,-0.1315,49,0.60137
ENSG00000144746,ARL6IP5,166,-0.8904,236,-0.2261,269,-0.0232,333,0.65165
ENSG00000114541,FRMD4B,37,1.66923,18,0.00239,9,-1.0195,11,-1.1398
ENSG00000114861,FOXP1,104,-0.7010,205,0.45676,221,0.65286,147,-0.1172
ENSG00000163412,EIF4E3,61,-0.2750,66,-0.0956,38,-1.0069,87,0.67635
ENSG00000170837,GPR27,38,0.48480,21,-0.5469,18,-0.8366,32,0.13066
ENSG00000163602,RYBP,52,-0.3038,61,0.00621,87,0.63544,57,-0.1925
ENSG00000163605,PPP4R2,57,-0.6102,69,-0.2139,108,0.54947,82,0.12508
ENSG00000121440,PDZRN3,30,-0.3321,52,0.59331,41,0.22237,34,-0.1105
ENSG00000113805,CNTN3,9,-1.8069,54,1.13524,33,0.39069,29,0.22456
ENSG00000185008,ROBO2,48,-0.9423,102,0.35082,126,0.78165,81,-0.0436
ENSG00000169855,ROBO1,38,0.49608,27,-0.1048,19,-0.7220,29,-0.0338
ENSG00000175161,CADM2,297,-1.0273,455,-0.2363,752,0.63213,584,0.29637
ENSG00000083937,CHMP2B,48,-0.4677,73,0.24050,82,0.46916,62,-0.0463
ENSG00000163320,CGGBP1,56,-0.4407,70,-0.0098,67,-0.0924,80,0.36001
ENSG00000175105,ZNF654,15,-0.5698,14,-0.4999,36,1.06037,18,-0.2203
ENSG00000169379,ARL13B,15,0.21767,28,1.19933,21,0.79742,8,-1.2916
ENSG00000269028,MTRNR2L12,13191,1.78883,1194,-2.4683,11050,1.09214,1843,-2.5065
ENSG00000261292,AC110491.1,13,-0.6809,5,-1.8507,16,-0.2324,24,0.94287
ENSG00000113966,ARL6,16,-0.8618,35,0.42976,15,-0.8822,34,0.81777
ENSG00000080200,CRYBG3,24,1.07846,12,-0.2398,17,0.28936,9,-1.0941
ENSG00000170854,RIOX2,20,-0.3256,27,0.13463,23,-0.1039,27,0.24444
ENSG00000080822,CLDND1,199,0.83172,163,0.31868,54,-1.4662,122,-0.2411
ENSG00000080819,CPOX,12,-0.8628,22,0.15553,23,0.26435,22,0.34476
ENSG00000064225,ST3GAL6,7,-1.7218,61,1.88047,18,-0.2017,20,0.05368
ENSG00000057019,DCBLD2,12,-0.6667,3,-2.2640,30,1.02332,18,0.10891
ENSG00000184220,CMSS1,72,-0.5869,64,-0.6868,151,0.76633,101,0.06405
ENSG00000168386,FILIP1L,19,-0.8597,44,0.52373,52,0.90997,29,-0.2541
ENSG00000036054,TBC1D23,17,-0.9764,51,0.89123,33,0.21850,31,0.12745
ENSG00000114021,NIT2,15,-1.1827,52,0.83965,16,-1.0097,39,0.84060
ENSG00000154174,TOMM70,57,-0.9691,96,-0.0339,106,0.14552,116,0.53586
ENSG00000206535,LNP1,17,-0.3363,15,-0.4986,28,0.55161,21,0.02298
ENSG00000114354,TFG,36,-0.8164,68,0.26557,34,-0.8684,74,0.85262
ENSG00000138468,SENP7,24,-0.2025,52,1.11260,47,1.08924,16,-1.1368
ENSG00000174173,TRMT10C,36,-0.8979,47,-0.3643,83,0.58761,66,0.29654
ENSG00000081154,PCNP,136,0.16177,92,-0.4777,132,0.09216,123,-0.0497
ENSG00000066422,ZBTB11,38,-0.3348,56,0.30672,45,-0.0530,49,0.16318
ENSG00000114391,RPL24,992,0.58458,536,-0.5081,647,-0.2363,686,-0.2225
ENSG00000182504,CEP97,29,-0.4253,45,0.36122,54,0.70699,32,-0.2868
ENSG00000144815,NXPE3,42,-0.1836,79,0.86370,37,-0.3943,46,-0.0053
ENSG00000170017,ALCAM,113,-0.2816,135,0.04844,191,0.67478,120,-0.2496
ENSG00000242759,LINC00882,29,-0.4346,100,1.68521,48,0.48421,26,-0.8467
ENSG00000114439,BBX,125,0.40590,165,0.78067,117,0.24760,74,-0.7883
ENSG00000196776,CD47,105,-0.8644,250,0.61834,123,-0.5420,205,0.59711
ENSG00000114446,IFT57,36,-1.1333,41,-0.8082,83,0.32590,86,0.69583
ENSG00000198919,DZIP3,113,-0.7202,143,-0.2508,289,1.00228,160,-0.1461
ENSG00000177707,NECTIN3,19,-1.1955,52,0.50168,30,-0.4236,48,0.76258
ENSG00000240891,PLCXD2,8,-1.1549,10,-0.6626,23,0.66149,18,0.43705
ENSG00000144827,ABHD10,28,-0.9898,55,0.17457,46,-0.1233,60,0.63378
ENSG00000144834,TAGLN3,268,-1.1750,332,-0.6965,344,-0.6928,739,1.27883
ENSG00000091972,CD200,40,-1.2430,59,-0.5187,82,0.00123,107,0.89376
ENSG00000144848,ATG3,38,-0.5335,62,0.32160,44,-0.2556,58,0.39079
ENSG00000138459,SLC35A5,18,-0.6111,23,-0.1730,22,-0.2741,31,0.61105
ENSG00000091986,CCDC80,40,1.79519,15,-0.3170,22,0.29607,7,-2.0137
ENSG00000163608,NEPRO,16,-0.6972,39,0.79833,27,0.24495,23,0.00785
ENSG00000206530,CFAP44,19,-0.2733,48,1.22915,35,0.79863,16,-0.8928
ENSG00000072858,SIDT1,5,-2.5064,53,1.24698,24,-0.0437,30,0.61276
ENSG00000176542,USF3,35,-0.5136,72,0.69478,77,0.91951,38,-0.5371
ENSG00000121579,NAA50,49,-0.5176,60,-0.1206,61,-0.1106,75,0.45197
ENSG00000114573,ATP6V1A,172,-0.9785,243,-0.3140,301,0.02105,367,0.69689
ENSG00000184307,ZDHHC23,9,-1.6175,39,0.76992,30,0.39117,27,0.34799
ENSG00000163617,CCDC191,19,0.26433,15,-0.1693,35,1.41072,9,-1.2766
ENSG00000181722,ZBTB20,258,2.03437,122,0.14305,136,0.35420,28,-2.7692
ENSG00000172020,GAP43,1972,0.38849,518,-1.7325,1950,0.32434,1523,-0.1772
ENSG00000185565,LSAMP,321,-0.2385,214,-0.8171,612,0.95638,329,-0.2833
ENSG00000113845,TIMMDC1,40,0.10687,15,-1.4173,27,-0.5631,45,0.48768
ENSG00000138495,COX17,217,0.42245,98,-0.9007,147,-0.2968,177,0.02750
ENSG00000082701,GSK3B,78,-0.5235,81,-0.3791,124,0.32496,113,0.26677
ENSG00000163428,LRRC58,57,0.14479,65,0.31823,65,0.34640,45,-0.4291
ENSG00000163430,FSTL1,25,1.37878,19,0.53278,17,0.38743,5,-1.8935
ENSG00000065518,NDUFB4,209,-0.0556,129,-0.7871,189,-0.2190,241,0.35075
ENSG00000144840,RABL3,26,0.13053,33,0.47587,13,-0.9434,25,0.15140
ENSG00000145087,STXBP5L,62,-1.2671,97,-0.4229,207,0.88666,139,0.25978
ENSG00000173230,GOLGB1,358,-0.8051,545,-0.0400,1172,1.42376,458,-0.5289
ENSG00000173226,IQCB1,14,-0.9602,12,-1.0126,42,1.04612,25,0.10586
ENSG00000163406,SLC15A2,26,1.42389,23,0.80965,10,-0.5821,7,-1.4160
ENSG00000114023,FAM162A,104,-0.2002,127,0.14560,96,-0.3068,126,0.25786
ENSG00000114030,KPNA1,54,-0.9516,130,0.54431,120,0.47092,96,0.10912
ENSG00000173175,ADCY5,46,0.57362,32,-0.1336,21,-0.7947,34,-0.0662
ENSG00000206527,HACD2,31,-0.5976,45,0.02953,40,-0.1640,51,0.48408
ENSG00000065534,MYLK,81,1.33845,47,0.10935,41,-0.1240,26,-1.2345
ENSG00000175455,CCDC14,23,-0.8678,167,2.69010,43,0.24241,21,-1.3307
ENSG00000160145,KALRN,145,-0.6265,260,0.38476,191,-0.1111,229,0.34842
ENSG00000082781,ITGB5,31,2.13290,22,0.86848,9,-0.6409,4,-2.5008
ENSG00000163848,ZNF148,71,-0.5268,82,-0.2272,153,0.88954,89,-0.1750
ENSG00000114520,SNX4,29,-0.6422,24,-0.8518,53,0.42344,47,0.37468
ENSG00000114544,SLC41A3,60,-0.3962,65,-0.2107,54,-0.5226,89,0.60223
ENSG00000144908,ALDH1L1,57,2.05709,42,0.87098,10,-1.3873,10,-1.9524
ENSG00000159685,CHCHD6,58,-0.1756,43,-0.6092,35,-0.9892,80,0.73300
ENSG00000114554,PLXNA1,23,-0.7193,53,0.71122,28,-0.3022,38,0.36266
ENSG00000163870,TPRA1,14,-0.3364,21,0.42319,15,-0.1893,17,0.19225
ENSG00000114631,PODXL2,74,-0.5701,105,0.05219,87,-0.2649,119,0.51207
ENSG00000114626,ABTB1,46,-0.3076,60,0.15642,38,-0.5873,63,0.45587
ENSG00000074416,MGLL,216,0.42379,122,-0.5617,233,0.51453,144,-0.5204
ENSG00000058262,SEC61A1,35,0.08859,46,0.50915,24,-0.5712,34,0.02948
ENSG00000175792,RUVBL1,11,-0.7847,16,-0.1780,17,-0.0896,22,0.61688
ENSG00000163902,RPN1,79,-0.6520,86,-0.4326,87,-0.4463,144,0.79202
ENSG00000075785,RAB7A,142,-0.5290,162,-0.2428,139,-0.5242,235,0.69965
ENSG00000177646,ACAD9,14,-1.0218,64,1.47266,15,-0.9056,29,0.35412
ENSG00000240682,ISY1,22,-0.1804,23,-0.0807,35,0.66481,22,-0.2731
ENSG00000169714,CNBP,183,-0.0645,133,-0.5523,167,-0.2173,210,0.30788
ENSG00000181789,COPG1,48,-1.0760,57,-0.6869,68,-0.4480,122,1.10180
ENSG00000183624,HMCES,37,-0.1009,39,-0.0212,43,0.13864,40,0.00134
ENSG00000184897,H1FX,145,-0.3087,202,0.26500,133,-0.4277,191,0.34808
ENSG00000129071,MBD4,35,-0.7132,61,0.25518,71,0.55907,52,0.03208
ENSG00000163913,IFT122,24,-0.5497,25,-0.4133,25,-0.4860,41,0.74107
ENSG00000004399,PLXND1,27,0.43613,23,0.06056,13,-0.8564,22,0.01795
ENSG00000172765,TMCC1,38,-0.4415,68,0.54155,62,0.43923,46,-0.1575
ENSG00000196455,PIK3R4,12,-1.2937,32,0.36009,20,-0.3639,32,0.83833
ENSG00000017260,ATP2C1,51,-1.2012,157,0.69908,81,-0.3831,124,0.65635
ENSG00000114670,NEK11,13,-0.8303,4,-2.3556,41,1.28231,21,-0.0148
ENSG00000198585,NUDT16,87,0.43211,44,-0.7033,77,0.18357,63,-0.2789
ENSG00000114686,MRPL3,28,-0.9898,53,0.12454,38,-0.4398,63,0.81514
ENSG00000196353,CPNE4,17,-1.6926,20,-1.2749,46,-0.0408,66,1.27455
ENSG00000138246,DNAJC13,32,-0.2457,27,-0.4440,56,0.77354,34,-0.2131
ENSG00000081307,UBA5,33,-0.6558,34,-0.5170,49,0.07262,56,0.53623
