Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000145050,MANF,16,0.13090,31,1.27377,16,0.16714,4,-2.0318,10,-0.6542
ENSG00000259956,RBM15B,16,-0.5011,13,-0.7510,26,0.35735,55,1.73454,12,-0.9502
ENSG00000145041,DCAF1,16,0.15744,7,-1.0510,21,0.60776,1,-3.6249,20,0.65604
ENSG00000164080,RAD54L2,23,-0.1052,12,-1.0690,28,0.29295,27,0.20626,27,0.27736
ENSG00000164081,TEX264,23,0.57164,17,-0.1158,24,0.45782,0,-6.0586,18,-0.0311
ENSG00000164082,GRM2,19,1.82621,0,-5.1465,23,1.44602,0,-5.2539,1,-3.3427
ENSG00000090097,PCBP4,35,-0.7754,38,-0.4602,26,-1.0290,43,-0.2558,96,1.43534
ENSG00000248487,ABHD14A,26,0.27400,29,0.33482,47,1.23609,15,-0.7362,9,-1.6484
ENSG00000162244,RPL29,221,-0.4239,362,0.50799,108,-1.4279,365,0.52292,323,0.37222
ENSG00000164086,DUSP7,28,-0.1675,31,0.05881,33,0.17517,27,-0.1871,32,0.16382
ENSG00000023330,ALAS1,10,-0.5385,18,0.50532,34,1.64193,8,-0.8728,8,-0.8249
ENSG00000247596,TWF2,28,0.61605,47,1.32638,31,0.56909,0,-6.3339,7,-1.9280
ENSG00000164091,WDR82,191,0.56575,165,0.13524,289,1.11833,41,-2.0175,75,-1.2461
ENSG00000163930,BAP1,105,0.96228,62,-0.2770,100,0.52215,47,-0.7181,31,-1.4998
ENSG00000010322,NISCH,72,0.16910,63,-0.0836,123,1.05661,53,-0.3760,40,-0.9162
ENSG00000163939,PBRM1,37,-1.6110,113,0.46194,93,0.12985,105,0.32482,133,0.90590
ENSG00000163938,GNL3,26,-1.2063,72,0.66282,104,1.35469,60,0.35526,36,-0.5344
ENSG00000016864,GLT8D1,15,-0.6449,21,-0.0002,20,-0.0367,67,2.19226,6,-1.9294
ENSG00000114902,SPCS1,80,-0.2357,137,0.73194,100,0.19887,121,0.52469,56,-0.8144
ENSG00000114904,NEK4,13,0.05644,18,0.64774,23,1.05633,0,-5.5247,10,-0.4081
ENSG00000272573,MUSTN1,24,-0.1787,91,2.38845,1,-4.4169,15,-0.8459,15,-0.9704
ENSG00000163935,SFMBT1,10,-0.4824,15,0.21281,16,0.38435,0,-5.5706,21,0.98411
ENSG00000163931,TKT,52,-0.3221,81,0.47207,68,0.19832,122,1.22663,29,-1.3039
ENSG00000272886,DCP1A,21,-0.3690,57,1.50937,31,0.38642,2,-3.2672,22,-0.2267
ENSG00000157388,CACNA1D,28,-0.4095,35,0.03415,108,2.15515,1,-4.5216,23,-0.7421
ENSG00000016391,CHDH,25,-0.8158,23,-0.7667,10,-2.0514,138,2.57896,26,-0.6568
ENSG00000113811,SELENOK,84,-0.1182,208,1.52372,52,-0.8459,70,-0.3932,64,-0.5918
ENSG00000157445,CACNA2D3,20,-0.4286,31,0.37501,83,2.33985,0,-6.3639,11,-1.3741
ENSG00000187672,ERC2,254,0.22212,182,-0.3883,437,1.10899,163,-0.5681,154,-0.7393
ENSG00000180376,CCDC66,45,-1.1895,79,-0.0519,97,0.29593,24,-1.8610,157,1.49003
ENSG00000163946,TASOR,52,-0.9068,72,-0.1751,73,-0.1390,122,0.72159,109,0.62654
ENSG00000163947,ARHGEF3,35,0.73739,23,-0.2120,54,1.28495,0,-5.0750,13,-1.1871
ENSG00000157500,APPL1,98,-0.3962,85,-0.5132,152,0.43065,167,0.59643,120,0.05173
ENSG00000174840,PDE12,12,-1.1470,27,0.41439,27,0.38829,45,1.29922,18,-0.3330
ENSG00000168374,ARF4,31,-0.5329,76,1.11294,59,0.65416,43,0.09711,25,-0.8648
ENSG00000163681,SLMAP,75,-0.8876,99,-0.2298,131,0.22049,181,0.78398,140,0.40633
ENSG00000136068,FLNB,17,-0.5273,7,-1.6602,13,-0.8644,18,-0.3524,44,1.52396
ENSG00000163686,ABHD6,18,-0.8940,41,0.64083,39,0.55382,15,-0.9481,37,0.57284
ENSG00000163684,RPP14,18,0.63201,6,-1.3531,35,1.60021,0,-5.7272,9,-0.8040
ENSG00000168297,PXK,38,-2.7149,29,-2.7125,41,-2.1991,78,-1.2410,553,3.65609
ENSG00000168291,PDHB,27,-0.9406,50,0.27650,64,0.70008,91,1.34565,27,-0.8115
ENSG00000168301,KCTD6,15,-0.7047,26,0.30234,23,0.15847,44,1.27389,16,-0.5363
ENSG00000168309,FAM107A,645,-0.0265,548,-0.2837,155,-2.2221,682,0.07277,950,0.77957
ENSG00000144724,PTPRG,33,-0.4763,101,1.61872,56,0.51790,35,-0.2696,19,-1.3174
ENSG00000114405,C3orf14,45,-0.2742,121,1.53553,78,0.72264,37,-0.5245,19,-1.6766
ENSG00000153266,FEZF2,13,-0.6888,25,0.56526,36,1.19692,44,1.60775,0,-6.2945
ENSG00000163618,CADPS,85,-0.4434,120,0.24042,313,2.07684,92,-0.1913,25,-2.3289
ENSG00000163630,SYNPR,78,0.69918,96,0.83601,131,1.42317,6,-3.3792,3,-4.6823
ENSG00000163634,THOC7,57,-0.4653,141,1.21796,92,0.45592,99,0.57547,30,-1.4567
ENSG00000163635,ATXN7,17,-0.2724,23,0.33537,22,0.25655,24,0.36848,16,-0.2927
ENSG00000163636,PSMD6,16,-1.3466,78,1.63252,44,0.56557,51,0.81163,16,-1.1943
ENSG00000163637,PRICKLE2,54,-0.0035,102,1.09881,113,1.28677,14,-2.0876,22,-1.5800
ENSG00000163638,ADAMTS9,16,-0.2511,12,-0.6374,5,-1.8100,16,-0.2333,32,1.19722
ENSG00000151276,MAGI1,88,0.07537,81,-0.0884,170,1.20548,24,-1.9297,72,-0.3240
ENSG00000144749,LRIG1,53,-1.6525,194,0.74202,23,-2.5831,571,3.19951,28,-2.4887
ENSG00000172340,SUCLG2,23,-0.9747,50,0.50358,9,-2.1901,123,2.30738,22,-0.8825
ENSG00000183662,TAFA1,18,0.29449,33,1.26485,37,1.48995,0,-5.8621,2,-3.3472
ENSG00000144747,TMF1,52,-1.0858,106,0.30797,105,0.27835,78,-0.2030,132,0.82498
ENSG00000144744,UBA3,20,-0.9905,69,1.35218,44,0.51001,28,-0.2006,28,-0.2308
ENSG00000144746,ARL6IP5,91,-1.0440,217,0.60437,235,0.75078,169,0.17793,160,0.10019
ENSG00000114541,FRMD4B,11,-3.5282,10,-3.1872,7,-3.6538,32,-1.5547,303,4.42598
ENSG00000187098,MITF,6,-2.1006,11,-0.8296,9,-1.0782,34,0.98590,40,1.69445
ENSG00000114861,FOXP1,148,-0.2801,200,0.28796,357,1.33793,38,-2.2725,152,-0.1848
ENSG00000163412,EIF4E3,44,0.42364,39,0.08737,55,0.68679,8,-2.1953,30,-0.3695
ENSG00000170837,GPR27,26,0.48674,33,0.71303,16,-0.4506,20,-0.1348,12,-0.9896
ENSG00000163602,RYBP,37,-1.2037,69,0.03689,79,0.24831,50,-0.4748,116,1.16205
ENSG00000163605,PPP4R2,72,-0.6073,89,-0.1040,127,0.47956,82,-0.2447,125,0.53986
ENSG00000121440,PDZRN3,23,0.66830,28,0.84251,21,0.31139,12,-0.5588,4,-2.1695
ENSG00000113805,CNTN3,16,0.74224,7,-0.9021,28,1.48286,0,-5.4950,7,-1.0391
ENSG00000185008,ROBO2,50,-0.3283,105,1.04365,164,1.94425,30,-1.0286,6,-3.4818
ENSG00000169855,ROBO1,22,-0.8255,45,0.51783,34,0.05703,24,-0.5184,47,0.73725
ENSG00000175161,CADM2,343,-0.3398,548,0.53248,702,0.97691,362,-0.1608,279,-0.6584
ENSG00000083937,CHMP2B,38,-1.0778,124,1.14988,75,0.24673,86,0.48370,58,-0.1866
ENSG00000163320,CGGBP1,40,-0.4378,52,0.10983,80,0.85929,53,0.15843,42,-0.2738
ENSG00000175105,ZNF654,16,-0.7402,40,0.90322,37,0.78093,0,-6.4222,31,0.53803
ENSG00000169379,ARL13B,13,-1.0779,29,0.38307,24,0.06152,22,-0.0906,35,0.83940
ENSG00000269028,MTRNR2L12,12173,1.10563,8396,0.05922,2606,-1.7693,2594,-1.7764,7344,-0.1856
ENSG00000113966,ARL6,16,1.21609,0,-4.1236,25,1.57677,0,-5.2676,4,-1.4746
ENSG00000080200,CRYBG3,22,-1.8804,62,0.04388,21,-1.6279,57,-0.0820,137,1.98225
ENSG00000170854,RIOX2,14,-0.7441,6,-1.7596,22,0.15987,54,1.75827,19,-0.1393
ENSG00000080822,CLDND1,96,-2.4082,141,-1.4578,88,-2.1578,386,0.13346,974,2.68916
ENSG00000080819,CPOX,9,-1.7000,13,-0.8087,21,-0.1315,26,0.24912,46,1.63236
ENSG00000064225,ST3GAL6,13,-0.5912,30,0.95351,28,0.84041,4,-2.1862,18,0.10838
ENSG00000057019,DCBLD2,16,0.35407,12,-0.2080,24,1.00912,0,-5.6471,12,-0.1603
ENSG00000184220,CMSS1,45,-0.6275,141,1.53814,65,0.13863,71,0.27830,34,-0.9927
ENSG00000036054,TBC1D23,26,-0.2553,49,0.92502,39,0.52937,0,-6.5542,32,0.21993
ENSG00000154174,TOMM70,52,-0.4537,103,0.81952,136,1.32805,65,0.02587,26,-1.5364
ENSG00000114354,TFG,29,-0.9554,47,0.06061,53,0.24715,114,1.66156,32,-0.6243
ENSG00000138468,SENP7,25,-1.1212,84,1.12089,21,-1.1967,18,-1.3703,78,1.21208
ENSG00000174173,TRMT10C,24,-0.5294,82,1.81352,60,1.18672,7,-2.2862,12,-1.6134
ENSG00000081154,PCNP,91,-0.3829,171,0.77685,108,-0.0133,100,-0.1402,109,-0.0038
ENSG00000066422,ZBTB11,36,-0.6456,80,0.82225,97,1.18921,32,-0.6852,38,-0.4713
ENSG00000114391,RPL24,381,-0.4715,918,1.16148,266,-0.9190,667,0.57900,397,-0.3292
ENSG00000182504,CEP97,18,-1.8127,65,0.54650,46,-0.0503,33,-0.5940,90,1.43367
ENSG00000144815,NXPE3,38,-1.0161,25,-1.4179,61,-0.0350,19,-1.8236,140,1.92880
ENSG00000170017,ALCAM,65,-2.1240,193,-0.0786,126,-0.7565,340,0.89502,382,1.42313
ENSG00000242759,LINC00882,39,-0.1551,20,-1.1033,73,0.98212,0,-7.2326,61,0.79519
ENSG00000243701,DUBR,10,-1.4144,7,-1.5384,17,-0.2824,4,-2.5438,54,2.41736
ENSG00000114439,BBX,91,-1.7091,162,-0.4953,107,-1.1343,292,0.48147,462,1.73251
ENSG00000196776,CD47,70,-0.3308,112,0.52547,159,1.17021,24,-1.8700,74,-0.1944
ENSG00000114446,IFT57,32,-0.2820,83,1.43478,62,0.89746,15,-1.4082,19,-1.1609
ENSG00000163507,CIP2A,8,-1.0670,17,0.29640,29,1.17136,1,-3.8330,22,0.84659
ENSG00000198919,DZIP3,117,-0.5903,261,0.90556,190,0.34351,201,0.43969,116,-0.5240
ENSG00000177707,NECTIN3,18,-0.8916,71,1.69911,35,0.36818,11,-1.3846,26,-0.1485
ENSG00000144827,ABHD10,37,0.23317,26,-0.3968,68,1.24856,26,-0.3753,18,-1.0834
ENSG00000144834,TAGLN3,178,0.53217,129,-0.1758,425,2.03440,19,-3.0564,21,-3.1126
ENSG00000091972,CD200,54,-0.2257,94,0.77294,148,1.64370,35,-0.8363,19,-1.9000
ENSG00000144848,ATG3,25,-1.5617,89,0.75436,38,-0.6501,64,0.19386,94,1.07781
ENSG00000138459,SLC35A5,15,-0.9545,56,1.55149,14,-0.8476,12,-1.0138,31,0.55553
ENSG00000091986,CCDC80,18,-2.0251,2,-4.4538,11,-2.4398,260,3.37618,52,-0.0615
ENSG00000163608,NEPRO,16,-0.2613,19,0.02490,23,0.39150,17,-0.1817,20,0.14874
ENSG00000206530,CFAP44,21,-0.7007,9,-1.7594,44,0.69026,0,-6.7375,59,1.59205
ENSG00000176542,USF3,43,-0.3912,46,-0.1682,82,0.79950,49,-0.0732,52,0.03548
ENSG00000121579,NAA50,38,0.02705,53,0.59185,47,0.40082,32,-0.2474,26,-0.6288
ENSG00000114573,ATP6V1A,120,-0.1952,193,0.65861,335,1.71841,95,-0.5099,32,-2.3547
ENSG00000178075,GRAMD1C,15,-0.7004,39,1.07371,10,-1.1321,65,2.14122,4,-2.6212
ENSG00000184307,ZDHHC23,17,0.58929,6,-1.0795,44,2.28108,0,-5.6199,2,-2.6766
ENSG00000163617,CCDC191,19,-1.1819,29,-0.3128,24,-0.6009,5,-2.7531,82,2.05588
ENSG00000181722,ZBTB20,118,-1.8110,220,-0.5238,39,-3.1327,1074,2.46451,373,0.40835
ENSG00000172020,GAP43,977,0.76573,1139,0.77389,1373,1.11710,169,-2.2520,95,-3.2872
ENSG00000185565,LSAMP,324,-0.1411,422,0.33952,406,0.27589,619,1.02030,168,-1.2565
ENSG00000113845,TIMMDC1,19,-0.9079,42,0.55456,30,-0.0079,26,-0.2427,43,0.70554
ENSG00000138495,COX17,37,-0.4556,183,2.76069,30,-0.7067,7,-2.8600,19,-1.5226
ENSG00000082701,GSK3B,66,-0.0131,84,0.37478,139,1.28927,36,-0.9613,38,-0.9901
ENSG00000163428,LRRC58,35,-1.7056,109,0.42710,60,-0.5500,221,1.75275,91,0.14733
ENSG00000163430,FSTL1,25,-0.6516,49,0.60320,8,-2.2569,137,2.78985,2,-4.0803
ENSG00000065518,NDUFB4,68,-0.8730,327,2.18849,63,-0.7824,154,0.67408,40,-1.6411
ENSG00000144840,RABL3,24,-0.2062,34,0.42298,20,-0.4226,64,1.59164,10,-1.5876
ENSG00000145087,STXBP5L,91,-0.3096,143,0.52937,332,2.20404,44,-1.3609,22,-2.5676
ENSG00000173230,GOLGB1,413,-0.8943,494,-0.4059,718,0.20585,629,-0.0145,999,0.95955
ENSG00000173226,IQCB1,17,0.14026,21,0.45962,24,0.69139,8,-1.0370,11,-0.5522
ENSG00000163406,SLC15A2,26,-0.7532,71,1.13909,4,-3.3499,141,2.65711,1,-4.9944
ENSG00000114023,FAM162A,74,0.00506,148,1.23531,73,-0.0072,101,0.53211,22,-2.0018
ENSG00000114030,KPNA1,60,-0.3292,71,0.02106,98,0.55899,94,0.48105,59,-0.3259
ENSG00000173193,PARP14,23,-0.2346,34,0.48746,1,-4.5364,42,0.86097,29,0.24578
ENSG00000173175,ADCY5,43,0.49176,30,-0.2608,44,0.35411,3,-3.6934,38,0.15391
ENSG00000206527,HACD2,44,-0.5981,68,0.26218,74,0.39923,62,0.09769,65,0.21338
ENSG00000065534,MYLK,62,-1.2133,155,0.52491,32,-1.9479,291,1.72620,121,0.13002
ENSG00000175455,CCDC14,27,-1.6678,39,-0.8139,87,0.49079,109,0.89574,101,0.93257
ENSG00000160145,KALRN,120,0.08948,174,0.70349,319,1.88160,32,-1.9551,19,-2.9546
ENSG00000082781,ITGB5,19,-1.0701,100,2.06107,3,-3.2706,73,1.41180,15,-1.3696
ENSG00000173706,HEG1,14,-1.3456,61,1.40604,0,-5.4099,38,0.52900,40,0.75572
ENSG00000163848,ZNF148,70,-0.7687,108,0.10569,126,0.36350,155,0.71478,106,0.08446
ENSG00000114520,SNX4,24,-0.8345,62,0.95200,59,0.83733,27,-0.4260,33,-0.1398
ENSG00000144909,OSBPL11,17,-1.8867,48,0.08987,7,-2.7008,236,3.64624,12,-2.2492
ENSG00000114544,SLC41A3,36,-0.0286,74,1.26896,68,1.08899,25,-0.5877,7,-2.5551
ENSG00000144908,ALDH1L1,48,0.45238,37,-0.1284,16,-1.4356,87,1.38361,18,-1.4038
ENSG00000159685,CHCHD6,22,0.75523,12,-0.5689,29,0.93586,0,-5.9355,13,-0.4879
ENSG00000114554,PLXNA1,45,0.67142,26,-0.4139,72,1.30744,16,-1.1956,13,-1.6739
ENSG00000163870,TPRA1,19,0.31045,13,-0.3600,13,-0.4473,0,-5.8454,26,0.85356
ENSG00000114631,PODXL2,88,0.88127,41,-0.6811,98,0.75762,12,-2.4732,43,-0.6662
ENSG00000114626,ABTB1,42,0.21940,50,0.43241,59,0.71618,24,-0.7193,24,-0.8377
ENSG00000074416,MGLL,202,0.52620,193,0.27529,135,-0.3132,280,0.93170,47,-2.1078
ENSG00000058262,SEC61A1,33,-0.5983,64,0.63992,34,-0.4134,73,0.89084,40,-0.1761
ENSG00000163902,RPN1,24,-0.8946,36,-0.0757,51,0.52862,49,0.43190,46,0.39127
ENSG00000075785,RAB7A,104,-0.4320,201,0.78664,132,0.07083,167,0.46861,101,-0.4246
ENSG00000177646,ACAD9,11,-0.8238,4,-2.0253,24,0.57091,48,1.94749,12,-0.5770
ENSG00000240682,ISY1,17,-0.6404,39,0.85037,40,0.91161,9,-1.4207,24,0.03655
ENSG00000273437,AC108673.3,14,0.62316,12,0.17319,12,0.14065,0,-5.3670,11,-0.0664
ENSG00000169714,CNBP,95,-0.8368,270,1.12055,121,-0.2584,292,1.27078,84,-0.9342
ENSG00000181789,COPG1,32,-0.0134,15,-1.2098,75,1.49761,40,0.33876,16,-1.1760
ENSG00000183624,HMCES,24,0.08574,53,1.50608,30,0.48763,0,-6.3787,14,-0.8757
ENSG00000184897,H1FX,121,0.00735,156,0.42579,164,0.51838,102,-0.2745,90,-0.5323
ENSG00000129071,MBD4,29,-0.9181,48,0.09578,56,0.36091,24,-1.0105,74,1.03195
ENSG00000163913,IFT122,23,-0.0916,27,0.18856,38,0.79253,36,0.70333,10,-1.3921
ENSG00000004399,PLXND1,41,0.45645,45,0.47670,26,-0.3897,14,-1.3292,31,-0.1540
ENSG00000172765,TMCC1,36,-0.0005,28,-0.3885,46,0.40392,17,-1.1824,44,0.42066
ENSG00000017260,ATP2C1,66,-0.2496,100,0.51829,140,1.11359,43,-0.8582,55,-0.5489
ENSG00000114670,NEK11,14,-0.7935,23,0.22824,24,0.24543,22,0.12398,26,0.49733
ENSG00000198585,NUDT16,57,-0.2583,36,-0.9250,53,-0.3051,39,-0.7827,107,1.09357
ENSG00000114686,MRPL3,15,-0.7462,32,0.61089,40,1.03051,21,-0.0777,19,-0.3064
ENSG00000196353,CPNE4,49,1.70418,8,-1.8819,67,1.57675,0,-6.6606,0,-8.5751
ENSG00000138246,DNAJC13,33,-0.3465,57,0.65046,49,0.38813,17,-1.3018,44,0.25057
ENSG00000240303,ACAD11,9,-1.3546,34,1.16715,24,0.51583,3,-2.3335,26,0.81654
ENSG00000081307,UBA5,29,0.10764,42,0.73055,34,0.36896,18,-0.6400,19,-0.6419
ENSG00000113971,NPHP3,19,-1.2531,58,0.81427,8,-2.1818,8,-2.2109,77,1.80281
ENSG00000144868,TMEM108,17,0.55487,16,0.26537,21,0.80291,0,-5.6141,9,-0.5778
ENSG00000091527,CDV3,85,-0.1185,98,0.14583,95,0.09038,31,-1.6613,119,0.57850
ENSG00000163781,TOPBP1,17,-1.1390,45,0.69190,51,0.90127,49,0.80882,23,-0.5295
ENSG00000091513,TF,42,-3.6848,54,-2.8717,19,-4.3496,257,-0.5311,1199,3.97043
ENSG00000144867,SRPRB,22,-0.1446,30,0.40436,45,1.15722,7,-1.8798,19,-0.3249
ENSG00000154917,RAB6B,322,0.56248,354,0.54575,604,1.54211,52,-2.4606,39,-3.0555
ENSG00000163785,RYK,21,-0.8851,43,0.44178,21,-0.7291,85,1.71412,25,-0.4714
ENSG00000114019,AMOTL2,14,-2.2708,47,-0.0714,14,-1.8964,5,-3.3947,142,2.94313
ENSG00000129055,ANAPC13,52,0.21973,73,0.74645,44,-0.1021,86,1.04853,9,-2.6691
ENSG00000182923,CEP63,49,-0.7878,103,0.60806,75,0.06799,45,-0.7605,103,0.72527
ENSG00000154928,EPHB1,47,0.09584,97,1.33471,22,-1.1482,75,0.86616,14,-1.9929
ENSG00000073711,PPP2R3A,15,-1.1539,22,-0.2998,28,0.06512,6,-2.2243,57,1.72332
ENSG00000114054,PCCB,10,-1.2661,45,1.49528,17,-0.2029,20,0.01477,22,0.19870
ENSG00000118007,STAG1,20,-0.5017,31,0.33771,31,0.35020,4,-2.7510,38,0.84559
ENSG00000114098,ARMC8,26,-0.1252,38,0.52864,55,1.18992,8,-1.8366,21,-0.5070
ENSG00000158186,MRAS,88,0.23654,76,-0.0657,102,0.42944,100,0.39115,46,-0.9561
ENSG00000114107,CEP70,21,-1.2247,59,0.69078,44,0.18128,80,1.25825,34,-0.2899
ENSG00000051382,PIK3CB,56,0.17996,71,0.53121,86,0.86643,26,-1.0594,32,-0.8789
ENSG00000175110,MRPS22,11,-0.6246,34,1.45331,25,0.91266,8,-0.9428,9,-0.8337
ENSG00000184432,COPB2,28,-0.3181,59,1.00832,49,0.69206,3,-3.6053,33,0.02113
ENSG00000114115,RBP1,45,0.24801,40,-0.0010,7,-2.5169,66,0.83494,37,-0.1454
ENSG00000163864,NMNAT3,10,-0.6818,0,-5.0758,37,1.67411,5,-1.7086,22,0.80822
ENSG00000158258,CLSTN2,68,-0.2502,46,-0.7979,311,2.85987,21,-1.9972,13,-2.8186
ENSG00000114120,SLC25A36,89,-0.2403,73,-0.4814,187,1.11473,103,0.06994,80,-0.3822
ENSG00000155893,PXYLP1,18,1.03758,4,-1.7226,19,0.79679,5,-1.4034,7,-0.8448
ENSG00000177311,ZBTB38,71,-1.0195,198,0.89543,135,0.22803,140,0.28465,127,0.15092
ENSG00000155903,RASA2,27,-0.6342,63,0.90442,71,1.11846,41,0.18133,20,-1.1062
ENSG00000114125,RNF7,33,-0.0626,81,1.56791,32,-0.0869,14,-1.3749,22,-0.7351
ENSG00000069849,ATP1B3,72,0.11161,134,1.17377,114,0.86350,16,-2.1953,34,-1.2037
ENSG00000114126,TFDP2,46,-0.1671,65,0.47058,40,-0.3161,49,-0.0048,51,0.06791
ENSG00000175066,GK5,19,-0.7155,29,0.12132,33,0.34621,20,-0.4154,37,0.67577
ENSG00000114127,XRN1,37,-0.9698,109,1.04385,59,-0.0257,22,-1.5715,89,0.81134
ENSG00000175054,ATR,16,-1.0182,51,1.13711,50,1.09657,25,-0.0991,19,-0.5957
ENSG00000144935,TRPC1,20,-0.6777,36,0.47684,33,0.32043,58,1.32430,16,-0.9571
ENSG00000163714,U2SURP,154,-1.2035,269,-0.0640,263,-0.0996,197,-0.5610,523,1.39529
ENSG00000175040,CHST2,17,-0.5567,47,1.33127,26,0.27204,41,1.07349,6,-2.2011
ENSG00000181744,DIPK2A,15,-0.5100,42,1.33144,23,0.26883,0,-6.1641,23,0.29529
ENSG00000152952,PLOD2,12,-1.9089,65,1.12062,30,-0.2029,109,2.20478,16,-1.3204
ENSG00000114698,PLSCR4,30,-1.4569,44,-0.5708,23,-1.5897,298,3.30160,26,-1.5409
ENSG00000163754,GYG1,23,-0.7295,49,0.70836,33,0.00585,87,1.79646,11,-1.7894
ENSG00000071794,HLTF,49,-0.8069,130,1.03177,85,0.27637,94,0.45891,59,-0.3532
ENSG00000018408,WWTR1,36,-0.3028,60,0.63521,5,-3.0824,19,-1.2378,69,1.10435
ENSG00000114744,COMMD2,19,-0.1629,23,0.17420,26,0.42177,0,-6.2373,29,0.69027
ENSG00000082996,RNF13,38,-1.8335,57,-0.8891,60,-0.8151,234,1.54334,165,1.09095
ENSG00000070087,PFN2,177,0.01436,207,0.27755,297,0.90827,222,0.39265,74,-1.4957
ENSG00000196428,TSC22D2,50,-0.1645,103,1.13455,88,0.86016,13,-2.1648,37,-0.6442
ENSG00000120742,SERP1,65,-0.3027,135,1.03401,56,-0.4398,111,0.67983,49,-0.7551
ENSG00000144895,EIF2A,35,-0.6175,56,0.26465,62,0.45513,89,1.08759,33,-0.6447
ENSG00000198843,SELENOT,70,-0.6685,117,0.32233,116,0.31973,185,1.14270,70,-0.5705
ENSG00000181788,SIAH2,20,0.57747,5,-1.8269,27,0.88490,2,-3.0120,17,0.09659
ENSG00000144893,MED12L,39,0.61302,35,0.22944,57,1.09499,0,-6.7785,17,-0.9995
ENSG00000152601,MBNL1,80,0.04973,90,0.22930,138,0.97913,14,-2.6446,72,-0.1470
ENSG00000169860,P2RY1,16,-1.3977,6,-2.5564,5,-2.6617,184,4.04379,8,-2.2217
ENSG00000181467,RAP2B,17,0.25494,5,-1.5960,28,0.99324,29,1.07949,5,-1.8557
ENSG00000243069,ARHGEF26-AS1,27,-0.4218,47,0.58569,3,-3.3074,127,2.66995,3,-3.7800
ENSG00000114790,ARHGEF26,42,-0.5214,48,-0.1653,14,-2.0205,194,2.51518,23,-1.4510
ENSG00000174953,DHX36,92,-0.6990,141,0.15085,197,0.72560,118,-0.1459,148,0.27783
ENSG00000174928,C3orf33,11,-0.4553,11,-0.3016,21,0.69971,16,0.28388,14,0.04009
ENSG00000169359,SLC33A1,23,-0.7466,23,-0.5450,32,-0.0162,97,2.01340,21,-0.8304
ENSG00000163655,GMPS,41,-0.3700,75,0.75505,71,0.66173,51,0.08981,33,-0.6785
ENSG00000169282,KCNAB1,28,-0.2234,70,1.39906,61,1.15098,7,-2.3280,15,-1.3116
ENSG00000114850,SSR3,59,-1.0628,125,0.38953,65,-0.6860,299,2.07381,64,-0.7846
ENSG00000163659,TIPARP,10,-1.2116,12,-0.7613,5,-1.9204,50,1.73285,28,0.74356
ENSG00000163660,CCNL1,31,-1.6696,84,0.19218,43,-0.8968,30,-1.4115,174,2.04346
ENSG00000174891,RSRC1,95,-0.6329,144,0.18582,169,0.46351,106,-0.3065,161,0.45168
ENSG00000178053,MLF1,18,0.80880,15,0.21773,14,0.11944,1,-3.1087,10,-0.4655
ENSG00000168827,GFM1,25,-0.9885,45,0.17979,60,0.66231,58,0.59340,43,0.12665
ENSG00000118855,MFSD1,14,-0.4723,45,1.69089,14,-0.3622,2,-3.3577,19,0.14044
ENSG00000180044,C3orf80,20,0.22344,17,-0.1417,71,2.63427,0,-6.1014,0,-8.0083
ENSG00000068885,IFT80,24,-1.3034,75,0.83689,60,0.46816,26,-0.9070,67,0.78824
ENSG00000113810,SMC4,19,-1.2274,32,-0.1624,17,-1.1377,42,0.26158,68,1.44432
ENSG00000213186,TRIM59,5,-3.1183,0,-7.7868,1,-4.6074,8,-2.1597,122,4.72184
ENSG00000186432,KPNA4,71,-0.4014,120,0.58243,138,0.82752,110,0.43610,50,-0.9495
ENSG00000163590,PPM1L,75,-0.4588,103,0.17698,176,1.11384,176,1.11134,31,-1.8420
ENSG00000169255,B3GALNT1,24,-0.3442,55,1.14589,59,1.27136,17,-0.7878,12,-1.4908
ENSG00000169251,NMD3,27,-0.6628,28,-0.4842,34,-0.1410,119,2.19991,18,-1.2683
ENSG00000196542,SPTSSB,20,1.29066,3,-1.9921,32,1.73885,0,-5.5008,2,-2.8382
ENSG00000121871,SLITRK3,11,-0.0229,22,1.15125,25,1.39226,0,-5.4061,5,-1.4052
ENSG00000244128,LINC01322,37,0.12862,76,1.38357,42,0.30634,10,-1.9012,20,-0.9703
ENSG00000169064,ZBBX,14,0.00870,18,0.40383,41,1.91028,0,-5.7385,6,-1.3936
ENSG00000114209,PDCD10,20,-1.1412,95,1.77502,53,0.63342,23,-0.7329,28,-0.4401
ENSG00000163536,SERPINI1,277,0.52973,279,0.37412,542,1.60508,42,-2.5463,47,-2.5796
ENSG00000173905,GOLIM4,218,-0.7861,175,-0.9489,55,-2.6918,968,2.10700,343,0.15273
ENSG00000008952,SEC62,637,-0.5609,930,0.19672,692,-0.2886,580,-0.5700,1248,0.86453
ENSG00000173889,PHC3,27,-0.2870,58,1.11517,35,0.23281,0,-6.7896,35,0.28613
ENSG00000163558,PRKCI,23,-1.0686,100,1.74574,85,1.41647,29,-0.4347,12,-1.8996
ENSG00000136603,SKIL,54,-0.5251,64,-0.1144,125,1.02394,59,-0.2610,71,0.05759
