Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000018510,AGPS,46,0.47486,29,-0.2634,35,0.05362,20,-0.8079,26,-0.3982,36,0.11063,41,0.28595,35,0.04271
ENSG00000079156,OSBPL6,39,-1.4238,212,1.23659,114,0.21143,98,-0.0277,51,-1.0197,88,-0.2059,112,0.17806,99,-0.0233
ENSG00000180228,PRKRA,26,-1.0466,42,-0.3250,43,-0.2820,38,-0.4724,55,0.09915,47,-0.1724,58,0.17670,67,0.57269
ENSG00000116095,PLEKHA3,55,-0.4453,68,-0.1324,85,0.22867,50,-0.5994,72,-0.0357,99,0.52098,78,0.08611,70,-0.1174
ENSG00000155657,TTN,257,2.95487,211,2.49780,49,-0.0677,8,-2.7065,13,-1.9877,9,-2.6217,25,-1.1069,9,-2.9862
ENSG00000187231,SESTD1,176,1.27247,113,0.52324,170,1.21627,48,-0.7994,65,-0.3438,40,-1.1642,104,0.39306,55,-0.7848
ENSG00000144331,ZNF385B,6,-3.1450,62,0.34136,68,0.47243,17,-1.5899,19,-1.4641,44,-0.2113,47,-0.0916,74,0.92739
ENSG00000163510,CWC22,78,0.33678,155,1.49793,197,1.94627,67,0.09497,39,-0.7270,26,-1.4356,58,-0.1168,27,-1.5424
ENSG00000170035,UBE2E3,40,-1.4150,44,-1.2634,52,-1.0270,69,-0.5862,124,0.32399,95,-0.1082,125,0.33427,143,0.82230
ENSG00000138434,ITPRID2,109,1.12085,99,0.96268,41,-0.4493,75,0.49999,73,0.45680,39,-0.5691,82,0.63710,25,-1.4523
ENSG00000115252,PDE1A,77,-0.3814,126,0.39184,174,0.92206,18,-2.4866,22,-2.2470,89,-0.1710,73,-0.4636,128,0.61577
ENSG00000077232,DNAJC10,79,0.16904,140,1.10980,97,0.50189,63,-0.1808,28,-1.3755,60,-0.2677,137,1.07192,46,-0.8411
ENSG00000061676,NCKAP1,105,-1.7054,191,-0.8091,314,-0.0459,243,-0.4453,290,-0.1734,290,-0.1872,571,0.92117,398,0.46987
ENSG00000170396,ZNF804A,4,-2.9796,47,0.70936,86,1.77916,6,-2.2557,34,0.21301,31,0.05624,71,1.42801,12,-1.6347
ENSG00000065548,ZC3H15,224,-0.3306,453,0.79520,629,1.35752,124,-1.2254,233,-0.2690,173,-0.7809,385,0.52719,232,-0.3646
ENSG00000138448,ITGAV,159,0.87411,34,-1.5067,61,-0.6355,263,1.77052,130,0.55201,43,-1.2389,97,0.07524,69,-0.5770
ENSG00000144369,FAM171B,83,-1.5196,140,-0.7464,207,-0.1467,566,1.52811,262,0.22465,167,-0.5151,469,1.19255,166,-0.6359
ENSG00000144366,GULP1,15,-1.0156,41,0.46071,39,0.39435,7,-2.0967,10,-1.6035,24,-0.3925,106,2.14864,24,-0.4372
ENSG00000204262,COL5A2,0,-8.9059,44,0.00581,20,-1.1903,20,-1.1904,35,-0.3436,9,-2.3618,78,0.93165,78,1.51001
ENSG00000115368,WDR75,34,0.13808,72,1.38935,48,0.69742,19,-0.7340,15,-1.0450,9,-1.9093,41,0.44412,31,0.00170
ENSG00000138381,ASNSD1,8,-2.1476,20,-0.9000,53,0.61435,22,-0.7545,57,0.73696,18,-1.1429,43,0.29767,48,0.68139
ENSG00000128699,ORMDL1,23,-1.2259,55,0.12715,35,-0.5586,55,0.11164,51,-0.0079,29,-0.8929,86,0.84403,62,0.44062
ENSG00000064933,PMS1,28,0.07952,44,0.79878,29,0.14340,19,-0.5509,31,0.22684,9,-1.7264,54,1.12607,25,-0.1718
ENSG00000198130,HIBCH,63,0.93230,43,0.30951,23,-0.6524,71,1.15390,48,0.48667,20,-0.9398,27,-0.4016,27,-0.5376
ENSG00000151689,INPP1,121,1.74807,43,0.00029,15,-1.5534,70,0.79654,48,0.18890,17,-1.4481,24,-0.8764,39,-0.1750
ENSG00000151690,MFSD6,183,0.18333,86,-0.9825,189,0.23142,24,-2.8445,30,-2.5110,169,0.06166,264,0.77672,211,0.59553
ENSG00000138386,NAB1,71,0.70452,68,0.63777,74,0.77634,36,-0.3740,22,-1.1295,42,-0.1353,30,-0.6537,41,-0.2347
ENSG00000115419,GLS,51,-2.3850,191,-0.4239,262,0.07086,87,-1.6093,143,-0.8600,226,-0.1758,445,0.93298,344,0.75311
ENSG00000115415,STAT1,33,-0.5379,38,-0.3036,66,0.54504,43,-0.1410,42,-0.1766,52,0.18500,65,0.50746,43,-0.1877
ENSG00000138378,STAT4,0,-5.8669,15,-0.6700,24,0.04624,3,-2.7946,25,0.14463,25,0.11434,86,2.27352,19,-0.4274
ENSG00000128641,MYO1B,9,-1.8492,24,-0.3730,44,0.58291,17,-0.8460,67,1.30690,19,-0.7449,115,2.33180,12,-1.6478
ENSG00000144339,TMEFF2,104,0.70315,57,-0.2463,45,-0.6180,14,-2.3366,25,-1.4576,50,-0.4793,96,0.57564,90,0.70740
ENSG00000196950,SLC39A10,38,-3.1158,358,0.23617,533,0.88482,124,-1.3906,142,-1.1864,245,-0.3888,396,0.39722,406,0.63922
ENSG00000138411,HECW2,98,0.72850,95,0.67461,117,1.02492,28,-1.1990,34,-0.9396,60,-0.0598,89,0.57213,41,-0.8018
ENSG00000119041,GTF3C3,30,-0.0697,50,0.74915,46,0.58142,34,0.10611,23,-0.4891,21,-0.6620,46,0.60857,27,-0.3334
ENSG00000197121,PGAP1,34,-0.3890,44,-0.0215,39,-0.2041,56,0.37469,18,-1.3382,57,0.43440,64,0.58703,41,-0.1768
ENSG00000115524,SF3B1,255,0.75265,321,1.14315,184,0.22466,156,-0.0401,95,-0.7917,103,-0.7226,232,0.59825,117,-0.6335
ENSG00000115520,COQ10B,15,-1.6997,45,-0.0563,29,-0.7365,48,0.01807,27,-0.8659,44,-0.1243,35,-0.4416,70,0.94841
ENSG00000144381,HSPD1,225,-0.0813,222,-0.1007,357,0.66364,341,0.58641,271,0.21722,149,-0.7622,221,-0.1051,225,-0.1024
ENSG00000115541,HSPE1,91,-0.5778,28,-2.3167,41,-1.7510,194,0.61693,242,0.98488,84,-0.7563,124,-0.0984,174,0.64854
ENSG00000115540,MOB4,32,-1.3133,51,-0.6431,67,-0.2098,55,-0.5092,49,-0.6923,86,0.19637,67,-0.2077,107,0.79257
ENSG00000162944,RFTN2,98,2.30731,15,-0.8756,10,-1.4841,115,2.65705,32,0.31782,16,-0.7593,3,-3.1665,2,-4.0608
ENSG00000115896,PLCL1,227,2.09596,83,0.33421,94,0.53024,9,-2.8763,20,-1.7792,26,-1.5294,33,-1.0728,72,0.15110
ENSG00000119042,SATB2,16,-2.1091,76,0.17188,77,0.18754,35,-1.0051,54,-0.3503,95,0.60167,126,0.99583,60,-0.2468
ENSG00000225953,SATB2-AS1,15,-0.9163,21,-0.4229,20,-0.5177,0,-8.2241,15,-0.9001,33,0.28810,47,0.83974,37,0.69807
ENSG00000178074,C2orf69,66,-0.2844,68,-0.2315,86,0.12583,67,-0.2616,45,-0.8689,104,0.47093,107,0.48133,76,-0.0816
ENSG00000196141,SPATS2L,57,-0.9424,112,0.09148,148,0.53221,128,0.30539,158,0.64429,67,-0.7500,203,1.05734,82,-0.5123
ENSG00000082153,BZW1,90,-0.6762,114,-0.3127,145,0.06685,170,0.31780,98,-0.5358,93,-0.6656,153,0.15109,178,0.57327
ENSG00000013441,CLK1,137,1.35683,132,1.29103,22,-1.5419,84,0.52723,47,-0.3887,36,-0.8389,86,0.56137,36,-1.0065
ENSG00000115942,ORC2,36,0.74516,24,0.06800,28,0.34706,6,-1.8240,23,0.05912,17,-0.5098,40,0.90040,20,-0.2407
ENSG00000155744,FAM126B,65,-1.0758,169,0.39527,177,0.47027,70,-0.9718,75,-0.8642,188,0.64124,100,-0.4294,137,0.08878
ENSG00000119013,NDUFB3,27,-1.5761,14,-2.5710,20,-2.0280,74,-0.0625,195,1.55229,64,-0.3237,59,-0.4084,102,0.65837
ENSG00000003402,CFLAR,179,2.62766,76,0.98633,34,-0.3084,96,1.39923,41,0.00416,9,-2.3439,23,-0.8646,7,-3.0522
ENSG00000115993,TRAK2,145,1.08434,71,-0.0704,104,0.53773,45,-0.7595,33,-1.2470,107,0.65608,52,-0.5560,57,-0.5360
ENSG00000155755,TMEM237,37,0.02157,21,-0.8559,47,0.40490,24,-0.6207,31,-0.2508,35,-0.0795,49,0.46041,40,0.18952
ENSG00000003393,ALS2,23,-0.8260,68,0.86690,51,0.38704,19,-1.1444,15,-1.5047,32,-0.3746,66,0.81066,43,0.17648
ENSG00000116030,SUMO1,48,-1.3807,60,-1.0567,77,-0.6930,87,-0.5057,201,0.83306,102,-0.2799,157,0.42537,152,0.54248
ENSG00000055044,NOP58,80,-0.1926,188,1.20173,176,1.08862,65,-0.5162,77,-0.2466,35,-1.5225,138,0.67159,73,-0.4433
ENSG00000204217,BMPR2,104,-1.1901,224,-0.0254,351,0.69811,197,-0.2214,180,-0.3626,197,-0.2403,296,0.42275,245,0.16598
ENSG00000138439,FAM117B,19,-0.1741,6,-1.8379,33,0.64471,13,-0.8242,11,-1.0004,27,0.36960,47,1.23584,20,-0.2072
ENSG00000163596,ICA1L,61,-0.4325,127,0.72210,100,0.34554,57,-0.5358,42,-0.9875,85,0.09586,121,0.65127,72,-0.2289
ENSG00000138442,WDR12,20,-1.0151,68,0.87503,59,0.63507,45,0.20284,36,-0.1606,26,-0.6856,48,0.32323,36,-0.1699
ENSG00000138380,CARF,36,0.93866,27,0.47902,22,0.14301,6,-1.6998,20,0.00139,21,0.12593,27,0.51283,14,-0.6367
ENSG00000138443,ABI2,240,-0.5833,344,-0.0277,488,0.53048,261,-0.4568,251,-0.5161,371,0.09869,591,0.84716,321,-0.1812
ENSG00000173166,RAPH1,6,-3.1605,57,0.01507,73,0.39546,23,-1.3838,41,-0.4955,58,0.04833,163,1.78057,50,-0.2542
ENSG00000114933,INO80D,32,0.25934,73,1.66360,32,0.28916,27,0.03248,35,0.43272,19,-0.5845,48,0.92429,9,-1.8867
ENSG00000023228,NDUFS1,149,-0.5812,198,-0.1479,246,0.19340,201,-0.1217,222,0.03239,162,-0.4900,250,0.21936,254,0.35585
ENSG00000114942,EEF1B2,366,0.67583,84,-1.5996,124,-1.0123,195,-0.3254,399,0.82079,322,0.52533,216,-0.1636,213,-0.2475
ENSG00000204186,ZDBF2,30,-1.0521,169,1.74659,152,1.54914,16,-1.9930,38,-0.6833,28,-1.2162,134,1.32223,31,-1.2497
ENSG00000114948,ADAM23,5,-4.6252,104,-0.2764,114,-0.1343,34,-1.9330,41,-1.6595,87,-0.5918,162,0.41468,215,1.42762
ENSG00000118246,FASTKD2,32,-0.6112,84,0.91933,53,0.17266,46,-0.0445,31,-0.6372,65,0.57304,28,-0.7820,41,-0.3027
ENSG00000118263,KLF7,80,0.62312,71,0.42889,75,0.53012,29,-0.9647,17,-1.7021,57,0.09389,20,-1.4581,60,0.24751
ENSG00000118260,CREB1,68,0.32267,65,0.25025,84,0.65690,77,0.51362,32,-0.8222,68,0.35610,57,0.04132,37,-0.8106
ENSG00000178385,PLEKHM3,55,0.00239,64,0.25182,94,0.87597,12,-2.2813,28,-1.0425,73,0.49756,41,-0.4579,55,-0.0022
ENSG00000188674,C2orf80,0,-6.0537,22,-1.2705,33,-0.6918,32,-0.7117,64,0.33447,31,-0.8457,145,1.74129,65,0.53655
ENSG00000138413,IDH1,31,0.73042,18,-0.0876,15,-0.3307,53,1.68474,21,0.10083,11,-0.9483,19,-0.0322,13,-0.7256
ENSG00000115020,PIKFYVE,42,0.06388,56,0.53472,70,0.89658,47,0.25407,28,-0.5621,39,-0.0549,63,0.71571,25,-0.9558
ENSG00000078018,MAP2,984,-0.8565,1697,-0.0165,3347,1.09481,1890,0.15290,3037,0.92876,2235,0.47181,1324,-0.4027,959,-1.1266
ENSG00000144406,UNC80,61,-1.6477,481,1.63810,283,0.71709,98,-0.9517,117,-0.6774,150,-0.3181,247,0.49491,147,-0.4293
ENSG00000197713,RPE,7,-1.7885,19,-0.3304,8,-1.6645,22,-0.0878,27,0.17246,18,-0.4997,43,0.95987,31,0.61191
ENSG00000115365,LANCL1,281,0.52984,115,-0.8658,132,-0.6586,102,-1.0493,101,-1.0580,225,0.18831,213,0.08257,257,0.56209
ENSG00000178568,ERBB4,66,-0.5797,109,0.21124,231,1.46216,192,1.13553,199,1.19780,51,-1.0420,49,-1.0167,50,-1.2213
ENSG00000144451,SPAG16,60,0.34715,62,0.38054,87,0.95190,76,0.72795,52,0.10262,45,-0.1319,50,0.06419,26,-1.1873
ENSG00000138363,ATIC,47,-0.0770,48,-0.0279,29,-0.8098,49,-0.0130,40,-0.3201,36,-0.5164,60,0.30908,62,0.50512
ENSG00000115414,FN1,81,1.91519,22,-0.2318,13,-1.0685,73,1.71567,78,1.84830,10,-1.4856,11,-1.3132,4,-3.1657
ENSG00000079246,XRCC5,168,0.20760,91,-0.7363,236,0.76366,131,-0.1813,190,0.40456,88,-0.8426,221,0.65360,138,-0.1377
ENSG00000260804,LINC01963,9,-2.4646,23,-1.0445,37,-0.3584,20,-1.2459,36,-0.4070,49,0.08518,62,0.43791,69,0.94009
ENSG00000197756,RPL37A,1795,0.36165,338,-2.1765,333,-2.1987,1975,0.51716,3732,1.61233,2125,0.71890,944,-0.6431,948,-0.8176
ENSG00000115457,IGFBP2,15,-1.5327,17,-1.3705,5,-2.9392,7,-2.7045,19,-1.1904,39,-0.1441,9,-2.2246,89,2.21876
ENSG00000115461,IGFBP5,728,3.65922,45,-1.4026,54,-1.1145,286,1.54999,23,-2.3764,14,-3.1674,186,0.80411,1,-6.4478
ENSG00000079308,TNS1,168,3.72668,48,1.03348,8,-1.6887,20,-0.3145,18,-0.4980,11,-1.3558,2,-3.7172,4,-2.9300
ENSG00000163466,ARPC2,119,-0.7807,164,-0.2882,213,0.11991,198,0.00325,201,0.02452,200,0.02078,332,0.83724,186,-0.1274
ENSG00000127837,AAMP,41,-0.7969,42,-0.7703,59,-0.2578,89,0.39909,41,-0.7899,52,-0.4744,72,0.04499,96,0.77119
ENSG00000127838,PNKD,51,-1.3284,51,-1.3187,46,-1.4882,120,-0.0323,164,0.46959,130,0.10414,93,-0.4220,170,0.79535
ENSG00000135913,USP37,67,1.72245,26,0.13751,29,0.31686,24,0.04161,9,-1.4296,16,-0.6901,35,0.60695,16,-0.7719
ENSG00000144580,CNOT9,33,0.36251,10,-1.3896,12,-1.1394,26,-0.0156,25,-0.0596,26,0.01054,40,0.69947,28,0.18946
ENSG00000171450,CDK5R2,36,-1.8097,76,-0.7010,103,-0.2500,30,-2.0778,71,-0.8044,214,1.07064,110,-0.1415,148,0.46444
ENSG00000144567,RETREG2,83,-1.3468,94,-1.1696,163,-0.3347,102,-1.0532,129,-0.6961,263,0.46407,261,0.40683,268,0.65512
ENSG00000158552,ZFAND2B,19,-0.4277,15,-0.7702,14,-0.9039,24,-0.0840,22,-0.2478,39,0.74465,35,0.46644,25,-0.0409
ENSG00000115657,ABCB6,17,-1.2895,20,-0.9952,17,-1.2607,23,-0.7870,29,-0.4387,37,-0.1086,40,0.02919,63,1.17166
ENSG00000198925,ATG9A,39,-1.0824,42,-1.0027,55,-0.5740,60,-0.4413,61,-0.4320,101,0.39738,98,0.31403,102,0.54600
ENSG00000163516,ANKZF1,28,0.46599,42,1.10708,20,-0.0920,6,-1.9166,14,-0.5704,27,0.43511,26,0.35753,15,-0.6025
ENSG00000127824,TUBA4A,58,-3.0045,156,-1.5597,250,-0.8478,57,-3.0403,137,-1.7451,422,-0.0507,473,0.13599,809,1.71120
ENSG00000135924,DNAJB2,302,1.24591,80,-0.8723,75,-0.9715,122,-0.2332,58,-1.3470,181,0.43627,97,-0.5829,150,0.13552
ENSG00000054356,PTPRN,54,-2.2305,133,-0.8915,192,-0.3324,81,-1.6264,109,-1.1919,307,0.45689,344,0.59445,330,0.79183
ENSG00000072195,SPEG,3,-2.8186,48,1.32989,3,-2.7399,24,0.20222,13,-0.7064,34,0.84117,44,1.14615,13,-0.9194
ENSG00000123989,CHPF,46,-0.5215,18,-1.9212,30,-1.1793,55,-0.2530,79,0.31283,87,0.51498,105,0.77124,68,0.10362
ENSG00000124006,OBSL1,19,-1.2267,16,-1.5386,21,-1.1464,69,0.73062,71,0.77795,39,-0.2000,76,0.88974,44,0.00717
ENSG00000114923,SLC4A3,6,-3.0901,48,-0.1604,45,-0.2701,41,-0.4004,56,0.06143,77,0.66388,30,-0.8928,65,0.44943
ENSG00000116106,EPHA4,9,-4.5035,212,0.14808,311,0.77460,55,-1.8823,110,-0.8559,136,-0.5859,405,1.22191,234,0.44793
ENSG00000163082,SGPP2,15,-1.1516,41,0.33789,25,-0.4102,7,-2.3188,13,-1.3700,33,0.01817,27,-0.2766,50,1.02017
ENSG00000116120,FARSB,12,-2.3971,48,-0.3366,36,-0.7711,11,-2.4679,38,-0.6905,38,-0.7230,105,0.91948,97,1.23726
ENSG00000123983,ACSL3,138,-1.0682,280,0.00853,373,0.46718,235,-0.2639,247,-0.1829,231,-0.3141,478,0.87827,281,0.02206
ENSG00000171951,SCG2,75,-2.0843,320,0.09730,653,1.27680,252,-0.2793,455,0.66445,175,-0.8959,481,0.75556,257,-0.3331
ENSG00000085449,WDFY1,50,0.32316,48,0.25668,46,0.18901,37,-0.1641,35,-0.2231,36,-0.2138,60,0.60303,36,-0.2896
ENSG00000135900,MRPL44,13,-1.6194,36,-0.0591,27,-0.4901,47,0.34868,16,-1.2591,30,-0.3865,43,0.19969,52,0.78406
ENSG00000135919,SERPINE2,77,-1.6932,94,-1.4018,158,-0.6222,991,2.56476,220,-0.1096,101,-1.3801,678,1.79113,103,-1.5541
ENSG00000036257,CUL3,42,-1.2098,70,-0.4364,123,0.44758,107,0.22573,76,-0.3120,50,-0.9980,136,0.61277,114,0.48410
ENSG00000135905,DOCK10,213,3.81027,35,0.17892,16,-1.0499,33,0.07988,49,0.72625,4,-3.0520,15,-1.0771,1,-4.5511
ENSG00000168958,MFF,77,-0.2978,42,-1.1947,33,-1.5600,93,-0.0042,108,0.23109,71,-0.4656,143,0.68902,120,0.58852
ENSG00000173744,AGFG1,70,-0.2964,77,-0.1599,87,0.03504,27,-1.7495,61,-0.5236,76,-0.1942,184,1.26395,91,0.15003
ENSG00000153820,SPHKAP,7,-2.0383,12,-1.2795,30,0.07839,5,-2.4387,8,-1.8325,28,-0.0411,0,-5.5557,56,1.88435
ENSG00000153823,PID1,3,-3.2167,12,-1.2489,23,-0.2941,9,-1.6745,49,0.87301,41,0.65581,6,-2.2020,39,0.73990
ENSG00000187957,DNER,201,0.50858,92,-0.7127,110,-0.4374,279,1.05348,298,1.16811,121,-0.3251,71,-1.0965,115,-0.4850
ENSG00000153827,TRIP12,108,-0.2931,168,0.40622,177,0.48715,87,-0.6257,143,0.14616,102,-0.4030,173,0.45438,125,-0.0795
ENSG00000163053,SLC16A14,7,-2.1822,32,-0.0300,10,-1.7635,7,-2.3036,28,-0.2270,59,1.06824,52,0.71161,35,0.15318
ENSG00000135932,CAB39,34,-2.2241,81,-0.9571,94,-0.7314,92,-0.7518,143,-0.0786,125,-0.3170,164,0.13929,237,1.14116
ENSG00000135916,ITM2C,247,-0.4816,99,-1.8575,115,-1.6357,696,1.19362,581,0.88546,339,0.01384,386,0.21641,310,-0.1779
ENSG00000204128,C2orf72,20,-1.0358,33,-0.2720,12,-1.7909,75,1.03706,38,-0.0433,30,-0.4517,43,0.14583,48,0.44308
ENSG00000173692,PSMD1,218,-0.3772,326,0.25004,426,0.68571,140,-1.0498,126,-1.2123,176,-0.7595,314,0.19223,359,0.59267
ENSG00000115053,NCL,1643,1.40611,1093,0.70698,1592,1.34959,585,-0.2898,410,-0.8362,481,-0.6401,428,-0.7714,437,-0.9415
ENSG00000187514,PTMA,5064,2.57953,1150,-0.0647,1071,-0.1764,1246,0.06146,1151,-0.0626,952,-0.3894,564,-1.1536,557,-1.4461
ENSG00000144524,COPS7B,25,0.25141,12,-0.8709,9,-1.1844,20,-0.0581,14,-0.5949,21,-0.0150,45,1.23187,21,0.03202
ENSG00000144535,DIS3L2,30,0.71550,38,1.08128,32,0.77880,20,0.01616,15,-0.4154,14,-0.5242,11,-0.8299,15,-0.5458
ENSG00000135930,EIF4E2,58,-0.0419,68,0.21163,73,0.32342,51,-0.2448,34,-0.8308,74,0.38967,33,-0.8812,62,0.08752
ENSG00000115468,EFHD1,337,3.48777,18,-1.7050,8,-2.8079,83,0.66048,52,-0.1013,22,-1.4668,4,-3.7691,29,-1.2142
ENSG00000204120,GIGYF2,273,1.28652,221,0.92656,250,1.13366,140,0.18410,85,-0.5957,76,-0.8130,55,-1.2474,81,-0.8647
ENSG00000182600,SNORC,199,0.72799,12,-3.5147,11,-3.5298,648,3.03166,256,1.15721,74,-0.8760,37,-1.8281,51,-1.6770
ENSG00000066248,NGEF,13,-4.0154,75,-1.4922,110,-0.9191,72,-1.5414,112,-0.8861,285,0.64213,476,1.44596,242,0.43714
ENSG00000085978,ATG16L1,13,-1.2326,24,-0.3341,25,-0.2341,7,-2.1627,11,-1.5021,30,0.01801,59,1.14481,38,0.63432
ENSG00000085982,USP40,74,2.07113,58,1.60483,7,-1.6587,47,1.24359,10,-1.2403,21,-0.1133,9,-1.3209,4,-2.6528
ENSG00000188042,ARL4C,27,-2.3914,128,-0.0723,227,0.84947,172,0.39374,222,0.81209,141,0.08454,88,-0.6476,116,-0.3023
ENSG00000157985,AGAP1,356,1.44041,175,0.24773,179,0.28285,251,0.83163,134,-0.1773,172,0.24509,70,-1.1678,72,-1.3824
ENSG00000132321,IQCA1,55,0.33902,127,1.79290,71,0.77750,51,0.22036,18,-1.3027,20,-1.2423,63,0.57677,25,-1.0562
ENSG00000198612,COPS8,40,-1.6505,53,-1.2146,81,-0.5885,68,-0.8471,97,-0.3062,101,-0.2709,148,0.36144,182,1.07965
ENSG00000124831,LRRFIP1,44,-1.1778,250,1.61812,180,1.03746,93,-0.0343,80,-0.2783,44,-1.2596,108,0.20606,75,-0.4891
ENSG00000132329,RAMP1,48,-0.9971,22,-2.1088,17,-2.4935,270,1.83556,207,1.34477,63,-0.6105,81,-0.1940,82,-0.2367
ENSG00000184182,UBE2F,30,-0.7527,14,-1.8346,21,-1.2790,17,-1.6139,81,0.81167,51,0.06242,38,-0.3932,71,0.90701
ENSG00000132323,ILKAP,13,-1.6593,45,0.20192,15,-1.4148,41,0.04144,24,-0.7271,55,0.59413,29,-0.4621,49,0.49257
ENSG00000144485,HES6,31,0.22324,8,-1.7701,6,-2.1828,49,0.95931,44,0.80174,29,0.13191,4,-2.7134,30,0.28169
ENSG00000132326,PER2,31,0.22522,15,-0.9230,43,0.76052,38,0.55022,8,-1.7561,43,0.87017,38,0.55812,16,-1.0429
ENSG00000204104,TRAF3IP1,77,0.40730,99,0.81992,127,1.23632,32,-0.9678,56,-0.1093,61,0.04976,25,-1.2912,44,-0.5984
ENSG00000065802,ASB1,29,-0.0269,23,-0.3500,19,-0.6207,29,-0.0063,29,-0.0225,49,0.95185,21,-0.5066,25,-0.2816
ENSG00000068024,HDAC4,48,0.43231,47,0.40027,27,-0.4627,19,-0.9670,54,0.62287,37,0.00564,37,0.00721,33,-0.1980
ENSG00000130414,NDUFA10,166,-0.2361,185,-0.0620,139,-0.5074,106,-0.9238,124,-0.6780,149,-0.4366,306,0.74327,248,0.58053
ENSG00000172428,COPS9,130,-1.4448,67,-2.4040,80,-2.1646,377,0.18850,842,1.54132,398,0.30273,276,-0.3029,363,0.17808
ENSG00000063660,GPC1,39,-1.2728,61,-0.6016,39,-1.2655,80,-0.1849,55,-0.7583,133,0.69785,151,0.82149,98,0.18469
ENSG00000130294,KIF1A,419,-0.0095,414,-0.0296,582,0.51317,319,-0.4320,367,-0.2179,544,0.45154,287,-0.5970,397,-0.1310
ENSG00000122085,MTERF4,44,0.63509,48,0.78306,9,-1.6903,14,-1.1380,18,-0.7305,21,-0.5412,46,0.69056,33,0.25213
ENSG00000115685,PPP1R7,43,-1.7828,29,-2.3379,108,-0.4067,134,-0.0701,122,-0.2093,132,-0.0975,224,0.76042,188,0.70407
ENSG00000115677,HDLBP,142,-0.2828,99,-0.8372,200,0.25409,161,-0.0901,130,-0.4236,154,-0.1697,262,0.69340,186,0.18842
ENSG00000168385,SEPTIN2,436,1.98515,99,-0.4940,50,-1.5271,305,1.32047,225,0.80286,88,-0.7281,70,-1.0214,70,-1.2711
ENSG00000115694,STK25,72,-0.7082,76,-0.6214,48,-1.3160,116,0.01581,101,-0.1957,173,0.75046,79,-0.5774,134,0.35085
ENSG00000176720,BOK,221,4.00589,9,-1.8242,1,-4.5964,3,-3.3337,3,-3.0814,27,-0.2234,0,-5.8731,19,-0.9089
ENSG00000176946,THAP4,15,-1.4833,12,-1.8199,28,-0.5589,23,-0.8583,67,0.81139,44,0.14864,46,0.20359,52,0.55626
ENSG00000168397,ATG4B,26,-1.0089,30,-0.8174,26,-1.0104,47,-0.1243,37,-0.5118,57,0.18760,66,0.39858,67,0.62334
ENSG00000168395,ING5,50,0.48701,45,0.34862,32,-0.2031,46,0.38286,31,-0.2671,46,0.39373,29,-0.3297,28,-0.5217
ENSG00000180902,D2HGDH,15,-0.4845,16,-0.3604,8,-1.3331,35,0.87568,25,0.36620,18,-0.1895,25,0.31677,20,0.03832
ENSG00000134121,CHL1,58,-2.5409,217,-0.5955,441,0.51857,261,-0.3123,206,-0.6714,276,-0.2462,704,1.30912,346,0.18426
ENSG00000144619,CNTN4,4,-3.7597,67,0.33331,127,1.40536,22,-1.3870,25,-1.1691,32,-0.8819,156,1.78577,47,-0.3093
ENSG00000072756,TRNT1,12,-0.5714,39,1.21948,32,0.90971,5,-1.7387,12,-0.6704,18,0.01218,36,1.10303,11,-0.9114
ENSG00000113851,CRBN,67,-0.5805,113,0.21846,102,0.05884,112,0.20807,90,-0.1414,58,-0.8652,159,0.77464,105,0.14380
ENSG00000175928,LRRN1,7,-1.6263,18,-0.2709,19,-0.1439,60,1.73350,18,-0.2730,20,-0.1266,57,1.61786,9,-1.4999
ENSG00000150995,ITPR1,79,-2.0956,384,0.29741,664,1.20853,261,-0.3108,277,-0.2189,347,0.15229,645,1.15838,204,-0.8786
ENSG00000134107,BHLHE40,23,-1.3667,30,-1.0114,64,0.15272,63,0.13452,41,-0.5168,60,0.06469,72,0.33157,71,0.44439
ENSG00000134108,ARL8B,76,-1.4338,128,-0.6514,161,-0.2991,152,-0.3889,103,-0.9848,208,0.11347,182,-0.1100,281,0.88180
ENSG00000196277,GRM7,0,-6.0658,52,0.97048,24,-0.2713,7,-2.0459,21,-0.4757,25,-0.1846,45,0.75169,35,0.48746
ENSG00000196220,SRGAP3,59,-0.9565,182,0.81284,115,0.06031,97,-0.2036,67,-0.7566,97,-0.2214,123,0.17608,121,0.21461
ENSG00000206573,THUMPD3-AS1,43,0.69302,58,1.20077,13,-1.1483,14,-1.0687,20,-0.5337,16,-0.8574,46,0.79977,27,-0.0679
ENSG00000134077,THUMPD3,20,-0.7865,37,0.16799,51,0.67670,48,0.56522,31,-0.1300,12,-1.5843,33,-0.0103,39,0.35350
ENSG00000168137,SETD5,143,0.76698,268,1.88131,161,0.96116,68,-0.4168,68,-0.4100,36,-1.4425,48,-0.9327,59,-0.8011
ENSG00000156959,LHFPL4,5,-2.9389,32,-0.3987,29,-0.5585,33,-0.3528,40,-0.0382,48,0.27255,43,0.07582,54,0.62767
