"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002920","BP","GO:0002920","regulation of humoral immune response","3/92","18/11834",0.166666666666667,21.4384057971014,7.68101011399021,0.000340957487322798,0.00632981261187231,0.00496481955224425,"A2M/C3/TREM2",3
"GO:0042119","BP","GO:0042119","neutrophil activation","3/92","18/11834",0.166666666666667,21.4384057971014,7.68101011399021,0.000340957487322798,0.00632981261187231,0.00496481955224425,"TYROBP/ITGB2/SYK",3
"GO:0050869","BP","GO:0050869","negative regulation of B cell activation","3/92","18/11834",0.166666666666667,21.4384057971014,7.68101011399021,0.000340957487322798,0.00632981261187231,0.00496481955224425,"TYROBP/LAPTM5/SAMSN1",3
"GO:0042113","BP","GO:0042113","B cell activation","7/92","170/11834",0.0411764705882353,5.296547314578,4.99448383472687,0.000350599987667322,0.00640572180822627,0.00502435930252792,"C3/TYROBP/CD74/LAPTM5/ITM2A/SYK/SAMSN1",7
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","6/92","121/11834",0.0495867768595041,6.37836866690622,5.2635589298809,0.000351436109179496,0.00640572180822627,0.00502435930252792,"CX3CR1/AIF1/CD74/ITGB2/CSF1R/SYK",6
"GO:0002694","BP","GO:0002694","regulation of leukocyte activation","10/92","348/11834",0.028735632183908,3.69627686156922,4.51897572801253,0.000360022901178327,0.00650311636813104,0.0051007512030386,"TYROBP/AIF1/CD74/LAPTM5/TREM2/LILRB4/LST1/SYK/SAMSN1/HLA-DPA1",10
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/92","172/11834",0.0406976744186047,5.23495955510617,4.95218978380979,0.000376324955546267,0.00673688871312738,0.00528411168783951,"C3/CD74/TREM2/HSPA8/LILRB4/C1QB/C1QA",7
"GO:0002366","BP","GO:0002366","leukocyte activation involved in immune response","7/92","173/11834",0.0404624277456647,5.20469967328475,4.93128885998269,0.000389743089523758,0.00691535304862951,0.00542409106426171,"CX3CR1/TYROBP/CD74/TREM2/ITGB2/ITM2A/SYK",7
"GO:0031529","BP","GO:0031529","ruffle organization","4/92","45/11834",0.0888888888888889,11.4338164251208,6.20699323900165,0.000399429757443366,0.0070194780153927,0.00550576199238572,"AIF1/P2RY12/CSF1R/PFN1",4
"GO:0035590","BP","GO:0035590","purinergic nucleotide receptor signaling pathway","3/92","19/11834",0.157894736842105,20.3100686498856,7.45614015827415,0.000402613452254444,0.0070194780153927,0.00550576199238572,"P2RY12/GPR34/P2RY13",3
"GO:0002705","BP","GO:0002705","positive regulation of leukocyte mediated immunity","5/92","81/11834",0.0617283950617284,7.94015029522276,5.54762791576461,0.000409436260738872,0.00707689398949515,0.00555079649313861,"C3/TYROBP/TREM2/HSPA8/ITGB2",5
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","7/92","175/11834",0.04,5.14521739130435,4.88996772493582,0.000417729523202174,0.0071585272993193,0.00561482597988347,"TYROBP/AIF1/CD74/LILRB4/LST1/SYK/HLA-DPA1",7
"GO:0050864","BP","GO:0050864","regulation of B cell activation","5/92","82/11834",0.0609756097560976,7.84331919406151,5.50412312146181,0.000433373886272248,0.00736368340657506,0.00577574117832951,"TYROBP/CD74/LAPTM5/SYK/SAMSN1",5
"GO:0002263","BP","GO:0002263","cell activation involved in immune response","7/92","177/11834",0.0395480225988701,5.08707934168509,4.84927274542984,0.000447302421745802,0.00751195092837451,0.00589203553589264,"CX3CR1/TYROBP/CD74/TREM2/ITGB2/ITM2A/SYK",7
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","8/92","233/11834",0.0343347639484979,4.41649561485352,4.66209826039677,0.000449593073019921,0.00751195092837451,0.00589203553589264,"TYROBP/AIF1/CD74/TREM2/LILRB4/SYK/HLA-DPA1/CAPN3",8
"GO:0090322","BP","GO:0090322","regulation of superoxide metabolic process","3/92","20/11834",0.15,19.2945652173913,7.24784530099519,0.000471003978011738,0.00770271195658087,0.00604165988351848,"TYROBP/ITGB2/SYK",3
"GO:0010324","BP","GO:0010324","membrane invagination","4/92","47/11834",0.0851063829787234,10.9472710453284,6.04813598186105,0.000472535446712941,0.00770271195658087,0.00604165988351848,"C3/AIF1/TREM2/ITGB2",4
"GO:0031341","BP","GO:0031341","regulation of cell killing","4/92","47/11834",0.0851063829787234,10.9472710453284,6.04813598186105,0.000472535446712941,0.00770271195658087,0.00604165988351848,"CX3CR1/TYROBP/HSPA8/SYK",4
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","5/92","85/11834",0.0588235294117647,7.56649616368286,5.37790360740306,0.0005115514412062,0.00821970247640068,0.00644716393213945,"AIF1/CD74/CSF1R/SYK/HLA-DPA1",5
"GO:0034103","BP","GO:0034103","regulation of tissue remodeling","4/92","48/11834",0.0833333333333333,10.7192028985507,5.97225519361375,0.000512450279077349,0.00821970247640068,0.00644716393213945,"TF/TMEM119/CSF1R/SYK",4
"GO:0036230","BP","GO:0036230","granulocyte activation","3/92","21/11834",0.142857142857143,18.3757763975155,7.05413996459888,0.0005464209893264,0.0086265675873971,0.00676629057649102,"TYROBP/ITGB2/SYK",3
"GO:0045730","BP","GO:0045730","respiratory burst","3/92","21/11834",0.142857142857143,18.3757763975155,7.05413996459888,0.0005464209893264,0.0086265675873971,0.00676629057649102,"TREM2/CYBA/CYBB",3
"GO:0051249","BP","GO:0051249","regulation of lymphocyte activation","9/92","308/11834",0.0292207792207792,3.75868153585545,4.3421810396817,0.000637295540868907,0.00996720819423875,0.00781782860857997,"TYROBP/AIF1/CD74/LAPTM5/LILRB4/LST1/SYK/SAMSN1/HLA-DPA1",9
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/92","188/11834",0.0372340425531915,4.78943108233117,4.63590846895965,0.000641281724217855,0.00996720819423875,0.00781782860857997,"C3/TYROBP/LAPTM5/TREM2/CYBA/LILRB4/SYK",7
"GO:2000379","BP","GO:2000379","positive regulation of reactive oxygen species metabolic process","4/92","51/11834",0.0784313725490196,10.0886615515772,5.75741305661743,0.000646560556136483,0.00997195319272037,0.00782155037140005,"TYROBP/CYBA/ITGB2/SYK",4
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","6/92","138/11834",0.0434782608695652,5.59262759924386,4.80344035823398,0.000707088511653919,0.0108222325638634,0.00848847116441105,"CX3CR1/AIF1/CD74/TREM2/P2RY12/CSF1R",6
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","6/92","139/11834",0.0431654676258993,5.55239286831404,4.77878321137488,0.000734424411121615,0.0110792681819946,0.00869007831153689,"CX3CR1/AIF1/CD74/TREM2/P2RY12/CSF1R",6
"GO:0001906","BP","GO:0001906","cell killing","5/92","92/11834",0.0543478260869565,6.99078449905482,5.10595380097984,0.000734933999104877,0.0110792681819946,0.00869007831153689,"CX3CR1/C3/TYROBP/HSPA8/SYK",5
"GO:0002931","BP","GO:0002931","response to ischemia","4/92","53/11834",0.0754716981132075,9.70795734208367,5.62384649054658,0.000748709397972021,0.0112027040517455,0.00878689584108562,"CX3CR1/TREM2/CSF1R/EGR1",4
"GO:0001934","BP","GO:0001934","positive regulation of protein phosphorylation","9/92","318/11834",0.0283018867924528,3.64048400328138,4.2249014257755,0.00080046078089384,0.0117939312886993,0.00925062782271522,"CX3CR1/C3/CD74/TREM2/TMEM119/ENPP2/CSF1R/SYK/SPRY2",9
"GO:0002690","BP","GO:0002690","positive regulation of leukocyte chemotaxis","4/92","54/11834",0.0740740740740741,9.52818035426731,5.55969438078743,0.000803838690335994,0.0117939312886993,0.00925062782271522,"CX3CR1/AIF1/CD74/CSF1R",4
"GO:0002495","BP","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","3/92","24/11834",0.125,16.0788043478261,6.54512410928692,0.000817634139216563,0.0117939312886993,0.00925062782271522,"CD74/TREM2/HLA-DPA1",3
"GO:0045745","BP","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","3/92","24/11834",0.125,16.0788043478261,6.54512410928692,0.000817634139216563,0.0117939312886993,0.00925062782271522,"C3/TREM2/KLK6",3
"GO:0071404","BP","GO:0071404","cellular response to low-density lipoprotein particle stimulus","3/92","24/11834",0.125,16.0788043478261,6.54512410928692,0.000817634139216563,0.0117939312886993,0.00925062782271522,"TREM2/ITGB2/SYK",3
"GO:0071675","BP","GO:0071675","regulation of mononuclear cell migration","5/92","95/11834",0.0526315789473684,6.77002288329519,4.99797517636596,0.000850236548320573,0.0119465333287684,0.00937032198093187,"CX3CR1/AIF1/TREM2/P2RY12/CSF1R",5
"GO:0031401","BP","GO:0031401","positive regulation of protein modification process","11/92","460/11834",0.0239130434782609,3.07594517958412,4.01983745573432,0.000851759417077138,0.0119465333287684,0.00937032198093187,"CX3CR1/C3/CD74/LAPTM5/TREM2/TMEM119/ENPP2/CSF1R/SYK/EGR1/SPRY2",11
"GO:0007272","BP","GO:0007272","ensheathment of neurons","6/92","143/11834",0.041958041958042,5.39708117968988,4.6824913104166,0.000852047015468269,0.0119465333287684,0.00937032198093187,"UGT8/ITGAX/PLP1/KLK6/CLDN11/MAG",6
"GO:0008366","BP","GO:0008366","axon ensheathment","6/92","143/11834",0.041958041958042,5.39708117968988,4.6824913104166,0.000852047015468269,0.0119465333287684,0.00937032198093187,"UGT8/ITGAX/PLP1/KLK6/CLDN11/MAG",6
"GO:0033627","BP","GO:0033627","cell adhesion mediated by integrin","4/92","56/11834",0.0714285714285714,9.18788819875776,5.43626288945349,0.000922595621515719,0.0127756174692022,0.0100206181908324,"P2RY12/ITGB2/ITGAX/SYK",4
"GO:0055094","BP","GO:0055094","response to lipoprotein particle","3/92","25/11834",0.12,15.435652173913,6.39543604287456,0.000923922460366241,0.0127756174692022,0.0100206181908324,"TREM2/ITGB2/SYK",3
"GO:0009617","BP","GO:0009617","response to bacterium","9/92","325/11834",0.0276923076923077,3.56207357859532,4.14557513900969,0.000933828429063551,0.0128241506867974,0.0100586854579737,"CX3CR1/C3/TF/RNASE1/TREM2/CYBA/VGF/SYK/LY86",9
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","7/92","202/11834",0.0346534653465347,4.45749031424882,4.38712256884742,0.000978976018328584,0.0132730859542985,0.0104108100358167,"C3/TYROBP/LAPTM5/TREM2/CYBA/LILRB4/SYK",7
"GO:0002220","BP","GO:0002220","innate immune response activating cell surface receptor signaling pathway","4/92","57/11834",0.0701754385964912,9.02669717772693,5.37684202633382,0.000986378956204724,0.0132730859542985,0.0104108100358167,"TYROBP/TREM2/CYBA/SYK",4
"GO:0046849","BP","GO:0046849","bone remodeling","4/92","57/11834",0.0701754385964912,9.02669717772693,5.37684202633382,0.000986378956204724,0.0132730859542985,0.0104108100358167,"TF/TMEM119/CSF1R/SYK",4
"GO:0002504","BP","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","3/92","26/11834",0.115384615384615,14.8419732441472,6.25412871446367,0.00103858253207594,0.0136997235316596,0.0107454453110904,"CD74/TREM2/HLA-DPA1",3
"GO:0002861","BP","GO:0002861","regulation of inflammatory response to antigenic stimulus","3/92","26/11834",0.115384615384615,14.8419732441472,6.25412871446367,0.00103858253207594,0.0136997235316596,0.0107454453110904,"C3/TREM2/SYK",3
"GO:0061081","BP","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","3/92","26/11834",0.115384615384615,14.8419732441472,6.25412871446367,0.00103858253207594,0.0136997235316596,0.0107454453110904,"CD74/LAPTM5/SYK",3
"GO:0071621","BP","GO:0071621","granulocyte chemotaxis","4/92","58/11834",0.0689655172413793,8.87106446776612,5.31886387578479,0.00105320273034271,0.0138017743420728,0.0108254893645134,"CD74/ITGB2/CSF1R/SYK",4
"GO:0007186","BP","GO:0007186","G protein-coupled receptor signaling pathway","11/92","473/11834",0.0232558139534884,2.99140546006067,3.91248145396343,0.0010690337076234,0.0139182635310708,0.0109168582309594,"CX3CR1/C3/SST/CORT/TREM2/P2RY12/GPR34/P2RY13/RGS10/LPAR6/KLK6",11
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","4/92","60/11834",0.0666666666666667,8.57536231884058,5.20699699120119,0.00119628313079509,0.0154745011435107,0.0121375008312928,"TYROBP/CYBA/SYK/CYBB",4
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","4/92","61/11834",0.0655737704918033,8.43478260869565,5.1529974527682,0.00127269539499017,0.0163573991471493,0.0128300062086053,"TYROBP/CYBA/SYK/CYBB",4
"GO:0043277","BP","GO:0043277","apoptotic cell clearance","3/92","28/11834",0.107142857142857,13.7818322981366,5.99364545448464,0.00129399890615319,0.0164206823217541,0.0128796426768346,"C3/TYROBP/TREM2",3
"GO:0071402","BP","GO:0071402","cellular response to lipoprotein particle stimulus","3/92","28/11834",0.107142857142857,13.7818322981366,5.99364545448464,0.00129399890615319,0.0164206823217541,0.0128796426768346,"TREM2/ITGB2/SYK",3
"GO:0042110","BP","GO:0042110","T cell activation","9/92","342/11834",0.0263157894736842,3.3850114416476,3.96164922312113,0.00133422084144735,0.0168246087239116,0.0131964643305021,"TYROBP/AIF1/CD74/LAPTM5/TREM2/LILRB4/SYK/HLA-DPA1/EGR1",9
"GO:0046456","BP","GO:0046456","icosanoid biosynthetic process","3/92","29/11834",0.103448275862069,13.3065967016492,5.87319309811582,0.00143522812123541,0.0178734930625901,0.0140191619034044,"CD74/ALOX5AP/SYK",3
"GO:0061756","BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","3/92","29/11834",0.103448275862069,13.3065967016492,5.87319309811582,0.00143522812123541,0.0178734930625901,0.0140191619034044,"CX3CR1/SELPLG/ITGB2",3
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","8/92","280/11834",0.0285714285714286,3.6751552795031,4.00988703217554,0.00148409043541887,0.0183679094013261,0.0144069597824288,"CX3CR1/CD74/LAPTM5/TREM2/CSF1R/LILRB4/SYK/EGR1",8
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","6/92","160/11834",0.0375,4.82364130434783,4.31020175215581,0.00152213460746047,0.0187231894966763,0.0146856254668772,"TYROBP/CD74/TF/TREM2/CSF1R/LILRB4",6
"GO:0014002","BP","GO:0014002","astrocyte development","3/92","30/11834",0.1,12.8630434782609,5.75854091590406,0.00158577513688539,0.0193870679844829,0.0152063418132655,"TREM2/PLP1/C1QA",3
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","7/92","222/11834",0.0315315315315315,4.05591461026244,4.06850164920703,0.0016888967658875,0.0205226546400269,0.0160970447734349,"TYROBP/AIF1/CD74/TREM2/LILRB4/SYK/HLA-DPA1",7
"GO:0002534","BP","GO:0002534","cytokine production involved in inflammatory response","3/92","31/11834",0.0967741935483871,12.4481065918654,5.64922166127973,0.00174585933549295,0.0208359998075201,0.0163428185916446,"PLD4/TREM2/LILRB4",3
"GO:0031343","BP","GO:0031343","positive regulation of cell killing","3/92","31/11834",0.0967741935483871,12.4481065918654,5.64922166127973,0.00174585933549295,0.0208359998075201,0.0163428185916446,"TYROBP/HSPA8/SYK",3
"GO:1900015","BP","GO:1900015","regulation of cytokine production involved in inflammatory response","3/92","31/11834",0.0967741935483871,12.4481065918654,5.64922166127973,0.00174585933549295,0.0208359998075201,0.0163428185916446,"PLD4/TREM2/LILRB4",3
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","7/92","226/11834",0.0309734513274336,3.98412851096576,4.00925195628911,0.00186970928181415,0.0221820539055465,0.0173986027220824,"AIF1/CD74/LAPTM5/ITGB2/LILRB4/SYK/HLA-DPA1",7
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","4/92","68/11834",0.0588235294117647,7.56649616368286,4.80666701471376,0.00190575809806258,0.0222021121466485,0.0174143355018206,"CD74/LAPTM5/LILRB4/SYK",4
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","4/92","68/11834",0.0588235294117647,7.56649616368286,4.80666701471376,0.00190575809806258,0.0222021121466485,0.0174143355018206,"CD74/LAPTM5/LILRB4/SYK",4
"GO:0048708","BP","GO:0048708","astrocyte differentiation","4/92","68/11834",0.0588235294117647,7.56649616368286,4.80666701471376,0.00190575809806258,0.0222021121466485,0.0174143355018206,"TREM2/PLP1/C1QA/MAG",4
"GO:1904646","BP","GO:1904646","cellular response to amyloid-beta","3/92","32/11834",0.09375,12.0591032608696,5.54481939682052,0.00191569346701755,0.0222021121466485,0.0174143355018206,"TYROBP/TREM2/SYK",3
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","6/92","168/11834",0.0357142857142857,4.59394409937888,4.15274515759523,0.00195030339166328,0.0224733235648556,0.0176270615072289,"AIF1/CD74/ITGB2/LILRB4/SYK/HLA-DPA1",6
"GO:0060326","BP","GO:0060326","cell chemotaxis","6/92","169/11834",0.0355029585798817,4.56676099819913,4.1337603731124,0.0020096417537608,0.0227816077394572,0.0178688657108539,"CX3CR1/AIF1/CD74/ITGB2/CSF1R/SYK",6
"GO:0048678","BP","GO:0048678","response to axon injury","4/92","69/11834",0.0579710144927536,7.45683679899181,4.76122490868458,0.00201114442388226,0.0227816077394572,0.0178688657108539,"TYROBP/TREM2/P2RY12/MAG",4
"GO:0097530","BP","GO:0097530","granulocyte migration","4/92","69/11834",0.0579710144927536,7.45683679899181,4.76122490868458,0.00201114442388226,0.0227816077394572,0.0178688657108539,"CD74/ITGB2/CSF1R/SYK",4
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","4/92","72/11834",0.0555555555555556,7.14613526570048,4.63018221727371,0.00235140240927132,0.0264863024190393,0.0207746611440057,"AIF1/CD74/SYK/HLA-DPA1",4
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","5/92","120/11834",0.0416666666666667,5.35960144927536,4.24869063436777,0.00240264175128325,0.0267627595073495,0.0209915016164747,"C3/TREM2/HSPA8/LILRB4/SAMSN1",5
"GO:0050777","BP","GO:0050777","negative regulation of immune response","5/92","120/11834",0.0416666666666667,5.35960144927536,4.24869063436777,0.00240264175128325,0.0267627595073495,0.0209915016164747,"A2M/TREM2/LILRB4/SYK/SAMSN1",5
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","4/92","73/11834",0.0547945205479452,7.04824300178678,4.58816306602995,0.00247310539225876,0.0273839563908147,0.0214787404372633,"CX3CR1/AIF1/CD74/CSF1R",4
"GO:1904645","BP","GO:1904645","response to amyloid-beta","3/92","35/11834",0.0857142857142857,11.0254658385093,5.25758485830962,0.00248572571727096,0.0273839563908147,0.0214787404372633,"TYROBP/TREM2/SYK",3
"GO:0060075","BP","GO:0060075","regulation of resting membrane potential","2/92","10/11834",0.2,25.7260869565217,6.92378366215093,0.00258337655630984,0.027998216191358,0.0219605381230549,"TREM2/KCNK1",2
"GO:0090026","BP","GO:0090026","positive regulation of monocyte chemotaxis","2/92","10/11834",0.2,25.7260869565217,6.92378366215093,0.00258337655630984,0.027998216191358,0.0219605381230549,"CX3CR1/AIF1",2
"GO:1900226","BP","GO:1900226","negative regulation of NLRP3 inflammasome complex assembly","2/92","10/11834",0.2,25.7260869565217,6.92378366215093,0.00258337655630984,0.027998216191358,0.0219605381230549,"TREM2/HSPA8",2
"GO:0000768","BP","GO:0000768","syncytium formation by plasma membrane fusion","3/92","36/11834",0.0833333333333333,10.7192028985507,5.16949370662543,0.0026965581604609,0.028802182986964,0.0225911334204091,"TYROBP/TREM2/CD53",3
"GO:0140253","BP","GO:0140253","cell-cell fusion","3/92","36/11834",0.0833333333333333,10.7192028985507,5.16949370662543,0.0026965581604609,0.028802182986964,0.0225911334204091,"TYROBP/TREM2/CD53",3
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","4/92","75/11834",0.0533333333333333,6.86028985507247,4.50645295434793,0.00272938392395171,0.028802182986964,0.0225911334204091,"AIF1/CD74/SYK/HLA-DPA1",4
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","4/92","75/11834",0.0533333333333333,6.86028985507247,4.50645295434793,0.00272938392395171,0.028802182986964,0.0225911334204091,"TREM2/ENPP2/CSF1R/SYK",4
"GO:0097581","BP","GO:0097581","lamellipodium organization","4/92","75/11834",0.0533333333333333,6.86028985507247,4.50645295434793,0.00272938392395171,0.028802182986964,0.0225911334204091,"P2RY12/ENPP2/CAPZB/FSCN1",4
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","3/92","37/11834",0.0810810810810811,10.4294947121034,5.0847991337205,0.0029181085099299,0.0304729560542159,0.0239016124662021,"CD74/LAPTM5/SYK",3
"GO:0097178","BP","GO:0097178","ruffle assembly","3/92","37/11834",0.0810810810810811,10.4294947121034,5.0847991337205,0.0029181085099299,0.0304729560542159,0.0239016124662021,"AIF1/P2RY12/PFN1",3
"GO:1902107","BP","GO:1902107","positive regulation of leukocyte differentiation","5/92","126/11834",0.0396825396825397,5.1043823326432,4.09979397717941,0.0029689987342963,0.0306847549601241,0.0240677379763357,"TYROBP/CD74/TREM2/LILRB4/SYK",5
"GO:1903708","BP","GO:1903708","positive regulation of hemopoiesis","5/92","126/11834",0.0396825396825397,5.1043823326432,4.09979397717941,0.0029689987342963,0.0306847549601241,0.0240677379763357,"TYROBP/CD74/TREM2/LILRB4/SYK",5
"GO:0002438","BP","GO:0002438","acute inflammatory response to antigenic stimulus","2/92","11/11834",0.181818181818182,23.3873517786561,6.57514794544075,0.00314152265399239,0.0319033162426788,0.0250235224919607,"A2M/C3",2
"GO:0036005","BP","GO:0036005","response to macrophage colony-stimulating factor","2/92","11/11834",0.181818181818182,23.3873517786561,6.57514794544075,0.00314152265399239,0.0319033162426788,0.0250235224919607,"TREM2/CSF1R",2
"GO:0070206","BP","GO:0070206","protein trimerization","2/92","11/11834",0.181818181818182,23.3873517786561,6.57514794544075,0.00314152265399239,0.0319033162426788,0.0250235224919607,"CD74/ALOX5AP",2
"GO:0006949","BP","GO:0006949","syncytium formation","3/92","38/11834",0.0789473684210526,10.1550343249428,5.00327876854634,0.00315055192820469,0.0319033162426788,0.0250235224919607,"TYROBP/TREM2/CD53",3
"GO:0002521","BP","GO:0002521","leukocyte differentiation","9/92","390/11834",0.0230769230769231,2.96839464882943,3.49885433778597,0.00325360063948488,0.0327812526742069,0.0257121362358657,"TYROBP/CD74/TF/TREM2/CSF1R/LILRB4/ITM2A/SYK/EGR1",9
"GO:0002763","BP","GO:0002763","positive regulation of myeloid leukocyte differentiation","3/92","39/11834",0.0769230769230769,9.89464882943144,4.92473022680415,0.00339405766864927,0.0335473205178809,0.0263130053044831,"TYROBP/CD74/TREM2",3
"GO:0048260","BP","GO:0048260","positive regulation of receptor-mediated endocytosis","3/92","39/11834",0.0769230769230769,9.89464882943144,4.92473022680415,0.00339405766864927,0.0335473205178809,0.0263130053044831,"C3/TF/SYK",3
"GO:1902743","BP","GO:1902743","regulation of lamellipodium organization","3/92","39/11834",0.0769230769230769,9.89464882943144,4.92473022680415,0.00339405766864927,0.0335473205178809,0.0263130053044831,"ENPP2/CAPZB/FSCN1",3
"GO:0071674","BP","GO:0071674","mononuclear cell migration","5/92","130/11834",0.0384615384615385,4.94732441471572,4.00569287806139,0.00339656162849368,0.0335473205178809,0.0263130053044831,"CX3CR1/AIF1/TREM2/P2RY12/CSF1R",5
"GO:0002757","BP","GO:0002757","immune response-activating signaling pathway","8/92","322/11834",0.0248447204968944,3.19578719956792,3.53600688782412,0.00353164641418356,0.034710544413912,0.0272253856697123,"C3/TYROBP/LAPTM5/TREM2/HSPA8/CYBA/LILRB4/SYK",8
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","7/92","254/11834",0.0275590551181102,3.5449332420404,3.6291864528395,0.00359292118151826,0.0351405217997274,0.0275626405401196,"TF/LAPTM5/TREM2/HSPA8/SYK/TNFSF10/CAPN3",7
"GO:0001961","BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway","3/92","40/11834",0.075,9.64728260869565,4.84896885430914,0.00364878917354284,0.03551370045123,0.0278553450448288,"CD74/LAPTM5/TREM2",3
"GO:0051897","BP","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","5/92","133/11834",0.037593984962406,4.83573063092514,3.93761036363203,0.00374511894981027,0.0358113023259496,0.0280887705341744,"CX3CR1/TREM2/P2RY12/CSF1R/SPRY2",5
"GO:0002675","BP","GO:0002675","positive regulation of acute inflammatory response","2/92","12/11834",0.166666666666667,21.4384057971014,6.26992680748548,0.0037508097199249,0.0358113023259496,0.0280887705341744,"C3/ALOX5AP",2
"GO:0061517","BP","GO:0061517","macrophage proliferation","2/92","12/11834",0.166666666666667,21.4384057971014,6.26992680748548,0.0037508097199249,0.0358113023259496,0.0280887705341744,"TREM2/CSF1R",2
"GO:1900272","BP","GO:1900272","negative regulation of long-term synaptic potentiation","2/92","12/11834",0.166666666666667,21.4384057971014,6.26992680748548,0.0037508097199249,0.0358113023259496,0.0280887705341744,"CX3CR1/TYROBP",2
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","3/92","41/11834",0.0731707317073171,9.41198303287381,4.77582577443758,0.00391490417089021,0.0372008666475587,0.0291786821217759,"CD74/ITGB2/SYK",3
"GO:0002761","BP","GO:0002761","regulation of myeloid leukocyte differentiation","4/92","84/11834",0.0476190476190476,6.12525879917184,4.17260061327004,0.00410945102114459,0.0386828605511497,0.030341091305115,"TYROBP/CD74/TREM2/LILRB4",4
"GO:0019646","BP","GO:0019646","aerobic electron transport chain","4/92","84/11834",0.0476190476190476,6.12525879917184,4.17260061327004,0.00410945102114459,0.0386828605511497,0.030341091305115,"NDUFB9/COX5A/NDUFB2/UQCRFS1",4
"GO:0001910","BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","3/92","42/11834",0.0714285714285714,9.18788819875776,4.70514619236425,0.00419255476997898,0.0392807117467657,0.0308100188211933,"CX3CR1/TYROBP/HSPA8",3
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","6/92","198/11834",0.0303030303030303,3.89789196310935,3.63984791010525,0.00440419712386861,0.0400131443477564,0.0313845059223248,"AIF1/CD74/ITGB2/LILRB4/SYK/HLA-DPA1",6
"GO:0002291","BP","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","2/92","13/11834",0.153846153846154,19.7892976588629,5.99964317744518,0.00441042638446592,0.0400131443477564,0.0313845059223248,"TYROBP/TREM2",2
"GO:0033630","BP","GO:0033630","positive regulation of cell adhesion mediated by integrin","2/92","13/11834",0.153846153846154,19.7892976588629,5.99964317744518,0.00441042638446592,0.0400131443477564,0.0313845059223248,"P2RY12/SYK",2
"GO:0044849","BP","GO:0044849","estrous cycle","2/92","13/11834",0.153846153846154,19.7892976588629,5.99964317744518,0.00441042638446592,0.0400131443477564,0.0313845059223248,"HSPA8/EGR1",2
"GO:0045780","BP","GO:0045780","positive regulation of bone resorption","2/92","13/11834",0.153846153846154,19.7892976588629,5.99964317744518,0.00441042638446592,0.0400131443477564,0.0313845059223248,"TF/SYK",2
"GO:0141086","BP","GO:0141086","negative regulation of inflammasome-mediated signaling pathway","2/92","13/11834",0.153846153846154,19.7892976588629,5.99964317744518,0.00441042638446592,0.0400131443477564,0.0313845059223248,"TREM2/HSPA8",2
"GO:1900029","BP","GO:1900029","positive regulation of ruffle assembly","2/92","13/11834",0.153846153846154,19.7892976588629,5.99964317744518,0.00441042638446592,0.0400131443477564,0.0313845059223248,"P2RY12/PFN1",2
