Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to12,Feature log2 fold change topic 9to12
ENSG00000068878,PSME4,83,2.11095,39,0.75969,25,0.07675,11,-1.1745,18,-0.4421,16,-0.6346,6,-2.0606,21,-0.2593
ENSG00000170634,ACYP2,64,-0.8249,19,-2.5910,111,0.01205,107,-0.0414,123,0.17060,62,-0.8815,177,0.87008,120,0.19269
ENSG00000115306,SPTBN1,1287,0.66908,1022,0.29447,783,-0.1259,1009,0.27454,724,-0.2487,1244,0.61377,850,0.00324,604,-0.6848
ENSG00000214595,EML6,7,-1.7447,46,1.04886,3,-2.7917,17,-0.4968,10,-1.2603,31,0.43546,23,-0.0263,31,0.60287
ENSG00000115310,RTN4,2251,0.28279,2028,0.11654,1235,-0.6528,909,-1.1164,1240,-0.6465,2919,0.70598,1733,-0.1426,2138,0.28384
ENSG00000143947,RPS27A,1521,0.09010,600,-1.3325,2599,0.96502,2271,0.73860,1281,-0.1800,887,-0.7456,1659,0.25322,1191,-0.3891
ENSG00000085760,MTIF2,91,0.70285,88,0.65146,50,-0.2304,27,-1.1696,49,-0.2782,76,0.41067,64,0.14678,49,-0.3872
ENSG00000115355,CCDC88A,2808,2.65631,1608,1.53642,353,-0.9206,405,-0.7102,554,-0.2302,295,-1.1892,204,-1.8351,318,-1.3371
ENSG00000163001,CFAP36,112,-0.9227,256,0.35427,70,-1.6291,237,0.22787,186,-0.1498,268,0.42521,240,0.28001,212,0.07789
ENSG00000275052,PPP4R3B,98,0.48736,140,1.07340,28,-1.4398,44,-0.7520,70,-0.0484,64,-0.1835,68,-0.1106,72,-0.0116
ENSG00000138035,PNPT1,55,1.21619,34,0.41225,26,0.00825,25,-0.0954,16,-0.7879,11,-1.2871,19,-0.4920,27,0.07562
ENSG00000115380,EFEMP1,6,-1.9711,16,-0.5704,30,0.42226,2,-3.3352,190,4.47107,1,-4.0519,7,-1.8714,5,-2.5957
ENSG00000055813,CCDC85A,3,-3.9475,4,-3.5426,10,-2.3551,47,-0.1617,63,0.31584,31,-0.7957,65,0.40568,83,1.19022
ENSG00000115392,FANCL,24,0.08876,48,1.20502,55,1.42974,8,-1.6040,19,-0.2699,5,-2.0833,9,-1.4962,24,0.14167
ENSG00000119866,BCL11A,17,-2.5715,180,1.05239,124,0.42846,69,-0.4786,32,-1.6396,59,-0.7201,89,-0.1005,119,0.52362
ENSG00000162929,KIAA1841,51,1.02891,55,1.17139,11,-1.3000,29,0.14173,7,-1.8734,28,0.09724,15,-0.9644,27,0.04954
ENSG00000237651,C2orf74,84,-0.1571,56,-0.7747,81,-0.2142,94,0.02683,88,-0.0790,156,0.84556,89,-0.0757,94,0.02739
ENSG00000115464,USP34,171,0.87758,199,1.13954,54,-0.9431,81,-0.3166,99,-0.0018,60,-0.7836,86,-0.2511,89,-0.2253
ENSG00000082898,XPO1,91,-0.0698,114,0.27875,47,-1.0783,72,-0.4420,172,0.95206,121,0.38003,96,0.01648,84,-0.2684
ENSG00000170264,FAM161A,78,0.90518,91,1.16740,17,-1.4828,34,-0.4065,51,0.21053,57,0.38732,45,0.00935,29,-0.8238
ENSG00000115484,CCT4,37,-2.2553,92,-0.9200,97,-0.8404,107,-0.6796,150,-0.1636,167,-0.0015,211,0.41605,233,0.79469
ENSG00000173163,COMMD1,20,-0.9921,44,0.22551,57,0.61712,18,-1.1197,19,-1.0403,32,-0.3086,43,0.20683,46,0.41165
ENSG00000170340,B3GNT2,1,-4.0736,24,0.28165,15,-0.4766,3,-2.8988,13,-0.6325,37,0.96439,21,0.03692,27,0.68391
ENSG00000115504,EHBP1,97,-0.3200,204,0.87425,60,-1.0478,67,-0.8850,74,-0.7223,203,0.87096,151,0.42803,104,-0.2677
ENSG00000143951,WDPCP,32,0.50872,38,0.76578,11,-1.0857,18,-0.4099,26,0.15945,32,0.48449,21,-0.2125,21,-0.2619
ENSG00000014641,MDH1,78,-3.1830,187,-1.9026,217,-1.6838,320,-1.1028,412,-0.7195,567,-0.2300,1015,0.79351,1019,1.09557
ENSG00000169764,UGP2,52,-2.7965,162,-1.1373,330,-0.0509,306,-0.1677,268,-0.3715,434,0.38366,551,0.88109,359,0.11310
ENSG00000119862,LGALSL,0,-5.7224,30,-0.0865,28,-0.1884,23,-0.4501,11,-1.6248,49,0.69078,39,0.37399,40,0.53854
ENSG00000119844,AFTPH,42,-0.6856,97,0.64244,22,-1.6546,52,-0.3318,56,-0.2429,101,0.70027,43,-0.6726,81,0.50636
ENSG00000237638,LINC02245,2,-3.0057,20,0.09473,13,-0.5231,12,-0.6401,9,-1.0145,3,-2.4250,31,0.92810,25,0.71249
ENSG00000115902,SLC1A4,7,-3.2507,52,-0.3648,53,-0.3346,36,-0.9124,182,1.71378,55,-0.2788,60,-0.1641,71,0.17250
ENSG00000011523,CEP68,37,-1.0417,133,0.95509,44,-0.8103,51,-0.5732,52,-0.5460,113,0.68540,48,-0.7117,90,0.45110
ENSG00000138069,RAB1A,29,-2.4874,75,-1.0799,87,-0.8523,103,-0.6028,170,0.17546,111,-0.4888,199,0.47365,213,0.80984
ENSG00000138071,ACTR2,102,-1.7217,238,-0.4554,218,-0.5928,252,-0.3707,258,-0.3339,472,0.62601,373,0.27506,386,0.43485
ENSG00000198369,SPRED2,8,-1.6686,18,-0.4599,10,-1.2256,13,-0.8612,32,0.46556,25,0.04913,43,1.07326,24,-0.0123
ENSG00000197223,C1D,17,-2.1421,73,-0.0014,46,-0.7103,46,-0.7312,61,-0.3009,94,0.39100,68,-0.1369,102,0.78538
ENSG00000221823,PPP3R1,31,-2.5606,137,-0.3403,142,-0.2790,158,-0.1162,101,-0.8075,235,0.51662,136,-0.3870,242,0.84769
ENSG00000119865,CNRIP1,18,-2.7859,85,-0.5217,127,0.11306,67,-0.8646,110,-0.1163,106,-0.1787,114,-0.0618,170,0.87212
ENSG00000198380,GFPT1,10,-2.0056,46,0.24920,20,-1.0148,35,-0.1757,18,-1.1302,28,-0.4829,58,0.70333,49,0.51185
ENSG00000169599,NFU1,21,-0.9302,11,-1.8782,7,-2.5425,32,-0.3106,37,-0.1038,35,-0.2049,62,0.80755,52,0.63034
ENSG00000115977,AAK1,94,-1.7269,316,0.11142,158,-0.9572,183,-0.7295,200,-0.5981,372,0.37086,350,0.30283,378,0.57811
ENSG00000087338,GMCL1,21,-0.8069,40,0.17666,33,-0.1479,33,-0.1232,34,-0.0650,25,-0.5728,51,0.62866,35,-0.0163
ENSG00000124380,SNRNP27,182,0.67551,233,1.09218,73,-0.7581,111,-0.1050,63,-0.9814,275,1.38072,86,-0.5559,81,-0.7699
ENSG00000169564,PCBP1,118,-1.0431,144,-0.7449,213,-0.1380,112,-1.1173,301,0.40812,222,-0.0767,284,0.34847,280,0.41384
ENSG00000116001,TIA1,44,0.29234,63,0.87065,15,-1.3501,28,-0.4139,63,0.86434,16,-1.2654,23,-0.7744,41,0.26833
ENSG00000116005,PCYOX1,62,-1.0405,243,1.12714,86,-0.5366,88,-0.5073,130,0.10636,106,-0.2194,118,-0.0574,128,0.10783
ENSG00000143977,SNRPG,16,-1.7523,21,-1.3059,53,0.06867,91,0.95386,112,1.31233,50,-0.0141,38,-0.4632,46,-0.1676
ENSG00000035141,FAM136A,8,-2.0349,26,-0.3378,14,-1.2789,38,0.20892,6,-2.5565,8,-2.0023,50,0.73659,49,0.95754
ENSG00000075340,ADD2,31,-2.4908,314,1.05246,110,-0.6193,123,-0.4501,80,-1.1007,206,0.35752,167,0.02174,194,0.37539
ENSG00000124357,NAGK,53,0.66708,33,-0.0939,23,-0.6144,16,-1.1646,58,0.79718,31,-0.1775,31,-0.1905,36,0.04561
ENSG00000124383,MPHOSPH10,134,0.71401,200,1.40245,75,-0.2035,22,-2.0369,60,-0.5425,222,1.58948,54,-0.7778,52,-0.9677
ENSG00000124374,PAIP2B,528,3.25325,49,-0.9858,309,2.03736,31,-1.6652,19,-2.3846,28,-1.8451,29,-1.8669,27,-2.1960
ENSG00000075292,ZNF638,792,1.97358,495,1.11387,140,-0.8902,118,-1.1519,226,-0.1617,430,0.87333,160,-0.7430,121,-1.3733
ENSG00000003137,CYP26B1,0,-7.9224,0,-7.6399,1,-4.3347,4,-2.3459,17,-0.2185,14,-0.4685,41,1.39758,29,0.98795
ENSG00000144036,EXOC6B,66,0.47307,80,0.78476,23,-1.1523,45,-0.1390,58,0.26942,78,0.74301,36,-0.5156,42,-0.3380
ENSG00000135638,EMX1,0,-4.7181,12,-0.8691,7,-1.5109,6,-1.9170,26,0.31617,30,0.55443,36,0.98731,25,0.36282
ENSG00000144040,SFXN5,30,-1.9832,50,-1.2462,57,-1.0274,256,1.36357,315,1.74130,105,-0.1015,114,0.02739,77,-0.7610
ENSG00000135631,RAB11FIP5,2,-4.9185,14,-2.1027,59,0.07487,51,-0.1449,42,-0.4506,74,0.44028,85,0.75311,65,0.34639
ENSG00000135632,SMYD5,13,-0.6681,8,-1.3481,27,0.43084,17,-0.2707,14,-0.6051,0,-7.7539,21,-0.0240,32,1.06342
ENSG00000135617,PRADC1,10,-1.3367,17,-0.5797,18,-0.5057,20,-0.3423,35,0.51551,14,-0.8574,22,-0.2189,36,0.83485
ENSG00000135624,CCT7,21,-2.6677,66,-0.9726,97,-0.3961,64,-1.0165,100,-0.3558,136,0.13258,158,0.40868,176,0.81074
ENSG00000163013,FBXO41,33,-1.4040,82,-0.0062,111,0.46231,156,1.03223,58,-0.5492,76,-0.1392,75,-0.1694,82,-0.0218
ENSG00000116127,ALMS1,55,1.64913,58,1.72523,19,-0.1161,29,0.53105,13,-0.6871,10,-1.0678,18,-0.2118,6,-1.9978
ENSG00000144034,TPRKB,11,-1.0307,9,-1.3020,22,0.09295,22,0.03586,16,-0.4204,12,-0.7900,24,0.23537,28,0.67588
ENSG00000124356,STAMBP,143,1.92827,57,0.33431,55,0.27465,8,-2.5594,21,-1.2058,76,0.80563,40,-0.2457,28,-0.9422
ENSG00000114956,DGUOK,7,-2.8408,51,-0.0430,58,0.17314,15,-1.8266,57,0.13150,31,-0.8025,70,0.51208,67,0.57212
ENSG00000163170,BOLA3,14,-2.2887,9,-2.8404,25,-1.4361,60,-0.1387,54,-0.3018,86,0.42535,117,1.08229,76,0.32697
ENSG00000225439,BOLA3-AS1,5,-2.2323,24,-0.0649,24,-0.0774,23,-0.1290,27,0.11504,30,0.27509,27,0.13764,28,0.26863
ENSG00000204843,DCTN1,251,-0.2713,331,0.16560,247,-0.2944,171,-0.8565,200,-0.6181,254,-0.2504,321,0.12570,371,0.50211
ENSG00000005448,WDR54,18,-0.9753,41,0.31923,30,-0.1802,26,-0.3863,37,0.13891,16,-1.1414,17,-1.1259,51,1.00069
ENSG00000115274,INO80B,47,0.46872,51,0.59160,13,-1.4333,25,-0.5277,62,0.90742,44,0.35235,24,-0.6358,33,-0.1396
ENSG00000239779,WBP1,41,-0.4477,27,-1.0677,102,0.98098,91,0.79790,83,0.63935,22,-1.3746,68,0.35470,41,-0.6178
ENSG00000115307,AUP1,29,-0.5949,41,-0.0685,37,-0.2252,12,-1.8658,50,0.22244,21,-1.0733,31,-0.5640,67,1.06059
ENSG00000115317,HTRA2,3,-3.1434,20,-0.6501,19,-0.7277,19,-0.7314,39,0.40670,21,-0.5410,47,0.80727,37,0.44803
ENSG00000115350,POLE4,33,-0.8790,32,-0.9585,150,1.54089,78,0.41884,18,-1.7931,20,-1.6289,70,0.27836,61,0.05163
ENSG00000115364,MRPL19,32,0.35858,22,-0.2045,17,-0.6401,30,0.23998,63,1.50242,22,-0.1992,18,-0.5702,21,-0.4092
ENSG00000176204,LRRTM4,9,-2.0479,58,0.68237,23,-0.7616,7,-2.4589,22,-0.8302,67,0.91958,20,-1.0014,57,0.98740
ENSG00000066032,CTNNA2,41,-2.1447,129,-0.4442,76,-1.2386,123,-0.5238,378,1.29518,396,1.37946,209,0.33707,127,-0.6214
ENSG00000163541,SUCLG1,87,-0.2832,104,-0.0067,65,-0.7278,60,-0.8546,120,0.22066,116,0.16654,104,-0.0100,123,0.37606
ENSG00000034510,TMSB10,330,-2.8590,1113,-1.0628,2429,0.13868,1448,-0.6647,1263,-0.8719,1608,-0.5042,3014,0.54423,3119,0.81137
ENSG00000176407,KCMF1,8,-2.9578,67,0.06434,36,-0.8721,92,0.58165,33,-1.0049,55,-0.2398,93,0.66809,73,0.28504
ENSG00000152291,TGOLN2,162,-0.4543,328,0.66680,240,0.16230,98,-1.2091,140,-0.6763,287,0.44372,196,-0.1727,239,0.21312
ENSG00000042445,RETSAT,9,-1.4251,26,0.16135,33,0.54426,29,0.32683,40,0.86937,19,-0.3390,19,-0.3147,21,-0.1707
ENSG00000168906,MAT2A,57,-0.6802,53,-0.7968,75,-0.2561,81,-0.1427,172,1.07365,61,-0.5873,52,-0.8929,116,0.62205
ENSG00000115486,GGCX,13,-0.8849,18,-0.3785,9,-1.4617,30,0.37303,50,1.21892,21,-0.1971,16,-0.6686,28,0.35801
ENSG00000168899,VAMP5,21,-0.0144,4,-2.3218,56,1.59669,48,1.32919,27,0.37956,5,-2.0545,15,-0.6161,16,-0.5439
ENSG00000168894,RNF181,34,-1.0372,27,-1.3998,101,0.63753,55,-0.3357,83,0.31619,32,-1.1199,84,0.37326,79,0.32794
ENSG00000115525,ST3GAL5,50,-1.1820,84,-0.3872,56,-1.0175,71,-0.6488,121,0.16830,156,0.57922,129,0.30132,127,0.34685
ENSG00000132300,PTCD3,76,0.19896,76,0.19615,44,-0.6553,69,0.03386,171,1.55908,36,-0.9487,51,-0.4686,58,-0.2992
ENSG00000132305,IMMT,68,-0.6645,112,0.10630,49,-1.1691,62,-0.7978,71,-0.6032,154,0.61860,99,-0.0951,136,0.60171
ENSG00000132313,MRPL35,22,-1.3500,53,-0.0458,24,-1.2398,55,-0.0115,32,-0.8105,92,0.83138,49,-0.1881,71,0.57563
ENSG00000068615,REEP1,4,-4.4443,109,0.17947,33,-1.6509,80,-0.2980,76,-0.3798,92,-0.0832,133,0.55604,127,0.61661
ENSG00000115548,KDM3A,35,0.05220,46,0.47404,12,-1.4804,25,-0.4450,75,1.31397,52,0.69272,16,-1.2156,32,-0.1151
ENSG00000115561,CHMP3,170,-0.8175,451,0.71686,262,-0.1551,329,0.20187,203,-0.5498,578,1.13591,196,-0.6488,271,-0.1361
ENSG00000239305,RNF103,15,-1.6303,29,-0.6178,41,-0.0836,47,0.13305,69,0.74218,39,-0.1579,31,-0.5751,55,0.53546
ENSG00000153561,RMND5A,34,-1.0113,79,0.25438,70,0.07425,52,-0.3917,64,-0.0712,45,-0.5950,74,0.16536,78,0.33802
ENSG00000172086,KRCC1,93,2.41220,42,0.95758,14,-0.7266,12,-0.9596,29,0.33508,26,0.15848,13,-0.9299,9,-1.6538
ENSG00000172005,MAL,309,2.66768,10,-2.7943,237,2.10047,41,-0.8142,144,1.17660,14,-2.3384,11,-2.8814,16,-2.5892
ENSG00000144029,MRPS5,146,0.90714,133,0.75209,56,-0.6164,41,-1.0848,90,0.13083,104,0.35736,51,-0.8130,82,-0.0383
ENSG00000115041,KCNIP3,9,-1.8036,45,0.62096,51,0.80091,39,0.37550,9,-1.8591,6,-2.4571,38,0.37071,33,0.19204
ENSG00000115042,FAHD2A,33,0.23804,15,-0.9010,30,0.10926,19,-0.5608,29,0.03120,29,0.06746,22,-0.3817,34,0.44108
ENSG00000232931,LINC00342,168,2.20928,142,1.86877,5,-3.2882,77,0.79124,53,0.17704,5,-3.1011,16,-1.7463,21,-1.5062
ENSG00000174501,ANKRD36C,742,2.92288,459,1.89513,48,-1.7451,73,-1.1038,125,-0.2924,34,-2.2549,65,-1.3602,51,-1.9844
ENSG00000084090,STARD7,72,-1.0991,105,-0.5297,140,-0.0874,132,-0.1815,188,0.37889,143,-0.0478,162,0.16031,168,0.28022
ENSG00000135956,TMEM127,17,-1.7876,39,-0.5375,21,-1.4633,46,-0.3034,42,-0.4271,60,0.12535,75,0.53093,73,0.63534
ENSG00000144021,CIAO1,115,-0.1697,149,0.23412,116,-0.1639,83,-0.6718,162,0.37156,133,0.05872,121,-0.1001,135,0.11077
ENSG00000144028,SNRNP200,72,0.01495,38,-0.9500,58,-0.3322,50,-0.5387,146,1.17207,52,-0.4773,78,0.15493,71,-0.0135
ENSG00000114982,KANSL3,9,-1.9007,35,0.09327,24,-0.5141,42,0.35901,36,0.09684,15,-1.1776,15,-1.2925,52,1.12028
ENSG00000213337,ANKRD39,22,-0.8379,12,-1.6744,42,0.13916,29,-0.4246,25,-0.6625,25,-0.6213,30,-0.4247,61,1.17154
ENSG00000144199,FAHD2B,28,-0.3600,19,-0.9206,51,0.59369,14,-1.3823,76,1.25455,37,0.09210,26,-0.4955,36,0.06150
ENSG00000135976,ANKRD36,307,2.30829,286,2.15920,32,-1.4444,68,-0.2954,65,-0.3625,32,-1.4136,30,-1.5947,34,-1.6393
ENSG00000230606,AC092683.1,52,0.49396,185,2.89199,5,-2.9934,38,0.00259,17,-1.2381,3,-3.4000,23,-0.7843,27,-0.6697
ENSG00000196912,ANKRD36B,81,1.15362,168,2.53639,18,-1.2273,40,0.00664,46,0.19849,4,-3.3454,24,-0.8342,19,-1.3791
ENSG00000135940,COX5B,223,-1.8482,194,-2.0575,613,-0.3290,718,-0.0825,726,-0.0655,642,-0.2575,1229,0.89126,877,0.33199
ENSG00000115073,ACTR1B,23,-2.0777,51,-0.9089,94,0.01935,113,0.31261,57,-0.7539,87,-0.0911,89,-0.0696,127,0.75165
ENSG00000075568,TMEM131,53,0.23042,68,0.64122,56,0.32918,28,-0.7315,65,0.55160,29,-0.6999,36,-0.4172,44,-0.0597
ENSG00000040933,INPP4A,15,-2.3864,49,-0.6906,59,-0.4125,56,-0.4771,58,-0.4295,68,-0.1956,110,0.64674,99,0.58815
ENSG00000183513,COA5,33,-0.9881,36,-0.8972,40,-0.7326,81,0.36206,50,-0.3931,55,-0.2414,83,0.46311,77,0.42033
ENSG00000115446,UNC50,12,-1.2713,11,-1.3791,9,-1.7024,28,0.00214,31,0.19691,48,0.89635,27,-0.0661,35,0.53332
ENSG00000071073,MGAT4A,13,-1.1467,38,0.43778,26,-0.1972,21,-0.4793,20,-0.5575,44,0.66604,20,-0.6390,37,0.52358
ENSG00000196872,KIAA1211L,0,-9.0350,152,0.36989,86,-0.5157,115,-0.0732,62,-1.0046,275,1.36896,72,-0.8396,152,0.54235
ENSG00000185414,MRPL30,27,-0.8739,36,-0.3969,20,-1.2640,53,0.17303,30,-0.6711,81,0.87502,57,0.31911,51,0.18316
ENSG00000115514,TXNDC9,3,-2.6551,22,-0.0348,25,0.12366,14,-0.7020,20,-0.1676,13,-0.8974,17,-0.5001,36,1.09197
ENSG00000158417,EIF5B,1584,2.43843,645,0.77291,377,-0.0915,237,-0.8044,206,-1.0140,443,0.16186,220,-0.9853,216,-1.1855
ENSG00000135945,REV1,79,0.91209,97,1.26278,29,-0.6720,23,-1.0153,48,0.09418,38,-0.2680,48,0.11718,32,-0.6557
ENSG00000144218,AFF3,15,-1.7798,103,1.17632,51,0.04269,33,-0.6141,38,-0.4394,65,0.40796,50,0.01380,49,-0.0635
ENSG00000170500,LONRF2,11,-4.1276,185,0.06181,136,-0.4155,119,-0.6184,162,-0.1444,214,0.29327,234,0.48977,209,0.37252
ENSG00000115526,CHST10,4,-2.7765,10,-1.5805,29,-0.0710,25,-0.2954,68,1.34686,9,-1.7568,30,0.00028,39,0.58215
ENSG00000115539,PDCL3,24,0.38100,9,-1.0288,0,-4.5251,17,-0.1403,7,-1.5087,17,-0.1942,42,1.48836,17,-0.1722
ENSG00000170485,NPAS2,3,-3.6304,37,-0.1594,42,0.04386,37,-0.1284,51,0.35123,41,0.00897,26,-0.7183,56,0.76209
ENSG00000071082,RPL31,942,-0.7035,497,-1.6640,2719,0.98475,2748,1.00305,1405,-0.0881,1158,-0.3874,1810,0.34900,1185,-0.4654
ENSG00000163162,RNF149,35,0.41377,43,0.75457,14,-0.9982,36,0.45004,10,-1.5036,20,-0.4449,25,-0.1560,29,0.16463
ENSG00000175874,CREG2,77,-2.9725,670,0.27771,240,-1.2994,291,-1.0101,392,-0.5609,1309,1.40317,367,-0.7135,760,0.70986
ENSG00000071054,MAP4K4,2630,3.78540,313,-0.3580,730,1.00696,125,-1.7346,74,-2.5151,134,-1.6372,125,-1.8334,117,-2.1816
ENSG00000233639,PANTR1,15,-1.2446,9,-1.8853,22,-0.6457,39,0.24115,81,1.46078,45,0.46390,54,0.86778,21,-0.9276
ENSG00000198914,POU3F3,146,1.10049,73,-0.0358,54,-0.4968,96,0.40851,199,1.65174,39,-0.9716,67,-0.1896,38,-1.2720
ENSG00000135972,MRPS9,24,-0.4084,21,-0.6000,23,-0.4324,24,-0.4049,26,-0.2595,32,0.08030,32,0.06035,39,0.54103
ENSG00000135966,TGFBRAP1,3,-2.9039,20,-0.1483,4,-2.4106,15,-0.6349,29,0.42139,33,0.59020,23,0.03477,30,0.65862
ENSG00000135974,C2orf49,59,0.86387,51,0.62081,16,-1.1201,43,0.35643,35,0.01729,44,0.38762,29,-0.3035,27,-0.5015
ENSG00000115641,FHL2,3,-3.0764,10,-1.2434,24,0.02866,10,-1.2229,16,-0.6127,19,-0.3145,20,-0.2424,40,1.35476
ENSG00000071051,NCK2,7,-2.7468,41,-0.1319,19,-1.2929,22,-1.0511,20,-1.2304,44,-0.0320,90,1.29563,52,0.31804
ENSG00000115652,UXS1,10,-1.5095,41,0.55414,24,-0.3035,7,-2.1283,28,-0.0101,33,0.23653,27,-0.1145,37,0.57485
ENSG00000135968,GCC2,500,-0.0464,1402,1.68997,253,-1.0887,317,-0.7489,225,-1.2623,1022,1.12402,484,-0.1060,373,-0.6519
ENSG00000169756,LIMS1,41,0.97547,22,-0.0245,25,0.19947,41,0.96227,60,1.65435,9,-1.3832,8,-1.6462,14,-0.9545
ENSG00000153201,RANBP2,99,-0.3757,186,0.61625,46,-1.5367,47,-1.5041,103,-0.3173,229,0.96724,93,-0.5230,155,0.47309
ENSG00000175701,MTLN,23,-2.3591,21,-2.4534,44,-1.3881,105,-0.0646,77,-0.5545,63,-0.8580,204,1.15749,144,0.64137
ENSG00000175772,LINC01106,1,-3.4798,16,-0.1924,8,-1.2316,10,-0.9523,15,-0.3308,12,-0.7025,13,-0.5421,34,1.55501
ENSG00000153107,ANAPC1,11,-1.4634,16,-1.0102,21,-0.5532,16,-1.0060,47,0.66170,33,0.11653,40,0.47014,36,0.35993
ENSG00000144161,ZC3H8,55,0.07930,71,0.48851,15,-1.8810,43,-0.2968,76,0.61249,85,0.79652,45,-0.2441,47,-0.1991
ENSG00000188177,ZC3H6,463,1.91651,247,0.79695,107,-0.5224,196,0.41756,130,-0.2255,290,1.07175,77,-1.0978,55,-1.8438
ENSG00000114999,TTL,73,-0.1830,65,-0.3580,94,0.20507,106,0.39684,50,-0.7588,116,0.54555,61,-0.5038,90,0.20820
ENSG00000125611,CHCHD5,16,-1.0533,16,-1.0554,64,1.13578,53,0.80275,22,-0.5847,32,-0.0166,26,-0.3232,32,0.01283
ENSG00000144136,SLC20A1,25,-1.3266,72,0.28172,31,-1.0417,15,-2.1112,61,0.01083,67,0.15713,81,0.52128,73,0.43685
ENSG00000189223,PAX8-AS1,15,-0.3684,13,-0.5685,0,-6.5578,11,-0.7740,23,0.27225,27,0.52844,23,0.29954,24,0.49060
ENSG00000115091,ACTR3,48,-1.1497,84,-0.2952,91,-0.1723,73,-0.5212,58,-0.8551,85,-0.2775,124,0.34815,134,0.63392
ENSG00000175497,DPP10,43,-1.1376,73,-0.3440,78,-0.2500,62,-0.5954,128,0.53037,95,0.05026,77,-0.3001,117,0.55735
ENSG00000235026,DPP10-AS1,0,-6.1845,3,-2.3675,24,0.43068,19,0.06095,23,0.33719,26,0.55172,6,-1.6693,28,1.03405
ENSG00000088205,DDX18,161,0.67120,198,1.01276,79,-0.4533,58,-0.9319,93,-0.2106,183,0.88202,81,-0.4569,85,-0.4548
ENSG00000125633,CCDC93,43,0.88622,36,0.59854,6,-2.1287,3,-2.9608,42,0.83044,15,-0.7801,26,0.11201,25,0.01774
ENSG00000125629,INSIG2,2,-3.8684,31,0.07608,10,-1.6572,17,-0.8171,29,-0.0409,15,-1.0168,33,0.21928,46,1.09374
ENSG00000155368,DBI,210,0.14389,56,-1.8626,238,0.34307,453,1.42594,408,1.24125,125,-0.6572,136,-0.5768,135,-0.7027
ENSG00000088179,PTPN4,14,-2.5968,107,0.48926,41,-1.0040,79,0.00990,71,-0.1558,68,-0.2271,91,0.25654,96,0.44169
ENSG00000144118,RALB,52,-1.2301,91,-0.3961,82,-0.5574,76,-0.6804,98,-0.2790,94,-0.3531,255,1.49339,102,-0.2929
ENSG00000074054,CLASP1,26,-1.3000,57,-0.1137,44,-0.5235,56,-0.1582,42,-0.5759,46,-0.4632,72,0.26386,81,0.64682
ENSG00000155438,NIFK,38,0.27912,36,0.19173,0,-6.2757,10,-1.7922,44,0.48431,53,0.80726,15,-1.1931,43,0.70655
ENSG00000211460,TSN,45,-0.7292,67,-0.1178,106,0.61780,32,-1.2276,56,-0.3862,86,0.27868,73,0.02882,81,0.27591
ENSG00000136717,BIN1,311,1.36207,150,0.15472,211,0.69916,45,-1.6890,81,-0.8032,67,-1.0796,105,-0.4353,140,0.06256
ENSG00000163161,ERCC3,15,-0.6325,9,-1.3975,15,-0.6774,21,-0.1410,21,-0.1451,14,-0.7474,26,0.25978,32,0.77317
ENSG00000169967,MAP3K2,95,1.16244,106,1.35072,8,-2.5720,36,-0.4067,63,0.47593,86,0.99085,28,-0.8504,27,-1.0148
ENSG00000163166,IWS1,345,2.53892,101,0.31792,62,-0.4385,52,-0.7086,103,0.33897,64,-0.3950,49,-0.8550,42,-1.2915
ENSG00000136709,WDR33,42,-0.1901,59,0.36957,68,0.58796,48,0.02766,41,-0.2041,22,-1.1617,43,-0.1531,50,0.11596
ENSG00000144231,POLR2D,36,0.12952,53,0.72753,69,1.16956,7,-2.2633,34,0.00858,33,-0.0068,20,-0.8382,33,-0.0677
ENSG00000136715,SAP130,7,-1.5986,21,0.00535,0,-7.1186,10,-1.0356,30,0.58099,18,-0.2014,17,-0.3503,33,1.08972
ENSG00000136731,UGGT1,56,0.95933,51,0.79552,33,0.12919,8,-1.9779,39,0.38260,19,-0.7136,28,-0.1803,27,-0.2777
ENSG00000136720,HS6ST1,25,-1.9484,40,-1.2810,37,-1.3790,84,-0.1568,170,0.98352,126,0.48851,98,0.10764,108,0.34854
ENSG00000136699,SMPD4,33,0.01739,41,0.34434,19,-0.8048,49,0.65818,47,0.56535,6,-2.4128,15,-1.2120,41,0.54918
ENSG00000152082,MZT2B,230,-1.1823,170,-1.6280,683,0.50770,677,0.49371,532,0.10712,312,-0.7187,627,0.41202,527,0.12758
ENSG00000136710,CCDC115,19,-1.8929,30,-1.1891,62,-0.1059,52,-0.3642,61,-0.1117,98,0.62973,111,0.95639,62,-0.1314
ENSG00000136718,IMP4,42,-0.5883,32,-1.0099,73,0.27316,55,-0.1908,41,-0.6221,51,-0.2961,89,0.65691,67,0.18614
ENSG00000072135,PTPN18,15,-0.4062,20,0.02654,8,-1.2541,28,0.59206,41,1.18105,11,-0.8123,6,-1.9129,25,0.55367
ENSG00000178171,AMER3,2,-3.1446,14,-0.5856,8,-1.4523,12,-0.8227,24,0.26756,20,-0.0840,22,0.11260,31,0.97836
