Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000151458,ANKRD50,23,-0.5705,25,-0.3855,31,-0.0460,41,0.55126,30,-0.1134,37,0.25128,27,-0.2211
ENSG00000164066,INTU,51,0.22448,115,1.57152,60,0.44328,20,-1.4649,29,-0.7507,78,0.87704,26,-0.8190
ENSG00000164070,HSPA4L,53,-1.4954,175,0.44189,227,0.87243,136,0.04192,186,0.61004,93,-0.5586,84,-0.7202
ENSG00000164073,MFSD8,10,-0.8772,28,0.78417,13,-0.3411,13,-0.4318,20,0.33731,29,0.87438,15,-0.1948
ENSG00000164074,ABHD18,8,-0.6892,23,1.01322,8,-0.6404,12,-0.0364,14,0.22479,14,0.17622,10,-0.2977
ENSG00000138709,LARP1B,58,-0.1571,149,1.41680,84,0.44274,51,-0.4316,61,-0.0779,41,-0.6773,37,-0.8335
ENSG00000164040,PGRMC2,66,-0.3030,66,-0.2839,57,-0.4903,77,-0.0438,93,0.29614,89,0.19870,105,0.46051
ENSG00000077684,JADE1,44,-0.3729,66,0.29228,70,0.38297,54,-0.0313,39,-0.5795,92,0.83095,49,-0.1984
ENSG00000151466,SCLT1,65,0.54713,77,0.74563,119,1.51262,38,-0.4518,16,-1.7310,42,-0.2160,17,-1.5911
ENSG00000151470,C4orf33,11,0.02139,8,-0.3698,16,0.62176,14,0.55948,6,-0.9126,10,-0.0630,7,-0.5998
ENSG00000250241,AC105383.1,7,-0.8698,29,1.50251,24,1.17997,10,-0.2947,8,-0.5712,6,-1.0871,10,-0.2637
ENSG00000138650,PCDH10,83,-1.4524,284,0.55597,299,0.64099,251,0.45635,181,-0.1881,237,0.25691,115,-0.8623
ENSG00000151012,SLC7A11,117,1.49731,42,-0.4345,71,0.39822,19,-1.8099,15,-2.0427,127,1.40478,43,-0.3659
ENSG00000109381,ELF2,30,0.12946,62,1.31988,54,1.10088,20,-0.6200,18,-0.6918,24,-0.2480,10,-1.5360
ENSG00000109390,NDUFC1,135,-0.0143,58,-1.3112,60,-1.2516,121,-0.2198,151,0.18996,148,0.13241,293,1.28580
ENSG00000164134,NAA15,44,-0.8293,129,0.94158,128,0.92857,65,-0.2108,68,-0.0992,87,0.28590,34,-1.1671
ENSG00000172007,RAB33B,14,0.47138,14,0.44117,8,-0.4337,8,-0.5686,12,0.21963,8,-0.4765,12,0.17687
ENSG00000145391,SETD7,42,0.09187,29,-0.4689,25,-0.6823,43,0.15834,37,-0.1096,44,0.17682,50,0.37928
ENSG00000153130,SCOC,160,-0.7599,196,-0.3905,255,0.02524,295,0.32867,299,0.30921,197,-0.3859,314,0.35796
ENSG00000153132,CLGN,4,-2.0711,24,0.77881,21,0.57240,15,0.08661,22,0.71741,11,-0.4980,9,-0.7710
ENSG00000179387,ELMOD2,13,-0.1494,21,0.59067,6,-1.3583,11,-0.4079,23,0.86886,13,-0.1599,11,-0.3344
ENSG00000109436,TBC1D9,35,-1.3407,67,-0.2633,48,-0.7875,98,0.43975,93,0.28739,85,0.10716,123,0.70226
ENSG00000170153,RNF150,37,-0.6420,75,0.52580,36,-0.6457,62,0.28436,67,0.37057,48,-0.2063,43,-0.3455
ENSG00000109445,ZNF330,16,-0.7515,32,0.43480,26,0.05498,26,0.12449,29,0.27840,25,-0.0020,21,-0.2626
ENSG00000109452,INPP4B,18,0.24134,32,1.20613,25,0.78811,6,-1.6555,22,0.64513,7,-1.2503,9,-0.8481
ENSG00000170185,USP38,11,-0.7492,20,0.15389,22,0.30520,15,-0.3633,18,-0.0362,36,1.11338,18,0.00933
ENSG00000109458,GAB1,28,0.30300,36,0.67021,19,-0.3625,20,-0.3221,15,-0.7269,34,0.59356,25,0.07263
ENSG00000153147,SMARCA5,132,-0.5037,249,0.54465,489,1.73638,105,-0.9639,172,-0.0495,196,0.16176,95,-0.9670
ENSG00000164161,HHIP,10,-1.0005,24,0.44355,24,0.41369,39,1.85413,5,-1.9882,2,-3.0173,4,-2.1507
ENSG00000164162,ANAPC10,9,-0.0956,9,-0.0802,3,-1.6879,11,0.28987,12,0.34501,10,0.10007,9,-0.2006
ENSG00000164163,ABCE1,31,-0.7524,58,0.28846,46,-0.0719,40,-0.3724,81,0.98003,43,-0.1825,41,-0.2533
ENSG00000164164,OTUD4,21,-0.6588,63,1.12979,28,-0.1818,27,-0.3370,36,0.22857,42,0.42841,21,-0.5987
ENSG00000170365,SMAD1,33,0.27678,45,0.76543,40,0.54726,19,-0.7457,28,0.00102,31,0.17136,15,-0.9507
ENSG00000151612,ZNF827,36,-0.4725,81,0.84860,70,0.61309,42,-0.2468,37,-0.4357,72,0.65260,31,-0.6577
ENSG00000164167,LSM6,21,-0.0880,23,0.06424,16,-0.5632,26,0.25900,18,-0.3405,22,-0.0343,30,0.46142
ENSG00000164168,TMEM184C,15,-0.6688,23,0.03785,51,1.35435,19,-0.3300,25,0.15753,15,-0.5837,22,-0.0214
ENSG00000071205,ARHGAP10,51,1.38687,30,0.27428,51,1.16385,7,-2.1273,18,-0.5611,32,0.39063,4,-2.6506
ENSG00000151623,NR3C2,25,-0.2064,25,-0.1780,24,-0.2636,22,-0.4300,25,-0.2018,53,1.05295,40,0.56548
ENSG00000170390,DCLK2,62,0.34783,62,0.31215,30,-0.7909,36,-0.6179,59,0.25598,62,0.31756,55,0.11243
ENSG00000198589,LRBA,10,-0.4219,19,0.55516,15,0.14074,9,-0.6320,17,0.42290,22,0.77021,9,-0.6409
ENSG00000145425,RPS3A,697,0.69398,245,-1.0355,255,-0.9727,440,-0.1665,357,-0.5052,570,0.27714,774,0.78154
ENSG00000109686,SH3D19,11,-0.3755,18,0.43051,11,-0.2931,11,-0.2967,20,0.70091,6,-1.1894,18,0.42381
ENSG00000059691,GATB,26,-0.7744,41,-0.0368,30,-0.4828,32,-0.5105,60,0.68174,44,0.09700,74,0.94706
ENSG00000109670,FBXW7,322,-1.1440,1015,0.74613,812,0.37807,776,0.38998,707,0.17272,390,-0.7731,458,-0.5266
ENSG00000164144,ARFIP1,16,-0.0538,10,-0.8285,16,-0.0333,16,-0.0785,12,-0.5503,32,1.05128,22,0.39012
ENSG00000109654,TRIM2,228,-0.8091,422,0.21531,501,0.49449,433,0.32716,409,0.18610,336,-0.1455,224,-0.7725
ENSG00000145428,RNF175,14,-1.6639,32,-0.3463,24,-0.8117,39,-0.0662,78,1.27015,30,-0.4645,57,0.54619
ENSG00000197410,DCHS2,8,-0.3849,17,0.85960,13,0.44237,7,-0.6076,16,0.90721,8,-0.3499,1,-2.5369
ENSG00000171566,PLRG1,29,-0.3163,37,0.10826,25,-0.5251,29,-0.3530,44,0.42108,49,0.55633,39,0.18089
ENSG00000164114,MAP9,146,-1.0749,423,0.67240,509,0.98792,249,-0.2203,377,0.54989,168,-0.7859,178,-0.7044
ENSG00000164116,GUCY1A1,42,-0.2833,64,0.40180,66,0.45407,52,0.08533,63,0.43932,31,-0.7021,18,-1.4915
ENSG00000260244,AC104083.1,22,-0.6289,29,-0.1388,20,-0.6882,53,1.12551,28,-0.2237,15,-1.1129,27,-0.2293
ENSG00000061918,GUCY1B1,108,-1.3065,216,-0.1552,257,0.12194,304,0.51074,325,0.57116,193,-0.3238,174,-0.4870
ENSG00000256043,CTSO,23,0.97168,8,-0.7001,14,0.04987,8,-0.8285,4,-1.7185,35,1.57034,12,-0.2391
ENSG00000145431,PDGFC,11,-0.3022,10,-0.2843,16,0.32331,10,-0.4069,9,-0.5656,30,1.39603,14,0.16566
ENSG00000109738,GLRB,57,-1.5251,122,-0.2655,112,-0.3917,165,0.26699,213,0.72513,120,-0.2941,200,0.52387
ENSG00000120251,GRIA2,267,-1.1506,1111,1.22403,647,0.30915,342,-0.8233,768,0.67409,654,0.32678,360,-0.6138
ENSG00000164125,GASK1B,76,0.73893,45,-0.1782,42,-0.2764,47,-0.1291,43,-0.2861,59,0.23701,32,-0.7241
ENSG00000164124,TMEM144,32,-0.7545,79,0.72539,41,-0.3087,98,1.58741,15,-1.9162,15,-1.7890,29,-0.8237
ENSG00000171509,RXFP1,10,-2.6882,76,0.51204,44,-0.3727,85,0.93765,68,0.36605,22,-1.4065,57,0.03879
ENSG00000171503,ETFDH,14,-0.4723,37,1.09992,8,-1.2052,14,-0.4799,17,-0.1891,23,0.36001,32,0.87632
ENSG00000171497,PPID,24,-1.3222,55,0.03109,69,0.39742,52,-0.0603,88,0.92769,38,-0.5512,49,-0.1292
ENSG00000052795,FNIP2,75,-0.2684,109,0.34019,109,0.34420,76,-0.2894,106,0.32920,98,0.17798,62,-0.5352
ENSG00000109756,RAPGEF2,76,-1.1032,218,0.63204,232,0.73736,130,-0.2380,182,0.38463,158,0.10875,106,-0.5072
ENSG00000168843,FSTL5,14,-1.4277,29,-0.2748,34,0.00744,62,1.37764,27,-0.3917,21,-0.7419,23,-0.6164
ENSG00000164128,NPY1R,6,-2.1558,42,0.82197,13,-0.9914,39,0.92803,27,0.13561,19,-0.4116,20,-0.3695
ENSG00000198498,TMA16,16,-0.4883,26,0.31817,17,-0.3133,21,0.00865,32,0.76513,19,-0.1725,11,-0.9765
ENSG00000145416,MARCH1,20,-1.0139,56,0.62374,47,0.34162,27,-0.5939,49,0.47898,69,0.97799,23,-0.7852
ENSG00000170088,TMEM192,29,-0.1858,35,0.13175,54,0.83620,31,-0.0400,28,-0.2370,32,-0.0058,25,-0.4129
ENSG00000109466,KLHL2,65,-0.5459,82,-0.1493,55,-0.7588,85,-0.1194,132,0.70136,129,0.57826,77,-0.2527
ENSG00000052802,MSMO1,117,0.20317,97,-0.1089,58,-0.9002,105,0.01547,115,0.17097,122,0.25607,90,-0.2230
ENSG00000109472,CPE,1877,0.49624,1139,-0.3571,1370,-0.0681,754,-1.1576,1419,-0.0139,2649,1.01727,1719,0.29432
ENSG00000196104,SPOCK3,54,-0.3692,60,-0.1830,62,-0.1349,74,0.18113,73,0.14381,74,0.13628,70,0.05852
ENSG00000129116,PALLD,47,0.77536,32,0.05084,50,0.75328,19,-0.8539,6,-2.6031,78,1.54812,18,-0.8384
ENSG00000145439,CBR4,21,-0.2164,33,0.47308,26,0.13549,18,-0.5096,26,0.09527,24,-0.0348,35,0.57067
ENSG00000154447,SH3RF1,28,-0.5339,43,0.19143,55,0.59892,49,0.54275,24,-0.7591,34,-0.1645,34,-0.1694
ENSG00000137601,NEK1,74,-0.0164,114,0.68720,188,1.56642,56,-0.5373,50,-0.6608,76,0.03049,25,-1.6227
ENSG00000109572,CLCN3,102,-0.5092,138,0.00998,210,0.68834,126,-0.1715,165,0.32928,156,0.20010,96,-0.5581
ENSG00000056050,HPF1,39,-0.6662,64,0.16615,81,0.55469,52,-0.1900,65,0.21394,45,-0.3714,78,0.50320
ENSG00000198948,MFAP3L,58,0.43843,32,-0.5169,46,0.03856,25,-1.0636,40,-0.2292,98,1.28211,51,0.19941
ENSG00000109576,AADAT,12,-0.4417,28,0.99302,16,0.08471,7,-1.2235,10,-0.6073,30,1.08348,26,0.89712
ENSG00000109586,GALNT7,8,-1.0657,41,1.61788,22,0.57329,12,-0.4545,10,-0.7763,18,0.21787,18,0.24242
ENSG00000164104,HMGB2,49,0.56588,39,0.13222,67,1.02136,26,-0.6047,28,-0.4517,23,-0.7035,36,-0.0242
ENSG00000164105,SAP30,13,-0.2343,17,0.13815,18,0.26620,7,-1.3975,20,0.47263,18,0.26030,29,1.00718
ENSG00000164106,SCRG1,228,1.42368,50,-1.2267,84,-0.4368,49,-1.4302,55,-1.1511,188,0.86335,182,0.81607
ENSG00000164117,FBXO8,15,0.60902,14,0.49619,5,-1.0510,6,-0.9293,7,-0.7094,18,0.86202,16,0.69400
ENSG00000164118,CEP44,10,-0.0919,21,1.16541,10,-0.0298,8,-0.3757,6,-0.7566,18,0.90854,6,-0.7385
ENSG00000145451,GLRA3,21,-0.4199,24,-0.2005,25,-0.1422,14,-1.2184,50,1.13492,40,0.62714,28,0.05111
ENSG00000150625,GPM6A,1474,-0.4769,1696,-0.2171,1548,-0.3596,2074,0.12714,2021,0.06659,2926,0.66244,2030,0.06698
ENSG00000150627,WDR17,27,-1.0731,92,0.95252,29,-0.8618,46,-0.2244,70,0.56202,75,0.59387,39,-0.4318
ENSG00000129128,SPCS3,45,-0.5527,80,0.39801,51,-0.2927,56,-0.2003,76,0.37110,70,0.19340,71,0.22434
ENSG00000038002,AGA,7,-0.6206,8,-0.4357,3,-1.8279,10,-0.1845,22,1.36994,9,-0.3334,11,0.00210
ENSG00000218336,TENM3,16,-1.7722,72,0.60220,48,-0.0523,66,0.61933,53,0.11700,51,0.05544,35,-0.5167
ENSG00000129187,DCTD,31,0.28676,19,-0.5152,15,-0.8119,20,-0.5121,33,0.43995,30,0.22666,35,0.48618
ENSG00000151718,WWC2,18,-0.1829,40,1.14374,29,0.57494,17,-0.3358,15,-0.4698,23,0.26081,11,-0.8854
ENSG00000168564,CDKN2AIP,16,0.12373,18,0.28171,13,-0.2598,13,-0.2413,17,0.17972,19,0.32067,11,-0.4855
ENSG00000168556,ING2,15,-0.9557,22,-0.3789,53,1.06730,28,0.01644,23,-0.3040,47,0.85544,22,-0.3703
ENSG00000182552,RWDD4,13,-0.1895,15,0.01743,16,0.09690,21,0.67562,12,-0.4401,12,-0.4028,10,-0.5793
ENSG00000168538,TRAPPC11,19,-0.7265,35,0.23708,29,-0.0200,23,-0.4668,37,0.40887,39,0.41850,42,0.54421
ENSG00000173320,STOX2,68,-1.0135,160,0.39511,147,0.26342,166,0.60687,105,-0.3002,128,0.04085,93,-0.4597
ENSG00000168310,IRF2,13,-0.2214,21,0.60346,25,0.90490,11,-0.5109,12,-0.2656,25,0.88213,4,-1.6767
ENSG00000164305,CASP3,13,0.02506,15,0.24071,9,-0.5650,8,-0.8083,10,-0.3982,20,0.69124,27,1.20093
ENSG00000151726,ACSL1,14,-0.6800,22,0.03925,10,-1.1918,30,0.63523,27,0.34677,12,-0.9269,25,0.22592
ENSG00000151729,SLC25A4,149,-0.6676,167,-0.4308,140,-0.7013,199,-0.1998,369,0.97805,203,-0.1312,281,0.39229
ENSG00000164323,CFAP97,39,-0.3567,48,-0.0046,97,1.16195,38,-0.4421,47,-0.0536,82,0.86618,17,-1.6065
ENSG00000109762,SNX25,9,-1.3619,23,0.10732,20,-0.0738,23,0.18599,26,0.34302,20,-0.1151,31,0.61681
ENSG00000186352,ANKRD37,27,0.43428,12,-0.9131,8,-1.4848,21,-0.0230,20,-0.1382,29,0.50876,29,0.47486
ENSG00000109775,UFSP2,17,-0.2527,21,0.03426,17,-0.2636,14,-0.6667,29,0.62488,24,0.27781,27,0.42810
ENSG00000154553,PDLIM3,22,1.17967,9,-0.4560,13,0.20551,3,-2.3794,1,-3.7176,36,1.90868,18,0.66699
ENSG00000154556,SORBS2,67,-0.2414,152,1.11014,66,-0.2573,62,-0.4288,85,0.15474,93,0.28349,53,-0.5894
ENSG00000109794,FAM149A,22,0.59607,16,0.07665,7,-1.2388,14,-0.1320,15,-0.0863,21,0.49499,10,-0.6234
ENSG00000145476,CYP4V2,44,1.47210,15,-0.5151,24,0.23170,5,-2.3850,7,-1.7208,55,1.64301,18,-0.2013
ENSG00000083857,FAT1,35,1.16612,13,-0.5566,36,1.05395,13,-0.6961,3,-2.8205,34,0.97917,10,-0.9710
ENSG00000109536,FRG1,48,-0.8724,111,0.51105,94,0.23614,82,0.03191,107,0.50808,84,0.05305,45,-0.9144
ENSG00000164366,CCDC127,17,-0.9026,26,-0.1277,26,-0.1749,30,0.08659,36,0.41747,29,-0.0040,39,0.50390
ENSG00000073578,SDHA,73,-0.7720,88,-0.4320,82,-0.5381,112,-0.0524,160,0.59581,119,0.05409,179,0.70742
ENSG00000249915,PDCD6,61,-0.6511,64,-0.5267,43,-1.1404,91,0.02210,122,0.54807,91,0.01967,154,0.87170
ENSG00000180104,EXOC3,33,-0.6104,42,-0.1551,32,-0.6004,50,0.13636,74,0.85592,22,-1.1181,55,0.24437
ENSG00000171368,TPPP,233,-0.2942,233,-0.2632,241,-0.2090,371,0.62503,254,-0.1421,213,-0.4014,260,-0.0947
ENSG00000206077,ZDHHC11B,10,-0.3184,18,0.58441,6,-0.9199,15,0.40751,6,-1.2168,13,0.11494,21,0.83080
ENSG00000028310,BRD9,38,-0.6565,59,0.10117,57,0.02776,70,0.48168,52,-0.1290,66,0.27775,40,-0.4922
ENSG00000049656,CLPTM1L,33,-0.7115,34,-0.5854,36,-0.4972,57,0.24878,64,0.43172,58,0.21798,60,0.28833
ENSG00000153395,LPCAT1,28,-0.3085,26,-0.4100,20,-0.8014,29,-0.2753,41,0.35696,57,0.84676,42,0.35057
ENSG00000171421,MRPL36,17,-0.2093,11,-0.8776,3,-2.4371,17,-0.2618,30,0.80528,21,0.13033,32,0.84662
ENSG00000145494,NDUFS6,119,0.12203,81,-0.4997,69,-0.7304,103,-0.1480,121,0.15257,121,0.12880,163,0.61551
ENSG00000164151,ICE1,37,-1.0810,133,1.03781,112,0.74444,70,-0.0047,77,0.14783,62,-0.1928,32,-1.2250
ENSG00000133398,MED10,43,-0.6738,68,0.11243,32,-1.0543,86,0.62580,69,0.14044,42,-0.6462,78,0.31856
ENSG00000215218,UBE2QL1,67,-1.5212,114,-0.6122,76,-1.2323,249,0.83704,210,0.39509,121,-0.5191,248,0.62215
ENSG00000250056,LINC01018,1,-3.3562,7,-0.6397,6,-0.9062,27,2.31980,6,-0.9811,6,-0.9398,8,-0.5191
ENSG00000037474,NSUN2,9,-0.2982,12,0.10625,10,-0.1440,11,0.07540,13,0.30977,8,-0.3948,12,0.10183
ENSG00000145545,SRD5A1,26,-0.8504,34,-0.3924,58,0.43280,51,0.32263,62,0.63604,24,-0.9358,36,-0.3041
ENSG00000112941,TENT4A,21,-0.4626,31,0.13487,20,-0.5293,29,0.04159,39,0.59795,28,-0.0318,24,-0.2386
ENSG00000078295,ADCY2,108,-0.1626,119,0.00362,130,0.14343,114,-0.0763,102,-0.2670,180,0.67323,115,-0.0514
ENSG00000215217,C5orf49,12,0.08293,8,-0.5030,6,-0.9028,13,0.20670,12,0.04401,5,-1.1834,22,0.95278
ENSG00000124275,MTRR,16,0.10541,28,0.94547,8,-0.9897,11,-0.5952,20,0.47111,13,-0.3107,15,-0.0396
ENSG00000247516,MIR4458HG,26,0.40193,16,-0.4041,9,-1.2987,14,-0.7108,19,-0.1874,28,0.45898,45,1.25957
ENSG00000112902,SEMA5A,51,0.59946,52,0.56228,40,0.15500,39,0.12595,21,-0.9241,35,-0.0813,15,-1.3523
ENSG00000150756,ATPSCKMT,9,-0.4446,18,0.70015,7,-0.7959,12,0.12869,10,-0.2705,10,-0.2676,18,0.73132
ENSG00000150753,CCT5,49,-1.0190,78,-0.2227,59,-0.6443,90,-0.0065,145,0.88791,74,-0.3086,123,0.50383
ENSG00000164237,CMBL,37,-0.0047,35,-0.0926,29,-0.3728,40,0.19024,34,-0.1403,42,0.19979,37,-0.0023
ENSG00000145495,MARCH6,197,-0.7628,331,0.10932,406,0.43718,310,0.00743,346,0.20273,347,0.18632,299,-0.0513
ENSG00000164236,ANKRD33B,22,-1.1799,63,0.54969,53,0.28072,45,0.02456,55,0.37114,47,0.07645,39,-0.2033
ENSG00000112977,DAP,31,0.78094,14,-0.5747,13,-0.6751,19,-0.1473,22,0.11060,20,-0.0097,14,-0.5239
ENSG00000169862,CTNND2,475,0.50668,318,-0.1938,396,0.15399,327,-0.1818,290,-0.3709,441,0.32739,288,-0.3461
ENSG00000038382,TRIO,63,-0.3227,111,0.59910,96,0.35444,72,-0.1311,87,0.23369,60,-0.3730,59,-0.4033
ENSG00000154124,OTULIN,7,-0.4895,12,0.30572,28,1.75619,10,-0.0489,8,-0.4077,5,-0.9703,4,-1.1631
ENSG00000154122,ANKH,99,-0.4544,103,-0.3500,112,-0.2293,140,0.16815,156,0.33680,140,0.12486,135,0.07333
ENSG00000183580,FBXL7,22,1.07316,3,-1.9412,7,-0.8614,2,-2.8379,2,-2.8399,59,2.89320,13,0.11421
ENSG00000173545,ZNF622,11,-1.5257,19,-0.6461,26,-0.1908,31,0.12421,40,0.60229,35,0.28265,44,0.66548
ENSG00000154153,RETREG1,40,-2.0619,186,0.37765,151,0.04644,220,0.87929,180,0.36324,88,-0.7883,90,-0.7635
ENSG00000145555,MYO10,230,1.42536,80,-0.5147,154,0.51517,45,-1.5786,33,-1.9292,250,1.34723,81,-0.4944
ENSG00000176788,BASP1,683,-1.0747,1337,0.04113,1290,-0.0148,1675,0.52613,1607,0.38028,861,-0.6440,1233,-0.0867
ENSG00000215196,BASP1-AS1,22,-0.2026,41,0.78564,28,0.14901,21,-0.3230,28,0.21924,23,-0.1174,19,-0.3934
ENSG00000271892,AC026790.1,12,-0.5739,7,-1.1841,15,-0.1342,24,0.78626,13,-0.4098,18,0.09795,20,0.33100
ENSG00000248455,LINC02217,22,-0.6214,31,-0.0445,22,-0.5669,36,0.20224,30,-0.1446,21,-0.6607,69,1.26626
ENSG00000145526,CDH18,30,-1.2348,96,0.68106,62,-0.0273,39,-0.8710,118,1.19766,70,0.15463,54,-0.2359
ENSG00000154162,CDH12,11,-0.7226,31,0.96010,14,-0.2960,9,-1.1889,34,1.31134,24,0.49528,4,-2.0938
ENSG00000286961,AC091938.1,21,0.72262,6,-1.1607,4,-1.6862,2,-3.1423,22,0.79265,35,1.48786,19,0.46115
ENSG00000040731,CDH10,24,-1.1011,76,0.75071,38,-0.3563,56,0.34687,54,0.21532,21,-1.2227,63,0.45519
ENSG00000113100,CDH9,10,-0.6614,36,1.49132,13,-0.1372,4,-2.2139,22,0.75145,29,1.12661,7,-0.9955
ENSG00000113361,CDH6,11,-1.2087,35,0.62378,10,-1.2962,40,1.18644,19,-0.3961,18,-0.4336,17,-0.5062
ENSG00000113360,DROSHA,27,-0.8051,60,0.49620,62,0.55198,40,-0.1790,43,-0.0529,58,0.43710,44,0.00521
ENSG00000082213,C5orf22,14,-0.9449,16,-0.6731,13,-0.9931,42,1.18741,24,-0.0904,24,-0.0790,19,-0.4125
ENSG00000133401,PDZD2,78,0.76040,73,0.55696,49,-0.0864,10,-2.6616,74,0.66034,71,0.52694,40,-0.4015
ENSG00000113384,GOLPH3,40,-0.2741,47,0.00961,41,-0.2180,39,-0.3564,59,0.39816,58,0.32004,57,0.30685
ENSG00000150712,MTMR12,26,-0.1728,33,0.24178,29,0.03839,23,-0.3735,32,0.20250,48,0.83771,18,-0.7338
ENSG00000056097,ZFR,248,0.04629,238,-0.0203,323,0.46987,211,-0.2632,230,-0.0817,368,0.68688,137,-0.8753
ENSG00000113387,SUB1,235,-0.5809,261,-0.3744,353,0.10436,295,-0.2223,432,0.48778,381,0.22422,424,0.39954
ENSG00000113407,TARS,33,-0.5904,63,0.45491,73,0.70649,33,-0.6417,48,0.04344,72,0.67466,48,0.03249
ENSG00000242110,AMACR,14,-0.7355,23,0.07193,15,-0.4982,16,-0.5773,40,1.15449,12,-0.9039,33,0.68465
ENSG00000039560,RAI14,16,0.63305,12,0.09303,20,0.89475,9,-0.2916,5,-1.1816,14,0.38471,6,-0.8863
ENSG00000113456,RAD1,29,0.10830,22,-0.3139,37,0.46256,27,-0.0605,27,-0.0031,27,-0.0125,22,-0.3023
ENSG00000113460,BRIX1,19,-0.7735,49,0.76208,47,0.67385,24,-0.4327,32,0.05268,48,0.73683,18,-0.7866
ENSG00000168724,DNAJC21,63,-0.5352,131,0.68431,177,1.19316,64,-0.5436,89,0.06106,84,-0.0398,58,-0.6216
ENSG00000152582,SPEF2,15,-1.0876,80,1.67060,40,0.46460,25,-0.3769,27,-0.2032,40,0.46380,11,-1.4404
ENSG00000164187,LMBRD2,84,-1.0863,185,0.21737,193,0.28671,178,0.19766,242,0.75487,119,-0.4753,92,-0.8715
ENSG00000152620,NADK2,55,0.14430,49,-0.0521,30,-0.7893,37,-0.5923,42,-0.3176,113,1.32548,61,0.29479
ENSG00000164188,RANBP3L,23,0.37592,5,-1.9209,38,1.13788,4,-2.6395,3,-2.6859,87,2.80356,14,-0.4365
ENSG00000079215,SLC1A3,792,0.98081,240,-1.0454,493,0.06709,101,-2.5869,123,-2.1561,1842,2.45580,486,0.04627
ENSG00000285967,NIPBL-DT,18,-0.2967,30,0.47471,18,-0.3302,17,-0.5106,20,-0.1251,41,1.00814,26,0.24609
ENSG00000164190,NIPBL,113,-0.2079,283,1.32957,247,1.08956,82,-0.8206,93,-0.5369,174,0.49919,43,-1.6663
ENSG00000197603,CPLANE1,72,-0.2220,258,2.01073,145,0.94989,46,-1.0236,62,-0.4602,65,-0.3405,20,-2.0962
ENSG00000113569,NUP155,11,-0.7134,19,0.24725,26,0.71214,16,-0.1055,19,0.21922,22,0.42577,9,-0.8847
ENSG00000082068,WDR70,18,-1.0914,107,1.93179,50,0.58662,24,-0.6851,37,0.09370,36,0.03374,9,-1.9536
ENSG00000113594,LIFR,93,0.25178,93,0.21623,120,0.64221,49,-0.9201,36,-1.3101,211,1.62607,61,-0.4506
ENSG00000164327,RICTOR,25,-0.9782,85,1.03184,63,0.54213,49,0.17382,38,-0.3067,47,0.07395,28,-0.7270
ENSG00000113638,TTC33,24,-1.4092,64,0.17292,66,0.23872,65,0.27243,59,0.04908,79,0.51804,58,0.01891
ENSG00000132356,PRKAA1,11,-1.1010,20,-0.1560,28,0.35758,25,0.20531,29,0.45088,18,-0.3496,25,0.19315
ENSG00000145592,RPL37,1220,0.99245,370,-1.0356,419,-0.8446,672,-0.1435,431,-0.8681,817,0.19509,1030,0.57262
ENSG00000182836,PLCXD3,10,-2.1698,39,-0.0856,79,1.08131,60,0.83064,24,-0.9110,47,0.23208,37,-0.1765
ENSG00000083720,OXCT1,69,-1.1906,115,-0.3268,128,-0.1552,163,0.28562,189,0.52041,161,0.20710,150,0.08901
ENSG00000205765,C5orf51,15,-0.5549,27,0.42897,39,1.03528,22,0.16112,17,-0.3345,15,-0.4855,15,-0.4559
ENSG00000250722,SELENOP,73,0.26708,56,-0.1645,49,-0.3805,96,0.92325,14,-2.3209,57,-0.1539,66,0.07189
ENSG00000172262,ZNF131,22,-0.7802,68,1.08515,54,0.70924,23,-0.7315,32,-0.1654,53,0.67910,32,-0.1579
ENSG00000177453,NIM1K,19,-0.0712,21,0.11684,21,0.12610,11,-1.0746,26,0.51877,19,-0.0808,33,0.82143
ENSG00000112972,HMGCS1,120,-0.6303,165,-0.0817,130,-0.4520,174,0.00232,273,0.84116,126,-0.5042,184,0.09258
ENSG00000172239,PAIP1,66,-0.2992,80,0.02888,74,-0.0796,70,-0.1999,98,0.40766,96,0.32420,71,-0.1447
ENSG00000248092,NNT-AS1,61,-0.1621,72,0.11348,130,1.08790,49,-0.5895,62,-0.1416,99,0.63203,44,-0.6464
ENSG00000112992,NNT,91,-0.2273,129,0.34990,102,-0.0240,94,-0.1851,126,0.34853,100,-0.0588,93,-0.1683
ENSG00000251141,MRPS30-DT,26,-0.6270,66,0.90480,44,0.21657,28,-0.5404,54,0.63533,35,-0.1399,28,-0.4636
ENSG00000112996,MRPS30,34,-0.6512,59,0.24648,49,-0.0445,37,-0.5987,77,0.77750,50,-0.0257,66,0.41773
ENSG00000272335,AC093297.2,13,-1.0518,22,-0.1805,17,-0.5660,21,-0.2867,33,0.52560,46,1.00952,31,0.36012
ENSG00000164588,HCN1,47,-1.2545,85,-0.2477,88,-0.2067,113,0.24975,166,0.96176,79,-0.3704,82,-0.2998
