"ENSEMBL","spd"
"ENSG00000176749","SpD01-WMtz"
"ENSG00000100116","SpD01-WMtz"
"ENSG00000064655","SpD01-WMtz"
"ENSG00000143952","SpD01-WMtz"
"ENSG00000164951","SpD01-WMtz"
"ENSG00000138050","SpD01-WMtz"
"ENSG00000127334","SpD01-WMtz"
"ENSG00000109445","SpD01-WMtz"
"ENSG00000166855","SpD01-WMtz"
"ENSG00000072657","SpD01-WMtz"
"ENSG00000175787","SpD01-WMtz"
"ENSG00000169064","SpD01-WMtz"
"ENSG00000119392","SpD01-WMtz"
"ENSG00000167635","SpD01-WMtz"
"ENSG00000255856","SpD01-WMtz"
"ENSG00000180481","SpD01-WMtz"
"ENSG00000154917","SpD01-WMtz"
"ENSG00000106066","SpD01-WMtz"
"ENSG00000104915","SpD01-WMtz"
"ENSG00000167378","SpD01-WMtz"
"ENSG00000100034","SpD01-WMtz"
"ENSG00000188647","SpD01-WMtz"
"ENSG00000267034","SpD01-WMtz"
"ENSG00000137713","SpD01-WMtz"
"ENSG00000169282","SpD01-WMtz"
"ENSG00000226308","SpD01-WMtz"
"ENSG00000130590","SpD01-WMtz"
"ENSG00000120690","SpD01-WMtz"
"ENSG00000175727","SpD01-WMtz"
"ENSG00000124214","SpD01-WMtz"
"ENSG00000131931","SpD01-WMtz"
"ENSG00000100056","SpD01-WMtz"
"ENSG00000269556","SpD01-WMtz"
"ENSG00000140367","SpD01-WMtz"
"ENSG00000104408","SpD01-WMtz"
"ENSG00000081721","SpD01-WMtz"
"ENSG00000125630","SpD01-WMtz"
"ENSG00000175130","SpD01-WMtz"
"ENSG00000171502","SpD01-WMtz"
"ENSG00000117298","SpD01-WMtz"
"ENSG00000126870","SpD01-WMtz"
"ENSG00000157557","SpD01-WMtz"
"ENSG00000184708","SpD01-WMtz"
"ENSG00000164237","SpD01-WMtz"
"ENSG00000188629","SpD01-WMtz"
"ENSG00000181924","SpD01-WMtz"
"ENSG00000011201","SpD01-WMtz"
"ENSG00000148498","SpD01-WMtz"
"ENSG00000266524","SpD01-WMtz"
"ENSG00000176884","SpD01-WMtz"
"ENSG00000109099","SpD01-WMtz"
"ENSG00000126067","SpD01-WMtz"
"ENSG00000124140","SpD01-WMtz"
"ENSG00000175772","SpD01-WMtz"
"ENSG00000126950","SpD01-WMtz"
"ENSG00000171843","SpD01-WMtz"
"ENSG00000128050","SpD01-WMtz"
"ENSG00000189221","SpD01-WMtz"
"ENSG00000145332","SpD01-WMtz"
"ENSG00000198380","SpD01-WMtz"
"ENSG00000112941","SpD01-WMtz"
"ENSG00000155096","SpD01-WMtz"
"ENSG00000146834","SpD01-WMtz"
"ENSG00000010610","SpD01-WMtz"
"ENSG00000139174","SpD01-WMtz"
"ENSG00000260428","SpD01-WMtz"
"ENSG00000162105","SpD01-WMtz"
"ENSG00000110888","SpD01-WMtz"
"ENSG00000106785","SpD01-WMtz"
"ENSG00000133104","SpD01-WMtz"
"ENSG00000160229","SpD01-WMtz"
"ENSG00000115806","SpD01-WMtz"
"ENSG00000112977","SpD01-WMtz"
"ENSG00000104626","SpD01-WMtz"
"ENSG00000116954","SpD01-WMtz"
"ENSG00000213088","SpD01-WMtz"
"ENSG00000154144","SpD01-WMtz"
"ENSG00000123268","SpD01-WMtz"
"ENSG00000135447","SpD01-WMtz"
"ENSG00000163257","SpD01-WMtz"
"ENSG00000106268","SpD01-WMtz"
"ENSG00000259330","SpD01-WMtz"
"ENSG00000187715","SpD01-WMtz"
"ENSG00000080371","SpD01-WMtz"
"ENSG00000101421","SpD01-WMtz"
"ENSG00000100105","SpD01-WMtz"
"ENSG00000256193","SpD01-WMtz"
"ENSG00000172057","SpD01-WMtz"
"ENSG00000170175","SpD01-WMtz"
"ENSG00000161217","SpD01-WMtz"
"ENSG00000182836","SpD01-WMtz"
"ENSG00000167986","SpD01-WMtz"
"ENSG00000181826","SpD01-WMtz"
"ENSG00000204946","SpD01-WMtz"
"ENSG00000204152","SpD01-WMtz"
"ENSG00000178234","SpD01-WMtz"
"ENSG00000120008","SpD01-WMtz"
"ENSG00000166529","SpD01-WMtz"
"ENSG00000178252","SpD01-WMtz"
"ENSG00000197013","SpD01-WMtz"
"ENSG00000085760","SpD01-WMtz"
"ENSG00000173404","SpD01-WMtz"
"ENSG00000149187","SpD01-WMtz"
"ENSG00000163635","SpD01-WMtz"
"ENSG00000161714","SpD01-WMtz"
"ENSG00000165097","SpD01-WMtz"
"ENSG00000101266","SpD01-WMtz"
"ENSG00000161544","SpD01-WMtz"
"ENSG00000162946","SpD01-WMtz"
"ENSG00000196943","SpD01-WMtz"
"ENSG00000165379","SpD01-WMtz"
"ENSG00000105705","SpD01-WMtz"
"ENSG00000171121","SpD01-WMtz"
"ENSG00000162885","SpD01-WMtz"
"ENSG00000103485","SpD01-WMtz"
"ENSG00000164144","SpD01-WMtz"
"ENSG00000123975","SpD01-WMtz"
"ENSG00000155254","SpD01-WMtz"
"ENSG00000226742","SpD01-WMtz"
"ENSG00000119541","SpD01-WMtz"
"ENSG00000196428","SpD01-WMtz"
"ENSG00000151023","SpD01-WMtz"
"ENSG00000100399","SpD01-WMtz"
"ENSG00000042088","SpD01-WMtz"
"ENSG00000186501","SpD01-WMtz"
"ENSG00000157212","SpD01-WMtz"
"ENSG00000158292","SpD01-WMtz"
"ENSG00000082146","SpD01-WMtz"
"ENSG00000168395","SpD01-WMtz"
"ENSG00000152684","SpD01-WMtz"
"ENSG00000100722","SpD01-WMtz"
"ENSG00000253457","SpD01-WMtz"
"ENSG00000185745","SpD01-WMtz"
"ENSG00000149541","SpD01-WMtz"
"ENSG00000125755","SpD01-WMtz"
"ENSG00000174106","SpD01-WMtz"
"ENSG00000108406","SpD01-WMtz"
"ENSG00000167325","SpD01-WMtz"
"ENSG00000162627","SpD01-WMtz"
"ENSG00000163660","SpD01-WMtz"
"ENSG00000114054","SpD01-WMtz"
"ENSG00000217236","SpD01-WMtz"
"ENSG00000085872","SpD01-WMtz"
"ENSG00000132313","SpD01-WMtz"
"ENSG00000158615","SpD01-WMtz"
"ENSG00000133135","SpD01-WMtz"
"ENSG00000138036","SpD01-WMtz"
"ENSG00000112218","SpD01-WMtz"
"ENSG00000100207","SpD01-WMtz"
"ENSG00000155463","SpD01-WMtz"
"ENSG00000116685","SpD01-WMtz"
"ENSG00000198865","SpD01-WMtz"
"ENSG00000173933","SpD01-WMtz"
"ENSG00000156876","SpD01-WMtz"
"ENSG00000160226","SpD01-WMtz"
"ENSG00000156103","SpD01-WMtz"
"ENSG00000161681","SpD01-WMtz"
"ENSG00000116128","SpD01-WMtz"
"ENSG00000108469","SpD01-WMtz"
"ENSG00000123992","SpD01-WMtz"
"ENSG00000138101","SpD01-WMtz"
"ENSG00000163026","SpD01-WMtz"
"ENSG00000132669","SpD01-WMtz"
"ENSG00000163904","SpD01-WMtz"
"ENSG00000054803","SpD01-WMtz"
"ENSG00000116016","SpD01-WMtz"
"ENSG00000182831","SpD01-WMtz"
"ENSG00000106688","SpD01-WMtz"
"ENSG00000172466","SpD01-WMtz"
"ENSG00000251141","SpD01-WMtz"
"ENSG00000287277","SpD01-WMtz"
"ENSG00000172785","SpD01-WMtz"
"ENSG00000251226","SpD01-WMtz"
"ENSG00000134871","SpD01-WMtz"
"ENSG00000168301","SpD01-WMtz"
"ENSG00000080819","SpD01-WMtz"
"ENSG00000147654","SpD01-WMtz"
"ENSG00000188554","SpD01-WMtz"
"ENSG00000128789","SpD01-WMtz"
"ENSG00000261701","SpD01-WMtz"
"ENSG00000182149","SpD01-WMtz"
"ENSG00000008277","SpD01-WMtz"
"ENSG00000161558","SpD01-WMtz"
"ENSG00000134215","SpD01-WMtz"
"ENSG00000179630","SpD01-WMtz"
"ENSG00000169740","SpD01-WMtz"
"ENSG00000197885","SpD01-WMtz"
"ENSG00000111325","SpD01-WMtz"
"ENSG00000152763","SpD01-WMtz"
"ENSG00000173914","SpD01-WMtz"
"ENSG00000153029","SpD01-WMtz"
"ENSG00000179364","SpD01-WMtz"
"ENSG00000110628","SpD01-WMtz"
"ENSG00000185947","SpD01-WMtz"
"ENSG00000204392","SpD01-WMtz"
"ENSG00000164291","SpD01-WMtz"
"ENSG00000213963","SpD01-WMtz"
"ENSG00000182180","SpD01-WMtz"
"ENSG00000235437","SpD01-WMtz"
"ENSG00000071564","SpD01-WMtz"
"ENSG00000250802","SpD01-WMtz"
"ENSG00000196715","SpD01-WMtz"
"ENSG00000122644","SpD01-WMtz"
"ENSG00000232040","SpD01-WMtz"
"ENSG00000174032","SpD01-WMtz"
"ENSG00000167967","SpD01-WMtz"
"ENSG00000169641","SpD01-WMtz"
"ENSG00000278730","SpD01-WMtz"
"ENSG00000228358","SpD01-WMtz"
"ENSG00000165288","SpD01-WMtz"
"ENSG00000166548","SpD01-WMtz"
"ENSG00000267673","SpD01-WMtz"
"ENSG00000011083","SpD01-WMtz"
"ENSG00000114933","SpD01-WMtz"
"ENSG00000115128","SpD01-WMtz"
"ENSG00000169957","SpD01-WMtz"
"ENSG00000166582","SpD01-WMtz"
"ENSG00000196873","SpD01-WMtz"
"ENSG00000048544","SpD01-WMtz"
"ENSG00000152409","SpD01-WMtz"
"ENSG00000156170","SpD01-WMtz"
"ENSG00000107438","SpD01-WMtz"
"ENSG00000089639","SpD01-WMtz"
"ENSG00000123575","SpD01-WMtz"
"ENSG00000183570","SpD01-WMtz"
"ENSG00000196792","SpD01-WMtz"
"ENSG00000014164","SpD01-WMtz"
"ENSG00000126749","SpD01-WMtz"
"ENSG00000076685","SpD01-WMtz"
"ENSG00000077942","SpD01-WMtz"
"ENSG00000198105","SpD01-WMtz"
"ENSG00000087152","SpD01-WMtz"
"ENSG00000223501","SpD01-WMtz"
"ENSG00000092199","SpD01-WMtz"
"ENSG00000183837","SpD01-WMtz"
"ENSG00000156414","SpD01-WMtz"
"ENSG00000184281","SpD01-WMtz"
"ENSG00000131941","SpD01-WMtz"
"ENSG00000155256","SpD01-WMtz"
"ENSG00000106009","SpD01-WMtz"
"ENSG00000160767","SpD01-WMtz"
"ENSG00000214193","SpD01-WMtz"
"ENSG00000102858","SpD01-WMtz"
"ENSG00000124575","SpD01-WMtz"
"ENSG00000121933","SpD01-WMtz"
"ENSG00000146872","SpD01-WMtz"
"ENSG00000177853","SpD01-WMtz"
"ENSG00000160145","SpD01-WMtz"
"ENSG00000163882","SpD01-WMtz"
"ENSG00000198171","SpD01-WMtz"
"ENSG00000171435","SpD01-WMtz"
"ENSG00000116141","SpD01-WMtz"
"ENSG00000010219","SpD01-WMtz"
"ENSG00000198780","SpD01-WMtz"
"ENSG00000174453","SpD01-WMtz"
"ENSG00000168497","SpD01-WMtz"
"ENSG00000059691","SpD01-WMtz"
"ENSG00000245937","SpD01-WMtz"
"ENSG00000286473","SpD01-WMtz"
"ENSG00000166839","SpD01-WMtz"
"ENSG00000253276","SpD01-WMtz"
"ENSG00000174109","SpD01-WMtz"
"ENSG00000170631","SpD01-WMtz"
"ENSG00000136869","SpD01-WMtz"
"ENSG00000171223","SpD01-WMtz"
"ENSG00000105538","SpD01-WMtz"
"ENSG00000140829","SpD01-WMtz"
"ENSG00000140553","SpD01-WMtz"
"ENSG00000135457","SpD01-WMtz"
"ENSG00000198797","SpD01-WMtz"
"ENSG00000156931","SpD01-WMtz"
"ENSG00000138363","SpD01-WMtz"
"ENSG00000068120","SpD01-WMtz"
"ENSG00000251615","SpD01-WMtz"
"ENSG00000032742","SpD01-WMtz"
"ENSG00000091592","SpD01-WMtz"
"ENSG00000153933","SpD01-WMtz"
"ENSG00000082482","SpD01-WMtz"
"ENSG00000077254","SpD01-WMtz"
"ENSG00000253738","SpD01-WMtz"
"ENSG00000187479","SpD01-WMtz"
"ENSG00000136160","SpD01-WMtz"
"ENSG00000153820","SpD01-WMtz"
"ENSG00000086848","SpD01-WMtz"
"ENSG00000072518","SpD01-WMtz"
"ENSG00000141452","SpD01-WMtz"
"ENSG00000148450","SpD01-WMtz"
"ENSG00000145020","SpD01-WMtz"
"ENSG00000148204","SpD01-WMtz"
"ENSG00000184897","SpD01-WMtz"
"ENSG00000048392","SpD01-WMtz"
"ENSG00000121350","SpD01-WMtz"
"ENSG00000184384","SpD01-WMtz"
"ENSG00000162430","SpD01-WMtz"
"ENSG00000167695","SpD01-WMtz"
"ENSG00000060069","SpD01-WMtz"
"ENSG00000166250","SpD01-WMtz"
"ENSG00000085449","SpD01-WMtz"
"ENSG00000196562","SpD01-WMtz"
"ENSG00000146833","SpD01-WMtz"
"ENSG00000235863","SpD01-WMtz"
"ENSG00000102871","SpD01-WMtz"
"ENSG00000144560","SpD01-WMtz"
"ENSG00000158290","SpD01-WMtz"
"ENSG00000150627","SpD01-WMtz"
"ENSG00000185591","SpD01-WMtz"
"ENSG00000117475","SpD01-WMtz"
"ENSG00000278576","SpD01-WMtz"
"ENSG00000182255","SpD01-WMtz"
"ENSG00000144847","SpD01-WMtz"
"ENSG00000185716","SpD01-WMtz"
"ENSG00000118515","SpD01-WMtz"
"ENSG00000271849","SpD01-WMtz"
"ENSG00000166401","SpD01-WMtz"
"ENSG00000119487","SpD01-WMtz"
"ENSG00000099940","SpD01-WMtz"
"ENSG00000113721","SpD01-WMtz"
"ENSG00000249592","SpD01-WMtz"
"ENSG00000113048","SpD01-WMtz"
"ENSG00000123213","SpD01-WMtz"
"ENSG00000086619","SpD01-WMtz"
"ENSG00000198746","SpD01-WMtz"
"ENSG00000215788","SpD01-WMtz"
"ENSG00000075336","SpD01-WMtz"
"ENSG00000145495","SpD01-WMtz"
"ENSG00000115539","SpD01-WMtz"
"ENSG00000080298","SpD01-WMtz"
"ENSG00000251372","SpD01-WMtz"
"ENSG00000129158","SpD01-WMtz"
"ENSG00000188021","SpD01-WMtz"
"ENSG00000239789","SpD01-WMtz"
"ENSG00000205133","SpD01-WMtz"
"ENSG00000127511","SpD01-WMtz"
"ENSG00000196689","SpD01-WMtz"
"ENSG00000091879","SpD01-WMtz"
"ENSG00000182195","SpD01-WMtz"
"ENSG00000100429","SpD01-WMtz"
"ENSG00000167371","SpD01-WMtz"
"ENSG00000149308","SpD01-WMtz"
"ENSG00000059588","SpD01-WMtz"
"ENSG00000160917","SpD01-WMtz"
"ENSG00000185345","SpD01-WMtz"
"ENSG00000167861","SpD01-WMtz"
"ENSG00000122783","SpD01-WMtz"
"ENSG00000067646","SpD01-WMtz"
"ENSG00000031823","SpD01-WMtz"
"ENSG00000111879","SpD01-WMtz"
"ENSG00000175274","SpD01-WMtz"
"ENSG00000105248","SpD01-WMtz"
"ENSG00000204438","SpD01-WMtz"
"ENSG00000008283","SpD01-WMtz"
"ENSG00000149575","SpD01-WMtz"
"ENSG00000184785","SpD01-WMtz"
"ENSG00000101444","SpD01-WMtz"
"ENSG00000119042","SpD01-WMtz"
"ENSG00000166886","SpD01-WMtz"
"ENSG00000163344","SpD01-WMtz"
"ENSG00000176619","SpD01-WMtz"
"ENSG00000077522","SpD01-WMtz"
"ENSG00000163082","SpD01-WMtz"
"ENSG00000164494","SpD01-WMtz"
"ENSG00000141580","SpD01-WMtz"
"ENSG00000127054","SpD01-WMtz"
"ENSG00000196632","SpD01-WMtz"
"ENSG00000170917","SpD01-WMtz"
"ENSG00000187266","SpD01-WMtz"
"ENSG00000136848","SpD01-WMtz"
"ENSG00000221838","SpD01-WMtz"
"ENSG00000025156","SpD01-WMtz"
"ENSG00000261340","SpD01-WMtz"
"ENSG00000170085","SpD01-WMtz"
"ENSG00000125656","SpD01-WMtz"
"ENSG00000177169","SpD02-L3/4"
"ENSG00000113013","SpD02-L3/4"
"ENSG00000133321","SpD02-L3/4"
"ENSG00000142784","SpD02-L3/4"
"ENSG00000172380","SpD02-L3/4"
"ENSG00000105355","SpD02-L3/4"
"ENSG00000119711","SpD02-L3/4"
"ENSG00000139597","SpD02-L3/4"
"ENSG00000166226","SpD02-L3/4"
"ENSG00000114790","SpD02-L3/4"
"ENSG00000197170","SpD02-L3/4"
"ENSG00000163110","SpD02-L3/4"
"ENSG00000136810","SpD02-L3/4"
"ENSG00000198815","SpD02-L3/4"
"ENSG00000153012","SpD02-L3/4"
"ENSG00000183036","SpD02-L3/4"
"ENSG00000168724","SpD02-L3/4"
"ENSG00000272047","SpD02-L3/4"
"ENSG00000277791","SpD02-L3/4"
"ENSG00000161970","SpD02-L3/4"
"ENSG00000137834","SpD03-L6"
"ENSG00000122574","SpD03-L6"
"ENSG00000198093","SpD03-L6"
"ENSG00000129219","SpD03-L6"
"ENSG00000169871","SpD03-L6"
"ENSG00000277215","SpD03-L6"
"ENSG00000142227","SpD03-L6"
"ENSG00000197982","SpD03-L6"
"ENSG00000099282","SpD03-L6"
"ENSG00000204278","SpD03-L6"
"ENSG00000178038","SpD03-L6"
"ENSG00000112812","SpD03-L6"
"ENSG00000120725","SpD03-L6"
"ENSG00000136867","SpD03-L6"
"ENSG00000076716","SpD03-L6"
"ENSG00000035862","SpD03-L6"
"ENSG00000100027","SpD03-L6"
"ENSG00000104998","SpD03-L6"
"ENSG00000070371","SpD03-L6"
"ENSG00000135111","SpD03-L6"
"ENSG00000237877","SpD03-L6"
"ENSG00000196381","SpD03-L6"
"ENSG00000026508","SpD03-L6"
"ENSG00000164484","SpD03-L6"
"ENSG00000066084","SpD03-L6"
"ENSG00000075785","SpD03-L6"
"ENSG00000184640","SpD03-L6"
"ENSG00000267432","SpD03-L6"
"ENSG00000137507","SpD03-L6"
"ENSG00000147133","SpD03-L6"
"ENSG00000181045","SpD03-L6"
"ENSG00000113971","SpD03-L6"
"ENSG00000184014","SpD03-L6"
"ENSG00000147459","SpD03-L6"
"ENSG00000118518","SpD03-L6"
"ENSG00000197299","SpD03-L6"
"ENSG00000112972","SpD03-L6"
"ENSG00000120798","SpD03-L6"
"ENSG00000112038","SpD03-L6"
"ENSG00000204308","SpD03-L6"
"ENSG00000178773","SpD03-L6"
"ENSG00000168748","SpD03-L6"
"ENSG00000232560","SpD03-L6"
"ENSG00000166971","SpD03-L6"
"ENSG00000189238","SpD03-L6"
"ENSG00000183624","SpD03-L6"
"ENSG00000156256","SpD03-L6"
"ENSG00000175029","SpD03-L6"
"ENSG00000242125","SpD03-L6"
"ENSG00000152669","SpD03-L6"
"ENSG00000204071","SpD03-L6"
"ENSG00000103275","SpD03-L6"
"ENSG00000151490","SpD04-WM"
"ENSG00000129682","SpD04-WM"
"ENSG00000047849","SpD04-WM"
"ENSG00000172602","SpD04-WM"
"ENSG00000164442","SpD04-WM"
"ENSG00000187730","SpD04-WM"
"ENSG00000161016","SpD04-WM"
"ENSG00000179295","SpD04-WM"
"ENSG00000137843","SpD04-WM"
"ENSG00000115306","SpD04-WM"
"ENSG00000142534","SpD04-WM"
"ENSG00000121900","SpD04-WM"
"ENSG00000228824","SpD04-WM"
"ENSG00000165572","SpD04-WM"
"ENSG00000182774","SpD04-WM"
"ENSG00000132840","SpD04-WM"
"ENSG00000060709","SpD04-WM"
"ENSG00000129473","SpD04-WM"
"ENSG00000119866","SpD04-WM"
"ENSG00000198108","SpD04-WM"
"ENSG00000198915","SpD04-WM"
"ENSG00000124688","SpD04-WM"
"ENSG00000170854","SpD04-WM"
"ENSG00000139197","SpD04-WM"
"ENSG00000156508","SpD04-WM"
"ENSG00000137936","SpD04-WM"
"ENSG00000162368","SpD04-WM"
"ENSG00000170275","SpD04-WM"
"ENSG00000197620","SpD04-WM"
"ENSG00000153879","SpD04-WM"
"ENSG00000111859","SpD04-WM"
"ENSG00000133030","SpD04-WM"
"ENSG00000076248","SpD04-WM"
"ENSG00000168539","SpD04-WM"
"ENSG00000116096","SpD04-WM"
"ENSG00000165434","SpD04-WM"
"ENSG00000072201","SpD04-WM"
"ENSG00000213949","SpD04-WM"
"ENSG00000105971","SpD04-WM"
"ENSG00000163947","SpD04-WM"
"ENSG00000251493","SpD04-WM"
"ENSG00000122642","SpD04-WM"
"ENSG00000108107","SpD04-WM"
"ENSG00000171714","SpD04-WM"
"ENSG00000049769","SpD04-WM"
"ENSG00000140988","SpD04-WM"
"ENSG00000113108","SpD04-WM"
"ENSG00000153574","SpD04-WM"
"ENSG00000022355","SpD04-WM"
"ENSG00000262919","SpD04-WM"
"ENSG00000116885","SpD04-WM"
"ENSG00000197976","SpD04-WM"
"ENSG00000179094","SpD04-WM"
"ENSG00000138668","SpD04-WM"
"ENSG00000175115","SpD04-WM"
"ENSG00000196781","SpD04-WM"
"ENSG00000173457","SpD04-WM"
"ENSG00000135720","SpD04-WM"
"ENSG00000204991","SpD04-WM"
"ENSG00000110074","SpD04-WM"
"ENSG00000157895","SpD04-WM"
"ENSG00000141568","SpD04-WM"
"ENSG00000213424","SpD04-WM"
"ENSG00000183010","SpD04-WM"
"ENSG00000271971","SpD04-WM"
"ENSG00000166012","SpD04-WM"
"ENSG00000244038","SpD04-WM"
"ENSG00000254092","SpD04-WM"
"ENSG00000160972","SpD04-WM"
"ENSG00000142541","SpD04-WM"
"ENSG00000174132","SpD04-WM"
"ENSG00000170889","SpD04-WM"
"ENSG00000167996","SpD04-WM"
"ENSG00000198517","SpD04-WM"
"ENSG00000155093","SpD04-WM"
"ENSG00000157470","SpD04-WM"
"ENSG00000149273","SpD04-WM"
"ENSG00000170049","SpD04-WM"
"ENSG00000162804","SpD04-WM"
"ENSG00000164619","SpD04-WM"
"ENSG00000268496","SpD04-WM"
"ENSG00000117016","SpD04-WM"
"ENSG00000151414","SpD04-WM"
"ENSG00000108932","SpD04-WM"
"ENSG00000225465","SpD04-WM"
"ENSG00000130827","SpD04-WM"
"ENSG00000139182","SpD04-WM"
"ENSG00000176393","SpD04-WM"
"ENSG00000074855","SpD04-WM"
"ENSG00000004776","SpD04-WM"
"ENSG00000154217","SpD04-WM"
"ENSG00000224578","SpD04-WM"
"ENSG00000197702","SpD04-WM"
"ENSG00000233927","SpD04-WM"
"ENSG00000198642","SpD04-WM"
"ENSG00000185340","SpD04-WM"
"ENSG00000143434","SpD04-WM"
"ENSG00000198034","SpD04-WM"
"ENSG00000160460","SpD04-WM"
"ENSG00000132155","SpD04-WM"
"ENSG00000221983","SpD04-WM"
"ENSG00000135597","SpD04-WM"
"ENSG00000171574","SpD04-WM"
"ENSG00000112624","SpD04-WM"
"ENSG00000256925","SpD04-WM"
"ENSG00000179862","SpD04-WM"
"ENSG00000105193","SpD04-WM"
"ENSG00000250091","SpD04-WM"
"ENSG00000196730","SpD04-WM"
"ENSG00000163818","SpD04-WM"
"ENSG00000227398","SpD04-WM"
"ENSG00000137449","SpD04-WM"
"ENSG00000133315","SpD04-WM"
"ENSG00000184840","SpD04-WM"
"ENSG00000168028","SpD04-WM"
"ENSG00000064115","SpD04-WM"
"ENSG00000184216","SpD04-WM"
"ENSG00000160781","SpD04-WM"
"ENSG00000137154","SpD04-WM"
"ENSG00000100316","SpD04-WM"
"ENSG00000136942","SpD04-WM"
"ENSG00000060237","SpD04-WM"
"ENSG00000101004","SpD04-WM"
"ENSG00000182718","SpD04-WM"
"ENSG00000139405","SpD04-WM"
"ENSG00000001497","SpD04-WM"
"ENSG00000141505","SpD04-WM"
"ENSG00000127588","SpD04-WM"
"ENSG00000101337","SpD04-WM"
"ENSG00000187535","SpD04-WM"
"ENSG00000254772","SpD04-WM"
"ENSG00000146072","SpD04-WM"
"ENSG00000104723","SpD04-WM"
"ENSG00000205795","SpD04-WM"
"ENSG00000170892","SpD04-WM"
"ENSG00000102755","SpD04-WM"
"ENSG00000181744","SpD04-WM"
"ENSG00000135519","SpD04-WM"
"ENSG00000106537","SpD04-WM"
"ENSG00000185272","SpD04-WM"
"ENSG00000205279","SpD04-WM"
"ENSG00000182732","SpD04-WM"
"ENSG00000277149","SpD04-WM"
"ENSG00000124782","SpD04-WM"
"ENSG00000130255","SpD04-WM"
"ENSG00000116455","SpD04-WM"
"ENSG00000205643","SpD04-WM"
"ENSG00000134769","SpD04-WM"
"ENSG00000156735","SpD04-WM"
"ENSG00000129467","SpD04-WM"
"ENSG00000155926","SpD04-WM"
"ENSG00000186088","SpD04-WM"
"ENSG00000137312","SpD04-WM"
"ENSG00000177600","SpD04-WM"
"ENSG00000155876","SpD04-WM"
"ENSG00000124104","SpD04-WM"
"ENSG00000119147","SpD04-WM"
"ENSG00000109680","SpD04-WM"
"ENSG00000151092","SpD04-WM"
"ENSG00000043355","SpD04-WM"
"ENSG00000101365","SpD04-WM"
"ENSG00000173599","SpD04-WM"
"ENSG00000174444","SpD04-WM"
"ENSG00000177182","SpD04-WM"
"ENSG00000129636","SpD04-WM"
"ENSG00000130818","SpD04-WM"
"ENSG00000078814","SpD04-WM"
"ENSG00000005884","SpD04-WM"
"ENSG00000147454","SpD04-WM"
"ENSG00000163913","SpD04-WM"
"ENSG00000147403","SpD04-WM"
"ENSG00000237190","SpD04-WM"
"ENSG00000149257","SpD04-WM"
"ENSG00000197971","SpD04-WM"
"ENSG00000104852","SpD04-WM"
"ENSG00000109452","SpD04-WM"
"ENSG00000111249","SpD04-WM"
"ENSG00000063046","SpD04-WM"
"ENSG00000100490","SpD04-WM"
"ENSG00000166233","SpD04-WM"
"ENSG00000119335","SpD04-WM"
"ENSG00000166913","SpD04-WM"
"ENSG00000196358","SpD04-WM"
"ENSG00000176182","SpD04-WM"
"ENSG00000119782","SpD04-WM"
"ENSG00000138802","SpD04-WM"
"ENSG00000105612","SpD04-WM"
"ENSG00000125775","SpD04-WM"
"ENSG00000175390","SpD04-WM"
"ENSG00000162630","SpD04-WM"
"ENSG00000106211","SpD04-WM"
"ENSG00000115226","SpD04-WM"
"ENSG00000172292","SpD04-WM"
"ENSG00000204682","SpD04-WM"
"ENSG00000198736","SpD04-WM"
"ENSG00000203326","SpD04-WM"
"ENSG00000112576","SpD04-WM"
"ENSG00000256061","SpD04-WM"
"ENSG00000136891","SpD04-WM"
"ENSG00000078804","SpD04-WM"
"ENSG00000146476","SpD04-WM"
"ENSG00000066382","SpD04-WM"
"ENSG00000171791","SpD04-WM"
"ENSG00000198824","SpD04-WM"
"ENSG00000162664","SpD04-WM"
"ENSG00000167434","SpD04-WM"
"ENSG00000099889","SpD04-WM"
"ENSG00000121671","SpD04-WM"
"ENSG00000174238","SpD04-WM"
"ENSG00000131389","SpD04-WM"
"ENSG00000185022","SpD04-WM"
"ENSG00000214353","SpD04-WM"
"ENSG00000124194","SpD04-WM"
"ENSG00000263731","SpD04-WM"
"ENSG00000123349","SpD04-WM"
"ENSG00000186654","SpD04-WM"
"ENSG00000105497","SpD04-WM"
"ENSG00000236753","SpD04-WM"
"ENSG00000149798","SpD04-WM"
"ENSG00000128656","SpD04-WM"
"ENSG00000111052","SpD04-WM"
"ENSG00000178171","SpD04-WM"
"ENSG00000047932","SpD04-WM"
"ENSG00000122641","SpD04-WM"
"ENSG00000108771","SpD04-WM"
"ENSG00000152931","SpD04-WM"
"ENSG00000286084","SpD04-WM"
"ENSG00000167797","SpD04-WM"
"ENSG00000198589","SpD04-WM"
"ENSG00000272273","SpD04-WM"
"ENSG00000103005","SpD04-WM"
"ENSG00000246100","SpD04-WM"
"ENSG00000136238","SpD04-WM"
"ENSG00000167526","SpD04-WM"
"ENSG00000183963","SpD04-WM"
"ENSG00000090932","SpD04-WM"
"ENSG00000124134","SpD04-WM"
"ENSG00000180902","SpD04-WM"
"ENSG00000100413","SpD04-WM"
"ENSG00000115170","SpD04-WM"
"ENSG00000112306","SpD04-WM"
"ENSG00000170759","SpD04-WM"
"ENSG00000174007","SpD04-WM"
"ENSG00000179222","SpD04-WM"
"ENSG00000136854","SpD04-WM"
"ENSG00000068697","SpD04-WM"
"ENSG00000180881","SpD04-WM"
"ENSG00000269893","SpD04-WM"
"ENSG00000140859","SpD04-WM"
"ENSG00000119787","SpD04-WM"
