Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000203705,TATDN3,24,0.01022,25,0.07457,34,0.53188,19,-0.3896,30,0.34205,26,0.11084,21,-0.2223,19,-0.3864
ENSG00000162769,FLVCR1,20,0.14541,24,0.46560,6,-1.5969,16,-0.2012,20,0.11943,24,0.42992,23,0.33486,15,-0.2903
ENSG00000174606,ANGEL2,45,0.40598,12,-1.6277,27,-0.4015,38,0.15150,80,1.43787,18,-1.0248,24,-0.6021,33,-0.0954
ENSG00000136643,RPS6KC1,38,0.17401,31,-0.1549,35,0.05815,41,0.37158,50,0.64308,32,-0.0934,20,-0.8197,17,-1.0727
ENSG00000117707,PROX1,173,3.40538,1,-4.8401,5,-2.6881,6,-2.7839,47,0.54589,10,-1.8264,16,-1.0990,37,0.17273
ENSG00000143499,SMYD2,8,-3.1950,246,2.41602,65,-0.0758,41,-0.8837,17,-2.0792,78,0.23051,76,0.19144,39,-0.8530
ENSG00000152104,PTPN14,16,-0.8878,13,-1.2249,12,-1.3657,21,-0.5145,39,0.51756,32,0.20322,45,0.75728,57,1.18255
ENSG00000136636,KCTD3,103,1.91328,19,-0.9634,16,-1.2588,20,-0.9906,21,-0.8143,34,-0.0792,17,-1.1492,70,1.16373
ENSG00000196482,ESRRG,4,-2.4163,54,1.75501,11,-0.8640,20,-0.0354,16,-0.3176,33,0.83571,19,-0.0780,3,-2.7138
ENSG00000092978,GPATCH2,46,0.72032,22,-0.4911,17,-0.8652,20,-0.7120,54,1.01494,49,0.82596,22,-0.4822,18,-0.7398
ENSG00000067533,RRP15,54,0.25414,33,-0.5242,22,-1.1127,44,-0.0925,49,0.11396,85,1.05329,31,-0.6116,51,0.17382
ENSG00000143353,LYPLAL1,43,0.69131,30,0.10137,20,-0.5593,19,-0.6677,27,-0.0977,18,-0.7229,14,-1.0997,65,1.43862
ENSG00000136628,EPRS,212,0.65468,162,0.20010,118,-0.3119,121,-0.3021,158,0.16598,180,0.37958,87,-0.7798,128,-0.1754
ENSG00000162813,BPNT1,22,0.51687,10,-0.6992,15,-0.0658,23,0.70622,12,-0.4908,13,-0.2747,6,-1.4822,19,0.30809
ENSG00000067704,IARS2,78,0.30858,96,0.65807,80,0.34789,44,-0.6698,30,-1.1967,62,-0.0593,82,0.38735,65,0.01785
ENSG00000118873,RAB3GAP2,75,-0.3179,116,0.38676,75,-0.3168,81,-0.2232,88,-0.0714,157,0.90245,71,-0.4108,82,-0.1875
ENSG00000116141,MARK1,13,-1.9284,80,0.87624,46,-0.0639,46,-0.0429,60,0.36756,88,1.04915,31,-0.6605,17,-1.5855
ENSG00000162817,C1orf115,18,-3.4256,97,-0.9549,265,0.66637,251,0.67880,277,0.74285,235,0.46313,149,-0.2818,56,-1.7710
ENSG00000117791,MARC2,4,-2.1360,19,0.14439,21,0.32450,17,0.02640,22,0.38117,18,0.07104,8,-1.2127,29,0.84121
ENSG00000154305,MIA3,105,-0.6449,115,-0.4979,152,-0.0579,125,-0.4183,316,1.20058,256,0.82172,135,-0.2492,88,-0.9187
ENSG00000186063,AIDA,77,0.30670,40,-0.7192,65,0.01611,49,-0.4768,39,-0.7747,89,0.54720,86,0.47805,82,0.40678
ENSG00000162819,BROX,79,0.87356,40,-0.2271,41,-0.2205,40,-0.2948,40,-0.2448,38,-0.3231,37,-0.3698,66,0.57431
ENSG00000143502,SUSD4,13,-1.9094,91,1.18146,58,0.40069,51,0.21942,42,-0.1126,56,0.34420,24,-1.0007,23,-1.0677
ENSG00000162909,CAPN2,70,0.49707,57,0.15312,27,-0.9871,35,-0.6836,26,-1.0424,12,-2.1805,34,-0.6338,167,2.16404
ENSG00000143514,TP53BP2,52,0.10928,19,-1.4401,32,-0.6340,24,-1.1702,37,-0.4379,12,-2.0419,57,0.26993,178,2.44526
ENSG00000143756,FBXO28,39,-0.2328,57,0.40086,37,-0.3167,63,0.66037,39,-0.2288,43,-0.0786,36,-0.3569,28,-0.7596
ENSG00000143753,DEGS1,81,0.48336,57,-0.1062,71,0.26129,84,0.63914,47,-0.4021,52,-0.2519,22,-1.5413,47,-0.4030
ENSG00000143748,NVL,34,1.39958,12,-0.2867,4,-1.8509,10,-0.7207,20,0.47652,6,-1.2603,11,-0.4704,27,0.97566
ENSG00000143771,CNIH4,30,-0.1154,34,0.07315,40,0.32107,44,0.57517,36,0.15250,24,-0.4939,22,-0.6366,20,-0.7594
ENSG00000162923,WDR26,57,-0.3337,89,0.40120,76,0.13778,78,0.19678,82,0.25763,68,-0.0598,63,-0.1747,40,-0.8776
ENSG00000143786,CNIH3,7,-1.6907,71,2.10237,23,0.03154,14,-0.7588,1,-4.4252,38,0.90869,19,-0.2033,12,-0.9216
ENSG00000143815,LBR,51,2.09897,5,-1.6511,3,-2.2425,4,-2.0450,17,0.07765,10,-0.7294,16,0.03490,33,1.19346
ENSG00000154380,ENAH,261,1.09645,62,-1.2269,81,-0.8306,75,-1.0501,147,0.10875,141,0.04078,163,0.28268,231,0.87764
ENSG00000143742,SRP9,211,-0.2933,213,-0.2794,239,-0.0972,311,0.39397,226,-0.1855,156,-0.7618,312,0.34340,301,0.28174
ENSG00000143819,EPHX1,51,0.73572,12,-1.5181,37,0.19655,21,-0.8023,17,-0.9781,8,-2.1536,27,-0.3111,102,2.05142
ENSG00000196187,TMEM63A,196,4.77265,5,-2.4652,5,-2.5152,5,-2.7815,6,-2.1508,2,-3.5770,2,-3.5705,24,-0.2548
ENSG00000143811,PYCR2,69,0.62822,44,-0.1245,63,0.47384,50,0.09849,24,-1.0349,21,-1.2697,29,-0.7562,76,0.78639
ENSG00000143751,SDE2,41,1.44115,19,0.08930,2,-2.8742,11,-0.7952,15,-0.3005,11,-0.6904,21,0.28549,28,0.76147
ENSG00000163041,H3F3A,679,1.36439,136,-1.2781,177,-0.8826,271,-0.2432,307,-0.0147,167,-0.9667,278,-0.1719,500,0.80717
ENSG00000182827,ACBD3,72,0.09167,57,-0.2932,62,-0.1426,63,-0.1490,64,-0.0960,103,0.67919,59,-0.2223,71,0.05656
ENSG00000143799,PARP1,317,1.18761,134,-0.2688,123,-0.4097,119,-0.5178,134,-0.2761,165,0.06424,136,-0.2551,183,0.23275
ENSG00000203685,STUM,19,-1.0495,16,-1.2931,19,-1.0710,56,0.75760,53,0.56013,28,-0.4505,59,0.74182,34,-0.1646
ENSG00000143772,ITPKB,125,1.75953,10,-2.3259,23,-1.0572,13,-2.0871,8,-2.6180,18,-1.4700,61,0.44656,147,2.10656
ENSG00000143801,PSEN2,5,-1.4341,32,1.38723,17,0.25125,14,0.00621,7,-1.0353,17,0.27034,9,-0.7753,13,-0.1643
ENSG00000163050,COQ8A,24,-0.3490,22,-0.4667,29,-0.0593,52,1.13833,28,-0.0829,27,-0.1735,13,-1.2227,21,-0.5570
ENSG00000143776,CDC42BPA,445,1.06987,223,-0.1015,121,-1.0634,106,-1.3728,265,0.17560,457,1.11619,270,0.20512,148,-0.7509
ENSG00000143740,SNAP47,20,-1.5314,45,-0.2791,81,0.66796,77,0.69267,62,0.23733,43,-0.3511,43,-0.3753,38,-0.5635
ENSG00000143761,ARF1,107,-1.3730,318,0.34583,354,0.52485,354,0.61470,251,-0.0436,213,-0.3093,219,-0.2661,153,-0.8193
ENSG00000143793,C1orf35,34,0.62193,20,-0.2502,18,-0.4004,23,-0.0464,32,0.52814,27,0.23315,15,-0.6773,18,-0.3910
ENSG00000162910,MRPL55,48,-1.0638,111,0.24162,123,0.41058,134,0.66093,103,0.12341,61,-0.7018,69,-0.5259,77,-0.3365
ENSG00000143774,GUK1,257,-1.1356,314,-0.8273,781,0.64422,651,0.39152,328,-0.7589,320,-0.7975,963,1.01405,510,-0.0630
ENSG00000198835,GJC2,127,4.98644,13,-0.4581,1,-3.8279,1,-3.6743,0,-8.0885,3,-2.2844,3,-2.6023,6,-1.5169
ENSG00000168159,RNF187,125,-1.5542,495,0.62741,480,0.57584,348,0.04479,380,0.18264,336,-0.0180,358,0.08506,188,-0.9331
ENSG00000116574,RHOU,361,3.92451,22,-1.5810,14,-2.2132,16,-2.2104,5,-3.6646,15,-2.1092,26,-1.3261,74,0.32220
ENSG00000168118,RAB4A,62,-0.6782,98,0.04143,117,0.33303,114,0.32777,67,-0.5532,70,-0.4939,93,-0.0540,126,0.45283
ENSG00000154429,CCSAP,105,-0.3798,106,-0.3654,84,-0.7257,170,0.47457,202,0.70044,188,0.57792,108,-0.3283,63,-1.1640
ENSG00000069248,NUP133,46,0.39402,38,0.07178,31,-0.2478,42,0.27362,35,-0.0466,29,-0.3655,22,-0.7372,41,0.18844
ENSG00000135776,ABCB10,11,-0.5109,16,0.04526,19,0.33967,16,0.07087,29,1.03705,14,-0.1418,5,-1.7738,14,-0.2263
ENSG00000135801,TAF5L,21,0.53289,24,0.72325,14,-0.1106,15,-0.0173,12,-0.3619,9,-0.8022,16,0.10023,11,-0.5594
ENSG00000143641,GALNT2,38,-0.0144,36,-0.1024,40,0.08790,39,0.05013,36,-0.0811,48,0.37126,32,-0.2764,35,-0.1442
ENSG00000177614,PGBD5,43,-1.5202,106,-0.1180,115,0.01065,142,0.42695,160,0.56484,127,0.17223,122,0.10490,69,-0.7859
ENSG00000135775,COG2,33,0.37208,23,-0.2282,22,-0.2986,36,0.63191,17,-0.6414,28,0.08409,14,-1.0117,27,0.06496
ENSG00000135744,AGT,187,0.02427,14,-3.8260,66,-1.5863,52,-2.0828,39,-2.3701,17,-3.5168,74,-1.4082,1154,4.19466
ENSG00000119280,C1orf198,193,2.61347,13,-2.0417,31,-0.7322,19,-1.5487,6,-3.1071,10,-2.3116,27,-0.9494,124,1.62676
ENSG00000143643,TTC13,11,-0.4187,12,-0.2610,18,0.33980,15,0.12935,14,-0.0671,18,0.37009,9,-0.6878,16,0.22718
ENSG00000173409,ARV1,26,-0.3263,49,0.71868,33,0.07527,40,0.43563,28,-0.1613,25,-0.3591,14,-1.1908,29,-0.1321
ENSG00000143633,C1orf131,31,0.85719,15,-0.3503,18,-0.0461,11,-0.8932,11,-0.8522,30,0.78072,10,-0.9900,31,0.85128
ENSG00000116906,GNPAT,49,-0.0265,56,0.17157,50,-0.0076,48,-0.0721,53,0.10033,42,-0.2852,45,-0.1635,59,0.27529
ENSG00000116903,EXOC8,10,-0.6120,30,1.14526,17,0.12177,16,0.04028,9,-0.8354,19,0.37499,5,-1.5329,16,0.05062
ENSG00000135766,EGLN1,83,0.06731,59,-0.4733,65,-0.3402,92,0.26535,80,0.00275,58,-0.5148,88,0.14651,103,0.41454
ENSG00000116918,TSNAX,69,-0.7151,109,0.02100,110,0.03067,144,0.56521,125,0.24546,146,0.49781,79,-0.5039,45,-1.3667
ENSG00000116991,SIPA1L2,12,-2.1886,51,0.03618,71,0.56023,44,-0.2243,40,-0.3674,71,0.56435,67,0.47390,52,0.06017
ENSG00000135778,NTPCR,66,-0.1571,108,0.64770,95,0.42376,76,0.07110,43,-0.8120,77,0.08732,69,-0.0902,47,-0.6836
ENSG00000135749,PCNX2,14,-2.4281,124,0.96534,83,0.27651,70,0.00613,54,-0.4119,91,0.42628,82,0.25544,42,-0.7968
ENSG00000135750,KCNK1,59,-1.3617,136,-0.0710,107,-0.4555,235,1.02620,238,0.87058,161,0.20531,77,-0.9525,29,-2.3941
ENSG00000183780,SLC35F3,6,-1.9201,50,1.48980,15,-0.4851,23,0.20003,20,-0.0675,24,0.17839,22,0.04036,6,-1.7981
ENSG00000168275,COA6,28,-1.4910,97,0.43524,78,0.06965,110,0.76522,62,-0.2838,60,-0.3377,78,0.06901,47,-0.7108
ENSG00000059588,TARBP1,41,-0.2707,24,-1.1109,28,-0.8573,61,0.42191,135,1.79769,54,0.16318,18,-1.5686,19,-1.4448
ENSG00000168264,IRF2BP2,183,1.18806,82,-0.1668,66,-0.5171,66,-0.5636,65,-0.5418,78,-0.2605,75,-0.3187,141,0.72420
ENSG00000173726,TOMM20,243,-0.7338,448,0.24280,470,0.32227,476,0.40162,436,0.19693,447,0.23878,337,-0.2205,143,-1.5363
ENSG00000054267,ARID4B,515,1.46897,126,-0.8993,122,-0.9479,93,-1.4761,321,0.61192,330,0.65552,195,-0.2121,208,-0.1095
ENSG00000152904,GGPS1,33,-0.1755,39,0.08011,58,0.73838,36,-0.0885,28,-0.4774,38,0.02034,35,-0.1036,34,-0.1669
ENSG00000162885,B3GALNT2,10,-0.4014,16,0.30374,17,0.46783,7,-1.0011,17,0.45034,18,0.49698,8,-0.7310,17,0.40137
ENSG00000168243,GNG4,5,-2.6967,21,-0.6773,16,-1.1229,34,0.06000,45,0.53501,12,-1.4510,63,1.11153,63,1.13242
ENSG00000143669,LYST,62,0.35839,33,-0.6384,39,-0.3793,30,-0.8525,113,1.41076,69,0.53625,34,-0.6073,38,-0.4369
ENSG00000077585,GPR137B,21,-0.1200,10,-1.2280,27,0.30400,12,-1.0465,12,-1.0111,14,-0.7812,13,-0.8983,83,2.42673
ENSG00000086619,ERO1B,17,0.01158,20,0.20179,10,-0.8514,19,0.20084,34,1.13057,12,-0.5692,8,-1.1288,16,-0.1107
ENSG00000116977,LGALS8,21,-1.5664,86,0.64743,57,-0.0434,56,-0.0818,96,0.82437,82,0.55576,41,-0.5598,32,-0.9593
ENSG00000077522,ACTN2,45,-0.6947,62,-0.2033,74,0.08124,108,0.85738,66,-0.1030,96,0.51278,49,-0.5678,24,-1.6183
ENSG00000116984,MTR,108,1.73917,33,-0.3407,15,-1.4831,25,-0.8611,46,0.18858,46,0.21433,22,-0.9250,45,0.17810
ENSG00000198626,RYR2,64,-1.4926,271,0.80878,69,-1.3872,143,-0.2842,208,0.35421,485,1.91812,103,-0.7708,23,-3.0063
ENSG00000133019,CHRM3,18,-2.6534,58,-0.9628,79,-0.4701,137,0.48298,252,1.49849,171,0.79010,79,-0.4700,29,-1.9848
ENSG00000155816,FMN2,40,-0.9808,58,-0.3915,56,-0.4578,65,-0.2324,67,-0.1668,113,0.69073,98,0.44781,108,0.61464
ENSG00000180875,GREM2,4,-1.9776,55,2.24688,3,-2.2853,8,-1.1861,12,-0.4043,33,1.17303,15,-0.0713,7,-1.3158
ENSG00000182901,RGS7,8,-3.4607,119,0.52775,98,0.20279,133,0.84783,94,0.13059,112,0.42792,64,-0.4803,18,-2.3362
ENSG00000091483,FH,41,-0.4198,89,0.84857,56,0.08203,58,0.16158,73,0.52514,33,-0.7606,32,-0.7919,40,-0.4605
ENSG00000054277,OPN3,13,-2.4670,94,0.54575,119,0.95379,101,0.79820,84,0.35946,50,-0.4861,35,-1.0159,11,-2.7390
ENSG00000203668,CHML,39,-1.2377,71,-0.3133,44,-1.0321,84,-0.0526,177,1.23850,149,0.91902,91,0.09544,37,-1.3118
ENSG00000180287,PLD5,29,1.05760,10,-0.7008,9,-0.7770,7,-1.3082,25,0.75144,13,-0.2373,9,-0.8079,30,1.12594
ENSG00000143702,CEP170,384,1.07162,176,-0.2447,132,-0.6919,112,-1.0425,285,0.54894,344,0.87403,174,-0.2599,124,-0.7913
ENSG00000054282,SDCCAG8,181,0.45210,67,-1.1088,108,-0.3760,48,-1.7464,123,-0.1750,200,0.62664,286,1.26755,173,0.38194
ENSG00000117020,AKT3,140,-0.6885,234,0.12540,242,0.18335,166,-0.4801,215,-0.0120,327,0.68769,339,0.75284,120,-0.9229
ENSG00000179456,ZBTB18,45,-2.3103,164,-0.3490,307,0.67667,275,0.57340,220,0.12097,266,0.43177,193,-0.0984,97,-1.1679
ENSG00000035687,ADSS,111,0.38367,135,0.71687,76,-0.2302,72,-0.3587,74,-0.2656,113,0.41493,94,0.10792,43,-1.1006
ENSG00000203667,COX20,120,-0.1781,67,-1.0713,178,0.46889,100,-0.5169,97,-0.5147,103,-0.4228,246,1.03667,194,0.61416
ENSG00000153187,HNRNPU,543,0.68972,258,-0.5263,187,-1.0212,285,-0.4143,578,0.80046,400,0.17497,307,-0.2548,390,0.13263
ENSG00000185420,SMYD3,6,-2.2566,36,0.37048,53,1.01192,29,0.02257,26,-0.1865,25,-0.2308,33,0.21849,22,-0.3928
ENSG00000162852,CNST,18,-2.3292,50,-0.8262,119,0.56142,132,0.88049,136,0.79582,78,-0.1308,64,-0.4350,33,-1.4402
ENSG00000143653,SCCPDH,73,0.19724,81,0.36451,70,0.13256,100,0.87579,54,-0.2896,39,-0.7773,24,-1.5170,40,-0.7550
ENSG00000153207,AHCTF1,74,0.24324,35,-0.9096,36,-0.8711,39,-0.8255,118,1.05077,120,1.08640,41,-0.6998,68,0.11209
ENSG00000175137,SH3BP5L,6,-1.3747,15,-0.0037,19,0.34946,23,0.84487,18,0.23527,14,-0.1013,12,-0.3840,6,-1.3546
ENSG00000035115,SH3YL1,58,0.65204,35,-0.1820,45,0.22639,32,-0.3313,67,0.91043,26,-0.6119,15,-1.4496,40,0.04625
ENSG00000143727,ACP1,44,-1.1334,98,0.11304,122,0.46842,138,0.81768,103,0.19591,65,-0.5501,46,-1.0652,69,-0.4401
ENSG00000151353,TMEM18,44,0.26867,45,0.33261,38,0.06402,39,0.08720,32,-0.2443,44,0.29135,22,-0.8103,30,-0.3372
ENSG00000186487,MYT1L,61,-2.5924,201,-0.8137,329,-0.0415,377,0.20604,525,0.73999,630,1.06444,416,0.34284,122,-1.5727
ENSG00000032389,EIPR1,16,-1.5618,45,0.04098,59,0.47863,75,1.08807,27,-0.7639,40,-0.1411,33,-0.4541,26,-0.8410
ENSG00000171853,TRAPPC12,44,-0.1353,74,0.73175,43,-0.1717,58,0.35882,53,0.16367,34,-0.5442,14,-1.8576,53,0.16314
ENSG00000182551,ADI1,78,0.68593,34,-0.6504,40,-0.3854,46,-0.2078,44,-0.2569,27,-1.0076,49,-0.0845,100,1.12718
ENSG00000171865,RNASEH1,28,-0.4986,33,-0.2297,21,-0.8919,46,0.37307,57,0.67617,51,0.47970,36,-0.0994,24,-0.7365
ENSG00000171863,RPS7,498,-0.2332,412,-0.5308,610,0.09447,642,0.20616,445,-0.4093,223,-1.4710,964,0.87114,742,0.42086
ENSG00000232044,SILC1,218,3.56697,16,-1.4365,16,-1.3931,10,-2.2638,13,-1.6695,26,-0.6993,30,-0.4782,24,-0.8312
ENSG00000228203,RNF144A-AS1,3,-2.7161,33,0.82668,27,0.48451,32,0.92380,25,0.33871,13,-0.6542,12,-0.7800,4,-2.5035
ENSG00000151692,RNF144A,97,1.08146,51,-0.0247,31,-0.7885,60,0.27901,61,0.28580,47,-0.1578,32,-0.7408,25,-1.1340
ENSG00000115738,ID2,121,-0.8893,152,-0.5395,149,-0.5665,257,0.35666,179,-0.2776,240,0.19908,161,-0.4489,401,1.08026
ENSG00000134313,KIDINS220,250,0.39686,197,0.00447,112,-0.8818,177,-0.1898,192,-0.0350,310,0.76488,168,-0.2455,184,-0.1050
ENSG00000143797,MBOAT2,147,1.16192,48,-0.6797,52,-0.5729,54,-0.5572,60,-0.3463,65,-0.2157,67,-0.1661,123,0.83182
ENSG00000151693,ASAP2,61,0.00287,77,0.39057,37,-0.7603,50,-0.3409,53,-0.2070,73,0.29902,72,0.26757,73,0.29944
ENSG00000119185,ITGB1BP1,83,-1.1472,231,0.47969,370,1.31223,175,0.02137,137,-0.3709,125,-0.5136,194,0.18792,67,-1.4695
ENSG00000119203,CPSF3,19,-0.1883,39,1.04397,28,0.45499,19,-0.2288,18,-0.2148,15,-0.5789,16,-0.4346,18,-0.2548
ENSG00000134330,IAH1,40,-0.2871,42,-0.2247,88,1.00393,58,0.34376,39,-0.3388,28,-0.8331,38,-0.3695,44,-0.1670
ENSG00000151694,ADAM17,34,-0.0887,12,-1.6288,26,-0.5063,32,-0.1947,74,1.21399,42,0.24433,26,-0.4945,46,0.38198
ENSG00000134308,YWHAQ,712,0.82208,356,-0.3299,393,-0.1722,591,0.58840,484,0.16577,244,-0.9195,286,-0.6698,277,-0.7233
ENSG00000115750,TAF1B,18,-0.1249,11,-0.8286,10,-1.0319,7,-1.5832,23,0.25284,37,1.09628,35,0.99769,26,0.45715
ENSG00000115756,HPCAL1,35,-2.6510,3,-5.9342,149,-0.5045,317,0.88068,639,2.09034,21,-3.4029,164,-0.3502,192,-0.1010
ENSG00000115758,ODC1,18,-0.7811,30,-0.0050,29,-0.0299,50,1.02187,15,-1.0858,23,-0.4246,16,-0.9974,39,0.44563
ENSG00000115761,NOL10,32,0.42422,19,-0.4091,9,-1.5296,16,-0.6942,52,1.26087,33,0.44973,34,0.51266,11,-1.2155
ENSG00000143870,PDIA6,68,-0.3130,108,0.43712,80,-0.0505,80,-0.0662,63,-0.4346,68,-0.3206,60,-0.4962,138,0.85792
ENSG00000162975,KCNF1,15,-2.5170,109,0.52333,87,0.14982,106,0.56177,45,-0.8921,143,0.99703,70,-0.1875,33,-1.3667
ENSG00000134318,ROCK2,282,-0.5817,302,-0.4764,299,-0.4902,338,-0.3356,728,0.98875,828,1.22319,351,-0.2378,196,-1.1404
ENSG00000196208,GREB1,16,0.16969,14,-0.0337,8,-0.7724,9,-0.6980,14,-0.0420,12,-0.2452,11,-0.3628,33,1.47380
ENSG00000169006,NTSR2,21,-0.3791,5,-2.5096,31,0.23579,15,-0.9852,7,-1.9272,6,-2.1920,40,0.65608,102,2.49517
ENSG00000134324,LPIN1,89,0.23223,66,-0.2503,61,-0.3753,60,-0.4435,85,0.15364,97,0.36796,37,-1.1581,141,1.01201
ENSG00000071575,TRIB2,9,-1.6162,39,0.53529,15,-0.9552,27,-0.0232,20,-0.5099,34,0.33831,34,0.31000,44,0.77396
ENSG00000162981,LRATD1,16,-2.8939,60,-0.9348,271,1.61262,150,0.62696,205,1.08116,55,-1.0560,37,-1.6542,34,-1.7709
ENSG00000151779,NBAS,34,-0.5850,45,-0.1549,49,-0.0004,67,0.59868,55,0.18493,62,0.37090,30,-0.7852,34,-0.5659
ENSG00000079785,DDX1,133,-0.7745,379,0.93803,217,-0.0041,253,0.28480,219,0.00892,270,0.35560,97,-1.2608,138,-0.7212
ENSG00000197872,FAM49A,48,-1.8961,191,0.24585,192,0.25504,208,0.45586,172,0.08020,266,0.81376,143,-0.2186,49,-1.8643
ENSG00000163032,VSNL1,208,-3.2191,2926,0.86859,2725,0.74337,2266,0.50041,2148,0.33736,1573,-0.1715,1323,-0.4462,310,-2.6351
ENSG00000163029,SMC6,98,1.15077,20,-1.3975,21,-1.3225,24,-1.2170,73,0.63584,89,0.98221,61,0.32190,38,-0.4357
ENSG00000240857,RDH14,14,-1.1043,43,0.59682,16,-0.9820,42,0.65151,25,-0.2828,34,0.22612,31,0.07366,21,-0.5278
ENSG00000118965,WDR35,25,0.44810,13,-0.5327,18,-0.0818,14,-0.4977,19,0.00438,19,0.05295,19,0.03525,27,0.61957
ENSG00000068697,LAPTM4A,59,-0.5035,51,-0.7178,103,0.40189,82,0.02513,43,-0.9732,43,-0.9815,51,-0.7368,214,1.72347
ENSG00000055917,PUM2,77,-0.6423,99,-0.2477,88,-0.4302,129,0.21055,135,0.26098,103,-0.1761,134,0.24807,143,0.35816
ENSG00000143878,RHOB,318,1.12831,136,-0.3094,112,-0.6061,147,-0.2074,126,-0.4259,118,-0.5325,127,-0.4093,250,0.70041
ENSG00000119778,ATAD2B,46,2.04707,6,-1.4256,5,-1.5534,4,-2.0644,24,0.78337,17,0.25326,12,-0.2699,14,-0.0240
ENSG00000173960,UBXN2A,54,0.86226,23,-0.5358,21,-0.6861,13,-1.4805,27,-0.2567,35,0.12873,49,0.70393,54,0.87387
ENSG00000119782,FKBP1B,15,-1.9307,92,0.92768,93,0.96236,77,0.73115,24,-1.1893,52,-0.0202,27,-1.0112,18,-1.6422
ENSG00000115128,SF3B6,91,0.25767,60,-0.4155,82,0.07948,85,0.15515,71,-0.1479,57,-0.4954,61,-0.4007,110,0.57469
ENSG00000219626,FAM228B,74,0.49000,34,-0.7395,44,-0.3757,32,-0.9493,65,0.26479,73,0.45348,83,0.68503,60,0.12805
ENSG00000198399,ITSN2,174,0.44992,121,-0.1522,81,-0.7722,75,-0.9959,148,0.18048,282,1.30507,128,-0.0605,110,-0.2953
ENSG00000084676,NCOA1,136,-0.4485,117,-0.6916,157,-0.2231,145,-0.3928,267,0.65137,232,0.40907,186,0.04477,241,0.47627
ENSG00000184924,PTRHD1,29,-0.2972,44,0.37193,69,1.13988,36,0.02394,17,-1.0874,12,-1.5904,37,0.07951,37,0.05987
ENSG00000138031,ADCY3,20,-1.0904,26,-0.6569,58,0.59578,50,0.42086,45,0.19533,40,0.00515,34,-0.2678,38,-0.0944
ENSG00000115137,DNAJC27,24,-0.5014,50,0.67579,36,0.14164,31,-0.1147,44,0.45363,57,0.90843,22,-0.6772,4,-3.1645
ENSG00000084710,EFR3B,27,-1.2525,66,0.16858,84,0.56871,66,0.18735,52,-0.2179,48,-0.3549,72,0.31320,56,-0.0979
ENSG00000119772,DNMT3A,34,0.73176,15,-0.5328,9,-1.3354,17,-0.4361,35,0.77717,24,0.19479,22,0.03455,22,0.01197
ENSG00000138101,DTNB,20,-1.5536,58,0.10099,92,0.87492,62,0.23564,87,0.77323,51,-0.1212,31,-0.8850,29,-0.9637
ENSG00000143970,ASXL2,64,0.96866,23,-0.6791,21,-0.8457,22,-0.8924,41,0.20653,56,0.71132,28,-0.3805,49,0.48693
ENSG00000084731,KIF3C,56,-2.3516,367,0.54699,325,0.34191,333,0.44699,220,-0.2896,320,0.31837,291,0.16016,129,-1.1191
ENSG00000084733,RAB10,167,0.52702,103,-0.2657,129,0.10004,133,0.16513,86,-0.5432,115,-0.0873,90,-0.4777,137,0.20278
ENSG00000157833,GAREM2,13,-0.6998,1,-4.0230,18,-0.1575,10,-1.2297,8,-1.4149,4,-2.3061,49,1.53951,70,2.26668
ENSG00000084754,HADHA,148,0.96662,50,-0.7899,82,-0.0280,66,-0.4199,55,-0.6439,47,-0.9100,74,-0.1981,163,1.14340
ENSG00000138029,HADHB,127,0.89383,40,-0.9796,49,-0.6555,42,-1.0029,33,-1.2428,24,-1.7456,48,-0.6970,267,2.39047
ENSG00000138018,SELENOI,62,-0.0426,86,0.50345,55,-0.2234,86,0.59769,61,-0.0642,77,0.33197,29,-1.2179,28,-1.2803
ENSG00000171303,KCNK3,0,-4.8879,13,-0.7019,25,0.30572,30,0.68563,44,1.24472,19,-0.1626,13,-0.6957,14,-0.6217
ENSG00000213699,SLC35F6,27,0.28616,32,0.59933,14,-0.7342,21,-0.1247,21,-0.1126,26,0.23990,5,-2.3050,35,0.75347
ENSG00000157851,DPYSL5,119,2.49407,20,-0.6953,18,-0.8829,21,-0.7409,40,0.38686,21,-0.6324,13,-1.3749,12,-1.4224
ENSG00000084764,MAPRE3,33,-2.2573,191,0.46169,210,0.62233,222,0.86470,150,0.06086,132,-0.1396,102,-0.5474,36,-2.1162
ENSG00000119777,TMEM214,22,0.29194,25,0.51838,24,0.42232,17,-0.1506,11,-0.7834,13,-0.5237,12,-0.6813,24,0.46603
ENSG00000228474,OST4,113,-0.1419,69,-0.9083,193,0.74536,148,0.34667,49,-1.4405,41,-1.6846,173,0.55820,177,0.59859
ENSG00000138030,KHK,8,-1.3060,26,0.46140,35,0.97467,15,-0.4723,31,0.76232,16,-0.3183,16,-0.2870,13,-0.5614
ENSG00000138028,CGREF1,6,-2.9191,69,0.64571,61,0.41872,74,0.92436,69,0.64816,24,-1.0107,21,-1.2486,22,-1.1532
