Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000090316,MAEA,18,-1.6614,41,-0.4203,39,-0.5713,88,0.87955,70,0.48857,55,0.02323,38,-0.5854
ENSG00000163950,SLBP,30,-1.3438,35,-1.1127,41,-0.9443,89,0.32624,136,1.35402,37,-1.0500,57,-0.4420
ENSG00000168936,TMEM129,23,0.10969,21,-0.0370,36,0.88489,19,-0.1933,14,-0.7627,35,0.75541,15,-0.6442
ENSG00000068078,FGFR3,45,-1.7365,177,0.33566,475,2.61792,42,-1.9656,49,-1.8237,98,-0.5814,109,-0.4544
ENSG00000168924,LETM1,25,-0.9967,25,-0.9575,58,0.33097,43,-0.1842,57,0.35040,45,-0.0979,53,0.17793
ENSG00000109685,NSD2,50,-0.3681,20,-1.7374,46,-0.5098,57,-0.1667,74,0.31250,117,1.00448,70,0.19469
ENSG00000185049,NELFA,21,-0.0856,20,-0.1381,17,-0.4530,10,-1.2088,37,1.08504,22,-0.0034,19,-0.2933
ENSG00000243449,C4orf48,523,0.80034,282,-0.1945,303,-0.0856,453,0.63202,280,-0.2425,165,-1.0078,251,-0.4020
ENSG00000185818,NAT8L,60,-2.0416,230,-0.0275,249,0.10334,258,0.16791,199,-0.3079,261,0.16761,326,0.59003
ENSG00000123933,MXD4,51,0.72924,57,0.92338,31,-0.0692,21,-0.6657,27,-0.3003,26,-0.3554,33,0.03979
ENSG00000159733,ZFYVE28,25,-0.3041,19,-0.6807,19,-0.7888,22,-0.5045,45,0.82594,40,0.44928,31,0.01998
ENSG00000063978,RNF4,33,-0.4211,25,-0.8310,38,-0.2193,64,0.71029,47,0.14940,60,0.51626,28,-0.6992
ENSG00000125386,FAM193A,42,0.86893,28,0.20951,17,-0.5628,20,-0.3355,17,-0.6739,56,1.38043,21,-0.2703
ENSG00000087266,SH3BP2,19,-0.5358,54,1.13341,71,1.93881,8,-1.9297,7,-2.2825,30,0.17646,21,-0.3756
ENSG00000087274,ADD1,262,0.11288,196,-0.3362,325,0.51600,228,-0.1105,235,-0.0696,264,0.12754,195,-0.3797
ENSG00000109736,MFSD10,20,-0.7771,36,0.13448,34,0.02993,27,-0.3345,36,0.18481,61,0.97469,25,-0.4713
ENSG00000087269,NOP14,26,0.62770,4,-2.0611,7,-1.4098,18,0.03835,11,-0.7697,66,2.32436,14,-0.3122
ENSG00000125388,GRK4,25,0.63004,14,-0.2425,3,-2.3921,19,0.19978,19,0.20556,30,0.91243,16,-0.0915
ENSG00000197386,HTT,39,-0.7974,41,-0.7428,63,-0.0824,52,-0.4281,81,0.39464,80,0.28937,82,0.37368
ENSG00000159788,RGS12,18,-1.7353,50,-0.2083,129,1.60404,5,-3.5006,68,0.35053,59,0.06957,41,-0.5570
ENSG00000163956,LRPAP1,50,-1.3420,58,-1.1064,161,0.51202,146,0.34020,152,0.46732,72,-0.7916,98,-0.3509
ENSG00000132406,TMEM128,29,0.57391,28,0.53754,18,-0.1663,14,-0.5738,27,0.59501,21,0.09494,8,-1.3847
ENSG00000168824,NSG1,6,-4.2664,100,-0.1902,79,-0.5989,241,1.46314,97,-0.2908,145,0.40355,86,-0.4468
ENSG00000168818,STX18,17,-0.3127,15,-0.4711,22,0.11248,18,-0.2150,29,0.63290,26,0.34697,13,-0.8304
ENSG00000072832,CRMP1,56,-1.8558,165,-0.2376,163,-0.2756,214,0.18523,281,0.78825,195,0.01975,146,-0.4576
ENSG00000181215,C4orf50,5,-1.9643,4,-2.2997,0,-5.1736,23,0.24305,28,0.72212,40,1.12441,29,0.67477
ENSG00000152969,JAKMIP1,6,-3.3050,43,-0.4331,49,-0.2540,78,0.56938,77,0.61628,35,-0.7293,56,-0.0156
ENSG00000109501,WFS1,37,-0.7436,51,-0.2557,132,1.54197,39,-0.7188,61,0.04400,32,-0.9668,36,-0.8295
ENSG00000074211,PPP2R2C,93,-1.1807,116,-0.8560,154,-0.4667,268,0.49723,230,0.24708,201,-0.0123,244,0.33005
ENSG00000013288,MAN2B2,13,-1.8606,24,-0.8900,34,-0.4520,60,0.56040,61,0.67619,29,-0.6163,45,0.03423
ENSG00000179010,MRFAP1,420,-0.2347,363,-0.4588,612,0.40331,657,0.53368,516,0.11035,247,-1.0456,368,-0.4755
ENSG00000170846,AC093323.1,40,-0.0586,14,-1.6513,40,-0.0585,39,-0.1349,67,0.98259,14,-1.6152,38,-0.1751
ENSG00000178988,MRFAP1L1,92,-0.2017,52,-1.0826,99,-0.0940,118,0.20097,130,0.42902,82,-0.3892,105,-0.0050
ENSG00000186222,BLOC1S4,13,-0.1718,7,-1.1558,13,-0.2254,18,0.35919,16,0.12520,18,0.35781,14,-0.0182
ENSG00000170871,KIAA0232,158,0.32412,69,-0.9526,119,-0.1403,106,-0.3404,144,0.20762,243,1.03082,99,-0.4415
ENSG00000132405,TBC1D14,40,-0.1825,49,0.12933,57,0.40971,34,-0.4678,60,0.57285,40,-0.1742,25,-0.9618
ENSG00000173011,TADA2B,17,-0.2139,14,-0.5773,16,-0.3966,23,0.22739,23,0.25104,15,-0.3999,24,0.32014
ENSG00000109519,GRPEL1,24,-0.8794,53,0.30200,38,-0.2123,74,0.98490,44,0.01802,26,-0.7982,31,-0.5621
ENSG00000184985,SORCS2,16,-0.6193,28,0.27239,57,1.69011,11,-1.1825,19,-0.3742,17,-0.4791,15,-0.7513
ENSG00000196526,AFAP1,18,-0.3805,27,0.21672,25,0.10989,18,-0.4267,25,0.14174,37,0.74836,18,-0.4105
ENSG00000163995,ABLIM2,6,-2.8636,11,-1.9984,29,-0.6328,53,0.34968,79,1.32020,25,-0.8367,37,-0.2334
ENSG00000071127,WDR1,90,0.24036,120,0.71173,159,1.38664,41,-1.0104,70,-0.1785,33,-1.2882,35,-1.2750
ENSG00000178163,ZNF518B,19,-0.3253,7,-1.8520,17,-0.5023,15,-0.7253,37,0.96900,25,0.12986,27,0.23770
ENSG00000157869,RAB28,29,0.08118,7,-2.0414,29,0.07188,35,0.39357,29,0.10183,29,0.08486,26,-0.0975
ENSG00000038219,BOD1L1,472,0.97327,125,-1.1206,136,-1.0587,187,-0.5485,307,0.33228,633,1.48842,158,-0.8212
ENSG00000137449,CPEB2,90,1.12644,39,-0.2362,30,-0.6764,40,-0.2037,47,0.08736,35,-0.3674,47,0.09693
ENSG00000118564,FBXL5,103,0.18566,92,0.01799,103,0.20593,102,0.19110,95,0.07960,96,0.07609,55,-0.8362
ENSG00000237765,FAM200B,89,0.10987,108,0.41817,73,-0.2086,72,-0.2259,110,0.58326,62,-0.4407,56,-0.6517
ENSG00000169762,TAPT1,50,0.10307,33,-0.5317,42,-0.2004,53,0.18377,65,0.63726,34,-0.4873,33,-0.6055
ENSG00000169744,LDB2,17,-2.8524,21,-2.5376,53,-1.2786,162,0.60191,188,1.02276,114,-0.0279,124,0.10952
ENSG00000151552,QDPR,763,1.83629,188,-0.4978,217,-0.3003,346,0.51597,133,-1.1739,131,-1.0399,251,-0.0567
ENSG00000002549,LAP3,77,0.82971,89,1.07534,80,1.01107,29,-0.7774,33,-0.6086,31,-0.6065,20,-1.3527
ENSG00000118579,MED28,53,0.24311,59,0.41754,34,-0.4715,43,-0.1021,43,-0.1041,72,0.75046,39,-0.2720
ENSG00000163257,DCAF16,61,1.43963,6,-2.0554,5,-2.4235,18,-0.5789,33,0.52691,33,0.39095,30,0.28376
ENSG00000178177,LCORL,18,-0.1739,45,1.33950,16,-0.3574,10,-1.0754,20,0.01090,31,0.72495,16,-0.3622
ENSG00000145147,SLIT2,8,-2.1211,13,-1.4242,14,-1.3344,58,1.03836,38,0.28342,83,1.51879,17,-1.0725
ENSG00000163138,PACRGL,6,-2.0608,14,-0.8517,18,-0.4505,19,-0.3777,44,1.27505,28,0.24964,18,-0.4773
ENSG00000185774,KCNIP4,3,-4.6593,21,-2.1132,35,-1.4292,150,1.05880,138,1.03643,77,-0.1594,67,-0.4046
ENSG00000152990,ADGRA3,36,0.01112,108,1.86790,86,1.73075,17,-1.2249,13,-1.7343,7,-2.4482,17,-1.1685
ENSG00000109819,PPARGC1A,1,-5.0631,17,-0.9457,25,-0.3458,49,0.81508,23,-0.5866,78,1.50039,32,0.03160
ENSG00000109606,DHX15,62,0.21546,50,-0.1235,35,-0.7244,68,0.41291,58,0.14217,63,0.25664,46,-0.2690
ENSG00000181982,CCDC149,22,0.16349,24,0.26208,11,-0.9414,24,0.33726,23,0.25582,27,0.46995,14,-0.5976
ENSG00000153012,LGI2,10,-0.9797,10,-0.9890,4,-2.3465,59,2.24935,5,-2.1670,54,1.66546,11,-0.9476
ENSG00000053900,ANAPC4,18,-0.2591,11,-1.0239,5,-2.2233,26,0.32204,29,0.59696,34,0.76654,22,0.09884
ENSG00000250317,SMIM20,14,-1.3537,30,-0.2480,56,0.86568,42,0.32810,26,-0.5261,24,-0.5419,38,0.13458
ENSG00000168214,RBPJ,372,1.97737,82,-0.5496,83,-0.5671,84,-0.5640,95,-0.3897,142,0.29889,96,-0.3404
ENSG00000109689,STIM2,40,-0.0166,22,-0.9246,63,0.80272,31,-0.4434,42,0.08625,67,0.81107,20,-1.0870
ENSG00000169851,PCDH7,64,-1.7069,105,-0.9746,105,-1.0482,175,-0.2224,367,1.35108,259,0.41744,151,-0.4677
ENSG00000047365,ARAP2,274,2.16874,52,-0.6353,55,-0.5829,40,-1.0786,77,-0.0285,115,0.61464,38,-1.1673
ENSG00000174145,NWD2,0,-7.3087,4,-2.0162,6,-1.4974,15,0.02390,29,1.39824,20,0.41505,15,-0.0015
ENSG00000181826,RELL1,23,-0.1543,51,1.09291,66,1.86542,5,-2.5797,15,-0.9872,9,-1.5393,21,-0.3717
ENSG00000065882,TBC1D1,19,-0.3577,30,0.29210,18,-0.5273,14,-0.9193,36,0.78079,27,0.17454,23,-0.0822
ENSG00000109787,KLF3,46,1.28468,30,0.56870,27,0.47522,23,0.18836,8,-1.5425,7,-1.6529,21,-0.0074
ENSG00000109790,KLHL5,80,1.44823,41,0.32362,23,-0.5803,29,-0.2386,31,-0.1125,20,-0.7426,30,-0.1922
ENSG00000157796,WDR19,17,-0.4377,22,-0.0210,17,-0.4451,14,-0.8267,41,1.29966,28,0.32979,10,-1.3618
ENSG00000035928,RFC1,252,1.96504,54,-0.6146,71,-0.1979,25,-1.8322,94,0.32006,89,0.17012,45,-0.9517
ENSG00000163682,RPL9,992,0.24468,1317,0.70571,982,0.25437,1010,0.30470,617,-0.5868,307,-1.5477,873,0.04602
ENSG00000121897,LIAS,26,0.84173,10,-0.5456,16,0.08320,18,0.27480,15,0.04344,19,0.33696,6,-1.3462
ENSG00000163683,SMIM14,171,0.88778,81,-0.3081,99,0.00105,114,0.24583,84,-0.2912,83,-0.2645,86,-0.2413
ENSG00000078140,UBE2K,92,-0.5370,80,-0.7493,106,-0.3477,141,0.13865,171,0.54473,120,-0.1347,133,0.03269
ENSG00000121892,PDS5A,60,0.17571,46,-0.2207,48,-0.1956,55,0.06021,59,0.19795,84,0.73287,34,-0.7627
ENSG00000163697,APBB2,130,1.44706,33,-0.7701,44,-0.3535,61,0.18775,47,-0.2554,44,-0.3325,47,-0.2466
ENSG00000154277,UCHL1,210,-2.3684,333,-1.6875,608,-0.8445,1817,1.09565,1356,0.59641,937,-0.1190,869,-0.2583
ENSG00000064042,LIMCH1,608,1.77108,66,-1.7671,155,-0.5347,137,-0.7450,241,0.23769,255,0.27797,164,-0.4483
ENSG00000109133,TMEM33,71,-0.4265,46,-1.0928,134,0.65078,87,-0.1252,110,0.32391,81,-0.2137,75,-0.3609
ENSG00000014824,SLC30A9,64,-0.7583,89,-0.2470,87,-0.2971,137,0.48581,121,0.29633,90,-0.2274,98,-0.1076
ENSG00000124406,ATP8A1,221,0.44554,74,-1.2404,101,-0.8282,130,-0.4171,273,1.05155,90,-0.9448,168,0.00939
ENSG00000183783,KCTD8,9,-1.4396,18,-0.3948,16,-0.5682,32,0.61732,27,0.33357,24,0.11508,22,-0.0295
ENSG00000151806,GUF1,34,0.18779,11,-1.4604,35,0.23216,27,-0.1623,33,0.19255,38,0.36259,28,-0.1599
ENSG00000163281,GNPDA2,8,-1.5588,16,-0.5288,10,-1.3534,38,0.92806,30,0.54497,27,0.25372,19,-0.3263
ENSG00000163285,GABRG1,88,0.27889,100,0.49116,145,1.28882,45,-0.8019,39,-1.0978,26,-1.5810,85,0.24820
ENSG00000260878,AC104072.1,3,-3.9411,59,0.18978,110,1.41104,44,-0.2952,53,0.03088,22,-1.3065,39,-0.5074
ENSG00000151834,GABRA2,38,-1.7005,100,-0.2495,293,1.83756,80,-0.6422,79,-0.7125,127,0.12619,78,-0.6647
ENSG00000109158,GABRA4,8,-3.1766,51,-0.4587,30,-1.3184,82,0.30752,94,0.64237,111,0.77238,74,0.12169
ENSG00000163288,GABRB1,34,-0.4167,16,-1.5577,80,1.07581,17,-1.5344,54,0.35730,76,0.83203,29,-0.7449
ENSG00000260918,AC107398.3,78,-0.5911,96,-0.2644,142,0.37735,75,-0.6951,165,0.76165,94,-0.3030,87,-0.4611
ENSG00000169019,COMMD8,8,-1.4331,48,1.23627,16,-0.5567,35,0.81116,14,-0.8880,23,0.03468,23,0.07255
ENSG00000170448,NFXL1,17,0.17283,11,-0.4786,4,-1.9181,7,-1.1514,16,0.04459,45,1.79093,20,0.47741
ENSG00000109171,SLAIN2,20,-0.6138,30,0.02703,47,0.84348,19,-0.7326,26,-0.2661,42,0.55811,27,-0.1519
ENSG00000075539,FRYL,249,2.48386,26,-1.2889,61,-0.0199,25,-1.4481,49,-0.4048,77,0.35323,32,-1.0372
ENSG00000109180,OCIAD1,185,-0.6128,151,-0.9242,192,-0.5983,389,0.62342,392,0.72859,209,-0.4270,209,-0.4617
ENSG00000145247,OCIAD2,15,-1.2390,23,-0.5894,24,-0.5632,75,1.52850,28,-0.3398,18,-0.9620,34,0.01161
ENSG00000109184,DCUN1D4,42,-0.4097,53,-0.0516,21,-1.5072,57,0.05570,67,0.40292,96,0.89385,55,0.00417
ENSG00000163069,SGCB,113,0.89589,52,-0.3509,86,0.50213,45,-0.5977,51,-0.4588,67,0.05734,66,0.03134
ENSG00000109189,USP46,74,-0.5279,108,0.06295,77,-0.5109,108,0.06038,117,0.22525,87,-0.2849,130,0.39728
ENSG00000226950,DANCR,33,-0.4183,83,1.07015,56,0.44758,49,0.23756,34,-0.4165,13,-1.8315,38,-0.2242
ENSG00000184178,SCFD2,7,-1.1777,12,-0.5019,11,-0.5932,26,0.85260,20,0.38838,17,0.06225,12,-0.4436
ENSG00000145216,FIP1L1,70,0.74046,21,-1.1267,48,0.13062,38,-0.2460,59,0.58633,52,0.26046,19,-1.3553
ENSG00000072201,LNX1,6,-3.1644,12,-2.1094,33,-0.7431,63,0.35648,91,1.22864,34,-0.6343,51,-0.0190
ENSG00000134853,PDGFRA,81,1.74371,34,0.28608,32,0.18180,10,-1.7011,30,0.09184,4,-2.6789,25,-0.2051
ENSG00000128039,SRD5A3,28,0.82461,7,-1.2559,15,-0.1298,19,0.29084,20,0.42809,10,-0.7691,11,-0.6467
ENSG00000134851,TMEM165,285,2.82853,38,-0.7125,59,-0.0281,28,-1.2558,38,-0.8276,42,-0.5508,35,-0.8925
ENSG00000134852,CLOCK,66,-0.0571,37,-0.9529,60,-0.2410,66,-0.0807,83,0.36779,113,0.80559,55,-0.3808
ENSG00000090989,EXOC1,98,0.42047,28,-1.4997,84,0.21029,64,-0.2543,92,0.41481,135,0.96021,32,-1.3893
ENSG00000157426,AASDH,38,0.77050,21,-0.1454,20,-0.2905,14,-0.8745,27,0.28764,55,1.38367,10,-1.4107
ENSG00000128059,PPAT,22,0.42248,26,0.68420,9,-0.9138,15,-0.2257,18,0.17600,21,0.36229,14,-0.2529
ENSG00000128050,PAICS,48,0.18277,44,0.02693,79,1.12751,44,0.03160,39,-0.1773,14,-1.6559,24,-0.9781
ENSG00000174780,SRP72,138,0.41894,46,-1.2665,97,-0.1599,84,-0.3863,135,0.48286,127,0.27818,98,-0.1403
ENSG00000171476,HOPX,28,-3.3411,216,-0.3501,341,0.41494,381,0.61693,346,0.49476,94,-1.5940,211,-0.4144
ENSG00000084093,REST,77,2.16141,36,0.76935,44,1.30367,5,-2.3076,5,-2.2466,9,-1.3388,14,-0.7383
ENSG00000047315,POLR2B,26,-1.3371,42,-0.6095,41,-0.6985,71,0.23074,89,0.73215,71,0.21267,59,-0.0968
ENSG00000163453,IGFBP7,151,-0.5169,586,1.72520,537,1.87636,95,-1.2935,72,-1.8311,69,-1.6838,123,-0.8941
ENSG00000150471,ADGRL3,45,-0.9169,38,-1.1635,75,-0.1561,51,-0.7966,131,0.98293,116,0.54388,72,-0.2326
ENSG00000145242,EPHA5,8,-2.4218,23,-0.9569,23,-1.0091,17,-1.4349,109,2.34672,16,-1.4727,30,-0.5719
ENSG00000145241,CENPC,82,0.98171,20,-1.1895,33,-0.5320,15,-1.7743,49,0.16712,143,1.97364,26,-0.8923
ENSG00000033178,UBA6,68,0.81416,15,-1.4606,35,-0.2586,27,-0.6680,54,0.54478,76,1.00400,23,-0.9502
ENSG00000083896,YTHDC1,341,1.39563,81,-0.9146,108,-0.5204,87,-0.8657,163,0.20284,223,0.67520,119,-0.3495
ENSG00000132467,UTP3,45,0.43137,21,-0.7148,28,-0.3383,34,0.00544,41,0.37212,46,0.47599,25,-0.5402
ENSG00000018189,RUFY3,330,0.16826,127,-1.2916,218,-0.5214,374,0.40900,382,0.51049,289,-0.0436,243,-0.3409
ENSG00000132463,GRSF1,75,-0.5404,64,-0.7805,92,-0.2418,167,0.83063,121,0.25083,76,-0.5131,89,-0.2970
ENSG00000173542,MOB1B,30,-0.1296,29,-0.1547,18,-0.9809,35,0.13566,49,0.89003,37,0.22653,19,-0.8861
ENSG00000156136,DCK,21,-1.0854,41,-0.0427,27,-0.7486,50,0.29884,66,0.94088,48,0.19793,22,-1.0272
ENSG00000080493,SLC4A4,63,-1.3172,171,0.20470,521,2.76585,33,-2.3695,41,-2.1851,146,-0.0461,96,-0.7365
ENSG00000163626,COX18,17,0.13827,5,-1.8024,16,-0.0270,23,0.65839,12,-0.4737,28,0.87985,14,-0.2641
ENSG00000132466,ANKRD17,241,0.62546,94,-0.8418,98,-0.8335,129,-0.3959,192,0.32466,366,1.33898,112,-0.6306
ENSG00000169116,PARM1,4,-3.6410,30,-0.9726,47,-0.2890,115,1.36914,43,-0.5019,82,0.59651,52,-0.1159
ENSG00000163743,RCHY1,29,-0.6870,27,-0.8309,63,0.55959,63,0.54500,43,-0.1449,37,-0.3345,40,-0.2322
ENSG00000138769,CDKL2,51,0.16581,7,-2.7286,19,-1.4269,51,0.19913,55,0.38110,104,1.35677,40,-0.2216
ENSG00000138757,G3BP2,126,-1.1535,162,-0.7799,183,-0.6420,389,0.67028,372,0.67014,253,-0.0910,210,-0.4179
ENSG00000138768,USO1,80,0.21802,69,-0.0177,83,0.29104,77,0.15653,77,0.17540,50,-0.5092,46,-0.7007
ENSG00000138744,NAAA,4,-1.7433,1,-3.9330,10,-0.5739,21,0.60222,19,0.47574,23,0.71971,15,0.02777
ENSG00000198301,SDAD1,52,0.10800,26,-0.9558,29,-0.8669,41,-0.3072,68,0.67264,79,0.77585,43,-0.2221
ENSG00000138750,NUP54,24,0.19520,20,-0.0782,6,-1.8976,23,0.10891,39,1.27608,16,-0.4232,11,-1.0530
ENSG00000138760,SCARB2,291,1.34440,101,-0.3772,130,0.00624,123,-0.0893,127,-0.0373,119,-0.1277,77,-0.8554
ENSG00000189157,FAM47E,9,-0.7693,0,-4.7312,11,-0.4854,23,0.78595,18,0.41455,19,0.36514,14,-0.1569
ENSG00000138758,SEPTIN11,278,0.23960,158,-0.6380,187,-0.4098,151,-0.7562,327,0.64439,360,0.65991,205,-0.2611
ENSG00000118816,CCNI,484,-0.6635,692,-0.1141,818,0.16471,1051,0.62270,445,-0.9224,758,0.02985,961,0.45495
ENSG00000138764,CCNG2,29,-0.5469,6,-2.6762,38,-0.1345,38,-0.1129,66,1.02856,22,-0.9264,41,0.00132
ENSG00000138767,CNOT6L,43,0.39373,23,-0.5562,52,0.80625,15,-1.3131,35,0.09987,34,0.04045,30,-0.1493
ENSG00000169288,MRPL1,53,-0.4860,36,-1.0596,64,-0.2016,64,-0.1993,111,0.89833,74,0.03778,57,-0.3928
ENSG00000138756,BMP2K,24,-0.1331,28,0.12670,61,1.66618,11,-1.3262,18,-0.6066,32,0.34309,13,-1.0511
ENSG00000163291,PAQR3,22,-0.5002,11,-1.5335,24,-0.4104,31,0.00123,54,1.19737,25,-0.3259,20,-0.6837
ENSG00000152784,PRDM8,5,-3.4739,15,-1.9994,23,-1.4800,115,1.28056,69,0.31449,70,0.28124,64,0.16562
ENSG00000273156,AC124016.2,7,-2.4180,23,-0.6734,23,-0.7145,42,0.29443,51,0.74688,27,-0.4199,43,0.33441
ENSG00000138668,HNRNPD,166,0.18098,114,-0.4023,197,0.50716,157,0.09798,132,-0.2177,133,-0.1693,130,-0.2148
ENSG00000152795,HNRNPDL,415,0.25558,264,-0.4522,304,-0.2542,371,0.08568,471,0.58819,392,0.16532,200,-0.9339
ENSG00000145293,ENOPH1,150,0.28856,122,-0.0389,112,-0.1790,192,0.78502,120,-0.0697,57,-1.2045,100,-0.3784
ENSG00000249242,TMEM150C,26,-1.2843,68,0.14274,44,-0.5505,72,0.27754,78,0.46622,80,0.40716,50,-0.3620
ENSG00000145284,SCD5,709,0.71979,544,0.28927,652,0.65636,340,-0.4836,366,-0.4004,235,-1.0104,436,-0.0684
ENSG00000138674,SEC31A,48,-0.5479,79,0.22359,59,-0.2542,80,0.27534,91,0.58109,53,-0.4011,45,-0.6964
ENSG00000251022,THAP9-AS1,18,-0.5485,20,-0.4197,21,-0.3892,21,-0.3571,41,0.90625,30,0.21458,21,-0.4156
ENSG00000189308,LIN54,20,0.38687,13,-0.2457,9,-0.8738,12,-0.3977,22,0.75948,20,0.44846,11,-0.5355
ENSG00000138663,COPS4,22,-1.5042,38,-0.6719,47,-0.3846,107,1.10897,73,0.43633,63,0.10346,28,-1.1835
ENSG00000163319,MRPS18C,32,-0.7621,59,0.18372,54,0.05481,85,0.87100,51,-0.0714,34,-0.6693,38,-0.5415
ENSG00000163624,CDS1,5,-3.4213,43,-0.3924,38,-0.6237,86,0.79042,41,-0.5730,101,0.96543,74,0.50525
ENSG00000163625,WDFY3,113,0.78213,71,0.03721,60,-0.2510,54,-0.4235,66,-0.1042,91,0.42810,67,-0.0688
ENSG00000180769,WDFY3-AS2,43,0.59827,46,0.70434,68,1.61326,22,-0.4765,8,-2.1728,18,-0.7144,22,-0.5067
ENSG00000109339,MAPK10,123,-1.5038,108,-1.7080,244,-0.5165,422,0.42468,439,0.56508,508,0.68207,299,-0.1805
ENSG00000163629,PTPN13,79,1.33758,42,0.28564,62,1.05778,15,-1.3646,32,-0.1295,22,-0.7068,12,-1.6200
ENSG00000172493,AFF1,31,0.31142,34,0.42456,43,0.93228,25,-0.0062,15,-0.9603,25,-0.0338,18,-0.5558
ENSG00000145332,KLHL8,26,-0.3911,36,0.10665,26,-0.4158,50,0.70425,25,-0.5265,45,0.44570,35,0.05252
ENSG00000198189,HSD17B11,11,-1.2107,17,-0.5495,25,0.01762,33,0.51894,27,0.13285,18,-0.5027,28,0.17942
ENSG00000170502,NUDT9,33,-0.2060,36,-0.0574,36,-0.0940,58,0.80021,37,-0.0409,29,-0.3915,27,-0.5394
ENSG00000152583,SPARCL1,3517,-0.1946,5693,0.57315,6563,0.92113,3483,-0.2289,3175,-0.4211,4118,0.05295,2420,-0.8273
ENSG00000118785,SPP1,1124,3.29032,263,0.44757,231,0.26748,94,-1.2145,60,-2.0116,31,-2.7663,66,-1.7517
ENSG00000118762,PKD2,33,0.75874,24,0.22801,21,0.00469,10,-1.2013,22,0.12147,44,1.22009,10,-1.1545
ENSG00000118777,ABCG2,9,-1.3236,47,1.14655,42,1.08352,9,-1.5182,16,-0.6203,10,-1.2465,31,0.49069
ENSG00000163644,PPM1K,145,-0.4607,221,0.19523,152,-0.4266,171,-0.2274,223,0.25705,291,0.64103,187,-0.0779
ENSG00000138642,HERC6,11,-1.0454,16,-0.4457,13,-0.7672,28,0.48135,25,0.28485,32,0.62720,21,-0.0715
ENSG00000145337,PYURF,80,-0.0107,110,0.50813,107,0.52037,111,0.57471,78,-0.0477,30,-1.4670,36,-1.3102
ENSG00000138641,HERC3,17,-0.7683,19,-0.6579,13,-1.2992,35,0.34173,42,0.76451,28,-0.0458,30,0.08503
ENSG00000177432,NAP1L5,34,-2.5970,88,-1.1920,165,-0.2650,361,1.17586,162,-0.3287,242,0.35685,207,0.12444
ENSG00000138640,FAM13A,8,-2.4795,39,-0.2373,24,-1.0478,49,0.13703,74,1.04037,71,0.71406,29,-0.7335
ENSG00000145335,SNCA,137,-1.4339,138,-1.4249,203,-0.9113,455,0.45636,582,1.07547,222,-0.7127,334,-0.0910
ENSG00000163104,SMARCAD1,30,0.16202,29,0.08830,9,-1.6617,23,-0.2833,42,0.93058,41,0.64553,17,-0.7552
ENSG00000163110,PDLIM5,92,0.47193,172,1.54038,183,2.01125,13,-2.5910,19,-2.1021,18,-1.9746,43,-0.7580
ENSG00000138696,BMPR1B,38,0.55200,80,1.84459,65,1.75474,4,-2.7784,7,-2.1949,14,-0.9457,15,-0.9803
ENSG00000182168,UNC5C,43,1.83606,11,-0.4227,6,-1.3630,9,-0.6786,21,0.77566,9,-0.6494,7,-1.0136
ENSG00000138698,RAP1GDS1,92,-0.3441,103,-0.1630,69,-0.8369,202,1.05806,118,0.05541,101,-0.2008,91,-0.3849
ENSG00000168785,TSPAN5,139,-0.0862,67,-1.2104,79,-1.0276,160,0.14485,190,0.51569,189,0.39659,162,0.16602
ENSG00000151247,EIF4E,70,-0.8025,123,0.06939,154,0.47821,125,0.09916,125,0.11061,103,-0.2051,93,-0.4040
ENSG00000164024,METAP1,17,-0.7352,7,-2.0396,28,-0.0213,32,0.21994,34,0.37194,48,0.87606,22,-0.4374
ENSG00000197894,ADH5,56,-0.6637,87,0.02818,109,0.43211,87,0.02393,90,0.10763,71,-0.2801,75,-0.2320
ENSG00000109270,LAMTOR3,23,-1.4264,41,-0.5399,44,-0.4854,74,0.40803,83,0.70499,43,-0.4870,57,-0.0625
ENSG00000164031,DNAJB14,72,-1.0374,77,-0.9362,78,-0.9815,166,0.27564,192,0.61544,203,0.57268,143,0.01584
ENSG00000164032,H2AFZ,62,-1.1103,100,-0.3950,109,-0.2879,192,0.72450,172,0.58834,48,-1.4915,108,-0.2895
ENSG00000138814,PPP3CA,264,-1.8583,376,-1.3363,530,-0.8792,663,-0.5169,1761,1.51707,940,0.06591,784,-0.2383
ENSG00000254531,AP001816.1,0,-4.6866,7,-1.2056,5,-1.7788,36,1.68799,22,0.74679,6,-1.3447,11,-0.5753
ENSG00000109320,NFKB1,25,0.76725,13,-0.2712,15,-0.0184,7,-1.2503,18,0.27480,24,0.71607,12,-0.3431
ENSG00000109332,UBE2D3,132,-0.5568,138,-0.4866,224,0.29676,240,0.41789,216,0.25572,151,-0.3512,138,-0.5309
ENSG00000145354,CISD2,41,-0.7594,24,-1.5548,70,0.07795,102,0.75299,69,0.04185,68,0.00317,62,-0.1397
ENSG00000164038,SLC9B2,17,-0.5177,29,0.30908,6,-2.1837,28,0.32885,30,0.44860,46,1.07777,17,-0.5191
