Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000171617,ENC1,229,-2.7846,635,-1.2627,3116,1.41344,2058,0.77996,664,-1.1934,1668,0.27663,876,-0.7653
ENSG00000049860,HEXB,50,0.59658,14,-1.4123,31,-0.2062,50,0.72702,17,-1.1183,49,0.57820,19,-0.9661
ENSG00000164347,GFM2,13,-0.5891,9,-1.1668,19,-0.0562,33,1.10113,15,-0.4496,18,-0.1153,16,-0.2917
ENSG00000164346,NSA2,181,0.10844,149,-0.2157,157,-0.1226,80,-1.3221,238,0.57433,228,0.49623,245,0.62228
ENSG00000198780,FAM169A,65,-0.7880,103,-0.0474,108,0.02966,118,0.21202,109,0.03667,98,-0.1371,131,0.34465
ENSG00000113161,HMGCR,49,-1.2790,92,-0.2957,84,-0.4408,200,1.30581,93,-0.2873,101,-0.1409,65,-0.8449
ENSG00000113163,CERT1,53,-1.4381,127,-0.0606,82,-0.7572,110,-0.3340,139,0.08683,200,0.71150,234,0.99029
ENSG00000122008,POLK,54,0.24190,21,-1.2611,30,-0.6905,31,-0.7540,95,1.25154,62,0.48185,50,0.09969
ENSG00000164252,AGGF1,82,-0.9503,103,-0.5957,127,-0.2533,84,-1.0203,202,0.51737,262,0.98058,247,0.86932
ENSG00000113231,PDE8B,111,0.12315,64,-0.7547,254,1.63392,66,-0.7960,138,0.49052,69,-0.6439,56,-0.9659
ENSG00000164253,WDR41,30,0.03357,40,0.51403,27,-0.1656,29,-0.0462,24,-0.3381,28,-0.0784,30,0.00376
ENSG00000171530,TBCA,286,0.17005,238,-0.1337,200,-0.4147,149,-0.9851,299,0.24456,343,0.47864,403,0.75857
ENSG00000132842,AP3B1,41,0.23341,34,-0.0722,20,-0.9106,13,-1.7573,71,1.19879,24,-0.6226,70,1.17860
ENSG00000085365,SCAMP1,94,-0.9858,104,-0.8346,167,-0.0893,279,0.97701,106,-0.8006,221,0.38239,156,-0.1912
ENSG00000152409,JMY,53,-0.6554,91,0.20033,62,-0.4061,59,-0.5623,131,0.83542,101,0.37959,86,0.12170
ENSG00000152413,HOMER1,48,-1.9859,132,-0.4494,258,0.66780,163,-0.1242,171,-0.0313,293,0.89722,165,-0.0874
ENSG00000164329,TENT2,17,-0.0972,17,-0.1259,20,0.15761,25,0.62308,26,0.58318,11,-0.7677,5,-1.9335
ENSG00000164309,CMYA5,48,0.08185,28,-0.7925,27,-0.8583,22,-1.2701,152,2.28230,27,-0.8106,41,-0.1698
ENSG00000177034,MTX3,25,-0.9537,35,-0.4442,69,0.66280,47,-0.0082,42,-0.1624,59,0.39379,49,0.08629
ENSG00000164300,SERINC5,45,1.48870,21,0.14946,9,-1.1913,21,0.14359,19,-0.0761,13,-0.6298,7,-1.5939
ENSG00000039319,ZFYVE16,68,0.36930,23,-1.3402,31,-0.9060,34,-0.8486,173,2.17813,34,-0.7713,41,-0.4632
ENSG00000249042,AC008771.1,17,-0.7999,24,-0.3026,45,0.75049,27,-0.0944,18,-0.6993,38,0.45583,33,0.23546
ENSG00000228716,DHFR,43,0.62205,36,0.32716,24,-0.3427,20,-0.6923,28,-0.0574,29,-0.0262,36,0.32521
ENSG00000113318,MSH3,46,-0.2977,25,-1.2447,45,-0.3468,41,-0.5487,83,0.68022,73,0.46678,90,0.81914
ENSG00000113319,RASGRF2,41,-1.4285,28,-1.9855,458,3.13985,64,-0.8534,50,-1.1352,76,-0.4835,39,-1.5054
ENSG00000145687,SSBP2,73,0.18186,54,-0.3001,73,0.18573,91,0.67446,64,-0.0354,52,-0.3760,25,-1.5008
ENSG00000186468,RPS23,1139,1.36030,877,0.86765,608,0.22950,375,-0.6338,206,-1.4846,207,-1.4756,454,-0.2512
ENSG00000174695,TMEM167A,80,0.41643,58,-0.1169,79,0.39463,58,-0.1255,55,-0.1867,72,0.24291,37,-0.8130
ENSG00000038427,VCAN,175,2.70476,5,-3.1092,16,-1.5537,10,-2.5136,93,1.27508,10,-2.2771,41,-0.1453
ENSG00000164176,EDIL3,164,0.10165,199,0.42690,114,-0.4795,168,0.17313,224,0.63808,70,-1.2287,124,-0.3540
ENSG00000127184,COX7C,897,0.77126,1020,1.00591,756,0.47147,481,-0.3237,208,-1.5838,260,-1.2452,471,-0.3140
ENSG00000145715,RASA1,25,-1.3346,40,-0.5751,61,0.07612,92,0.98473,35,-0.7768,76,0.44431,42,-0.5157
ENSG00000134480,CCNH,34,0.09299,39,0.30493,43,0.48193,30,-0.1515,43,0.48113,23,-0.5147,16,-1.0761
ENSG00000164180,TMEM161B,15,-0.5082,15,-0.4196,9,-1.1778,17,-0.3313,29,0.58292,25,0.33406,35,0.93501
ENSG00000247828,TMEM161B-AS1,127,0.04528,54,-1.2804,116,-0.0974,58,-1.3127,394,2.21374,89,-0.5221,89,-0.5158
ENSG00000245526,LINC00461,107,0.60888,65,-0.2294,82,0.14381,50,-0.7464,120,0.80278,65,-0.2402,62,-0.3146
ENSG00000081189,MEF2C,224,-2.1617,1046,0.23495,791,-0.2260,950,0.08866,821,-0.1647,1500,0.86484,981,0.12887
ENSG00000153140,CETN3,73,1.13859,12,-1.7653,24,-0.7229,19,-1.2182,55,0.61588,47,0.35606,55,0.63181
ENSG00000176055,MBLAC2,13,-0.8653,18,-0.3957,42,1.04280,31,0.59072,19,-0.2803,20,-0.1827,9,-1.4198
ENSG00000164199,ADGRV1,209,2.92223,4,-3.6110,13,-2.0786,12,-2.3004,126,1.69054,6,-3.0536,16,-1.7794
ENSG00000113369,ARRDC3,95,0.34249,70,-0.1463,97,0.37458,84,0.16998,69,-0.1850,77,-0.0104,41,-0.9813
ENSG00000237187,NR2F1-AS1,69,-0.4245,100,0.18863,79,-0.2084,105,0.32216,94,0.07198,75,-0.2846,89,-0.0121
ENSG00000175745,NR2F1,256,0.28260,194,-0.1711,207,-0.0668,148,-0.6833,254,0.27064,267,0.35789,252,0.25566
ENSG00000113391,FAM172A,60,0.20169,24,-1.2609,56,0.09991,30,-1.0230,79,0.67811,80,0.70076,66,0.35471
ENSG00000133302,SLF1,23,-1.1503,15,-1.8124,81,0.88190,37,-0.4999,109,1.45164,66,0.52889,19,-1.4572
ENSG00000175471,MCTP1,21,-1.6418,42,-0.6315,101,0.83380,35,-0.9956,83,0.49610,114,1.04859,64,0.06255
ENSG00000198677,TTC37,67,-0.2052,60,-0.4043,48,-0.7545,66,-0.2840,132,0.94078,121,0.78179,53,-0.5850
ENSG00000164292,RHOBTB3,586,2.24409,75,-1.3836,75,-1.3874,70,-1.6378,187,0.04952,101,-0.9246,286,0.78154
ENSG00000173221,GLRX,16,-1.1707,47,0.50596,34,-0.0368,54,0.88749,13,-1.4876,47,0.48757,14,-1.3617
ENSG00000118985,ELL2,35,-1.3621,79,-0.1039,76,-0.1631,95,0.23368,89,0.09434,105,0.36170,100,0.28060
ENSG00000175426,PCSK1,4,-4.4500,112,0.50287,5,-4.1346,141,1.13634,35,-1.3455,144,0.95703,82,-0.0150
ENSG00000153113,CAST,121,0.18226,67,-0.7696,31,-1.9137,76,-0.6388,181,0.87758,186,0.92556,129,0.29360
ENSG00000113441,LNPEP,65,-0.7502,59,-0.8911,79,-0.4375,121,0.29808,134,0.42073,158,0.71366,95,-0.1546
ENSG00000145721,LIX1,153,5.00757,0,-5.4398,2,-3.4208,2,-3.8296,7,-1.7644,11,-1.1265,7,-1.8703
ENSG00000174136,RGMB,29,-0.9268,38,-0.5203,110,1.29768,76,0.73869,42,-0.3611,36,-0.5855,14,-1.9698
ENSG00000153922,CHD1,31,-0.6271,26,-0.8786,30,-0.6912,25,-1.0686,129,1.89898,52,0.20804,50,0.13492
ENSG00000174132,FAM174A,29,-0.6919,25,-0.9037,50,0.19053,71,0.97325,35,-0.3956,45,0.00341,32,-0.5506
ENSG00000145730,PAM,53,-1.2095,130,0.20423,125,0.13646,174,0.86725,97,-0.2721,101,-0.2048,65,-0.9114
ENSG00000145725,PPIP5K2,37,-0.7742,35,-0.8606,26,-1.3289,66,0.15302,123,1.24721,67,0.16985,65,0.11603
ENSG00000181751,C5orf30,24,-0.8334,28,-0.5960,71,0.94632,58,0.69763,25,-0.7720,36,-0.2110,28,-0.6096
ENSG00000184349,EFNA5,25,-1.4818,83,0.41291,44,-0.6036,78,0.38178,68,0.07954,71,0.16151,69,0.11373
ENSG00000145743,FBXL17,81,-0.9092,208,0.62751,150,0.06831,165,0.26176,114,-0.3762,134,-0.1168,135,-0.1064
ENSG00000151422,FER,55,0.10632,33,-0.7344,31,-0.7875,26,-1.2117,117,1.45288,59,0.23083,67,0.42235
ENSG00000198961,PJA2,256,-1.4679,758,0.24558,647,-0.0176,839,0.50195,496,-0.4452,849,0.44043,546,-0.2937
ENSG00000112893,MAN2A1,48,0.56994,13,-1.5124,9,-2.0211,31,-0.1680,79,1.50578,33,-0.0419,28,-0.2981
ENSG00000164209,SLC25A46,68,-1.2083,178,0.32926,115,-0.3930,226,0.91099,86,-0.8448,158,0.12681,114,-0.4017
ENSG00000134987,WDR36,16,-0.2635,26,0.49126,16,-0.3125,22,0.28223,16,-0.3545,27,0.53054,10,-1.0809
ENSG00000152495,CAMK4,33,-1.7991,70,-0.6740,258,1.58140,83,-0.4777,96,-0.1835,172,0.80943,63,-0.8421
ENSG00000164211,STARD4,25,-0.2502,27,-0.1085,22,-0.3938,44,0.91439,27,-0.1141,20,-0.5594,20,-0.5862
ENSG00000134986,NREP,59,-1.6271,342,1.25051,83,-1.1203,245,0.77974,111,-0.6634,141,-0.2901,120,-0.5456
ENSG00000224032,EPB41L4A-AS1,53,0.05713,95,1.06966,63,0.32611,42,-0.3567,26,-1.0429,42,-0.3392,47,-0.1340
ENSG00000134982,APC,527,-0.0811,511,-0.1302,286,-1.0472,252,-1.3749,677,0.33858,551,-0.0071,1371,1.65002
ENSG00000153037,SRP19,63,-0.4237,76,-0.1383,71,-0.2363,84,0.02244,89,0.12462,94,0.21366,100,0.31507
ENSG00000129625,REEP5,219,-0.9379,404,0.03511,523,0.47187,576,0.77865,210,-1.0022,417,0.08773,238,-0.8093
ENSG00000172795,DCP2,27,-0.9021,52,0.11193,78,0.81396,55,0.23640,58,0.28514,31,-0.6989,32,-0.6507
ENSG00000047188,YTHDC2,23,-0.9326,18,-1.2561,44,0.11923,56,0.62571,62,0.67888,43,0.06852,27,-0.6479
ENSG00000152503,TRIM36,15,-1.6522,26,-0.7730,53,0.35302,60,0.68332,27,-0.7092,71,0.85540,31,-0.5185
ENSG00000164219,PGGT1B,60,1.02365,23,-0.5880,26,-0.3841,18,-1.0673,60,1.02369,32,-0.0716,28,-0.2462
ENSG00000164221,CCDC112,50,-0.2433,43,-0.4833,53,-0.1477,32,-1.0436,67,0.21531,85,0.63914,104,0.99764
ENSG00000145780,FEM1C,39,0.10877,27,-0.4656,61,0.88399,33,-0.2100,37,0.02785,22,-0.8158,40,0.16717
ENSG00000134970,TMED7,68,0.40820,43,-0.3573,70,0.46878,69,0.51247,57,0.10387,28,-1.0132,23,-1.3294
ENSG00000129596,CDO1,42,0.63745,17,-0.8244,49,0.91776,32,0.19638,22,-0.4459,17,-0.8203,19,-0.6235
ENSG00000145782,ATG12,50,-0.6012,76,0.06257,68,-0.1255,72,-0.0236,125,0.92664,67,-0.1454,55,-0.4708
ENSG00000177879,AP3S1,69,-0.6277,108,0.09323,109,0.10873,168,1.06601,45,-1.2972,73,-0.5473,77,-0.4507
ENSG00000092421,SEMA6A,80,1.56224,18,-0.9443,5,-2.8929,28,-0.3441,66,1.16552,16,-1.1028,27,-0.3261
ENSG00000172869,DMXL1,50,0.40792,34,-0.2454,32,-0.3235,40,0.02528,58,0.67337,40,0.03278,20,-1.0559
ENSG00000133835,HSD17B4,89,0.81539,45,-0.3118,32,-0.8506,49,-0.2015,75,0.50931,66,0.29762,35,-0.7276
ENSG00000151304,SRFBP1,26,-0.0930,26,-0.0455,14,-0.9725,14,-1.1963,36,0.47210,51,1.09251,36,0.48431
ENSG00000205302,SNX2,39,-0.2002,41,-0.0862,50,0.23559,38,-0.2621,39,-0.1860,66,0.70259,38,-0.2218
ENSG00000064652,SNX24,20,-0.4391,31,0.27918,16,-0.7988,27,0.02116,31,0.24929,23,-0.2133,37,0.55457
ENSG00000168944,CEP120,17,-0.8036,27,-0.0742,34,0.28730,22,-0.4803,45,0.77160,29,0.03725,32,0.18411
ENSG00000151292,CSNK1G3,39,-0.5985,55,-0.0554,58,0.03681,44,-0.4621,68,0.29108,75,0.47089,71,0.37414
ENSG00000168916,ZNF608,35,0.42671,16,-0.8021,24,-0.2089,14,-1.1301,68,1.67595,10,-1.5183,35,0.41624
ENSG00000155324,GRAMD2B,238,2.43768,24,-1.6314,25,-1.5591,20,-2.0362,91,0.48677,42,-0.7445,83,0.33710
ENSG00000164904,ALDH7A1,310,2.42405,35,-1.4520,77,-0.2266,37,-1.5183,79,-0.1873,32,-1.5840,104,0.26392
ENSG00000164902,PHAX,131,-0.0673,130,-0.0762,129,-0.0866,77,-1.0220,185,0.51144,179,0.45236,184,0.50352
ENSG00000145794,MEGF10,94,2.48467,16,-0.7219,16,-0.7637,16,-0.8236,22,-0.2515,7,-2.0579,21,-0.3694
ENSG00000205279,CTXN3,7,-1.8519,11,-1.1753,82,2.28430,34,0.67300,5,-2.3908,11,-1.2663,12,-1.0995
ENSG00000245937,LINC01184,35,-0.2809,50,0.29533,36,-0.2391,45,0.12055,41,-0.0593,46,0.16082,38,-0.1596
ENSG00000064651,SLC12A2,104,0.17035,68,-0.5320,52,-0.9380,102,0.16205,153,0.83512,37,-1.4360,134,0.59325
ENSG00000169567,HINT1,320,-0.4598,660,0.75144,499,0.26656,571,0.59879,178,-1.3654,301,-0.5573,302,-0.5500
ENSG00000186687,LYRM7,111,-0.5233,132,-0.2463,137,-0.1771,156,0.03224,149,-0.0497,147,-0.0692,239,0.75817
ENSG00000158985,CDC42SE2,91,-1.1650,241,0.40262,206,0.14176,252,0.58147,126,-0.6524,163,-0.2404,184,-0.0518
ENSG00000158987,RAPGEF6,26,-0.2589,16,-0.9885,31,0.02100,26,-0.3268,86,1.90004,16,-0.9870,18,-0.8245
ENSG00000217128,FNIP1,23,-0.6689,24,-0.6528,37,0.06846,38,0.14684,72,1.22870,31,-0.2364,21,-0.8078
ENSG00000164398,ACSL6,291,0.40276,222,-0.0498,192,-0.2803,253,0.19860,189,-0.3122,199,-0.2220,230,0.00833
ENSG00000113522,RAD50,152,-0.8732,197,-0.4665,220,-0.2918,142,-1.0973,438,0.87807,462,0.97683,352,0.49150
ENSG00000131437,KIF3A,188,-2.3617,648,-0.4728,420,-1.1516,739,-0.3040,977,0.19511,1947,1.44469,1294,0.67838
ENSG00000164402,SEPTIN8,264,0.08751,238,-0.0879,231,-0.1376,227,-0.1885,226,-0.1687,304,0.32318,289,0.23707
ENSG00000198944,SOWAHA,232,1.45335,37,-1.5910,375,2.54224,39,-1.6758,34,-1.7334,40,-1.4616,28,-2.0049
ENSG00000164405,UQCRQ,452,0.32242,601,0.81910,478,0.41634,393,0.10045,160,-1.3345,187,-1.0886,320,-0.2509
ENSG00000072364,AFF4,122,0.05904,72,-0.7825,125,0.09245,86,-0.5821,191,0.83307,136,0.23878,125,0.09472
ENSG00000155329,ZCCHC10,29,-0.0583,28,-0.1399,25,-0.2824,22,-0.5622,62,1.27721,27,-0.1519,25,-0.2966
ENSG00000170606,HSPA4,75,-0.6480,94,-0.2895,99,-0.2043,100,-0.2180,94,-0.2915,207,1.06643,129,0.23522
ENSG00000113583,C5orf15,29,0.03010,18,-0.7727,32,0.15561,41,0.70435,33,0.23656,22,-0.4172,15,-1.0253
ENSG00000213585,VDAC1,138,-0.7363,234,0.11266,216,-0.0151,323,0.81358,112,-1.0508,248,0.20995,153,-0.5727
ENSG00000113558,SKP1,592,0.21028,588,0.19923,564,0.12990,620,0.34424,315,-0.8053,512,-0.0295,360,-0.5951
ENSG00000113575,PPP2CA,129,-1.0811,263,0.05568,208,-0.3294,388,0.88200,195,-0.4309,307,0.31143,160,-0.7470
ENSG00000006837,CDKL3,34,0.44201,22,-0.2567,9,-1.6288,12,-1.2956,44,0.91905,25,-0.0333,48,1.07872
ENSG00000119048,UBE2B,106,-0.7936,178,0.02996,205,0.26329,218,0.44626,166,-0.0843,187,0.11659,119,-0.6202
ENSG00000237190,CDKN2AIPNL,17,-1.7442,46,-0.1993,81,0.72875,75,0.72100,38,-0.5178,46,-0.2001,42,-0.3451
ENSG00000043143,JADE2,24,-1.3112,80,0.62748,75,0.52248,61,0.21246,47,-0.2696,37,-0.6174,55,-0.0032
ENSG00000152700,SAR1B,81,0.53016,33,-0.8998,63,0.10489,62,0.08328,48,-0.3313,48,-0.3203,75,0.40515
ENSG00000164615,CAMLG,127,-0.5413,241,0.50563,180,0.01119,206,0.27908,85,-1.1779,218,0.33760,165,-0.1247
ENSG00000145833,DDX46,70,-0.7794,74,-0.6764,93,-0.3270,89,-0.4448,193,0.91124,172,0.70316,129,0.20870
ENSG00000181904,C5orf24,57,-0.6690,88,0.03564,101,0.25873,107,0.42373,86,-0.0105,90,0.06359,55,-0.7009
ENSG00000113621,TXNDC15,59,0.39344,54,0.23444,56,0.29902,44,-0.1046,43,-0.1332,38,-0.3268,35,-0.4531
ENSG00000113648,H2AFY,115,-0.0886,143,0.27121,112,-0.1417,132,0.16452,121,-0.0052,128,0.08307,89,-0.4983
ENSG00000145824,CXCL14,1181,3.38493,35,-2.9742,417,0.90860,60,-2.3543,170,-0.5955,27,-3.3234,20,-3.7842
ENSG00000113658,SMAD5,81,0.79714,46,-0.1540,38,-0.4538,33,-0.7870,64,0.39525,40,-0.3612,70,0.54780
ENSG00000152377,SPOCK1,169,-0.7698,324,0.28318,47,-2.7016,416,0.88325,245,-0.1762,264,-0.0533,304,0.17780
ENSG00000146021,KLHL3,12,-1.1823,29,0.20742,7,-1.8782,41,1.02616,42,0.83314,18,-0.5735,13,-0.9932
ENSG00000177733,HNRNPA0,119,-0.2212,154,0.20551,186,0.52684,172,0.46880,126,-0.1272,85,-0.7594,75,-0.9348
ENSG00000031003,FAM13B,39,-0.9780,67,-0.1508,62,-0.2636,65,-0.2205,126,0.93442,79,0.12560,82,0.19191
ENSG00000112981,NME5,15,-0.7220,11,-1.1463,36,0.75357,31,0.55996,23,0.01438,13,-0.9527,26,0.20334
ENSG00000112983,BRD8,55,-0.2716,54,-0.3078,57,-0.2349,66,0.02057,86,0.45521,81,0.35687,58,-0.1891
ENSG00000094880,CDC23,16,-0.5271,16,-0.5473,24,0.09349,36,0.92538,17,-0.5100,28,0.35788,10,-1.2975
ENSG00000120709,FAM53C,43,-0.4429,60,0.10661,65,0.23623,59,0.08360,46,-0.3304,59,0.06701,60,0.11954
ENSG00000120733,KDM3B,92,0.46155,68,-0.0449,78,0.17920,58,-0.3537,68,-0.0281,51,-0.4988,85,0.34050
ENSG00000132563,REEP2,76,-1.0474,185,0.37198,110,-0.4806,234,0.96477,90,-0.8019,129,-0.2278,128,-0.2411
ENSG00000120738,EGR1,17,-1.8238,65,0.22889,50,-0.2035,80,0.70246,61,0.10479,59,0.05882,42,-0.4772
ENSG00000120705,ETF1,54,0.05741,66,0.37277,60,0.22477,53,0.01627,41,-0.4004,63,0.30995,30,-0.8983
ENSG00000113013,HSPA9,263,0.15796,190,-0.3739,163,-0.6164,246,0.05647,231,-0.0545,365,0.71847,209,-0.2187
ENSG00000044115,CTNNA1,172,1.13160,138,0.73575,58,-0.6924,76,-0.3201,90,-0.0057,48,-1.0044,62,-0.5943
ENSG00000146006,LRRTM2,11,-2.2493,36,-0.5025,72,0.64938,44,-0.2186,67,0.53639,67,0.52959,51,0.07640
ENSG00000120725,SIL1,19,-0.8251,26,-0.3336,18,-0.8691,37,0.28354,43,0.50149,47,0.66677,28,-0.2190
ENSG00000120727,PAIP2,285,0.39145,257,0.21407,226,0.00070,244,0.14891,144,-0.7177,191,-0.2726,216,-0.0745
ENSG00000170464,DNAJC18,69,-0.5709,100,0.02780,77,-0.3869,100,0.04078,127,0.42683,115,0.26498,97,-0.0171
ENSG00000131508,UBE2D2,98,0.26629,87,0.07824,105,0.38787,105,0.45404,46,-0.9510,66,-0.3850,56,-0.6406
ENSG00000171604,CXXC5,311,0.06466,202,-0.6319,253,-0.2747,347,0.29182,329,0.15728,295,-0.0247,310,0.06011
ENSG00000146005,PSD2,194,2.10523,45,-0.5397,76,0.30415,33,-1.1406,59,-0.1101,21,-1.6906,45,-0.5427
ENSG00000185129,PURA,195,-0.4163,226,-0.1782,228,-0.1671,165,-0.7724,330,0.45317,353,0.56559,357,0.58965
ENSG00000182700,IGIP,75,-0.8252,151,0.31552,173,0.54273,150,0.35581,111,-0.2011,81,-0.6897,111,-0.1901
ENSG00000120306,CYSTM1,161,1.59990,43,-0.6950,60,-0.1698,70,0.10895,35,-1.0257,22,-1.6820,70,0.08316
ENSG00000113068,PFDN1,96,0.00774,58,-0.7812,98,0.04951,101,0.10171,75,-0.3786,118,0.35921,116,0.32226
ENSG00000131503,ANKHD1,150,0.33312,73,-0.8240,75,-0.7761,68,-1.0364,243,1.19758,151,0.34754,153,0.36537
ENSG00000213523,SRA1,36,0.54336,32,0.39076,32,0.37384,20,-0.4462,19,-0.4833,28,0.11938,18,-0.5285
ENSG00000113108,APBB3,11,-1.1104,12,-1.0706,20,-0.2013,45,1.47564,11,-1.1476,18,-0.3980,23,-0.0093
ENSG00000176087,SLC35A4,32,0.68094,16,-0.3920,26,0.33840,21,0.00200,18,-0.2687,8,-1.3798,26,0.35165
ENSG00000131495,NDUFA2,199,0.30843,161,-0.0479,236,0.59679,194,0.31252,99,-0.8252,110,-0.6610,133,-0.3567
ENSG00000113141,IK,183,0.13123,146,-0.2353,145,-0.2512,96,-1.0071,191,0.20047,283,0.88841,212,0.38171
ENSG00000170445,HARS,46,-1.1779,141,0.64357,81,-0.2811,125,0.51739,69,-0.5317,102,0.08186,84,-0.2285
ENSG00000146007,ZMAT2,171,-0.6705,219,-0.2774,258,-0.0171,164,-0.8281,297,0.22008,441,0.90978,367,0.58194
ENSG00000178913,TAF7,135,-0.2672,96,-0.7965,149,-0.1038,145,-0.1768,198,0.37170,245,0.74261,157,-0.0144
ENSG00000131504,DIAPH1,21,-1.1115,47,0.19754,67,0.78717,26,-0.8277,65,0.73566,37,-0.2123,47,0.18127
ENSG00000171720,HDAC3,21,-0.0304,15,-0.5131,31,0.60549,27,0.45648,25,0.25524,20,-0.1147,5,-2.1264
ENSG00000164620,RELL2,13,-1.0723,38,0.64942,15,-0.9107,43,1.06108,20,-0.3955,9,-1.6399,27,0.07386
ENSG00000081791,DELE1,42,0.76103,12,-1.2453,29,0.11469,35,0.55428,37,0.54998,16,-0.8037,8,-1.8925
ENSG00000013561,RNF14,42,-0.3734,91,0.92183,47,-0.1852,63,0.34058,28,-1.0217,38,-0.5274,52,-0.0219
ENSG00000113552,GNPDA1,27,-0.5839,25,-0.6668,50,0.42231,59,0.86670,12,-1.7675,39,-0.0020,39,0.02092
ENSG00000131507,NDFIP1,346,-0.9913,595,-0.1309,702,0.14077,1038,1.01290,395,-0.7852,604,-0.1089,443,-0.6058
ENSG00000113578,FGF1,198,1.59666,90,0.15838,25,-1.8374,43,-1.1214,92,0.19716,24,-1.8568,138,0.90301
ENSG00000145819,ARHGAP26,47,-1.9676,141,-0.2828,168,-0.0005,161,-0.0828,213,0.39393,281,0.88226,173,0.05015
ENSG00000113580,NR3C1,48,-1.1946,98,-0.0784,132,0.42120,91,-0.2379,101,-0.0328,165,0.81053,97,-0.0910
ENSG00000145817,YIPF5,30,-1.4942,84,0.13651,83,0.11234,78,0.00540,100,0.42828,95,0.34872,72,-0.1171
ENSG00000183775,KCTD16,75,-1.4918,105,-0.9813,464,1.56363,147,-0.5197,196,0.01311,257,0.46758,168,-0.2432
ENSG00000133706,LARS,104,-0.2849,92,-0.4702,93,-0.4498,84,-0.7022,181,0.65085,181,0.65301,168,0.52193
ENSG00000091009,RBM27,77,-0.4305,82,-0.3274,122,0.32066,52,-1.1765,167,0.86411,136,0.51022,118,0.26592
ENSG00000113649,TCERG1,54,-1.6064,106,-0.5850,105,-0.6013,85,-1.0432,365,1.57807,257,0.90386,162,0.10313
ENSG00000156475,PPP2R2B,138,-0.3885,273,0.75310,164,-0.1099,173,-0.0326,169,-0.0628,181,0.04936,134,-0.4316
ENSG00000113657,DPYSL3,180,1.70421,71,0.00340,52,-0.4759,55,-0.4431,51,-0.5083,59,-0.2989,40,-0.8860
ENSG00000176049,JAKMIP2,73,-0.8601,82,-0.6774,110,-0.2118,82,-0.7646,194,0.74225,195,0.74716,186,0.66743
ENSG00000145868,FBXO38,21,0.16846,24,0.36216,15,-0.3293,16,-0.3536,42,1.38407,11,-0.8371,8,-1.3840
ENSG00000173210,ABLIM3,24,-0.3104,28,-0.0059,31,0.13614,36,0.46523,23,-0.3799,23,-0.3655,28,-0.0322
ENSG00000164284,GRPEL2,20,0.27437,18,0.09910,17,0.00613,23,0.64071,13,-0.3410,8,-1.0836,12,-0.5656
ENSG00000145882,PCYOX1L,10,-1.3321,12,-1.0803,32,0.55681,34,0.79695,17,-0.4949,28,0.29296,19,-0.3365
ENSG00000113712,CSNK1A1,192,0.17201,181,0.07587,180,0.06615,198,0.26711,157,-0.1529,148,-0.2580,129,-0.4692
ENSG00000113716,HMGXB3,14,-0.4378,12,-0.7532,33,0.91755,19,0.04274,18,-0.0788,16,-0.3035,21,0.13360
ENSG00000113721,PDGFRB,65,2.42601,6,-1.5595,11,-0.8350,18,-0.0234,24,0.42970,0,-4.5491,4,-2.1618
ENSG00000011083,SLC6A7,0,-7.2848,41,0.46739,27,-0.2323,58,1.37859,13,-1.3046,36,0.26469,15,-1.1554
ENSG00000070808,CAMK2A,328,-0.3203,318,-0.3698,640,0.81287,319,-0.4142,346,-0.2312,468,0.26561,453,0.21262
ENSG00000070814,TCOF1,24,-1.4865,67,0.10661,46,-0.5038,61,-0.0689,74,0.25283,90,0.59448,82,0.44296
ENSG00000019582,CD74,125,4.12967,5,-2.1767,9,-1.3196,7,-1.7835,14,-0.6655,2,-3.3785,2,-3.0949
ENSG00000164587,RPS14,1137,0.78262,1179,0.84850,832,0.24057,555,-0.4810,357,-1.1100,403,-0.9240,742,0.05008
ENSG00000070614,NDST1,34,0.90131,18,-0.1843,14,-0.5876,16,-0.4275,30,0.69060,16,-0.3067,16,-0.3407
ENSG00000171992,SYNPO,111,-0.2410,115,-0.1767,259,1.23043,125,-0.0549,104,-0.3418,97,-0.4604,93,-0.5195
ENSG00000086589,RBM22,59,0.10356,79,0.60875,59,0.10556,58,0.08581,44,-0.3548,40,-0.5005,45,-0.3416
ENSG00000132912,DCTN4,86,-0.0032,68,-0.3877,66,-0.4350,130,0.84752,73,-0.2723,77,-0.1842,61,-0.5507
ENSG00000211445,GPX3,31,-1.6697,123,0.53168,69,-0.4212,167,1.38424,31,-1.6323,73,-0.3279,56,-0.7566
ENSG00000145901,TNIP1,18,-1.0663,49,0.57184,31,-0.1666,39,0.21024,30,-0.2532,39,0.19515,34,-0.0375
ENSG00000197043,ANXA6,75,-1.8433,257,0.07246,159,-0.6920,435,1.25089,113,-1.2244,314,0.41434,177,-0.5313
ENSG00000196743,GM2A,81,1.79080,17,-0.8972,20,-0.6715,21,-0.6236,30,-0.0070,29,-0.0959,23,-0.4373
ENSG00000123643,SLC36A1,3,-2.8338,26,0.21982,10,-1.2963,46,1.53682,16,-0.6048,25,0.12309,13,-0.9114
