Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000093167,LRRFIP2,12,-2.3926,145,1.51413,44,-0.4638,29,-1.0882,40,-0.6650,57,-0.0500,120,1.17288,76,0.40878,39,-0.6326,48,-0.3268
ENSG00000144674,GOLGA4,782,0.69981,1651,2.06370,299,-0.8244,224,-1.2574,196,-1.5612,616,0.30553,586,0.22461,544,0.10715,228,-1.2312,275,-0.9527
ENSG00000144677,CTDSPL,12,-1.7768,25,-0.6653,27,-0.5302,26,-0.6282,30,-0.4552,32,-0.3024,91,1.42538,18,-1.1269,36,-0.1131,99,1.59652
ENSG00000060971,ACAA1,12,-1.9797,34,-0.4158,50,0.18193,40,-0.1513,59,0.50911,14,-1.7718,47,0.09422,46,0.06744,56,0.35648,72,0.79129
ENSG00000172939,OXSR1,12,-1.5910,56,0.80530,30,-0.2037,24,-0.5643,22,-0.7524,59,0.90576,59,0.88435,38,0.18927,26,-0.4249,28,-0.3223
ENSG00000114742,WDR48,12,-2.5026,56,-0.1884,99,0.71647,75,0.25610,41,-0.7245,67,0.07442,93,0.61364,74,0.24992,49,-0.4107,92,0.59752
ENSG00000114745,GORASP1,12,-1.2437,12,-1.1554,13,-1.0379,41,0.68867,42,0.83723,11,-1.3639,28,0.05067,37,0.48772,22,-0.2841,35,0.40542
ENSG00000168028,RPSA,489,0.07563,229,-1.0991,284,-0.7691,494,0.09044,556,0.31529,289,-0.7461,232,-1.0754,633,0.49109,892,1.07265,478,0.04002
ENSG00000168314,MOBP,12,-6.4104,3250,2.18523,6,-7.2467,6,-7.2775,70,-4.0203,129,-2.9821,0,-14.101,6608,4.12397,227,-2.1610,15,-6.0504
ENSG00000170011,MYRIP,12,-1.7618,17,-1.2283,61,0.74451,27,-0.5300,73,1.25888,64,0.83163,17,-1.2550,13,-1.6380,41,0.10922,23,-0.7753
ENSG00000114784,EIF1B,385,1.36629,50,-1.8692,186,0.13500,231,0.48621,242,0.64175,118,-0.5716,125,-0.4821,85,-1.0651,68,-1.4101,145,-0.2532
ENSG00000188846,RPL14,242,-0.6983,149,-1.4277,209,-0.9189,436,0.22746,505,0.52789,322,-0.2558,291,-0.4097,447,0.26683,579,0.69086,478,0.37426
ENSG00000168036,CTNNB1,12,-4.0895,137,-0.5458,226,0.24405,247,0.38496,274,0.63389,163,-0.2730,213,0.14854,158,-0.3269,158,-0.3201,274,0.55422
ENSG00000182606,TRAK1,12,-2.5028,74,0.23974,43,-0.5878,51,-0.3272,70,0.17145,50,-0.3704,55,-0.2114,33,-0.9821,76,0.28684,163,1.59870
ENSG00000187094,CCK,192,-2.1503,102,-3.0784,1157,0.61002,2018,1.58621,1245,0.84323,466,-0.8261,960,0.30509,119,-2.8474,611,-0.4107,619,-0.3907
ENSG00000093183,SEC22C,12,-1.9751,38,-0.2462,42,-0.0690,35,-0.3575,61,0.59775,60,0.48601,49,0.17588,57,0.39513,27,-0.7668,44,-0.0111
ENSG00000008324,SS18L2,12,-1.5015,17,-0.9529,46,0.56823,55,0.89085,35,0.16137,26,-0.3244,44,0.51317,28,-0.2330,22,-0.5990,33,0.03576
ENSG00000114857,NKTR,187,-0.3684,1341,3.40847,53,-2.2547,55,-2.2096,75,-1.8501,140,-0.8061,340,0.58768,66,-1.9231,47,-2.4212,220,-0.1136
ENSG00000114853,ZBTB47,217,1.85138,111,0.65915,12,-2.6644,35,-1.1333,28,-1.5479,51,-0.5715,36,-1.1036,108,0.61247,102,0.51735,84,0.20516
ENSG00000010282,HHATL,12,-3.0903,220,1.40702,25,-1.9821,31,-1.7086,54,-0.9416,9,-3.4182,3,-5.0497,332,2.20697,61,-0.6761,245,1.60846
ENSG00000181061,HIGD1A,12,-3.5543,55,-1.3144,128,-0.0347,164,0.36094,227,1.04159,62,-1.1445,80,-0.7662,128,-0.0389,175,0.46880,184,0.54355
ENSG00000144647,POMGNT2,175,2.06942,1,-5.5907,90,0.85218,75,0.55043,71,0.51653,23,-1.2496,29,-0.9211,3,-3.9613,21,-1.3907,27,-1.0267
ENSG00000163788,SNRK,23,-1.4763,22,-1.5165,58,-0.0635,46,-0.4315,63,0.06185,102,0.85683,83,0.50699,40,-0.6499,71,0.25599,95,0.73323
ENSG00000160746,ANO10,12,-1.2772,45,0.78443,51,1.01825,24,-0.2215,17,-0.7883,22,-0.3273,33,0.26457,11,-1.3897,16,-0.8162,55,1.13880
ENSG00000011198,ABHD5,175,2.68744,34,-0.2432,8,-2.3041,18,-1.1912,17,-1.4390,24,-0.8192,51,0.38689,41,0.04342,31,-0.4196,27,-0.6350
ENSG00000185219,ZNF445,176,2.23409,88,0.92436,11,-2.2078,26,-1.0059,31,-0.8155,45,-0.1623,42,-0.2710,23,-1.1630,27,-0.9121,48,-0.0506
ENSG00000186448,ZNF197,12,-1.0691,28,0.22876,15,-0.7226,34,0.53983,10,-1.4566,56,1.38802,40,0.77212,35,0.58011,15,-0.7480,14,-0.8928
ENSG00000163807,KIAA1143,199,1.94215,39,-0.7712,36,-0.9002,26,-1.3767,48,-0.5084,55,-0.2722,52,-0.3581,85,0.42893,70,0.11807,56,-0.2291
ENSG00000163812,ZDHHC3,12,-1.7643,8,-2.2819,109,1.79256,42,0.14134,58,0.75985,35,-0.1362,15,-1.3885,32,-0.3036,28,-0.4973,25,-0.6498
ENSG00000249992,TMEM158,12,-1.2921,20,-0.5418,22,-0.3420,91,2.05275,27,-0.0678,16,-0.7983,40,0.57970,9,-1.7407,12,-1.2559,31,0.17699
ENSG00000211456,SACM1L,176,1.15214,38,-1.2780,142,0.77918,135,0.70166,90,0.03809,64,-0.4853,79,-0.1605,47,-0.9453,46,-1.0038,58,-0.6282
ENSG00000163818,LZTFL1,12,-1.8188,4,-3.2788,66,0.80824,80,1.15618,44,0.16853,44,0.16623,85,1.25605,7,-2.6006,26,-0.6616,27,-0.6031
ENSG00000163827,LRRC2,12,-1.9643,8,-2.4195,73,0.81435,112,1.57651,34,-0.4570,65,0.62500,100,1.36711,0,-6.4368,26,-0.7990,21,-1.1235
ENSG00000160799,CCDC12,12,-1.9648,44,-0.0018,20,-1.1739,46,0.05643,43,-0.0324,53,0.29625,42,-0.0583,65,0.63505,47,0.10777,68,0.70787
ENSG00000181555,SETD2,12,-3.3494,208,0.99166,74,-0.6574,87,-0.4140,62,-1.0097,218,1.07142,223,1.11009,137,0.29247,80,-0.5406,89,-0.3885
ENSG00000114648,KLHL18,12,-1.6148,35,0.03595,50,0.60226,41,0.25146,29,-0.3109,65,1.04337,56,0.78573,6,-2.4847,19,-0.9011,38,0.13564
ENSG00000076201,PTPN23,12,-1.4255,4,-2.7859,26,-0.2684,48,0.73981,45,0.70623,8,-1.9032,32,0.06413,39,0.38719,39,0.38689,38,0.33466
ENSG00000114650,SCAP,12,-1.9754,46,0.04306,37,-0.2806,57,0.38941,53,0.33753,16,-1.5174,46,0.05200,40,-0.1427,54,0.30868,73,0.81645
ENSG00000163832,ELP6,12,-1.0370,7,-1.7796,25,0.07848,19,-0.3135,48,1.37745,25,0.07513,16,-0.5565,10,-1.3104,13,-0.9406,37,0.72660
ENSG00000114646,CSPG5,12,-3.3707,60,-0.9943,93,-0.3403,78,-0.5994,145,0.41228,87,-0.4322,97,-0.2793,82,-0.5377,103,-0.1810,368,2.02074
ENSG00000173473,SMARCC1,12,-3.3766,395,2.16092,30,-2.0211,42,-1.5262,32,-2.0433,229,1.12953,35,-1.8294,316,1.71820,89,-0.4080,61,-0.9825
ENSG00000132153,DHX30,138,0.55817,46,-1.1400,83,-0.2452,110,0.20179,147,0.76829,61,-0.7169,77,-0.3580,67,-0.5806,77,-0.3595,116,0.27620
ENSG00000047849,MAP4,14,-4.6746,411,0.31115,223,-0.6478,408,0.29668,370,0.15801,336,-0.0148,176,-1.0117,699,1.20611,363,0.11140,355,0.07640
ENSG00000164050,PLXNB1,12,-2.1700,89,0.91967,2,-4.3595,19,-1.4605,19,-1.5885,9,-2.5517,14,-1.9468,171,2.13405,43,-0.2674,161,2.00670
ENSG00000232112,TMA7,17,-4.1662,85,-1.8164,186,-0.6436,387,0.50898,413,0.70731,140,-1.0761,201,-0.5263,291,0.04894,506,0.96175,462,0.80701
ENSG00000164054,SHISA5,16,-1.7055,11,-2.2970,39,-0.3974,76,0.64682,84,0.93577,51,0.00495,45,-0.2065,24,-1.1579,76,0.65161,54,0.09470
ENSG00000010256,UQCRC1,185,-0.0380,41,-2.3061,332,0.92272,230,0.31318,376,1.34091,64,-1.6583,127,-0.6169,76,-1.4012,144,-0.4285,133,-0.5527
ENSG00000213672,NCKIPSD,12,-2.4182,30,-1.0590,106,0.93472,105,0.91164,92,0.79720,48,-0.3508,53,-0.1837,22,-1.5429,35,-0.8230,65,0.12188
ENSG00000068745,IP6K2,12,-2.2807,19,-1.5620,44,-0.3419,112,1.18871,68,0.39856,43,-0.3678,66,0.31060,60,0.16350,37,-0.5946,70,0.40132
ENSG00000114302,PRKAR2A,86,0.01192,137,0.77330,97,0.20047,44,-1.0058,68,-0.3965,106,0.34999,66,-0.4131,61,-0.5316,88,0.05407,118,0.52564
ENSG00000177479,ARIH2,12,-2.2116,69,0.45058,37,-0.5437,65,0.35948,54,0.05442,45,-0.2232,41,-0.3565,106,1.17499,37,-0.5171,53,0.02542
ENSG00000178467,P4HTM,12,-2.6891,16,-2.2850,46,-0.6888,158,1.30789,144,1.34742,13,-2.5269,96,0.46445,24,-1.6368,36,-1.0524,104,0.59340
ENSG00000178252,WDR6,12,-1.8985,92,1.30632,5,-2.9705,32,-0.4056,54,0.44687,23,-0.9116,39,-0.1004,23,-0.9475,45,0.11938,82,1.10737
ENSG00000178057,NDUFAF3,12,-1.8595,23,-0.8625,35,-0.2264,70,0.87410,57,0.60542,5,-2.9208,29,-0.5502,45,0.14929,38,-0.1163,78,1.06978
ENSG00000178035,IMPDH2,12,-1.8484,18,-1.2410,40,-0.0364,41,0.01087,81,1.33141,23,-0.8522,44,0.12322,34,-0.2634,29,-0.5104,45,0.15454
ENSG00000198218,QRICH1,12,-1.6960,22,-0.8087,35,-0.0493,60,0.80742,55,0.75197,10,-1.8654,60,0.79573,24,-0.6598,17,-1.1409,52,0.56830
ENSG00000172053,QARS,216,2.61855,24,-1.1320,51,-0.0061,41,-0.3631,51,0.00533,10,-2.3491,30,-0.8318,14,-1.9009,14,-1.9691,61,0.26697
ENSG00000114316,USP4,12,-2.0436,54,0.23483,25,-0.9262,65,0.54943,45,-0.0560,41,-0.1794,72,0.70447,50,0.12160,40,-0.2424,61,0.44664
ENSG00000067560,RHOA,12,-4.0081,199,0.16695,132,-0.4720,231,0.41069,203,0.22122,68,-1.4886,98,-0.9323,302,0.85521,229,0.39110,294,0.81069
ENSG00000145029,NICN1,12,-1.8453,13,-1.7380,55,0.49147,58,0.57523,62,0.77441,21,-1.0163,39,-0.0654,39,-0.0722,42,0.05146,45,0.15798
ENSG00000173402,DAG1,18,-1.4520,53,0.15915,29,-0.7807,43,-0.1780,36,-0.4584,34,-0.5293,23,-1.1380,42,-0.1926,48,0.00151,164,2.16185
ENSG00000164061,BSN,325,0.96047,70,-1.4480,163,-0.1678,206,0.20892,206,0.23407,246,0.49552,191,0.08632,53,-1.8608,230,0.38135,95,-1.0001
ENSG00000164062,APEH,12,-2.3711,13,-2.2176,146,1.55426,68,0.25787,93,0.87997,50,-0.2435,48,-0.2926,23,-1.4036,51,-0.2159,43,-0.4810
ENSG00000176095,IP6K1,12,-2.5796,50,-0.4459,72,0.11040,92,0.51188,85,0.42095,67,0.01083,77,0.23080,52,-0.3908,82,0.32517,62,-0.1085
ENSG00000164076,CAMKV,12,-4.1004,27,-2.9064,119,-0.7364,520,1.71225,314,0.93359,149,-0.3893,275,0.58469,72,-1.4825,177,-0.1214,125,-0.6589
ENSG00000164077,MON1A,12,-1.0314,7,-1.6978,7,-1.6992,44,1.02587,35,0.72189,11,-1.0697,17,-0.4405,27,0.25567,21,-0.1301,39,0.83871
ENSG00000004534,RBM6,253,1.37181,321,1.82121,77,-0.5819,36,-1.6923,63,-0.9408,92,-0.2962,132,0.26820,32,-1.8642,71,-0.6957,85,-0.4266
ENSG00000003756,RBM5,12,-3.0555,234,1.54385,79,-0.2805,42,-1.2421,88,-0.1174,58,-0.7375,158,0.84803,96,0.03261,69,-0.4863,111,0.26341
ENSG00000114353,GNAI2,193,0.16771,160,-0.1359,79,-1.2193,128,-0.4761,135,-0.4393,73,-1.3340,67,-1.4504,436,1.55477,236,0.49327,273,0.73428
ENSG00000012171,SEMA3B,12,-2.0236,108,1.43567,4,-3.5902,6,-2.8523,15,-1.8231,5,-3.3174,0,-8.0057,242,3.18291,33,-0.5266,66,0.59137
ENSG00000114383,TUSC2,12,-2.7675,13,-2.6010,119,0.72528,131,0.88504,113,0.73644,79,0.05690,77,0.01479,27,-1.5703,106,0.53672,47,-0.7504
ENSG00000126062,TMEM115,12,-1.0386,15,-0.6523,23,-0.0317,39,0.83775,24,0.03997,16,-0.6089,21,-0.1665,25,0.12268,14,-0.8161,45,1.05251
ENSG00000088543,C3orf18,12,-0.9479,6,-1.9154,55,1.54141,32,0.61904,27,0.39367,21,-0.0460,14,-0.6570,1,-3.8947,36,0.80528,9,-1.3818
ENSG00000088538,DOCK3,176,0.28522,60,-1.3646,174,0.27276,223,0.67716,156,0.10554,198,0.48269,217,0.62753,96,-0.6629,85,-0.8417,75,-1.0288
ENSG00000145050,MANF,12,-1.2634,24,-0.1724,39,0.55970,38,0.52663,37,0.53469,15,-0.9121,21,-0.4002,26,-0.1002,35,0.41180,17,-0.7271
ENSG00000259956,RBM15B,12,-1.2868,24,-0.2428,20,-0.4707,43,0.71974,36,0.45512,17,-0.7292,38,0.51113,11,-1.4097,30,0.14328,38,0.48989
ENSG00000145041,DCAF1,12,-1.0864,19,-0.3424,40,0.80710,32,0.45336,20,-0.3220,46,1.03542,30,0.31864,32,0.46828,11,-1.2392,5,-2.4090
ENSG00000164080,RAD54L2,12,-1.1977,71,1.68993,11,-1.2550,31,0.25738,17,-0.7520,44,0.83735,26,-0.0172,0,-5.2964,27,0.03323,33,0.36157
ENSG00000164081,TEX264,12,-1.1408,2,-3.6908,38,0.64649,32,0.38657,36,0.66558,15,-0.7966,23,-0.1374,25,0.02038,11,-1.2053,46,0.99233
ENSG00000090097,PCBP4,12,-1.7742,68,0.91925,26,-0.6200,15,-1.4594,39,0.00269,7,-2.5213,22,-0.8788,121,1.97813,45,0.25830,32,-0.2792
ENSG00000248487,ABHD14A,12,-2.0291,8,-2.5180,60,0.43119,97,1.23739,77,0.96208,24,-0.9769,48,0.06871,15,-1.7098,28,-0.7453,60,0.41954
ENSG00000162244,RPL29,274,-0.0494,125,-1.2485,129,-1.2004,285,0.01298,406,0.66943,76,-1.9918,115,-1.3761,373,0.44869,500,0.93735,418,0.63688
ENSG00000164086,DUSP7,12,-1.2422,35,0.42246,7,-2.0177,45,0.81894,31,0.25030,23,-0.2301,22,-0.2747,55,1.16242,24,-0.1866,11,-1.2792
ENSG00000023330,ALAS1,12,-1.1421,3,-3.1074,51,1.17646,45,0.93935,38,0.75051,9,-1.4712,10,-1.3218,14,-0.8733,23,-0.1540,33,0.45149
ENSG00000247596,TWF2,186,2.20449,7,-2.9731,49,-0.1374,72,0.48650,82,0.80428,17,-1.6836,22,-1.3500,22,-1.3275,22,-1.3392,24,-1.1947
ENSG00000164091,WDR82,263,0.33045,184,-0.2387,221,0.05195,250,0.24867,198,-0.1322,278,0.41927,202,-0.0938,187,-0.2135,198,-0.1209,175,-0.3186
ENSG00000163930,BAP1,12,-2.9852,25,-1.9104,42,-1.1332,57,-0.6921,137,0.81644,73,-0.2950,64,-0.4971,79,-0.1746,238,1.68342,110,0.34124
ENSG00000010322,NISCH,183,0.57075,57,-1.2502,101,-0.3766,179,0.53343,177,0.58606,57,-1.2397,162,0.36889,65,-1.0565,170,0.44944,86,-0.6165
ENSG00000163939,PBRM1,12,-2.7106,174,1.45353,46,-0.7267,42,-0.8468,26,-1.6613,141,1.07873,89,0.31043,129,0.91880,45,-0.7410,76,0.06167
ENSG00000163938,GNL3,12,-2.4381,57,-0.1113,91,0.65558,55,-0.1615,59,-0.0558,91,0.65481,111,0.97963,66,0.13055,31,-1.0375,38,-0.7260
ENSG00000016864,GLT8D1,12,-1.2781,26,-0.0924,21,-0.3977,42,0.67770,46,0.96407,6,-2.2163,29,0.06994,8,-1.7935,25,-0.1628,42,0.67510
ENSG00000114902,SPCS1,216,0.95136,53,-1.2635,126,0.06961,135,0.17576,176,0.69803,52,-1.2758,105,-0.2273,100,-0.3023,85,-0.5433,105,-0.2224
ENSG00000163931,TKT,12,-3.0978,74,-0.4076,145,0.67029,107,0.17176,136,0.65369,95,-0.0167,48,-1.0425,97,0.02573,47,-1.0757,155,0.78338
ENSG00000272886,DCP1A,12,-1.5079,53,0.79099,26,-0.3536,21,-0.6599,26,-0.3503,22,-0.5545,55,0.88284,14,-1.2660,25,-0.3922,74,1.39149
ENSG00000157388,CACNA1D,291,2.92726,73,0.29893,18,-1.7995,24,-1.4149,20,-1.7602,45,-0.4854,138,1.37432,9,-2.8861,27,-1.2207,3,-4.1089
ENSG00000016391,CHDH,12,-1.3629,34,0.22887,0,-5.1441,5,-2.5365,5,-2.8085,11,-1.5020,8,-1.9181,40,0.51597,58,1.12803,144,2.99053
ENSG00000113811,SELENOK,12,-2.8138,20,-2.0312,60,-0.4267,94,0.26399,92,0.25968,40,-1.0514,48,-0.7676,85,0.10407,143,0.97226,186,1.43589
ENSG00000157445,CACNA2D3,12,-1.9529,28,-0.7072,77,0.93227,72,0.81383,47,0.13983,55,0.36339,100,1.37700,9,-2.2827,19,-1.2506,14,-1.6908
ENSG00000187672,ERC2,339,0.74804,258,0.29806,198,-0.1226,110,-1.0215,102,-1.2217,501,1.43477,348,0.79227,158,-0.4774,191,-0.1771,47,-2.2958
ENSG00000180376,CCDC66,165,1.36626,241,2.09965,19,-1.9862,10,-2.8728,39,-1.0134,56,-0.4042,135,1.02044,39,-0.9460,30,-1.3229,25,-1.6398
ENSG00000163946,TASOR,12,-2.4506,111,0.96725,22,-1.5186,45,-0.4660,42,-0.6297,99,0.78373,102,0.82474,75,0.32716,73,0.27220,51,-0.3001
ENSG00000163947,ARHGEF3,287,1.85347,20,-2.3440,158,0.77727,162,0.81481,101,0.04596,33,-1.6419,142,0.59476,31,-1.7494,23,-2.1656,21,-2.3084
ENSG00000157500,APPL1,12,-3.4935,126,-0.0003,152,0.30104,147,0.23821,106,-0.2985,227,0.96623,157,0.34448,144,0.21042,100,-0.3663,111,-0.1961
ENSG00000174840,PDE12,12,-1.3373,24,-0.2983,20,-0.5148,50,0.90949,31,0.11254,18,-0.6962,28,-0.0350,42,0.59934,27,-0.1155,34,0.25106
ENSG00000168374,ARF4,12,-2.2614,12,-2.2316,77,0.57943,72,0.45702,101,1.20044,23,-1.3196,52,-0.0468,36,-0.6167,40,-0.4448,67,0.35692
ENSG00000163681,SLMAP,12,-3.0551,120,0.40510,91,-0.0329,71,-0.4221,51,-0.9948,170,0.99147,156,0.84100,107,0.23229,83,-0.1703,110,0.27406
ENSG00000163686,ABHD6,12,-1.7616,58,0.67137,41,0.10401,43,0.17972,68,1.10232,19,-1.0354,29,-0.4533,36,-0.1155,12,-1.7242,35,-0.1301
ENSG00000163684,RPP14,12,-1.0622,19,-0.3613,19,-0.3569,28,0.22873,30,0.38570,21,-0.1876,48,1.16286,10,-1.3049,18,-0.4282,28,0.27622
ENSG00000168297,PXK,12,-3.4905,594,2.91028,24,-2.4832,27,-2.3270,82,-0.7162,76,-0.7746,17,-2.9585,413,2.09148,27,-2.3110,26,-2.3473
ENSG00000168291,PDHB,178,1.47488,49,-0.6334,68,-0.1349,107,0.59000,101,0.57625,34,-1.2053,66,-0.1893,27,-1.5257,42,-0.8727,41,-0.8892
ENSG00000168301,KCTD6,12,-1.3084,17,-0.7954,25,-0.1930,39,0.53413,28,0.00520,12,-1.2326,37,0.43227,14,-1.0532,31,0.13164,67,1.43650
ENSG00000168309,FAM107A,204,-1.1507,184,-1.3038,101,-2.1839,353,-0.3084,233,-1.0208,372,-0.2290,267,-0.7427,619,0.58848,1419,2.09790,746,0.90302
ENSG00000144724,PTPRG,12,-1.9845,56,0.35264,20,-1.1849,35,-0.3916,26,-0.8833,55,0.32848,61,0.49250,14,-1.7073,35,-0.3560,150,2.13079
ENSG00000114405,C3orf14,12,-2.5657,8,-3.0889,128,1.07914,79,0.27966,116,1.05557,43,-0.6835,101,0.68175,21,-1.7191,59,-0.1754,48,-0.5134
ENSG00000163618,CADPS,691,2.03969,122,-0.8792,190,-0.1931,129,-0.7941,297,0.58871,171,-0.3581,302,0.54438,29,-2.9971,69,-1.7257,71,-1.6797
ENSG00000163630,SYNPR,1162,3.19400,22,-3.4024,77,-1.6012,229,0.05767,203,-0.1435,160,-0.4983,143,-0.6759,46,-2.3442,139,-0.7191,42,-2.4861
ENSG00000163634,THOC7,12,-2.8577,37,-1.2131,143,0.92480,77,-0.0890,108,0.52556,88,0.13446,106,0.43257,71,-0.1983,95,0.24856,47,-0.8370
ENSG00000163635,ATXN7,12,-0.9736,52,1.40529,20,-0.1792,18,-0.3218,11,-1.1273,21,-0.1162,60,1.66001,17,-0.4203,11,-1.0998,14,-0.7567
ENSG00000163636,PSMD6,12,-1.8604,9,-2.2311,65,0.74392,42,0.03061,78,1.23999,16,-1.3847,33,-0.3507,27,-0.6501,37,-0.1724,55,0.46109
ENSG00000163637,PRICKLE2,41,-1.2588,72,-0.4173,59,-0.7220,91,-0.0444,108,0.24775,159,0.86285,131,0.53371,54,-0.8386,106,0.18777,104,0.15770
ENSG00000151276,MAGI1,89,-0.4304,172,0.62667,97,-0.2962,134,0.21093,101,-0.2506,114,-0.0343,218,1.02847,69,-0.8096,97,-0.2868,93,-0.3524
ENSG00000144741,SLC25A26,12,-1.5221,20,-0.7241,50,0.67669,57,0.90232,54,0.95719,10,-1.7278,22,-0.6236,28,-0.2413,23,-0.4981,28,-0.2371
ENSG00000144749,LRIG1,12,-2.8757,70,-0.2385,22,-2.0018,34,-1.3440,20,-2.2246,14,-2.6044,11,-2.9666,92,0.17723,61,-0.4511,547,3.92026
ENSG00000183662,TAFA1,12,-1.6011,7,-2.3468,82,1.46435,112,2.05616,25,-0.5518,17,-1.0243,61,0.92694,0,-7.9296,17,-1.0704,20,-0.7888
ENSG00000144747,TMF1,315,1.58622,164,0.45321,114,-0.1235,98,-0.3629,52,-1.4162,134,0.12902,139,0.19009,139,0.19154,71,-0.8548,81,-0.6554
ENSG00000144744,UBA3,115,1.35376,21,-1.3628,50,-0.0223,47,-0.1314,60,0.28600,28,-0.9438,57,0.17219,42,-0.3191,28,-0.9157,55,0.10843
ENSG00000144746,ARL6IP5,428,0.57125,197,-0.6575,480,0.76360,397,0.44812,309,0.04808,279,-0.1195,372,0.34068,185,-0.7507,137,-1.2110,214,-0.5288
ENSG00000114541,FRMD4B,12,-2.4131,233,2.44091,3,-4.0692,0,-9.8956,5,-3.7296,16,-1.9428,0,-10.129,374,3.70312,9,-2.7936,1,-5.7675
ENSG00000114861,FOXP1,12,-4.1899,293,0.59161,282,0.52855,216,0.09670,123,-0.8487,387,1.06638,335,0.81680,140,-0.5820,126,-0.7400,199,-0.0328
ENSG00000163412,EIF4E3,12,-2.4572,8,-2.9931,80,0.42860,85,0.51288,107,1.03920,64,0.06965,71,0.22638,57,-0.1338,42,-0.6068,46,-0.4583
ENSG00000170837,GPR27,251,3.14227,13,-1.9342,18,-1.4934,29,-0.7560,26,-1.0065,28,-0.8143,27,-0.9044,28,-0.8405,42,-0.1993,41,-0.2357
ENSG00000163602,RYBP,209,1.33343,149,0.74490,39,-1.3509,98,0.05910,60,-0.7623,75,-0.3442,72,-0.4246,172,0.99063,51,-0.9456,51,-0.9321
ENSG00000163605,PPP4R2,125,0.32557,165,0.77877,66,-0.6763,89,-0.2113,75,-0.5297,131,0.40120,111,0.13087,137,0.46372,58,-0.8628,92,-0.1677
ENSG00000121440,PDZRN3,12,-1.4348,13,-1.2793,18,-0.8002,49,0.76582,45,0.68667,34,0.18656,39,0.36681,3,-3.3650,38,0.32465,42,0.50630
ENSG00000113805,CNTN3,12,-1.3018,15,-0.9438,52,0.99396,25,-0.1830,33,0.27816,21,-0.4476,89,2.00407,0,-5.8072,13,-1.1261,16,-0.8636
ENSG00000185008,ROBO2,542,2.62684,40,-1.7864,44,-1.6225,157,0.31716,84,-0.7247,122,-0.0856,177,0.51472,20,-2.7477,43,-1.6691,103,-0.3458
ENSG00000169855,ROBO1,12,-1.5942,46,0.46340,13,-1.4570,43,0.36529,24,-0.6076,24,-0.5398,33,-0.0343,49,0.59481,46,0.47518,62,0.96856
ENSG00000175161,CADM2,270,-1.1684,286,-1.0844,1183,1.19524,541,-0.1023,589,0.03646,844,0.61669,821,0.57116,307,-0.9734,291,-1.0557,626,0.12894
ENSG00000083937,CHMP2B,209,1.66974,82,0.06415,77,-0.0262,68,-0.2262,53,-0.6504,72,-0.1341,48,-0.7611,123,0.72811,41,-0.9960,37,-1.1637
ENSG00000163320,CGGBP1,170,1.11133,33,-1.4879,49,-0.8774,123,0.55987,119,0.56741,80,-0.1330,69,-0.3718,48,-0.9030,82,-0.0852,65,-0.4575
ENSG00000175105,ZNF654,12,-1.2536,16,-0.8129,36,0.46566,17,-0.7409,34,0.38721,12,-1.2540,60,1.32298,13,-1.0896,36,0.46459,29,0.09351
ENSG00000269028,MTRNR2L12,6931,-0.6452,13143,0.36298,2668,-2.0781,4007,-1.4741,2092,-2.5615,25271,1.48845,5517,-0.9929,15320,0.61524,29307,1.76834,8986,-0.2430
ENSG00000261292,AC110491.1,12,-0.9132,0,-7.8407,42,1.07511,53,1.51495,26,0.31540,7,-1.5694,27,0.36220,0,-6.5872,27,0.38142,17,-0.3352
ENSG00000113966,ARL6,12,-1.1924,4,-2.7491,46,0.93658,79,1.91953,28,0.10499,9,-1.5877,28,0.14253,0,-4.9917,24,-0.1171,28,0.09081
ENSG00000080200,CRYBG3,12,-1.8780,135,2.06219,9,-2.2583,17,-1.3502,5,-3.1721,26,-0.6854,43,0.05160,159,2.39802,16,-1.4194,29,-0.5726
ENSG00000080822,CLDND1,46,-2.6552,575,1.26716,64,-2.1758,37,-2.9753,179,-0.6935,79,-1.8584,13,-4.4558,1576,3.50209,128,-1.1380,87,-1.7257
ENSG00000080819,CPOX,12,-1.4357,75,1.50568,24,-0.3885,19,-0.7675,29,-0.0857,16,-1.0102,32,0.07412,70,1.37236,19,-0.7184,13,-1.3358
ENSG00000184220,CMSS1,180,1.40100,52,-0.6402,54,-0.5651,91,0.24909,82,0.09395,74,-0.0822,105,0.47172,61,-0.3917,38,-1.1030,39,-1.0472
ENSG00000036054,TBC1D23,12,-1.4611,38,0.32759,31,-0.0245,36,0.22673,31,0.00425,21,-0.5787,45,0.57168,29,-0.0944,18,-0.8336,50,0.77376
ENSG00000154174,TOMM70,185,0.86194,33,-1.8258,132,0.31097,159,0.60785,131,0.32648,100,-0.1332,142,0.42135,59,-0.9520,64,-0.8102,64,-0.8238
ENSG00000114354,TFG,87,0.66619,47,-0.3122,37,-0.6947,49,-0.2491,85,0.71824,13,-2.2278,72,0.34337,44,-0.4374,26,-1.2115,90,0.71905
