Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000174227,PIGG,21,0.05292,34,0.99432,16,-0.5121,14,-0.5826
ENSG00000273238,TMEM271,6,-2.9939,40,0.02365,53,0.81996,45,0.22648
ENSG00000133256,PDE6B,34,2.29448,18,0.70722,4,-2.0530,1,-3.5516
ENSG00000169020,ATP5ME,625,0.03889,269,-1.3705,654,0.16600,855,0.63447
ENSG00000185619,PCGF3,24,-0.7615,36,-0.0759,46,0.53515,35,-0.1068
ENSG00000168993,CPLX1,12,-3.9795,40,-2.2489,255,1.33997,249,0.82203
ENSG00000178950,GAK,30,-0.7244,67,0.70970,50,0.18825,34,-0.5403
ENSG00000127419,TMEM175,20,-0.3489,28,0.22378,32,0.59622,13,-1.0461
ENSG00000127418,FGFRL1,14,0.06645,20,0.62873,4,-2.3678,28,1.41117
ENSG00000159692,CTBP1,58,-1.2190,126,0.08994,137,0.34638,140,0.29004
ENSG00000090316,MAEA,27,-0.9411,28,-0.8766,70,1.17005,39,-0.3399
ENSG00000163950,SLBP,41,-0.8173,70,0.12647,81,0.56138,54,-0.3346
ENSG00000168936,TMEM129,17,0.19815,11,-0.5247,17,0.21473,15,-0.0650
ENSG00000068078,FGFR3,58,-0.5220,97,0.41075,29,-1.9212,177,1.72567
ENSG00000168924,LETM1,23,-0.7751,37,0.01865,36,-0.0749,52,0.65787
ENSG00000109685,NSD2,52,-0.3466,73,0.23844,66,0.08850,61,-0.0627
ENSG00000185049,NELFA,21,0.53305,18,0.28366,12,-0.5369,14,-0.1277
ENSG00000243449,C4orf48,560,0.71186,279,-0.5587,359,-0.1692,370,-0.0715
ENSG00000185818,NAT8L,70,-1.3771,98,-0.8306,207,0.68958,216,0.57119
ENSG00000123933,MXD4,39,0.28885,36,0.16396,18,-1.1997,54,0.92764
ENSG00000159733,ZFYVE28,4,-2.3719,35,1.28916,18,-0.0453,17,-0.1663
ENSG00000063978,RNF4,26,-0.5494,34,-0.0693,49,0.92238,18,-1.1150
ENSG00000125386,FAM193A,54,1.22160,38,0.48347,18,-0.9777,17,-0.8771
ENSG00000087274,ADD1,179,-0.2408,239,0.28889,211,0.07479,183,-0.1983
ENSG00000109736,MFSD10,12,-1.0228,29,0.46132,23,0.04774,25,0.22737
ENSG00000087269,NOP14,24,0.36410,26,0.45712,16,-0.5056,18,-0.1727
ENSG00000125388,GRK4,19,-0.4725,36,0.68401,16,-0.8773,37,0.73963
ENSG00000197386,HTT,25,-1.3418,68,0.35048,67,0.44199,54,-0.0614
ENSG00000159788,RGS12,28,-0.9028,66,0.56820,52,0.18025,44,-0.1748
ENSG00000163956,LRPAP1,68,-1.1161,121,-0.1455,189,1.00515,92,-0.6195
ENSG00000132406,TMEM128,33,1.08569,14,-0.5309,14,-0.6443,19,0.06093
ENSG00000145220,LYAR,34,1.51491,20,0.36023,9,-1.1026,8,-1.1157
ENSG00000168824,NSG1,9,-3.8366,34,-1.8704,214,2.50765,69,-0.7744
ENSG00000168818,STX18,27,0.32424,19,-0.3023,23,0.02607,21,-0.1040
ENSG00000072832,CRMP1,28,-2.5594,159,0.21282,207,1.06693,108,-0.4809
ENSG00000181215,C4orf50,3,-2.6658,28,0.67515,26,0.72328,15,-0.4705
ENSG00000152969,JAKMIP1,7,-2.9152,38,-0.4141,65,0.82938,65,0.54813
ENSG00000109501,WFS1,27,-0.6455,45,0.22492,37,-0.1423,51,0.48743
ENSG00000074211,PPP2R2C,83,-1.1022,157,-0.0334,195,0.51081,170,0.10780
ENSG00000013288,MAN2B2,18,-1.3599,30,-0.5601,68,1.52954,22,-1.0430
ENSG00000179010,MRFAP1,463,0.08238,326,-0.5351,522,0.41918,381,-0.2645
ENSG00000170846,AC093323.1,27,-0.7968,62,0.65462,44,-0.0200,43,-0.0443
ENSG00000178988,MRFAP1L1,102,-0.1962,115,0.02007,120,0.13665,111,-0.0390
ENSG00000186222,BLOC1S4,13,-0.0417,10,-0.5420,15,0.32930,13,0.02010
ENSG00000170871,KIAA0232,178,0.35762,166,0.22651,135,-0.1949,119,-0.3599
ENSG00000132405,TBC1D14,34,-0.2225,38,-0.0350,40,0.05760,43,0.15529
ENSG00000173011,TADA2B,13,-0.7950,27,0.50809,21,0.09524,20,-0.0378
ENSG00000109519,GRPEL1,30,-0.5973,24,-0.9700,61,0.97006,38,-0.2005
ENSG00000184985,SORCS2,24,0.57232,11,-0.7821,16,-0.2034,20,0.30038
ENSG00000196526,AFAP1,8,-1.2966,17,-0.0249,21,0.51496,19,0.19504
ENSG00000163995,ABLIM2,8,-2.3912,27,-0.5909,61,1.45350,31,-0.3284
ENSG00000071127,WDR1,58,0.14738,64,0.31345,53,-0.0529,42,-0.4478
ENSG00000178163,ZNF518B,24,-0.0206,19,-0.3506,20,-0.3741,36,0.76871
ENSG00000157869,RAB28,30,0.44648,22,-0.1337,24,0.03475,18,-0.4519
ENSG00000038219,BOD1L1,444,0.07423,827,1.34093,315,-0.6676,230,-1.0417
ENSG00000137449,CPEB2,95,1.46581,52,0.19959,27,-1.0957,30,-0.7335
ENSG00000048342,CC2D2A,18,0.28661,14,-0.1578,11,-0.7378,23,0.76147
ENSG00000118564,FBXL5,109,0.59459,88,0.18386,72,-0.2195,56,-0.6106
ENSG00000237765,FAM200B,113,0.32593,93,-0.0429,82,-0.3442,105,0.18902
ENSG00000169762,TAPT1,51,0.28923,56,0.45456,44,0.03707,23,-1.0970
ENSG00000169744,LDB2,6,-4.2401,74,-0.6214,193,2.03288,61,-0.9385
ENSG00000151552,QDPR,970,1.57642,248,-1.0222,271,-1.0830,508,0.20675
ENSG00000002549,LAP3,58,0.84117,30,-0.3880,33,-0.2662,32,-0.2507
ENSG00000118579,MED28,45,-0.0244,45,-0.0497,47,0.07512,45,-0.0400
ENSG00000163257,DCAF16,52,0.93916,39,0.33667,24,-0.6106,21,-0.7158
ENSG00000178177,LCORL,49,1.41351,39,0.90173,9,-1.7974,14,-0.8614
ENSG00000145147,SLIT2,8,-2.3380,26,-0.4719,51,1.11738,36,0.07926
ENSG00000163138,PACRGL,15,-0.3520,24,0.43067,19,0.05383,16,-0.2351
ENSG00000185774,KCNIP4,7,-3.6982,27,-1.7420,152,2.40098,51,-0.7077
ENSG00000280650,KCNIP4-IT1,2,-3.7585,64,2.32996,23,0.06070,1,-4.0574
ENSG00000152990,ADGRA3,29,0.74507,21,0.10602,7,-1.8416,34,1.01641
ENSG00000109819,PPARGC1A,6,-2.2307,17,-0.6467,35,0.86291,33,0.51874
ENSG00000109606,DHX15,64,0.20306,47,-0.3653,67,0.37838,43,-0.5054
ENSG00000181982,CCDC149,14,-0.8147,19,-0.3273,23,-0.0020,36,0.84402
ENSG00000153012,LGI2,3,-2.7017,1,-3.6822,28,1.82956,19,0.34232
ENSG00000053900,ANAPC4,27,0.02322,25,-0.1240,30,0.32283,20,-0.4344
ENSG00000250317,SMIM20,29,-0.1022,19,-0.7908,32,0.11938,40,0.52696
ENSG00000168214,RBPJ,386,1.76701,196,0.28726,79,-1.5122,98,-0.9147
ENSG00000109689,STIM2,31,-0.5749,78,1.12079,42,-0.1199,27,-0.8221
ENSG00000169851,PCDH7,42,-2.5322,285,0.62408,290,0.96768,117,-0.9511
ENSG00000047365,ARAP2,291,1.55589,214,0.85639,48,-2.0317,85,-0.8128
ENSG00000065882,TBC1D1,15,-0.8418,38,0.79256,26,0.10926,20,-0.4236
ENSG00000109787,KLF3,60,1.28027,29,-0.1739,15,-1.4877,39,0.40526
ENSG00000197712,FAM114A1,54,2.93327,19,0.29224,0,-6.2184,8,-1.1629
ENSG00000109790,KLHL5,80,0.90392,63,0.42656,23,-1.5200,61,0.34641
ENSG00000157796,WDR19,11,-0.8645,24,0.51779,20,0.26607,15,-0.2802
ENSG00000035928,RFC1,342,1.87423,187,0.50199,63,-1.6214,58,-1.4804
ENSG00000163682,RPL9,931,-0.2476,562,-1.0906,1024,-0.1044,1810,1.03179
ENSG00000121897,LIAS,24,0.31612,20,-0.0249,17,-0.4490,24,0.31540
ENSG00000163683,SMIM14,177,0.60792,134,0.07424,101,-0.5312,128,0.00053
ENSG00000078140,UBE2K,75,-0.9220,127,-0.0347,168,0.69758,108,-0.3105
ENSG00000121892,PDS5A,74,0.36778,92,0.80122,49,-0.4591,38,-0.7932
ENSG00000163697,APBB2,143,1.69817,72,0.21618,29,-1.5617,45,-0.5853
ENSG00000154277,UCHL1,215,-2.5942,625,-0.9380,1989,2.05364,597,-1.0128
ENSG00000064042,LIMCH1,686,1.48586,456,0.59607,167,-1.4068,188,-0.9727
ENSG00000109133,TMEM33,77,-0.0776,86,0.11623,91,0.31816,57,-0.6025
ENSG00000014824,SLC30A9,74,-0.7361,100,-0.2328,152,0.75737,94,-0.3473
ENSG00000124406,ATP8A1,310,1.00411,250,0.56093,138,-0.6521,91,-1.1903
ENSG00000183783,KCTD8,12,-1.2079,13,-1.0507,38,1.14292,25,-0.0075
ENSG00000151806,GUF1,36,0.27764,28,-0.1486,28,-0.2116,34,0.15760
ENSG00000163281,GNPDA2,16,-0.3649,17,-0.3091,25,0.49886,19,-0.1445
ENSG00000163285,GABRG1,72,0.44756,78,0.62228,21,-1.9072,89,0.89228
ENSG00000260878,AC104072.1,5,-2.7267,21,-0.4515,40,1.03885,31,0.26518
ENSG00000151834,GABRA2,31,-1.5990,95,0.25150,79,-0.0980,129,0.84970
ENSG00000109158,GABRA4,2,-4.7607,46,-0.3102,98,1.94308,28,-1.1117
ENSG00000163288,GABRB1,36,-0.9058,120,1.37073,55,-0.2330,39,-0.7721
ENSG00000260918,AC107398.3,39,-1.5485,168,1.03665,107,0.20594,73,-0.5302
ENSG00000169019,COMMD8,15,-0.5611,13,-0.7843,27,0.74385,20,0.00760
ENSG00000170448,NFXL1,16,-0.2531,42,1.70089,12,-0.9907,12,-0.7804
ENSG00000109171,SLAIN2,24,-0.0933,26,0.04931,23,-0.1904,29,0.30396
ENSG00000075539,FRYL,292,2.24414,122,0.23943,38,-1.9936,46,-1.4002
ENSG00000109180,OCIAD1,243,-0.4195,257,-0.3266,437,0.96130,172,-0.9949
ENSG00000145247,OCIAD2,10,-2.3946,18,-1.5050,72,1.32672,57,0.39875
ENSG00000109184,DCUN1D4,43,-0.4376,61,0.18050,60,0.22506,51,-0.1349
ENSG00000163069,SGCB,119,1.01681,60,-0.2898,44,-0.9978,86,0.36854
ENSG00000109189,USP46,76,-0.5075,108,0.11516,106,0.10254,112,0.17565
ENSG00000226950,DANCR,33,0.01135,16,-1.1865,35,0.15472,46,0.59259
ENSG00000184178,SCFD2,13,-0.1832,9,-0.6837,22,1.34680,4,-2.0796
ENSG00000145216,FIP1L1,76,0.38783,101,0.94895,49,-0.5160,34,-1.0155
ENSG00000072201,LNX1,2,-4.5323,40,-0.3477,89,2.06777,21,-1.3622
ENSG00000134853,PDGFRA,47,1.23484,27,0.13610,11,-1.6590,30,0.33499
ENSG00000128039,SRD5A3,32,0.77981,22,0.06809,21,-0.0415,10,-1.1875
ENSG00000134851,TMEM165,269,2.27778,110,0.20893,37,-1.8696,36,-1.6549
ENSG00000134852,CLOCK,54,-0.7753,132,0.82117,81,-0.1245,80,-0.1229
ENSG00000090989,EXOC1,95,0.12379,130,0.73308,81,-0.2002,55,-0.8052
ENSG00000174799,CEP135,20,0.40961,42,2.08262,4,-2.2904,9,-0.9234
ENSG00000157426,AASDH,31,0.54541,35,0.76229,18,-0.6193,15,-0.7137
ENSG00000128059,PPAT,12,-0.0554,20,0.89486,12,-0.0594,6,-1.1927
ENSG00000128050,PAICS,48,0.34715,40,0.03090,32,-0.5098,47,0.30823
ENSG00000174780,SRP72,136,0.05323,183,0.61353,123,-0.1676,96,-0.5610
ENSG00000171476,HOPX,23,-3.3792,37,-2.7045,379,2.12838,198,-0.0451
ENSG00000084093,REST,102,2.19462,56,0.74726,4,-3.6980,23,-0.8491
ENSG00000047315,POLR2B,41,-0.6696,69,0.21813,83,0.82182,30,-1.2032
ENSG00000163453,IGFBP7,99,0.11708,57,-0.8377,35,-1.8991,239,2.07129
ENSG00000150471,ADGRL3,45,-1.0151,120,0.74283,86,0.14095,70,-0.2743
ENSG00000145242,EPHA5,3,-4.2087,103,1.67159,46,-0.0228,34,-0.5353
ENSG00000145241,CENPC,112,1.07978,118,1.18268,28,-1.6857,39,-0.8666
ENSG00000033178,UBA6,81,1.20680,70,0.89430,28,-0.9172,12,-2.0771
ENSG00000248049,UBA6-AS1,18,0.59968,22,1.01769,8,-0.9741,8,-0.6697
ENSG00000083896,YTHDC1,327,0.89809,313,0.80796,115,-1.2031,158,-0.4665
ENSG00000132467,UTP3,40,-0.0159,48,0.35396,42,0.10513,28,-0.5950
ENSG00000018189,RUFY3,361,-0.0460,447,0.35032,403,0.21247,236,-0.7738
ENSG00000132463,GRSF1,88,-0.5221,85,-0.5820,166,0.90556,91,-0.4655
ENSG00000173542,MOB1B,31,0.26742,37,0.60554,29,0.15200,9,-1.7860
ENSG00000156136,DCK,16,-1.1917,31,-0.0967,46,0.85750,27,-0.3416
ENSG00000080493,SLC4A4,48,-0.7193,116,0.90538,29,-1.7814,141,1.33538
ENSG00000163626,COX18,12,-0.5764,27,0.87474,17,-0.0464,13,-0.5048
ENSG00000132466,ANKRD17,189,-0.0655,321,0.96590,173,-0.2823,122,-0.8073
ENSG00000163738,MTHFD2L,24,0.99245,18,0.43610,12,-0.4134,6,-1.4942
ENSG00000169116,PARM1,4,-3.4774,14,-1.6990,79,2.23972,30,-0.5299
ENSG00000163743,RCHY1,33,-0.3227,18,-1.2660,52,0.70619,43,0.15931
ENSG00000174796,THAP6,19,1.01174,15,0.46756,7,-0.9781,9,-0.4453
ENSG00000138769,CDKL2,44,-0.2927,72,0.63978,57,0.24911,28,-1.0443
ENSG00000138757,G3BP2,107,-1.5030,263,-0.0061,363,0.87947,222,-0.3002
ENSG00000138768,USO1,96,0.08778,84,-0.1418,98,0.17981,80,-0.2359
ENSG00000138744,NAAA,14,-0.3879,23,0.49071,18,0.08374,15,-0.3328
ENSG00000198301,SDAD1,51,-0.3483,85,0.58494,69,0.27157,36,-0.9127
ENSG00000138750,NUP54,35,1.05146,22,0.10020,17,-0.3455,10,-1.1190
ENSG00000138760,SCARB2,391,1.58929,164,-0.1784,123,-0.8459,108,-0.8853
ENSG00000189157,FAM47E,12,-0.5280,8,-1.2115,25,1.12888,13,-0.3745
ENSG00000138758,SEPTIN11,181,-0.6453,508,1.33783,220,-0.4011,183,-0.6250
ENSG00000118816,CCNI,669,-0.9368,667,-0.9436,1162,0.00561,2137,1.22305
ENSG00000138764,CCNG2,34,-0.1608,37,0.01799,36,-0.0772,42,0.24050
ENSG00000138767,CNOT6L,37,0.45649,38,0.49290,25,-0.2859,19,-0.7321
ENSG00000169288,MRPL1,52,-0.8169,84,-0.0025,116,0.86720,53,-0.7777
ENSG00000138756,BMP2K,41,0.56494,49,0.95559,14,-1.5457,33,0.15370
ENSG00000163291,PAQR3,23,-0.3236,34,0.39694,32,0.33350,18,-0.7513
ENSG00000152784,PRDM8,13,-1.9977,11,-2.2418,83,2.15049,32,-0.5782
ENSG00000273156,AC124016.2,10,-1.6371,20,-0.6040,33,0.36204,46,0.93183
ENSG00000138668,HNRNPD,145,-0.0833,144,-0.1055,147,-0.0770,178,0.28333
ENSG00000152795,HNRNPDL,461,0.32932,479,0.40000,372,-0.0852,245,-0.7809
ENSG00000145293,ENOPH1,158,0.47823,82,-0.6719,151,0.55401,68,-0.9954
ENSG00000249242,TMEM150C,40,-0.7837,68,0.12625,86,0.82370,37,-0.9082
ENSG00000145284,SCD5,827,0.93019,568,0.18826,334,-0.9182,499,-0.0467
ENSG00000138674,SEC31A,72,0.03015,93,0.51181,75,0.12498,40,-0.9742
ENSG00000251022,THAP9-AS1,19,0.13663,24,0.53482,19,0.16430,8,-1.3219
ENSG00000189308,LIN54,21,0.57997,22,0.64732,14,-0.2968,7,-1.2552
ENSG00000138663,COPS4,34,-1.1725,47,-0.6289,107,1.33086,46,-0.6852
ENSG00000163319,MRPS18C,46,-0.4034,26,-1.3281,74,0.60511,72,0.39177
ENSG00000163624,CDS1,5,-3.6656,32,-0.9239,94,1.64780,52,-0.1109
ENSG00000163625,WDFY3,119,0.67526,103,0.38837,65,-0.5425,64,-0.4561
ENSG00000180769,WDFY3-AS2,41,0.67475,25,-0.2391,14,-1.4775,50,1.08661
ENSG00000109339,MAPK10,95,-2.1027,357,0.05961,508,1.10167,258,-0.5057
ENSG00000163629,PTPN13,72,1.31295,54,0.68819,17,-1.5208,26,-0.6047
ENSG00000172493,AFF1,35,0.97165,13,-0.7697,17,-0.4861,23,0.17969
ENSG00000145332,KLHL8,34,-0.0692,30,-0.2635,44,0.61718,22,-0.7473
ENSG00000198189,HSD17B11,42,0.19127,34,-0.1971,43,0.33989,26,-0.6036
ENSG00000170502,NUDT9,39,-0.1968,35,-0.3706,58,0.80824,26,-0.8703
ENSG00000152583,SPARCL1,3382,-0.4603,5676,0.47628,4042,-0.1984,4855,0.17997
ENSG00000118785,SPP1,1414,3.55627,215,-0.9603,51,-3.5409,162,-1.4149
ENSG00000118762,PKD2,38,0.94817,44,1.25917,12,-1.3460,10,-1.2950
ENSG00000118777,ABCG2,12,-0.7246,14,-0.4702,6,-2.0838,53,2.46463
ENSG00000163644,PPM1K,152,-0.2369,238,0.59637,144,-0.4210,190,0.15959
ENSG00000138642,HERC6,7,-1.6775,13,-0.6647,30,1.25917,17,-0.2216
ENSG00000145337,PYURF,92,0.24063,42,-1.0998,93,0.35754,84,0.06092
ENSG00000138641,HERC3,22,-0.5583,31,-0.0162,37,0.45228,28,-0.1911
ENSG00000177432,NAP1L5,34,-2.8741,135,-0.7516,340,1.46601,199,-0.0952
ENSG00000138640,FAM13A,14,-1.6207,34,-0.1987,58,1.25743,25,-0.7235
ENSG00000185477,GPRIN3,12,-0.6978,28,0.87928,15,-0.3611,19,0.08656
ENSG00000145335,SNCA,118,-1.6157,326,0.06430,447,0.98217,234,-0.5143
ENSG00000163104,SMARCAD1,29,-0.0613,54,1.11850,27,-0.2984,15,-1.1167
ENSG00000163110,PDLIM5,70,0.63749,61,0.36594,10,-2.8305,98,1.35847
ENSG00000138696,BMPR1B,28,0.32593,34,0.69860,5,-2.8629,47,1.34755
ENSG00000182168,UNC5C,46,1.57655,33,0.81939,9,-1.6827,10,-1.2554
ENSG00000138698,RAP1GDS1,155,0.28209,96,-0.5598,171,0.67207,71,-1.0643
ENSG00000168785,TSPAN5,138,-0.1982,166,0.12841,189,0.51304,92,-0.8892
ENSG00000151247,EIF4E,67,-0.6432,85,-0.2490,115,0.41126,107,0.15959
ENSG00000164024,METAP1,17,-0.6731,19,-0.5194,36,0.88301,21,-0.3446
ENSG00000197894,ADH5,56,-0.2694,47,-0.5789,75,0.31866,76,0.26388
ENSG00000145331,TRMT10A,22,0.98896,19,0.60063,9,-0.7428,7,-1.0370
ENSG00000109270,LAMTOR3,28,-1.2187,64,0.19480,81,0.95366,33,-0.9161
ENSG00000164031,DNAJB14,102,-0.8101,202,0.38426,201,0.53224,113,-0.6390
ENSG00000164032,H2AFZ,59,-1.6392,89,-0.9875,242,1.22958,162,0.03452
ENSG00000138814,PPP3CA,172,-2.5931,1459,1.02721,1077,0.57621,537,-0.8179
ENSG00000254531,AP001816.1,4,-2.1320,7,-1.3357,29,2.12897,8,-0.9975
ENSG00000109320,NFKB1,27,0.98088,25,0.80474,8,-1.4011,13,-0.3488
ENSG00000109332,UBE2D3,159,-0.2108,120,-0.6861,229,0.64950,158,-0.2200
ENSG00000145354,CISD2,53,-0.4358,40,-0.9127,89,0.67412,73,0.10015
ENSG00000164038,SLC9B2,12,-1.0395,30,0.48109,33,0.97867,7,-1.8445
ENSG00000164039,BDH2,75,1.28733,35,-0.1973,11,-2.3628,64,0.96065
ENSG00000168772,CXXC4,36,-0.1820,55,0.63146,34,-0.3059,37,-0.0927
ENSG00000168769,TET2,43,1.33822,37,1.04106,5,-2.4848,18,-0.3226
ENSG00000138777,PPA2,35,-0.5014,13,-2.0802,73,1.36525,37,-0.3700
ENSG00000145348,TBCK,21,-0.4154,49,1.19644,23,-0.2961,17,-0.7941
ENSG00000164022,AIMP1,126,1.27587,75,0.21689,38,-1.1559,56,-0.3133
ENSG00000138801,PAPSS1,118,0.53323,94,0.10241,88,-0.0041,54,-0.8283
ENSG00000245293,AC096564.1,170,2.69533,57,0.05850,11,-2.8549,25,-1.3230
ENSG00000138796,HADH,29,0.28425,24,-0.0716,25,-0.0066,22,-0.2317
ENSG00000109475,RPL34,1355,0.23066,716,-0.8746,877,-0.6805,2147,1.16646
ENSG00000198856,OSTC,21,0.06540,14,-0.5988,26,0.62598,15,-0.5732
ENSG00000164089,ETNPPL,123,0.13107,159,0.61659,24,-2.8548,244,1.55558
ENSG00000138802,SEC24B,33,0.22595,35,0.34207,28,-0.0239,20,-0.6539
ENSG00000123739,PLA2G12A,85,0.35061,97,0.60730,59,-0.3779,50,-0.5785
ENSG00000170522,ELOVL6,36,-0.1483,43,0.17367,49,0.58734,19,-1.2422
ENSG00000138660,AP1AR,27,-1.0116,56,0.22545,60,0.48910,44,-0.1865
ENSG00000174720,LARP7,258,1.10052,209,0.65483,74,-1.3969,123,-0.3231
ENSG00000145362,ANK2,381,-1.3746,1039,0.33359,1020,0.41200,878,0.02188
ENSG00000145349,CAMK2D,42,-1.4841,165,0.92702,109,0.14017,88,-0.2646
ENSG00000174607,UGT8,467,3.86243,70,-0.8925,11,-4.0358,34,-2.0228
ENSG00000164100,NDST3,1,-4.3233,4,-2.5338,51,3.56645,6,-2.0040
ENSG00000269893,SNHG8,126,0.20647,50,-1.3540,109,-0.0885,171,0.78905
ENSG00000145388,METTL14,27,0.40453,39,1.15455,15,-0.7651,12,-0.9861
ENSG00000172403,SYNPO2,40,-0.7112,154,2.07504,39,-0.9298,28,-1.2469
ENSG00000145390,USP53,59,0.71417,54,0.52557,16,-1.7695,57,0.64430
ENSG00000164096,C4orf3,270,0.52567,147,-0.5689,178,-0.3148,247,0.35425
ENSG00000164111,ANXA5,118,1.69293,38,-0.5459,25,-1.4928,56,0.13421
ENSG00000164112,TMEM155,2,-4.8611,58,-0.2882,113,1.54289,55,-0.3775
ENSG00000123737,EXOSC9,24,-0.1814,30,0.22699,36,0.83436,6,-2.2512
ENSG00000138686,BBS7,19,-1.4571,57,0.41561,63,0.91478,25,-1.0227
ENSG00000138688,KIAA1109,265,0.15499,387,0.90111,204,-0.4046,157,-0.7547
ENSG00000138685,FGF2,32,0.42239,44,1.08475,9,-1.9095,32,0.42903
ENSG00000151458,ANKRD50,15,-0.8393,31,0.44787,29,0.46820,17,-0.5792
ENSG00000164066,INTU,44,-0.1436,105,1.65600,26,-1.2631,37,-0.4204
ENSG00000164070,HSPA4L,32,-1.8591,96,-0.0997,150,1.09083,81,-0.3966
ENSG00000164073,MFSD8,16,0.20405,17,0.29936,15,0.16910,8,-0.9768
ENSG00000164074,ABHD18,17,0.19691,32,1.47018,9,-1.1683,11,-0.6273
ENSG00000138709,LARP1B,49,-0.4137,80,0.44778,63,0.03525,57,-0.1698
ENSG00000164040,PGRMC2,57,-0.4989,76,0.00367,92,0.48694,63,-0.3261
ENSG00000077684,JADE1,43,0.04920,52,0.39248,38,-0.1961,37,-0.1920
ENSG00000151466,SCLT1,62,0.38755,58,0.26696,21,-1.6713,88,1.10197
ENSG00000151470,C4orf33,11,-0.2097,8,-0.6931,16,0.68344,10,-0.2745
ENSG00000250241,AC105383.1,33,1.10459,29,0.84790,9,-1.3976,13,-0.6417
ENSG00000138650,PCDH10,124,-0.2972,225,0.82771,137,-0.1486,108,-0.5245
ENSG00000151012,SLC7A11,65,0.68343,64,0.66183,7,-3.1948,82,1.18391
ENSG00000251372,LINC00499,13,-0.4520,38,1.74814,2,-3.5374,28,1.00902
ENSG00000109381,ELF2,69,1.24374,55,0.76569,15,-1.7008,29,-0.3956
ENSG00000109390,NDUFC1,127,-0.6267,72,-1.5382,225,0.55573,261,0.68336
ENSG00000164134,NAA15,111,0.66860,112,0.68306,58,-0.6476,51,-0.7336
ENSG00000273247,AC097376.3,28,1.66639,17,0.52035,6,-1.3904,5,-1.3224
ENSG00000172007,RAB33B,20,0.81267,19,0.74046,10,-0.5309,5,-1.4371
ENSG00000145391,SETD7,48,0.07814,38,-0.3063,38,-0.4270,67,0.71892
ENSG00000153130,SCOC,206,-0.4092,192,-0.5276,329,0.62114,244,-0.1153
ENSG00000179387,ELMOD2,15,-0.0970,27,1.08176,13,-0.3649,9,-0.8283
ENSG00000109436,TBC1D9,7,-3.2704,41,-0.7089,112,1.91707,39,-0.7893
ENSG00000170153,RNF150,9,-2.3842,84,1.34560,51,0.40389,21,-1.2165
ENSG00000109445,ZNF330,20,-0.2726,18,-0.4161,27,0.32612,25,0.13570
ENSG00000109452,INPP4B,9,-0.6441,21,0.84763,9,-0.8358,19,0.63649
ENSG00000170185,USP38,36,1.36269,8,-1.3484,15,-0.4884,18,-0.0258
ENSG00000109458,GAB1,174,2.87033,40,-0.5193,14,-2.4964,26,-1.1792
ENSG00000153147,SMARCA5,373,1.20467,223,0.16395,134,-0.9082,157,-0.4631
ENSG00000164161,HHIP,308,3.05746,80,-0.2280,9,-3.9997,49,-1.0365
ENSG00000164163,ABCE1,74,0.64211,60,0.25115,45,-0.3288,37,-0.5798
ENSG00000164164,OTUD4,38,-0.0086,89,1.80512,21,-1.1971,21,-1.0250
ENSG00000170365,SMAD1,20,-0.4006,57,1.71146,21,-0.4172,7,-2.0319
ENSG00000151612,ZNF827,40,-0.2407,89,1.31965,41,-0.2629,19,-1.4472
ENSG00000164167,LSM6,23,-0.3790,14,-1.1438,35,0.45109,38,0.49325
ENSG00000164168,TMEM184C,30,0.27473,36,0.59416,21,-0.4968,23,-0.2576
ENSG00000151623,NR3C2,14,-0.6508,18,-0.1606,21,0.04352,28,0.58410
ENSG00000170390,DCLK2,43,-0.3236,76,0.74179,50,-0.0910,40,-0.4607
ENSG00000198589,LRBA,12,-0.5373,25,0.89721,11,-0.6994,19,0.37089
ENSG00000145425,RPS3A,665,-0.2770,427,-1.0192,778,-0.0023,1244,0.90961
ENSG00000109686,SH3D19,53,1.80182,19,-0.3416,16,-0.7585,10,-1.3945
ENSG00000059691,GATB,31,-0.6441,28,-0.8151,77,1.65483,13,-1.9608
ENSG00000109670,FBXW7,142,-2.1007,677,0.51028,663,0.67063,431,-0.3132
ENSG00000164144,ARFIP1,27,1.06409,17,0.13058,9,-1.0401,15,-0.0269
ENSG00000109654,TRIM2,845,1.15778,631,0.54490,299,-0.9728,286,-0.8590
ENSG00000145428,RNF175,2,-4.5040,34,-0.4200,84,2.28391,14,-1.7963
ENSG00000145423,SFRP2,46,2.95742,19,0.61986,0,-8.7380,4,-1.9489
ENSG00000171566,PLRG1,49,0.18462,58,0.47848,42,-0.1070,31,-0.6422
ENSG00000164114,MAP9,98,-1.5123,252,0.06853,344,0.96654,177,-0.5485
ENSG00000164116,GUCY1A1,42,0.30892,29,-0.3913,40,0.25145,29,-0.3817
ENSG00000260244,AC104083.1,16,-0.2633,12,-0.6698,26,0.84630,13,-0.5407
ENSG00000061918,GUCY1B1,29,-2.5984,105,-0.5650,234,1.41441,128,-0.2280
ENSG00000256043,CTSO,22,0.70229,18,0.34101,8,-1.2183,19,0.39679
ENSG00000109738,GLRB,13,-3.3407,96,-0.2530,197,1.84577,54,-1.2194
ENSG00000120251,GRIA2,121,-2.1958,856,1.20190,586,0.58608,194,-1.4669
