Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000113318,MSH3,33,-0.4465,84,1.29687,38,-0.2230,36,-0.3027,37,-0.2347,15,-1.5739
ENSG00000113319,RASGRF2,89,0.20764,51,-0.7236,15,-2.7682,131,0.95219,191,1.48393,92,0.24198
ENSG00000131732,ZCCHC9,12,-0.1653,25,1.15511,10,-0.5079,11,-0.3571,14,0.04939,8,-0.8298
ENSG00000145687,SSBP2,55,-0.2795,53,-0.3493,63,-0.0445,69,0.12489,92,0.56615,76,0.24674
ENSG00000152348,ATG10,13,0.26647,15,0.41781,7,-0.8890,13,0.17691,10,-0.1781,14,0.30250
ENSG00000186468,RPS23,778,0.99664,202,-1.3536,415,-0.2038,297,-0.7435,459,-0.0039,807,0.92240
ENSG00000174695,TMEM167A,62,-0.2275,53,-0.5077,71,-0.0033,85,0.32408,69,-0.0421,100,0.53915
ENSG00000038427,VCAN,102,1.67669,63,0.63608,23,-1.1728,9,-2.5347,59,0.46881,13,-1.8587
ENSG00000164176,EDIL3,104,-0.5341,148,0.05759,183,0.51566,130,-0.1622,103,-0.5133,156,0.13532
ENSG00000127184,COX7C,629,0.22750,232,-1.4281,512,-0.1523,524,-0.0991,490,-0.1950,1298,1.43479
ENSG00000145715,RASA1,52,-0.5107,72,0.03864,70,-0.0109,94,0.52108,60,-0.2433,68,-0.0456
ENSG00000134480,CCNH,24,-0.9266,37,-0.1988,36,-0.3036,64,0.79779,41,-0.0103,60,0.59361
ENSG00000164180,TMEM161B,13,-0.7135,40,1.36108,14,-0.7018,17,-0.2375,25,0.33185,13,-0.6599
ENSG00000247828,TMEM161B-AS1,91,-0.3634,245,1.56487,63,-1.0413,68,-0.8480,145,0.40767,92,-0.3042
ENSG00000245526,LINC00461,80,0.32108,110,0.94666,43,-0.8178,43,-0.7293,85,0.39610,53,-0.3461
ENSG00000081189,MEF2C,407,-1.1681,1223,0.73404,763,-0.1496,1022,0.38942,801,-0.0439,667,-0.3315
ENSG00000153140,CETN3,36,0.18157,52,0.85518,24,-0.5514,25,-0.4480,37,0.19880,23,-0.5199
ENSG00000176055,MBLAC2,15,-0.4167,15,-0.4244,21,0.21055,20,0.07760,25,0.42785,22,0.21640
ENSG00000113356,POLR3G,10,0.06549,18,1.15680,9,-0.1736,9,-0.0617,3,-1.4541,2,-2.3110
ENSG00000176018,LYSMD3,10,-0.3363,12,0.06761,12,0.00767,15,0.40889,12,0.06888,8,-0.5270
ENSG00000164199,ADGRV1,98,1.23126,70,0.56367,4,-3.9410,8,-2.8456,177,2.16365,26,-1.0304
ENSG00000113369,ARRDC3,31,0.29011,15,-0.8803,37,0.71327,20,-0.4717,27,0.04295,19,-0.4922
ENSG00000237187,NR2F1-AS1,65,-0.2774,90,0.29727,72,-0.1266,60,-0.3992,101,0.44385,93,0.31977
ENSG00000175745,NR2F1,172,0.05615,201,0.34402,157,-0.1136,113,-0.6546,250,0.66008,137,-0.3074
ENSG00000113391,FAM172A,42,-0.0984,67,0.73513,35,-0.4476,44,-0.0251,51,0.19486,30,-0.6352
ENSG00000133302,SLF1,30,-0.4538,71,1.13012,23,-0.9654,51,0.47484,32,-0.3194,26,-0.5994
ENSG00000175471,MCTP1,37,-0.8845,75,0.32521,50,-0.4200,110,1.08674,53,-0.2397,39,-0.7224
ENSG00000198677,TTC37,49,-0.7997,150,1.25265,54,-0.6858,98,0.38813,63,-0.3449,46,-0.8295
ENSG00000164292,RHOBTB3,310,1.14578,203,0.31627,109,-0.8345,38,-2.3915,341,1.15060,108,-0.7103
ENSG00000173221,GLRX,29,-0.5422,23,-0.9488,39,-0.0805,69,0.99853,22,-0.9377,65,0.76772
ENSG00000118985,ELL2,67,-0.6096,119,0.39864,108,0.25472,99,0.05855,66,-0.5646,90,-0.0891
ENSG00000175426,PCSK1,36,-1.7394,100,-0.1023,141,0.59218,158,0.74084,51,-1.1157,105,-0.0154
ENSG00000153113,CAST,80,-0.4938,187,1.05798,82,-0.5124,146,0.56860,57,-0.9584,50,-1.1754
ENSG00000164307,ERAP1,10,-0.4960,16,0.25538,13,-0.1039,16,0.27467,12,-0.1788,16,0.19209
ENSG00000113441,LNPEP,56,-1.0362,124,0.30569,125,0.35864,134,0.44228,90,-0.2331,59,-0.8743
ENSG00000145721,LIX1,68,1.99749,18,-0.6176,6,-2.2827,18,-0.5972,35,0.47349,23,-0.1668
ENSG00000058729,RIOK2,10,-0.4557,14,0.21295,10,-0.4114,16,0.41980,17,0.49036,12,-0.1347
ENSG00000174136,RGMB,33,-0.4604,30,-0.6151,44,0.01787,56,0.45775,71,0.78900,37,-0.2433
ENSG00000153922,CHD1,35,-0.1306,88,1.74465,25,-0.7420,25,-0.6645,31,-0.2894,9,-2.1064
ENSG00000174132,FAM174A,26,-1.0087,41,-0.2706,47,-0.0779,84,1.03313,48,-0.0294,43,-0.1821
ENSG00000145730,PAM,47,-1.2233,65,-0.7093,102,0.05998,152,0.80753,122,0.33661,131,0.45086
ENSG00000145723,GIN1,6,-1.1845,25,1.18029,10,-0.4833,8,-0.8372,22,0.78138,16,0.26408
ENSG00000145725,PPIP5K2,23,-1.1437,93,1.32383,40,-0.3258,47,0.01780,46,-0.0404,25,-0.9689
ENSG00000181751,C5orf30,30,-0.6589,40,-0.1733,32,-0.6090,67,0.78402,61,0.53553,54,0.32473
ENSG00000112874,NUDT12,19,0.12217,20,0.18057,15,-0.3607,12,-0.6223,30,0.83125,20,0.16531
ENSG00000184349,EFNA5,23,-1.3547,72,0.57302,50,-0.1112,82,0.81736,44,-0.2884,33,-0.7311
ENSG00000145743,FBXL17,115,-0.0445,128,0.15214,120,0.04688,107,-0.1648,153,0.42637,80,-0.6079
ENSG00000151422,FER,48,-0.1002,104,1.37137,44,-0.2870,22,-1.3780,69,0.46069,16,-1.7737
ENSG00000198961,PJA2,353,-1.0493,709,0.12101,792,0.36802,849,0.45167,576,-0.2185,510,-0.4087
ENSG00000112893,MAN2A1,23,-1.0385,63,0.72974,59,0.70745,32,-0.4655,28,-0.6406,25,-0.7974
ENSG00000186952,TMEM232,11,-0.0878,22,1.27378,9,-0.4551,9,-0.3937,10,-0.2641,5,-1.2177
ENSG00000164209,SLC25A46,57,-0.9226,94,-0.1019,115,0.29180,137,0.57137,85,-0.2474,91,-0.1444
ENSG00000134987,WDR36,9,-1.3304,26,0.32702,29,0.57274,25,0.27313,13,-0.7272,18,-0.3212
ENSG00000152495,CAMK4,87,-0.5289,125,0.08323,62,-1.1801,181,0.77606,228,1.07766,110,-0.1236
ENSG00000164211,STARD4,18,-0.9251,26,-0.3130,44,0.68439,35,0.18959,23,-0.4858,34,0.12997
ENSG00000134986,NREP,106,-0.7442,118,-0.5715,284,1.22717,85,-1.1097,151,-0.1411,198,0.28789
ENSG00000224032,EPB41L4A-AS1,45,-0.2412,28,-0.9924,64,0.42522,45,-0.2437,53,0.04857,88,0.87116
ENSG00000134982,APC,585,-0.0917,1174,1.25133,640,0.07272,320,-1.0925,501,-0.3278,206,-1.6708
ENSG00000153037,SRP19,62,-0.3094,96,0.46908,60,-0.3856,83,0.20044,68,-0.1165,83,0.18089
ENSG00000129625,REEP5,171,-1.2401,302,-0.3111,348,-0.0743,560,0.81800,252,-0.5620,615,0.87027
ENSG00000172795,DCP2,25,-0.8597,49,0.25093,51,0.34745,43,0.03711,46,0.11087,35,-0.2896
ENSG00000171444,MCC,21,0.92634,18,0.54053,4,-1.8221,2,-2.5322,33,1.54537,14,0.15188
ENSG00000047188,YTHDC2,21,-0.8531,53,0.74827,28,-0.4073,48,0.55242,32,-0.1422,27,-0.4248
ENSG00000080709,KCNN2,12,-0.1823,12,-0.1806,5,-1.4816,29,1.49238,15,0.23555,9,-0.5512
ENSG00000152503,TRIM36,20,-1.4188,44,-0.1455,53,0.21074,93,1.28918,26,-0.9400,27,-0.8710
ENSG00000164219,PGGT1B,29,0.14952,40,0.77688,19,-0.6314,17,-0.7700,45,0.87159,18,-0.6064
ENSG00000164221,CCDC112,27,-0.9276,86,1.13567,32,-0.7276,55,0.26874,54,0.19869,36,-0.4425
ENSG00000145780,FEM1C,32,-0.1303,30,-0.2684,28,-0.3845,40,0.25918,62,0.95668,30,-0.2076
ENSG00000134970,TMED7,53,-0.0671,39,-0.5936,57,0.06333,49,-0.2110,79,0.57941,75,0.50210
ENSG00000129596,CDO1,34,-0.1763,17,-1.2732,19,-1.2023,66,1.10339,53,0.56129,66,0.92519
ENSG00000145782,ATG12,42,-0.5899,69,0.26646,52,-0.2614,65,0.17104,79,0.46393,66,0.16490
ENSG00000177879,AP3S1,74,-0.5967,66,-0.8006,141,0.59370,128,0.33371,116,0.14030,92,-0.2156
ENSG00000145781,COMMD10,12,-0.2019,11,-0.3179,16,0.33767,18,0.47335,6,-1.1717,13,-0.0699
ENSG00000092421,SEMA6A,33,0.31690,30,0.12044,30,0.18034,21,-0.4474,30,0.12995,16,-0.8764
ENSG00000172869,DMXL1,25,-0.5936,48,0.54925,29,-0.3862,44,0.35384,37,0.03339,35,-0.0285
ENSG00000133835,HSD17B4,56,-0.2852,69,0.06787,45,-0.7226,98,0.73038,71,0.12609,75,0.21370
ENSG00000151304,SRFBP1,16,-0.4597,46,1.59457,15,-0.5500,17,-0.3069,14,-0.6058,9,-1.2090
ENSG00000205302,SNX2,34,-0.6599,65,0.45046,41,-0.3900,62,0.36173,60,0.27687,51,0.00315
ENSG00000064652,SNX24,22,-0.3008,35,0.51172,21,-0.4436,28,0.08710,28,0.06377,31,0.22790
ENSG00000168944,CEP120,14,-0.5740,29,0.61423,17,-0.3580,17,-0.3028,34,0.82234,20,-0.0690
ENSG00000151292,CSNK1G3,42,-0.4197,76,0.63373,51,-0.0826,55,0.05094,63,0.26076,27,-1.0686
ENSG00000168916,ZNF608,25,0.45131,33,1.03234,5,-2.1408,3,-2.6707,63,2.06398,10,-1.0027
ENSG00000155324,GRAMD2B,95,1.21484,68,0.54352,13,-2.2272,7,-3.0793,145,1.80632,31,-0.7487
ENSG00000164904,ALDH7A1,128,1.44701,60,-0.0485,28,-1.3971,24,-1.5014,119,1.09040,49,-0.3472
ENSG00000164902,PHAX,90,-0.2051,147,0.69235,87,-0.2914,94,-0.1246,130,0.40196,59,-0.8198
ENSG00000164241,C5orf63,36,0.99874,34,0.89155,16,-0.5503,6,-1.8517,27,0.37894,5,-2.0459
ENSG00000145794,MEGF10,39,0.89343,21,-0.1935,12,-1.2287,3,-2.9648,67,1.73220,35,0.58096
ENSG00000164244,PRRC1,9,-0.3607,13,0.39123,4,-1.7027,14,0.43675,29,1.68189,6,-0.9457
ENSG00000205279,CTXN3,41,0.29502,17,-1.1257,11,-1.9701,59,0.99214,54,0.70950,61,0.91790
ENSG00000245937,LINC01184,30,-0.3716,47,0.37098,40,0.08005,35,-0.1374,31,-0.2921,43,0.19553
ENSG00000064651,SLC12A2,62,-0.5809,129,0.70848,111,0.49198,64,-0.5327,62,-0.5376,59,-0.6129
ENSG00000066583,ISOC1,5,-1.4754,8,-0.7608,24,1.27296,7,-0.9451,23,0.86611,11,-0.2612
ENSG00000198108,CHSY3,1,-2.7585,12,0.10470,19,1.24028,10,-0.1292,10,-0.1846,6,-0.7575
ENSG00000169567,HINT1,318,-0.5337,197,-1.3010,406,-0.1314,633,0.69707,302,-0.5670,961,1.33168
ENSG00000186687,LYRM7,97,-0.3155,165,0.65006,131,0.24176,83,-0.5627,136,0.25441,58,-1.0723
ENSG00000158985,CDC42SE2,135,-0.5783,184,-0.0551,225,0.35600,166,-0.2277,211,0.16796,228,0.29740
ENSG00000158987,RAPGEF6,19,-0.4863,44,1.06365,29,0.30442,15,-0.8052,17,-0.6015,15,-0.7879
ENSG00000217128,FNIP1,17,-1.1006,49,0.73927,28,-0.2587,36,0.19569,43,0.42822,27,-0.2940
ENSG00000164398,ACSL6,217,-0.1616,306,0.45731,171,-0.6176,226,-0.0914,368,0.70630,239,0.00556
ENSG00000113522,RAD50,140,-0.7048,431,1.38752,160,-0.5421,225,0.09394,192,-0.1636,79,-1.5101
ENSG00000131437,KIF3A,227,-1.6980,1128,1.07034,644,-0.0022,908,0.63151,352,-0.9347,280,-1.2820
ENSG00000164402,SEPTIN8,172,-0.5010,237,0.05157,245,0.12374,238,0.05565,203,-0.1981,303,0.43674
ENSG00000198944,SOWAHA,186,1.81799,29,-1.5653,10,-3.3170,62,-0.3728,168,1.30817,92,0.29999
ENSG00000164403,SHROOM1,14,0.55475,9,-0.2510,15,0.65782,2,-2.1892,12,0.18091,9,-0.2704
ENSG00000164405,UQCRQ,300,0.05098,128,-1.3473,236,-0.4033,376,0.46449,248,-0.2567,641,1.31959
ENSG00000072364,AFF4,90,-0.2360,169,0.91475,79,-0.5214,95,-0.1472,123,0.27953,72,-0.5601
ENSG00000155329,ZCCHC10,18,-0.7847,43,0.70468,27,-0.1742,31,0.08797,34,0.24922,23,-0.3417
ENSG00000170606,HSPA4,65,-0.9344,136,0.32582,99,-0.2650,188,0.95499,90,-0.3568,83,-0.4862
ENSG00000053108,FSTL4,11,-0.9089,16,-0.2867,21,0.23023,36,1.20204,4,-2.0896,15,-0.3377
ENSG00000113583,C5orf15,12,-1.2102,23,-0.2010,29,0.19273,30,0.22799,46,0.90420,25,-0.0842
ENSG00000213585,VDAC1,134,-0.9784,175,-0.5434,245,0.03593,389,0.90224,204,-0.2584,313,0.42062
ENSG00000113558,SKP1,373,-0.5420,369,-0.5612,476,-0.1463,732,0.65714,515,0.00618,750,0.61560
ENSG00000113575,PPP2CA,143,-1.0633,209,-0.4416,331,0.41059,360,0.51835,248,-0.1405,316,0.24574
ENSG00000006837,CDKL3,21,-0.0081,40,1.21071,16,-0.5191,12,-0.9494,28,0.46468,11,-1.0034
ENSG00000119048,UBE2B,109,-0.5063,164,0.19508,153,0.08040,157,0.11837,141,-0.0605,155,0.08918
ENSG00000237190,CDKN2AIPNL,32,-0.4946,31,-0.5643,53,0.41186,53,0.36596,40,-0.1181,44,0.04104
ENSG00000043143,JADE2,29,-0.4225,35,-0.1147,40,0.11312,40,0.09067,57,0.67166,29,-0.4059
ENSG00000152700,SAR1B,48,-0.0987,48,-0.1293,50,-0.0437,53,0.05237,78,0.66735,38,-0.4503
ENSG00000113615,SEC24A,12,-0.5005,17,0.12336,18,0.30022,17,0.10631,17,0.08692,11,-0.5382
ENSG00000164615,CAMLG,84,-0.8423,118,-0.2813,165,0.34929,167,0.32447,139,-0.0009,158,0.20443
ENSG00000145833,DDX46,58,-0.5807,130,0.88165,63,-0.4903,105,0.45487,70,-0.2436,52,-0.6973
ENSG00000181904,C5orf24,59,-0.3746,82,0.20557,73,-0.0050,68,-0.1313,120,0.81074,48,-0.6540
ENSG00000113621,TXNDC15,23,-0.9607,32,-0.4770,44,0.10470,57,0.55054,52,0.33436,53,0.37751
ENSG00000113648,H2AFY,72,-0.5729,89,-0.2108,106,0.11466,111,0.18485,137,0.49532,105,0.06949
ENSG00000145824,CXCL14,439,1.88915,76,-1.3878,28,-3.0407,52,-1.9757,540,1.94452,185,0.07396
ENSG00000113658,SMAD5,44,0.20942,63,0.90641,28,-0.6348,19,-1.1686,75,1.08993,17,-1.2060
ENSG00000152377,SPOCK1,200,-0.8632,312,-0.1216,454,0.64667,409,0.36148,245,-0.4907,232,-0.5705
ENSG00000146021,KLHL3,16,-0.9987,32,0.16365,33,0.27741,39,0.55539,26,-0.1371,18,-0.6838
ENSG00000177733,HNRNPA0,100,-0.3729,116,-0.1226,102,-0.3687,167,0.53868,128,0.05574,165,0.45807
ENSG00000031003,FAM13B,33,-0.6856,83,0.97426,52,0.09232,43,-0.2287,44,-0.1784,26,-0.9721
ENSG00000112981,NME5,18,-0.4207,23,-0.0334,21,-0.1413,32,0.60755,17,-0.4561,27,0.22468
ENSG00000112983,BRD8,44,-0.6977,76,0.24177,68,0.04986,67,0.01844,92,0.51751,61,-0.1470
ENSG00000094880,CDC23,13,-1.2249,26,-0.0373,27,0.03398,34,0.42073,36,0.44679,32,0.28405
ENSG00000120709,FAM53C,34,-0.4598,45,0.01369,55,0.40164,30,-0.6954,55,0.32671,56,0.36778
ENSG00000120733,KDM3B,47,0.16128,60,0.62258,38,-0.2003,33,-0.4550,55,0.41120,20,-1.1503
ENSG00000132563,REEP2,86,-0.5433,96,-0.3475,141,0.37350,153,0.47191,86,-0.4804,116,-0.0236
ENSG00000120738,EGR1,41,-0.8769,83,0.32328,88,0.49851,89,0.45149,49,-0.5385,23,-1.6575
ENSG00000120705,ETF1,37,-0.5788,45,-0.2489,44,-0.3109,68,0.46133,60,0.21108,83,0.73625
ENSG00000113013,HSPA9,131,-0.8998,303,0.54801,175,-0.4737,316,0.63185,230,0.04146,213,-0.0829
ENSG00000044115,CTNNA1,78,0.03762,74,-0.0517,68,-0.2402,45,-0.8893,139,0.96983,106,0.52565
ENSG00000146006,LRRTM2,31,-0.7342,68,0.61848,43,-0.2199,55,0.23097,65,0.46369,30,-0.7487
ENSG00000120725,SIL1,10,-1.1198,25,0.43498,16,-0.3532,33,1.01496,10,-0.9285,19,-0.0256
ENSG00000120727,PAIP2,140,-0.6193,184,-0.1637,219,0.16005,206,0.03566,262,0.41840,243,0.29666
ENSG00000170464,DNAJC18,51,-0.6489,81,0.12040,78,0.05528,85,0.21213,108,0.57848,55,-0.4948
ENSG00000131508,UBE2D2,70,-0.4460,57,-0.7847,88,-0.0562,123,0.56715,69,-0.4281,163,0.96754
ENSG00000171604,CXXC5,158,-0.4735,202,-0.0506,261,0.46780,172,-0.3248,258,0.34397,184,-0.1907
ENSG00000146005,PSD2,88,0.88305,44,-0.3616,18,-1.9070,21,-1.5320,157,1.80689,85,0.70771
ENSG00000185129,PURA,155,-0.4927,342,0.95344,210,0.03124,171,-0.3231,205,-0.0130,101,-1.0954
ENSG00000182700,IGIP,71,-0.6652,100,-0.0839,115,0.18456,107,0.03810,139,0.45425,114,0.13049
ENSG00000120306,CYSTM1,94,0.54533,44,-0.7664,49,-0.6596,74,0.09219,87,0.34598,110,0.74382
ENSG00000113068,PFDN1,72,-0.6167,91,-0.2156,101,-0.0366,161,0.83263,89,-0.2235,94,-0.1505
ENSG00000131503,ANKHD1,74,-0.4476,188,1.31417,74,-0.4835,79,-0.3320,83,-0.2184,67,-0.5654
ENSG00000213523,SRA1,22,-0.4124,22,-0.3888,31,0.16812,31,0.14745,28,-0.0095,40,0.54729
ENSG00000113108,APBB3,11,-1.3440,20,-0.4632,28,0.07371,41,0.80034,20,-0.4645,45,0.83210
ENSG00000176087,SLC35A4,21,0.09554,17,-0.2613,19,-0.0129,18,-0.1736,21,0.10787,26,0.43235
ENSG00000131495,NDUFA2,148,-0.0302,88,-0.8972,139,-0.1549,165,0.16354,141,-0.1048,296,1.11818
ENSG00000113141,IK,98,-0.5610,205,0.75649,108,-0.4494,170,0.40021,122,-0.1749,109,-0.3542
ENSG00000120314,WDR55,10,-0.0774,10,-0.0681,10,-0.0778,13,0.39576,7,-0.5952,12,0.16263
ENSG00000170445,HARS,54,-0.7577,75,-0.2134,96,0.23471,101,0.29306,79,-0.1200,111,0.42789
ENSG00000146007,ZMAT2,180,-0.1503,243,0.38332,169,-0.2884,237,0.33869,181,-0.1321,152,-0.3978
ENSG00000081818,PCDHB4,11,0.00229,15,0.58883,8,-0.5810,8,-0.5302,9,-0.2510,19,0.88771
ENSG00000177839,PCDHB9,6,-0.8112,13,0.44745,10,-0.1367,13,0.37929,15,0.55225,5,-0.9697
ENSG00000120324,PCDHB10,7,-0.9539,15,0.26677,17,0.56586,14,0.14564,7,-0.9176,12,-0.1708
ENSG00000120327,PCDHB14,8,-0.8493,21,0.64332,8,-1.0314,17,0.30369,30,1.19903,12,-0.2910
ENSG00000178913,TAF7,74,-0.9436,172,0.51180,119,-0.1719,159,0.36443,140,0.11602,123,-0.0905
ENSG00000131504,DIAPH1,37,0.39069,40,0.53751,15,-1.2287,24,-0.3644,55,1.00535,26,-0.2377
ENSG00000171720,HDAC3,12,-0.8284,17,-0.3076,22,0.20644,28,0.58061,16,-0.3915,25,0.36759
ENSG00000164620,RELL2,18,-1.0104,20,-0.8761,47,0.69258,48,0.63178,10,-1.8387,49,0.60424
ENSG00000081791,DELE1,22,-0.0153,20,-0.1946,20,-0.1970,24,0.11457,19,-0.3015,35,0.72319
ENSG00000013561,RNF14,26,-1.0235,28,-0.9109,62,0.48395,57,0.27621,59,0.30751,70,0.57380
ENSG00000113552,GNPDA1,20,-0.6384,25,-0.3132,37,0.43749,37,0.38238,22,-0.4508,31,0.04948
ENSG00000131507,NDFIP1,319,-0.9309,401,-0.5583,611,0.18644,867,0.82805,572,0.04181,546,-0.0308
ENSG00000187678,SPRY4,9,-0.2551,11,0.14993,10,-0.1070,11,0.15507,11,0.16584,10,-0.0559
ENSG00000113578,FGF1,97,1.02433,54,-0.0916,64,0.25804,15,-2.1212,60,0.09518,38,-0.6113
ENSG00000145819,ARHGAP26,99,-0.7781,256,0.90479,148,-0.1233,196,0.38492,102,-0.6747,89,-0.8810
ENSG00000113580,NR3C1,77,-0.5625,131,0.35075,115,0.12353,120,0.18578,111,0.04629,74,-0.5726
ENSG00000145817,YIPF5,46,-0.1463,61,0.36499,34,-0.6914,70,0.63913,53,0.09207,37,-0.4459
ENSG00000183775,KCTD16,174,-0.2086,244,0.39172,106,-1.1175,311,0.86026,308,0.73097,77,-1.4287
ENSG00000133706,LARS,79,-0.5972,169,0.75890,101,-0.2010,133,0.29859,91,-0.3283,79,-0.5425
ENSG00000091009,RBM27,60,-0.5231,139,0.99951,71,-0.2872,65,-0.3878,124,0.66777,37,-1.2215
ENSG00000113649,TCERG1,61,-1.2633,274,1.43792,103,-0.4710,149,0.21140,112,-0.2591,65,-1.0931
ENSG00000156475,PPP2R2B,128,-0.5818,180,-0.0022,171,-0.0979,214,0.30598,161,-0.1753,263,0.61495
ENSG00000113657,DPYSL3,92,0.96598,41,-0.5203,30,-1.1212,75,0.54785,57,0.04539,47,-0.2540
ENSG00000176049,JAKMIP2,57,-1.0612,191,1.09893,94,-0.2549,106,-0.0216,118,0.14188,75,-0.5680
ENSG00000145868,FBXO38,12,-0.9616,22,0.05469,22,0.00871,25,0.24709,30,0.49298,25,0.21593
ENSG00000173210,ABLIM3,17,-0.5704,22,-0.1868,37,0.88699,20,-0.3491,20,-0.3483,20,-0.2896
ENSG00000164284,GRPEL2,11,-0.9933,13,-0.6730,22,0.25618,23,0.25163,29,0.60309,28,0.53879
ENSG00000145882,PCYOX1L,6,-2.0206,25,0.22545,20,-0.1440,37,1.00018,12,-0.8720,31,0.56584
ENSG00000113712,CSNK1A1,139,-0.3096,197,0.30247,154,-0.1441,192,0.25586,182,0.14207,129,-0.4007
ENSG00000155846,PPARGC1B,5,-1.4550,18,0.64726,13,-0.0268,20,0.78855,8,-0.6742,8,-0.6112
ENSG00000113716,HMGXB3,15,-0.6226,23,0.10464,21,-0.0722,22,0.07257,33,0.68438,21,-0.0118
ENSG00000113721,PDGFRB,35,1.24709,17,-0.0733,7,-1.6573,3,-2.7219,43,1.46384,25,0.51802
ENSG00000011083,SLC6A7,14,-1.2770,26,-0.2673,38,0.47456,43,0.63977,18,-0.7925,35,0.24281
ENSG00000070808,CAMK2A,649,0.76713,527,0.36716,308,-0.6265,397,-0.1383,407,-0.0873,252,-0.8268
ENSG00000070814,TCOF1,20,-1.0620,59,0.79425,39,0.04282,40,0.09065,37,-0.0540,28,-0.4601
ENSG00000164587,RPS14,767,0.67980,297,-0.9705,519,-0.0438,361,-0.6557,532,0.00408,900,0.86551
ENSG00000070614,NDST1,21,0.73902,14,0.03313,7,-1.2307,11,-0.3998,23,0.82816,17,0.32746
ENSG00000171992,SYNPO,188,0.78440,90,-0.5244,102,-0.3648,129,0.07799,136,0.15656,99,-0.3328
ENSG00000086589,RBM22,35,-0.4205,46,0.03555,44,-0.0195,48,0.12660,45,0.01454,57,0.37879
ENSG00000132912,DCTN4,57,-0.3671,66,-0.1207,69,-0.0596,83,0.28461,80,0.20162,80,0.19283
ENSG00000211445,GPX3,34,-0.6367,36,-0.5549,35,-0.6612,126,1.90071,12,-2.1768,42,-0.2661
ENSG00000145901,TNIP1,20,-0.5357,23,-0.2751,29,0.16989,33,0.34702,21,-0.4223,38,0.52039
ENSG00000197043,ANXA6,77,-1.7548,145,-0.7645,196,-0.2984,548,1.79301,107,-1.1618,279,0.32080
ENSG00000196743,GM2A,35,1.12526,15,-0.3837,15,-0.4674,11,-0.8747,27,0.51694,17,-0.1752
ENSG00000123643,SLC36A1,7,-1.2834,13,-0.2755,23,0.88893,20,0.51803,9,-0.6868,8,-0.8807
ENSG00000113140,SPARC,260,2.50188,22,-2.1228,36,-1.5006,66,-0.4294,53,-0.7288,73,-0.2287
ENSG00000177556,ATOX1,91,0.14278,35,-1.4095,68,-0.4060,90,0.12469,86,0.03367,202,1.47342
ENSG00000145907,G3BP1,34,-0.4225,63,0.63468,31,-0.6477,38,-0.2795,75,0.85111,49,0.16094
ENSG00000155511,GRIA1,49,-1.4106,130,0.22413,130,0.24661,139,0.33943,136,0.26301,104,-0.1578
ENSG00000055147,FAM114A2,14,0.25007,16,0.53208,6,-1.2021,19,0.86244,11,-0.0828,4,-1.5245
ENSG00000164576,SAP30L,49,0.60913,28,-0.3421,34,-0.0432,28,-0.3939,41,0.25955,30,-0.2153
ENSG00000155506,LARP1,156,-0.8949,324,0.35452,322,0.38904,261,-0.0356,306,0.22048,176,-0.6444
ENSG00000170271,FAXDC2,39,1.00809,21,-0.1770,22,-0.1042,14,-0.8196,20,-0.2319,20,-0.2428
ENSG00000155508,CNOT8,33,0.01508,24,-0.5112,25,-0.5255,49,0.73896,30,-0.1243,43,0.45408
ENSG00000082516,GEMIN5,11,-0.6034,21,0.50633,8,-1.1218,18,0.24606,35,1.32865,13,-0.2785
ENSG00000082515,MRPL22,14,-0.9193,20,-0.3281,18,-0.5720,33,0.51480,27,0.13542,56,1.34938
ENSG00000170624,SGCD,13,-0.6337,26,0.53453,6,-2.0462,18,-0.1155,59,1.91947,22,0.20441
ENSG00000155868,MED7,7,-1.0682,9,-0.7184,12,-0.4175,26,1.09448,11,-0.3631,28,1.05503
ENSG00000055163,CYFIP2,301,-0.3999,307,-0.3662,415,0.17896,464,0.35955,398,0.07402,392,0.04798
ENSG00000155858,LSM11,11,-1.8843,41,0.16493,57,0.91795,37,-0.0276,33,-0.1962,29,-0.4140
ENSG00000113282,CLINT1,41,-0.6592,87,0.65098,57,-0.1330,80,0.47062,47,-0.4093,39,-0.7080
ENSG00000145860,RNF145,63,-0.8911,114,0.11297,99,-0.1580,161,0.75739,120,0.18151,86,-0.3495
ENSG00000164332,UBLCP1,35,-1.5269,90,-0.0072,109,0.36684,130,0.65925,79,-0.2147,82,-0.1575
ENSG00000170214,ADRA1B,10,-0.3827,7,-0.9258,8,-0.7154,24,1.22388,21,0.82718,10,-0.3800
ENSG00000113312,TTC1,110,-0.6275,181,0.23180,156,-0.0304,219,0.59238,125,-0.3784,133,-0.2748
ENSG00000170234,PWWP2A,29,-0.2663,63,1.17910,33,-0.0753,20,-0.8700,34,-0.0298,18,-0.9506
ENSG00000170231,FABP6,9,-1.0920,6,-1.6085,37,1.94172,5,-1.9543,12,-0.4779,24,0.53015
ENSG00000164609,SLU7,125,-0.8358,299,0.69959,188,-0.1622,236,0.25414,221,0.11838,148,-0.5086
ENSG00000145864,GABRB2,262,-1.2622,866,0.80872,528,-0.1220,735,0.49021,476,-0.2609,394,-0.5526
