Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000138758,SEPTIN11,308,0.05223,294,-0.0372,278,-0.1247,184,-0.8306,213,-0.5375,519,0.89145,408,0.48980
ENSG00000118816,CCNI,1023,0.07234,892,-0.1648,2064,1.22400,1183,0.31977,655,-0.6449,394,-1.4144,436,-1.2621
ENSG00000138764,CCNG2,53,0.46234,65,0.62300,34,-0.3887,53,0.32896,15,-1.6136,14,-1.7535,37,-0.2732
ENSG00000138767,CNOT6L,35,0.15735,46,0.53913,22,-0.6406,34,0.04007,35,0.09500,26,-0.3636,25,-0.4318
ENSG00000169288,MRPL1,127,0.60526,74,-0.4587,94,-0.0780,86,-0.2559,62,-0.7253,71,-0.5107,110,0.16932
ENSG00000138756,BMP2K,17,-0.9508,73,1.63309,11,-1.3306,31,0.18415,28,0.01522,11,-1.3823,51,0.99864
ENSG00000163291,PAQR3,38,0.84887,24,-0.1841,26,-0.0376,20,-0.4638,27,0.03174,2,-3.7267,25,-0.1226
ENSG00000152784,PRDM8,114,1.45085,9,-2.9376,88,0.41572,71,0.08502,15,-2.2539,3,-4.4418,32,-1.1243
ENSG00000273156,AC124016.2,37,0.24061,31,-0.1480,50,0.64426,42,0.40366,5,-2.7176,21,-0.7527,30,-0.1851
ENSG00000138668,HNRNPD,152,0.01080,144,-0.0860,202,0.46294,172,0.22397,134,-0.1889,115,-0.4263,119,-0.3786
ENSG00000152795,HNRNPDL,420,0.42131,272,-0.4054,206,-0.8345,330,-0.1144,388,0.15345,245,-0.5636,424,0.29712
ENSG00000145293,ENOPH1,154,0.52338,86,-0.5661,99,-0.3513,141,0.22446,158,0.38586,55,-1.2555,70,-0.8895
ENSG00000249242,TMEM150C,94,0.84284,69,0.03691,43,-0.7020,48,-0.5886,28,-1.3186,76,0.19396,54,-0.3455
ENSG00000145284,SCD5,373,-0.2865,786,1.01384,451,0.09512,375,-0.2164,687,0.78269,160,-1.4915,350,-0.3070
ENSG00000138674,SEC31A,96,0.73615,60,-0.2758,58,-0.3241,66,-0.1454,54,-0.4338,28,-1.4257,71,-0.0167
ENSG00000251022,THAP9-AS1,14,-0.2813,9,-0.8244,8,-0.9783,10,-0.7219,16,-0.0221,8,-0.9736,59,2.24503
ENSG00000189308,LIN54,13,-0.4460,24,0.64712,18,0.15432,16,-0.0329,14,-0.2779,22,0.50346,16,-0.0133
ENSG00000138663,COPS4,65,0.46595,25,-1.1908,43,-0.3617,92,1.00370,23,-1.2716,8,-2.8714,49,-0.1395
ENSG00000163319,MRPS18C,62,0.28977,28,-1.0448,61,0.15703,89,0.89665,38,-0.5720,22,-1.3970,30,-0.9277
ENSG00000163624,CDS1,94,1.75168,14,-1.9149,28,-0.9502,52,0.00306,2,-4.5397,19,-1.5497,27,-1.0045
ENSG00000163625,WDFY3,71,0.06588,80,0.24057,61,-0.1763,46,-0.6823,105,0.68844,30,-1.2751,105,0.68704
ENSG00000180769,WDFY3-AS2,19,-0.9571,72,1.38470,29,-0.1154,44,0.61802,32,0.05073,13,-1.3314,33,0.06390
ENSG00000109339,MAPK10,514,0.77071,225,-0.8076,345,-0.1465,366,-0.0599,103,-1.9664,197,-1.0059,505,0.46573
ENSG00000163629,PTPN13,32,-0.6710,68,0.67980,14,-1.7197,42,-0.1073,89,1.14092,54,0.31227,52,0.24912
ENSG00000172493,AFF1,34,0.30771,54,0.94864,25,-0.2849,23,-0.4285,34,0.20858,10,-1.6701,24,-0.3591
ENSG00000145332,KLHL8,57,0.98046,15,-1.4236,46,0.28085,27,-0.5938,21,-0.9117,18,-1.2039,45,0.23590
ENSG00000198189,HSD17B11,32,-0.1276,60,0.91346,32,-0.0719,42,0.36730,21,-0.7162,5,-2.6838,43,0.38812
ENSG00000170502,NUDT9,53,0.90249,33,-0.2061,12,-1.6584,43,0.26678,24,-0.6493,5,-2.9012,36,-0.0346
ENSG00000152583,SPARCL1,5504,0.05119,11837,1.32133,2481,-1.1927,5957,0.18129,3383,-0.7224,1179,-2.2986,6390,0.27496
ENSG00000118785,SPP1,87,-1.2839,80,-1.1288,89,-0.9687,121,-0.5595,969,3.45981,52,-1.7859,63,-1.4840
ENSG00000118762,PKD2,22,-0.3497,15,-0.8350,8,-1.7535,20,-0.4655,33,0.38213,60,1.41354,41,0.75334
ENSG00000163644,PPM1K,254,0.14198,329,0.51780,219,-0.1350,203,-0.2752,226,-0.0875,170,-0.5275,258,0.12874
ENSG00000138642,HERC6,29,0.72603,33,0.66548,8,-1.4486,17,-0.3429,8,-1.3873,14,-0.6618,23,0.09495
ENSG00000145337,PYURF,74,0.12198,56,-0.3488,64,-0.1465,118,0.99241,74,0.07685,32,-1.1801,12,-2.5600
ENSG00000138641,HERC3,35,0.41086,23,-0.3466,34,0.23221,27,-0.1209,12,-1.3802,6,-2.2593,53,0.96291
ENSG00000177432,NAP1L5,334,1.69645,60,-1.7353,176,-0.0919,154,-0.3349,19,-3.3632,77,-1.3650,80,-1.3046
ENSG00000138640,FAM13A,84,0.98098,52,-0.1462,36,-0.7112,37,-0.7313,13,-2.1712,43,-0.4375,77,0.46079
ENSG00000145335,SNCA,434,1.03734,212,-0.4986,369,0.37602,261,-0.1989,69,-2.1817,130,-1.2419,176,-0.7826
ENSG00000163104,SMARCAD1,27,-0.2271,57,1.01336,8,-2.0199,24,-0.4358,30,-0.0006,28,-0.1189,55,0.96841
ENSG00000163110,PDLIM5,31,-1.6923,265,2.18703,57,-0.4698,90,0.29193,83,0.13033,31,-1.3587,101,0.44016
ENSG00000138696,BMPR1B,13,-2.0918,221,3.32725,11,-1.9682,42,0.11274,22,-0.9135,5,-3.0855,44,0.15473
ENSG00000182168,UNC5C,14,-0.2203,23,0.61445,17,0.15540,5,-1.7011,39,1.49158,18,0.21292,9,-0.9072
ENSG00000138698,RAP1GDS1,155,1.20134,32,-1.7062,65,-0.6489,101,0.03565,116,0.25214,20,-2.3679,34,-1.6197
ENSG00000168785,TSPAN5,226,1.14750,81,-0.9145,127,-0.2316,102,-0.6166,116,-0.3676,70,-1.1442,114,-0.3951
ENSG00000151247,EIF4E,134,0.43092,86,-0.4133,114,0.02667,118,0.09339,61,-0.9362,132,0.26447,66,-0.8083
ENSG00000164024,METAP1,41,0.97314,11,-1.3966,29,0.03184,28,0.00578,12,-1.2936,16,-0.8717,21,-0.4426
ENSG00000197894,ADH5,68,0.03804,84,0.37550,74,0.17103,89,0.53869,47,-0.5233,13,-2.4559,64,-0.0654
ENSG00000109270,LAMTOR3,81,0.71848,43,-0.5566,55,-0.1658,78,0.44618,23,-1.4424,34,-0.9148,34,-0.8772
ENSG00000164031,DNAJB14,244,1.20643,81,-1.0093,148,-0.0864,120,-0.4468,78,-1.0593,73,-1.1698,119,-0.4241
ENSG00000164032,H2AFZ,188,0.60541,90,-0.7590,131,-0.1744,264,1.12504,31,-2.3322,29,-2.4349,54,-1.5215
ENSG00000138814,PPP3CA,1352,0.63676,777,-0.4631,1092,0.07100,825,-0.4055,123,-3.1980,620,-0.8094,1821,0.91247
ENSG00000109320,NFKB1,12,-0.1514,17,0.41151,13,-0.0419,12,-0.2034,27,1.15749,4,-1.7231,12,-0.1856
ENSG00000109332,UBE2D3,173,0.11582,101,-0.7574,159,-0.0592,209,0.42687,142,-0.2335,122,-0.4723,179,0.12822
ENSG00000145354,CISD2,74,0.36478,48,-0.4376,97,0.66982,88,0.59426,42,-0.6340,11,-2.5618,29,-1.2009
ENSG00000164038,SLC9B2,28,0.97291,12,-0.6593,11,-0.8326,15,-0.3604,10,-0.9827,19,-0.0123,15,-0.3508
ENSG00000164039,BDH2,20,-1.6461,139,1.81753,42,-0.1959,84,1.05659,60,0.34254,5,-3.1821,34,-0.5203
ENSG00000168772,CXXC4,62,0.96924,6,-2.9531,40,-0.0938,18,-1.3604,48,0.19375,47,0.14790,43,0.01060
ENSG00000168769,TET2,12,-0.9133,11,-0.8776,21,0.13134,16,-0.3087,52,1.65305,5,-1.9337,43,1.32210
ENSG00000138777,PPA2,59,0.72702,30,-0.6036,31,-0.5533,57,0.48702,29,-0.6101,2,-4.2899,41,-0.1190
ENSG00000145348,TBCK,35,0.56270,8,-1.8081,14,-1.0332,26,-0.1358,24,-0.2099,18,-0.6972,50,0.95144
ENSG00000164022,AIMP1,53,-0.4449,33,-1.0471,42,-0.7006,40,-0.8364,166,1.56902,122,1.02187,66,0.01792
ENSG00000138801,PAPSS1,103,0.72656,46,-0.7853,58,-0.4459,53,-0.6188,100,0.42725,33,-1.3012,90,0.25825
ENSG00000245293,AC096564.1,10,-2.5098,38,-0.1647,24,-0.8392,1,-4.8221,187,2.76569,163,2.44582,4,-3.5074
ENSG00000138796,HADH,26,-0.3327,32,0.10767,21,-0.5369,52,1.00015,24,-0.3511,30,-0.0240,19,-0.7481
ENSG00000109475,RPL34,695,-1.1442,1192,-0.0510,2185,0.94347,2112,1.02831,1593,0.41448,1127,-0.1394,440,-1.5725
ENSG00000198856,OSTC,28,0.51551,18,-0.3865,8,-1.5466,37,0.87792,11,-1.1544,6,-2.0029,22,-0.0346
ENSG00000164089,ETNPPL,126,-1.4592,814,1.94365,110,-1.3572,538,1.38428,47,-2.5918,43,-2.7331,335,0.36796
ENSG00000138802,SEC24B,31,0.13505,25,-0.2742,29,-0.0306,27,-0.1358,27,-0.1159,24,-0.3402,40,0.48773
ENSG00000123739,PLA2G12A,59,0.06295,92,0.74625,45,-0.3927,47,-0.3639,90,0.72314,50,-0.2397,28,-1.0932
ENSG00000109534,GAR1,15,0.20526,8,-0.7192,12,-0.2255,21,0.81722,16,0.23266,4,-1.6363,7,-0.9535
ENSG00000170522,ELOVL6,43,0.76738,21,-0.5995,19,-0.7443,31,-0.0495,26,-0.3011,22,-0.5462,25,-0.3498
ENSG00000138660,AP1AR,62,0.46729,23,-1.2030,43,-0.2409,54,0.10236,18,-1.5895,29,-0.8461,91,0.94610
ENSG00000174720,LARP7,131,-0.4014,150,-0.0759,96,-0.7700,106,-0.6651,335,1.25623,260,0.81701,157,-0.0078
ENSG00000145362,ANK2,1100,0.73587,603,-0.4818,891,0.13076,631,-0.4506,386,-1.1596,654,-0.3566,828,0.01440
ENSG00000145349,CAMK2D,164,1.52338,94,-0.0363,93,-0.0500,33,-1.7122,22,-2.2071,64,-0.6172,58,-0.7651
ENSG00000174607,UGT8,11,-1.9584,23,-0.4638,17,-0.8900,1,-4.4996,222,4.16678,22,-0.5509,12,-1.3784
ENSG00000164100,NDST3,39,1.44400,6,-1.8738,17,-0.5119,27,0.24316,1,-4.0495,16,-0.5392,5,-2.2413
ENSG00000269893,SNHG8,64,-0.5953,69,-0.3266,123,0.59633,180,1.48537,94,0.15647,15,-2.5708,18,-2.2919
ENSG00000145388,METTL14,21,-0.1251,7,-1.6950,26,0.24135,11,-1.1983,44,1.09726,15,-0.6554,50,1.28820
ENSG00000172403,SYNPO2,60,0.23029,71,0.42055,15,-1.9523,25,-1.2619,29,-0.9664,82,0.67230,111,1.17789
ENSG00000145390,USP53,24,-0.7870,73,1.22388,21,-0.7580,37,0.09983,40,0.21647,42,0.30653,38,0.14472
ENSG00000164096,C4orf3,156,-0.6722,277,0.40665,195,-0.1575,216,0.00829,330,0.69402,381,0.93974,127,-0.8127
ENSG00000164111,ANXA5,25,-1.2591,118,1.53535,38,-0.3267,56,0.28669,99,1.22059,17,-1.5725,38,-0.3251
ENSG00000164112,TMEM155,91,1.49284,18,-1.6086,54,0.01734,51,-0.0847,0,-6.4768,12,-2.1794,37,-0.5537
ENSG00000123737,EXOSC9,36,0.75052,8,-1.8051,12,-1.2120,20,-0.4819,39,0.62659,8,-1.6996,41,0.70021
ENSG00000138686,BBS7,59,1.28793,6,-2.5835,33,-0.1563,28,-0.4603,16,-1.2826,25,-0.6115,32,-0.2259
ENSG00000138688,KIAA1109,199,0.05826,171,-0.1955,128,-0.6408,105,-1.0166,288,0.64224,185,-0.0744,354,0.98978
ENSG00000138685,FGF2,28,-1.2930,211,2.46195,53,-0.0075,42,-0.4307,37,-0.5810,5,-3.3346,90,0.83280
ENSG00000151458,ANKRD50,33,1.03761,7,-1.6482,17,-0.3814,18,-0.3229,12,-0.9808,12,-0.8860,27,0.26940
ENSG00000164066,INTU,42,-0.5956,75,0.46195,19,-1.5992,47,-0.3260,61,0.12758,78,0.52317,123,1.30275
ENSG00000164070,HSPA4L,144,1.32675,58,-0.6545,63,-0.5440,78,-0.2347,24,-1.9735,26,-1.8489,75,-0.2748
ENSG00000164073,MFSD8,15,-0.3227,9,-1.0192,8,-1.1595,13,-0.5152,25,0.51084,8,-1.1119,59,2.05128
ENSG00000164074,ABHD18,15,-0.4527,31,0.85514,13,-0.5020,10,-0.9472,19,0.05727,32,0.90116,27,0.59679
ENSG00000138709,LARP1B,58,-0.5579,49,-0.6632,100,0.45074,55,-0.5348,72,-0.0623,102,0.47990,165,1.30358
ENSG00000164040,PGRMC2,94,0.49914,45,-0.8199,55,-0.5111,105,0.58568,58,-0.4356,31,-1.3610,65,-0.2489
ENSG00000077684,JADE1,69,0.56103,52,-0.0580,38,-0.5574,52,-0.0884,50,-0.1214,49,-0.1787,32,-0.8350
ENSG00000151466,SCLT1,29,-1.0963,62,0.30731,74,0.58550,33,-0.7457,75,0.61444,97,1.04593,72,0.54849
ENSG00000250241,AC105383.1,15,-0.1713,6,-1.4573,9,-0.7778,5,-1.9027,38,1.43031,22,0.48375,32,1.15441
ENSG00000138650,PCDH10,253,0.90056,90,-1.0495,145,-0.3202,80,-1.3060,157,-0.1956,163,-0.1331,230,0.41005
ENSG00000151012,SLC7A11,35,-1.4487,337,2.80741,35,-1.1438,59,-0.3772,36,-1.0801,32,-1.2835,115,0.71635
ENSG00000109381,ELF2,30,-0.6663,31,-0.4365,19,-1.1315,25,-0.8403,109,1.67832,52,0.39063,69,0.86468
ENSG00000109390,NDUFC1,137,-0.1723,96,-0.6699,166,0.17703,353,1.76932,71,-1.1228,16,-3.3144,29,-2.4518
ENSG00000164134,NAA15,90,0.15921,58,-0.5846,42,-1.0606,45,-1.0409,139,0.81973,147,0.91443,89,0.08849
ENSG00000273247,AC097376.3,10,-0.9658,12,-0.4384,8,-1.1081,10,-0.7171,45,1.70950,44,1.66289,10,-0.7926
ENSG00000172007,RAB33B,16,0.56064,2,-2.2311,8,-0.7423,10,-0.4296,26,1.16489,4,-1.5073,15,0.25537
ENSG00000145391,SETD7,43,-0.2832,77,0.73482,63,0.41305,36,-0.5193,93,1.05934,35,-0.5049,25,-0.9948
ENSG00000153130,SCOC,305,0.89328,147,-0.5921,212,-0.0280,227,0.09020,167,-0.3954,84,-1.4387,85,-1.4187
ENSG00000109436,TBC1D9,92,1.19419,17,-1.8710,64,0.12216,62,0.08934,2,-4.9089,40,-0.5987,34,-0.8625
ENSG00000170153,RNF150,62,0.54501,26,-1.0027,26,-0.9470,44,-0.2043,12,-2.1064,80,0.78114,64,0.41250
ENSG00000109445,ZNF330,24,0.13473,9,-1.3895,19,-0.2864,13,-0.9034,22,-0.0540,21,-0.1390,58,1.53468
ENSG00000170185,USP38,23,0.53468,18,-0.0799,15,-0.3134,13,-0.5408,23,0.35795,5,-1.9824,24,0.38376
ENSG00000109458,GAB1,29,-0.9111,68,0.67011,15,-1.6041,22,-1.1909,168,2.35322,64,0.55876,21,-1.1698
ENSG00000153147,SMARCA5,184,-0.0950,158,-0.3034,94,-1.1079,133,-0.6315,431,1.35121,265,0.51998,165,-0.2405
ENSG00000164161,HHIP,16,-1.6507,47,0.32654,19,-1.0761,6,-2.7495,234,3.61065,22,-0.8203,22,-0.8123
ENSG00000164163,ABCE1,66,0.79590,37,-0.4205,31,-0.7055,40,-0.3032,62,0.39680,26,-0.9395,30,-0.7484
ENSG00000164164,OTUD4,38,0.17435,20,-0.8808,20,-0.9020,15,-1.3722,51,0.58010,51,0.56629,66,1.00943
ENSG00000170365,SMAD1,34,-0.3908,94,1.41575,20,-1.0730,25,-0.8216,40,-0.0097,45,0.18523,61,0.65891
ENSG00000151612,ZNF827,55,0.04848,63,0.25986,10,-2.4826,33,-0.7991,53,-0.0282,65,0.29516,114,1.25051
ENSG00000164167,LSM6,29,0.15870,32,0.27163,51,1.02493,38,0.63823,13,-1.1563,2,-3.4433,7,-1.9803
ENSG00000164168,TMEM184C,19,-0.0349,18,-0.0472,20,0.10940,14,-0.4771,20,0.08811,14,-0.4819,33,0.88374
ENSG00000071205,ARHGAP10,11,-0.9701,28,0.64375,21,0.17201,32,1.02309,22,0.28938,10,-0.9784,14,-0.4214
ENSG00000151623,NR3C2,32,0.56935,28,0.13875,27,0.11303,26,0.05386,10,-1.4454,7,-1.9674,27,0.09647
ENSG00000170390,DCLK2,55,-0.1975,116,1.08935,36,-0.7991,43,-0.5681,29,-1.0859,35,-0.8350,139,1.40362
ENSG00000198589,LRBA,11,-0.8079,10,-0.6953,9,-0.9901,13,-0.3880,16,-0.0291,52,1.94391,25,0.64910
ENSG00000145425,RPS3A,381,-1.0103,600,-0.0716,919,0.61922,1279,1.40533,608,-0.0504,455,-0.5027,238,-1.4860
ENSG00000109686,SH3D19,17,-0.3500,16,-0.3913,18,-0.1831,10,-1.0758,40,1.10224,33,0.78177,27,0.44543
ENSG00000059691,GATB,54,1.04692,13,-1.5908,23,-0.7132,47,0.46434,26,-0.5385,2,-4.0096,25,-0.5550
ENSG00000109670,FBXW7,694,0.53522,351,-0.7185,631,0.19786,276,-1.1625,126,-2.2500,786,0.55694,905,0.79309
ENSG00000164144,ARFIP1,22,0.28868,32,0.82835,11,-0.8073,18,-0.1028,25,0.42262,5,-1.8199,14,-0.4802
ENSG00000109654,TRIM2,401,0.17201,299,-0.3421,324,-0.2171,177,-1.2268,642,0.89359,445,0.28712,426,0.21320
ENSG00000145428,RNF175,57,1.89138,0,-5.2205,19,-0.7437,31,0.06544,1,-4.5841,16,-0.9557,6,-2.3192
ENSG00000145423,SFRP2,2,-3.4420,72,2.60022,0,-4.3088,0,-6.3793,90,3.16412,13,-0.3960,4,-2.1812
ENSG00000171566,PLRG1,64,0.64212,43,-0.2102,31,-0.7126,48,-0.0289,44,-0.1735,18,-1.4756,52,0.09538
ENSG00000164114,MAP9,341,0.91634,122,-1.0334,151,-0.7156,178,-0.5048,148,-0.7378,209,-0.2066,277,0.23696
ENSG00000164116,GUCY1A1,44,0.89654,28,-0.1272,19,-0.7178,18,-0.8744,54,0.90879,14,-1.1794,12,-1.4676
ENSG00000260244,AC104083.1,35,1.34639,32,0.66917,21,-0.0505,10,-1.2142,11,-0.9520,0,-5.6872,10,-1.1225
ENSG00000061918,GUCY1B1,277,1.53055,47,-1.8716,116,-0.5135,125,-0.4346,17,-3.3256,77,-1.1313,161,-0.0081
ENSG00000256043,CTSO,14,-0.4602,40,1.43029,7,-1.3489,26,0.76336,23,0.50935,0,-4.6654,10,-0.8074
ENSG00000109738,GLRB,179,1.59599,28,-1.9576,97,-0.0792,89,-0.2375,9,-3.6358,25,-2.1428,75,-0.4925
ENSG00000120251,GRIA2,630,0.82709,112,-2.1247,210,-1.1896,392,-0.2594,133,-1.8639,359,-0.3711,886,1.10559
ENSG00000164125,GASK1B,64,-0.0748,185,1.76695,49,-0.4645,52,-0.4222,59,-0.1819,11,-2.6429,64,-0.0554
ENSG00000164124,TMEM144,70,-1.4516,57,-1.4386,54,-1.5287,29,-2.5807,1015,4.05608,80,-0.9346,78,-0.9866
ENSG00000171509,RXFP1,57,2.15423,9,-1.7105,21,-0.4826,2,-3.5745,1,-4.8903,5,-2.4670,46,0.77745
ENSG00000171503,ETFDH,20,-0.9675,37,0.18577,14,-1.2669,28,-0.2948,30,-0.1739,41,0.35170,104,1.98706
ENSG00000171497,PPID,64,1.30122,9,-2.1349,29,-0.4720,36,-0.1674,27,-0.6060,23,-0.8547,20,-1.0358
ENSG00000052795,FNIP2,104,0.32930,39,-1.2748,101,0.17680,82,-0.1823,107,0.25813,82,-0.1653,88,-0.0445
ENSG00000109756,RAPGEF2,178,0.60806,112,-0.3412,109,-0.3733,113,-0.3553,63,-1.2149,146,0.08259,160,0.22441
ENSG00000198498,TMA16,26,0.89676,6,-1.5597,9,-1.0601,16,-0.1890,42,1.37551,2,-3.2742,5,-1.8733
ENSG00000145416,MARCH1,45,-0.2750,28,-0.9328,14,-1.9879,34,-0.6789,138,1.67762,98,1.05135,39,-0.4333
ENSG00000170088,TMEM192,41,-0.1110,56,0.40750,45,0.07623,17,-1.4592,53,0.32395,64,0.62026,58,0.47775
ENSG00000109466,KLHL2,128,0.37250,95,-0.2286,80,-0.4942,91,-0.3111,80,-0.4814,142,0.41395,113,0.04561
ENSG00000052802,MSMO1,80,-0.4130,228,1.44326,31,-1.7041,141,0.69068,92,-0.0794,18,-2.5361,95,-0.0381
ENSG00000109472,CPE,1263,-0.4707,3899,1.53940,852,-0.9488,2391,0.78017,573,-1.5458,369,-2.1963,1781,0.19796
ENSG00000196104,SPOCK3,86,-0.0062,41,-1.1539,68,-0.3761,80,-0.1373,268,1.96090,58,-0.6109,12,-2.9162
ENSG00000129116,PALLD,22,-1.2579,129,1.94186,23,-0.8993,47,0.19301,49,0.26089,21,-1.0558,57,0.49107
ENSG00000145439,CBR4,29,0.17251,27,0.02215,17,-0.7270,23,-0.2371,39,0.58884,17,-0.7287,34,0.34690
ENSG00000154447,SH3RF1,34,0.33999,32,0.14287,41,0.52373,26,-0.1918,28,-0.0848,22,-0.4063,11,-1.4223
ENSG00000137601,NEK1,65,-0.7578,152,0.78762,50,-0.9515,37,-1.4941,147,0.73222,163,0.90300,184,1.11399
ENSG00000109572,CLCN3,180,0.60767,115,-0.3179,124,-0.2049,128,-0.1653,164,0.24300,36,-2.0593,133,-0.0911
ENSG00000056050,HPF1,81,0.78235,16,-1.9247,45,-0.4396,70,0.29606,72,0.29975,19,-1.7450,37,-0.7242
ENSG00000198948,MFAP3L,32,-0.6422,70,0.75602,32,-0.4976,62,0.62229,76,0.87578,19,-1.2978,35,-0.3584
ENSG00000109576,AADAT,22,0.41114,26,0.52111,5,-2.0076,13,-0.5489,12,-0.6575,17,-0.1337,29,0.74399
ENSG00000109586,GALNT7,19,0.28541,8,-1.0168,11,-0.6432,7,-1.4156,33,1.08177,8,-1.0129,34,1.16737
ENSG00000164104,HMGB2,92,-0.3429,234,1.29762,78,-0.4982,99,-0.1484,118,0.14502,83,-0.4127,106,-0.0243
ENSG00000164105,SAP30,19,0.11499,12,-0.5671,7,-1.3264,24,0.51107,30,0.83384,3,-2.6291,21,0.28254
ENSG00000164106,SCRG1,93,-0.9315,175,0.27544,153,0.05972,342,1.72298,143,-0.0402,42,-1.8781,46,-1.7519
ENSG00000164118,CEP44,7,-1.0653,23,0.98678,8,-0.6627,9,-0.6414,32,1.52905,0,-4.7259,30,1.39542
ENSG00000145451,GLRA3,28,0.93277,5,-1.8341,8,-1.3415,35,1.12925,1,-3.8436,9,-1.0607,7,-1.5385
ENSG00000150625,GPM6A,2210,0.37159,2450,0.41684,1849,-0.0353,1998,0.09822,243,-3.0791,1115,-0.8194,2304,0.31702
ENSG00000150627,WDR17,63,0.88765,51,0.20428,40,-0.1712,45,0.02286,7,-2.6157,20,-1.2501,30,-0.6316
ENSG00000129128,SPCS3,68,0.43856,71,0.36192,39,-0.5721,55,-0.0465,30,-0.9746,26,-1.1957,75,0.43843
ENSG00000218336,TENM3,64,1.20311,9,-2.2178,27,-0.6264,28,-0.6334,2,-3.9249,14,-1.5908,84,1.19214
ENSG00000129187,DCTD,33,0.49694,19,-0.5130,45,0.83099,37,0.57005,10,-1.4196,11,-1.3883,4,-2.6042
ENSG00000151718,WWC2,20,-0.4268,24,-0.0319,22,-0.1554,18,-0.4978,33,0.49786,29,0.25875,44,0.96863
ENSG00000168564,CDKN2AIP,21,0.46171,5,-1.7313,11,-0.7019,13,-0.4956,22,0.39800,9,-0.9958,33,1.05604
ENSG00000168556,ING2,26,0.13263,4,-2.5720,21,-0.2395,28,0.20851,23,-0.0903,20,-0.3073,42,0.87812
ENSG00000182552,RWDD4,16,0.02809,16,0.03813,10,-0.6497,24,0.77134,20,0.37606,6,-1.3570,8,-0.8849
ENSG00000168538,TRAPPC11,39,0.82603,23,-0.3378,16,-0.9015,31,0.17241,13,-1.1921,9,-1.6749,31,0.15288
ENSG00000173320,STOX2,151,0.57897,81,-0.5921,114,-0.0695,62,-1.0696,135,0.20015,93,-0.3933,158,0.45761
ENSG00000164303,ENPP6,12,-0.0494,0,-5.6797,3,-2.1677,0,-4.6306,74,3.46431,9,-0.5401,3,-2.1093
ENSG00000168310,IRF2,15,-0.3123,43,1.48573,15,-0.1958,12,-0.5856,35,1.11979,1,-3.8318,14,-0.3816
ENSG00000164305,CASP3,17,0.29614,9,-0.7757,8,-0.9507,11,-0.5428,19,0.32089,1,-3.9051,40,1.60521
ENSG00000151726,ACSL1,27,-0.5552,15,-1.2705,23,-0.6548,18,-1.0370,116,2.10783,47,0.46976,38,0.15076
ENSG00000151729,SLC25A4,288,0.81645,94,-1.2168,132,-0.7081,305,0.70191,72,-1.6268,100,-1.1315,135,-0.6741
ENSG00000164323,CFAP97,72,0.37067,41,-0.6341,31,-1.0182,38,-0.7863,119,1.09352,55,-0.1811,65,0.09424
ENSG00000109762,SNX25,26,1.08876,0,-4.7571,25,0.63721,14,-0.2831,6,-1.5443,6,-1.4125,17,-0.0276
ENSG00000186352,ANKRD37,21,0.42112,27,0.67799,17,-0.0489,23,0.44767,10,-0.8934,1,-3.8802,9,-0.9244
ENSG00000109775,UFSP2,34,0.12541,31,-0.0987,15,-1.1343,41,0.39093,36,0.17254,34,0.06594,23,-0.5160
ENSG00000154556,SORBS2,101,0.01057,92,-0.1354,73,-0.4847,59,-0.8761,11,-3.1939,172,0.88539,232,1.40873
ENSG00000109794,FAM149A,14,-0.6545,10,-0.9435,39,1.19864,25,0.47172,3,-2.7723,15,-0.3103,36,1.06418
ENSG00000145476,CYP4V2,22,-0.8599,97,1.80954,10,-1.7979,34,-0.0088,40,0.28090,20,-0.8145,48,0.57949
ENSG00000083857,FAT1,10,-1.2115,43,1.37694,12,-0.6401,25,0.49834,17,-0.1365,11,-0.7620,33,0.90409
ENSG00000109536,FRG1,119,0.37924,66,-0.6709,55,-0.9552,75,-0.5090,164,0.77371,80,-0.3675,126,0.34213
ENSG00000164366,CCDC127,30,0.70981,10,-1.1686,14,-0.7526,33,0.73012,20,-0.1562,7,-1.6475,8,-1.4349
ENSG00000073578,SDHA,139,0.55056,67,-0.7693,78,-0.5423,146,0.49514,88,-0.3667,34,-1.7970,105,-0.0830
ENSG00000249915,PDCD6,109,0.37710,69,-0.4728,73,-0.3810,133,0.66024,81,-0.2180,32,-1.5981,66,-0.5380
ENSG00000180104,EXOC3,69,0.80785,46,-0.1370,24,-1.0971,51,0.04465,39,-0.3943,32,-0.6561,30,-0.7793
ENSG00000171368,TPPP,333,0.04124,275,-0.2729,399,0.31677,217,-0.6998,408,0.35283,457,0.53885,296,-0.1611
ENSG00000028310,BRD9,76,-0.1331,35,-1.2815,54,-0.6407,36,-1.3125,96,0.27312,218,1.68572,111,0.50567
ENSG00000049656,CLPTM1L,69,0.86893,45,-0.1206,42,-0.2450,51,0.05706,27,-0.9007,26,-0.9947,22,-1.2301
ENSG00000286388,AC026748.3,21,1.18169,1,-3.1907,20,0.60524,12,-0.2643,11,-0.3490,0,-4.3130,9,-0.6813
