Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000144320,LNPK,54,-0.3346,54,-0.3415,37,-0.9270,48,-0.5142,78,0.30532,76,0.19949,91,0.48522,70,0.08488
ENSG00000128654,MTX2,28,-1.4578,41,-0.9013,27,-1.5286,72,-0.0521,66,-0.2409,108,0.57970,121,0.77755,101,0.60187
ENSG00000170144,HNRNPA3,325,0.23983,282,0.01598,269,-0.0603,209,-0.4502,320,0.26780,302,0.12198,189,-0.6035,272,-0.0510
ENSG00000116044,NFE2L2,283,2.14575,260,1.97645,69,-0.2639,43,-0.9671,67,-0.3566,25,-1.8003,37,-1.1876,21,-2.2747
ENSG00000018510,AGPS,24,-0.2491,24,-0.2316,27,-0.0418,16,-0.8045,34,0.37691,25,-0.1451,18,-0.6492,33,0.31844
ENSG00000079156,OSBPL6,32,-1.3694,70,-0.1769,51,-0.6727,80,0.02877,111,0.70658,102,0.41564,88,0.17997,62,-0.4248
ENSG00000180228,PRKRA,57,0.05431,50,-0.1440,41,-0.4628,66,0.28232,54,-0.0283,61,0.17345,60,0.12972,54,-0.0269
ENSG00000116095,PLEKHA3,22,-1.7360,60,-0.2176,57,-0.2938,69,-0.0149,80,0.26680,91,0.42138,55,-0.3605,80,0.28223
ENSG00000155657,TTN,62,1.48071,100,2.40514,3,-3.0508,11,-1.2627,34,0.61649,2,-3.6611,12,-1.1378,4,-2.9912
ENSG00000187231,SESTD1,174,1.41750,67,-0.1509,40,-0.9482,43,-0.8320,89,0.37833,69,-0.0987,60,-0.3271,55,-0.5331
ENSG00000144331,ZNF385B,3,-4.0201,15,-1.7746,25,-1.0149,50,0.06555,35,-0.5783,30,-0.7103,58,0.30335,97,1.60009
ENSG00000163510,CWC22,62,0.01919,53,-0.2004,35,-0.8298,27,-1.2537,115,1.40658,36,-0.7870,60,-0.0096,38,-0.8622
ENSG00000170035,UBE2E3,60,-0.9505,54,-1.1211,102,-0.1442,162,0.59092,108,-0.0753,68,-0.7774,166,0.62890,137,0.39376
ENSG00000138434,ITPRID2,103,1.17936,135,1.66556,46,-0.1254,30,-0.7541,41,-0.3672,42,-0.2588,22,-1.2226,33,-0.7659
ENSG00000115252,PDE1A,76,-0.2795,26,-1.8877,26,-1.8721,40,-1.2314,89,-0.0446,64,-0.5505,70,-0.4038,175,1.45711
ENSG00000077232,DNAJC10,45,-0.5398,41,-0.6760,43,-0.6028,25,-1.4022,71,0.20633,96,0.65632,56,-0.1954,82,0.50377
ENSG00000061676,NCKAP1,116,-1.5202,140,-1.2345,331,0.07674,235,-0.4552,310,-0.0276,446,0.55856,340,0.12005,413,0.55013
ENSG00000170396,ZNF804A,0,-8.4928,3,-3.1910,45,0.54163,24,-0.4788,64,1.53449,67,1.18188,25,-0.3969,11,-1.8438
ENSG00000065548,ZC3H15,300,-0.2328,219,-0.7123,291,-0.2784,208,-0.7926,528,0.87301,420,0.29785,345,-0.0137,270,-0.4712
ENSG00000138448,ITGAV,87,1.18851,131,1.93541,70,0.83596,13,-1.7066,21,-1.2017,59,0.54433,26,-0.7367,18,-1.4568
ENSG00000144369,FAM171B,153,-0.1119,167,0.03002,170,0.05347,49,-1.8355,148,-0.1943,400,1.48699,75,-1.1953,170,0.07267
ENSG00000144366,GULP1,3,-2.6152,0,-6.3668,28,0.46048,13,-0.6708,35,1.09633,44,1.19169,23,0.13429,12,-1.0306
ENSG00000204262,COL5A2,0,-8.3932,0,-6.3383,31,0.15951,9,-1.6717,45,1.01700,16,-0.8410,137,2.89892,2,-3.7929
ENSG00000115368,WDR75,32,0.28078,24,-0.1543,16,-0.7549,13,-1.0409,38,0.70894,26,-0.0468,23,-0.2530,24,-0.1816
ENSG00000138381,ASNSD1,45,0.14193,34,-0.2933,32,-0.3971,33,-0.3284,44,0.13269,54,0.42756,47,0.20804,39,-0.1092
ENSG00000128699,ORMDL1,49,-0.0788,48,-0.1003,30,-0.8292,30,-0.8298,56,0.16026,61,0.28036,65,0.36969,55,0.14490
ENSG00000064933,PMS1,23,0.10672,4,-2.5446,7,-1.5362,25,0.23067,30,0.65830,31,0.57629,26,0.33613,17,-0.3999
ENSG00000198130,HIBCH,59,1.23400,40,0.58994,28,0.02443,13,-1.1118,25,-0.1763,22,-0.3300,29,0.06875,22,-0.4496
ENSG00000151689,INPP1,104,1.57860,49,0.31909,23,-0.8304,37,-0.1367,31,-0.5029,29,-0.5025,32,-0.3583,39,-0.0571
ENSG00000151690,MFSD6,191,0.17473,63,-1.5188,83,-1.1018,126,-0.4754,155,-0.1799,258,0.66154,316,0.99841,183,0.13101
ENSG00000138386,NAB1,52,0.34925,47,0.19701,26,-0.7228,29,-0.5429,35,-0.2964,27,-0.6683,35,-0.2454,59,0.70510
ENSG00000115419,GLS,54,-2.2886,88,-1.5848,152,-0.7642,183,-0.4826,270,0.14857,327,0.42452,403,0.76732,328,0.54939
ENSG00000115415,STAT1,19,-1.5232,46,-0.2008,41,-0.3730,33,-0.7049,52,-0.0062,87,0.81889,61,0.24133,61,0.31554
ENSG00000138378,STAT4,1,-4.1707,4,-2.7144,18,-0.7699,17,-0.8550,36,0.36205,77,1.57291,37,0.34303,32,0.12541
ENSG00000128641,MYO1B,3,-3.4587,25,-0.3099,48,0.72052,27,-0.1691,49,1.00009,73,1.45697,17,-0.8617,8,-2.1246
ENSG00000168497,CAVIN2,23,-0.3676,171,3.31750,46,0.68631,40,0.47450,13,-1.4344,2,-3.5094,8,-1.8616,9,-2.0010
ENSG00000144339,TMEFF2,133,0.93693,51,-0.5859,25,-1.6674,33,-1.2399,52,-0.6541,66,-0.1915,51,-0.5867,127,1.14389
ENSG00000196950,SLC39A10,75,-2.0606,90,-1.7909,192,-0.6547,195,-0.6292,393,0.59088,403,0.50482,394,0.46739,332,0.24246
ENSG00000138411,HECW2,80,0.83635,22,-1.1568,21,-1.2289,23,-1.1024,67,0.70547,68,0.58007,21,-1.2196,44,-0.1270
ENSG00000119041,GTF3C3,20,-0.3452,27,0.17503,21,-0.2684,10,-1.3436,33,0.56941,27,0.15907,22,-0.1892,23,-0.0903
ENSG00000197121,PGAP1,41,0.13434,18,-1.1559,33,-0.1993,23,-0.7931,48,0.48570,34,-0.1703,22,-0.8046,46,0.39282
ENSG00000115524,SF3B1,234,0.76791,157,0.12237,73,-1.0474,99,-0.6004,155,0.12863,199,0.49703,86,-0.8045,144,-0.0237
ENSG00000115520,COQ10B,6,-2.8259,21,-0.9695,37,-0.1357,38,-0.0711,40,0.01809,50,0.36803,53,0.43740,51,0.49708
ENSG00000144381,HSPD1,257,0.00865,322,0.36599,225,-0.2037,155,-0.7714,300,0.31277,227,-0.1853,292,0.21012,231,-0.1941
ENSG00000115541,HSPE1,204,0.12368,135,-0.5228,235,0.34777,310,0.80093,171,-0.1863,167,-0.1892,152,-0.3353,183,-0.0596
ENSG00000115540,MOB4,38,-0.7584,24,-1.4709,51,-0.3275,56,-0.1828,58,-0.1586,81,0.40813,100,0.74192,77,0.40337
ENSG00000162944,RFTN2,88,2.49924,72,2.06960,38,0.91442,11,-0.9726,4,-2.7135,5,-2.1341,1,-3.8838,10,-1.3036
ENSG00000115896,PLCL1,212,2.09275,58,-0.1158,24,-1.4755,35,-0.8941,67,0.13247,27,-1.2734,100,0.74760,32,-1.1753
ENSG00000119042,SATB2,53,-0.3419,14,-2.3429,46,-0.5710,49,-0.4588,90,0.62260,121,0.97090,54,-0.3177,63,-0.0986
ENSG00000225953,SATB2-AS1,4,-2.4736,1,-4.4893,20,-0.1619,10,-1.1231,19,-0.2417,49,1.29855,22,-0.0096,34,0.87354
ENSG00000178074,C2orf69,59,-0.2640,58,-0.2939,72,0.05146,53,-0.4412,75,0.13748,96,0.49445,64,-0.1498,71,0.03200
ENSG00000162972,MAIP1,10,-0.7362,3,-2.3526,11,-0.5168,20,0.30367,12,-0.5167,30,0.99546,31,1.04895,17,0.14583
ENSG00000196141,SPATS2L,69,-0.9554,85,-0.6542,135,0.06456,124,-0.0665,211,1.03980,130,0.01049,75,-0.8257,101,-0.4642
ENSG00000082153,BZW1,114,-0.2277,116,-0.2005,88,-0.6121,100,-0.4232,129,-0.0344,125,-0.0828,132,0.00824,172,0.54136
ENSG00000013441,CLK1,238,2.06089,139,1.06815,24,-1.6258,41,-0.8497,45,-0.8321,66,-0.1218,30,-1.3448,63,-0.2502
ENSG00000240344,PPIL3,17,-0.2382,15,-0.4557,11,-0.8739,20,-0.0111,19,-0.0731,20,0.05537,24,0.28554,24,0.42792
ENSG00000196290,NIF3L1,10,-0.9841,10,-0.9644,14,-0.4860,31,0.72348,22,0.21336,29,0.65588,21,0.12839,18,-0.1938
ENSG00000115942,ORC2,36,0.94561,6,-1.7829,6,-1.7353,9,-1.2175,30,0.82244,18,-0.1204,21,0.06366,18,-0.1888
ENSG00000155744,FAM126B,23,-2.2188,52,-1.0407,77,-0.4513,87,-0.2640,132,0.51323,115,0.17691,122,0.27007,120,0.30332
ENSG00000119013,NDUFB3,91,-0.4997,77,-0.7439,175,0.52695,209,0.82265,92,-0.5734,86,-0.5903,128,0.02248,156,0.42578
ENSG00000003402,CFLAR,97,2.09373,111,2.37248,29,0.02203,7,-1.9530,14,-1.2312,7,-2.1067,6,-2.1703,14,-1.1817
ENSG00000115993,TRAK2,144,0.92312,101,0.34360,55,-0.6026,84,0.04855,88,0.16131,57,-0.5406,72,-0.1855,66,-0.3905
ENSG00000082146,STRADB,29,0.97031,18,0.26499,10,-0.6164,12,-0.3464,9,-0.8604,22,0.56903,18,0.18758,16,0.07484
ENSG00000155755,TMEM237,13,-1.6173,26,-0.6335,34,-0.2112,42,0.11494,47,0.37574,57,0.62764,46,0.27923,35,-0.1664
ENSG00000003393,ALS2,22,-0.7065,15,-1.2766,14,-1.3427,39,0.17875,39,0.20320,52,0.63892,38,0.13695,41,0.29988
ENSG00000116030,SUMO1,60,-1.2349,73,-0.9307,154,0.21657,132,-0.0211,120,-0.2029,130,-0.0492,167,0.34423,178,0.56811
ENSG00000055044,NOP58,91,-0.0178,91,-0.0132,60,-0.6483,45,-1.0982,143,0.92199,119,0.40671,73,-0.3630,66,-0.6148
ENSG00000204217,BMPR2,109,-1.1055,122,-0.9481,182,-0.3303,186,-0.3028,283,0.45398,285,0.36991,294,0.41962,227,0.01062
ENSG00000138439,FAM117B,11,-0.8568,8,-1.3367,16,-0.3363,22,0.16395,22,0.15921,42,1.20372,13,-0.6393,21,0.06329
ENSG00000163596,ICA1L,38,-1.1309,52,-0.6637,61,-0.4216,54,-0.6098,126,0.95063,111,0.52013,54,-0.5943,71,-0.2229
ENSG00000138442,WDR12,15,-1.2660,9,-2.1001,23,-0.6546,39,0.13704,53,0.81515,56,0.71484,39,0.12014,30,-0.3448
ENSG00000138380,CARF,29,0.75780,14,-0.4034,14,-0.3415,15,-0.2861,22,0.42854,16,-0.2194,4,-2.1233,19,0.10262
ENSG00000138443,ABI2,189,-0.7535,244,-0.3658,306,-0.0110,186,-0.7790,353,0.26736,428,0.52527,245,-0.3572,347,0.23370
ENSG00000173166,RAPH1,5,-3.0149,49,0.27417,53,0.37612,11,-1.9978,57,0.64612,57,0.51265,63,0.65858,30,-0.6132
ENSG00000114933,INO80D,40,0.82705,36,0.63138,20,-0.2865,8,-1.5329,33,0.64368,10,-1.3635,13,-0.8655,20,-0.2938
ENSG00000023228,NDUFS1,125,-0.8187,176,-0.3061,175,-0.3111,184,-0.2307,248,0.29235,224,0.07195,268,0.36007,223,0.08141
ENSG00000114942,EEF1B2,482,0.64819,540,0.83383,376,0.24241,451,0.53690,226,-0.6437,244,-0.4336,191,-0.8085,302,-0.1260
ENSG00000204186,ZDBF2,8,-2.7711,25,-1.1547,38,-0.5113,23,-1.3009,109,1.62870,82,0.68835,25,-1.1493,38,-0.6285
ENSG00000114948,ADAM23,44,-1.4335,32,-1.8782,55,-1.0957,111,-0.0307,113,0.00530,137,0.31067,301,1.64611,112,-0.0211
ENSG00000118246,FASTKD2,28,-0.7213,45,0.03540,20,-1.1694,37,-0.2594,58,0.54024,46,0.05470,36,-0.3295,48,0.17091
ENSG00000118263,KLF7,61,0.84312,43,0.27223,20,-0.8605,38,0.08334,42,0.29470,25,-0.5924,35,-0.0605,29,-0.4326
ENSG00000118260,CREB1,47,0.04368,54,0.24143,39,-0.2462,30,-0.6670,61,0.57580,72,0.70369,23,-1.0233,35,-0.5235
ENSG00000144401,METTL21A,12,-0.9014,19,-0.1680,20,-0.1485,31,0.57872,23,0.11959,22,0.04934,24,0.15517,21,-0.0809
ENSG00000163249,CCNYL1,5,-1.5687,2,-3.0417,23,0.64153,13,-0.3012,22,0.77146,25,0.79944,13,-0.2069,12,-0.4682
ENSG00000178385,PLEKHM3,5,-3.1135,7,-2.6522,37,-0.3213,57,0.34916,60,0.54716,42,-0.1185,65,0.55223,52,0.23179
ENSG00000188674,C2orf80,29,-1.2023,24,-1.5107,89,0.49692,71,0.14592,93,0.74927,117,0.96167,68,0.06849,33,-1.1648
ENSG00000138413,IDH1,21,0.44682,13,-0.2991,25,0.73149,6,-1.4685,16,0.00640,13,-0.2318,26,0.78341,12,-0.4149
ENSG00000115020,PIKFYVE,31,-0.0734,34,0.10657,37,0.23552,8,-2.0830,39,0.38432,46,0.58041,26,-0.3237,29,-0.2152
ENSG00000078018,MAP2,852,-1.2916,1481,-0.4544,3933,1.12197,2583,0.42039,2902,0.79023,1053,-0.9741,816,-1.3560,1461,-0.5625
ENSG00000144406,UNC80,35,-2.3688,108,-0.7137,201,0.25841,90,-0.9785,259,0.86423,170,-0.0139,175,0.03872,166,-0.0593
ENSG00000197713,RPE,26,-0.0018,16,-0.7845,24,-0.1274,31,0.28151,19,-0.5365,32,0.32240,25,-0.0980,34,0.51790
ENSG00000115365,LANCL1,316,0.74979,114,-0.8485,110,-0.8979,289,0.60595,154,-0.4673,239,0.29875,192,-0.0492,219,0.19132
ENSG00000178568,ERBB4,27,-1.4986,60,-0.2984,92,0.37241,101,0.52491,141,1.49160,14,-2.3895,12,-2.6696,48,-0.7641
ENSG00000144451,SPAG16,82,0.83577,80,0.78903,61,0.36834,42,-0.2322,62,0.48687,25,-1.0257,22,-1.2292,29,-0.9253
ENSG00000138363,ATIC,19,-1.2836,33,-0.4700,35,-0.3809,36,-0.3431,53,0.33480,49,0.13672,56,0.35909,50,0.21538
ENSG00000118242,MREG,5,-1.8761,5,-1.7152,3,-2.5244,1,-3.9134,12,-0.5768,17,-0.0083,9,-0.8676,42,2.25661
ENSG00000079246,XRCC5,117,-0.3783,93,-0.7273,137,-0.1340,71,-1.1408,187,0.44842,157,0.07663,151,0.02254,168,0.23539
ENSG00000260804,LINC01963,22,-1.1289,20,-1.3123,21,-1.2152,33,-0.5509,34,-0.5856,47,0.00998,63,0.46200,86,1.30579
ENSG00000138375,SMARCAL1,14,0.02650,5,-1.4974,13,-0.0458,25,0.91295,14,0.06716,14,-0.0035,17,0.26282,12,-0.2693
ENSG00000197756,RPL37A,2997,0.71819,4077,1.24214,2439,0.38178,3572,1.01366,1176,-0.8823,1144,-0.7987,675,-1.5887,1534,-0.4169
ENSG00000115457,IGFBP2,28,-0.5985,6,-2.7415,8,-2.4923,66,0.72977,19,-1.3431,41,-0.0422,155,2.27891,47,0.21996
ENSG00000115461,IGFBP5,166,1.27826,368,2.88179,54,-0.5410,5,-3.9015,41,-1.0800,137,0.95131,32,-1.2940,9,-3.3425
ENSG00000079308,TNS1,63,1.53678,100,2.42829,22,-0.1898,21,-0.2841,15,-0.9129,3,-2.8136,1,-3.8593,15,-0.9170
ENSG00000163466,ARPC2,117,-1.0998,173,-0.5056,258,0.12050,229,-0.0701,280,0.30727,364,0.67610,243,0.02257,216,-0.1900
ENSG00000127837,AAMP,35,-1.0903,81,0.16305,54,-0.4594,48,-0.6312,70,-0.0731,97,0.46532,85,0.24573,87,0.36109
ENSG00000127838,PNKD,91,-0.6406,91,-0.6314,166,0.30092,219,0.74632,114,-0.3530,112,-0.3170,198,0.58036,144,0.08938
ENSG00000135913,USP37,32,0.88548,8,-1.2524,15,-0.3521,8,-1.2143,24,0.47656,19,0.04220,10,-0.8952,20,0.12223
ENSG00000144580,CNOT9,28,0.06905,25,-0.0841,23,-0.2142,16,-0.7374,25,-0.1204,36,0.46497,22,-0.3051,32,0.32724
ENSG00000115568,ZNF142,7,-1.1089,25,0.87209,8,-0.9212,11,-0.4386,10,-0.6991,25,0.87128,10,-0.5105,19,0.59786
ENSG00000074582,BCS1L,15,-0.3162,21,0.17310,20,0.10581,14,-0.4122,12,-0.7434,15,-0.3610,8,-1.2826,32,1.10605
ENSG00000163481,RNF25,10,-0.8443,6,-1.6354,8,-1.1575,14,-0.4222,15,-0.3753,31,0.88715,16,-0.2025,29,0.99462
ENSG00000171450,CDK5R2,23,-2.1614,36,-1.5042,86,-0.2006,116,0.26847,94,-0.0841,129,0.42774,141,0.58217,121,0.42424
ENSG00000115649,CNPPD1,13,-0.4125,38,1.37312,7,-1.3507,21,0.33529,9,-0.9906,18,0.11345,21,0.35827,18,0.15435
ENSG00000144567,RETREG2,87,-1.3875,142,-0.6525,160,-0.4671,185,-0.2477,183,-0.3135,287,0.44655,364,0.83736,276,0.48068
ENSG00000158552,ZFAND2B,28,-0.1717,29,-0.1354,32,0.00112,33,0.08578,29,-0.1750,43,0.50787,40,0.38299,29,-0.1655
ENSG00000115657,ABCB6,23,-0.7853,20,-1.0339,20,-1.0154,39,-0.0138,34,-0.2691,34,-0.2209,39,-0.0161,65,1.06128
ENSG00000198925,ATG9A,58,-0.5272,49,-0.7699,51,-0.7182,84,0.04476,79,-0.0634,170,1.20804,68,-0.2801,87,0.12716
ENSG00000163516,ANKZF1,11,-0.4118,18,0.29091,11,-0.4021,11,-0.4837,12,-0.4314,20,0.47298,12,-0.3456,20,0.58638
ENSG00000115661,STK16,5,-1.8598,5,-1.9241,34,1.07299,17,-0.0119,19,0.17016,20,0.17388,11,-0.6304,20,0.27689
ENSG00000127824,TUBA4A,131,-1.7901,76,-2.5908,198,-1.1764,287,-0.6200,377,-0.2397,522,0.31295,993,1.39676,600,0.69340
ENSG00000135924,DNAJB2,233,0.92504,143,0.12423,126,-0.0657,96,-0.4982,90,-0.6841,118,-0.1758,96,-0.4981,167,0.46745
ENSG00000054356,PTPRN,61,-2.0034,90,-1.4372,137,-0.8163,200,-0.2377,215,-0.1516,386,0.82044,357,0.69106,305,0.54725
ENSG00000072195,SPEG,14,-0.7712,20,-0.2318,39,0.85025,17,-0.4203,25,0.19188,30,0.42631,5,-2.1635,24,0.14009
ENSG00000123989,CHPF,54,-0.1166,51,-0.2085,75,0.41076,28,-1.0928,55,-0.0899,84,0.59644,80,0.51695,52,-0.1864
ENSG00000188760,TMEM198,9,-0.8207,3,-2.1462,11,-0.5587,8,-0.9825,13,-0.4035,36,1.33169,26,0.74891,20,0.42251
ENSG00000124006,OBSL1,18,-1.2144,34,-0.3131,52,0.36021,53,0.39840,50,0.38445,34,-0.2913,25,-0.7346,43,0.06446
ENSG00000114923,SLC4A3,14,-1.5958,14,-1.6039,35,-0.2668,54,0.39585,40,-0.1004,45,0.10531,72,0.86541,50,0.33732
ENSG00000116106,EPHA4,9,-4.2931,30,-2.6147,131,-0.4115,103,-0.7747,239,0.68313,243,0.56087,261,0.68175,186,0.16604
ENSG00000163082,SGPP2,5,-2.5107,14,-1.1721,21,-0.5121,31,0.06899,34,0.26502,33,0.16876,71,1.41698,27,-0.2035
ENSG00000116120,FARSB,25,-1.3514,18,-1.8396,32,-0.9666,82,0.45997,54,-0.2474,105,0.87348,105,0.86384,69,0.23141
ENSG00000123983,ACSL3,102,-1.2189,147,-0.6659,167,-0.4685,186,-0.3041,260,0.27594,427,1.03801,273,0.29938,210,-0.1378
ENSG00000171951,SCG2,133,-1.2152,146,-1.0796,262,-0.1843,184,-0.7285,429,0.77814,374,0.37746,211,-0.5142,313,0.11918
ENSG00000085449,WDFY1,42,0.29091,27,-0.3878,33,-0.1102,23,-0.6711,40,0.25813,23,-0.6450,25,-0.5450,43,0.39434
ENSG00000135900,MRPL44,10,-1.5376,14,-1.1413,29,-0.0231,19,-0.6326,35,0.32448,36,0.30612,38,0.37976,34,0.30193
ENSG00000135919,SERPINE2,28,-2.2034,296,1.50262,253,1.22421,8,-4.0315,112,-0.1295,475,2.42883,24,-2.3742,7,-4.3870
ENSG00000036257,CUL3,57,-0.6705,46,-0.9898,74,-0.2803,50,-0.8671,84,-0.0961,133,0.65585,135,0.68445,104,0.32538
ENSG00000135905,DOCK10,218,4.18850,43,0.63313,21,-0.5026,14,-1.0904,11,-1.5600,5,-2.4063,0,-9.4249,3,-3.2918
ENSG00000169047,IRS1,0,-6.9259,9,-0.7006,19,0.39939,26,0.97500,12,-0.3514,9,-0.7494,8,-0.8095,22,0.87780
ENSG00000168958,MFF,85,-0.1212,79,-0.2381,112,0.30834,98,0.09765,65,-0.6330,93,0.01819,123,0.46098,107,0.28645
ENSG00000173744,AGFG1,66,0.01871,40,-0.7469,41,-0.7348,62,-0.0803,67,0.04790,117,0.93667,68,0.06488,63,-0.0623
ENSG00000153820,SPHKAP,15,-0.6987,7,-1.8234,13,-0.9463,34,0.51579,25,0.01793,1,-4.3525,23,-0.0965,42,1.15895
ENSG00000153823,PID1,15,-1.3690,28,-0.4583,22,-0.8293,37,-0.0621,34,-0.2389,15,-1.3835,28,-0.4798,71,1.35393
ENSG00000187957,DNER,285,1.18456,185,0.46681,122,-0.1993,156,0.18944,117,-0.3201,46,-1.6770,72,-1.0091,148,0.13713
ENSG00000153827,TRIP12,103,-0.1915,119,0.04150,123,0.08662,96,-0.2944,127,0.17797,107,-0.1268,115,-0.0195,117,0.00505
ENSG00000163053,SLC16A14,16,-0.9240,6,-2.3998,22,-0.4878,35,0.24455,33,0.18442,53,0.91750,41,0.51390,29,-0.0538
ENSG00000135932,CAB39,78,-0.9642,76,-1.0140,113,-0.4077,188,0.38735,114,-0.4655,169,0.22396,257,0.90769,180,0.40261
ENSG00000135916,ITM2C,163,-0.9712,575,1.02346,415,0.48082,221,-0.5100,217,-0.6356,496,0.77355,301,-0.0296,288,-0.1243
ENSG00000204128,C2orf72,37,0.25377,42,0.42772,45,0.53987,20,-0.7099,28,-0.2310,42,0.45473,32,0.02100,26,-0.3489
ENSG00000173692,PSMD1,167,-0.6974,155,-0.8101,122,-1.1769,126,-1.1254,341,0.52513,257,-0.0328,448,0.86508,285,0.15818
ENSG00000135931,ARMC9,0,-5.8462,2,-2.7950,14,-0.2406,16,0.02382,21,0.49426,20,0.33513,26,0.77012,17,0.17060
ENSG00000115053,NCL,901,0.65126,763,0.38033,569,-0.0850,440,-0.4855,826,0.65017,389,-0.6715,478,-0.3564,398,-0.7481
ENSG00000187514,PTMA,4323,2.05020,2250,0.86883,1145,-0.2191,1072,-0.3208,1268,-0.0726,563,-1.2979,489,-1.5071,719,-1.0765
ENSG00000156973,PDE6D,10,-1.0424,17,-0.1959,26,0.44238,28,0.56166,19,-0.0855,18,-0.0822,18,-0.1117,20,0.07759
ENSG00000144524,COPS7B,20,-0.1197,25,0.26340,25,0.27604,11,-0.9961,16,-0.5208,35,0.77445,21,-0.0292,24,0.19916
ENSG00000144535,DIS3L2,20,0.49560,19,0.34564,5,-1.4556,21,0.53020,15,0.02897,16,0.13530,12,-0.3421,13,-0.2140
ENSG00000135930,EIF4E2,39,-0.4594,40,-0.4482,41,-0.3894,64,0.28709,60,0.22466,57,0.11603,61,0.20582,52,-0.0319
ENSG00000115468,EFHD1,266,3.55973,121,1.76539,29,-0.5591,24,-0.8969,7,-2.8536,6,-2.8992,3,-3.5687,13,-1.9752
ENSG00000204120,GIGYF2,147,0.40037,165,0.58445,96,-0.2756,78,-0.5864,171,0.83141,72,-0.7047,84,-0.4822,73,-0.8103
ENSG00000182600,SNORC,65,0.13488,288,2.87429,90,0.66707,14,-2.1111,21,-1.7510,71,0.27303,8,-2.8526,38,-0.7965
ENSG00000066248,NGEF,53,-2.3238,90,-1.5349,209,-0.2621,168,-0.6026,197,-0.4258,620,1.53394,267,0.12011,325,0.54814
ENSG00000085978,ATG16L1,13,-1.1957,9,-1.6930,16,-0.9511,33,0.16909,30,0.03552,42,0.56234,34,0.21413,39,0.55308
ENSG00000077044,DGKD,33,0.92335,23,0.34718,13,-0.5058,38,1.16787,18,-0.0766,15,-0.2928,6,-1.5877,13,-0.5939
ENSG00000085982,USP40,48,1.61950,55,1.87226,14,-0.3584,4,-2.0723,18,0.01304,7,-1.4672,13,-0.4949,7,-1.5779
ENSG00000188042,ARL4C,20,-2.4989,51,-1.1330,147,0.50557,123,0.21360,176,1.05699,61,-0.8570,48,-1.2309,103,-0.0771
ENSG00000157985,AGAP1,274,1.06558,171,0.28887,200,0.53909,133,-0.1054,155,0.15932,87,-0.7500,52,-1.5326,110,-0.4830
ENSG00000132321,IQCA1,45,0.21765,111,1.76776,46,0.25099,5,-2.8236,52,0.58852,42,0.12861,17,-1.2077,15,-1.6577
ENSG00000198612,COPS8,61,-0.9356,76,-0.5884,67,-0.7891,123,0.14277,104,-0.1442,125,0.16878,129,0.22475,151,0.60194
ENSG00000124831,LRRFIP1,46,-1.1041,63,-0.6384,85,-0.1745,65,-0.5825,154,1.01319,115,0.28891,102,0.10034,69,-0.5879
ENSG00000132329,RAMP1,31,-1.3583,190,1.52060,166,1.27865,71,-0.1087,67,-0.2342,70,-0.1366,94,0.33830,30,-1.5823
ENSG00000184182,UBE2F,32,-0.5438,35,-0.4158,40,-0.2024,75,0.80145,45,-0.0506,30,-0.6432,69,0.65443,45,-0.0477
ENSG00000132323,ILKAP,49,0.50198,38,0.07067,29,-0.3036,27,-0.4345,29,-0.3889,46,0.39591,24,-0.5893,43,0.36560
ENSG00000144485,HES6,41,0.58575,46,0.76091,40,0.55066,59,1.19025,18,-0.8237,6,-2.2376,25,-0.2216,24,-0.3490
ENSG00000132326,PER2,3,-2.8619,29,0.26030,38,0.71773,15,-0.7654,35,0.74879,32,0.44838,17,-0.5268,17,-0.6037
ENSG00000204104,TRAF3IP1,61,0.32254,54,0.15332,53,0.10919,49,-0.0040,67,0.61701,26,-0.9567,42,-0.2442,35,-0.6088
ENSG00000065802,ASB1,28,-0.1825,25,-0.3542,41,0.37969,36,0.19634,30,-0.1035,19,-0.8170,23,-0.5249,40,0.45796
ENSG00000068024,HDAC4,45,0.37442,35,-0.0183,42,0.28129,37,0.06530,22,-0.8467,27,-0.3962,25,-0.5282,49,0.66383
ENSG00000130414,NDUFA10,121,-0.4764,74,-1.2231,112,-0.5882,113,-0.5802,163,-0.0182,193,0.25461,281,0.87192,196,0.35382
ENSG00000172428,COPS9,302,-0.5719,566,0.40950,714,0.79068,766,0.90972,321,-0.5711,441,0.01417,389,-0.1843,370,-0.3139
ENSG00000063660,GPC1,44,-0.8896,86,0.11322,88,0.16205,56,-0.5333,70,-0.2471,95,0.27488,93,0.24476,95,0.33960
ENSG00000130294,KIF1A,458,0.07885,388,-0.1802,359,-0.3019,634,0.60280,438,0.00944,354,-0.3247,453,0.06255,422,-0.0581
ENSG00000122085,MTERF4,37,0.37016,27,-0.1342,33,0.17667,21,-0.5261,22,-0.5558,44,0.62886,35,0.28233,31,0.06212
ENSG00000115685,PPP1R7,49,-1.7346,75,-1.0996,166,0.11943,159,0.05711,148,-0.0767,182,0.27144,174,0.19160,199,0.51954
