Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000175166,PSMD2,165,0.10869,131,-0.2590,124,-0.3447,147,-0.0879,204,0.45374,162,0.07686,165,0.10231,149,-0.0581
ENSG00000114867,EIF4G1,95,0.01626,89,-0.0923,115,0.31618,111,0.30379,99,0.07289,74,-0.3866,44,-1.1850,102,0.15448
ENSG00000175182,FAM131A,127,-0.0732,74,-0.9204,58,-1.2776,126,-0.1028,149,0.17906,138,0.05816,119,-0.1745,208,0.85457
ENSG00000163882,POLR2H,43,-0.0058,28,-0.6418,45,0.09493,33,-0.4566,60,0.54779,26,-0.7634,51,0.28419,54,0.44082
ENSG00000090539,CHRD,37,0.09476,19,-0.9473,29,-0.2797,36,0.04781,33,-0.0923,19,-0.9637,57,0.78406,42,0.34776
ENSG00000182580,EPHB3,7,-0.6345,15,0.46184,14,0.41125,9,-0.3466,9,-0.3158,3,-1.9158,14,0.42833,15,0.54174
ENSG00000177383,MAGEF1,41,-0.5986,50,-0.2932,48,-0.3527,43,-0.5683,88,0.62305,60,-0.0084,104,0.90056,62,0.06058
ENSG00000156931,VPS8,27,-0.4196,34,-0.0704,45,0.35238,40,0.21170,38,0.10470,21,-0.8005,34,-0.0932,39,0.15582
ENSG00000187068,C3orf70,18,-0.5720,44,0.87234,25,-0.0422,22,-0.2796,20,-0.4425,56,1.29086,24,-0.1478,14,-0.9757
ENSG00000073803,MAP3K13,99,-0.0406,120,0.26891,95,-0.1027,105,0.05778,55,-0.9459,76,-0.4450,192,1.06341,84,-0.3315
ENSG00000163900,TMEM41A,11,-1.0057,25,0.30856,33,0.77648,19,-0.1254,17,-0.2586,14,-0.5443,19,-0.1214,24,0.27148
ENSG00000163904,SENP2,55,-0.2730,48,-0.4821,62,-0.0943,68,0.05783,57,-0.2268,82,0.36017,68,0.05763,74,0.22533
ENSG00000136527,TRA2B,65,-0.4746,97,0.15364,117,0.45748,96,0.15322,103,0.25135,61,-0.5724,117,0.46610,64,-0.5407
ENSG00000244405,ETV5,75,-0.2352,55,-0.7227,92,0.08669,82,-0.1093,48,-0.9386,117,0.47472,98,0.18904,112,0.46091
ENSG00000058866,DGKG,14,-0.9577,30,0.17765,23,-0.2107,27,0.04894,23,-0.2441,61,1.39206,5,-2.3258,28,0.07054
ENSG00000090520,DNAJB11,14,-0.7936,20,-0.2693,24,0.02020,25,0.04858,22,-0.1492,30,0.34768,36,0.64007,22,-0.1287
ENSG00000156976,EIF4A2,780,-0.1663,524,-0.7861,693,-0.3521,635,-0.5390,1122,0.42317,749,-0.2291,1460,0.86905,1028,0.31749
ENSG00000073849,ST6GAL1,45,0.87510,24,-0.1285,13,-1.0553,30,0.20627,18,-0.6365,17,-0.6966,21,-0.3464,34,0.43499
ENSG00000157005,SST,26,-0.3689,43,0.46691,21,-0.6735,16,-1.1844,16,-1.0895,25,-0.4026,149,2.90219,7,-2.4924
ENSG00000113916,BCL6,39,-0.0950,60,0.60718,44,0.09816,33,-0.3768,49,0.29385,31,-0.4332,39,-0.0952,42,0.02827
ENSG00000145012,LPP,31,-0.4210,109,1.69975,62,0.69343,34,-0.3147,28,-0.5694,47,0.24384,19,-1.1595,21,-1.0887
ENSG00000196083,IL1RAP,9,-0.6395,9,-0.6944,23,0.74820,20,0.63582,8,-0.9039,14,-0.0261,30,1.20636,5,-1.6534
ENSG00000152492,CCDC50,31,-0.6190,73,0.75873,90,1.12824,46,-0.0051,21,-1.2278,46,0.00335,62,0.49304,22,-1.1908
ENSG00000223812,AC073365.1,2,-2.1901,4,-1.6223,11,-0.0137,16,0.58916,8,-0.5629,6,-0.8513,32,1.77180,9,-0.3296
ENSG00000114279,FGF12,263,-0.5426,164,-1.2612,376,0.01975,356,-0.0740,332,-0.1792,392,0.08950,662,0.96562,405,0.15964
ENSG00000180611,MB21D2,18,-0.1051,9,-1.2171,20,0.05670,19,-0.0379,30,0.70329,16,-0.2967,30,0.69709,17,-0.2616
ENSG00000127249,ATP13A4,17,-0.8726,113,2.43781,54,0.99176,20,-0.6912,30,-0.0019,13,-1.2043,13,-1.2340,9,-1.9448
ENSG00000198836,OPA1,175,0.12901,91,-0.8919,102,-0.7172,175,0.14296,197,0.31870,149,-0.1269,135,-0.2831,209,0.47440
ENSG00000114315,HES1,14,-0.8421,96,2.55560,57,1.47091,8,-1.6791,13,-0.9196,16,-0.6218,18,-0.4415,4,-2.5784
ENSG00000133657,ATP13A3,30,-0.4877,42,0.04001,45,0.13907,46,0.20120,14,-1.5746,26,-0.7205,39,-0.0644,61,0.75422
ENSG00000041802,LSG1,21,-0.3880,23,-0.2051,30,0.19510,46,1.04031,11,-1.3294,11,-1.3725,12,-1.1974,34,0.42816
ENSG00000173950,XXYLT1,6,-1.0029,7,-0.7143,15,0.50077,11,0.03905,13,0.22916,10,-0.0840,17,0.70642,10,-0.1853
ENSG00000114331,ACAP2,36,-0.9297,103,0.72420,114,0.90502,76,0.24342,37,-0.9046,70,0.08299,52,-0.3703,49,-0.5169
ENSG00000184203,PPP1R2,82,-0.1068,63,-0.5089,79,-0.1574,75,-0.2780,110,0.36767,100,0.21131,111,0.38960,90,0.05426
ENSG00000189058,APOD,132,-0.4402,259,0.64526,547,2.03157,125,-0.5789,106,-0.7792,93,-0.9805,211,0.30080,75,-1.4095
ENSG00000061938,TNK2,117,0.83204,79,0.18390,54,-0.4316,80,0.22799,61,-0.2206,35,-1.0897,52,-0.4941,74,0.09215
ENSG00000072274,TFRC,67,0.21896,89,0.69515,60,0.03761,48,-0.3430,62,0.09367,36,-0.7579,57,-0.0450,59,0.01021
ENSG00000161217,PCYT1A,51,0.58994,45,0.35638,42,0.27992,42,0.28024,14,-1.3982,29,-0.2966,29,-0.3225,31,-0.2328
ENSG00000213123,TCTEX1D2,28,-0.5615,34,-0.2895,30,-0.4828,22,-1.0091,68,0.85095,61,0.66267,69,0.85251,36,-0.1985
ENSG00000163960,UBXN7,30,-0.6719,44,-0.0678,70,0.67212,61,0.52472,16,-1.5669,34,-0.4959,66,0.59588,39,-0.2768
ENSG00000163961,RNF168,76,0.42640,62,0.10104,92,0.75812,84,0.70259,34,-0.8085,41,-0.5264,23,-1.3976,42,-0.5660
ENSG00000174013,FBXO45,53,-0.0889,29,-1.0256,37,-0.6199,62,0.19625,64,0.21989,70,0.36559,62,0.17201,59,0.11035
ENSG00000163964,PIGX,63,-0.4702,73,-0.2412,74,-0.2114,103,0.36027,112,0.45799,72,-0.2621,97,0.22646,75,-0.2164
ENSG00000174007,CEP19,10,-0.8540,18,0.09071,18,0.03840,20,0.31207,14,-0.3686,12,-0.5489,18,0.03309,21,0.37710
ENSG00000180370,PAK2,51,-0.4336,88,0.42734,110,0.81312,76,0.22500,47,-0.5732,55,-0.3196,84,0.35163,43,-0.7537
ENSG00000119231,SENP5,74,0.16923,34,-1.0142,89,0.47227,69,0.05895,56,-0.2822,56,-0.2604,87,0.43397,66,-0.0226
ENSG00000114503,NCBP2,51,-0.2553,63,0.08044,45,-0.4607,51,-0.2872,69,0.22356,99,0.83262,81,0.49912,45,-0.5113
ENSG00000270170,NCBP2AS2,27,-0.7895,39,-0.2448,43,-0.0940,35,-0.4648,71,0.73221,54,0.26538,59,0.41336,46,0.03308
ENSG00000119227,PIGZ,17,0.03665,13,-0.3620,18,0.18124,13,-0.4447,18,0.17342,18,0.16823,23,0.50761,16,-0.0705
ENSG00000228109,MELTF-AS1,13,0.32740,12,0.23009,2,-2.0777,9,-0.2577,10,-0.0825,8,-0.3630,19,0.96727,11,0.09559
ENSG00000075711,DLG1,98,-0.2743,72,-0.7402,181,0.72311,162,0.62828,61,-0.9995,68,-0.8301,168,0.59857,96,-0.3466
ENSG00000161267,BDH1,36,-0.2403,36,-0.2362,37,-0.1973,33,-0.3979,63,0.66640,55,0.42809,40,-0.0789,43,0.04341
ENSG00000145016,RUBCN,45,-0.1869,46,-0.1628,45,-0.1861,56,0.17988,42,-0.2937,42,-0.2913,48,-0.0788,63,0.41185
ENSG00000122068,FYTTD1,43,-0.7475,62,-0.1817,78,0.19339,65,-0.1033,60,-0.2196,97,0.54845,72,0.07739,74,0.13483
ENSG00000186001,LRCH3,16,-0.8352,37,0.46447,49,0.93800,36,0.52710,17,-0.7625,13,-1.1645,31,0.18887,20,-0.5370
ENSG00000114473,IQCG,16,-0.0088,23,0.59190,25,0.73881,14,-0.1795,10,-0.7271,17,0.10080,17,0.05997,12,-0.5402
ENSG00000182899,RPL35A,701,0.60754,743,0.70503,320,-0.6501,204,-1.4430,637,0.44671,825,0.88672,597,0.33988,305,-0.7903
ENSG00000185621,LMLN,17,-0.2160,10,-1.0580,27,0.49806,25,0.39938,8,-1.4241,9,-1.1911,29,0.60973,25,0.39409
ENSG00000131127,ZNF141,12,-0.0261,9,-0.5440,19,0.66924,14,0.14434,7,-0.7871,15,0.23806,17,0.44516,10,-0.4312
ENSG00000182903,ZNF721,32,-0.8677,53,-0.1081,53,-0.0904,68,0.34347,43,-0.4240,54,-0.0632,53,-0.0928,70,0.39093
ENSG00000174227,PIGG,11,-0.8511,24,0.34201,7,-1.4490,19,-0.0922,24,0.34723,32,0.77005,24,0.33398,18,-0.1538
ENSG00000273238,TMEM271,42,-0.3027,48,-0.0899,17,-1.6202,49,-0.0533,56,0.17409,75,0.64348,38,-0.4414,66,0.48261
ENSG00000283183,AC116565.1,8,-0.5071,4,-1.5504,3,-1.8058,12,0.09339,7,-0.7998,7,-0.7713,23,1.14724,19,0.98464
ENSG00000169020,ATP5ME,642,0.30114,673,0.37855,345,-0.6838,290,-1.0306,837,0.74395,862,0.79533,506,-0.0851,443,-0.3259
ENSG00000185619,PCGF3,64,0.72849,22,-0.9878,25,-0.7602,40,-0.0631,40,-0.0626,44,0.10500,33,-0.3214,52,0.43243
ENSG00000168993,CPLX1,329,1.01308,155,-0.2359,118,-0.6542,163,-0.1747,191,0.10238,61,-1.6631,185,0.05179,215,0.33390
ENSG00000178950,GAK,56,0.07556,49,-0.1501,46,-0.2464,58,0.15098,41,-0.4293,54,-0.0003,58,0.13047,58,0.14548
ENSG00000127419,TMEM175,14,-1.1268,26,-0.1630,30,0.05107,30,0.01664,30,0.03147,22,-0.4394,31,0.11319,40,0.57403
ENSG00000145214,DGKQ,17,0.32873,9,-0.6555,5,-1.4219,17,0.45905,8,-0.7487,6,-1.2104,11,-0.2553,22,0.93286
ENSG00000127418,FGFRL1,8,-0.7949,59,2.74284,18,0.47648,5,-1.4789,14,0.02961,4,-1.7117,9,-0.6089,6,-1.2601
ENSG00000159674,SPON2,6,-0.8455,10,-0.1456,2,-2.6316,2,-2.6792,15,0.45910,38,2.11860,0,-4.7766,19,0.99979
ENSG00000159692,CTBP1,212,0.60572,118,-0.3336,129,-0.2031,134,-0.1619,133,-0.1467,147,0.00683,154,0.08383,151,0.05961
ENSG00000090316,MAEA,63,-0.0128,31,-1.0753,52,-0.3155,50,-0.4169,94,0.65875,48,-0.4182,69,0.13863,87,0.60894
ENSG00000163950,SLBP,74,-0.2397,50,-0.8442,73,-0.2551,89,0.05561,113,0.45182,67,-0.3865,70,-0.3274,117,0.58470
ENSG00000168936,TMEM129,15,-0.0333,24,0.75261,21,0.53268,16,0.03636,13,-0.2064,13,-0.2539,17,0.11627,9,-0.8572
ENSG00000068078,FGFR3,58,-1.2103,524,2.66356,226,0.96503,65,-1.1199,145,0.21591,67,-0.9819,48,-1.4824,34,-2.1354
ENSG00000168924,LETM1,61,0.61835,40,-0.0597,53,0.38662,47,0.22035,31,-0.4382,24,-0.8316,22,-0.9778,45,0.15382
ENSG00000109685,NSD2,79,0.19376,52,-0.4725,67,-0.0647,100,0.68221,53,-0.4239,48,-0.5851,52,-0.4675,74,0.09678
ENSG00000185049,NELFA,18,-0.3213,18,-0.3633,18,-0.2836,19,-0.2992,33,0.61720,25,0.20406,29,0.42342,22,-0.0221
ENSG00000243449,C4orf48,384,0.33585,323,0.05348,188,-0.7964,189,-0.8548,558,0.96920,414,0.45898,233,-0.4590,322,0.05447
ENSG00000185818,NAT8L,308,0.43576,266,0.19282,165,-0.5615,190,-0.3833,218,-0.1256,183,-0.3993,163,-0.5821,338,0.68424
ENSG00000214367,HAUS3,2,-2.7001,16,0.32973,32,1.50536,17,0.54585,6,-1.1419,10,-0.4327,6,-1.1368,12,-0.1740
ENSG00000123933,MXD4,40,0.43175,57,1.04692,33,0.14150,27,-0.2386,24,-0.3465,35,0.19501,28,-0.1198,17,-0.9730
ENSG00000159733,ZFYVE28,19,-0.1887,12,-0.8617,17,-0.3576,27,0.34290,20,-0.1382,9,-1.3086,28,0.39947,30,0.56917
ENSG00000063978,RNF4,44,-0.3087,39,-0.4712,50,-0.1070,57,0.11995,78,0.62769,49,-0.1464,65,0.31687,47,-0.2171
ENSG00000125386,FAM193A,26,-0.1838,30,0.03458,50,0.89784,42,0.70892,22,-0.4304,14,-1.1341,33,0.22663,15,-1.0504
ENSG00000087266,SH3BP2,7,-1.0646,38,1.64657,25,0.91403,9,-0.6982,14,0.00223,22,0.66513,13,-0.1472,3,-2.4511
ENSG00000087274,ADD1,199,-0.2057,242,0.10521,230,0.02334,228,0.00931,214,-0.0915,214,-0.0898,232,0.03750,240,0.10184
ENSG00000109736,MFSD10,33,0.24538,30,0.07027,14,-1.0324,26,-0.1373,35,0.35271,14,-1.0229,22,-0.3613,41,0.68510
ENSG00000087269,NOP14,18,-0.3863,22,-0.1029,29,0.31351,47,1.35653,9,-1.4372,17,-0.4724,12,-1.0921,18,-0.4670
ENSG00000125388,GRK4,37,0.95697,24,0.24449,33,0.74780,28,0.55101,9,-1.1777,9,-1.1662,15,-0.5299,12,-0.9372
ENSG00000197386,HTT,94,0.46781,67,-0.0637,71,0.01568,72,0.05371,58,-0.2999,64,-0.1491,61,-0.2130,71,0.02130
ENSG00000159788,RGS12,27,-0.9230,73,0.64983,33,-0.6280,42,-0.2923,23,-1.1748,136,1.77597,32,-0.6625,42,-0.2728
ENSG00000163956,LRPAP1,93,-0.5169,88,-0.5994,127,-0.0207,93,-0.5623,175,0.49862,112,-0.2273,177,0.51788,166,0.46463
ENSG00000132406,TMEM128,19,0.02382,22,0.28712,15,-0.3305,19,-0.0052,12,-0.6326,14,-0.4871,35,1.04472,16,-0.2700
ENSG00000145220,LYAR,4,-1.4821,13,0.28677,23,1.22720,10,-0.2263,10,-0.1267,9,-0.3620,22,1.11615,5,-1.2714
ENSG00000168824,NSG1,118,-0.3398,67,-1.1906,91,-0.7413,90,-0.8257,264,0.99244,142,-0.0391,125,-0.2416,235,0.92850
ENSG00000168818,STX18,11,-1.0731,27,0.20879,29,0.33200,17,-0.4919,30,0.42812,22,-0.0593,34,0.61083,22,-0.0832
ENSG00000163132,MSX1,1,-3.5766,104,4.25342,5,-1.4859,8,-1.0035,9,-0.7166,6,-1.4295,5,-1.6600,1,-3.2597
ENSG00000072832,CRMP1,149,-0.2377,143,-0.2999,105,-0.7798,163,-0.1039,235,0.49773,176,0.02473,182,0.08286,207,0.33030
ENSG00000181215,C4orf50,37,0.70359,10,-1.2387,13,-0.9205,37,0.81910,17,-0.4855,8,-1.5930,17,-0.5149,31,0.48419
ENSG00000152969,JAKMIP1,47,-0.3367,45,-0.3988,50,-0.2166,54,-0.1305,61,0.08088,61,0.07650,53,-0.1347,77,0.53779
ENSG00000109501,WFS1,21,-1.3459,117,1.38552,58,0.20275,32,-0.8146,89,0.89988,71,0.52109,15,-1.8347,40,-0.4372
ENSG00000074211,PPP2R2C,283,0.47464,167,-0.3770,197,-0.1154,205,-0.0571,218,0.04845,153,-0.5122,194,-0.1382,247,0.28626
ENSG00000013288,MAN2B2,26,-0.7069,40,-0.0713,17,-1.3765,32,-0.4373,66,0.75902,45,0.12758,34,-0.3237,62,0.74784
ENSG00000179010,MRFAP1,462,-0.1055,448,-0.1551,429,-0.2261,351,-0.5944,701,0.57363,646,0.43690,513,0.06035,520,0.09194
ENSG00000170846,AC093323.1,35,-0.4417,35,-0.4698,39,-0.3041,41,-0.2320,51,0.14431,56,0.29661,63,0.47974,54,0.24405
ENSG00000178988,MRFAP1L1,143,0.05345,81,-0.8216,138,0.00591,130,-0.0980,108,-0.3886,178,0.41375,199,0.60044,135,-0.0326
ENSG00000186222,BLOC1S4,14,-0.2353,15,-0.1654,26,0.73073,10,-0.8864,18,0.11621,16,-0.0416,19,0.20955,19,0.25700
ENSG00000170871,KIAA0232,115,-0.3346,98,-0.5708,193,0.50263,207,0.72387,101,-0.5254,83,-0.8243,100,-0.5491,156,0.17318
ENSG00000132405,TBC1D14,38,-0.1716,38,-0.1651,51,0.28597,34,-0.4013,40,-0.0966,52,0.31466,49,0.24571,44,0.08533
ENSG00000173011,TADA2B,29,0.09099,30,0.14949,32,0.23421,29,0.14094,22,-0.3414,24,-0.1955,30,0.15296,24,-0.2495
ENSG00000109519,GRPEL1,43,-0.1564,33,-0.5742,49,0.02855,47,-0.0244,56,0.24402,48,0.00608,45,-0.0775,55,0.24761
ENSG00000184985,SORCS2,15,-0.5915,46,1.19715,39,0.87009,22,-0.0252,12,-0.9897,26,0.20598,23,0.05683,10,-1.3015
ENSG00000196526,AFAP1,21,-0.3103,22,-0.2190,36,0.55056,21,-0.3838,23,-0.2097,42,0.80076,46,0.94503,13,-1.1096
ENSG00000163995,ABLIM2,62,0.14817,29,-1.0432,28,-1.0549,38,-0.6648,77,0.50604,86,0.69113,72,0.39839,67,0.30600
ENSG00000251615,AC104825.1,13,-0.2598,6,-1.2526,15,-0.0273,17,0.23544,16,0.07268,13,-0.1640,12,-0.3012,20,0.54499
ENSG00000071127,WDR1,35,-0.5655,66,0.45790,48,-0.0582,38,-0.4700,59,0.26139,53,0.08043,53,0.09325,55,0.17240
ENSG00000178163,ZNF518B,25,-0.0906,22,-0.2840,34,0.42899,25,-0.0878,10,-1.4059,18,-0.5486,47,0.96149,28,0.11112
ENSG00000002587,HS3ST1,14,-0.1995,11,-0.6427,12,-0.4911,21,0.47119,10,-0.7111,8,-1.0430,41,1.52539,13,-0.4176
ENSG00000157869,RAB28,31,0.06261,28,-0.0997,32,0.08114,20,-0.7157,35,0.23620,34,0.17934,36,0.28431,33,0.15816
ENSG00000038219,BOD1L1,192,-1.0436,244,-0.6804,582,0.71832,655,1.08999,126,-1.6802,277,-0.4840,452,0.29654,292,-0.4472
ENSG00000137449,CPEB2,61,0.43927,36,-0.4096,76,0.80009,53,0.22476,43,-0.1438,19,-1.3799,33,-0.5391,47,0.00287
ENSG00000048342,CC2D2A,15,0.04416,31,1.20540,21,0.56197,16,0.12723,8,-0.9070,20,0.45986,11,-0.4377,5,-1.6553
ENSG00000118564,FBXL5,57,-0.7179,110,0.33312,111,0.34222,77,-0.2627,70,-0.4007,103,0.22379,112,0.35134,90,0.01256
ENSG00000237765,FAM200B,86,0.01497,78,-0.1484,100,0.25525,80,-0.1041,95,0.17466,107,0.36565,116,0.50808,55,-0.7548
ENSG00000169762,TAPT1,59,0.22570,43,-0.2661,56,0.15309,49,-0.0800,44,-0.2434,53,0.04570,50,-0.0399,55,0.11428
ENSG00000169744,LDB2,138,-0.1302,52,-1.6199,114,-0.4226,156,0.08185,181,0.31489,163,0.14093,97,-0.6784,218,0.71996
ENSG00000151552,QDPR,336,0.13052,311,0.00578,845,1.75420,188,-0.8540,234,-0.4386,148,-1.1474,413,0.47051,217,-0.6175
ENSG00000002549,LAP3,15,-1.2174,79,1.45226,56,0.83859,19,-0.9375,32,-0.0892,40,0.26030,16,-1.1599,30,-0.1814
ENSG00000118579,MED28,70,0.57537,43,-0.2230,48,-0.0434,42,-0.2646,50,0.01543,48,-0.0509,69,0.53182,41,-0.3369
ENSG00000163257,DCAF16,18,-0.5577,26,0.01012,33,0.37663,33,0.43323,19,-0.4912,21,-0.3546,31,0.27896,23,-0.2000
ENSG00000178177,LCORL,6,-2.0314,19,-0.3971,70,1.79603,28,0.22499,7,-1.8073,41,0.81750,25,0.04227,11,-1.2687
ENSG00000145147,SLIT2,46,-0.0881,13,-1.9697,26,-0.9542,52,0.14246,77,0.76846,57,0.28482,68,0.56895,45,-0.1163
ENSG00000163138,PACRGL,13,-0.8300,17,-0.4787,16,-0.5338,23,-0.0144,26,0.21989,19,-0.2609,40,0.91843,26,0.21294
ENSG00000185774,KCNIP4,69,-0.7967,46,-1.4231,63,-0.9310,83,-0.5703,156,0.49438,226,1.12711,96,-0.2939,166,0.68853
ENSG00000280650,KCNIP4-IT1,0,-5.4592,3,-2.9548,8,-1.6260,82,2.95673,8,-1.6367,22,-0.1384,4,-2.5729,18,-0.5701
ENSG00000152990,ADGRA3,15,-0.6505,73,2.08773,24,0.12265,17,-0.4816,23,0.07496,23,0.07159,17,-0.4497,7,-1.7592
ENSG00000109819,PPARGC1A,39,-0.0483,28,-0.5568,52,0.41544,35,-0.2691,32,-0.3572,34,-0.2792,72,0.96182,38,-0.0893
ENSG00000109606,DHX15,45,-0.4907,46,-0.4670,79,0.39189,42,-0.6645,108,0.92931,43,-0.5632,83,0.47159,65,0.09518
ENSG00000109610,SOD3,6,-0.9950,45,2.33491,22,0.95878,8,-0.7075,20,0.75856,7,-0.7922,4,-1.6889,1,-3.2404
ENSG00000181982,CCDC149,26,0.39104,13,-0.6777,23,0.16581,37,1.15220,8,-1.3728,12,-0.7740,19,-0.0702,14,-0.5947
ENSG00000153012,LGI2,15,-0.1802,9,-1.0349,14,-0.3486,15,-0.1866,10,-0.8332,15,-0.2108,57,2.12881,11,-0.7997
ENSG00000053900,ANAPC4,19,-0.3603,11,-1.2273,28,0.20614,21,-0.2387,21,-0.2206,18,-0.4997,45,1.00067,30,0.37477
ENSG00000091490,SEL1L3,16,0.34545,13,0.06319,21,0.81676,9,-0.5429,7,-0.8294,14,0.13705,22,0.83007,8,-0.7493
ENSG00000250317,SMIM20,34,-0.0541,59,0.84864,21,-0.8176,22,-0.7986,40,0.20047,63,0.95482,37,0.08126,28,-0.4353
ENSG00000168214,RBPJ,95,-0.2997,101,-0.1991,214,1.04644,124,0.14910,71,-0.7527,79,-0.5737,161,0.56258,87,-0.4692
ENSG00000109689,STIM2,18,-1.1860,41,0.04437,65,0.81254,47,0.30629,31,-0.3691,37,-0.1210,33,-0.2824,39,-0.0399
ENSG00000169851,PCDH7,151,-0.9092,150,-0.9228,240,-0.1904,371,0.59244,155,-0.8686,312,0.22924,289,0.10528,334,0.39130
ENSG00000047365,ARAP2,50,-0.9892,103,0.11643,214,1.36674,149,0.85589,33,-1.6211,66,-0.5697,61,-0.7126,66,-0.6520
ENSG00000174145,NWD2,12,-0.7682,10,-1.1542,13,-0.7017,18,-0.2669,13,-0.7356,15,-0.4691,27,0.43960,40,1.33900
ENSG00000181826,RELL1,12,0.02997,38,2.11449,21,0.99342,4,-1.4913,5,-1.2727,3,-1.6960,14,0.29115,6,-0.9630
ENSG00000065882,TBC1D1,21,-0.2537,24,-0.0878,22,-0.2415,27,0.12680,41,0.81044,35,0.52135,18,-0.5522,19,-0.5173
ENSG00000109787,KLF3,27,0.12519,39,0.72117,39,0.72561,27,0.17332,15,-0.7912,9,-1.4767,36,0.61025,14,-0.8987
ENSG00000109790,KLHL5,37,0.43543,27,-0.0683,42,0.65747,33,0.29434,9,-1.6150,13,-1.1021,61,1.30792,12,-1.3409
ENSG00000157796,WDR19,13,-0.7902,18,-0.3059,35,0.73255,26,0.26516,21,-0.0588,14,-0.7550,25,0.17375,22,0.00676
ENSG00000035928,RFC1,31,-1.7782,80,-0.3590,258,1.63136,128,0.44086,27,-1.9913,99,-0.0210,103,0.04096,76,-0.4914
ENSG00000163682,RPL9,1117,0.40831,1342,0.71636,676,-0.3982,448,-1.1206,884,0.02603,1399,0.78687,1031,0.27520,675,-0.4442
ENSG00000121897,LIAS,9,-0.7200,15,0.05127,21,0.52783,17,0.19839,13,-0.1906,16,0.14988,15,0.01309,13,-0.2542
ENSG00000109814,UGDH,10,-0.1950,7,-0.7154,14,0.35242,10,-0.2424,8,-0.5866,15,0.50041,24,1.29762,7,-0.7400
ENSG00000163683,SMIM14,83,-0.5224,90,-0.3830,160,0.53530,122,0.10969,105,-0.1404,132,0.22456,156,0.49685,90,-0.4299
ENSG00000078140,UBE2K,126,-0.2440,91,-0.7496,123,-0.2848,169,0.25619,132,-0.1703,156,0.09418,107,-0.5023,199,0.56580
ENSG00000121892,PDS5A,46,-0.3852,46,-0.3634,65,0.15937,67,0.26120,33,-0.8814,54,-0.1172,68,0.23950,69,0.30033
ENSG00000078177,N4BP2,1,-3.6652,11,-0.6124,58,2.17576,28,0.98075,3,-2.4112,11,-0.6190,16,-0.0702,6,-1.6176
ENSG00000163697,APBB2,48,-0.0480,57,0.21474,100,1.15629,36,-0.5644,35,-0.5693,44,-0.1835,55,0.15068,44,-0.2165
ENSG00000154277,UCHL1,999,-0.3469,494,-1.4254,718,-0.8577,1169,-0.1117,2080,0.85369,785,-0.7212,974,-0.3874,2026,0.94958
ENSG00000064042,LIMCH1,168,-0.4701,217,-0.0719,347,0.70198,290,0.45597,178,-0.3833,216,-0.0776,147,-0.6817,208,-0.1568
ENSG00000109133,TMEM33,100,-0.1291,80,-0.4780,117,0.11376,90,-0.3279,146,0.47188,81,-0.4669,113,0.05618,136,0.40724
ENSG00000014824,SLC30A9,83,-0.3955,65,-0.7696,82,-0.4039,85,-0.3864,143,0.47741,148,0.53692,143,0.47904,115,0.14028
ENSG00000124406,ATP8A1,196,-0.1398,111,-1.0176,242,0.19545,173,-0.3795,171,-0.3619,152,-0.5405,383,0.96734,272,0.44018
ENSG00000183783,KCTD8,19,-0.6734,15,-0.9790,36,0.32463,32,0.17243,33,0.20104,27,-0.1316,27,-0.1395,35,0.35738
ENSG00000151806,GUF1,25,-0.3959,30,-0.1201,36,0.16648,36,0.16041,33,0.00506,32,-0.0549,27,-0.2987,36,0.17686
ENSG00000163281,GNPDA2,36,0.34480,24,-0.2821,27,-0.1200,16,-0.9406,24,-0.3060,27,-0.0967,50,0.89892,34,0.30847
ENSG00000163285,GABRG1,92,-0.1286,192,1.09489,205,1.20998,71,-0.5823,45,-1.2118,80,-0.3426,167,0.85418,37,-1.6290
ENSG00000260878,AC104072.1,52,-0.0754,73,0.47729,59,0.13244,39,-0.5715,66,0.31877,57,0.05993,51,-0.1035,54,-0.0105
ENSG00000151834,GABRA2,57,-1.3511,222,0.79874,251,1.01323,120,-0.2344,181,0.45981,170,0.35774,81,-0.8100,83,-0.8602
ENSG00000109158,GABRA4,71,-0.5841,32,-1.7738,81,-0.3792,97,-0.1098,86,-0.2948,152,0.63256,168,0.80170,124,0.34084
ENSG00000163288,GABRB1,14,-2.1744,87,0.56487,78,0.38132,81,0.50670,49,-0.3497,91,0.64814,29,-1.1694,52,-0.2803
ENSG00000260918,AC107398.3,114,-0.5125,166,0.08138,126,-0.3572,144,-0.1565,149,-0.0847,242,0.70979,129,-0.3099,180,0.24578
ENSG00000169019,COMMD8,14,-0.8919,20,-0.4189,18,-0.5469,15,-0.8540,43,0.83351,24,-0.1261,23,-0.2050,43,0.97178
ENSG00000170448,NFXL1,11,-0.8379,20,0.02935,48,1.48879,33,0.94042,6,-1.7821,16,-0.3033,10,-1.1054,11,-0.9482
ENSG00000109171,SLAIN2,31,0.25081,34,0.40089,21,-0.3545,32,0.32584,20,-0.4857,19,-0.5125,23,-0.2540,28,0.05131
