Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000169905,TOR1AIP2,53,-0.0225,30,-0.8910,77,0.56579,68,0.36582,57,0.10877,50,-0.1626
ENSG00000143337,TOR1AIP1,53,0.26253,30,-0.6233,92,1.12619,38,-0.3007,55,0.30045,34,-0.6572
ENSG00000135837,CEP350,123,-0.4157,341,1.29582,151,-0.0293,282,0.96744,27,-2.7062,162,0.11615
ENSG00000116260,QSOX1,15,-1.1832,14,-1.1963,59,1.04602,72,1.40522,24,-0.4077,32,0.09349
ENSG00000230124,ACBD6,26,-0.8007,16,-1.4349,46,0.19699,42,0.02853,55,0.51962,48,0.39376
ENSG00000143324,XPR1,38,-0.4317,18,-1.5125,30,-0.7236,56,0.20690,87,1.05349,48,-0.0287
ENSG00000135823,STX6,52,-0.4652,76,0.20357,46,-0.5691,46,-0.5705,78,0.26036,78,0.38149
ENSG00000162783,IER5,21,-0.9603,10,-1.8566,43,0.27180,9,-2.0612,32,-0.2090,56,1.24512
ENSG00000198216,CACNA1E,47,-0.8965,22,-1.8798,47,-0.7914,99,0.36940,86,0.15972,108,0.83476
ENSG00000135821,GLUL,2690,1.78487,892,-0.4853,2165,0.92216,571,-1.1592,973,-0.3788,446,-1.9349
ENSG00000135829,DHX9,49,-0.6853,73,0.00862,73,-0.0056,71,-0.0297,87,0.31337,81,0.26566
ENSG00000157064,NMNAT2,94,-0.9439,42,-2.0179,35,-2.2925,161,-0.0096,226,0.58693,226,0.89338
ENSG00000116698,SMG7,46,-0.2930,35,-0.6667,56,0.04629,79,0.59623,58,0.10975,56,0.08288
ENSG00000162704,ARPC5,96,-0.6566,168,0.29950,226,0.77864,69,-1.0560,160,0.23974,147,0.13354
ENSG00000143344,RGL1,57,-0.4371,73,0.01235,85,0.25676,43,-0.7957,79,0.15350,82,0.30970
ENSG00000198756,COLGALT2,51,0.16846,53,0.20600,10,-2.2815,45,-0.0559,50,0.14321,48,0.10438
ENSG00000198860,TSEN15,38,-0.2956,51,0.22013,15,-1.6489,38,-0.2329,73,0.86765,43,-0.0656
ENSG00000116667,C1orf21,225,0.68502,176,0.15672,91,-0.8509,176,0.15705,96,-0.8253,152,-0.1060
ENSG00000116406,EDEM3,28,-0.5876,50,0.37872,29,-0.4807,17,-1.2182,45,0.25734,48,0.48378
ENSG00000121486,TRMT1L,14,-1.1407,25,-0.1435,39,0.54912,21,-0.4323,26,-0.1038,36,0.66965
ENSG00000116679,IVNS1ABP,31,-0.8067,118,1.44345,47,-0.0701,26,-0.9337,49,0.00555,51,0.08801
ENSG00000047410,TPR,121,-0.8852,415,1.17851,164,-0.3102,287,0.56649,88,-1.3212,241,0.45216
ENSG00000157181,ODR4,34,0.19748,69,1.32783,56,0.97465,37,0.28479,30,-0.0530,15,-1.4228
ENSG00000116741,RGS2,17,-1.4100,25,-0.7011,36,-0.1278,38,-0.0717,66,0.92000,46,0.38571
ENSG00000116750,UCHL5,51,-1.1972,111,0.12393,38,-1.4915,72,-0.5489,84,-0.3334,159,1.21680
ENSG00000116747,RO60,77,0.31949,171,1.58098,83,0.37427,51,-0.3828,25,-1.5532,53,-0.4617
ENSG00000023572,GLRX2,37,-0.9800,54,-0.2885,20,-1.7361,52,-0.3448,75,0.25606,91,0.90788
ENSG00000134371,CDC73,39,-0.1826,116,1.63720,22,-1.0276,51,0.26165,30,-0.5700,38,-0.2412
ENSG00000162630,B3GALT2,15,-2.4013,130,1.09471,4,-3.8844,132,1.11219,51,-0.4419,89,0.78707
ENSG00000177888,ZBTB41,41,-0.4026,34,-0.6229,27,-0.9835,75,0.61538,38,-0.4808,66,0.64793
ENSG00000134376,CRB1,36,0.86871,11,-1.1330,44,1.02419,37,0.71983,8,-1.5543,17,-0.6449
ENSG00000151414,NEK7,31,-0.0041,110,2.12392,52,0.79223,35,0.19034,15,-1.1883,17,-1.1778
ENSG00000162702,ZNF281,28,-1.0587,119,1.33851,54,0.03261,93,0.92261,27,-1.0503,55,0.11946
ENSG00000118200,CAMSAP2,198,-0.9644,333,-0.0467,186,-0.9364,396,0.22713,195,-0.9208,512,1.10751
ENSG00000116852,KIF21B,67,0.56824,4,-3.6175,37,-0.4604,66,0.43335,24,-1.1552,59,0.39822
ENSG00000116857,TMEM9,107,-0.2039,55,-1.1800,120,-0.0020,130,0.12531,141,0.28171,130,0.19300
ENSG00000118194,TNNT2,23,-0.7329,2,-4.2147,14,-1.3875,48,0.51667,38,0.16541,48,0.88542
ENSG00000174307,PHLDA3,51,0.41577,55,0.46344,16,-1.4085,35,-0.2586,66,0.84693,29,-0.7632
ENSG00000159176,CSRP1,519,1.27630,568,1.12268,591,1.19011,136,-1.1196,204,-0.5495,87,-2.2188
ENSG00000134369,NAV1,76,-0.2649,119,0.47710,187,1.22031,152,0.87188,61,-0.5948,67,-0.5864
ENSG00000198700,IPO9,82,-0.1232,57,-0.6634,126,0.56930,136,0.68799,65,-0.4918,89,0.03979
ENSG00000198892,SHISA4,115,0.47324,82,-0.1408,56,-0.7135,43,-1.1045,138,0.75319,74,-0.4395
ENSG00000134375,TIMM17A,88,-0.4824,33,-1.8887,65,-0.8619,44,-1.4351,121,0.08199,170,1.06175
ENSG00000170075,GPR37L1,232,1.67714,85,-0.3812,267,1.47639,78,-0.5055,82,-0.4813,25,-2.6366
ENSG00000143862,ARL8A,68,-0.4611,93,0.08394,79,-0.1639,62,-0.5397,108,0.35487,98,0.25853
ENSG00000077152,UBE2T,12,-1.2038,3,-2.7176,12,-1.0552,7,-1.8088,33,0.60165,37,1.22846
ENSG00000077157,PPP1R12B,85,-0.1781,107,0.20919,213,1.33772,162,0.87288,40,-1.3578,80,-0.3441
ENSG00000117139,KDM5B,25,-1.1180,18,-1.4486,65,0.46669,86,0.90994,30,-0.7896,65,0.76535
ENSG00000183155,RABIF,17,-0.7726,6,-2.2196,30,0.20032,22,-0.3240,33,0.36503,34,0.64068
ENSG00000117153,KLHL12,28,-0.7471,18,-1.2391,41,-0.0633,69,0.78076,37,-0.2280,53,0.56718
ENSG00000159346,ADIPOR1,44,-0.0418,60,0.43313,52,0.20511,44,-0.0519,42,-0.1341,43,-0.0957
ENSG00000159348,CYB5R1,29,-0.4233,2,-4.1068,64,0.87875,29,-0.3598,53,0.64186,38,0.07822
ENSG00000163444,TMEM183A,115,-0.2120,65,-1.0513,55,-1.2890,143,0.16099,140,0.14131,158,0.50701
ENSG00000143847,PPFIA4,48,0.91744,2,-3.5248,43,0.53353,51,0.80176,30,-0.0521,19,-0.9266
ENSG00000163485,ADORA1,33,-0.0420,38,0.17880,16,-1.1011,30,-0.1920,20,-0.8256,43,0.61885
ENSG00000058668,ATP2B4,90,-0.7767,125,-0.1689,232,0.81461,85,-0.7503,101,-0.5348,180,0.65178
ENSG00000182004,SNRPE,97,-0.0353,129,0.41522,109,0.14721,45,-1.2024,132,0.50176,90,-0.2189
ENSG00000143850,PLEKHA6,51,-0.1699,16,-1.8740,46,-0.2751,97,0.89311,42,-0.4709,65,0.40505
ENSG00000158615,PPP1R15B,18,-0.9169,55,0.90414,49,0.71352,28,-0.1307,31,-0.0050,31,-0.0059
ENSG00000198625,MDM4,24,-0.8724,74,1.00881,118,1.81433,99,1.50508,33,-0.3071,17,-1.6142
ENSG00000170382,LRRN2,16,-0.9233,14,-1.0766,14,-1.0830,21,-0.4119,47,0.92115,35,0.51922
ENSG00000163531,NFASC,49,-0.9086,168,1.14263,143,0.86518,162,1.07359,37,-1.2855,77,-0.1745
ENSG00000184144,CNTN2,35,-1.0200,344,3.11405,29,-1.1688,59,-0.0933,31,-1.1258,43,-0.7795
ENSG00000117222,RBBP5,21,-0.7764,39,0.30653,19,-0.8246,19,-0.8028,22,-0.6127,47,1.03031
ENSG00000133059,DSTYK,64,-0.3766,44,-0.8922,88,0.16276,131,0.79613,84,0.10351,81,0.05804
ENSG00000133069,TMCC2,62,1.04342,32,-0.2383,28,-0.4480,57,0.69370,19,-1.0499,28,-0.5798
ENSG00000174514,MFSD4A,61,-0.9501,17,-2.7101,58,-0.8968,65,-0.7356,112,0.11911,163,1.24873
ENSG00000069275,NUCKS1,908,-0.0521,1744,1.00908,799,-0.2426,1233,0.43983,543,-0.8890,911,-0.0576
ENSG00000117280,RAB29,40,0.88998,38,0.59594,33,0.39472,20,-0.3750,23,-0.2075,16,-1.0192
ENSG00000133065,SLC41A1,32,0.76908,22,0.05563,27,0.34129,18,-0.2446,28,0.44784,12,-1.1305
ENSG00000266028,SRGAP2,40,-0.4188,33,-0.6253,89,0.90626,98,1.06765,63,0.39615,38,-0.6234
ENSG00000123836,PFKFB2,37,0.11045,88,1.50971,58,0.78383,44,0.36493,16,-1.2532,25,-0.7545
ENSG00000117335,CD46,17,-1.7660,32,-0.6952,209,2.50200,34,-0.5663,49,-0.0104,44,-0.2587
ENSG00000076356,PLXNA2,44,-0.6210,24,-1.4147,63,0.00753,111,0.90691,50,-0.3880,77,0.51661
ENSG00000008118,CAMK1G,29,-0.8102,0,-8.6066,5,-3.1596,54,0.26849,85,1.12087,56,0.50394
ENSG00000143469,SYT14,16,-0.9067,21,-0.3607,21,-0.3292,82,1.90041,20,-0.4262,26,-0.0132
ENSG00000143473,KCNH1,27,-0.6077,4,-3.1911,10,-2.0037,26,-0.6225,37,-0.0878,62,1.31545
ENSG00000117625,RCOR3,43,-0.1033,24,-0.9975,30,-0.6667,130,1.72115,30,-0.7056,45,-0.0531
ENSG00000170385,SLC30A1,33,-0.2697,28,-0.4905,136,2.16923,39,0.03139,22,-0.8498,30,-0.5306
ENSG00000123684,LPGAT1,56,-0.6494,93,0.21613,52,-0.6886,102,0.35816,62,-0.4392,103,0.60466
ENSG00000066027,PPP2R5A,79,0.29929,63,-0.0941,92,0.48882,59,-0.2109,34,-1.0974,71,0.13976
ENSG00000117691,NENF,173,0.24756,418,1.68773,106,-0.5516,97,-0.6792,175,0.24344,96,-0.9428
ENSG00000117697,NSL1,69,0.28225,95,0.75822,61,0.04170,90,0.66679,46,-0.4294,45,-0.5832
ENSG00000203705,TATDN3,36,0.51456,31,0.20217,19,-0.5676,23,-0.2714,22,-0.3655,27,-0.0833
ENSG00000174606,ANGEL2,28,-0.1345,49,0.77432,36,0.28991,28,-0.0914,35,0.26388,25,-0.4331
ENSG00000136643,RPS6KC1,22,-0.7293,32,-0.0558,21,-0.6584,34,0.04078,25,-0.4302,45,0.81993
ENSG00000143499,SMYD2,42,-1.0842,7,-3.4126,35,-1.2027,74,-0.0945,34,-1.3606,143,1.86512
ENSG00000152104,PTPN14,26,-0.0424,42,0.70593,79,1.76374,29,0.12995,7,-1.9815,22,-0.4992
ENSG00000136636,KCTD3,39,0.14145,89,1.46013,23,-0.6985,55,0.64376,25,-0.6201,28,-0.5786
ENSG00000196482,ESRRG,19,-0.5733,16,-0.8128,3,-3.2149,19,-0.5465,27,-0.0097,40,1.09109
ENSG00000092978,GPATCH2,31,-0.2222,50,0.53701,58,0.79185,76,1.25171,19,-0.9486,28,-0.4774
ENSG00000067533,RRP15,33,-0.5697,65,0.58157,45,-0.0102,78,0.87758,36,-0.3686,46,0.02274
ENSG00000143353,LYPLAL1,28,0.08309,26,-0.0912,38,0.50500,23,-0.2619,34,0.39755,23,-0.3939
ENSG00000136628,EPRS,85,-0.8699,170,0.32196,105,-0.4363,107,-0.4014,129,-0.1182,182,0.70008
ENSG00000067704,IARS2,60,0.15443,67,0.29154,46,-0.2739,56,0.02149,32,-0.8916,61,0.24441
ENSG00000118873,RAB3GAP2,70,-0.8416,82,-0.4998,72,-0.6862,122,0.11105,68,-0.8309,170,1.12248
ENSG00000116141,MARK1,27,-1.0729,27,-0.9153,35,-0.5455,79,0.73842,38,-0.4528,70,0.90677
ENSG00000162817,C1orf115,184,0.02441,45,-2.0835,111,-0.7567,59,-1.7029,230,0.41099,227,0.56427
ENSG00000154305,MIA3,70,-0.9583,131,0.12750,120,-0.0053,131,0.12486,74,-0.7934,166,0.83935
ENSG00000186063,AIDA,92,0.31066,108,0.51966,94,0.28861,73,-0.1089,60,-0.4442,69,-0.2781
ENSG00000162819,BROX,44,-0.0570,80,0.92226,46,0.03491,35,-0.3755,34,-0.4660,45,-0.0009
ENSG00000143502,SUSD4,24,-0.8273,1,-4.5114,40,0.04602,56,0.60128,43,0.20837,49,0.60120
ENSG00000162909,CAPN2,70,0.53248,73,0.49181,125,1.39613,43,-0.3359,56,0.07559,26,-1.4148
ENSG00000143514,TP53BP2,140,1.56491,85,0.34077,136,1.10249,22,-1.7152,53,-0.4239,24,-1.9596
ENSG00000143756,FBXO28,22,-1.1147,30,-0.5282,42,-0.0354,46,0.11966,47,0.17205,55,0.65183
ENSG00000143753,DEGS1,30,-1.0799,48,-0.2384,69,0.33169,32,-0.8327,74,0.48656,68,0.48796
ENSG00000143771,CNIH4,34,0.19824,57,0.96416,60,1.04890,12,-1.4515,22,-0.5809,26,-0.4153
ENSG00000162923,WDR26,70,-0.2805,61,-0.4457,119,0.60780,74,-0.1556,74,-0.1561,89,0.22254
ENSG00000154380,ENAH,165,0.37409,242,0.92560,247,0.96513,183,0.46698,87,-0.7223,85,-0.9777
ENSG00000143742,SRP9,352,0.44613,255,-0.1467,166,-0.8026,178,-0.6997,388,0.57217,242,-0.3262
ENSG00000143819,EPHX1,106,1.41940,27,-1.0362,132,1.44820,26,-1.1233,33,-0.8237,28,-1.3173
ENSG00000143811,PYCR2,46,-0.0487,59,0.35865,72,0.67186,49,0.07116,50,0.11214,39,-0.4313
ENSG00000163041,H3F3A,430,0.42596,692,1.12595,617,0.93345,225,-0.6593,339,-0.0311,198,-1.1447
ENSG00000182827,ACBD3,55,-0.4945,124,0.85201,62,-0.2552,117,0.76599,56,-0.4299,73,0.00477
ENSG00000143799,PARP1,155,-0.0919,297,0.96789,169,0.05829,122,-0.4406,120,-0.5072,165,0.02726
ENSG00000203685,STUM,87,1.47649,30,-0.5895,36,-0.3118,23,-0.9561,34,-0.4360,31,-0.7570
ENSG00000143772,ITPKB,71,1.50177,37,0.05946,113,1.93193,16,-1.2375,16,-1.2482,10,-2.2762
ENSG00000163050,COQ8A,17,-0.4603,14,-0.7281,22,-0.0657,11,-1.0380,27,0.32297,28,0.53396
ENSG00000143776,CDC42BPA,150,-0.7930,376,0.74608,243,0.04854,423,0.94248,125,-1.0347,264,0.27662
ENSG00000143740,SNAP47,47,-0.0676,23,-1.1665,29,-0.7739,13,-1.9462,74,0.72403,56,0.34802
ENSG00000143761,ARF1,213,-0.3798,116,-1.2483,310,0.25953,122,-1.1720,383,0.66622,293,0.26237
ENSG00000143793,C1orf35,29,-0.0984,51,0.78465,46,0.63548,27,-0.2357,36,0.25368,24,-0.5669
ENSG00000162910,MRPL55,71,-0.3832,33,-1.4574,60,-0.5827,62,-0.5138,131,0.71690,101,0.36296
ENSG00000143774,GUK1,1174,1.13172,608,-0.1811,420,-0.7449,424,-0.7302,709,0.06402,497,-0.6845
ENSG00000168159,RNF187,263,-0.3013,146,-1.1470,202,-0.6562,313,0.01420,444,0.63878,338,0.20924
ENSG00000116574,RHOU,33,-0.1000,202,3.23045,38,0.11742,41,0.26092,13,-1.5078,10,-2.3581
ENSG00000168118,RAB4A,117,0.37350,66,-0.5819,100,0.05308,71,-0.4760,111,0.24157,89,-0.1874
ENSG00000154429,CCSAP,77,-0.9108,134,0.06457,49,-1.4474,111,-0.2354,137,0.10622,176,0.80976
ENSG00000069248,NUP133,14,-1.3685,24,-0.4784,42,0.41644,36,0.17113,42,0.47059,38,0.40236
ENSG00000143641,GALNT2,44,0.18058,12,-1.7282,42,0.08393,50,0.33328,43,0.13486,39,-0.0334
ENSG00000177614,PGBD5,98,-0.2653,25,-2.2496,75,-0.6231,124,0.14053,101,-0.1860,150,0.73451
ENSG00000135775,COG2,15,-0.8759,27,0.11497,50,1.09767,27,0.14883,24,-0.0340,25,0.03269
ENSG00000135744,AGT,382,2.10793,168,0.11462,373,1.43506,40,-2.0368,72,-1.2455,31,-2.8793
ENSG00000119280,C1orf198,59,0.93271,111,1.80308,64,0.84614,30,-0.3200,27,-0.5095,10,-2.4217
ENSG00000173409,ARV1,26,-0.7115,10,-1.9924,23,-0.8082,39,-0.0081,55,0.56048,51,0.62765
ENSG00000116906,GNPAT,39,-0.3062,38,-0.2927,54,0.24362,36,-0.3669,56,0.33025,48,0.12009
ENSG00000135766,EGLN1,93,0.36969,88,0.21747,94,0.31263,51,-0.6359,60,-0.4168,73,-0.1035
ENSG00000116918,TSNAX,58,-0.8612,85,-0.1636,89,-0.0994,40,-1.3121,108,0.23209,125,0.72658
ENSG00000116991,SIPA1L2,56,-0.0116,37,-0.6364,44,-0.3935,78,0.49905,57,0.02357,59,0.08577
ENSG00000135778,NTPCR,84,0.27791,38,-0.9646,63,-0.1985,59,-0.3150,69,-0.0806,78,0.18358
ENSG00000135749,PCNX2,68,-0.1283,21,-1.8580,67,-0.1243,136,1.01553,82,0.22144,70,-0.0770
ENSG00000135750,KCNK1,60,-1.3717,69,-1.0028,36,-1.9502,58,-1.2689,124,-0.1301,230,1.62981
ENSG00000183780,SLC35F3,18,-0.4708,8,-1.4876,15,-0.6064,20,-0.2143,33,0.62380,27,0.42020
ENSG00000168275,COA6,73,-0.3097,43,-1.0420,19,-2.2497,36,-1.3160,158,1.11436,97,0.29600
ENSG00000059588,TARBP1,35,-0.6722,12,-2.1235,64,0.35838,169,2.01889,60,0.27732,39,-0.5909
ENSG00000168264,IRF2BP2,84,-0.1557,149,0.78494,189,1.18917,114,0.35235,95,0.06597,58,-0.9335
ENSG00000173726,TOMM20,259,-0.4998,287,-0.2724,191,-0.8882,280,-0.3083,373,0.14844,433,0.60063
ENSG00000054267,ARID4B,181,-0.4136,596,1.59610,174,-0.4151,457,1.13148,110,-1.1724,194,-0.3626
ENSG00000152904,GGPS1,40,-0.2436,27,-0.8014,55,0.29692,44,-0.0437,42,-0.1441,53,0.34920
ENSG00000168243,GNG4,50,0.50285,22,-0.8528,22,-0.8221,56,0.57499,89,1.57835,15,-1.8215
ENSG00000143669,LYST,28,-0.8350,48,0.09266,61,0.48306,103,1.35134,22,-1.1648,49,0.21096
ENSG00000077585,GPR137B,42,1.08552,36,0.59019,42,0.82130,27,0.14529,18,-0.5162,11,-1.5688
ENSG00000116977,LGALS8,36,-1.0383,32,-1.0571,96,0.61515,87,0.46294,66,0.01168,78,0.46370
ENSG00000077522,ACTN2,34,-0.8784,51,-0.1482,20,-1.5103,30,-0.9550,66,0.27285,79,0.90957
ENSG00000116984,MTR,23,-0.9064,72,1.00708,42,0.12972,99,1.56390,22,-0.8817,35,-0.2306
ENSG00000198626,RYR2,61,-1.6270,144,-0.1570,77,-1.0935,402,1.52905,39,-2.2111,237,1.10059
ENSG00000133019,CHRM3,81,-0.5100,11,-3.3656,34,-1.7491,160,0.62323,103,-0.0715,149,0.86606
ENSG00000155816,FMN2,83,0.21546,52,-0.5245,103,0.52505,93,0.36346,59,-0.3688,69,-0.1546
ENSG00000182901,RGS7,55,-0.7249,42,-1.0268,12,-2.8239,60,-0.4936,120,0.64685,112,0.78187
ENSG00000091483,FH,49,-0.0237,14,-1.9062,39,-0.3676,32,-0.6382,82,0.90429,49,0.00235
ENSG00000054277,OPN3,22,-1.2173,1,-4.6766,42,-0.1107,39,-0.2218,36,-0.3990,74,1.40252
ENSG00000203668,CHML,41,-0.8640,61,-0.1477,54,-0.3449,62,-0.1358,24,-1.6609,106,1.27566
ENSG00000143702,CEP170,82,-1.3909,266,0.57331,94,-1.0337,271,0.60274,109,-0.8635,263,0.93693
ENSG00000054282,SDCCAG8,172,0.27734,312,1.20848,66,-1.2247,229,0.68921,34,-2.2880,148,-0.0091
ENSG00000117020,AKT3,177,-0.4708,142,-0.7341,132,-0.8387,250,0.13806,90,-1.4919,349,1.17406
ENSG00000179456,ZBTB18,208,0.04774,85,-1.3117,105,-1.0014,183,-0.1561,204,0.01206,246,0.48356
ENSG00000035687,ADSS,40,-1.2201,92,0.21483,37,-1.1785,57,-0.5337,66,-0.3228,122,1.14893
ENSG00000203667,COX20,228,0.56007,261,0.67325,132,-0.4049,157,-0.1344,202,0.28885,118,-0.7973
ENSG00000153187,HNRNPU,259,-0.4763,500,0.62991,491,0.60057,409,0.30680,241,-0.5526,343,0.04765
ENSG00000185420,SMYD3,25,-0.0069,2,-3.3893,20,-0.2948,9,-1.5466,13,-0.9961,38,1.18715
ENSG00000162852,CNST,54,-0.5582,35,-1.1142,28,-1.4571,48,-0.6484,80,0.14988,104,0.94360
ENSG00000143653,SCCPDH,50,-0.5479,93,0.48525,17,-2.0232,17,-2.1013,88,0.45165,86,0.60302
ENSG00000153207,AHCTF1,36,-0.7972,52,-0.1325,114,1.13008,135,1.42408,22,-1.5029,57,0.00136
ENSG00000035115,SH3YL1,35,-0.3685,37,-0.2215,85,1.11776,46,0.12923,43,0.01097,39,-0.1946
ENSG00000143727,ACP1,79,-0.4118,58,-0.8077,38,-1.4438,77,-0.3902,171,0.99274,107,0.18489
ENSG00000151353,TMEM18,21,-0.8427,33,-0.0855,36,0.05695,30,-0.2240,34,-0.0190,44,0.59367
ENSG00000186487,MYT1L,363,-0.0741,305,-0.3336,252,-0.6225,923,1.47178,194,-1.0839,391,0.08182
ENSG00000032389,EIPR1,54,-0.0468,48,-0.2249,21,-1.4616,22,-1.4067,104,1.16046,52,-0.1546
ENSG00000171853,TRAPPC12,29,-0.6222,15,-1.5415,43,0.05701,29,-0.5398,79,1.15673,42,0.01229
ENSG00000182551,ADI1,130,0.98237,75,-0.1054,136,0.83874,39,-1.0982,77,-0.0687,50,-0.9766
ENSG00000171865,RNASEH1,25,-0.7144,38,0.01134,25,-0.6458,60,0.72327,42,0.17393,42,0.24927
ENSG00000171863,RPS7,850,0.57334,783,0.32954,836,0.43360,363,-0.8594,718,0.21058,459,-0.7010
ENSG00000232044,SILC1,15,-1.0919,73,1.58662,21,-0.4149,42,0.66266,53,1.20417,15,-1.2698
ENSG00000151692,RNF144A,27,-0.8379,56,0.39268,59,0.49083,99,1.35170,46,0.09419,35,-0.4431
ENSG00000115738,ID2,233,-0.1135,361,0.59750,229,-0.1240,102,-1.3507,235,-0.0904,272,0.22656
ENSG00000134313,KIDINS220,136,-0.7128,189,-0.1088,204,0.00898,345,0.84960,173,-0.2701,229,0.29854
ENSG00000143797,MBOAT2,89,0.00758,174,1.07799,136,0.67338,71,-0.3542,71,-0.3873,74,-0.4217
ENSG00000151693,ASAP2,65,0.01324,40,-0.7180,57,-0.1925,113,0.90118,52,-0.3475,65,0.04311
ENSG00000119185,ITGB1BP1,188,0.24377,39,-2.1686,81,-1.0883,64,-1.4237,238,0.64604,185,0.27347
ENSG00000134330,IAH1,40,-0.5357,42,-0.3966,82,0.64834,46,-0.2422,85,0.79429,49,-0.2280
ENSG00000151694,ADAM17,24,-0.4634,37,0.24633,79,1.50542,49,0.68944,26,-0.3226,24,-0.5814
ENSG00000134308,YWHAQ,295,-0.2430,381,0.19406,285,-0.2545,168,-1.0597,473,0.60119,342,0.03769
ENSG00000115756,HPCAL1,314,1.49173,45,-1.8931,126,-0.3504,16,-3.4145,226,0.63050,95,-1.0513
ENSG00000115758,ODC1,30,0.30587,3,-2.8800,25,-0.0087,1,-4.4650,28,0.17189,31,0.49329
ENSG00000115761,NOL10,21,-0.4548,60,1.26567,45,0.79363,50,0.95037,2,-3.5099,27,-0.0719
ENSG00000143870,PDIA6,65,-0.4143,96,0.25322,169,1.17189,43,-0.9714,82,-0.0013,79,-0.0691
ENSG00000162975,KCNF1,57,-0.4943,35,-1.1535,38,-1.0506,66,-0.1927,89,0.28593,98,0.67943
ENSG00000134318,ROCK2,190,-1.2679,268,-0.6021,300,-0.4321,503,0.37309,243,-0.8075,606,1.18823
ENSG00000169006,NTSR2,76,1.71793,25,-0.5364,54,0.67009,54,0.67741,33,-0.1100,6,-3.0513
ENSG00000134324,LPIN1,69,0.23800,35,-0.8327,78,0.39549,100,0.79013,45,-0.4891,56,-0.1862
ENSG00000071575,TRIB2,42,-0.2993,28,-0.8666,99,1.13204,96,1.07184,36,-0.5164,44,-0.2531
ENSG00000162981,LRATD1,43,-1.1191,24,-1.8179,54,-0.6426,70,-0.2368,123,0.71710,109,0.72847
ENSG00000151779,NBAS,28,-0.8345,27,-0.8054,36,-0.3809,45,-0.0187,73,0.82246,51,0.27756
ENSG00000079785,DDX1,116,-1.0284,123,-0.8191,122,-0.8344,128,-0.7638,172,-0.3385,333,1.32065
ENSG00000197872,FAM49A,94,-1.1144,74,-1.3321,77,-1.2845,138,-0.4018,181,0.02017,279,1.25211
ENSG00000163032,VSNL1,716,-1.4109,408,-2.0830,380,-2.1892,703,-1.2785,2257,0.57507,2606,1.35405
ENSG00000163029,SMC6,30,-0.9542,122,1.37374,54,0.03236,178,2.07279,17,-1.7373,41,-0.5546
ENSG00000240857,RDH14,18,-0.8497,38,0.42248,11,-1.4093,22,-0.4104,41,0.58628,34,0.40586
ENSG00000068697,LAPTM4A,115,0.17969,105,0.00862,379,2.21481,49,-1.1564,90,-0.2411,60,-1.1417
ENSG00000055917,PUM2,121,-0.0849,83,-0.6413,145,0.21929,117,-0.1253,121,-0.0725,139,0.22406
ENSG00000143878,RHOB,128,-0.5275,217,0.37300,512,1.83441,155,-0.1589,146,-0.2750,134,-0.5365
ENSG00000173960,UBXN2A,47,0.84069,49,0.74388,36,0.26534,42,0.48415,14,-1.2160,21,-0.8308
ENSG00000119782,FKBP1B,62,0.12884,17,-1.8250,21,-1.4947,23,-1.3658,91,0.80836,65,0.26243
ENSG00000115128,SF3B6,77,-0.2259,120,0.51650,97,0.17633,113,0.42102,103,0.29055,72,-0.4028
ENSG00000219626,FAM228B,56,-0.0387,102,0.91288,73,0.37421,83,0.57134,31,-1.0031,52,-0.2308
ENSG00000198399,ITSN2,78,-1.1415,297,1.09692,222,0.61413,319,1.21593,30,-2.5043,166,0.22811
ENSG00000084676,NCOA1,160,-0.2082,178,-0.0107,180,0.00721,223,0.34571,134,-0.4835,200,0.26763
ENSG00000184924,PTRHD1,53,0.30492,24,-0.9338,87,1.04398,12,-1.9552,52,0.25368,40,-0.2661
ENSG00000138031,ADCY3,17,-1.1913,10,-1.8441,81,1.42633,13,-1.4278,34,0.00520,43,0.64261
ENSG00000115137,DNAJC27,24,-0.4176,30,-0.0385,12,-1.3723,40,0.42111,23,-0.4646,40,0.64097
ENSG00000084710,EFR3B,86,0.35493,15,-2.2763,96,0.46479,69,-0.0487,74,0.07839,68,-0.1081
ENSG00000138101,DTNB,52,0.12636,5,-3.3337,17,-1.5279,32,-0.6174,61,0.40591,59,0.51275
ENSG00000143970,ASXL2,36,-0.0526,53,0.57940,77,1.19566,65,0.89805,8,-2.3977,32,-0.2990
ENSG00000084731,KIF3C,249,0.19586,78,-1.5981,101,-1.2139,157,-0.5505,222,-0.0195,279,0.54450
ENSG00000084733,RAB10,104,-0.3216,161,0.41128,129,0.05999,89,-0.5108,114,-0.1382,139,0.26964
ENSG00000157833,GAREM2,50,1.27300,1,-3.9185,56,1.14234,32,0.22021,27,-0.0172,12,-1.5283
ENSG00000084754,HADHA,124,0.59609,165,0.94195,126,0.50661,73,-0.3503,86,-0.1082,57,-0.9971
ENSG00000138029,HADHB,211,1.33688,215,1.04592,196,0.88669,55,-1.0859,87,-0.4263,38,-2.0437
ENSG00000138018,SELENOI,26,-1.3231,21,-1.4352,32,-0.8623,64,0.20672,45,-0.3735,89,1.31379
