Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000168924,LETM1,35,-0.4444,41,-0.2009,30,-0.6921,44,-0.0982,56,0.29829,57,0.30027,35,-0.4416,67,0.57178,38,-0.3165,58,0.32351
ENSG00000109685,NSD2,66,-0.2719,56,-0.5312,114,0.58317,104,0.43571,64,-0.3518,42,-0.9610,124,0.73233,92,0.23312,88,0.17458,55,-0.5691
ENSG00000185049,NELFA,14,-0.7533,22,-0.1061,25,0.08023,14,-0.7468,24,0.04848,16,-0.5629,44,1.01420,37,0.72012,24,0.01662,14,-0.7662
ENSG00000243449,C4orf48,322,0.02659,252,-0.3604,175,-0.9207,230,-0.5000,412,0.47667,412,0.42239,377,0.27759,225,-0.5374,353,0.17289,317,-0.0013
ENSG00000185818,NAT8L,61,-2.1273,330,0.45788,220,-0.1957,135,-0.9463,251,0.01459,228,-0.1356,358,0.58808,337,0.49147,326,0.43647,239,-0.0636
ENSG00000123933,MXD4,59,0.30811,78,0.75592,51,0.08395,20,-1.3747,55,0.22545,30,-0.7504,24,-1.0508,66,0.47224,57,0.24042,41,-0.2710
ENSG00000159733,ZFYVE28,20,-0.4885,30,0.14699,15,-0.9065,47,0.85856,32,0.29160,14,-1.0318,55,1.12700,24,-0.2006,14,-1.0282,19,-0.5693
ENSG00000063978,RNF4,18,-1.1770,25,-0.6522,22,-0.8820,37,-0.0800,43,0.21182,55,0.57256,74,1.08155,42,0.14940,35,-0.1276,28,-0.4680
ENSG00000125386,FAM193A,84,1.12240,27,-0.6742,93,1.29738,46,0.12852,23,-1.0348,29,-0.5972,41,-0.0413,45,0.08494,21,-1.0411,35,-0.2870
ENSG00000087266,SH3BP2,10,-1.2271,72,1.90711,24,0.04103,6,-2.0134,12,-1.0791,20,-0.2925,56,1.44063,12,-0.9804,21,-0.2014,15,-0.7418
ENSG00000087274,ADD1,281,0.07238,249,-0.1172,242,-0.1606,206,-0.4138,247,-0.1440,246,-0.1364,369,0.51586,252,-0.0959,398,0.63991,213,-0.3614
ENSG00000109736,MFSD10,24,-0.1490,30,0.15694,11,-1.3617,33,0.32441,29,0.11964,47,0.89059,14,-0.9992,35,0.41480,19,-0.5347,26,-0.0604
ENSG00000087269,NOP14,38,0.98651,6,-1.8583,43,1.22922,21,0.03106,21,0.01321,18,-0.2323,10,-1.1281,9,-1.2059,17,-0.2456,23,0.15933
ENSG00000125388,GRK4,27,0.30388,26,0.26953,28,0.38661,40,0.96076,15,-0.6431,8,-1.5490,22,-0.0036,15,-0.5701,31,0.52921,16,-0.4898
ENSG00000197386,HTT,56,-0.6954,66,-0.4358,81,-0.1172,82,-0.1060,108,0.37042,97,0.16157,71,-0.3247,108,0.33533,107,0.32368,80,-0.1511
ENSG00000159788,RGS12,50,-0.2988,108,0.96015,90,0.65005,39,-0.6767,76,0.42222,37,-0.7512,22,-1.4993,34,-0.8651,103,0.87886,26,-1.2487
ENSG00000163956,LRPAP1,38,-1.7733,139,0.18040,71,-0.8690,94,-0.4303,206,0.96129,121,-0.0445,189,0.68661,111,-0.1733,87,-0.5502,101,-0.3152
ENSG00000168824,NSG1,9,-3.2622,99,0.36064,42,-0.9810,61,-0.4030,121,0.79071,72,-0.1351,138,0.90904,66,-0.2902,71,-0.1715,70,-0.1822
ENSG00000168818,STX18,16,-0.1516,29,0.82798,8,-1.2250,20,0.24598,30,1.04438,19,0.15131,14,-0.3808,15,-0.2046,6,-1.4638,3,-2.3511
ENSG00000163132,MSX1,24,0.98950,60,2.84851,25,1.06263,0,-7.5011,0,-4.2122,8,-0.6652,0,-4.7846,12,-0.1320,5,-1.4000,6,-1.0068
ENSG00000072832,CRMP1,30,-2.4698,138,-0.1746,86,-0.9026,141,-0.1359,216,0.61759,202,0.43421,171,0.16622,178,0.23021,198,0.40387,120,-0.3951
ENSG00000181215,C4orf50,9,-1.6274,2,-3.8024,23,-0.2328,42,0.69793,26,-0.0457,38,0.55399,30,0.18260,49,0.97556,31,0.19597,20,-0.4245
ENSG00000152969,JAKMIP1,10,-2.9104,45,-0.6991,29,-1.3557,70,-0.0151,121,1.01631,81,0.21553,116,0.80866,48,-0.5971,62,-0.1938,74,0.08018
ENSG00000109501,WFS1,24,-1.3299,192,2.07185,49,-0.2691,23,-1.4353,68,0.26630,56,-0.0662,42,-0.5207,59,0.00376,41,-0.5435,22,-1.4671
ENSG00000074211,PPP2R2C,106,-1.2325,163,-0.5784,177,-0.4555,255,0.11725,251,0.10445,193,-0.3177,389,0.81469,216,-0.1438,347,0.62111,254,0.11318
ENSG00000013288,MAN2B2,32,-0.0327,27,-0.3186,29,-0.2024,18,-0.8964,53,0.87897,47,0.57412,18,-0.9609,19,-0.8230,30,-0.1324,36,0.15382
ENSG00000179010,MRFAP1,232,-0.9215,455,0.12321,255,-0.7773,371,-0.1988,514,0.36102,510,0.30908,508,0.30154,280,-0.6312,552,0.43632,438,0.06232
ENSG00000170846,AC093323.1,10,-1.4500,28,0.05425,16,-0.7623,9,-1.6464,62,1.65347,16,-0.7673,17,-0.7188,32,0.23858,13,-1.1173,33,0.30833
ENSG00000178988,MRFAP1L1,82,-0.6080,121,-0.0063,84,-0.5685,190,0.73251,133,0.15805,141,0.24371,74,-0.7663,104,-0.2410,157,0.41030,116,-0.0726
ENSG00000170871,KIAA0232,237,0.77363,76,-1.0281,203,0.51458,206,0.53580,135,-0.1557,107,-0.5044,146,-0.0129,161,0.14138,118,-0.3457,99,-0.6216
ENSG00000132405,TBC1D14,27,-0.8878,56,0.25338,20,-1.3442,33,-0.5769,39,-0.3514,62,0.42381,47,-0.0303,72,0.66855,90,1.03868,41,-0.2387
ENSG00000173011,TADA2B,23,-0.0057,26,0.24615,16,-0.5591,30,0.47067,27,0.31653,23,0.01533,26,0.24794,24,0.10261,13,-0.8189,13,-0.8424
ENSG00000109519,GRPEL1,18,-1.1418,43,0.17748,33,-0.2597,32,-0.2885,62,0.89401,42,0.14628,26,-0.5796,46,0.26901,25,-0.6561,34,-0.1928
ENSG00000184985,SORCS2,2,-2.6665,48,1.86818,20,0.34761,9,-0.9382,17,0.13118,9,-0.8012,19,0.21626,17,0.07393,7,-1.2672,11,-0.5158
ENSG00000196526,AFAP1,22,0.25648,15,-0.3962,31,0.79229,10,-1.0067,27,0.62095,13,-0.5374,2,-3.1077,16,-0.2966,32,0.85101,14,-0.4340
ENSG00000163995,ABLIM2,7,-2.7516,22,-1.0109,12,-1.9256,15,-1.5532,100,1.68376,40,-0.1254,28,-0.6707,63,0.60600,55,0.36643,35,-0.3322
ENSG00000071127,WDR1,36,-0.2784,100,1.40631,21,-1.0661,25,-0.8304,57,0.52193,53,0.33789,25,-0.8346,43,0.01045,26,-0.7625,29,-0.6194
ENSG00000178163,ZNF518B,20,-0.0344,24,0.19064,21,-0.0051,35,0.82943,23,0.15456,18,-0.2372,18,-0.2390,6,-1.8095,21,0.03644,21,0.01443
ENSG00000157869,RAB28,23,0.28557,20,0.06848,25,0.46516,11,-0.8228,23,0.33500,35,1.00886,5,-1.8730,8,-1.2648,17,-0.1713,18,-0.0679
ENSG00000038219,BOD1L1,897,1.05230,282,-0.8061,855,0.96914,759,0.76598,407,-0.2664,185,-1.4442,361,-0.4256,324,-0.5937,523,0.15571,219,-1.1883
ENSG00000137449,CPEB2,40,0.37942,15,-1.0615,31,0.00316,26,-0.2988,14,-1.2434,37,0.25622,48,0.67536,44,0.54159,43,0.51720,31,-0.0083
ENSG00000118564,FBXL5,69,0.28771,56,-0.0293,37,-0.6722,56,-0.0424,76,0.51948,72,0.36096,51,-0.1742,58,0.00552,11,-2.4111,68,0.27484
ENSG00000237765,FAM200B,80,0.06000,110,0.56819,77,-0.0093,39,-1.0477,100,0.47055,44,-0.8728,55,-0.5368,43,-0.8993,86,0.17625,115,0.65279
ENSG00000169762,TAPT1,37,-0.2275,39,-0.1120,28,-0.6548,52,0.32255,45,0.10884,57,0.46240,64,0.65749,45,0.08433,26,-0.7550,29,-0.5655
ENSG00000169744,LDB2,12,-3.1216,38,-1.4984,81,-0.3507,87,-0.2402,172,1.01403,66,-0.6489,201,1.13632,117,0.22929,92,-0.1433,73,-0.5053
ENSG00000151552,QDPR,509,1.27039,165,-0.5726,105,-1.2473,149,-0.7284,134,-0.9623,593,1.54751,182,-0.4149,228,-0.0667,133,-0.9038,286,0.29208
ENSG00000002549,LAP3,41,0.88753,59,1.51425,27,0.21048,15,-0.7289,27,0.22205,25,0.08111,7,-1.8428,13,-0.9192,9,-1.4150,12,-1.0492
ENSG00000118579,MED28,28,-0.6394,66,0.68063,39,-0.1523,45,0.05099,41,-0.0727,51,0.27406,53,0.34191,41,-0.0657,28,-0.6563,40,-0.1355
ENSG00000163257,DCAF16,52,0.69076,14,-1.3520,38,0.21492,37,0.14793,35,0.05491,35,0.07767,51,0.66660,34,0.01308,20,-0.7892,19,-0.8309
ENSG00000178177,LCORL,37,0.88390,21,-0.0232,31,0.61275,29,0.50153,21,-0.0642,4,-2.4512,36,0.85486,10,-1.0655,18,-0.2566,6,-1.7570
ENSG00000145147,SLIT2,12,-1.6132,8,-2.2284,35,-0.0659,39,0.12169,76,1.45616,25,-0.5754,42,0.21764,27,-0.4350,23,-0.7311,36,-0.0053
ENSG00000163138,PACRGL,8,-1.0943,15,-0.0311,14,-0.2173,14,-0.1459,31,1.25837,18,0.19027,19,0.30138,10,-0.6529,8,-0.9470,6,-1.4332
ENSG00000185774,KCNIP4,9,-2.6676,39,-0.5216,24,-1.2788,49,-0.1732,134,1.82463,41,-0.4641,61,0.16367,45,-0.3088,23,-1.3365,46,-0.2658
ENSG00000280650,KCNIP4-IT1,20,-0.8955,3,-3.4917,60,0.81806,131,2.26112,42,0.26359,7,-2.3435,27,-0.4839,51,0.54617,5,-2.9997,12,-1.7001
ENSG00000152990,ADGRA3,23,0.09070,64,1.88815,24,0.21142,9,-1.3109,13,-0.7562,22,0.04668,22,0.02333,12,-0.8646,11,-0.9697,21,-0.0460
ENSG00000109819,PPARGC1A,4,-2.7522,22,-0.4991,32,0.08368,46,0.66850,20,-0.6847,46,0.68366,72,1.44798,24,-0.3716,19,-0.6903,27,-0.1620
ENSG00000109606,DHX15,36,-0.3357,49,0.13242,38,-0.2683,56,0.34338,67,0.75357,41,-0.1571,33,-0.4886,39,-0.2070,28,-0.7335,40,-0.1878
ENSG00000181982,CCDC149,29,-0.0578,12,-1.4041,30,0.02498,42,0.55189,25,-0.2914,18,-0.7370,16,-0.9046,26,-0.2053,71,1.43984,33,0.17651
ENSG00000053900,ANAPC4,32,0.34477,14,-0.9016,14,-0.8828,49,1.06740,27,0.11758,31,0.31377,29,0.20480,13,-0.9606,22,-0.2474,21,-0.2596
ENSG00000250317,SMIM20,9,-1.4903,45,0.89885,18,-0.5866,10,-1.3725,31,0.31672,29,0.20540,11,-1.3103,37,0.56436,28,0.14199,35,0.47108
ENSG00000168214,RBPJ,380,1.60057,84,-0.8768,140,-0.0865,182,0.32945,71,-1.2019,166,0.18537,170,0.21937,142,-0.0644,130,-0.2059,92,-0.7416
ENSG00000109689,STIM2,41,0.42418,16,-1.0081,39,0.32969,30,-0.0878,47,0.70703,21,-0.6048,29,-0.1540,45,0.56974,14,-1.1989,19,-0.7713
ENSG00000169851,PCDH7,85,-1.5601,111,-1.1718,301,0.37879,415,0.91694,303,0.44234,241,0.02516,207,-0.2150,254,0.10462,239,0.00879,153,-0.6809
ENSG00000047365,ARAP2,326,2.27610,47,-1.0064,115,0.38917,97,0.11045,60,-0.6934,61,-0.6180,62,-0.5775,49,-0.9258,61,-0.6028,56,-0.7408
ENSG00000181826,RELL1,12,-0.3359,53,2.15518,20,0.44843,0,-7.7647,6,-1.4547,24,0.70229,15,-0.0210,17,0.14370,5,-1.6989,11,-0.5510
ENSG00000065882,TBC1D1,25,-0.2655,28,-0.1063,25,-0.2711,35,0.25078,40,0.52136,32,0.08347,31,0.01756,33,0.13749,27,-0.1637,15,-1.0942
ENSG00000109787,KLF3,38,1.02634,35,0.85250,32,0.70630,12,-0.8142,12,-0.9082,19,-0.1355,18,-0.1853,11,-0.9436,15,-0.4469,22,0.08400
ENSG00000109790,KLHL5,46,0.85507,15,-0.8785,44,0.76230,20,-0.4905,11,-1.4875,54,1.11089,8,-1.7569,21,-0.3789,35,0.38681,35,0.40524
ENSG00000157796,WDR19,17,-0.0957,23,0.40715,19,0.11365,35,1.08348,13,-0.5413,27,0.69726,13,-0.5067,15,-0.2617,11,-0.6547,10,-0.9140
ENSG00000035928,RFC1,304,1.65454,106,-0.1257,212,1.00839,162,0.55575,88,-0.4537,32,-1.9292,92,-0.3527,64,-0.9016,59,-1.0311,58,-1.0621
ENSG00000163682,RPL9,651,-0.2560,1091,0.57198,464,-0.7789,304,-1.4178,828,0.13829,953,0.34987,490,-0.6954,446,-0.8402,1086,0.56372,1288,0.85067
ENSG00000121897,LIAS,33,0.97057,19,0.05283,27,0.63123,20,0.15425,18,-0.0346,4,-2.1776,35,1.07255,17,-0.1099,0,-5.4405,9,-1.0151
ENSG00000163683,SMIM14,111,0.34063,56,-0.7360,113,0.36474,123,0.50487,70,-0.4163,107,0.28725,107,0.27794,66,-0.4638,87,-0.0504,76,-0.2550
ENSG00000078140,UBE2K,81,-0.8232,84,-0.7628,150,0.13875,176,0.39621,194,0.63584,106,-0.4135,163,0.27503,162,0.26250,108,-0.3806,94,-0.5851
ENSG00000121892,PDS5A,82,0.69467,43,-0.3276,41,-0.3915,74,0.52675,59,0.17943,58,0.13351,45,-0.2527,45,-0.2482,46,-0.2157,33,-0.7571
ENSG00000163697,APBB2,91,1.42185,36,-0.1327,19,-1.0683,26,-0.6166,21,-0.9953,40,0.03407,67,0.88084,49,0.35859,23,-0.8085,35,-0.1624
ENSG00000154277,UCHL1,190,-2.0477,298,-1.3804,203,-1.9528,816,0.17136,1177,0.89250,1329,0.98205,1295,0.93619,530,-0.5061,496,-0.6075,548,-0.4543
ENSG00000064042,LIMCH1,770,1.70389,135,-1.1481,366,0.40330,253,-0.1831,246,-0.2517,165,-0.8429,309,0.13393,199,-0.5599,236,-0.2954,205,-0.5123
ENSG00000109133,TMEM33,49,-0.5689,67,-0.0914,38,-0.9628,69,-0.0440,80,0.22083,85,0.29321,128,0.96943,79,0.16793,63,-0.1797,41,-0.8348
ENSG00000014824,SLC30A9,58,-0.2903,80,0.23412,42,-0.7914,73,0.08031,104,0.74755,65,-0.1060,53,-0.4222,46,-0.6509,86,0.34050,54,-0.3990
ENSG00000124406,ATP8A1,169,0.12787,78,-1.0759,69,-1.2508,233,0.64604,212,0.56079,232,0.63604,186,0.27435,161,0.04304,83,-0.9798,85,-0.9370
ENSG00000183783,KCTD8,10,-1.4105,18,-0.5921,33,0.32080,27,-0.0123,51,1.23972,17,-0.6998,34,0.38912,29,0.11904,15,-0.8973,10,-1.5318
ENSG00000151806,GUF1,29,0.16727,29,0.17923,20,-0.3773,33,0.37687,25,-0.0820,25,-0.0568,28,0.13461,23,-0.2028,9,-1.6119,40,0.69300
ENSG00000163281,GNPDA2,10,-0.8792,6,-1.5970,13,-0.5561,3,-2.4803,36,1.26757,17,-0.1092,15,-0.2908,21,0.18659,29,0.72223,17,-0.1548
ENSG00000163285,GABRG1,55,-0.2327,149,1.42431,90,0.55870,49,-0.4021,29,-1.2705,67,0.07225,64,0.01781,44,-0.5803,51,-0.3368,73,0.21160
ENSG00000260878,AC104072.1,15,-1.1414,29,-0.2137,23,-0.5355,34,0.05249,35,0.12499,34,0.05010,56,0.86460,47,0.58154,24,-0.5093,29,-0.2011
ENSG00000151834,GABRA2,61,-0.9841,177,0.68152,171,0.62386,106,-0.1484,118,0.01712,51,-1.2491,176,0.66580,113,-0.0415,102,-0.2147,88,-0.4409
ENSG00000109158,GABRA4,21,-1.5638,21,-1.5658,71,0.29017,79,0.46799,101,0.99949,46,-0.3769,63,0.10396,67,0.19938,55,-0.1103,26,-1.2555
ENSG00000163288,GABRB1,67,-0.1229,71,-0.0237,150,1.19902,120,0.81997,69,-0.0946,45,-0.7490,54,-0.4680,86,0.26173,34,-1.1761,35,-1.1092
ENSG00000260918,AC107398.3,103,-0.6852,125,-0.3908,180,0.18460,177,0.15898,195,0.35577,120,-0.4565,198,0.33455,190,0.27004,193,0.29987,87,-0.9391
ENSG00000109171,SLAIN2,28,0.02353,37,0.42824,36,0.39871,18,-0.7144,29,0.06533,27,-0.0508,20,-0.5426,40,0.55539,23,-0.3195,22,-0.3668
ENSG00000075539,FRYL,312,2.72857,36,-1.0167,51,-0.4959,57,-0.3335,24,-1.7246,71,0.00633,57,-0.3308,61,-0.2378,42,-0.7930,42,-0.8117
ENSG00000109180,OCIAD1,115,-1.1543,206,-0.2577,131,-0.9490,169,-0.5632,435,1.11715,323,0.45640,227,-0.1086,219,-0.1624,228,-0.1014,185,-0.4295
ENSG00000145247,OCIAD2,10,-1.5006,14,-1.0638,15,-0.8949,23,-0.2757,50,1.09523,34,0.32959,36,0.40365,12,-1.3221,40,0.55199,23,-0.2785
ENSG00000109184,DCUN1D4,21,-1.2737,29,-0.7481,25,-0.9609,68,0.56404,48,-0.0003,72,0.65172,77,0.76463,46,-0.0710,60,0.35374,33,-0.5622
ENSG00000163069,SGCB,69,0.46244,65,0.37190,47,-0.1396,33,-0.6794,41,-0.3791,54,0.07970,69,0.46523,49,-0.0872,59,0.22623,39,-0.4378
ENSG00000109189,USP46,72,-0.6007,84,-0.3752,129,0.30533,84,-0.3784,153,0.65940,54,-1.0501,114,0.10656,102,-0.0764,126,0.26088,104,-0.0432
ENSG00000226950,DANCR,24,-0.7835,80,1.14528,20,-1.0578,16,-1.3546,49,0.35540,37,-0.1068,22,-0.8898,30,-0.4690,56,0.53079,57,0.57112
ENSG00000145216,FIP1L1,127,1.14414,38,-0.7988,91,0.58677,59,-0.1211,58,-0.1453,39,-0.7364,64,0.00234,39,-0.7311,92,0.60295,32,-1.0456
ENSG00000072201,LNX1,10,-2.2029,22,-1.1405,60,0.42363,24,-0.9710,100,1.54423,23,-1.0696,51,0.15556,41,-0.1769,47,0.03873,28,-0.7759
ENSG00000134853,PDGFRA,33,1.07147,28,0.82602,20,0.23355,16,-0.0576,13,-0.4720,9,-0.8770,3,-2.4390,12,-0.4612,9,-0.9080,29,0.89441
ENSG00000134851,TMEM165,279,3.14298,35,-0.6535,20,-1.4837,13,-2.1287,19,-1.6432,116,1.27650,32,-0.8043,19,-1.5384,15,-1.8821,23,-1.2994
ENSG00000134852,CLOCK,81,-0.2980,69,-0.5339,143,0.60957,166,0.86128,88,-0.1914,52,-0.9722,118,0.29372,109,0.17114,96,-0.0250,67,-0.5782
ENSG00000090989,EXOC1,132,1.15639,43,-0.6633,70,0.11087,119,0.97303,54,-0.3291,42,-0.6896,92,0.55193,23,-1.5780,58,-0.1826,34,-1.0241
ENSG00000157426,AASDH,38,0.71670,16,-0.5842,36,0.63943,40,0.83070,11,-1.2156,27,0.15656,35,0.57434,27,0.16348,13,-0.9618,11,-1.1270
ENSG00000128050,PAICS,37,0.17378,60,0.99024,31,-0.1179,34,0.05891,40,0.33885,39,0.26608,19,-0.8074,24,-0.5159,11,-1.6529,28,-0.2571
ENSG00000174780,SRP72,115,0.12746,75,-0.5366,146,0.51204,187,0.92791,83,-0.4293,89,-0.2806,148,0.52790,99,-0.1194,78,-0.4870,67,-0.7056
ENSG00000171476,HOPX,26,-3.7086,359,0.20751,137,-1.2799,127,-1.3855,745,1.76041,141,-1.2329,179,-0.8781,179,-0.8741,506,0.77362,322,0.03317
ENSG00000084093,REST,120,2.71581,39,0.57666,51,1.02928,10,-1.4402,6,-2.3262,16,-0.8123,7,-1.9338,18,-0.6025,8,-1.8543,17,-0.6952
ENSG00000047315,POLR2B,29,-0.8596,53,0.09434,55,0.13137,35,-0.5477,72,0.65944,88,0.92015,51,0.03548,26,-1.0245,20,-1.4016,52,0.04213
ENSG00000163453,IGFBP7,75,-0.4261,347,2.23912,98,0.00322,33,-1.6293,26,-2.0942,151,0.70293,69,-0.5493,68,-0.5639,81,-0.2920,103,0.07557
ENSG00000150471,ADGRL3,83,-0.1354,87,-0.0626,117,0.42038,102,0.20197,107,0.31556,77,-0.2518,109,0.30298,58,-0.6921,73,-0.3275,71,-0.3671
ENSG00000145242,EPHA5,15,-0.6166,14,-0.6980,7,-1.6236,27,0.29877,26,0.30368,54,1.48087,19,-0.2218,35,0.71399,8,-1.4378,12,-0.9018
ENSG00000145241,CENPC,148,1.49228,41,-0.6196,82,0.48034,129,1.24316,41,-0.6722,33,-0.9432,32,-0.9825,51,-0.2769,40,-0.6647,33,-0.9282
ENSG00000033178,UBA6,64,1.16066,28,-0.1657,30,-0.0928,65,1.19582,21,-0.6995,62,1.09192,25,-0.3505,11,-1.5895,12,-1.4376,9,-1.8619
ENSG00000083896,YTHDC1,524,1.24156,155,-0.7312,402,0.78343,349,0.54513,218,-0.2307,148,-0.8037,148,-0.8100,218,-0.2114,152,-0.7598,206,-0.2997
ENSG00000132467,UTP3,42,0.44767,19,-0.7591,43,0.47164,23,-0.4977,34,0.13593,51,0.75847,35,0.14416,28,-0.1893,20,-0.6737,19,-0.7479
ENSG00000018189,RUFY3,348,0.29444,171,-0.8133,282,-0.0406,321,0.16714,340,0.28667,334,0.23000,283,-0.0380,267,-0.1297,276,-0.0731,222,-0.4138
ENSG00000132463,GRSF1,53,-0.6507,73,-0.1611,57,-0.5399,83,0.02827,131,0.90017,111,0.50597,46,-0.8861,67,-0.3004,74,-0.1504,67,-0.3120
ENSG00000173542,MOB1B,30,-0.4766,38,-0.0702,31,-0.4012,8,-2.4187,96,1.76585,14,-1.5519,31,-0.4235,28,-0.5663,44,0.13173,27,-0.5865
ENSG00000156136,DCK,5,-1.8476,17,-0.0593,9,-1.0264,15,-0.1595,33,1.22524,31,0.94666,14,-0.2909,11,-0.7312,8,-1.1398,14,-0.2585
ENSG00000080493,SLC4A4,73,-0.5072,269,1.66326,236,1.42367,101,-0.0010,43,-1.3811,41,-1.3698,67,-0.6422,104,0.03702,85,-0.2780,51,-1.0510
ENSG00000132466,ANKRD17,351,0.61368,160,-0.6301,398,0.82708,342,0.57149,195,-0.3533,123,-1.0305,228,-0.0805,314,0.43432,187,-0.3945,146,-0.7652
ENSG00000169116,PARM1,7,-3.3403,36,-0.9153,54,-0.2961,88,0.47723,91,0.61650,35,-0.9710,166,1.57532,28,-1.2882,82,0.36556,40,-0.7355
ENSG00000163743,RCHY1,6,-2.4037,18,-0.8673,25,-0.4148,37,0.20537,42,0.46518,37,0.22049,51,0.71105,50,0.67962,14,-1.3202,36,0.15170
ENSG00000138769,CDKL2,87,1.00579,19,-1.3237,38,-0.3340,100,1.25424,35,-0.4940,68,0.60557,19,-1.3828,54,0.21987,48,0.02666,13,-1.8925
ENSG00000138757,G3BP2,95,-1.3053,110,-1.0862,163,-0.4913,300,0.47075,294,0.49895,300,0.46954,272,0.31179,172,-0.4158,324,0.60134,136,-0.7668
ENSG00000138768,USO1,96,0.64704,42,-0.6537,67,0.06238,78,0.32085,65,0.01583,74,0.23573,64,0.00056,45,-0.5512,66,0.05391,43,-0.6075
ENSG00000198301,SDAD1,70,0.01484,37,-0.9556,116,0.84190,133,1.07928,66,-0.0686,54,-0.3708,83,0.28237,59,-0.2571,46,-0.6361,30,-1.2614
ENSG00000138760,SCARB2,200,0.99060,121,0.16944,79,-0.5078,87,-0.3626,118,0.13250,188,0.88792,98,-0.1737,71,-0.6590,54,-1.0665,68,-0.7351
ENSG00000138758,SEPTIN11,375,0.26061,196,-0.7489,532,0.83909,516,0.78898,341,0.12097,171,-0.9618,185,-0.8429,297,-0.1081,267,-0.2792,282,-0.1922
ENSG00000118816,CCNI,491,-0.6409,689,-0.1152,1100,0.64134,967,0.42754,395,-1.0480,539,-0.4991,742,0.00249,602,-0.3257,1057,0.57419,1175,0.75132
ENSG00000138764,CCNG2,32,-0.3376,45,0.18981,22,-0.8817,15,-1.4629,72,1.13141,50,0.37354,30,-0.4426,23,-0.8545,55,0.50828,22,-0.9194
ENSG00000138767,CNOT6L,46,0.30977,33,-0.2051,49,0.43842,42,0.17921,36,-0.0684,12,-1.6493,58,0.70124,50,0.47333,23,-0.7750,27,-0.4981
ENSG00000169288,MRPL1,80,-0.2768,40,-1.3247,176,1.00434,146,0.68239,90,-0.1077,61,-0.6838,111,0.23540,77,-0.3328,126,0.44351,54,-0.8716
ENSG00000138756,BMP2K,23,0.34397,46,1.54553,26,0.59570,25,0.49819,9,-1.2084,5,-1.8342,7,-1.3594,17,-0.0678,14,-0.3914,19,0.08542
ENSG00000163291,PAQR3,18,-0.2671,20,-0.1422,18,-0.2700,19,-0.1800,32,0.70126,32,0.59896,32,0.59668,17,-0.3979,6,-1.8108,13,-0.7549
ENSG00000152784,PRDM8,10,-2.2747,24,-1.0380,30,-0.7161,59,0.34822,60,0.43314,37,-0.3766,92,1.09615,64,0.47895,38,-0.3646,47,-0.0127
ENSG00000273156,AC124016.2,16,-1.0321,36,0.22516,22,-0.5723,23,-0.4814,30,-0.0758,27,-0.2102,19,-0.7484,35,0.18878,87,1.73644,19,-0.7330
ENSG00000138668,HNRNPD,106,-0.5438,145,-0.0621,196,0.42186,130,-0.2286,130,-0.2578,137,-0.1537,148,-0.0315,120,-0.3594,251,0.83556,165,0.14499
ENSG00000152795,HNRNPDL,386,0.41777,246,-0.3021,219,-0.4799,358,0.29484,417,0.61661,316,0.09375,319,0.10658,247,-0.2941,161,-0.9469,191,-0.6871
ENSG00000145293,ENOPH1,76,-0.2709,93,0.04724,29,-1.7229,61,-0.6232,114,0.40982,148,0.80245,80,-0.1909,109,0.28825,86,-0.0901,87,-0.0557
ENSG00000249242,TMEM150C,41,-0.9672,76,-0.0158,116,0.65919,105,0.49247,78,0.01698,47,-0.7481,83,0.12980,97,0.37480,79,0.03790,47,-0.7715
ENSG00000145284,SCD5,354,0.18215,530,0.84821,223,-0.5416,305,-0.0516,250,-0.3974,555,0.92658,195,-0.7467,221,-0.5532,290,-0.1309,297,-0.0976
ENSG00000138674,SEC31A,41,-0.4480,50,-0.1183,77,0.57033,46,-0.2444,73,0.53311,84,0.70968,50,-0.1354,44,-0.3328,28,-1.0212,31,-0.8551
ENSG00000251022,THAP9-AS1,9,-1.0145,22,0.33260,9,-0.9782,40,1.37006,28,0.88853,14,-0.3146,6,-1.5575,8,-1.1953,18,0.08292,10,-0.8982
ENSG00000138663,COPS4,20,-0.7574,42,0.38070,16,-1.1229,19,-0.8109,62,1.23269,36,0.15114,52,0.73596,11,-1.6054,17,-1.0044,24,-0.4999
ENSG00000163319,MRPS18C,15,-1.2787,45,0.36177,16,-1.2516,51,0.57355,55,0.79790,33,-0.1098,39,0.13585,20,-0.8460,18,-1.0698,46,0.39264
ENSG00000163624,CDS1,9,-2.5356,42,-0.3257,83,0.76089,79,0.67143,32,-0.7926,54,0.05910,122,1.42559,64,0.33013,23,-1.2519,31,-0.7780
ENSG00000163625,WDFY3,103,0.56403,65,-0.1662,86,0.26996,106,0.60878,71,-0.0346,44,-0.7573,104,0.57301,49,-0.6073,55,-0.4193,43,-0.7901
ENSG00000180769,WDFY3-AS2,26,-0.2565,73,1.44650,66,1.27457,22,-0.5188,23,-0.4600,21,-0.6133,18,-0.8393,12,-1.3787,24,-0.3579,29,-0.0921
