Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000117133,RPF1,20,-0.7714,37,0.17669,19,-0.7993,23,-0.5490,26,-0.3725,35,0.10123,43,0.42828,38,0.25818,52,0.76521
ENSG00000174021,GNG5,54,0.89220,75,1.47611,18,-0.8580,49,0.71900,11,-1.5402,18,-0.9488,15,-1.0846,37,0.25463,19,-0.7430
ENSG00000117155,SSX2IP,60,-1.6802,102,-0.8680,199,0.17017,98,-0.9407,153,-0.2490,181,0.01782,287,0.78095,246,0.52217,283,0.75447
ENSG00000162642,C1orf52,38,-0.5751,28,-0.9952,53,-0.0393,51,-0.1113,62,0.22141,60,0.18658,66,0.30822,58,0.10570,67,0.33674
ENSG00000153904,DDAH1,346,0.36818,337,0.32205,165,-0.8076,302,0.14479,239,-0.2304,305,0.18513,215,-0.3956,324,0.25781,222,-0.3433
ENSG00000117174,ZNHIT6,65,0.90314,36,-0.0435,24,-0.6871,32,-0.2602,53,0.58116,33,-0.2066,36,-0.0538,32,-0.2573,29,-0.3763
ENSG00000122417,ODF2L,110,0.60767,31,-1.3529,38,-1.0479,36,-1.1258,115,0.68531,76,0.00090,82,0.12218,140,1.02167,53,-0.5521
ENSG00000097033,SH3GLB1,73,0.72419,66,0.57199,27,-0.8395,40,-0.2469,59,0.38600,42,-0.1790,44,-0.0951,40,-0.2591,34,-0.5129
ENSG00000183291,SELENOF,77,-0.1221,83,-0.0067,90,0.11846,61,-0.4903,86,0.05446,62,-0.5236,112,0.48164,79,-0.0824,122,0.62141
ENSG00000153936,HS2ST1,46,-0.0904,55,0.18275,31,-0.7019,44,-0.1704,50,0.02608,52,0.11879,48,-0.0414,66,0.47570,46,-0.1108
ENSG00000143013,LMO4,384,-1.2493,545,-0.7166,669,-0.3968,703,-0.3195,522,-0.7810,1254,0.71795,1513,0.94088,681,-0.3698,1078,0.36705
ENSG00000065243,PKN2,79,1.35746,43,0.31985,15,-1.2981,26,-0.4877,35,-0.0170,31,-0.2271,27,-0.4316,34,-0.0411,32,-0.1428
ENSG00000137947,GTF2B,12,-1.0831,24,-0.0889,21,-0.3141,12,-1.1453,32,0.40550,20,-0.3648,26,0.07309,38,0.65013,46,0.99904
ENSG00000137944,KYAT3,7,-0.8520,13,0.12928,7,-0.7879,10,-0.2104,10,-0.1991,12,0.01438,22,0.96979,14,0.24544,12,0.00994
ENSG00000213516,RBMXL1,37,1.11118,13,-0.6226,8,-1.3703,18,-0.0734,30,0.71398,13,-0.6248,18,-0.0886,23,0.30103,18,-0.1033
ENSG00000197147,LRRC8B,43,-1.1077,54,-0.7788,92,0.05474,61,-0.5872,59,-0.6414,68,-0.4752,159,0.96367,153,0.90150,133,0.65517
ENSG00000171488,LRRC8C,11,0.24270,1,-3.1688,23,1.53708,8,-0.2145,8,-0.2797,6,-0.6080,8,-0.1497,8,-0.1241,12,0.45366
ENSG00000171492,LRRC8D,27,0.32277,16,-0.4684,14,-0.7498,9,-1.2724,20,-0.1491,37,1.00350,25,0.16684,10,-1.1231,25,0.20190
ENSG00000162664,ZNF326,144,1.40286,31,-1.0877,43,-0.6101,51,-0.3437,62,-0.0256,67,0.11459,62,-0.0381,63,-0.0119,42,-0.6400
ENSG00000233593,LINC02609,17,-0.8923,24,-0.3126,41,0.52027,29,-0.0392,28,-0.1217,29,-0.0586,41,0.52964,16,-0.9501,44,0.63934
ENSG00000122482,ZNF644,142,1.08699,73,-0.0198,45,-0.7772,50,-0.6190,87,0.25128,67,-0.1808,61,-0.3025,73,-0.0171,76,0.04499
ENSG00000069702,TGFBR3,24,1.36057,15,0.61663,3,-1.7871,6,-0.7614,6,-0.7697,10,-0.0119,4,-1.2567,21,1.15230,4,-1.5157
ENSG00000172031,EPHX4,1,-4.7667,9,-1.9537,39,0.30449,11,-1.5714,25,-0.3755,20,-0.8322,55,0.89241,49,0.68985,93,1.85255
ENSG00000189195,BTBD8,101,-1.5909,129,-1.2353,169,-0.8250,149,-1.0146,223,-0.3931,285,-0.0070,536,1.05184,381,0.46509,604,1.26526
ENSG00000273487,AC104836.1,9,-0.7594,3,-2.1753,11,-0.4557,4,-1.8070,4,-1.9105,28,1.23289,24,0.78055,16,0.10743,21,0.58285
ENSG00000174842,GLMN,12,-0.9936,29,0.36757,21,-0.1576,20,-0.2120,18,-0.3864,32,0.59603,21,-0.1715,19,-0.2912,28,0.26822
ENSG00000122484,RPAP2,111,0.90473,47,-0.4869,30,-1.1604,42,-0.6681,61,-0.0786,88,0.59013,83,0.41124,71,0.14940,22,-1.6345
ENSG00000067208,EVI5,147,1.04119,108,0.50965,66,-0.2873,64,-0.3359,51,-0.6881,74,-0.1148,76,-0.0613,61,-0.3951,68,-0.2264
ENSG00000122406,RPL5,727,0.16477,803,0.32737,492,-0.4540,798,0.31673,727,0.16561,601,-0.1572,436,-0.6423,627,-0.0717,750,0.21569
ENSG00000154511,DIPK1A,23,-0.4811,13,-1.3142,31,-0.0192,22,-0.5469,35,0.18977,23,-0.5548,60,1.10120,30,-0.0799,53,0.86692
ENSG00000143033,MTF2,56,0.88278,16,-1.0532,16,-1.0947,13,-1.4073,54,0.82200,35,0.14013,30,-0.1215,45,0.52508,26,-0.3775
ENSG00000117500,TMED5,49,0.64516,33,0.02185,21,-0.7141,31,-0.0730,18,-0.9201,32,-0.0428,42,0.38310,35,0.10775,35,0.11456
ENSG00000117505,DR1,40,0.02827,23,-0.7977,34,-0.2153,36,-0.1484,60,0.71023,30,-0.4788,41,0.05821,60,0.69578,38,-0.0398
ENSG00000137942,FNBP1L,39,0.87129,16,-0.5858,30,0.42337,19,-0.2545,63,1.74601,12,-1.0124,20,-0.1630,10,-1.2802,7,-1.7739
ENSG00000067334,DNTTIP2,70,-0.2099,87,0.14428,48,-0.7813,57,-0.5185,67,-0.2606,94,0.31138,126,0.76295,72,-0.1469,78,-0.0192
ENSG00000023909,GCLM,24,-0.2363,16,-0.8921,26,-0.1318,33,0.21861,28,0.00710,20,-0.5790,45,0.74370,52,0.99447,19,-0.5875
ENSG00000137962,ARHGAP29,40,0.72787,8,-1.6498,49,1.06418,12,-1.0939,22,-0.2565,22,-0.3006,33,0.41862,31,0.32169,17,-0.6227
ENSG00000117528,ABCD3,57,0.54078,63,0.71412,32,-0.3970,27,-0.6401,44,0.11462,37,-0.1927,40,-0.0163,37,-0.1383,35,-0.2625
ENSG00000117525,F3,61,0.56593,151,2.25850,15,-1.6071,27,-0.7200,8,-2.4655,32,-0.5163,8,-2.5416,78,0.96610,20,-1.1498
ENSG00000117519,CNN3,177,0.94455,260,1.65316,61,-0.7708,72,-0.5248,62,-0.7475,79,-0.4050,43,-1.3009,107,0.10142,61,-0.7620
ENSG00000172339,ALG14,10,-0.2523,15,0.36336,10,-0.2291,10,-0.2798,8,-0.5313,11,-0.0864,19,0.70111,11,-0.0915,13,0.15031
ENSG00000152078,TLCD4,23,-1.1279,49,0.01268,30,-0.7412,27,-0.9010,39,-0.3242,46,-0.0717,79,0.80180,75,0.71705,69,0.57436
ENSG00000122481,RWDD3,20,0.43148,19,0.37989,7,-1.2490,4,-1.8077,23,0.65623,14,-0.1834,15,-0.0438,9,-0.8370,28,1.00808
ENSG00000228971,LINC02607,21,-0.6332,17,-0.9867,5,-2.7766,14,-1.2926,77,1.46437,55,1.03024,27,-0.2867,24,-0.4885,29,-0.1470
ENSG00000117569,PTBP2,37,-0.7299,35,-0.8140,65,0.16464,29,-1.0557,72,0.32783,87,0.75862,57,-0.0467,57,-0.0520,60,0.04320
ENSG00000225206,MIR137HG,15,0.18662,3,-1.9896,4,-1.7298,11,-0.2281,21,0.71804,18,0.60438,16,0.31581,18,0.44508,8,-0.8346
ENSG00000162627,SNX7,18,0.76198,5,-1.1412,1,-3.3419,10,-0.1694,4,-1.3839,5,-1.2627,19,0.87556,28,1.54599,16,0.58947
ENSG00000117598,PLPPR5,7,-2.0189,23,-0.1450,16,-0.7610,13,-1.0737,48,1.04445,25,-0.0858,46,0.96659,21,-0.3088,34,0.45939
ENSG00000117600,PLPPR4,26,-1.9601,53,-0.8868,53,-0.8795,45,-1.1327,110,0.26298,90,-0.0671,122,0.43145,177,1.06365,170,0.99477
ENSG00000162688,AGL,67,0.49364,61,0.32963,30,-0.7934,32,-0.6884,50,0.01717,60,0.33190,50,0.00109,54,0.12402,34,-0.5854
ENSG00000117620,SLC35A3,27,0.74628,12,-0.4877,20,0.21724,22,0.41338,4,-2.0401,15,-0.1863,13,-0.4461,20,0.24418,22,0.40234
ENSG00000156875,MFSD14A,27,-0.2637,30,-0.1054,24,-0.4520,20,-0.7355,27,-0.2396,26,-0.3787,46,0.57244,45,0.54341,50,0.72936
ENSG00000122435,TRMT13,34,1.56576,11,-0.3240,7,-1.0059,5,-1.4265,19,0.50052,11,-0.3446,11,-0.3665,22,0.74109,6,-1.3224
ENSG00000137992,DBT,59,0.37002,41,-0.2168,45,-0.0671,55,0.27364,53,0.19557,36,-0.4363,57,0.33196,60,0.40145,25,-0.9785
ENSG00000224616,RTCA-AS1,41,1.47822,8,-1.1237,9,-0.9602,15,-0.2315,22,0.40146,15,-0.2049,10,-0.8226,28,0.81435,7,-1.2092
ENSG00000137996,RTCA,25,-0.7658,22,-0.9616,43,0.04444,34,-0.3286,40,-0.0439,37,-0.1762,72,0.91330,41,-0.0163,62,0.66865
ENSG00000162694,EXTL2,12,-1.7680,22,-0.8422,75,1.10888,19,-1.0997,28,-0.4731,24,-0.8041,110,1.82866,34,-0.1874,37,-0.0619
ENSG00000162695,SLC30A7,13,0.09297,19,0.72811,12,-0.0110,7,-0.8227,8,-0.6154,14,0.30587,9,-0.4651,16,0.48644,8,-0.6229
ENSG00000117543,DPH5,8,-0.5194,13,0.11354,10,-0.2554,16,0.42750,13,0.16711,10,-0.2247,13,0.15821,9,-0.3610,15,0.40825
ENSG00000170989,S1PR1,57,0.95670,80,1.54847,8,-2.0694,40,0.35142,11,-1.6179,23,-0.5486,4,-2.9352,55,0.88392,20,-0.7494
ENSG00000118733,OLFM3,4,-3.8493,25,-1.3502,57,-0.0792,30,-1.0400,44,-0.4576,64,0.14522,104,0.92211,58,-0.0450,144,1.51929
ENSG00000060718,COL11A1,25,0.63900,17,0.00573,17,0.06166,13,-0.4306,9,-0.9378,21,0.44284,9,-0.8994,19,0.17049,16,-0.0612
ENSG00000185946,RNPC3,215,1.45525,79,-0.2399,43,-1.1784,92,0.00733,88,-0.0618,124,0.56171,60,-0.6551,58,-0.7235,35,-1.4714
ENSG00000240038,AMY2B,15,0.84687,10,0.18919,12,0.45053,4,-1.3055,9,0.03247,4,-1.4167,7,-0.3386,12,0.50362,13,0.57052
ENSG00000198890,PRMT6,10,-0.4213,17,0.38072,11,-0.2169,7,-1.0321,18,0.46365,9,-0.6564,14,0.06228,20,0.64363,18,0.50975
ENSG00000162631,NTNG1,2,-2.8013,7,-1.4032,41,1.40007,2,-2.8793,0,-5.9615,2,-3.4828,57,2.03768,17,-0.0774,49,1.73620
ENSG00000162636,FAM102B,9,-2.3972,22,-1.0489,43,-0.0188,27,-0.7276,95,1.30405,57,0.48712,65,0.62842,34,-0.3879,29,-0.6287
ENSG00000162639,HENMT1,10,-0.7223,13,-0.4031,23,0.51541,15,-0.1572,18,0.10118,15,-0.1543,23,0.49306,18,0.06828,17,0.03540
ENSG00000134186,PRPF38B,180,1.76672,50,-0.4069,24,-1.5052,35,-0.9642,58,-0.1819,55,-0.2967,64,-0.0358,96,0.62188,35,-0.9423
ENSG00000116266,STXBP3,85,0.94408,61,0.39209,25,-1.0240,41,-0.2342,49,0.03361,40,-0.3255,35,-0.4797,61,0.38113,43,-0.1704
ENSG00000121957,GPSM2,46,1.04127,42,0.88925,25,0.01187,25,0.02404,26,0.07072,19,-0.4350,11,-1.1502,20,-0.3019,12,-1.0766
ENSG00000121940,CLCC1,33,0.62052,27,0.30056,20,-0.1719,9,-1.4347,31,0.48495,21,-0.1161,23,0.03996,25,0.17964,15,-0.6030
ENSG00000085433,WDR47,45,-1.4315,56,-1.0902,103,-0.1551,92,-0.3299,162,0.58412,113,-0.0145,185,0.80985,121,0.09765,146,0.40716
ENSG00000197780,TAF13,97,-0.2430,107,-0.0780,152,0.48604,100,-0.1836,119,0.09130,139,0.38832,136,0.30368,54,-1.1321,83,-0.4770
ENSG00000215717,TMEM167B,41,0.03284,44,0.15470,36,-0.1767,37,-0.1304,18,-1.2480,29,-0.5310,41,0.03431,61,0.68897,64,0.77697
ENSG00000116299,KIAA1324,8,-1.1547,3,-2.3180,19,0.22200,6,-1.3975,23,0.49460,23,0.59268,27,0.78616,18,0.15433,16,-0.0739
ENSG00000031698,SARS,119,-0.9680,154,-0.5724,186,-0.2812,183,-0.3107,257,0.23522,221,-0.0086,310,0.54323,318,0.58515,253,0.20903
ENSG00000143126,CELSR2,57,-0.9012,56,-0.9054,97,-0.0734,101,-0.0025,126,0.35349,122,0.34551,126,0.35533,128,0.37565,77,-0.4202
ENSG00000134222,PSRC1,21,0.25741,18,0.08950,7,-1.4034,13,-0.4819,3,-2.5940,8,-1.1733,18,0.04174,35,1.14777,43,1.54609
ENSG00000134243,SORT1,202,0.15268,105,-0.8701,115,-0.7348,114,-0.7456,148,-0.3360,205,0.20571,309,0.86194,249,0.49947,183,-0.0070
ENSG00000143106,PSMA5,33,-0.8398,48,-0.2549,52,-0.1107,34,-0.7510,42,-0.4576,44,-0.4364,83,0.63747,66,0.26485,115,1.21640
ENSG00000174151,CYB561D1,14,0.25746,2,-2.4213,14,0.24900,6,-0.9049,5,-1.1981,14,0.24406,20,0.80313,15,0.36784,15,0.39332
ENSG00000181754,AMIGO1,9,-1.9814,25,-0.5376,41,0.19729,26,-0.5238,36,0.01201,37,0.06182,51,0.55190,59,0.79850,39,0.10993
ENSG00000065135,GNAI3,35,0.69375,19,-0.2969,24,0.12451,17,-0.4708,26,0.22343,17,-0.4991,26,0.24024,21,-0.1152,24,0.12804
ENSG00000116337,AMPD2,49,-0.2500,43,-0.4507,68,0.26039,58,0.00086,58,-0.0047,49,-0.3082,46,-0.3657,88,0.68085,72,0.34383
ENSG00000168765,GSTM4,22,0.01521,30,0.52733,22,0.05887,21,-0.0781,8,-1.4988,11,-1.1577,25,0.22933,23,0.08248,44,1.19637
ENSG00000134201,GSTM5,60,0.70092,152,2.48114,13,-1.6600,34,-0.2083,21,-0.9668,24,-0.8370,10,-2.0215,39,0.00172,15,-1.4470
ENSG00000134202,GSTM3,123,-0.1227,247,1.03421,122,-0.1325,103,-0.3988,90,-0.6047,98,-0.5261,92,-0.5762,158,0.28031,197,0.64476
ENSG00000168710,AHCYL1,691,0.77069,1089,1.59376,256,-0.8216,328,-0.4369,290,-0.6287,327,-0.4912,227,-1.0064,502,0.23893,295,-0.6037
ENSG00000143093,STRIP1,22,-0.5087,24,-0.3545,44,0.59845,20,-0.6272,35,0.20365,36,0.29774,31,0.00235,35,0.21887,22,-0.4895
ENSG00000197106,SLC6A17,64,-1.3126,81,-0.9553,284,1.07426,132,-0.1964,189,0.38412,160,0.12142,221,0.64116,99,-0.6518,106,-0.5442
ENSG00000116396,KCNC4,28,-0.6515,29,-0.6092,71,0.80439,38,-0.2036,45,0.06198,45,0.06678,28,-0.6996,77,0.95162,27,-0.7202
ENSG00000162775,RBM15,12,0.35358,6,-0.6132,9,-0.1449,16,0.82369,1,-3.1065,9,-0.1236,13,0.51040,9,-0.0179,11,0.25965
ENSG00000134248,LAMTOR5,58,-1.1966,180,0.58128,159,0.37024,118,-0.1070,119,-0.0994,104,-0.3418,130,0.05023,126,-0.0094,166,0.43768
ENSG00000177301,KCNA2,24,-2.4021,67,-0.8647,256,1.32938,79,-0.6258,79,-0.6250,104,-0.2122,264,1.38136,85,-0.5013,111,-0.0903
ENSG00000259834,AL365361.1,2,-3.0052,18,-0.1660,21,0.07256,9,-1.2721,32,0.75130,19,-0.0627,21,0.04306,33,0.83287,26,0.41483
ENSG00000121931,LRIF1,15,-0.2555,12,-0.5482,5,-1.8147,11,-0.7131,18,0.04967,17,-0.0382,23,0.41158,30,0.89078,27,0.68563
ENSG00000134255,CEPT1,17,-0.5186,16,-0.6011,10,-1.3001,12,-1.0069,30,0.33765,28,0.24831,32,0.44960,53,1.33001,15,-0.7485
ENSG00000116455,WDR77,10,-0.5627,17,0.19393,21,0.55397,11,-0.4120,16,0.13126,18,0.36526,14,-0.0439,10,-0.5602,12,-0.3436
ENSG00000116459,ATP5PB,113,-0.6396,159,-0.1096,102,-0.8013,153,-0.1710,161,-0.0907,124,-0.5466,257,0.67971,201,0.27297,307,0.98458
ENSG00000116473,RAP1A,83,0.78142,76,0.63344,51,-0.0216,44,-0.2472,53,0.04802,44,-0.2816,35,-0.5899,57,0.14366,29,-0.8870
ENSG00000197852,INKA2,16,-1.2190,24,-0.6095,22,-0.6979,26,-0.4774,30,-0.2502,58,0.96552,36,0.04481,45,0.37840,37,0.09430
ENSG00000064703,DDX20,8,-0.5334,6,-0.9502,7,-0.7979,8,-0.4821,25,1.30382,10,-0.1928,17,0.61679,10,-0.1086,12,0.10635
ENSG00000171385,KCND3,49,-0.7781,44,-0.9325,87,0.13467,58,-0.4951,74,-0.1286,79,-0.0208,103,0.41408,112,0.54309,116,0.59945
ENSG00000143079,CTTNBP2NL,46,1.29644,13,-0.7928,12,-0.8076,11,-0.9544,16,-0.4709,16,-0.4781,17,-0.3055,44,1.20046,21,-0.0140
ENSG00000007341,ST7L,16,0.52058,13,0.15658,6,-0.9132,11,-0.0791,19,0.75752,11,-0.1425,9,-0.3839,13,0.15823,8,-0.5649
ENSG00000116489,CAPZA1,52,-0.0187,39,-0.4712,73,0.53917,37,-0.5408,48,-0.1213,54,0.06377,79,0.66403,38,-0.4791,49,-0.1052
ENSG00000155366,RHOC,93,1.21665,68,0.68084,33,-0.4839,70,0.71934,22,-1.0655,30,-0.6759,24,-0.9741,53,0.27231,26,-0.8579
ENSG00000155380,SLC16A1,47,1.78823,34,1.17486,19,0.22805,10,-0.7318,8,-1.0801,6,-1.5321,15,-0.1371,8,-1.0802,12,-0.4950
ENSG00000226419,SLC16A1-AS1,27,1.22479,4,-1.6616,9,-0.5524,15,0.21739,4,-1.7276,20,0.77919,4,-1.6883,24,1.00549,3,-2.0189
ENSG00000198799,LRIG2,28,1.39040,2,-2.1899,11,-0.1054,2,-2.4601,24,1.12771,8,-0.6745,10,-0.2527,14,0.26865,13,0.04925
ENSG00000081026,MAGI3,57,-0.3349,42,-0.8209,24,-1.6330,59,-0.2884,93,0.43771,109,0.82897,101,0.57586,82,0.24238,32,-1.2277
ENSG00000116793,PHTF1,28,0.24621,11,-1.2410,29,0.32543,13,-0.9437,18,-0.4867,23,-0.0812,44,0.99057,31,0.39172,21,-0.1828
ENSG00000081019,RSBN1,46,0.38530,19,-0.9867,25,-0.5694,20,-0.9480,55,0.67828,35,-0.0882,32,-0.2069,69,1.04433,29,-0.3446
ENSG00000134262,AP4B1,15,-0.5898,23,0.08249,20,-0.1158,14,-0.6749,27,0.32477,28,0.46486,13,-0.8036,29,0.44771,22,-0.0359
ENSG00000163349,HIPK1,53,-0.1687,47,-0.3522,58,-0.0303,62,0.08564,81,0.51478,57,-0.0750,39,-0.6311,85,0.60010,51,-0.2308
ENSG00000197323,TRIM33,83,0.14337,55,-0.5052,69,-0.1477,49,-0.6870,76,-0.0082,91,0.31648,95,0.35505,97,0.38153,57,-0.4627
ENSG00000116752,BCAS2,37,-1.2111,92,0.17704,72,-0.2068,63,-0.4179,88,0.09695,74,-0.1937,115,0.54702,87,0.07922,122,0.64128
ENSG00000213281,NRAS,20,-0.2291,14,-0.6852,21,-0.1439,16,-0.5631,38,0.84460,24,0.10242,27,0.27225,20,-0.1585,23,0.01093
ENSG00000009307,CSDE1,284,-0.0721,248,-0.2879,287,-0.0583,239,-0.3457,297,-0.0046,338,0.23367,370,0.35240,239,-0.3452,335,0.19189
ENSG00000052723,SIKE1,20,0.39500,14,-0.2186,20,0.35133,12,-0.4162,14,-0.1850,13,-0.3088,21,0.48917,12,-0.3984,18,0.22186
ENSG00000163393,SLC22A15,15,0.55381,4,-1.5049,6,-0.9434,13,0.30126,20,0.98796,13,0.27670,11,-0.0133,3,-1.6842,11,0.02259
ENSG00000163399,ATP1A1,91,-2.2472,159,-1.4204,564,0.55740,165,-1.3701,269,-0.6292,252,-0.7998,866,1.30842,542,0.49276,850,1.27521
ENSG00000143061,IGSF3,1,-3.6287,7,-0.7241,20,0.94882,2,-2.4525,4,-1.5190,3,-1.9735,13,0.26968,20,0.94134,40,2.21577
ENSG00000134247,PTGFRN,9,-0.9551,7,-1.3530,25,0.63207,10,-0.8136,56,2.13054,8,-1.1482,16,-0.0969,5,-1.7678,24,0.59120
ENSG00000116830,TTF2,29,2.35699,0,-4.1792,8,0.08984,6,-0.3711,1,-2.7392,4,-1.0277,11,0.59510,10,0.35317,4,-0.9979
ENSG00000198162,MAN1A2,914,0.29400,1094,0.59297,594,-0.3944,803,0.08318,623,-0.3191,1027,0.56194,475,-0.7405,451,-0.8216,613,-0.3446
ENSG00000065183,WDR3,12,-0.7878,10,-1.0231,16,-0.3451,10,-1.0343,33,0.76534,27,0.51546,18,-0.1705,24,0.26872,26,0.37252
ENSG00000260941,LINC00622,6,-0.8927,9,-0.2673,10,-0.0887,8,-0.4733,10,-0.0842,15,0.60798,13,0.35999,12,0.15815,9,-0.2688
ENSG00000143067,ZNF697,4,-1.1157,5,-0.6544,9,0.00386,4,-1.1556,1,-3.0926,7,-0.3852,12,0.47066,21,1.45126,17,1.14792
ENSG00000092621,PHGDH,112,1.46126,142,1.92373,25,-0.9707,38,-0.3472,16,-1.6407,19,-1.4678,16,-1.6764,63,0.45914,24,-1.0239
ENSG00000134250,NOTCH2,50,1.03242,75,1.79714,20,-0.4126,21,-0.3446,9,-1.6351,18,-0.6646,7,-1.9204,35,0.45571,12,-1.1644
ENSG00000265808,SEC22B,58,-0.1444,40,-0.7222,74,0.25367,43,-0.6194,55,-0.2178,60,-0.0884,79,0.36376,63,-0.0080,101,0.76646
ENSG00000226067,LINC00623,15,-0.6554,21,-0.0734,33,0.60122,31,0.52546,15,-0.6178,19,-0.3064,23,0.03806,28,0.36228,21,-0.1087
ENSG00000171943,SRGAP2C,71,0.75150,41,-0.1576,37,-0.3064,36,-0.3603,47,0.07135,41,-0.1840,42,-0.1256,65,0.60837,30,-0.6172
ENSG00000232527,LINC02802,9,-1.2758,32,0.63445,20,-0.1305,40,0.98480,24,0.15042,24,0.16924,12,-0.8616,11,-1.0354,21,-0.0264
ENSG00000196369,SRGAP2B,51,0.65807,23,-0.6395,21,-0.7285,22,-0.6832,62,0.96801,41,0.31157,32,-0.1314,35,0.03322,16,-1.1665
ENSG00000162825,NBPF20,68,1.12628,8,-2.2060,36,0.06369,40,0.24731,41,0.26832,51,0.76183,32,-0.1009,15,-1.2836,2,-3.8861
ENSG00000265491,RNF115,67,0.29163,53,-0.0702,56,0.00654,43,-0.4128,41,-0.4764,42,-0.4801,72,0.41409,65,0.25837,75,0.48929
ENSG00000186141,POLR3C,24,0.07430,7,-1.8291,16,-0.5714,16,-0.5691,17,-0.4404,28,0.35921,35,0.69405,24,0.06041,35,0.67882
ENSG00000131788,PIAS3,11,-0.4419,13,-0.1173,24,0.81318,6,-1.3759,20,0.55306,10,-0.6640,15,0.03593,15,0.02343,21,0.63205
ENSG00000198483,ANKRD35,17,0.38440,16,0.26200,13,-0.0547,19,0.53217,5,-1.4396,10,-0.5354,7,-0.8915,18,0.47809,20,0.59484
ENSG00000131779,PEX11B,18,-1.0938,37,-0.0021,53,0.60198,23,-0.7448,38,0.06402,35,-0.1067,66,0.95775,17,-1.2032,47,0.40363
ENSG00000265241,RBM8A,127,0.38893,103,0.05634,79,-0.3627,96,-0.0615,91,-0.1489,106,0.11437,95,-0.0803,83,-0.2887,111,0.16999
ENSG00000271601,LIX1L,50,1.79981,24,0.54112,4,-1.9967,19,0.10540,1,-3.6792,8,-1.1929,11,-0.7160,37,1.23903,12,-0.5680
ENSG00000272031,ANKRD34A,10,-1.4546,17,-0.7391,32,0.22408,25,-0.1611,25,-0.1327,20,-0.5094,52,1.03908,25,-0.1725,49,0.94619
ENSG00000121851,POLR3GL,43,0.33240,43,0.34134,17,-1.1138,48,0.50367,15,-1.2524,32,-0.1412,30,-0.2215,55,0.74322,34,-0.0691
ENSG00000265972,TXNIP,166,3.06205,32,-0.1071,24,-0.5384,24,-0.5273,22,-0.6941,9,-2.0253,3,-3.4692,38,0.17884,13,-1.4624
ENSG00000287978,AC245407.2,6,-0.9118,13,0.31346,17,0.65565,6,-0.8442,0,-4.9245,18,0.88092,5,-1.2233,10,-0.1920,18,0.80643
ENSG00000268043,NBPF12,52,2.76623,4,-1.6154,6,-1.0897,8,-0.5035,5,-1.1904,10,-0.2776,7,-0.7929,7,-0.8616,9,-0.4148
ENSG00000131791,PRKAB2,12,-0.6703,27,0.56535,21,0.12119,11,-0.8237,10,-1.0219,18,-0.0754,34,0.93990,18,-0.0925,22,0.19631
ENSG00000116128,BCL9,5,-1.2388,3,-2.0701,13,0.01532,6,-1.1673,10,-0.4414,24,1.18765,8,-0.7474,17,0.47445,19,0.63187
ENSG00000178104,PDE4DIP,275,0.33444,283,0.38268,193,-0.2315,128,-0.8654,152,-0.6000,260,0.28006,205,-0.1348,235,0.07822,243,0.13282
ENSG00000274265,AC245297.3,33,1.80894,26,1.30545,3,-2.0002,5,-1.2844,8,-0.5864,7,-0.9102,6,-1.0787,16,0.54945,6,-0.8642
ENSG00000271383,NBPF19,18,0.56994,10,-0.3578,11,-0.1388,4,-1.7741,5,-1.1830,18,0.68771,15,0.30161,12,0.02794,12,-0.0071
ENSG00000178096,BOLA1,10,-0.4979,22,0.64617,20,0.56549,10,-0.4763,25,0.87243,10,-0.6595,15,0.07426,8,-0.9326,14,-0.0267
ENSG00000159164,SV2A,89,-1.3708,109,-1.0616,264,0.31719,172,-0.3702,302,0.54279,242,0.19743,314,0.60884,212,-0.0364,223,0.04353
ENSG00000143368,SF3B4,15,-0.2666,23,0.40756,19,0.11925,14,-0.3271,16,-0.1902,15,-0.2779,20,0.20440,21,0.27605,19,0.09650
ENSG00000264522,OTUD7B,77,2.51364,8,-1.3234,22,0.16326,22,0.15478,16,-0.3299,9,-1.2346,8,-1.3157,18,-0.0906,6,-1.6546
ENSG00000136631,VPS45,34,-0.2723,38,-0.0765,49,0.32373,25,-0.7400,59,0.62252,35,-0.2632,41,0.04552,30,-0.4821,57,0.56224
ENSG00000023902,PLEKHO1,49,-0.0741,65,0.37053,47,-0.1331,39,-0.4443,41,-0.3474,50,-0.0614,40,-0.3690,74,0.60062,59,0.21794
ENSG00000143401,ANP32E,161,0.78566,84,-0.2801,55,-0.9323,112,0.18007,116,0.23839,116,0.26745,70,-0.5637,78,-0.3857,93,-0.1141
ENSG00000117362,APH1A,43,0.94824,24,-0.0003,35,0.57245,32,0.44444,7,-1.7914,22,-0.1553,18,-0.4328,22,-0.1268,16,-0.6181
ENSG00000118292,C1orf54,17,0.63368,24,1.19210,5,-1.1361,8,-0.6556,10,-0.2703,5,-1.2223,6,-1.0947,26,1.31314,10,-0.1758
ENSG00000159208,CIART,5,-1.4442,19,0.51562,13,-0.1080,14,-0.0037,5,-1.4722,9,-0.6619,19,0.47093,25,0.97559,20,0.58376
