Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000114107,CEP70,22,0.04022,25,0.24883,30,0.60195,13,-0.8988
ENSG00000051382,PIK3CB,93,0.31740,84,0.04339,59,-0.5646,79,-0.0853
ENSG00000175110,MRPS22,50,0.52478,39,-0.0658,18,-1.2761,42,0.04943
ENSG00000184432,COPB2,61,0.65567,48,0.02649,30,-0.7497,37,-0.4605
ENSG00000114115,RBP1,8,-1.8354,10,-1.1142,36,1.11361,36,1.27566
ENSG00000158258,CLSTN2,284,1.36776,137,-0.4844,108,-0.8690,93,-1.1841
ENSG00000114120,SLC25A36,117,0.20694,162,0.73641,71,-0.6941,81,-0.5242
ENSG00000155893,PXYLP1,14,-0.5372,17,-0.0846,16,-0.1991,27,0.77426
ENSG00000177311,ZBTB38,106,0.13812,133,0.49653,92,-0.1602,76,-0.5255
ENSG00000155903,RASA2,25,-0.4150,66,1.50612,19,-0.7643,22,-0.5682
ENSG00000114125,RNF7,76,-0.0866,51,-0.7279,85,0.12855,98,0.43535
ENSG00000069849,ATP1B3,135,0.75239,73,-0.5687,66,-0.7481,94,-0.1692
ENSG00000114126,TFDP2,23,-0.9322,62,1.03486,54,0.79087,25,-0.6037
ENSG00000175066,GK5,12,-0.7767,26,0.76951,21,0.43694,16,-0.0903
ENSG00000114127,XRN1,13,-1.1356,53,1.57964,38,0.89659,10,-1.4430
ENSG00000175054,ATR,33,0.25173,42,0.63218,23,-0.4309,21,-0.6562
ENSG00000144935,TRPC1,26,-0.0008,29,0.20778,18,-0.5714,29,0.20245
ENSG00000163714,U2SURP,156,0.06884,281,1.15302,132,-0.2346,72,-1.3092
ENSG00000175040,CHST2,48,0.28096,33,-0.4161,27,-0.7445,51,0.35144
ENSG00000181744,DIPK2A,29,0.17004,27,-0.0003,23,-0.2825,27,-0.0263
ENSG00000163754,GYG1,59,0.75056,27,-0.8465,26,-0.8990,46,0.05515
ENSG00000071794,HLTF,78,0.46711,87,0.50692,45,-0.6295,44,-0.7294
ENSG00000163755,HPS3,13,-0.1068,11,-0.4518,14,0.01736,17,0.39877
ENSG00000114744,COMMD2,26,0.22427,24,0.02456,19,-0.3673,23,-0.0633
ENSG00000082996,RNF13,79,0.61497,52,-0.3125,45,-0.5531,55,-0.2502
ENSG00000070087,PFN2,741,0.31287,561,-0.2671,499,-0.4623,684,0.08041
ENSG00000196428,TSC22D2,68,0.07980,96,0.68332,53,-0.3765,51,-0.4767
ENSG00000120742,SERP1,88,-0.0337,81,-0.1564,83,-0.1215,101,0.23361
ENSG00000144895,EIF2A,67,0.13896,68,0.13928,72,0.23092,48,-0.5150
ENSG00000198843,SELENOT,140,0.16309,133,0.02662,82,-0.7854,148,0.23959
ENSG00000181788,SIAH2,26,0.01243,26,0.03001,31,0.32665,22,-0.3166
ENSG00000144893,MED12L,31,0.01869,48,0.78654,19,-0.7714,27,-0.2510
ENSG00000152601,MBNL1,105,0.17947,113,0.25658,84,-0.2629,85,-0.2654
ENSG00000181467,RAP2B,29,0.21780,37,0.57279,20,-0.4556,20,-0.5098
ENSG00000174953,DHX36,204,0.61516,227,0.59713,105,-0.7304,89,-1.0618
ENSG00000114805,PLCH1,35,0.86402,18,-0.5804,25,-0.0078,15,-0.9076
ENSG00000169359,SLC33A1,17,-0.4191,33,0.91214,14,-0.6164,21,0.09799
ENSG00000163655,GMPS,53,-0.0260,65,0.33286,34,-0.7798,61,0.23788
ENSG00000169282,KCNAB1,73,0.08419,44,-0.7725,28,-1.4917,112,0.98727
ENSG00000114850,SSR3,70,0.06385,60,-0.2054,50,-0.5032,82,0.36993
ENSG00000163660,CCNL1,13,-1.2728,51,1.49093,20,-0.2878,25,0.15896
ENSG00000174891,RSRC1,127,0.55603,119,0.24735,98,-0.0931,57,-1.0577
ENSG00000178053,MLF1,19,-0.2594,15,-0.6338,29,0.49377,25,0.30978
ENSG00000168827,GFM1,49,0.25029,37,-0.3017,35,-0.4236,48,0.15946
ENSG00000118855,MFSD1,16,0.20956,14,-0.0491,10,-0.6076,16,0.14746
ENSG00000240207,AC080013.1,16,0.12161,16,0.02812,10,-0.6418,17,0.22029
ENSG00000180044,C3orf80,94,0.51048,91,0.27350,41,-1.0470,66,-0.3029
ENSG00000068885,IFT80,57,0.54465,51,0.14500,31,-0.6538,37,-0.4526
ENSG00000113810,SMC4,14,-0.0123,19,0.51368,21,0.62768,7,-1.1931
ENSG00000186432,KPNA4,99,0.01111,131,0.49832,87,-0.2245,85,-0.2831
ENSG00000163590,PPM1L,143,0.52386,139,0.30544,67,-0.9085,93,-0.4251
ENSG00000169255,B3GALNT1,57,0.21191,63,0.31685,31,-0.8915,53,0.00386
ENSG00000169251,NMD3,31,0.56867,24,-0.0748,23,-0.1223,17,-0.6946
ENSG00000196542,SPTSSB,55,0.87865,28,-0.5836,30,-0.5017,30,-0.4998
ENSG00000121871,SLITRK3,22,0.75303,16,-0.0860,9,-0.9473,13,-0.4038
ENSG00000244128,LINC01322,15,-1.0541,38,0.82543,44,1.12783,17,-0.6199
ENSG00000114209,PDCD10,70,0.78968,50,-0.0978,34,-0.7097,38,-0.5923
ENSG00000163536,SERPINI1,1033,0.81192,610,-0.4004,278,-1.6504,780,0.01675
ENSG00000173905,GOLIM4,31,-1.5459,63,-0.0487,163,1.82150,59,-0.1803
ENSG00000008952,SEC62,609,0.06863,701,0.29544,683,0.24821,433,-0.5764
ENSG00000173889,PHC3,22,-0.3082,43,0.96931,18,-0.5252,23,-0.1520
ENSG00000163558,PRKCI,46,-0.1536,88,1.09061,27,-0.9489,42,-0.2715
ENSG00000136603,SKIL,59,0.33893,65,0.39130,63,0.33320,24,-1.3406
ENSG00000013297,CLDN11,8,-1.5484,8,-1.4074,37,1.29286,30,1.02847
ENSG00000013293,SLC7A14,65,-0.1452,79,0.23397,62,-0.1749,73,0.12551
ENSG00000163584,RPL22L1,21,-0.1544,11,-1.0692,27,0.31306,29,0.51778
ENSG00000163577,EIF5A2,45,0.82114,21,-0.7577,21,-0.7613,31,-0.1519
ENSG00000154310,TNIK,66,-0.5142,113,0.56224,123,0.71719,63,-0.4957
ENSG00000144959,NCEH1,134,0.69920,114,0.15840,54,-1.0814,81,-0.4679
ENSG00000169760,NLGN1,41,0.12793,69,1.07478,20,-1.1097,28,-0.5986
ENSG00000177565,TBL1XR1,123,-0.0842,148,0.25562,131,0.04351,119,-0.1273
ENSG00000172667,ZMAT3,171,0.07030,197,0.29862,167,0.00876,137,-0.3571
ENSG00000121879,PIK3CA,78,0.76015,58,-0.0369,45,-0.4770,39,-0.7673
ENSG00000121864,ZNF639,28,0.02951,35,0.40935,15,-1.0000,31,0.20498
ENSG00000171109,MFN1,23,-0.3574,42,0.82660,17,-0.7513,29,0.17925
ENSG00000114450,GNB4,12,-1.1697,16,-0.4333,50,1.64856,21,-0.0416
ENSG00000136522,MRPL47,84,0.77236,38,-0.8548,39,-0.7940,63,-0.0197
ENSG00000136521,NDUFB5,200,0.31635,127,-0.5590,118,-0.6720,211,0.35028
ENSG00000058056,USP13,16,0.03941,17,0.18574,13,-0.2832,16,0.00157
ENSG00000114757,PEX5L,242,0.25613,298,0.55011,219,0.00128,128,-0.9592
ENSG00000163728,TTC14,42,-0.6851,160,2.12258,29,-1.0807,32,-1.0279
ENSG00000284862,CCDC39,20,0.87013,22,0.70142,14,-0.0974,1,-3.3896
ENSG00000114416,FXR1,125,0.11994,173,0.67627,125,0.08444,69,-0.9650
ENSG00000205981,DNAJC19,91,0.27624,50,-0.8047,52,-0.7425,107,0.54158
ENSG00000242808,SOX2-OT,45,-1.1412,37,-1.1935,154,1.29969,107,0.66041
ENSG00000181449,SOX2,13,-2.4950,49,-0.0542,91,1.09149,87,1.16185
ENSG00000058063,ATP11B,11,-0.7219,30,1.27863,9,-0.8428,17,0.15578
ENSG00000043093,DCUN1D1,61,0.25093,55,0.00406,42,-0.4760,55,-0.0171
ENSG00000078070,MCCC1,31,0.24952,33,0.25917,16,-0.9302,28,0.02046
ENSG00000053524,MCF2L2,17,-0.9918,42,0.86013,44,0.92076,20,-0.4627
ENSG00000114796,KLHL24,30,-0.4163,49,0.57159,40,0.18780,34,-0.1042
ENSG00000163872,YEATS2,49,0.42200,47,0.17685,25,-0.8804,38,-0.1696
ENSG00000180834,MAP6D1,24,-0.5968,42,0.54173,18,-0.9071,45,0.73831
ENSG00000175193,PARL,39,0.04828,36,-0.1150,37,-0.0665,40,0.06796
ENSG00000114770,ABCC5,63,0.02528,85,0.54305,35,-0.9462,65,0.07128
ENSG00000145191,EIF2B5,55,0.20719,50,-0.0210,25,-1.1485,61,0.36717
ENSG00000161202,DVL3,31,-0.1172,30,-0.1563,24,-0.5012,43,0.54357
ENSG00000161203,AP2M1,875,0.67079,475,-0.6136,362,-1.0505,725,0.10781
ENSG00000161204,ABCF3,49,0.78391,32,-0.2292,11,-1.9191,37,0.01908
ENSG00000145198,VWA5B2,13,-0.7690,34,1.11523,21,0.27208,15,-0.3455
ENSG00000163888,CAMK2N2,38,-0.9244,39,-0.6503,59,0.03104,103,1.25966
ENSG00000175166,PSMD2,227,0.58260,144,-0.4043,126,-0.6153,173,-0.1065
ENSG00000114867,EIF4G1,118,0.31477,123,0.29326,92,-0.2120,77,-0.5499
ENSG00000175182,FAM131A,140,-0.0661,195,0.54765,86,-0.8558,154,0.14055
ENSG00000163882,POLR2H,45,0.24017,31,-0.4483,35,-0.2646,45,0.16351
ENSG00000090539,CHRD,25,-0.1387,34,0.42040,10,-1.5019,35,0.55941
ENSG00000177383,MAGEF1,82,0.58472,60,-0.1746,39,-0.8770,62,-0.1253
ENSG00000156931,VPS8,43,0.44995,39,0.16256,23,-0.7031,31,-0.2934
ENSG00000187068,C3orf70,11,-0.8957,14,-0.3376,24,0.57583,25,0.73166
ENSG00000073803,MAP3K13,81,-0.2166,88,-0.0137,120,0.54000,81,-0.1689
ENSG00000163900,TMEM41A,11,-0.3338,14,0.13810,12,-0.1069,16,0.37124
ENSG00000163904,SENP2,66,0.10127,89,0.59193,56,-0.2325,48,-0.5155
ENSG00000136527,TRA2B,78,0.06306,74,-0.0260,72,-0.0927,76,0.00438
ENSG00000244405,ETV5,63,-0.2719,86,0.33725,62,-0.2308,80,0.22944
ENSG00000058866,DGKG,13,-0.8752,38,1.24127,20,0.07400,17,-0.2010
ENSG00000090520,DNAJB11,38,0.54423,21,-0.5969,16,-1.0593,35,0.26117
ENSG00000156976,EIF4A2,975,0.43054,736,-0.1999,592,-0.5644,802,-0.0615
ENSG00000073849,ST6GAL1,23,-0.1053,12,-1.0276,26,0.15316,31,0.56129
ENSG00000163923,RPL39L,10,-0.5440,15,0.25120,11,-0.2295,17,0.58404
ENSG00000157005,SST,36,-1.6884,54,-0.7170,65,-0.4205,193,2.05129
ENSG00000113916,BCL6,23,-0.3267,25,-0.1506,17,-0.7147,41,0.85320
ENSG00000145012,LPP,13,-1.0889,29,0.54715,30,0.60113,25,0.29110
ENSG00000152492,CCDC50,23,-0.7226,27,-0.2729,48,0.71392,40,0.42307
ENSG00000114279,FGF12,578,0.72528,462,0.06662,319,-0.5597,295,-0.7451
ENSG00000180611,MB21D2,19,0.61120,9,-0.7159,10,-0.6271,15,0.03842
ENSG00000198836,OPA1,182,0.47072,139,-0.1581,127,-0.3171,129,-0.3071
ENSG00000133657,ATP13A3,23,-0.4028,39,0.66068,18,-0.6849,32,0.35150
ENSG00000041802,LSG1,42,0.83754,31,0.01705,17,-0.9693,22,-0.6194
ENSG00000114331,ACAP2,32,-0.5003,82,1.37163,38,-0.0791,26,-0.7621
ENSG00000184203,PPP1R2,110,0.64214,78,-0.1718,62,-0.5700,70,-0.3848
ENSG00000189058,APOD,103,-0.8766,56,-1.6193,208,0.54826,265,1.19322
ENSG00000061938,TNK2,52,-0.5101,62,-0.0825,69,0.10590,86,0.56330
ENSG00000072274,TFRC,61,0.52111,44,-0.2053,41,-0.3083,41,-0.3532
ENSG00000161217,PCYT1A,31,0.04701,33,0.18396,31,0.07282,26,-0.2709
ENSG00000213123,TCTEX1D2,78,0.41390,54,-0.3511,50,-0.5001,68,0.02273
ENSG00000163960,UBXN7,30,-0.0764,43,0.56165,42,0.53833,18,-0.9964
ENSG00000163961,RNF168,62,0.10018,79,0.52347,77,0.47488,29,-1.2149
ENSG00000174013,FBXO45,54,-0.0586,68,0.35435,50,-0.1832,53,-0.0796
ENSG00000163964,PIGX,105,0.17094,121,0.36741,72,-0.5241,89,-0.1820
ENSG00000174007,CEP19,20,-0.1430,41,1.26208,15,-0.5820,14,-0.7523
ENSG00000180370,PAK2,43,-0.2772,77,0.82909,65,0.50547,28,-0.9648
ENSG00000119231,SENP5,66,0.37727,51,-0.1955,40,-0.6050,58,0.02939
ENSG00000114503,NCBP2,60,0.04748,50,-0.2791,43,-0.5096,73,0.43495
ENSG00000270170,NCBP2AS2,82,0.66265,39,-0.8429,48,-0.4788,63,-0.0503
ENSG00000119227,PIGZ,18,0.41776,12,-0.3350,7,-1.2256,18,0.33559
ENSG00000228109,MELTF-AS1,12,0.04872,9,-0.5241,13,0.19397,13,0.12669
ENSG00000075711,DLG1,112,0.07615,149,0.56385,107,-0.0203,77,-0.6267
ENSG00000161267,BDH1,26,-0.5830,53,0.79041,11,-1.7169,50,0.77217
ENSG00000145016,RUBCN,45,0.12426,48,0.20858,37,-0.2525,39,-0.1518
ENSG00000122068,FYTTD1,66,0.24970,58,-0.0434,54,-0.1683,54,-0.1816
ENSG00000186001,LRCH3,18,-0.4257,37,0.96865,15,-0.6318,23,0.05511
ENSG00000114473,IQCG,18,0.18585,19,0.17404,14,-0.2544,15,-0.2072
ENSG00000182899,RPL35A,494,-0.5745,463,-0.5327,902,0.63090,808,0.48363
ENSG00000185621,LMLN,22,0.52370,26,0.65431,11,-0.7381,10,-0.9530
ENSG00000182903,ZNF721,55,0.06290,71,0.49673,57,0.08042,38,-0.6217
ENSG00000174227,PIGG,27,0.38136,25,0.09230,10,-1.3314,25,0.14021
ENSG00000273238,TMEM271,35,-0.6845,58,0.31877,50,0.07343,62,0.48957
ENSG00000169020,ATP5ME,781,-0.0045,462,-0.8718,868,0.18086,942,0.36786
ENSG00000185619,PCGF3,37,-0.1804,44,0.20321,36,-0.1408,43,0.16949
ENSG00000168993,CPLX1,232,-0.0507,145,-0.8168,247,0.07152,300,0.47238
ENSG00000178950,GAK,40,-0.3226,50,0.14559,27,-0.8911,66,0.74220
ENSG00000127419,TMEM175,20,-0.3899,35,0.68978,18,-0.4396,26,0.18471
ENSG00000145214,DGKQ,14,-0.0575,19,0.46634,7,-1.1122,17,0.30591
ENSG00000159692,CTBP1,107,-0.3789,126,-9.9248,135,0.11579,151,0.36719
ENSG00000090316,MAEA,73,0.54295,51,-0.2721,33,-0.9722,61,0.04150
ENSG00000163950,SLBP,80,0.28734,94,0.49835,38,-1.0345,64,-0.1990
ENSG00000168936,TMEM129,11,-0.4111,8,-0.7885,13,0.09022,19,0.82485
ENSG00000068078,FGFR3,6,-2.6855,11,-1.4218,37,0.59599,64,2.16076
ENSG00000168924,LETM1,28,-0.2183,31,0.01803,36,0.26510,32,0.05650
ENSG00000109685,NSD2,54,-0.3143,89,0.66471,77,0.39101,46,-0.5386
ENSG00000185049,NELFA,12,-0.6325,24,0.78084,16,0.04353,16,0.06044
ENSG00000243449,C4orf48,449,0.08869,300,-0.6145,379,-0.2294,532,0.41069
ENSG00000185818,NAT8L,201,-0.1400,240,0.20720,200,-0.1054,224,0.09369
ENSG00000123933,MXD4,18,-1.1787,28,-0.2485,42,0.48309,51,0.98547
ENSG00000159733,ZFYVE28,17,-0.4273,22,0.17319,14,-0.6095,29,0.71214
ENSG00000063978,RNF4,40,-0.0483,43,0.11913,39,-0.0519,41,0.00979
ENSG00000125386,FAM193A,18,-0.7267,54,1.53413,26,0.13326,15,-0.8969
ENSG00000087274,ADD1,169,-0.1966,188,0.04618,161,-0.2218,219,0.35227
ENSG00000109736,MFSD10,30,0.20597,33,0.31503,13,-1.1749,30,0.13290
ENSG00000087269,NOP14,24,0.48330,20,0.01738,28,0.58755,8,-1.5700
ENSG00000125388,GRK4,19,-0.5267,22,-0.0781,45,1.21816,18,-0.4909
ENSG00000197386,HTT,49,-0.4604,79,0.47475,55,-0.1548,70,0.28271
ENSG00000159788,RGS12,7,-3.0781,66,0.97827,40,0.06521,73,1.39033
ENSG00000163956,LRPAP1,160,0.19148,140,-0.1035,74,-1.1295,184,0.43110
ENSG00000132406,TMEM128,15,0.01620,14,-0.1699,17,0.14791,15,-0.0134
ENSG00000168824,NSG1,195,0.82095,116,-0.3836,59,-1.4616,140,-0.0661
ENSG00000168818,STX18,20,-0.0173,29,0.65757,17,-0.2944,17,-0.3596
ENSG00000072832,CRMP1,171,0.01661,180,0.10246,106,-0.7797,204,0.35862
ENSG00000181215,C4orf50,23,-0.0011,33,0.60710,18,-0.3998,20,-0.2546
ENSG00000152969,JAKMIP1,64,0.06849,58,-0.1386,59,-0.1061,66,0.08573
ENSG00000109501,WFS1,23,-0.2796,24,-0.1696,21,-0.3938,37,0.66949
ENSG00000074211,PPP2R2C,183,-0.1406,235,0.33582,177,-0.1573,197,0.02459
ENSG00000013288,MAN2B2,70,1.02315,33,-0.6681,32,-0.7094,37,-0.5341
ENSG00000179010,MRFAP1,462,0.07906,389,-0.2425,412,-0.1430,488,0.16463
ENSG00000170846,AC093323.1,41,-0.0892,32,-0.4516,43,0.05184,50,0.35561
ENSG00000178988,MRFAP1L1,114,-0.0636,123,0.08844,106,-0.1673,125,0.13161
ENSG00000186222,BLOC1S4,17,0.62576,8,-0.8979,5,-1.6066,18,0.47851
ENSG00000170871,KIAA0232,156,0.35308,177,0.46750,101,-0.4962,99,-0.5821
ENSG00000132405,TBC1D14,33,-0.0862,32,-0.1233,32,-0.1373,40,0.28478
ENSG00000173011,TADA2B,23,0.48275,17,-0.2400,13,-0.5951,18,-0.0880
ENSG00000109519,GRPEL1,62,0.40106,48,-0.1726,28,-1.0320,58,0.18511
ENSG00000184985,SORCS2,13,-0.2234,12,-0.2816,11,-0.4886,21,0.71967
ENSG00000196526,AFAP1,14,-1.0816,32,0.51536,21,-0.1833,36,0.85165
ENSG00000163995,ABLIM2,45,-0.6364,92,0.79700,40,-0.6720,75,0.46926
ENSG00000071127,WDR1,57,0.07094,44,-0.3707,42,-0.4708,69,0.43922
ENSG00000178163,ZNF518B,22,0.06796,23,0.15362,22,0.02308,19,-0.2329
ENSG00000157869,RAB28,20,-0.0241,16,-0.4575,18,-0.1859,26,0.43562
ENSG00000038219,BOD1L1,327,0.05208,608,1.20850,310,-0.0565,124,-1.6312
ENSG00000137449,CPEB2,29,-0.5248,46,0.38758,40,0.13741,42,0.22630
ENSG00000118564,FBXL5,78,0.20589,73,0.02312,45,-0.7938,80,0.19330
ENSG00000237765,FAM200B,73,-0.3306,101,0.33478,94,0.20076,84,-0.0044
ENSG00000169762,TAPT1,44,0.06592,51,0.29085,33,-0.4352,42,-0.0250
ENSG00000169744,LDB2,215,0.62929,199,0.27350,97,-0.9321,126,-0.5491
ENSG00000151552,QDPR,245,0.20893,114,-1.1180,274,0.34179,236,0.08484
ENSG00000002549,LAP3,31,0.05386,38,0.37784,26,-0.2841,28,-0.1837
ENSG00000118579,MED28,33,-0.5599,41,-0.0381,49,0.25522,54,0.48344
ENSG00000163257,DCAF16,14,-0.9845,33,0.73066,30,0.51935,23,0.09673
ENSG00000178177,LCORL,11,-0.3850,22,0.86616,11,-0.3579,13,-0.0443
ENSG00000145147,SLIT2,53,0.52505,53,0.34100,17,-1.5388,40,-0.1860
ENSG00000163138,PACRGL,28,0.31629,29,0.27155,21,-0.2630,19,-0.4887
ENSG00000185774,KCNIP4,161,0.28114,173,0.32212,71,-1.1454,146,0.01843
ENSG00000280650,KCNIP4-IT1,2,-3.5847,104,4.34762,14,-0.6930,2,-3.3863
ENSG00000109819,PPARGC1A,33,0.27980,30,0.00833,25,-0.3073,27,-0.1666
ENSG00000109606,DHX15,61,0.39940,45,-0.2538,39,-0.4810,51,-0.0314
ENSG00000181982,CCDC149,26,0.05238,25,-0.0382,29,0.21609,23,-0.2163
ENSG00000153012,LGI2,11,-0.9982,19,0.14561,11,-0.7921,32,1.30658
ENSG00000053900,ANAPC4,30,0.59743,27,0.19325,14,-0.8966,19,-0.4378
ENSG00000250317,SMIM20,35,0.10031,12,-1.6157,34,0.03750,45,0.59430
ENSG00000168214,RBPJ,69,-0.2615,99,0.43981,90,0.28308,67,-0.2620
ENSG00000109689,STIM2,42,0.38194,60,0.90616,28,-0.4670,17,-1.3046
ENSG00000169851,PCDH7,267,0.22735,400,0.91024,156,-0.7469,161,-0.7550
ENSG00000047365,ARAP2,57,-0.2803,110,0.97761,80,0.36721,37,-1.0095
ENSG00000174145,NWD2,20,0.41849,16,-0.0451,9,-0.9307,17,0.03271
ENSG00000065882,TBC1D1,19,-0.1679,20,-0.0062,20,-0.0625,23,0.25460
ENSG00000109787,KLF3,16,-0.3804,10,-0.9299,33,1.03904,19,0.07165
ENSG00000109790,KLHL5,21,-0.6647,16,-0.9720,44,0.75722,40,0.65504
ENSG00000157796,WDR19,15,-0.3489,27,0.76270,10,-0.8847,20,0.29038
ENSG00000035928,RFC1,83,0.13174,124,0.82622,88,0.20301,35,-1.4011
ENSG00000163682,RPL9,842,-0.6494,726,-0.7247,1665,0.71656,1489,0.57496
ENSG00000121897,LIAS,18,0.28803,23,0.60835,13,-0.3091,10,-0.7912
ENSG00000163683,SMIM14,101,-0.0611,110,0.10385,121,0.27735,92,-0.2276
ENSG00000078140,UBE2K,163,0.33617,207,0.66093,109,-0.4649,91,-0.8178
ENSG00000121892,PDS5A,42,-0.1983,66,0.64278,43,-0.1203,41,-0.2162
ENSG00000163697,APBB2,42,0.17929,30,-0.4213,40,0.04449,39,0.01474
ENSG00000154277,UCHL1,2277,0.94780,1163,-0.5736,759,-1.2553,1472,-0.2010
ENSG00000064042,LIMCH1,155,-0.2882,304,1.02846,189,0.13661,112,-0.7972
ENSG00000109133,TMEM33,114,0.66923,84,-0.0995,63,-0.5881,69,-0.4745
ENSG00000014824,SLC30A9,142,0.43036,105,-0.2362,103,-0.2732,108,-0.2209
ENSG00000124406,ATP8A1,134,-0.0186,156,0.24756,107,-0.4009,143,0.09869
ENSG00000183783,KCTD8,33,0.08066,42,0.52568,28,-0.1834,25,-0.4478
ENSG00000151806,GUF1,32,0.37707,28,0.04554,29,0.05791,19,-0.6485
ENSG00000163281,GNPDA2,29,0.26508,32,0.34259,15,-0.8904,25,-0.0905
ENSG00000163285,GABRG1,12,-1.1853,9,-1.3703,33,0.77687,37,1.20162
ENSG00000260878,AC104072.1,30,-0.0210,29,-0.0919,25,-0.3414,36,0.31101
ENSG00000151834,GABRA2,72,-0.1402,108,0.62475,78,0.02756,62,-0.3996
ENSG00000109158,GABRA4,89,0.02246,140,0.84521,57,-0.7113,73,-0.3583
ENSG00000163288,GABRB1,39,-0.2690,86,1.29196,38,-0.2236,26,-0.8853
ENSG00000260918,AC107398.3,86,-0.1383,125,0.55790,63,-0.6127,96,0.10070
ENSG00000169019,COMMD8,33,0.61110,18,-0.6489,15,-0.9650,29,0.16596
ENSG00000170448,NFXL1,12,-0.0615,20,0.75658,12,-0.0309,9,-0.6283
ENSG00000109171,SLAIN2,21,-0.4006,36,0.62346,29,0.22103,23,-0.2049
ENSG00000075539,FRYL,30,-0.3895,54,0.79459,41,0.27585,27,-0.4638
ENSG00000109180,OCIAD1,435,0.50525,349,-0.0555,169,-1.2376,370,0.05335
ENSG00000145247,OCIAD2,66,0.00666,48,-0.5338,72,0.16627,73,0.20474
ENSG00000109184,DCUN1D4,67,0.69355,53,0.01432,41,-0.4151,34,-0.7488
ENSG00000163069,SGCB,41,-0.2266,39,-0.2667,42,-0.1204,59,0.51742
ENSG00000109189,USP46,122,-0.0317,151,0.34421,128,0.05721,106,-0.2924
ENSG00000226950,DANCR,31,-0.4978,31,-0.3982,34,-0.2463,61,0.92778
ENSG00000184178,SCFD2,22,0.77124,13,-0.3931,15,-0.2000,11,-0.7007
ENSG00000145216,FIP1L1,64,0.33109,75,0.50191,60,0.10417,29,-1.1694
ENSG00000072201,LNX1,96,0.43197,117,0.65203,36,-1.3005,63,-0.4602
ENSG00000134853,PDGFRA,8,-1.4222,9,-0.8586,18,0.18647,33,1.61282
ENSG00000128039,SRD5A3,26,0.56696,16,-0.5027,9,-1.3737,25,0.29693
ENSG00000134851,TMEM165,35,-0.1452,43,0.24491,42,0.22544,34,-0.1871
ENSG00000134852,CLOCK,88,-0.1478,143,0.75693,108,0.24389,61,-0.7657
ENSG00000090989,EXOC1,111,0.88310,97,0.32282,48,-0.8744,43,-1.1188
ENSG00000157426,AASDH,11,-0.5072,19,0.57698,19,0.57053,11,-0.3549
ENSG00000128059,PPAT,15,0.11053,25,0.95765,7,-1.1034,12,-0.4178
ENSG00000128050,PAICS,30,-0.3071,30,-0.2305,34,-0.0046,44,0.51160
ENSG00000174780,SRP72,145,0.68092,130,0.25318,80,-0.5666,70,-0.8648
ENSG00000171476,HOPX,217,-0.9167,503,0.77251,169,-1.0907,507,0.90934
ENSG00000047315,POLR2B,99,0.61301,84,0.10117,46,-0.8760,64,-0.3880
ENSG00000163453,IGFBP7,6,-3.0118,10,-1.8064,67,1.41431,66,1.68223
ENSG00000150471,ADGRL3,81,0.00131,123,0.75077,50,-0.8031,74,-0.1706
ENSG00000145242,EPHA5,54,0.56495,42,-0.0582,33,-0.4790,35,-0.4185
ENSG00000145241,CENPC,34,-0.1512,66,1.08469,43,0.29360,16,-1.3755
ENSG00000033178,UBA6,35,0.14088,49,0.71749,22,-0.6554,26,-0.4215
ENSG00000083896,YTHDC1,144,0.02608,182,0.44451,176,0.38384,90,-0.8285
ENSG00000132467,UTP3,49,0.38411,52,0.37428,26,-0.7600,35,-0.3610
ENSG00000018189,RUFY3,461,0.67701,391,0.13932,253,-0.5946,244,-0.7089
ENSG00000132463,GRSF1,168,0.51031,133,-0.0757,82,-0.8707,132,-0.0970
ENSG00000173542,MOB1B,28,-0.2201,62,1.35362,16,-1.0599,24,-0.4686
ENSG00000156136,DCK,42,0.20295,29,-0.4576,28,-0.5479,47,0.37175
ENSG00000080493,SLC4A4,14,-2.0781,50,0.36242,80,1.27542,53,0.52775
ENSG00000163626,COX18,16,0.32066,15,0.06591,9,-0.6799,14,-0.0432
ENSG00000132466,ANKRD17,167,-0.0379,290,0.99320,148,-0.2342,108,-0.8112
ENSG00000169116,PARM1,89,0.68774,47,-0.6613,32,-1.2398,76,0.18401
ENSG00000163743,RCHY1,63,0.27312,39,-0.6118,44,-0.4232,66,0.30162
ENSG00000138769,CDKL2,73,0.38352,92,0.67817,56,-0.2165,32,-1.1785
ENSG00000138757,G3BP2,387,0.55565,296,-0.1033,185,-0.8769,293,-0.1366
ENSG00000138768,USO1,118,0.45233,115,0.26277,74,-0.4822,74,-0.5354
ENSG00000138744,NAAA,17,0.40081,17,0.22667,8,-0.9788,14,-0.1348
ENSG00000198301,SDAD1,92,0.68623,90,0.39797,49,-0.6456,41,-0.9942
ENSG00000138750,NUP54,16,-0.4960,34,0.97213,11,-0.8781,22,0.25010
ENSG00000138760,SCARB2,119,0.25180,100,-0.1377,76,-0.5946,117,0.14727
ENSG00000189157,FAM47E,17,0.04909,13,-0.5131,15,-0.1999,21,0.38883
ENSG00000186212,SOWAHB,23,0.70526,11,-0.7429,8,-1.2067,20,0.18994
ENSG00000138758,SEPTIN11,184,-0.4225,397,1.09836,244,0.17503,148,-0.7200
