Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000114021,NIT2,14,-1.2327,26,-0.1882,31,0.10777,53,1.17306,27,-0.1704,10,-1.6476,39,0.44709
ENSG00000154174,TOMM70,55,-0.8715,81,-0.1948,123,0.48530,136,0.76023,113,0.39714,54,-0.8055,47,-1.0253
ENSG00000206535,LNP1,6,-1.5690,10,-0.7215,14,-0.2409,21,0.42879,24,0.62646,27,0.76457,14,-0.2738
ENSG00000114354,TFG,69,0.21680,31,-1.0711,62,-0.0030,89,0.69379,65,0.09905,36,-0.8419,41,-0.6225
ENSG00000138468,SENP7,66,0.98182,84,1.25273,44,0.16943,15,-1.5939,19,-1.2375,41,0.04892,29,-0.4838
ENSG00000174173,TRMT10C,31,-0.7417,33,-0.5819,71,0.66202,82,1.05670,34,-0.5667,40,-0.2681,38,-0.3475
ENSG00000081154,PCNP,118,-0.2333,104,-0.4087,128,-0.0781,135,0.00035,150,0.19201,186,0.52727,124,-0.1338
ENSG00000066422,ZBTB11,37,-0.4086,58,0.33411,54,0.21443,45,-0.0610,55,0.28386,47,-0.0057,37,-0.3900
ENSG00000114391,RPL24,588,-0.2553,363,-0.9748,520,-0.4214,547,-0.3807,768,0.22506,1100,0.79925,1002,0.63860
ENSG00000182504,CEP97,82,1.16823,64,0.57594,48,0.09653,33,-0.5532,29,-0.7611,39,-0.2400,14,-1.7542
ENSG00000144815,NXPE3,140,1.27693,109,0.63540,109,0.62913,42,-0.9576,37,-1.1723,50,-0.6010,34,-1.1798
ENSG00000170017,ALCAM,589,2.02710,209,-0.1749,322,0.53086,60,-2.1811,152,-0.7374,130,-0.9060,67,-1.9081
ENSG00000242759,LINC00882,33,-0.2485,59,0.70316,41,0.11246,33,-0.2567,31,-0.3708,42,0.15342,46,0.30486
ENSG00000243701,DUBR,57,1.45655,33,0.26329,49,0.91363,21,-0.4875,10,-1.5840,19,-0.6107,1,-4.1528
ENSG00000114439,BBX,529,2.29718,250,0.43259,287,0.66732,33,-2.8008,47,-2.2546,89,-1.1853,71,-1.5201
ENSG00000196776,CD47,146,0.00665,126,-0.2225,293,1.18181,173,0.31763,113,-0.4427,97,-0.6387,75,-1.0339
ENSG00000114446,IFT57,21,-1.5648,28,-1.0519,67,0.28410,92,0.96927,82,0.72456,25,-1.2393,48,-0.2372
ENSG00000198919,DZIP3,94,-0.7540,257,0.94294,216,0.64663,170,0.28623,145,-0.0072,95,-0.6708,71,-1.1198
ENSG00000177707,NECTIN3,20,-0.5383,10,-1.5554,10,-1.5883,20,-0.5500,73,2.08570,15,-0.9578,18,-0.6464
ENSG00000240891,PLCXD2,7,-1.0839,3,-2.3608,24,0.84774,25,1.06889,7,-1.1049,33,1.41734,4,-1.8609
ENSG00000144827,ABHD10,26,-0.8452,23,-0.9424,46,0.11396,82,1.29107,49,0.21543,22,-1.0244,25,-0.8119
ENSG00000144834,TAGLN3,56,-3.1700,193,-1.2016,345,-0.3101,878,1.52229,658,0.86622,259,-0.7569,218,-1.0203
ENSG00000091972,CD200,27,-1.4597,47,-0.5306,144,1.32076,81,0.38129,94,0.66858,22,-1.6535,42,-0.7034
ENSG00000144848,ATG3,121,1.14180,31,-1.2246,31,-1.2052,53,-0.4287,56,-0.3299,103,0.68063,54,-0.3650
ENSG00000138459,SLC35A5,67,1.17168,18,-1.1379,27,-0.4641,31,-0.3183,34,-0.1524,32,-0.2221,29,-0.3632
ENSG00000091986,CCDC80,65,2.07441,43,0.88749,6,-2.1068,7,-1.9650,2,-3.7755,11,-1.2867,43,0.88021
ENSG00000163607,GTPBP8,19,0.29216,21,0.45464,23,0.54850,26,0.95725,5,-1.7857,9,-0.9397,7,-1.2527
ENSG00000163608,NEPRO,34,0.42490,25,-0.1319,29,0.11196,32,0.30707,19,-0.5667,24,-0.1752,21,-0.3689
ENSG00000206530,CFAP44,22,0.11299,62,1.97091,9,-1.2717,14,-0.5850,21,0.05002,6,-1.6719,11,-0.8618
ENSG00000072858,SIDT1,4,-2.5570,44,1.09714,23,0.04180,49,1.57355,21,-0.0926,4,-2.4033,6,-1.9781
ENSG00000176542,USF3,52,0.05214,87,0.89513,110,1.32409,33,-0.7308,38,-0.4855,22,-1.2594,39,-0.3837
ENSG00000121579,NAA50,52,-0.4018,21,-1.6792,66,0.01376,81,0.40866,85,0.49816,64,-0.0167,63,-0.0422
ENSG00000114573,ATP6V1A,64,-2.2895,141,-0.9737,251,-0.0829,518,1.36822,326,0.38766,238,-0.1669,196,-0.4732
ENSG00000184307,ZDHHC23,2,-3.5273,24,0.33182,22,0.20224,45,1.72115,23,0.24971,8,-1.3566,4,-2.4300
ENSG00000163617,CCDC191,45,0.87817,84,1.91856,24,-0.2357,11,-1.5225,11,-1.5823,22,-0.3905,19,-0.6092
ENSG00000181722,ZBTB20,479,1.89039,453,1.40565,200,0.00906,19,-3.6405,31,-2.9372,72,-1.5680,206,0.05699
ENSG00000172020,GAP43,152,-3.1689,443,-1.4398,882,-0.3873,1606,0.67455,1886,1.00994,1468,0.43125,1182,0.07733
ENSG00000185565,LSAMP,210,-0.8756,500,0.57912,466,0.45970,461,0.50935,265,-0.4920,360,0.04019,314,-0.1811
ENSG00000144847,IGSF11,46,1.97920,18,-0.0475,20,0.18539,8,-1.2507,7,-1.4346,7,-1.4854,14,-0.4243
ENSG00000163389,POGLUT1,25,0.48699,29,0.67547,19,-0.0390,27,0.58527,11,-0.9613,11,-0.9021,9,-1.0914
ENSG00000113845,TIMMDC1,65,0.54767,27,-0.8883,37,-0.4129,41,-0.3116,47,-0.0675,47,-0.0446,69,0.56523
ENSG00000138495,COX17,107,-0.6699,44,-1.9365,79,-1.0621,212,0.56269,193,0.38042,230,0.62372,195,0.35050
ENSG00000082701,GSK3B,34,-1.3116,105,0.55819,95,0.40150,106,0.68352,85,0.25551,41,-0.9151,50,-0.6080
ENSG00000163428,LRRC58,167,1.66966,71,-0.0858,73,-0.0520,36,-1.2306,45,-0.8664,64,-0.2620,48,-0.7062
ENSG00000163430,FSTL1,18,0.36976,24,0.75706,0,-7.9611,11,-0.4510,8,-1.0886,13,-0.2389,38,1.59616
ENSG00000065518,NDUFB4,127,-0.6316,50,-1.9580,67,-1.5484,233,0.44969,259,0.65738,248,0.49807,226,0.34527
ENSG00000144840,RABL3,25,-0.2270,21,-0.4648,29,-0.0086,30,0.04446,40,0.60143,7,-2.0418,42,0.59580
ENSG00000145087,STXBP5L,9,-3.7274,136,0.49256,105,0.06408,205,1.45435,109,0.14261,79,-0.3780,41,-1.3925
ENSG00000173230,GOLGB1,554,0.07839,1147,1.30963,840,0.75788,474,-0.2020,354,-0.6985,352,-0.6453,205,-1.4643
ENSG00000173226,IQCB1,8,-1.3169,46,1.51421,18,-0.0698,25,0.48706,16,-0.2443,12,-0.6666,14,-0.4968
ENSG00000163406,SLC15A2,12,-0.8601,50,1.55202,14,-0.5629,8,-1.4710,8,-1.4635,4,-2.4011,77,2.44414
ENSG00000114023,FAM162A,50,-1.1291,42,-1.2764,83,-0.2558,145,0.76281,123,0.42726,108,0.16230,106,0.12996
ENSG00000114030,KPNA1,57,-0.4585,105,0.54977,78,0.06504,85,0.23904,79,0.08991,64,-0.2576,59,-0.3730
ENSG00000173193,PARP14,29,1.10997,63,2.41927,6,-1.5040,3,-2.5708,1,-3.4976,6,-1.5237,23,0.54868
ENSG00000138463,SLC49A4,17,0.81307,13,0.19928,6,-0.8150,8,-0.5446,7,-0.8341,5,-1.2896,24,1.25409
ENSG00000173175,ADCY5,47,0.46199,37,0.03953,55,0.65452,25,-0.6395,22,-0.8874,38,0.05955,48,0.44488
ENSG00000206527,HACD2,107,1.29164,68,0.30217,69,0.32900,28,-1.1406,43,-0.4744,29,-1.0028,39,-0.5509
ENSG00000065534,MYLK,264,2.60569,65,-0.4558,35,-1.3989,23,-2.1632,25,-2.0359,83,-0.0803,66,-0.4387
ENSG00000175455,CCDC14,45,0.14466,160,2.47555,54,0.43756,30,-0.5655,13,-1.9002,17,-1.3349,8,-2.3548
ENSG00000160145,KALRN,16,-3.5427,107,-0.6272,212,0.46879,241,0.79649,262,0.97152,109,-0.5929,124,-0.3875
ENSG00000082781,ITGB5,19,0.19960,31,1.00212,3,-2.3714,2,-2.9447,16,-0.0652,7,-1.3963,53,2.00932
ENSG00000173706,HEG1,40,1.59944,23,0.35482,10,-0.8640,1,-4.2012,6,-1.6960,22,0.26462,34,1.02314
ENSG00000163848,ZNF148,97,0.16556,129,0.60980,149,0.85479,67,-0.4894,70,-0.4206,80,-0.1635,62,-0.5636
ENSG00000114520,SNX4,43,0.12903,45,0.19564,31,-0.3824,48,0.33351,49,0.38183,24,-0.7699,19,-1.1576
ENSG00000144909,OSBPL11,27,0.78728,41,1.40095,21,0.24727,7,-1.5592,10,-0.9866,9,-0.9791,20,0.17759
ENSG00000114544,SLC41A3,24,-1.3076,39,-0.4724,48,-0.1829,74,0.61014,71,0.52812,53,-0.0186,56,0.07757
ENSG00000144908,ALDH1L1,32,0.06884,57,1.00883,7,-2.1805,9,-1.9487,21,-0.6933,9,-1.8766,114,2.34931
ENSG00000159685,CHCHD6,18,-1.7916,10,-2.5733,18,-1.6583,92,1.01096,96,1.11478,41,-0.4643,65,0.28895
ENSG00000114554,PLXNA1,7,-1.8943,26,0.20476,29,0.37332,30,0.51431,34,0.73565,10,-1.2463,22,-0.0675
ENSG00000163870,TPRA1,18,0.26831,12,-0.3877,23,0.64422,14,-0.2545,14,-0.2194,14,-0.1978,16,0.06305
ENSG00000114631,PODXL2,42,-1.3774,76,-0.3643,168,0.92312,140,0.71482,96,-0.0148,83,-0.2309,80,-0.2966
ENSG00000114626,ABTB1,17,-1.5802,53,0.26182,28,-0.7075,71,0.86993,55,0.37817,34,-0.4395,48,0.10896
ENSG00000074416,MGLL,67,-1.3214,143,-0.0404,211,0.58984,142,-0.0640,94,-0.7610,213,0.60636,298,1.18841
ENSG00000058262,SEC61A1,41,0.12373,53,0.49949,38,-0.0472,29,-0.5018,33,-0.2886,22,-0.8570,68,0.93614
ENSG00000175792,RUVBL1,14,-0.5300,7,-1.4290,34,0.90882,21,0.14426,32,0.94565,5,-1.8864,13,-0.5726
ENSG00000163902,RPN1,82,0.16123,40,-0.9861,118,0.74385,86,0.26238,72,-0.0802,43,-0.8549,69,-0.1381
ENSG00000075785,RAB7A,172,-0.0956,124,-0.6007,250,0.52381,224,0.39490,191,0.09218,116,-0.6942,149,-0.3087
ENSG00000177646,ACAD9,11,-1.3085,22,-0.1216,44,0.99668,28,0.31255,26,0.16910,17,-0.5149,25,0.08915
ENSG00000240682,ISY1,29,0.65506,28,0.49341,9,-1.1518,14,-0.5903,16,-0.4481,35,0.89727,13,-0.6548
ENSG00000169714,CNBP,239,0.22023,113,-0.9807,194,-0.1391,228,0.12997,269,0.44634,149,-0.5520,191,-0.1650
ENSG00000181789,COPG1,31,-1.0038,34,-0.7902,60,0.09431,110,1.32778,63,0.19132,34,-0.7771,31,-0.9548
ENSG00000183624,HMCES,15,-1.4976,18,-1.1271,19,-1.0469,45,0.36479,64,1.05965,44,0.26569,43,0.22979
ENSG00000184897,H1FX,65,-1.0250,81,-0.6065,171,0.58376,103,-0.2572,191,0.89920,109,-0.1438,117,-0.0410
ENSG00000129071,MBD4,71,0.67068,65,0.41955,57,0.20447,49,-0.0248,45,-0.1751,29,-0.8658,18,-1.5548
ENSG00000163913,IFT122,7,-2.1956,11,-1.4822,27,-0.1019,35,0.37059,66,1.74190,20,-0.5980,14,-1.1358
ENSG00000004399,PLXND1,32,0.80559,16,-0.4696,11,-1.0270,10,-1.2342,33,0.85357,21,-0.0156,13,-0.7085
ENSG00000172765,TMCC1,59,0.29436,67,0.46419,49,-0.0554,43,-0.2969,41,-0.3683,57,0.19647,46,-0.1404
ENSG00000196455,PIK3R4,17,-0.8211,19,-0.5319,48,0.95993,39,0.66755,29,0.11907,17,-0.7470,18,-0.6274
ENSG00000017260,ATP2C1,73,-0.6047,93,-0.1727,146,0.55622,148,0.66939,108,0.06958,76,-0.5002,66,-0.7125
ENSG00000114670,NEK11,20,-0.0232,13,-0.6422,4,-2.2493,35,1.03223,18,-0.2528,23,0.21580,18,-0.2171
ENSG00000198585,NUDT16,66,-0.0415,85,0.37611,68,0.00916,68,0.00720,70,0.06883,69,0.04326,45,-0.6367
ENSG00000114686,MRPL3,25,-0.8034,25,-0.7384,11,-1.9336,63,0.81964,73,1.13958,29,-0.5335,21,-1.0365
ENSG00000196353,CPNE4,1,-5.3717,2,-3.7046,14,-1.2554,82,1.97504,44,0.56401,38,0.21355,20,-0.7639
ENSG00000138246,DNAJC13,38,-0.1345,100,1.50386,41,-0.0265,33,-0.4164,35,-0.2988,37,-0.1596,24,-0.8149
ENSG00000240303,ACAD11,29,1.11870,47,1.82226,7,-1.1575,10,-0.8071,8,-1.2280,8,-1.1249,8,-1.1184
ENSG00000081307,UBA5,29,-0.9025,35,-0.5551,52,0.05910,66,0.50891,64,0.45461,41,-0.3274,55,0.13973
ENSG00000113971,NPHP3,83,1.76307,108,1.94017,25,-0.5345,10,-2.0286,7,-2.5976,14,-1.4320,12,-1.6654
ENSG00000144868,TMEM108,6,-1.0827,18,0.52487,12,-0.0937,14,0.18662,22,1.05399,6,-1.0116,6,-1.1762
ENSG00000091527,CDV3,128,0.23537,138,0.33092,111,-0.0306,108,-0.0830,97,-0.2680,117,0.05316,97,-0.2460
ENSG00000163781,TOPBP1,22,-0.5939,35,0.22391,64,1.23758,30,-0.0312,35,0.24173,18,-0.7913,15,-1.0662
ENSG00000091513,TF,2717,4.00883,389,-0.8685,489,-0.5162,71,-3.5473,15,-5.7504,240,-1.5948,57,-3.6901
ENSG00000144867,SRPRB,31,-0.6501,35,-0.4008,66,0.63558,64,0.67291,54,0.32933,19,-1.3090,32,-0.5437
ENSG00000154917,RAB6B,72,-2.8321,273,-0.7001,464,0.13609,666,0.85970,621,0.71620,428,0.00632,382,-0.1743
ENSG00000163785,RYK,29,0.64272,57,1.79565,10,-1.0196,9,-1.3885,10,-1.0865,15,-0.4936,25,0.34009
ENSG00000114019,AMOTL2,128,2.06475,56,0.19916,66,0.46304,11,-2.4337,18,-1.6630,55,0.17337,7,-2.9582
ENSG00000129055,ANAPC13,33,-0.8391,24,-1.2750,13,-2.1299,87,0.90184,72,0.51004,70,0.40897,54,-0.0122
ENSG00000182923,CEP63,89,0.39142,97,0.48067,73,0.00502,72,-0.0101,59,-0.3665,68,-0.1043,46,-0.7115
ENSG00000154928,EPHB1,13,-0.7478,33,0.75548,27,0.41126,16,-0.4810,15,-0.5647,5,-2.0764,56,1.67275
ENSG00000073711,PPP2R3A,71,2.00545,30,0.08257,30,0.08601,13,-1.2681,10,-1.7268,22,-0.3903,13,-1.2081
ENSG00000174579,MSL2,20,0.40644,22,0.50772,18,0.12871,13,-0.4141,14,-0.2479,13,-0.2958,15,-0.1419
ENSG00000114054,PCCB,41,0.44218,27,-0.2892,30,-0.1238,34,0.08499,34,0.07380,26,-0.3585,24,-0.4984
ENSG00000118007,STAG1,37,0.73476,38,0.64997,21,-0.2985,16,-0.8039,15,-0.8211,35,0.49859,23,-0.1683
ENSG00000168917,SLC35G2,10,-0.4607,2,-2.4429,10,-0.3657,23,1.01836,12,-0.1321,15,0.15101,15,0.22764
ENSG00000158092,NCK1,17,0.16195,7,-1.2194,16,0.08109,14,-0.1351,20,0.46058,22,0.60129,7,-1.2353
ENSG00000114098,ARMC8,34,-0.6385,62,0.36852,65,0.45623,60,0.35233,56,0.23255,34,-0.5830,32,-0.6558
ENSG00000158186,MRAS,51,-1.0112,101,0.12336,71,-0.4445,87,-0.1217,164,1.10454,61,-0.6740,98,0.07303
ENSG00000114107,CEP70,29,0.02368,41,0.57535,53,1.01383,27,-0.1182,21,-0.5522,22,-0.4434,18,-0.7085
ENSG00000158234,FAIM,25,0.83575,27,0.86978,19,0.23046,12,-0.5444,10,-0.7755,13,-0.3652,8,-0.9552
ENSG00000051382,PIK3CB,32,-1.3803,54,-0.4845,77,0.05274,108,0.70296,102,0.59698,101,0.50469,26,-1.5872
ENSG00000175110,MRPS22,21,-0.6670,11,-1.5882,13,-1.3963,45,0.64252,45,0.66019,37,0.25894,34,0.10250
ENSG00000184432,COPB2,43,-0.0201,31,-0.5394,42,-0.0449,55,0.42351,45,0.06508,33,-0.4108,43,-0.0254
ENSG00000114115,RBP1,55,1.00733,15,-1.1324,19,-0.8679,7,-2.3620,30,-0.1306,45,0.53102,62,1.07145
ENSG00000158258,CLSTN2,22,-3.1703,137,-0.3085,388,1.45285,407,1.93835,53,-1.8619,108,-0.6665,63,-1.4788
ENSG00000114120,SLC25A36,103,-0.2048,198,0.88532,107,-0.1215,152,0.50690,93,-0.3920,109,-0.0995,49,-1.3174
ENSG00000155893,PXYLP1,7,-1.1227,20,0.47210,8,-0.9796,14,-0.0612,29,1.35820,7,-1.1535,11,-0.3795
ENSG00000177311,ZBTB38,165,0.74374,116,0.06583,163,0.61961,80,-0.5694,104,-0.1211,79,-0.5341,58,-1.0021
ENSG00000155903,RASA2,24,-0.6655,82,1.43748,40,0.18943,45,0.42932,23,-0.7542,26,-0.4628,23,-0.6878
ENSG00000114125,RNF7,53,-0.2238,26,-1.2716,65,0.13106,77,0.44469,66,0.15329,44,-0.4971,77,0.38627
ENSG00000069849,ATP1B3,42,-1.3224,48,-1.0184,68,-0.4907,151,0.94543,106,0.24298,133,0.58397,81,-0.2075
ENSG00000114126,TFDP2,35,-0.4266,80,0.95352,35,-0.3875,17,-1.5400,45,0.01378,66,0.62873,72,0.78299
ENSG00000175066,GK5,30,0.51637,55,1.53046,28,0.35794,12,-1.0693,11,-1.2070,16,-0.4995,21,-0.1341
ENSG00000114127,XRN1,46,0.39385,99,1.69472,48,0.42019,23,-0.8150,23,-0.7863,19,-1.0155,20,-0.9147
ENSG00000175054,ATR,19,-0.6460,43,0.69373,67,1.46602,34,0.35113,24,-0.2804,14,-1.0428,3,-3.2693
ENSG00000144935,TRPC1,23,-0.5076,43,0.52915,79,1.60214,35,0.20228,27,-0.2314,9,-1.9006,10,-1.7399
ENSG00000163714,U2SURP,347,0.71226,630,1.68762,340,0.57683,129,-1.0470,124,-1.1059,113,-1.1566,105,-1.2641
ENSG00000175040,CHST2,22,-0.7658,8,-2.1664,36,0.05473,54,0.80641,45,0.47117,37,0.10005,27,-0.4296
ENSG00000181804,SLC9A9,31,2.43409,12,0.25257,9,-0.2644,4,-1.4794,2,-2.3262,4,-1.5447,6,-0.8696
ENSG00000181744,DIPK2A,60,1.43946,20,-0.6374,14,-1.0841,22,-0.4726,24,-0.3262,22,-0.4434,25,-0.2579
ENSG00000152952,PLOD2,26,0.80032,34,1.15155,18,0.10800,11,-0.7684,4,-2.3794,8,-1.1134,29,0.87311
ENSG00000114698,PLSCR4,19,0.41177,26,0.88013,4,-1.8243,4,-2.0086,7,-1.3153,10,-0.6043,52,2.16342
ENSG00000239922,AC092958.1,49,3.15340,11,-0.4005,14,0.02601,1,-3.3957,0,-8.0987,10,-0.5320,5,-1.5985
ENSG00000163754,GYG1,31,-0.5030,31,-0.4404,23,-0.9009,75,1.17839,33,-0.3988,26,-0.7043,55,0.47307
ENSG00000071794,HLTF,73,0.13788,73,0.12616,104,0.70619,75,0.19263,52,-0.4548,34,-1.0738,65,-0.0645
ENSG00000163755,HPS3,13,-0.0741,13,-0.0476,23,0.83550,15,0.16802,12,-0.1425,9,-0.6272,10,-0.4648
ENSG00000018408,WWTR1,36,1.73818,23,0.61587,5,-1.6342,3,-2.3537,3,-2.3677,16,0.07191,26,0.85958
ENSG00000114744,COMMD2,54,0.82746,26,-0.4613,90,1.65041,21,-0.8084,22,-0.7986,22,-0.7000,15,-1.2434
ENSG00000082996,RNF13,398,2.39476,112,-0.3466,84,-0.8021,97,-0.6235,42,-1.9435,77,-0.9328,50,-1.5684
ENSG00000070087,PFN2,175,-1.5670,226,-1.0714,402,-0.1777,645,0.68604,665,0.74778,473,0.08049,427,-0.0840
ENSG00000196428,TSC22D2,37,-0.7893,55,-0.0871,95,0.79056,73,0.40441,53,-0.1757,55,-0.0855,54,-0.1143
ENSG00000120742,SERP1,94,-0.0447,84,-0.2230,69,-0.5243,79,-0.3521,131,0.57589,66,-0.5861,137,0.57613
ENSG00000144895,EIF2A,49,-0.1212,29,-0.8955,95,0.97453,54,0.03376,55,0.07848,56,0.11035,30,-0.8562
ENSG00000198843,SELENOT,121,-0.1735,91,-0.6007,138,0.04784,154,0.25853,162,0.35436,70,-1.0015,164,0.32619
ENSG00000181788,SIAH2,18,-0.4881,14,-0.7310,26,0.17578,31,0.51607,38,0.91297,12,-1.0389,9,-1.4246
ENSG00000144893,MED12L,5,-2.2316,46,1.15560,52,1.38318,16,-0.6010,32,0.60466,1,-4.0163,24,0.04096
ENSG00000152601,MBNL1,102,0.11489,96,0.00989,125,0.42582,88,-0.1459,105,0.16496,97,0.02172,49,-1.0223
ENSG00000169860,P2RY1,23,0.68212,54,2.15179,2,-2.6943,0,-4.5244,2,-3.2321,12,-0.4617,42,1.62296
ENSG00000181467,RAP2B,12,-1.0071,15,-0.5753,47,1.33359,17,-0.3893,34,0.90294,11,-1.0364,15,-0.5397
ENSG00000243069,ARHGEF26-AS1,19,0.49378,27,1.06017,3,-2.3182,1,-3.6627,5,-1.6085,17,0.23591,47,2.07509
ENSG00000114790,ARHGEF26,29,0.30047,59,1.50650,15,-0.7121,3,-3.0302,8,-1.7500,4,-2.5427,85,2.23573
ENSG00000174953,DHX36,173,0.17873,210,0.46940,180,0.21927,161,0.04419,136,-0.2589,171,0.13210,71,-1.2287
ENSG00000114805,PLCH1,6,-1.3352,9,-0.6977,5,-1.4324,30,1.51535,13,-0.1130,17,0.26025,12,-0.2733
ENSG00000169359,SLC33A1,23,0.08180,21,-0.0877,33,0.62818,24,0.13225,22,-0.0242,9,-1.2797,21,-0.1091
ENSG00000163655,GMPS,32,-0.7250,51,0.05195,45,-0.1388,65,0.51992,52,0.09974,58,0.26520,40,-0.3399
ENSG00000169282,KCNAB1,13,-2.0166,10,-2.2290,21,-1.2369,84,1.15261,48,0.03444,115,1.54564,31,-0.6152
ENSG00000114850,SSR3,98,0.51436,46,-0.7287,66,-0.1784,79,0.10677,72,-0.0510,48,-0.6888,84,0.20645
ENSG00000163659,TIPARP,37,1.86970,31,1.19938,11,-0.5218,5,-1.6274,5,-1.7579,4,-2.0777,12,-0.3910
ENSG00000163660,CCNL1,91,1.12328,163,2.04948,59,0.21096,23,-1.3054,14,-2.0623,24,-1.1927,12,-2.1928
ENSG00000174891,RSRC1,117,0.34803,120,0.34499,106,0.13989,101,0.07364,71,-0.5403,95,-0.0425,71,-0.4860
ENSG00000178053,MLF1,10,-0.9801,23,0.36889,9,-0.9983,21,0.23546,24,0.50967,20,0.15204,20,0.14724
ENSG00000168827,GFM1,35,-0.1742,31,-0.3498,29,-0.4785,47,0.35595,44,0.22629,40,0.01983,37,-0.0878
ENSG00000118855,MFSD1,27,0.57053,21,0.10278,25,0.34654,20,0.00441,14,-0.5422,9,-1.1690,21,0.07490
ENSG00000180044,C3orf80,3,-4.0073,12,-2.1249,17,-1.6220,97,1.36961,101,1.48688,26,-0.9637,32,-0.6381
ENSG00000068885,IFT80,75,0.49559,65,0.20281,86,0.64861,52,-0.1708,50,-0.2473,38,-0.6579,32,-0.9007
ENSG00000113810,SMC4,50,0.89305,78,1.55342,31,-0.0167,14,-1.3307,24,-0.5024,14,-1.2599,17,-0.9806
ENSG00000213186,TRIM59,160,3.63381,54,0.40055,28,-0.6128,1,-5.4119,0,-9.6687,16,-1.4450,1,-5.3562
ENSG00000186432,KPNA4,80,-0.2625,100,0.10593,89,-0.0699,107,0.25377,105,0.20682,76,-0.3347,84,-0.1593
ENSG00000163590,PPM1L,35,-1.8455,119,0.16559,149,0.53130,162,0.78309,136,0.43149,72,-0.6354,71,-0.6509
ENSG00000169255,B3GALNT1,15,-1.9428,40,-0.3509,93,1.05498,52,0.08397,79,0.88272,25,-1.0293,47,-0.0882
ENSG00000169251,NMD3,28,-0.0675,32,0.11934,54,0.99580,31,0.09375,19,-0.7454,23,-0.4214,30,0.02107
ENSG00000196542,SPTSSB,2,-3.6888,7,-1.9718,1,-4.2739,59,1.77563,41,0.91388,24,-0.0797,18,-0.5357
ENSG00000244128,LINC01322,7,-1.7544,34,0.70210,45,1.19718,16,-0.5449,11,-1.0986,53,1.49837,19,-0.2556
ENSG00000114209,PDCD10,62,0.43157,25,-1.0258,27,-0.8976,59,0.34705,51,0.06831,47,-0.0619,46,-0.0876
ENSG00000163536,SERPINI1,126,-2.3237,190,-1.5814,386,-0.5032,993,1.25368,984,1.23302,247,-1.1867,286,-0.9668
ENSG00000173905,GOLIM4,308,1.33522,315,1.15166,92,-0.8452,31,-2.6229,58,-1.6702,157,-0.0186,233,0.62513
ENSG00000085274,MYNN,19,0.82595,8,-0.6382,17,0.53244,10,-0.2346,11,-0.1264,9,-0.5021,6,-0.9751
ENSG00000008952,SEC62,1045,0.64825,809,0.13910,825,0.16994,598,-0.3812,531,-0.5836,797,0.11398,646,-0.2214
ENSG00000173889,PHC3,38,0.25580,63,1.09073,35,0.12195,21,-0.7409,28,-0.2805,36,0.15647,19,-0.8027
ENSG00000163558,PRKCI,22,-1.3225,59,0.29871,77,0.74549,58,0.32075,71,0.71501,20,-1.3449,30,-0.7734
ENSG00000136603,SKIL,59,-0.0199,80,0.46798,119,1.15599,53,-0.1997,50,-0.2912,34,-0.8733,39,-0.6778
ENSG00000013297,CLDN11,790,3.63597,128,-0.7572,163,-0.3907,30,-3.0392,9,-4.8002,106,-1.0427,29,-2.9639
ENSG00000285051,SLC7A14-AS1,34,3.08806,14,0.62854,7,-0.4786,0,-3.7180,1,-2.6617,4,-1.3386,0,-7.2497
ENSG00000013293,SLC7A14,67,-0.5363,66,-0.4926,268,1.90804,100,0.17624,66,-0.5585,71,-0.3975,38,-1.3297
ENSG00000163584,RPL22L1,25,0.40294,4,-2.3111,19,-0.0742,23,0.28354,18,-0.2024,22,0.14776,22,0.19466
ENSG00000163577,EIF5A2,14,-1.0701,6,-2.2120,26,-0.0035,50,1.25454,25,-0.1219,40,0.65305,16,-0.7684
ENSG00000154310,TNIK,117,-0.0588,265,1.32647,205,0.86652,76,-0.7935,51,-1.4253,92,-0.4426,162,0.46879
ENSG00000075651,PLD1,62,2.89147,18,-0.0459,27,0.58147,1,-4.0987,0,-5.5305,14,-0.4732,3,-2.7136
ENSG00000144959,NCEH1,8,-3.3026,65,-0.1283,99,0.55422,110,0.85752,111,0.86928,40,-0.8591,42,-0.8058
ENSG00000169760,NLGN1,40,0.07476,27,-0.5527,90,1.44152,31,-0.4026,39,0.01210,34,-0.1832,15,-1.4218
ENSG00000177565,TBL1XR1,108,-0.3830,179,0.46496,229,0.87532,111,-0.3471,133,-0.0303,138,0.04179,99,-0.4901
ENSG00000172667,ZMAT3,103,-0.7768,144,-0.1863,235,0.60742,177,0.15388,198,0.37022,121,-0.4603,166,0.03773
ENSG00000121879,PIK3CA,47,-0.3187,67,0.25926,57,-0.0019,67,0.30761,50,-0.2247,59,0.06728,56,-0.0167
ENSG00000121864,ZNF639,23,-0.3179,50,0.96762,36,0.42724,21,-0.4428,28,0.03637,14,-1.0628,32,0.21950
ENSG00000171109,MFN1,24,-0.2577,41,0.64024,49,0.96025,31,0.22393,24,-0.2460,3,-3.0690,24,-0.1939
