Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000113319,RASGRF2,48,-1.4872,137,0.09698,28,-2.2780,167,0.40566,52,-1.3658,16,-3.0356,349,1.65794,36,-1.8939,62,-1.1071,4,-5.0428,135,0.07191,320,1.76025
ENSG00000145687,SSBP2,26,-1.4994,70,-0.0335,58,-0.3098,69,-0.0456,101,0.55224,58,-0.3235,52,-0.4752,114,0.75057,86,0.29445,106,0.63168,33,-1.1560,76,0.11398
ENSG00000186468,RPS23,1610,0.89880,485,-0.9793,420,-1.1955,380,-1.3466,508,-0.9109,813,-0.1930,660,-0.5141,372,-1.3774,1365,0.62627,1972,1.24251,1215,0.43846,1086,0.28540
ENSG00000174695,TMEM167A,89,0.28026,62,-0.2929,110,0.60870,73,-0.0337,69,-0.1177,58,-0.4002,48,-0.6829,47,-0.7186,83,0.15714,115,0.68424,78,0.06855,70,-0.1046
ENSG00000038427,VCAN,252,2.81437,94,0.95398,3,-3.8290,2,-4.4813,15,-1.8768,48,-0.1145,12,-2.1331,31,-0.7986,113,1.26076,69,0.44099,24,-1.1661,6,-3.1552
ENSG00000164176,EDIL3,1009,2.84452,102,-1.0782,190,-0.1315,128,-0.7409,270,0.42028,254,0.32326,41,-2.3967,136,-0.6489,51,-2.1005,259,0.35482,56,-1.9495,97,-1.2256
ENSG00000127184,COX7C,730,-0.5577,379,-1.5427,1227,0.24750,813,-0.3923,1348,0.39785,1033,-0.0228,715,-0.5884,468,-1.2262,1178,0.18369,1449,0.51306,1598,0.67249,1344,0.43451
ENSG00000145715,RASA1,23,-1.3136,89,0.76421,67,0.31591,93,0.84124,75,0.48773,54,-0.0303,59,0.10301,53,-0.0593,26,-1.1261,53,-0.0684,47,-0.2378,38,-0.6013
ENSG00000134480,CCNH,39,-0.2147,43,-0.0891,33,-0.4821,70,0.68485,56,0.34491,50,0.15766,18,-1.3643,60,0.43227,24,-0.9517,33,-0.4758,19,-1.2756,71,0.80921
ENSG00000247828,TMEM161B-AS1,85,-0.2509,342,2.08304,41,-1.3575,58,-0.8396,65,-0.6661,103,0.04065,71,-0.5409,125,0.34615,98,-0.0298,39,-1.4339,81,-0.3224,99,-0.0322
ENSG00000245526,LINC00461,81,0.11444,132,0.91019,51,-0.5972,47,-0.7104,41,-0.9178,62,-0.2824,67,-0.1655,49,-0.6424,166,1.29093,59,-0.3646,51,-0.5826,84,0.19326
ENSG00000081189,MEF2C,105,-3.1457,1010,0.23151,1314,0.65424,973,0.17354,928,0.09913,1771,1.15270,2061,1.41569,605,-0.5613,285,-1.6899,187,-2.3114,885,0.02367,602,-0.6120
ENSG00000153140,CETN3,112,1.72282,51,0.38844,14,-1.5737,8,-2.3301,12,-1.7784,74,0.99296,43,0.12517,27,-0.5974,42,0.07553,28,-0.5066,46,0.22568,30,-0.4709
ENSG00000164199,ADGRV1,27,-0.1189,69,1.38477,4,-2.7917,8,-1.8992,6,-2.2550,11,-1.4269,19,-0.6483,19,-0.6760,189,3.50134,1,-4.1163,5,-2.4913,12,-1.4086
ENSG00000113369,ARRDC3,23,-0.2651,24,-0.1729,9,-1.5332,13,-1.0601,52,1.05295,50,0.96686,14,-0.9687,47,0.88864,17,-0.7031,52,1.03233,20,-0.4709,15,-0.9339
ENSG00000237187,NR2F1-AS1,13,-2.7080,81,-0.0278,55,-0.6367,61,-0.4750,107,0.40647,123,0.62848,80,-0.0544,66,-0.3596,91,0.14575,30,-1.5407,109,0.42985,131,0.81512
ENSG00000175745,NR2F1,72,-0.9690,217,0.74779,76,-0.8910,102,-0.4436,111,-0.3202,155,0.20295,242,0.92418,163,0.28832,198,0.59485,66,-1.1041,153,0.18302,107,-0.3996
ENSG00000113391,FAM172A,66,0.50706,51,0.10312,24,-1.0259,33,-0.5626,24,-1.0110,32,-0.6268,90,1.02515,53,0.17258,53,0.14838,32,-0.6198,50,0.08490,56,0.27436
ENSG00000133302,SLF1,33,-0.4316,110,1.53983,30,-0.5597,48,0.15462,21,-1.0879,25,-0.8412,66,0.68116,41,-0.0904,20,-1.1579,8,-2.4479,62,0.57036,49,0.21828
ENSG00000175471,MCTP1,14,-1.8559,50,0.00218,12,-2.0855,43,-0.2320,20,-1.3515,18,-1.5209,76,0.65308,172,2.07960,29,-0.8617,53,0.06918,27,-0.9360,70,0.57208
ENSG00000198677,TTC37,139,0.64385,123,0.44107,89,-0.0707,105,0.18814,79,-0.2574,127,0.49358,82,-0.1907,137,0.61759,77,-0.2841,36,-1.4096,62,-0.6130,76,-0.3450
ENSG00000164292,RHOBTB3,315,1.88858,152,0.62520,24,-2.1788,17,-2.6822,28,-1.9317,52,-1.0334,86,-0.2680,47,-1.1707,298,1.78236,175,0.85170,85,-0.2972,27,-2.0713
ENSG00000173221,GLRX,4,-3.8234,43,-0.3691,106,1.07875,85,0.70744,95,0.89350,30,-0.9032,22,-1.3248,40,-0.4681,20,-1.5010,48,-0.1812,50,-0.1242,81,0.71848
ENSG00000118985,ELL2,160,0.82539,96,0.00505,145,0.65874,91,-0.0704,72,-0.4366,115,0.28960,74,-0.4027,123,0.39392,15,-2.6850,95,-0.0049,104,0.13526,76,-0.3795
ENSG00000175426,PCSK1,0,-10.082,13,-2.6959,306,2.23337,174,1.19520,142,0.85279,148,0.91535,35,-1.2948,80,-0.0568,3,-4.7084,48,-0.8385,59,-0.5216,37,-1.2895
ENSG00000153113,CAST,361,1.41524,343,1.32673,315,1.18116,75,-1.0875,59,-1.4355,128,-0.2686,143,-0.1019,106,-0.5555,100,-0.6487,118,-0.3919,138,-0.1564,48,-1.8332
ENSG00000113441,LNPEP,67,-0.0231,104,0.67013,92,0.46535,68,-0.0140,80,0.24641,59,-0.2356,58,-0.2657,153,1.30942,64,-0.0917,33,-1.1062,41,-0.7868,35,-1.0684
ENSG00000174136,RGMB,1,-4.6824,23,-0.6647,27,-0.4312,64,0.93056,39,0.13212,20,-0.8787,71,1.11581,45,0.35432,20,-0.9038,12,-1.5612,16,-1.2021,63,1.02610
ENSG00000153922,CHD1,94,1.13487,145,1.90699,36,-0.3834,23,-1.0700,18,-1.3914,41,-0.1965,55,0.25099,63,0.47207,44,-0.0788,36,-0.4082,18,-1.4042,16,-1.6764
ENSG00000174132,FAM174A,16,-1.2582,36,-0.0520,55,0.58837,55,0.59288,46,0.31919,34,-0.1708,30,-0.3520,33,-0.1905,34,-0.1488,22,-0.8224,35,-0.1187,47,0.37032
ENSG00000145730,PAM,3,-4.7728,96,-0.0238,122,0.34500,122,0.34920,210,1.23671,174,0.92197,93,-0.0820,36,-1.4955,35,-1.5472,25,-2.0641,69,-0.5352,144,0.68086
ENSG00000145725,PPIP5K2,39,-0.5289,167,1.85025,82,0.62339,50,-0.1448,81,0.61442,121,1.27481,30,-0.9227,26,-1.1439,25,-1.1653,10,-2.4674,33,-0.7833,26,-1.1807
ENSG00000181751,C5orf30,41,0.46038,20,-0.6049,11,-1.5729,62,1.13124,29,-0.0927,18,-0.7952,26,-0.2657,48,0.72762,16,-0.9941,24,-0.3787,28,-0.1496,38,0.35757
ENSG00000184349,EFNA5,0,-8.1146,60,0.60033,52,0.37641,80,1.07466,45,0.13569,63,0.68120,53,0.39931,54,0.42505,18,-1.2569,12,-1.8440,31,-0.4077,33,-0.3648
ENSG00000145743,FBXL17,18,-2.5464,87,-0.2397,61,-0.7785,86,-0.2502,141,0.52138,214,1.21141,112,0.14795,138,0.48312,88,-0.2231,59,-0.8175,91,-0.1723,112,0.17314
ENSG00000151422,FER,80,0.78414,117,1.44257,16,-1.6466,11,-2.1774,20,-1.3497,59,0.30847,59,0.30586,62,0.39183,52,0.11750,22,-1.2033,84,0.87646,24,-1.1011
ENSG00000198961,PJA2,225,-1.2709,429,-0.2962,642,0.33411,717,0.51158,686,0.43963,697,0.46572,676,0.41565,774,0.63504,239,-1.1835,331,-0.6907,498,-0.0651,419,-0.3586
ENSG00000112893,MAN2A1,200,2.83311,56,0.49873,13,-1.7372,16,-1.4237,34,-0.2699,26,-0.6946,4,-3.2017,76,1.00004,9,-2.2724,69,0.83608,9,-2.1514,10,-2.2327
ENSG00000164209,SLC25A46,73,-0.8689,107,-0.2773,214,0.82045,212,0.79809,255,1.10927,132,0.03940,96,-0.4485,122,-0.0770,74,-0.8408,89,-0.5597,59,-1.1835,118,-0.1381
ENSG00000134987,WDR36,24,0.50910,23,0.41033,12,-0.5950,20,0.20063,42,1.43826,10,-0.7943,25,0.57938,33,1.02683,4,-2.0928,8,-1.2029,7,-1.3880,9,-0.9933
ENSG00000152495,CAMK4,28,-2.7115,161,-0.1035,55,-1.7099,245,0.56737,77,-1.2112,52,-1.8003,556,1.99096,292,0.85071,81,-1.1408,20,-3.1617,114,-0.6328,275,0.84726
ENSG00000164211,STARD4,25,-0.3779,29,-0.1567,34,0.06087,73,1.32683,35,0.10597,29,-0.1818,23,-0.5243,33,0.02067,16,-1.0556,22,-0.5860,21,-0.6286,40,0.38225
ENSG00000134986,NREP,45,-2.0253,99,-0.8534,114,-0.6441,138,-0.3596,327,1.01978,400,1.36396,109,-0.7219,181,0.06238,86,-1.0775,222,0.38263,166,-0.0769,187,0.12785
ENSG00000224032,EPB41L4A-AS1,60,-0.5476,32,-1.4771,54,-0.6929,69,-0.3206,112,0.42690,60,-0.5315,86,0.01094,74,-0.2150,73,-0.2302,161,1.02849,86,0.02424,120,0.59946
ENSG00000134982,APC,610,-0.1504,762,0.19684,671,-0.0023,150,-2.2519,297,-1.2442,1188,0.91766,764,0.20269,518,-0.4023,859,0.38849,1071,0.74619,1357,1.14175,244,-1.6200
ENSG00000153037,SRP19,103,-0.0548,98,-0.1288,81,-0.4297,123,0.22023,135,0.37132,148,0.52322,118,0.16273,114,0.10471,125,0.24857,68,-0.6903,105,-0.0187,84,-0.3994
ENSG00000129625,REEP5,182,-1.2804,272,-0.6813,614,0.58935,845,1.11895,748,0.91469,537,0.37397,404,-0.0730,543,0.39000,173,-1.3618,152,-1.5486,253,-0.7931,393,-0.1274
ENSG00000172795,DCP2,16,-1.1407,40,0.26054,31,-0.1344,45,0.44191,55,0.76261,32,-0.1218,36,0.07382,55,0.74639,19,-0.8445,26,-0.3911,38,0.14948,25,-0.5050
ENSG00000047188,YTHDC2,20,-1.3002,104,1.31240,37,-0.3706,32,-0.5483,67,0.58555,40,-0.2232,62,0.45146,74,0.73782,27,-0.8491,24,-0.9712,24,-1.0120,47,0.00801
ENSG00000080709,KCNN2,1,-3.6031,51,1.59457,11,-0.7867,34,0.87766,19,-0.0225,10,-0.9122,19,0.00977,26,0.49103,18,-0.0672,1,-3.7692,18,-0.0866,20,0.07000
ENSG00000152503,TRIM36,34,0.09062,26,-0.3147,52,0.74418,57,0.89177,15,-1.1634,2,-3.9156,35,0.12366,51,0.72257,36,0.15651,41,0.34392,28,-0.2049,22,-0.6204
ENSG00000164219,PGGT1B,46,0.87178,38,0.57155,26,-0.0512,9,-1.5355,20,-0.4328,27,0.03476,32,0.27180,31,0.25871,53,1.12870,22,-0.2578,13,-1.1033,13,-1.0717
ENSG00000164221,CCDC112,139,1.42071,49,-0.2631,23,-1.3916,36,-0.7253,30,-1.0229,54,-0.1269,92,0.72420,118,1.13402,35,-0.7890,30,-1.0026,56,-0.0631,49,-0.3065
ENSG00000145780,FEM1C,12,-1.0363,11,-1.0783,29,0.32679,37,0.73745,5,-2.2107,6,-1.9352,37,0.73048,21,-0.1305,34,0.57727,20,-0.2662,23,-0.0337,34,0.67095
ENSG00000134970,TMED7,92,1.12140,43,-0.1131,39,-0.2680,53,0.20924,49,0.10167,37,-0.3134,31,-0.6088,73,0.73982,53,0.23153,10,-2.2468,15,-1.6346,51,0.18190
ENSG00000129596,CDO1,11,-1.8238,10,-1.9171,32,-0.2868,62,0.75122,45,0.22842,46,0.25459,25,-0.6832,72,1.00034,49,0.35879,49,0.37790,23,-0.8147,40,0.03879
ENSG00000145782,ATG12,98,0.52591,55,-0.3770,54,-0.4023,56,-0.3445,105,0.65056,68,-0.0405,66,-0.0958,90,0.39217,80,0.21134,65,-0.1185,69,-0.0158,52,-0.4890
ENSG00000177879,AP3S1,68,-0.7787,83,-0.4806,113,0.00248,137,0.30935,111,-0.0208,77,-0.5839,107,-0.0878,123,0.12817,61,-0.9266,172,0.66688,144,0.38566,136,0.31917
ENSG00000145781,COMMD10,15,-0.3443,3,-2.6665,21,0.16161,20,0.08770,29,0.63674,27,0.54280,10,-0.9039,12,-0.6776,7,-1.4331,4,-2.0808,25,0.42129,37,1.19608
ENSG00000092421,SEMA6A,216,3.17073,34,-0.1867,17,-1.2294,14,-1.4499,20,-0.9887,37,-0.0438,6,-2.5753,37,-0.0553,56,0.59605,31,-0.3045,16,-1.3436,7,-2.5981
ENSG00000172869,DMXL1,64,0.70121,34,-0.3023,29,-0.5089,42,0.03344,42,0.03498,48,0.24425,55,0.45668,64,0.69855,40,-0.0440,23,-0.8782,15,-1.4726,39,-0.0898
ENSG00000133835,HSD17B4,197,1.57241,78,0.04046,108,0.55142,62,-0.3040,97,0.38548,78,0.03744,45,-0.8089,22,-1.8225,87,0.21612,80,0.08920,22,-1.8405,55,-0.5193
ENSG00000151304,SRFBP1,28,0.15140,28,0.18828,25,0.00502,8,-1.7441,16,-0.6803,48,1.03454,47,0.99717,40,0.71336,42,0.81749,7,-1.7866,20,-0.3412,9,-1.6242
ENSG00000205302,SNX2,58,-0.0642,67,0.16017,59,-0.0447,74,0.29660,78,0.38808,50,-0.3029,54,-0.1963,55,-0.1642,63,0.06018,30,-1.0536,43,-0.5475,80,0.48004
ENSG00000064652,SNX24,30,0.50090,25,0.22283,23,0.09634,14,-0.6629,35,0.77210,39,0.92321,7,-1.6604,25,0.22592,11,-0.9476,14,-0.6524,27,0.35469,15,-0.5497
ENSG00000168944,CEP120,30,0.35556,44,0.95804,12,-1.0142,18,-0.3855,33,0.50422,33,0.50272,43,0.95114,27,0.20981,8,-1.6003,22,-0.1437,10,-1.3422,15,-0.7420
ENSG00000151292,CSNK1G3,44,-0.3580,96,0.87260,49,-0.2075,20,-1.5243,38,-0.5999,69,0.33339,58,0.06596,100,0.94777,36,-0.6781,47,-0.2554,98,0.90606,34,-0.7853
ENSG00000168916,ZNF608,86,1.96021,39,0.57869,5,-2.4288,1,-4.4735,12,-1.2039,43,0.74475,39,0.58170,2,-3.3595,36,0.47453,2,-3.5756,51,1.03691,16,-0.8373
ENSG00000155324,GRAMD2B,157,2.12279,50,0.17706,5,-3.0591,4,-3.4574,4,-3.4858,15,-1.6658,21,-1.1488,48,0.10035,152,2.06373,65,0.59053,17,-1.4337,23,-1.0803
ENSG00000164904,ALDH7A1,224,1.65483,78,-0.0986,12,-2.7854,11,-3.0008,24,-1.8214,41,-1.0475,33,-1.3838,88,0.09830,243,1.79990,145,0.90270,57,-0.5643,59,-0.5568
ENSG00000164902,PHAX,118,-0.0050,89,-0.4376,113,-0.0600,75,-0.6936,86,-0.4825,182,0.68808,179,0.66596,155,0.42717,106,-0.1628,52,-1.2305,136,0.21948,121,0.04698
ENSG00000205279,CTXN3,0,-8.4829,14,-1.0185,32,0.27192,72,1.60104,0,-6.4238,0,-7.2824,55,1.12023,0,-8.2534,9,-1.6810,0,-7.8521,51,0.99191,61,1.52839
ENSG00000245937,LINC01184,31,-0.4591,73,0.85779,24,-0.8853,31,-0.4636,29,-0.5613,48,0.19621,54,0.36548,43,0.02665,44,0.06385,23,-0.9524,40,-0.0842,56,0.47202
ENSG00000064651,SLC12A2,560,3.05123,70,-0.6229,79,-0.4308,68,-0.6558,61,-0.8369,51,-1.0967,35,-1.6453,108,0.04630,48,-1.1990,194,0.99066,44,-1.2993,23,-2.3445
ENSG00000169567,HINT1,390,-1.0341,285,-1.5021,1165,0.66745,1155,0.65225,1128,0.61414,569,-0.4603,561,-0.4813,436,-0.8654,504,-0.6451,865,0.18897,760,-0.0140,1075,0.59748
ENSG00000186687,LYRM7,85,-0.4700,139,0.29514,120,0.07090,74,-0.6746,89,-0.3937,163,0.55153,139,0.29309,151,0.42553,113,-0.0244,63,-0.9097,119,0.05671,120,0.07388
ENSG00000158985,CDC42SE2,119,-0.2249,124,-0.1671,162,0.24718,202,0.60363,152,0.14981,118,-0.2444,152,0.14861,101,-0.4780,79,-0.8458,155,0.17725,107,-0.3879,162,0.27461
ENSG00000158987,RAPGEF6,52,1.39891,43,1.06969,9,-1.2818,14,-0.6499,25,0.17740,12,-0.9110,12,-0.8455,47,1.22621,14,-0.7142,22,-0.0191,9,-1.3851,14,-0.7736
ENSG00000217128,FNIP1,62,1.06781,59,0.98741,16,-0.9949,34,0.09865,16,-0.9928,45,0.54211,28,-0.1869,35,0.13082,25,-0.3674,26,-0.3094,12,-1.4008,27,-0.2459
ENSG00000164398,ACSL6,11,-4.4656,235,-0.0600,458,1.01701,325,0.45094,432,0.91713,294,0.29384,145,-0.7975,135,-0.9057,441,0.95192,43,-2.6007,131,-0.9472,262,0.11862
ENSG00000113522,RAD50,273,0.20371,400,0.81939,370,0.68950,123,-1.0169,108,-1.2089,295,0.32466,431,0.94298,436,0.96112,138,-0.8484,105,-1.2598,189,-0.3694,126,-1.0490
ENSG00000131437,KIF3A,256,-1.4685,797,0.25938,1573,1.38775,653,-0.0533,685,0.02150,1190,0.91049,1213,0.94289,833,0.33108,194,-1.8821,205,-1.7958,510,-0.4346,337,-1.1298
ENSG00000164402,SEPTIN8,684,1.42245,173,-0.7775,235,-0.3133,270,-0.1025,292,0.02179,369,0.39231,250,-0.2218,375,0.41829,197,-0.5830,304,0.08363,169,-0.8118,212,-0.5054
ENSG00000198944,SOWAHA,20,-2.3953,106,0.08114,6,-3.9952,34,-1.6318,7,-3.9044,5,-4.3079,169,0.82730,35,-1.5973,264,1.59389,20,-2.4007,184,0.97343,229,1.56332
ENSG00000164405,UQCRQ,356,-0.7261,245,-1.2877,721,0.36480,535,-0.1048,738,0.40355,522,-0.1425,347,-0.7654,258,-1.2136,541,-0.0873,628,0.14754,952,0.81559,796,0.58388
ENSG00000072364,AFF4,136,0.16282,284,1.37792,71,-0.8353,52,-1.2837,100,-0.3106,126,0.04484,232,1.02985,127,0.05119,133,0.13172,37,-1.7847,101,-0.2940,96,-0.4013
ENSG00000155329,ZCCHC10,43,0.29338,25,-0.5036,24,-0.5673,20,-0.8263,51,0.58671,56,0.73473,48,0.48815,51,0.55763,45,0.37480,5,-2.8679,41,0.24170,25,-0.5825
ENSG00000170606,HSPA4,111,-0.1147,88,-0.4662,221,0.99729,144,0.30331,109,-0.1415,128,0.11341,209,0.90133,146,0.31662,86,-0.5066,58,-1.0851,97,-0.3162,76,-0.7394
ENSG00000113583,C5orf15,55,0.94424,21,-0.5826,37,0.31992,42,0.49600,36,0.27619,15,-1.0108,15,-1.0242,52,0.85849,15,-1.0863,39,0.39611,24,-0.3307,21,-0.5719
ENSG00000213585,VDAC1,78,-2.0290,165,-0.9205,520,0.87588,601,1.12015,423,0.53684,376,0.34945,240,-0.3495,330,0.14102,165,-0.9224,212,-0.5402,216,-0.5119,296,-0.0328
ENSG00000113558,SKP1,502,-0.5114,416,-0.7973,727,0.05997,969,0.51707,1057,0.65727,742,0.09272,634,-0.1520,579,-0.2919,664,-0.0812,601,-0.2367,583,-0.2814,810,0.25256
ENSG00000113575,PPP2CA,98,-1.3218,193,-0.2969,303,0.40611,397,0.84473,375,0.75190,219,-0.1069,220,-0.1009,288,0.32730,145,-0.7400,167,-0.5219,168,-0.5084,236,0.01537
ENSG00000006837,CDKL3,35,0.70008,31,0.49034,15,-0.5896,4,-2.3794,22,-0.0517,33,0.57825,26,0.19903,16,-0.5049,45,1.08358,3,-2.7359,41,0.93260,12,-1.0601
ENSG00000119048,UBE2B,86,-1.0903,154,-0.2120,127,-0.5092,190,0.10793,233,0.43251,165,-0.1137,180,0.02405,255,0.58037,107,-0.7720,201,0.19642,162,-0.1422,221,0.38698
ENSG00000237190,CDKN2AIPNL,16,-1.8591,31,-0.8574,37,-0.6018,45,-0.3295,88,0.74144,59,0.10364,60,0.13785,31,-0.8656,36,-0.6715,40,-0.4824,70,0.36791,103,1.12564
ENSG00000043143,JADE2,12,-1.4460,36,0.24471,16,-0.9416,35,0.18846,41,0.43702,62,1.12120,54,0.89939,31,0.01391,10,-1.6689,4,-2.8187,15,-1.1013,42,0.55296
ENSG00000152700,SAR1B,113,1.33866,66,0.44994,25,-1.0097,39,-0.3890,46,-0.1317,54,0.13760,29,-0.8041,60,0.29708,54,0.13973,67,0.46464,27,-0.9112,33,-0.6880
ENSG00000164615,CAMLG,103,-0.5963,108,-0.5335,216,0.55227,153,0.00760,158,0.06129,252,0.80940,80,-0.9746,181,0.27145,122,-0.3362,148,-0.0454,134,-0.1926,161,0.09944
ENSG00000145833,DDX46,107,0.03574,241,1.36470,101,-0.0485,84,-0.3411,80,-0.4128,106,0.01934,155,0.62168,126,0.29335,91,-0.2048,80,-0.4157,48,-1.1850,70,-0.6530
ENSG00000181904,C5orf24,101,0.49952,91,0.33440,39,-0.9691,57,-0.3955,70,-0.0931,111,0.64762,80,0.12673,109,0.60765,54,-0.4710,63,-0.2378,70,-0.0924,58,-0.4162
ENSG00000113621,TXNDC15,38,-0.2050,48,0.14050,39,-0.1661,46,0.08554,82,0.99915,48,0.14068,28,-0.6838,60,0.50773,34,-0.3721,21,-1.1065,37,-0.2675,44,-0.0048
ENSG00000113648,H2AFY,100,-0.1503,97,-0.1959,85,-0.4048,114,0.04481,136,0.31900,180,0.77693,80,-0.4958,110,-0.0053,88,-0.3599,89,-0.3348,96,-0.2248,132,0.29982
ENSG00000145824,CXCL14,2,-7.1596,162,-0.7425,20,-3.7599,13,-4.3701,168,-0.6914,387,0.61021,156,-0.8009,17,-3.9889,1476,3.17807,3,-6.2733,101,-1.4496,460,1.01290
ENSG00000113658,SMAD5,59,1.14599,85,1.80061,12,-1.3025,4,-2.7296,21,-0.4541,35,0.29819,38,0.41918,22,-0.4083,58,1.11739,7,-2.1000,16,-0.9100,9,-1.7899
ENSG00000152377,SPOCK1,257,0.21582,91,-1.3624,481,1.24133,251,0.17414,376,0.82503,359,0.75275,45,-2.4052,291,0.41230,156,-0.5544,352,0.71976,74,-1.6762,92,-1.4361
ENSG00000146021,KLHL3,10,-1.0174,46,1.30724,21,0.03031,31,0.64382,10,-0.9949,17,-0.2887,22,0.12438,61,1.80707,3,-2.7300,10,-1.0961,13,-0.6392,11,-1.0231
ENSG00000177733,HNRNPA0,62,-1.0833,92,-0.4923,100,-0.3723,170,0.46057,164,0.40736,199,0.71709,126,-0.0076,114,-0.1641,109,-0.2410,86,-0.5955,119,-0.0978,154,0.33658
ENSG00000031003,FAM13B,51,-0.3582,134,1.16769,63,-0.0467,34,-0.9820,27,-1.3381,169,1.58468,87,0.45920,71,0.14861,28,-1.2854,30,-1.1389,63,-0.0343,43,-0.6765
ENSG00000112981,NME5,6,-1.5113,9,-1.0905,30,0.81911,34,0.99942,9,-1.0503,5,-1.7823,5,-1.8873,28,0.68932,7,-1.2750,3,-2.3542,40,1.28269,29,0.81413
ENSG00000112983,BRD8,64,-0.1276,125,0.93104,58,-0.2977,51,-0.4819,92,0.43969,85,0.30897,89,0.37229,88,0.35254,52,-0.4466,48,-0.5736,47,-0.6024,55,-0.4028
ENSG00000094880,CDC23,28,0.17606,10,-1.3160,14,-0.9278,33,0.44051,23,-0.1431,19,-0.4235,25,-0.0015,61,1.44370,28,0.13975,10,-1.3067,11,-1.2220,32,0.42789
ENSG00000120709,FAM53C,24,-0.5694,30,-0.2700,30,-0.2779,24,-0.6108,29,-0.2921,43,0.31623,40,0.18453,37,0.05412,37,0.04555,54,0.65447,49,0.49928,33,-0.1387
ENSG00000120733,KDM3B,61,0.26325,73,0.55368,17,-1.6459,25,-1.0649,45,-0.2256,73,0.54785,28,-0.9245,65,0.35800,88,0.85807,49,-0.0819,48,-0.1095,49,-0.0859
ENSG00000132563,REEP2,31,-2.1436,89,-0.6145,256,1.06217,194,0.60853,121,-0.1401,177,0.45623,86,-0.6612,131,-0.0180,77,-0.8219,87,-0.6437,182,0.50429,145,0.15706
ENSG00000120738,EGR1,3,-5.2229,174,0.54321,67,-0.9222,209,0.83947,129,0.07024,82,-0.6296,117,-0.0915,256,1.17950,45,-1.5069,96,-0.3891,106,-0.2386,161,0.46342
ENSG00000120705,ETF1,63,-0.0430,45,-0.5704,67,0.04799,61,-0.0994,58,-0.1681,58,-0.1860,85,0.42729,93,0.57568,66,0.03699,24,-1.4859,60,-0.1104,81,0.39262
ENSG00000113013,HSPA9,245,-0.1451,218,-0.3235,468,0.88915,298,0.15854,398,0.62216,262,-0.0406,297,0.15728,223,-0.2868,280,0.06056,108,-1.3832,209,-0.3885,245,-0.1555
ENSG00000044115,CTNNA1,331,1.91829,67,-0.6960,56,-0.9818,31,-1.8335,117,0.16011,86,-0.3164,82,-0.4003,97,-0.1344,115,0.12843,93,-0.1981,80,-0.4233,111,0.07395
ENSG00000146006,LRRTM2,18,-1.7094,58,0.06676,34,-0.7513,47,-0.2413,54,-0.0557,55,-0.0072,89,0.75852,171,1.88936,25,-1.2189,51,-0.1296,51,-0.1309,34,-0.7834
ENSG00000120725,SIL1,24,0.18904,10,-1.0731,22,0.05399,22,0.00883,15,-0.5348,19,-0.2233,35,0.78503,30,0.51049,29,0.48623,23,0.09402,23,0.07272,14,-0.7318
ENSG00000120727,PAIP2,274,-0.1017,186,-0.6923,352,0.29004,202,-0.5722,551,1.02314,494,0.84087,221,-0.4363,219,-0.4497,236,-0.3356,238,-0.3198,216,-0.4700,308,0.08685
ENSG00000170464,DNAJC18,85,0.16481,59,-0.3927,65,-0.2526,82,0.11394,90,0.25485,188,1.48526,99,0.41263,74,-0.0406,44,-0.8540,37,-1.0929,46,-0.7654,61,-0.3615
ENSG00000131508,UBE2D2,80,-0.6031,44,-1.4773,120,0.02198,158,0.46155,165,0.53148,60,-1.0356,104,-0.1956,114,-0.0544,86,-0.4828,179,0.66547,97,-0.2970,163,0.57189
ENSG00000171604,CXXC5,163,-0.2124,116,-0.7270,156,-0.2837,180,-0.0636,217,0.23536,213,0.19970,220,0.25629,326,0.89236,163,-0.2106,200,0.10716,155,-0.2895,161,-0.2511
ENSG00000146005,PSD2,38,-0.3619,31,-0.6786,14,-1.8105,21,-1.2643,44,-0.1400,47,-0.0587,38,-0.3550,25,-1.0054,192,2.38405,52,0.12513,29,-0.7912,49,0.01366
ENSG00000185129,PURA,231,0.18216,321,0.70787,152,-0.4691,84,-1.3596,128,-0.7262,386,1.01475,279,0.48538,273,0.44619,152,-0.4607,111,-0.9387,241,0.24825,158,-0.4391
ENSG00000182700,IGIP,58,-0.8630,91,-0.1792,86,-0.2645,105,0.04255,118,0.22460,176,0.87433,77,-0.4356,132,0.40449,43,-1.2880,111,0.12617,106,0.05575,112,0.16173
ENSG00000120306,CYSTM1,45,-0.6325,32,-1.1468,44,-0.6687,76,0.16137,54,-0.3684,20,-1.8622,67,-0.0374,49,-0.4992,169,1.48165,91,0.44264,63,-0.1406,91,0.48664
ENSG00000113068,PFDN1,121,-0.1300,99,-0.4405,183,0.52750,146,0.16330,119,-0.1515,178,0.47801,127,-0.0456,92,-0.5461,90,-0.5750,77,-0.8066,159,0.30430,157,0.31593
