Feature ID,Feature Name,Feature count topic 1to5,Feature log2 fold change topic 1to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000008952,SEC62,609,0.06863,546,-0.1295,856,0.58980,683,0.24821,433,-0.5764
ENSG00000173889,PHC3,22,-0.3082,70,1.70146,16,-0.6941,18,-0.5252,23,-0.1520
ENSG00000163558,PRKCI,46,-0.1536,91,1.01256,85,0.88460,27,-0.9489,42,-0.2715
ENSG00000136603,SKIL,59,0.33893,71,0.48853,59,0.20224,63,0.33320,24,-1.3406
ENSG00000013297,CLDN11,8,-1.5484,15,-0.2955,0,-6.3071,37,1.29286,30,1.02847
ENSG00000013293,SLC7A14,65,-0.1452,88,0.39672,69,0.00376,62,-0.1749,73,0.12551
ENSG00000163584,RPL22L1,21,-0.1544,12,-0.8615,10,-1.1493,27,0.31306,29,0.51778
ENSG00000163577,EIF5A2,45,0.82114,23,-0.5738,19,-0.8436,21,-0.7613,31,-0.1519
ENSG00000154310,TNIK,66,-0.5142,147,0.93150,79,-0.0598,123,0.71719,63,-0.4957
ENSG00000144959,NCEH1,134,0.69920,112,0.11497,116,0.17111,54,-1.0814,81,-0.4679
ENSG00000169760,NLGN1,41,0.12793,66,0.84737,73,1.02194,20,-1.1097,28,-0.5986
ENSG00000177565,TBL1XR1,123,-0.0842,141,0.16255,154,0.29580,131,0.04351,119,-0.1273
ENSG00000172667,ZMAT3,171,0.07030,210,0.36852,184,0.16317,167,0.00876,137,-0.3571
ENSG00000121879,PIK3CA,78,0.76015,55,-0.1140,61,0.04313,45,-0.4770,39,-0.7673
ENSG00000121864,ZNF639,28,0.02951,43,0.69368,27,-0.0314,15,-1.0000,31,0.20498
ENSG00000171109,MFN1,23,-0.3574,57,1.25034,27,0.01281,17,-0.7513,29,0.17925
ENSG00000114450,GNB4,12,-1.1697,31,0.60837,1,-3.6322,50,1.64856,21,-0.0416
ENSG00000136522,MRPL47,84,0.77236,47,-0.4702,29,-1.2027,39,-0.7940,63,-0.0197
ENSG00000136521,NDUFB5,200,0.31635,94,-0.9717,160,-0.1603,118,-0.6720,211,0.35028
ENSG00000058056,USP13,16,0.03941,20,0.41320,14,-0.1171,13,-0.2832,16,0.00157
ENSG00000114757,PEX5L,242,0.25613,342,0.71556,254,0.23441,219,0.00128,128,-0.9592
ENSG00000163728,TTC14,42,-0.6851,303,3.11457,17,-1.8267,29,-1.0807,32,-1.0279
ENSG00000284862,CCDC39,20,0.87013,34,1.36995,9,-0.6392,14,-0.0974,1,-3.3896
ENSG00000114416,FXR1,125,0.11994,172,0.58192,175,0.61770,125,0.08444,69,-0.9650
ENSG00000205981,DNAJC19,91,0.27624,54,-0.6339,46,-0.8699,52,-0.7425,107,0.54158
ENSG00000242808,SOX2-OT,45,-1.1412,48,-0.7246,26,-1.6439,154,1.29969,107,0.66041
ENSG00000181449,SOX2,13,-2.4950,42,-0.3063,57,0.17412,91,1.09149,87,1.16185
ENSG00000058063,ATP11B,11,-0.7219,30,1.06776,31,1.13719,9,-0.8428,17,0.15578
ENSG00000043093,DCUN1D1,61,0.25093,52,-0.0829,58,0.08621,42,-0.4760,55,-0.0171
ENSG00000078070,MCCC1,31,0.24952,40,0.55419,25,-0.1574,16,-0.9302,28,0.02046
ENSG00000053524,MCF2L2,17,-0.9918,34,0.40612,51,1.05455,44,0.92076,20,-0.4627
ENSG00000114796,KLHL24,30,-0.4163,80,1.32258,18,-0.9862,40,0.18780,34,-0.1042
ENSG00000163872,YEATS2,49,0.42200,65,0.68656,28,-0.5953,25,-0.8804,38,-0.1696
ENSG00000180834,MAP6D1,24,-0.5968,28,-0.1426,56,0.95024,18,-0.9071,45,0.73831
ENSG00000175193,PARL,39,0.04828,29,-0.4127,42,0.15574,37,-0.0665,40,0.06796
ENSG00000114770,ABCC5,63,0.02528,115,0.99395,54,-0.2210,35,-0.9462,65,0.07128
ENSG00000145191,EIF2B5,55,0.20719,56,0.15914,44,-0.2180,25,-1.1485,61,0.36717
ENSG00000161202,DVL3,31,-0.1172,41,0.36256,18,-0.8662,24,-0.5012,43,0.54357
ENSG00000161203,AP2M1,875,0.67079,509,-0.4630,442,-0.6790,362,-1.0505,725,0.10781
ENSG00000161204,ABCF3,49,0.78391,32,-0.2344,33,-0.1856,11,-1.9191,37,0.01908
ENSG00000145198,VWA5B2,13,-0.7690,61,2.04923,6,-1.6111,21,0.27208,15,-0.3455
ENSG00000163888,CAMK2N2,38,-0.9244,41,-0.5299,37,-0.6773,59,0.03104,103,1.25966
ENSG00000175166,PSMD2,227,0.58260,102,-0.8962,186,0.02572,126,-0.6153,173,-0.1065
ENSG00000114867,EIF4G1,118,0.31477,105,0.01061,142,0.48600,92,-0.2120,77,-0.5499
ENSG00000175182,FAM131A,140,-0.0661,191,0.45014,200,0.52576,86,-0.8558,154,0.14055
ENSG00000163882,POLR2H,45,0.24017,42,0.04751,20,-1.0539,35,-0.2646,45,0.16351
ENSG00000090539,CHRD,25,-0.1387,40,0.65495,27,0.04829,10,-1.5019,35,0.55941
ENSG00000177383,MAGEF1,82,0.58472,58,-0.1877,61,-0.1319,39,-0.8770,62,-0.1253
ENSG00000156931,VPS8,43,0.44995,68,1.04355,10,-1.8205,23,-0.7031,31,-0.2934
ENSG00000187068,C3orf70,11,-0.8957,13,-0.4191,15,-0.2076,24,0.57583,25,0.73166
ENSG00000073803,MAP3K13,81,-0.2166,68,-0.4154,108,0.31397,120,0.54000,81,-0.1689
ENSG00000163900,TMEM41A,11,-0.3338,15,0.22152,13,0.02284,12,-0.1069,16,0.37124
ENSG00000163904,SENP2,66,0.10127,62,-0.0349,115,0.95839,56,-0.2325,48,-0.5155
ENSG00000136527,TRA2B,78,0.06306,91,0.28790,58,-0.4044,72,-0.0927,76,0.00438
ENSG00000244405,ETV5,63,-0.2719,76,0.10957,96,0.47792,62,-0.2308,80,0.22944
ENSG00000058866,DGKG,13,-0.8752,45,1.36849,31,0.72866,20,0.07400,17,-0.2010
ENSG00000090520,DNAJB11,38,0.54423,26,-0.2599,17,-0.9074,16,-1.0593,35,0.26117
ENSG00000156976,EIF4A2,975,0.43054,627,-0.4330,846,0.03496,592,-0.5644,802,-0.0615
ENSG00000073849,ST6GAL1,23,-0.1053,20,-0.2456,5,-2.3006,26,0.15316,31,0.56129
ENSG00000163923,RPL39L,10,-0.5440,10,-0.2993,19,0.63191,11,-0.2295,17,0.58404
ENSG00000157005,SST,36,-1.6884,107,0.39856,1,-5.9590,65,-0.4205,193,2.05129
ENSG00000113916,BCL6,23,-0.3267,25,-0.1009,24,-0.1749,17,-0.7147,41,0.85320
ENSG00000145012,LPP,13,-1.0889,31,0.62494,26,0.33997,30,0.60113,25,0.29110
ENSG00000152492,CCDC50,23,-0.7226,32,-0.0168,23,-0.5211,48,0.71392,40,0.42307
ENSG00000114279,FGF12,578,0.72528,356,-0.3477,568,0.39093,319,-0.5597,295,-0.7451
ENSG00000180611,MB21D2,19,0.61120,10,-0.6107,9,-0.7184,10,-0.6271,15,0.03842
ENSG00000198836,OPA1,182,0.47072,137,-0.1626,141,-0.1264,127,-0.3171,129,-0.3071
ENSG00000133657,ATP13A3,23,-0.4028,51,1.03192,27,0.00256,18,-0.6849,32,0.35150
ENSG00000041802,LSG1,42,0.83754,26,-0.2334,36,0.23311,17,-0.9693,22,-0.6194
ENSG00000114331,ACAP2,32,-0.5003,111,1.72226,53,0.44737,38,-0.0791,26,-0.7621
ENSG00000184203,PPP1R2,110,0.64214,95,0.14442,62,-0.5239,62,-0.5700,70,-0.3848
ENSG00000189058,APOD,103,-0.8766,71,-1.1616,40,-2.0103,208,0.54826,265,1.19322
ENSG00000061938,TNK2,52,-0.5101,59,-0.1512,65,-0.0025,69,0.10590,86,0.56330
ENSG00000072274,TFRC,61,0.52111,65,0.43202,23,-1.1799,41,-0.3083,41,-0.3532
ENSG00000161217,PCYT1A,31,0.04701,43,0.58333,23,-0.3809,31,0.07282,26,-0.2709
ENSG00000213123,TCTEX1D2,78,0.41390,51,-0.4179,57,-0.2322,50,-0.5001,68,0.02273
ENSG00000163960,UBXN7,30,-0.0764,58,0.98201,28,-0.1509,42,0.53833,18,-0.9964
ENSG00000163961,RNF168,62,0.10018,89,0.64530,70,0.27022,77,0.47488,29,-1.2149
ENSG00000174013,FBXO45,54,-0.0586,69,0.34260,67,0.29365,50,-0.1832,53,-0.0796
ENSG00000163964,PIGX,105,0.17094,117,0.27845,125,0.37986,72,-0.5241,89,-0.1820
ENSG00000174007,CEP19,20,-0.1430,32,0.68739,50,1.42745,15,-0.5820,14,-0.7523
ENSG00000180370,PAK2,43,-0.2772,86,0.91891,67,0.52235,65,0.50547,28,-0.9648
ENSG00000119231,SENP5,66,0.37727,74,0.41876,27,-1.1134,40,-0.6050,58,0.02939
ENSG00000114503,NCBP2,60,0.04748,43,-0.4878,56,-0.0521,43,-0.5096,73,0.43495
ENSG00000270170,NCBP2AS2,82,0.66265,31,-1.1286,47,-0.5000,48,-0.4788,63,-0.0503
ENSG00000119227,PIGZ,18,0.41776,16,0.06670,9,-0.7910,7,-1.2256,18,0.33559
ENSG00000228109,MELTF-AS1,12,0.04872,14,0.29439,3,-2.0291,13,0.19397,13,0.12669
ENSG00000075711,DLG1,112,0.07615,181,0.82423,117,0.11337,107,-0.0203,77,-0.6267
ENSG00000161267,BDH1,26,-0.5830,70,1.17480,35,0.06285,11,-1.7169,50,0.77217
ENSG00000145016,RUBCN,45,0.12426,64,0.65048,32,-0.4389,37,-0.2525,39,-0.1518
ENSG00000122068,FYTTD1,66,0.24970,61,0.03180,56,-0.1139,54,-0.1683,54,-0.1816
ENSG00000186001,LRCH3,18,-0.4257,60,1.67841,15,-0.6184,15,-0.6318,23,0.05511
ENSG00000114473,IQCG,18,0.18585,19,0.20430,18,0.10905,14,-0.2544,15,-0.2072
ENSG00000182899,RPL35A,494,-0.5745,339,-0.9636,587,-0.1256,902,0.63090,808,0.48363
ENSG00000185621,LMLN,22,0.52370,37,1.19175,14,-0.3296,11,-0.7381,10,-0.9530
ENSG00000182903,ZNF721,55,0.06290,79,0.60976,64,0.26147,57,0.08042,38,-0.6217
ENSG00000174227,PIGG,27,0.38136,42,0.93342,8,-1.6682,10,-1.3314,25,0.14021
ENSG00000273238,TMEM271,35,-0.6845,49,0.01297,67,0.52426,50,0.07343,62,0.48957
ENSG00000169020,ATP5ME,781,-0.0045,499,-0.6959,426,-0.9353,868,0.18086,942,0.36786
ENSG00000185619,PCGF3,37,-0.1804,51,0.41217,37,-0.0790,36,-0.1408,43,0.16949
ENSG00000168993,CPLX1,232,-0.0507,185,-0.3833,104,-1.2504,247,0.07152,300,0.47238
ENSG00000178950,GAK,40,-0.3226,66,0.58062,34,-0.4728,27,-0.8911,66,0.74220
ENSG00000127419,TMEM175,20,-0.3899,50,1.21858,20,-0.2879,18,-0.4396,26,0.18471
ENSG00000145214,DGKQ,14,-0.0575,27,0.97346,11,-0.3863,7,-1.1122,17,0.30591
ENSG00000159692,CTBP1,107,-0.3789,132,0.07010,120,-0.0730,135,0.11579,151,0.36719
ENSG00000090316,MAEA,73,0.54295,53,-0.1884,49,-0.3127,33,-0.9722,61,0.04150
ENSG00000163950,SLBP,80,0.28734,87,0.31562,102,0.56634,38,-1.0345,64,-0.1990
ENSG00000168936,TMEM129,11,-0.4111,12,-0.1124,4,-1.7565,13,0.09022,19,0.82485
ENSG00000068078,FGFR3,6,-2.6855,13,-1.1131,9,-1.5992,37,0.59599,64,2.16076
ENSG00000168924,LETM1,28,-0.2183,24,-0.4152,39,0.36162,36,0.26510,32,0.05650
ENSG00000109685,NSD2,54,-0.3143,75,0.30417,104,0.83822,77,0.39101,46,-0.5386
ENSG00000185049,NELFA,12,-0.6325,29,1.01560,19,0.29728,16,0.04353,16,0.06044
ENSG00000243449,C4orf48,449,0.08869,299,-0.5740,301,-0.5625,379,-0.2294,532,0.41069
ENSG00000185818,NAT8L,201,-0.1400,224,0.08084,255,0.28732,200,-0.1054,224,0.09369
ENSG00000123933,MXD4,18,-1.1787,21,-0.6634,35,0.11822,42,0.48309,51,0.98547
ENSG00000159733,ZFYVE28,17,-0.4273,32,0.72961,13,-0.6994,14,-0.6095,29,0.71214
ENSG00000063978,RNF4,40,-0.0483,41,0.01734,46,0.19399,39,-0.0519,41,0.00979
ENSG00000125386,FAM193A,18,-0.7267,55,1.30797,54,1.30141,26,0.13326,15,-0.8969
ENSG00000087274,ADD1,169,-0.1966,197,0.11838,179,-0.0380,161,-0.2218,219,0.35227
ENSG00000109736,MFSD10,30,0.20597,51,0.95859,16,-0.8163,13,-1.1749,30,0.13290
ENSG00000087269,NOP14,24,0.48330,21,0.06017,20,-0.0297,28,0.58755,8,-1.5700
ENSG00000125388,GRK4,19,-0.5267,33,0.52281,12,-0.9905,45,1.21816,18,-0.4909
ENSG00000197386,HTT,49,-0.4604,89,0.62382,68,0.20103,55,-0.1548,70,0.28271
ENSG00000159788,RGS12,7,-3.0781,49,0.35869,84,1.25465,40,0.06521,73,1.39033
ENSG00000163956,LRPAP1,160,0.19148,116,-0.3737,163,0.14558,74,-1.1295,184,0.43110
ENSG00000132406,TMEM128,15,0.01620,13,-0.1989,14,-0.1126,17,0.14791,15,-0.0134
ENSG00000168824,NSG1,195,0.82095,106,-0.4817,125,-0.2329,59,-1.4616,140,-0.0661
ENSG00000168818,STX18,20,-0.0173,35,0.85820,24,0.26272,17,-0.2944,17,-0.3596
ENSG00000072832,CRMP1,171,0.01661,197,0.23613,163,-0.0632,106,-0.7797,204,0.35862
ENSG00000181215,C4orf50,23,-0.0011,37,0.73762,29,0.31930,18,-0.3998,20,-0.2546
ENSG00000152969,JAKMIP1,64,0.06849,40,-0.6916,76,0.29676,59,-0.1061,66,0.08573
ENSG00000109501,WFS1,23,-0.2796,27,0.05071,21,-0.3892,21,-0.3938,37,0.66949
ENSG00000074211,PPP2R2C,183,-0.1406,205,0.08834,265,0.49276,177,-0.1573,197,0.02459
ENSG00000013288,MAN2B2,70,1.02315,49,-0.0036,17,-1.6237,32,-0.7094,37,-0.5341
ENSG00000179010,MRFAP1,462,0.07906,359,-0.3458,419,-0.1068,412,-0.1430,488,0.16463
ENSG00000170846,AC093323.1,41,-0.0892,38,-0.1472,26,-0.7369,43,0.05184,50,0.35561
ENSG00000178988,MRFAP1L1,114,-0.0636,94,-0.3497,153,0.42488,106,-0.1673,125,0.13161
ENSG00000186222,BLOC1S4,17,0.62576,7,-1.0636,9,-0.6364,5,-1.6066,18,0.47851
ENSG00000170871,KIAA0232,156,0.35308,182,0.46818,171,0.36675,101,-0.4962,99,-0.5821
ENSG00000132405,TBC1D14,33,-0.0862,34,-0.0078,30,-0.2240,32,-0.1373,40,0.28478
ENSG00000173011,TADA2B,23,0.48275,22,0.18796,12,-0.7590,13,-0.5951,18,-0.0880
ENSG00000109519,GRPEL1,62,0.40106,51,-0.0581,45,-0.2635,28,-1.0320,58,0.18511
ENSG00000184985,SORCS2,13,-0.2234,23,0.68453,2,-2.6995,11,-0.4886,21,0.71967
ENSG00000196526,AFAP1,14,-1.0816,38,0.75641,25,0.10723,21,-0.1833,36,0.85165
ENSG00000163995,ABLIM2,45,-0.6364,68,0.21614,116,1.09237,40,-0.6720,75,0.46926
ENSG00000071127,WDR1,57,0.07094,42,-0.4309,47,-0.2551,42,-0.4708,69,0.43922
ENSG00000178163,ZNF518B,22,0.06796,34,0.75337,12,-0.8160,22,0.02308,19,-0.2329
ENSG00000157869,RAB28,20,-0.0241,18,-0.2252,13,-0.6441,18,-0.1859,26,0.43562
ENSG00000038219,BOD1L1,327,0.05208,585,0.98222,630,1.10802,310,-0.0565,124,-1.6312
ENSG00000137449,CPEB2,29,-0.5248,68,0.97558,25,-0.6233,40,0.13741,42,0.22630
ENSG00000118564,FBXL5,78,0.20589,89,0.33760,57,-0.3666,45,-0.7938,80,0.19330
ENSG00000237765,FAM200B,73,-0.3306,80,-0.0687,123,0.60754,94,0.20076,84,-0.0044
ENSG00000169762,TAPT1,44,0.06592,62,0.57868,40,-0.1232,33,-0.4352,42,-0.0250
ENSG00000169744,LDB2,215,0.62929,179,0.07731,219,0.40086,97,-0.9321,126,-0.5491
ENSG00000151552,QDPR,245,0.20893,129,-0.8614,99,-1.2541,274,0.34179,236,0.08484
ENSG00000002549,LAP3,31,0.05386,20,-0.6215,56,0.96237,26,-0.2841,28,-0.1837
ENSG00000118579,MED28,33,-0.5599,53,0.37045,29,-0.5658,49,0.25522,54,0.48344
ENSG00000163257,DCAF16,14,-0.9845,30,0.47189,37,0.80686,30,0.51935,23,0.09673
ENSG00000178177,LCORL,11,-0.3850,39,1.77578,4,-1.5670,11,-0.3579,13,-0.0443
ENSG00000145147,SLIT2,53,0.52505,58,0.45562,48,0.14383,17,-1.5388,40,-0.1860
ENSG00000163138,PACRGL,28,0.31629,32,0.41479,26,0.05660,21,-0.2630,19,-0.4887
ENSG00000185774,KCNIP4,161,0.28114,109,-0.4339,237,0.80388,71,-1.1454,146,0.01843
ENSG00000280650,KCNIP4-IT1,2,-3.5847,202,5.29480,5,-2.0337,14,-0.6930,2,-3.3863
ENSG00000109819,PPARGC1A,33,0.27980,47,0.74028,12,-1.2990,25,-0.3073,27,-0.1666
ENSG00000109606,DHX15,61,0.39940,63,0.30589,26,-1.0303,39,-0.4810,51,-0.0314
ENSG00000181982,CCDC149,26,0.05238,16,-0.7217,34,0.45448,29,0.21609,23,-0.2163
ENSG00000153012,LGI2,11,-0.9982,36,1.20271,1,-3.4729,11,-0.7921,32,1.30658
ENSG00000053900,ANAPC4,30,0.59743,44,0.97330,10,-1.3403,14,-0.8966,19,-0.4378
ENSG00000250317,SMIM20,35,0.10031,5,-2.7759,19,-0.8453,34,0.03750,45,0.59430
ENSG00000168214,RBPJ,69,-0.2615,135,0.90715,62,-0.3231,90,0.28308,67,-0.2620
ENSG00000109689,STIM2,42,0.38194,68,0.99057,53,0.57989,28,-0.4670,17,-1.3046
ENSG00000169851,PCDH7,267,0.22735,399,0.79525,401,0.80332,156,-0.7469,161,-0.7550
ENSG00000047365,ARAP2,57,-0.2803,149,1.37780,71,0.14705,80,0.36721,37,-1.0095
ENSG00000174145,NWD2,20,0.41849,23,0.48535,10,-0.8047,9,-0.9307,17,0.03271
ENSG00000065882,TBC1D1,19,-0.1679,24,0.23808,17,-0.2895,20,-0.0625,23,0.25460
ENSG00000109787,KLF3,16,-0.3804,15,-0.3012,6,-1.7513,33,1.03904,19,0.07165
ENSG00000109790,KLHL5,21,-0.6647,26,-0.1824,6,-2.2815,44,0.75722,40,0.65504
ENSG00000157796,WDR19,15,-0.3489,41,1.36993,13,-0.4327,10,-0.8847,20,0.29038
ENSG00000035928,RFC1,83,0.13174,101,0.39492,147,1.01283,88,0.20301,35,-1.4011
ENSG00000163682,RPL9,842,-0.6494,627,-0.8955,826,-0.4756,1665,0.71656,1489,0.57496
ENSG00000121897,LIAS,18,0.28803,30,1.01552,15,-0.0956,13,-0.3091,10,-0.7912
ENSG00000163683,SMIM14,101,-0.0611,100,-0.0576,120,0.23374,121,0.27735,92,-0.2276
ENSG00000078140,UBE2K,163,0.33617,182,0.37661,232,0.77576,109,-0.4649,91,-0.8178
ENSG00000121892,PDS5A,42,-0.1983,81,0.91528,51,0.14960,43,-0.1203,41,-0.2162
ENSG00000163697,APBB2,42,0.17929,41,0.08139,20,-1.0453,40,0.04449,39,0.01474
ENSG00000154277,UCHL1,2277,0.94780,1201,-0.4806,1125,-0.5808,759,-1.2553,1472,-0.2010
ENSG00000064042,LIMCH1,155,-0.2882,276,0.73984,331,1.04500,189,0.13661,112,-0.7972
ENSG00000109133,TMEM33,114,0.66923,99,0.15877,70,-0.3831,63,-0.5881,69,-0.4745
ENSG00000014824,SLC30A9,142,0.43036,79,-0.6648,132,0.13759,103,-0.2732,108,-0.2209
ENSG00000124406,ATP8A1,134,-0.0186,189,0.53004,123,-0.1476,107,-0.4009,143,0.09869
ENSG00000183783,KCTD8,33,0.08066,33,0.07248,52,0.79572,28,-0.1834,25,-0.4478
ENSG00000151806,GUF1,32,0.37707,23,-0.3060,34,0.33073,29,0.05791,19,-0.6485
ENSG00000163281,GNPDA2,29,0.26508,22,-0.2842,42,0.75275,15,-0.8904,25,-0.0905
ENSG00000163285,GABRG1,12,-1.1853,8,-1.4386,10,-1.1499,33,0.77687,37,1.20162
ENSG00000260878,AC104072.1,30,-0.0210,36,0.29148,21,-0.5653,25,-0.3414,36,0.31101
ENSG00000151834,GABRA2,72,-0.1402,71,-0.1214,146,1.05180,78,0.02756,62,-0.3996
ENSG00000109158,GABRA4,89,0.02246,102,0.23734,177,1.14653,57,-0.7113,73,-0.3583
ENSG00000163288,GABRB1,39,-0.2690,75,0.89194,96,1.31428,38,-0.2236,26,-0.8853
ENSG00000260918,AC107398.3,86,-0.1383,116,0.38445,133,0.60366,63,-0.6127,96,0.10070
ENSG00000169019,COMMD8,33,0.61110,13,-1.0658,23,-0.2394,15,-0.9650,29,0.16596
ENSG00000170448,NFXL1,12,-0.0615,32,1.50696,7,-0.8747,12,-0.0309,9,-0.6283
ENSG00000109171,SLAIN2,21,-0.4006,45,0.94185,26,0.06550,29,0.22103,23,-0.2049
ENSG00000075539,FRYL,30,-0.3895,89,1.54327,20,-0.8471,41,0.27585,27,-0.4638
ENSG00000109180,OCIAD1,435,0.50525,334,-0.1156,363,0.01208,169,-1.2376,370,0.05335
ENSG00000145247,OCIAD2,66,0.00666,41,-0.7096,54,-0.3011,72,0.16627,73,0.20474
ENSG00000109184,DCUN1D4,67,0.69355,76,0.61133,29,-0.9113,41,-0.4151,34,-0.7488
ENSG00000163069,SGCB,41,-0.2266,47,0.04266,31,-0.5908,42,-0.1204,59,0.51742
ENSG00000109189,USP46,122,-0.0317,127,0.04038,174,0.54332,128,0.05721,106,-0.2924
ENSG00000226950,DANCR,31,-0.4978,19,-1.1163,43,0.14806,34,-0.2463,61,0.92778
ENSG00000184178,SCFD2,22,0.77124,14,-0.2960,13,-0.4297,15,-0.2000,11,-0.7007
ENSG00000145216,FIP1L1,64,0.33109,61,0.12452,89,0.72381,60,0.10417,29,-1.1694
ENSG00000072201,LNX1,96,0.43197,80,-0.0290,154,1.03812,36,-1.3005,63,-0.4602
ENSG00000134853,PDGFRA,8,-1.4222,11,-0.5336,7,-1.1163,18,0.18647,33,1.61282
ENSG00000128039,SRD5A3,26,0.56696,16,-0.4670,16,-0.4602,9,-1.3737,25,0.29693
ENSG00000134851,TMEM165,35,-0.1452,47,0.37674,38,0.05002,42,0.22544,34,-0.1871
ENSG00000134852,CLOCK,88,-0.1478,119,0.37592,166,0.92364,108,0.24389,61,-0.7657
ENSG00000090989,EXOC1,111,0.88310,124,0.68438,71,-0.2150,48,-0.8744,43,-1.1188
ENSG00000157426,AASDH,11,-0.5072,26,1.02118,12,-0.1855,19,0.57053,11,-0.3549
ENSG00000128059,PPAT,15,0.11053,30,1.12744,20,0.50202,7,-1.1034,12,-0.4178
ENSG00000128050,PAICS,30,-0.3071,37,0.11451,23,-0.6147,34,-0.0046,44,0.51160
ENSG00000174780,SRP72,145,0.68092,116,0.04810,144,0.39185,80,-0.5666,70,-0.8648
ENSG00000171476,HOPX,217,-0.9167,133,-1.3838,874,1.64172,169,-1.0907,507,0.90934
ENSG00000047315,POLR2B,99,0.61301,94,0.26160,74,-0.0965,46,-0.8760,64,-0.3880
ENSG00000163453,IGFBP7,6,-3.0118,15,-1.1462,5,-2.6138,67,1.41431,66,1.68223
ENSG00000150471,ADGRL3,81,0.00131,152,1.02659,93,0.21650,50,-0.8031,74,-0.1706
ENSG00000145242,EPHA5,54,0.56495,45,0.02555,40,-0.1354,33,-0.4790,35,-0.4185
ENSG00000145241,CENPC,34,-0.1512,74,1.16208,57,0.70153,43,0.29360,16,-1.3755
ENSG00000033178,UBA6,35,0.14088,68,1.18801,30,-0.1466,22,-0.6554,26,-0.4215
ENSG00000083896,YTHDC1,144,0.02608,170,0.28713,195,0.50244,176,0.38384,90,-0.8285
ENSG00000132467,UTP3,49,0.38411,48,0.21474,56,0.44957,26,-0.7600,35,-0.3610
ENSG00000018189,RUFY3,461,0.67701,356,-0.0192,425,0.26037,253,-0.5946,244,-0.7089
ENSG00000132463,GRSF1,168,0.51031,133,-0.0640,132,-0.0740,82,-0.8707,132,-0.0970
ENSG00000173542,MOB1B,28,-0.2201,46,0.64360,79,1.58144,16,-1.0599,24,-0.4686
ENSG00000156136,DCK,42,0.20295,36,-0.1169,23,-0.7954,28,-0.5479,47,0.37175
ENSG00000080493,SLC4A4,14,-2.0781,35,-0.2570,66,0.76526,80,1.27542,53,0.52775
ENSG00000163626,COX18,16,0.32066,20,0.55867,9,-0.6427,9,-0.6799,14,-0.0432
ENSG00000132466,ANKRD17,167,-0.0379,275,0.77476,306,0.95864,148,-0.2342,108,-0.8112
ENSG00000169116,PARM1,89,0.68774,50,-0.4947,43,-0.7390,32,-1.2398,76,0.18401
ENSG00000163743,RCHY1,63,0.27312,41,-0.5166,38,-0.6164,44,-0.4232,66,0.30162
ENSG00000138769,CDKL2,73,0.38352,105,0.81864,79,0.35643,56,-0.2165,32,-1.1785
ENSG00000138757,G3BP2,387,0.55565,332,0.08432,260,-0.2936,185,-0.8769,293,-0.1366
ENSG00000138768,USO1,118,0.45233,114,0.22199,116,0.25150,74,-0.4822,74,-0.5354
ENSG00000138744,NAAA,17,0.40081,22,0.62281,12,-0.3437,8,-0.9788,14,-0.1348
ENSG00000198301,SDAD1,92,0.68623,71,-0.0084,109,0.66101,49,-0.6456,41,-0.9942
ENSG00000138750,NUP54,16,-0.4960,57,1.76972,10,-0.9429,11,-0.8781,22,0.25010
ENSG00000138760,SCARB2,119,0.25180,110,0.03191,89,-0.2995,76,-0.5946,117,0.14727
ENSG00000189157,FAM47E,17,0.04909,9,-1.0163,16,-0.0660,15,-0.1999,21,0.38883
ENSG00000186212,SOWAHB,23,0.70526,12,-0.6468,11,-0.7326,8,-1.2067,20,0.18994
ENSG00000138758,SEPTIN11,184,-0.4225,305,0.51704,489,1.31740,244,0.17503,148,-0.7200
ENSG00000118816,CCNI,919,-0.4013,665,-0.7652,833,-0.4200,1917,1.04872,1056,-0.0625
ENSG00000138764,CCNG2,28,-0.6214,27,-0.4773,69,1.02183,31,-0.2532,47,0.51148
ENSG00000138767,CNOT6L,21,-0.2070,44,1.03214,7,-1.7168,24,0.04872,24,0.09582
ENSG00000169288,MRPL1,128,0.60019,120,0.25047,142,0.52097,62,-0.8232,68,-0.7482
ENSG00000138756,BMP2K,21,0.13525,19,-0.0906,14,-0.5262,26,0.47479,16,-0.3716
ENSG00000163291,PAQR3,28,-0.0318,46,0.74901,27,-0.1111,29,0.02529,24,-0.3316
ENSG00000152784,PRDM8,97,0.71181,39,-1.0089,81,0.10987,48,-0.7360,66,-0.2318
ENSG00000273156,AC124016.2,32,-0.1693,23,-0.6043,45,0.43867,39,0.24230,35,0.03151
ENSG00000138668,HNRNPD,148,-0.2826,177,0.09263,157,-0.0897,182,0.15777,187,0.22632
ENSG00000152795,HNRNPDL,381,0.18935,548,0.70695,253,-0.5176,257,-0.5350,340,-0.0708
ENSG00000145293,ENOPH1,151,0.39254,109,-0.2732,96,-0.4710,80,-0.8121,147,0.23894
ENSG00000249242,TMEM150C,88,0.83865,71,0.12013,56,-0.2310,34,-1.0517,49,-0.5135
ENSG00000145284,SCD5,252,-0.2566,245,-0.2089,140,-1.0651,360,0.44619,333,0.34283
ENSG00000138674,SEC31A,93,0.40290,95,0.27432,78,-0.0438,50,-0.7596,73,-0.1700
