Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000245293,AC096564.1,32,0.01850,28,-0.1951,27,-0.2554,4,-3.1036,3,-3.5878,21,-0.6276,194,3.51250
ENSG00000138796,HADH,22,-0.2330,25,-0.0395,28,0.19895,15,-0.8921,31,0.38007,32,0.34868,25,-0.0058
ENSG00000109475,RPL34,681,-1.0038,3419,1.69729,1301,0.06835,967,-0.4352,908,-0.5892,1771,0.55712,1202,-0.0628
ENSG00000198856,OSTC,14,-0.6976,23,0.05340,13,-0.9082,24,0.17198,32,0.78292,23,0.03408,20,-0.1822
ENSG00000164089,ETNPPL,52,-0.3686,39,-0.7764,67,0.05934,17,-2.0642,22,-1.8153,357,3.22523,39,-0.7477
ENSG00000138802,SEC24B,17,-0.6943,13,-1.0007,27,0.03322,29,0.15120,38,0.74346,23,-0.1671,19,-0.4638
ENSG00000123739,PLA2G12A,92,0.37295,40,-0.9454,97,0.47378,63,-0.2831,51,-0.6919,102,0.49610,95,0.38292
ENSG00000109534,GAR1,18,0.26488,12,-0.4367,15,-0.0350,15,-0.0211,16,0.03394,23,0.59828,7,-1.1277
ENSG00000170522,ELOVL6,63,0.72450,24,-0.8199,30,-0.5598,50,0.31744,47,0.23203,16,-1.3976,35,-0.2954
ENSG00000138660,AP1AR,64,0.10447,81,0.46384,69,0.23259,81,0.51207,54,-0.1938,23,-1.4667,30,-1.0553
ENSG00000174720,LARP7,161,0.09204,68,-1.2348,116,-0.4702,201,0.48989,58,-1.6718,333,1.28421,305,1.12719
ENSG00000145362,ANK2,1315,0.47601,737,-0.4850,1133,0.20677,1572,0.81452,743,-0.5581,455,-1.2162,621,-0.7473
ENSG00000145349,CAMK2D,184,0.54645,99,-0.4909,144,0.09855,149,0.16338,142,0.08954,52,-1.4565,98,-0.5119
ENSG00000174607,UGT8,16,-1.3663,4,-3.3237,24,-0.7290,1,-5.0895,10,-2.2300,47,0.35487,292,4.25840
ENSG00000228358,LINC02263,52,1.52910,6,-1.9023,8,-1.6797,37,0.82888,25,0.13275,5,-2.1542,0,-5.7109
ENSG00000164100,NDST3,19,-0.7355,20,-0.6145,12,-1.3866,63,1.43708,45,0.85738,9,-1.7732,4,-2.9125
ENSG00000269893,SNHG8,32,-1.5738,199,1.37169,80,-0.1403,92,0.10739,98,0.23234,85,-0.0333,55,-0.7065
ENSG00000145388,METTL14,34,0.61533,14,-0.8492,12,-1.1803,28,0.21787,17,-0.5984,41,0.83730,37,0.68432
ENSG00000150961,SEC24D,44,1.91850,4,-1.9670,18,0.12707,4,-1.9629,16,-0.0451,10,-0.8088,5,-1.8166
ENSG00000172403,SYNPO2,125,1.43213,32,-0.9214,47,-0.3845,40,-0.6282,43,-0.5625,53,-0.1543,68,0.23426
ENSG00000145390,USP53,40,-0.0632,36,-0.2526,37,-0.2227,41,-0.0531,8,-2.7161,164,2.40158,44,0.08152
ENSG00000164096,C4orf3,181,-0.1792,158,-0.3715,235,0.27859,206,0.04531,184,-0.1678,211,0.07980,244,0.31228
ENSG00000164111,ANXA5,21,-1.2465,28,-0.6958,51,0.22066,15,-1.6829,29,-0.7926,145,2.01541,103,1.38002
ENSG00000164112,TMEM155,70,-0.1402,65,-0.2467,123,0.88632,63,-0.3208,103,0.61583,15,-2.4124,11,-2.8547
ENSG00000123737,EXOSC9,43,0.54738,23,-0.4920,33,0.07223,39,0.35467,32,0.00263,12,-1.4661,20,-0.6850
ENSG00000138686,BBS7,51,0.28758,38,-0.2030,40,-0.1467,59,0.53786,53,0.38188,8,-2.4152,17,-1.4145
ENSG00000138688,KIAA1109,407,0.90034,147,-0.8142,228,-0.1544,301,0.33011,132,-1.1285,241,-0.0507,338,0.48402
ENSG00000138685,FGF2,15,-0.6662,10,-1.1898,23,-0.0028,10,-1.3461,6,-2.0457,127,3.20132,22,-0.0575
ENSG00000151458,ANKRD50,37,0.62914,20,-0.4072,14,-0.9949,38,0.66138,26,-0.0226,23,-0.2077,15,-0.8488
ENSG00000164066,INTU,90,0.99383,30,-0.8316,39,-0.4787,45,-0.2407,23,-1.4479,111,1.23126,70,0.46544
ENSG00000164070,HSPA4L,150,0.06309,94,-0.6591,111,-0.4439,288,1.30894,128,-0.2280,95,-0.6450,63,-1.2534
ENSG00000164073,MFSD8,23,0.32659,10,-0.9794,14,-0.4824,19,-0.0088,19,-0.0137,25,0.43821,24,0.39050
ENSG00000164074,ABHD18,29,1.20095,10,-0.6283,5,-1.7368,4,-1.8861,15,-0.0634,24,0.73414,28,0.93811
ENSG00000138709,LARP1B,113,0.70937,72,-0.0776,82,0.12381,83,0.15106,43,-1.0182,87,0.21944,70,-0.1325
ENSG00000164040,PGRMC2,68,-0.3845,85,-0.0080,99,0.25739,76,-0.1917,103,0.38436,89,0.07173,53,-0.7319
ENSG00000077684,JADE1,60,0.10296,34,-0.7588,66,0.29359,88,0.81995,41,-0.5891,40,-0.5310,50,-0.1901
ENSG00000151466,SCLT1,85,0.64769,70,0.27302,49,-0.3022,68,0.25654,20,-1.8523,78,0.43668,96,0.79156
ENSG00000250241,AC105383.1,31,0.88031,20,0.10092,15,-0.3673,12,-0.7833,7,-1.7151,20,0.10088,51,1.65639
ENSG00000138650,PCDH10,330,1.07893,102,-0.9161,187,0.01981,198,0.12003,113,-0.8885,149,-0.3341,200,0.12254
ENSG00000151012,SLC7A11,29,-0.7146,17,-1.4692,34,-0.4442,12,-2.0126,16,-1.7199,280,3.56191,40,-0.1741
ENSG00000109381,ELF2,44,0.47260,16,-1.0980,19,-0.9164,45,0.48419,10,-2.0130,45,0.45789,99,1.79903
ENSG00000109390,NDUFC1,64,-1.6341,273,0.70653,172,-0.0387,199,0.21665,242,0.65622,161,-0.1383,80,-1.2009
ENSG00000164134,NAA15,122,0.77061,28,-1.5982,68,-0.2655,102,0.43346,42,-1.1163,86,0.11965,133,0.81630
ENSG00000273247,AC097376.3,25,0.96702,7,-1.0690,4,-2.0049,14,-0.0389,6,-1.3733,28,1.02199,35,1.43355
ENSG00000172007,RAB33B,15,0.24355,3,-2.1941,10,-0.4289,15,0.32253,13,-0.0135,11,-0.2934,22,0.86859
ENSG00000145391,SETD7,40,-0.4247,38,-0.4942,68,0.47831,41,-0.3823,41,-0.4386,81,0.71136,82,0.73987
ENSG00000153130,SCOC,199,-0.5637,247,-0.1867,343,0.37233,319,0.24256,367,0.56427,103,-1.5086,162,-0.8269
ENSG00000153132,CLGN,24,0.96598,5,-1.6246,6,-1.3659,23,0.84300,17,0.32405,0,-7.4896,10,-0.5239
ENSG00000109436,TBC1D9,45,-0.8568,59,-0.3743,96,0.43862,109,0.66063,101,0.59720,26,-1.6169,15,-2.3479
ENSG00000170153,RNF150,111,1.24642,34,-0.8177,69,0.32931,50,-0.2397,48,-0.3193,27,-1.1188,22,-1.4375
ENSG00000109445,ZNF330,23,-0.1907,14,-0.9288,31,0.27584,24,-0.1405,28,0.14017,33,0.34952,26,0.01906
ENSG00000109452,INPP4B,19,0.07024,10,-0.8937,18,-0.0530,19,0.10530,14,-0.5180,54,1.81328,2,-3.1425
ENSG00000170185,USP38,17,0.01747,13,-0.3848,16,-0.0805,14,-0.3307,16,-0.1649,27,0.70320,23,0.47509
ENSG00000109458,GAB1,23,-0.4210,13,-1.1878,15,-1.0983,9,-1.7717,17,-0.9559,37,0.35982,157,3.11030
ENSG00000153147,SMARCA5,239,0.33165,115,-0.8377,135,-0.6426,281,0.62770,96,-1.2660,264,0.46064,400,1.15096
ENSG00000164161,HHIP,27,-1.0052,11,-2.2192,42,-0.2983,2,-4.3876,7,-3.0315,32,-0.6694,390,4.33763
ENSG00000164163,ABCE1,56,0.06133,64,0.24788,42,-0.4435,59,0.13557,57,0.08463,27,-1.0514,77,0.56289
ENSG00000164164,OTUD4,58,0.74098,24,-0.6850,39,0.01634,35,-0.1426,25,-0.7562,46,0.28828,51,0.43711
ENSG00000170365,SMAD1,49,0.88416,12,-1.3150,20,-0.6727,25,-0.3295,27,-0.2098,44,0.59992,37,0.31386
ENSG00000151612,ZNF827,80,0.89458,33,-0.6176,42,-0.2417,48,-0.0118,33,-0.7120,61,0.36417,52,0.10374
ENSG00000164167,LSM6,26,0.05248,37,0.59448,27,0.09169,24,-0.0688,30,0.28652,18,-0.5599,7,-1.8523
ENSG00000164168,TMEM184C,25,0.03001,18,-0.4492,20,-0.3590,36,0.70733,19,-0.4719,30,0.29491,27,0.17072
ENSG00000071205,ARHGAP10,12,-0.6800,28,0.62039,6,-1.7484,35,1.14632,8,-1.4897,53,1.73148,15,-0.3778
ENSG00000151623,NR3C2,22,-0.1475,23,-0.0334,16,-0.6292,20,-0.2450,32,0.62517,38,0.75243,9,-1.3592
ENSG00000170390,DCLK2,79,0.88134,16,-1.6372,36,-0.4786,27,-0.9418,59,0.39180,71,0.60066,33,-0.5850
ENSG00000198589,LRBA,15,-0.0569,13,-0.3175,22,0.62498,12,-0.4494,16,-0.0060,11,-0.4842,18,0.24142
ENSG00000145425,RPS3A,394,-1.0168,1556,1.24848,691,-0.0933,707,-0.0548,733,0.00961,936,0.39637,481,-0.6438
ENSG00000109686,SH3D19,36,0.96813,12,-0.8005,18,-0.2748,11,-1.0112,14,-0.6847,29,0.49301,39,0.97785
ENSG00000059691,GATB,36,-0.0382,39,0.10632,18,-1.1588,33,-0.1831,67,1.29778,11,-1.8391,18,-1.1001
ENSG00000109670,FBXW7,950,0.80187,519,-0.2577,694,0.21975,779,0.42850,506,-0.3575,151,-2.1078,314,-1.0270
ENSG00000164144,ARFIP1,16,-0.0618,21,0.31561,21,0.37336,9,-1.0213,10,-0.8607,34,1.12153,25,0.61047
ENSG00000109654,TRIM2,582,0.47929,272,-0.7610,458,0.04881,414,-0.1254,286,-0.8017,314,-0.5405,991,1.32361
ENSG00000145428,RNF175,30,-0.2240,32,-0.1068,29,-0.2626,48,0.57668,51,0.80296,9,-1.9912,5,-2.7596
ENSG00000171566,PLRG1,52,0.40884,25,-0.7530,35,-0.2704,35,-0.2826,53,0.48857,34,-0.3186,34,-0.2952
ENSG00000164114,MAP9,327,0.19713,206,-0.5401,255,-0.2312,564,1.24449,210,-0.6062,196,-0.6166,182,-0.7305
ENSG00000164116,GUCY1A1,50,0.13747,18,-1.4146,51,0.15606,54,0.26988,27,-0.9510,93,1.12495,54,0.25137
ENSG00000260244,AC104083.1,18,-0.3052,15,-0.5789,22,0.01141,27,0.32048,22,-0.0611,34,0.67447,18,-0.3433
ENSG00000061918,GUCY1B1,156,-0.4214,193,-0.0587,271,0.53826,231,0.24465,255,0.48341,79,-1.4251,54,-1.9795
ENSG00000109738,GLRB,130,-0.0108,74,-0.8655,111,-0.2785,162,0.37404,211,1.02309,33,-2.0541,22,-2.6578
ENSG00000120251,GRIA2,1126,1.22292,298,-1.0486,400,-0.6498,728,0.37326,582,-0.0244,252,-1.2960,271,-1.1910
ENSG00000164125,GASK1B,60,-0.0443,23,-1.5010,106,1.02332,27,-1.3130,44,-0.6005,157,1.57268,36,-0.7933
ENSG00000164124,TMEM144,76,-0.6463,14,-3.1033,60,-1.0194,6,-4.2649,26,-2.4210,78,-0.5591,890,4.41268
ENSG00000171509,RXFP1,94,1.30817,24,-1.0190,74,0.82039,35,-0.5143,42,-0.2107,2,-4.5200,8,-2.6317
ENSG00000171503,ETFDH,21,0.18570,18,-0.0235,11,-0.8507,20,0.09600,14,-0.4846,31,0.81735,28,0.66755
ENSG00000171497,PPID,47,-0.3809,50,-0.2348,60,0.02670,77,0.49135,79,0.59023,21,-1.5499,29,-1.0455
ENSG00000052795,FNIP2,124,0.63829,59,-0.6091,91,0.07639,84,-0.0707,72,-0.3648,63,-0.5128,112,0.39415
ENSG00000109756,RAPGEF2,224,0.64330,116,-0.4660,208,0.50685,183,0.27732,124,-0.4306,60,-1.4505,100,-0.6894
ENSG00000168843,FSTL5,22,-0.6084,19,-0.7449,63,1.28780,49,0.77896,22,-0.6256,23,-0.4649,3,-3.2395
ENSG00000164128,NPY1R,43,1.86573,9,-0.9853,16,-0.0749,8,-1.1592,17,-0.0396,6,-1.5444,3,-2.3411
ENSG00000198498,TMA16,27,0.39012,10,-1.1891,17,-0.4237,39,1.06014,14,-0.7796,17,-0.3705,27,0.31574
ENSG00000145416,MARCH1,104,1.07300,16,-1.9068,39,-0.6629,42,-0.5437,45,-0.4704,42,-0.4991,136,1.39567
ENSG00000170088,TMEM192,47,0.46692,32,-0.1730,29,-0.3343,30,-0.3200,28,-0.4561,61,0.84507,42,0.25660
ENSG00000109466,KLHL2,121,0.36537,60,-0.7647,149,0.75624,49,-1.1176,114,0.28541,28,-1.8729,111,0.19637
ENSG00000052802,MSMO1,58,-0.5491,58,-0.5218,60,-0.4970,53,-0.7073,94,0.28527,227,1.73480,64,-0.3681
ENSG00000109472,CPE,909,-0.2685,677,-0.6985,984,-0.1337,774,-0.5359,1186,0.21305,2731,1.58089,468,-1.2567
ENSG00000196104,SPOCK3,73,-0.4301,65,-0.5749,107,0.22290,48,-1.0890,75,-0.4301,101,0.10452,284,1.87979
ENSG00000129116,PALLD,24,-0.4232,23,-0.4241,19,-0.8304,21,-0.6588,12,-1.5562,126,2.47156,58,1.02596
ENSG00000145439,CBR4,38,0.61278,21,-0.3546,20,-0.5268,26,-0.0876,22,-0.3319,32,0.28874,36,0.44005
ENSG00000154447,SH3RF1,48,0.12057,42,-0.0904,68,0.75131,38,-0.2975,34,-0.5233,34,-0.4349,54,0.28379
ENSG00000137601,NEK1,129,0.89343,66,-0.2783,71,-0.1926,90,0.22320,24,-2.0176,91,0.21542,143,0.95290
ENSG00000109572,CLCN3,120,-0.2962,105,-0.4820,157,0.16348,181,0.41538,123,-0.2856,139,-0.0446,188,0.43605
ENSG00000056050,HPF1,44,-0.5788,58,-0.1263,38,-0.8083,102,0.88533,73,0.29081,63,0.01822,44,-0.5413
ENSG00000198948,MFAP3L,27,-0.6976,14,-1.6496,33,-0.4001,37,-0.1714,37,-0.1865,97,1.39728,80,1.06610
ENSG00000109576,AADAT,15,0.11513,18,0.33305,5,-1.5539,12,-0.2689,21,0.73547,12,-0.2819,15,0.06060
ENSG00000109586,GALNT7,19,-0.1083,7,-1.5821,19,-0.0949,17,-0.2670,19,-0.0960,20,-0.0376,48,1.41115
ENSG00000164104,HMGB2,38,-0.4695,38,-0.4199,38,-0.4727,54,0.14341,29,-0.9435,142,1.75861,72,0.58919
ENSG00000164105,SAP30,5,-2.0140,25,0.50310,9,-1.1755,21,0.24037,23,0.39563,31,0.83041,27,0.61534
ENSG00000164106,SCRG1,17,-2.3960,113,0.55284,45,-0.9369,65,-0.3410,81,0.02645,242,1.88124,106,0.44960
ENSG00000164118,CEP44,23,0.74298,7,-1.0681,23,0.77061,8,-1.0083,9,-0.8894,9,-0.7351,29,1.05145
ENSG00000145451,GLRA3,14,-0.7336,8,-1.4443,7,-1.6862,35,0.80877,40,1.31864,9,-1.2487,13,-0.7427
ENSG00000150625,GPM6A,2471,0.51261,1409,-0.4275,2508,0.54024,1485,-0.3769,2029,0.17525,1090,-0.8192,745,-1.3923
ENSG00000150627,WDR17,94,1.09042,35,-0.5928,42,-0.3499,39,-0.4634,60,0.28636,32,-0.7258,25,-1.0871
ENSG00000129128,SPCS3,78,0.12904,48,-0.6339,84,0.24827,67,-0.1317,91,0.46232,36,-1.0708,54,-0.4431
ENSG00000218336,TENM3,112,1.37581,24,-1.2112,94,1.00427,31,-0.9149,43,-0.4295,6,-3.1869,19,-1.5536
ENSG00000129187,DCTD,15,-1.0647,40,0.47642,23,-0.3907,30,0.04392,43,0.78697,36,0.33307,10,-1.5920
ENSG00000151718,WWC2,38,0.76758,11,-1.2112,17,-0.5586,22,-0.1706,16,-0.7839,28,0.18811,54,1.28880
ENSG00000168564,CDKN2AIP,16,0.12373,11,-0.4713,8,-0.9886,16,0.10738,15,0.04915,12,-0.2413,29,1.09762
ENSG00000168556,ING2,28,-0.0882,26,-0.2440,25,-0.3340,54,1.07957,22,-0.5577,25,-0.3081,30,-0.0008
ENSG00000182552,RWDD4,32,1.26560,16,-0.0335,14,-0.2172,11,-0.5706,13,-0.3907,15,-0.1367,9,-0.8138
ENSG00000168538,TRAPPC11,29,-0.0355,10,-1.5959,19,-0.7875,37,0.38801,48,0.98968,11,-1.5210,24,-0.3338
ENSG00000173320,STOX2,177,0.41352,93,-0.6241,182,0.46798,146,0.06983,114,-0.3795,60,-1.2813,174,0.34857
ENSG00000168310,IRF2,10,-0.9202,12,-0.5836,20,0.12207,31,0.96134,6,-1.7233,30,0.80044,36,1.06511
ENSG00000164305,CASP3,14,-0.0876,9,-0.6465,20,0.57102,10,-0.6165,13,-0.1805,15,0.03836,23,0.71189
ENSG00000151726,ACSL1,12,-1.4301,12,-1.3937,52,0.97312,11,-1.6186,25,-0.3509,23,-0.4464,106,2.12999
ENSG00000151729,SLC25A4,150,-0.8166,230,-0.1044,148,-0.8482,313,0.42707,442,1.28534,90,-1.5354,87,-1.5809
ENSG00000164323,CFAP97,81,0.50117,38,-0.7266,43,-0.5824,73,0.31373,27,-1.4024,103,0.84212,116,1.04853
ENSG00000109762,SNX25,29,0.40968,16,-0.5543,12,-0.9919,26,0.25237,32,0.67053,14,-0.7055,13,-0.8322
ENSG00000186352,ANKRD37,13,-0.4331,11,-0.5982,16,-0.0272,16,-0.0557,22,0.52149,21,0.36141,12,-0.4925
ENSG00000109775,UFSP2,25,-0.2569,19,-0.6751,25,-0.2545,34,0.25086,31,0.11709,43,0.62808,27,-0.0992
ENSG00000154556,SORBS2,225,1.71297,33,-1.5692,110,0.25950,52,-0.9855,74,-0.4573,64,-0.6092,43,-1.2118
ENSG00000109794,FAM149A,14,-0.5708,18,-0.1518,22,0.17820,23,0.21160,22,0.16852,21,0.04443,18,-0.1678
ENSG00000145476,CYP4V2,14,-0.2015,6,-1.4451,12,-0.5252,6,-1.5725,10,-0.8474,79,2.85135,16,-0.0242
ENSG00000109536,FRG1,106,0.44851,50,-0.7598,66,-0.3588,124,0.74642,51,-0.8589,81,-0.0169,109,0.45492
ENSG00000164366,CCDC127,37,0.18118,34,0.02730,22,-0.7005,35,0.07800,40,0.35313,31,-0.0817,27,-0.3006
ENSG00000073578,SDHA,47,-1.2338,104,0.03863,65,-0.7412,157,0.80061,145,0.73596,71,-0.5508,67,-0.6270
ENSG00000249915,PDCD6,85,-0.2855,90,-0.1784,69,-0.6248,83,-0.3222,173,1.16907,54,-0.9589,71,-0.5396
ENSG00000180104,EXOC3,46,-0.1509,44,-0.2165,42,-0.3117,56,0.19163,67,0.58031,28,-0.8745,42,-0.2673
ENSG00000171368,TPPP,385,0.15734,347,-0.0238,446,0.41920,215,-0.8209,318,-0.1905,275,-0.3832,557,0.73751
ENSG00000028310,BRD9,76,0.48734,39,-0.5887,37,-0.7495,86,0.72866,43,-0.5483,51,-0.1990,76,0.43978
ENSG00000049656,CLPTM1L,50,-0.2809,51,-0.2344,66,0.20254,59,0.01191,80,0.63038,35,-0.8127,30,-1.0360
ENSG00000153395,LPCAT1,36,0.25396,25,-0.3290,25,-0.3580,32,0.04373,36,0.30526,45,0.58630,8,-1.9999
ENSG00000171421,MRPL36,8,-1.8794,27,0.05739,23,-0.2126,33,0.37190,47,1.24438,11,-1.3231,10,-1.4171
ENSG00000145494,NDUFS6,63,-1.3644,217,0.62232,107,-0.5335,173,0.28622,210,0.73050,132,-0.1661,100,-0.5989
ENSG00000164151,ICE1,138,1.01211,41,-1.0115,74,-0.1306,76,-0.0775,47,-0.9510,66,-0.2982,134,0.83720
ENSG00000133398,MED10,47,-0.5610,55,-0.2731,86,0.48584,62,-0.0957,90,0.63585,33,-1.0572,40,-0.7546
ENSG00000215218,UBE2QL1,225,0.36346,148,-0.3305,254,0.58776,160,-0.2275,228,0.43702,42,-2.2109,45,-2.1031
ENSG00000250056,LINC01018,9,-0.5333,6,-1.0047,17,0.50877,13,0.09433,19,0.83090,6,-1.0089,3,-1.9934
ENSG00000037474,NSUN2,14,-0.0309,10,-0.5642,10,-0.6616,8,-0.9614,23,0.98261,15,0.08489,15,0.08487
ENSG00000145545,SRD5A1,33,-0.2799,61,0.74206,46,0.31742,48,0.37044,38,-0.0370,16,-1.3399,19,-1.0600
ENSG00000112941,TENT4A,35,0.23571,23,-0.4642,28,-0.1356,31,0.01550,39,0.45456,24,-0.3616,17,-0.9228
ENSG00000078295,ADCY2,142,0.36597,62,-0.9405,157,0.55326,123,0.11422,100,-0.2700,122,0.09142,55,-1.1209
ENSG00000124275,MTRR,16,-0.2407,12,-0.7014,17,-0.1645,13,-0.5595,21,0.23871,15,-0.2822,41,1.26734
ENSG00000247516,MIR4458HG,13,-1.1340,54,1.15359,27,0.05223,12,-1.2311,31,0.33045,27,0.03035,38,0.55329
ENSG00000112902,SEMA5A,43,-0.0950,14,-1.7287,60,0.48063,32,-0.6095,15,-1.8619,130,1.76251,89,1.08614
ENSG00000150756,ATPSCKMT,15,0.05998,5,-1.3906,17,0.29514,11,-0.4330,17,0.33538,17,0.27326,12,-0.2103
ENSG00000150753,CCT5,48,-0.9957,71,-0.3509,64,-0.5377,114,0.44876,133,0.84955,88,-0.0149,52,-0.8193
ENSG00000164237,CMBL,37,-0.2554,45,0.05118,42,-0.0406,49,0.21086,47,0.16137,62,0.57445,15,-1.6127
ENSG00000145495,MARCH6,326,0.21657,153,-0.9714,286,-0.0130,366,0.42242,316,0.17735,159,-0.9104,243,-0.2625
ENSG00000164236,ANKRD33B,119,1.43916,37,-0.6408,53,-0.0908,57,0.01396,49,-0.2487,18,-1.7206,14,-2.0667
ENSG00000112977,DAP,17,-0.3715,30,0.53851,23,0.12533,8,-1.5704,19,-0.2595,57,1.62692,18,-0.2664
ENSG00000169862,CTNND2,405,0.15708,390,0.08309,480,0.46364,258,-0.6053,261,-0.6345,578,0.71978,401,0.12974
ENSG00000038382,TRIO,107,0.49772,72,-0.1849,65,-0.3563,74,-0.1398,99,0.40094,62,-0.3995,45,-0.8853
ENSG00000154122,ANKH,135,-0.0922,119,-0.2842,198,0.57927,138,-0.0550,158,0.19620,82,-0.8445,97,-0.6019
ENSG00000173545,ZNF622,20,-1.0247,42,0.22429,36,-0.0419,49,0.49898,49,0.59225,21,-0.8400,21,-0.8291
ENSG00000154153,RETREG1,216,0.59572,75,-1.1186,141,-0.1622,177,0.22922,149,-0.0769,40,-2.0345,232,0.64338
ENSG00000145555,MYO10,119,-0.6094,72,-1.3208,142,-0.3212,63,-1.6164,29,-2.8984,602,2.18537,647,2.33497
ENSG00000176788,BASP1,1443,0.13959,1203,-0.1601,1761,0.49774,1669,0.39933,1370,0.05411,410,-1.7872,520,-1.4350
ENSG00000215196,BASP1-AS1,41,0.62985,39,0.50675,44,0.77503,32,0.16764,19,-0.7222,9,-1.7155,5,-2.4986
ENSG00000248455,LINC02217,37,-0.1723,89,1.29726,27,-0.6630,40,-0.0277,57,0.68614,4,-3.2559,15,-1.4607
ENSG00000145526,CDH18,80,0.67291,27,-1.0993,23,-1.3624,78,0.62333,77,0.69453,22,-1.3473,16,-1.8306
ENSG00000154162,CDH12,36,1.59902,12,-0.3908,4,-2.1996,20,0.40118,19,0.33075,1,-4.0435,1,-3.8314
ENSG00000286961,AC091938.1,3,-2.1848,15,0.31496,2,-2.6656,19,0.81784,24,1.51779,9,-0.4952,2,-2.4737
ENSG00000040731,CDH10,52,0.35041,30,-0.5293,40,-0.0918,44,0.06421,59,0.64178,20,-1.1782,13,-1.7762
ENSG00000113100,CDH9,53,1.75272,6,-1.7813,13,-0.7758,23,0.14413,19,-0.2175,14,-0.6888,2,-3.1960
ENSG00000113361,CDH6,31,0.89915,8,-1.3029,18,-0.0590,19,-0.0063,15,-0.3956,22,0.23900,15,-0.3486
ENSG00000113360,DROSHA,51,0.01862,44,-0.2153,57,0.21083,64,0.41149,48,-0.1196,37,-0.4927,40,-0.3780
ENSG00000082213,C5orf22,31,0.66108,11,-0.9281,19,-0.1538,21,-0.0476,26,0.39048,16,-0.3982,8,-1.5056
ENSG00000133401,PDZD2,98,0.71054,65,-0.0346,52,-0.4137,39,-0.8892,69,0.08813,89,0.45903,57,-0.2459
ENSG00000113384,GOLPH3,38,-0.2739,36,-0.3598,45,-0.0002,38,-0.2785,59,0.53365,34,-0.4254,51,0.20494
ENSG00000150712,MTMR12,49,0.84947,28,-0.1239,33,0.12418,17,-0.9218,32,0.08197,19,-0.6817,25,-0.2901
ENSG00000056097,ZFR,302,0.32820,210,-0.2721,198,-0.3976,298,0.30741,179,-0.6110,350,0.53533,311,0.34534
ENSG00000113387,SUB1,321,-0.3111,381,-0.0185,487,0.41801,412,0.11568,468,0.38921,239,-0.7365,158,-1.3593
ENSG00000113407,TARS,34,-0.4110,26,-0.7876,34,-0.4276,73,0.92287,42,-0.1095,56,0.36687,39,-0.1885
ENSG00000242110,AMACR,13,-0.8624,25,0.16991,29,0.50268,29,0.47946,27,0.39455,11,-1.0937,6,-1.9023
ENSG00000039560,RAI14,17,0.25498,7,-1.0998,4,-2.1292,9,-0.7290,3,-2.6474,34,1.36610,68,2.72173
ENSG00000113456,RAD1,39,0.27085,28,-0.2460,34,0.04460,35,0.08504,41,0.39478,9,-1.8671,24,-0.5265
ENSG00000113460,BRIX1,36,0.04817,26,-0.4447,31,-0.2122,64,1.12087,23,-0.7498,20,-0.8266,43,0.31349
ENSG00000168724,DNAJC21,113,0.12494,99,-0.0932,84,-0.3841,173,0.91893,67,-0.7987,78,-0.4656,142,0.48088
ENSG00000152582,SPEF2,71,1.45865,18,-0.8849,17,-1.0324,45,0.53679,21,-0.7657,21,-0.6650,26,-0.3573
ENSG00000164187,LMBRD2,212,0.60670,80,-0.9675,200,0.49939,162,0.12370,136,-0.1919,71,-1.1497,104,-0.5743
ENSG00000152620,NADK2,38,0.04559,16,-1.2360,40,0.12302,19,-1.0681,39,0.07403,84,1.33413,36,-0.0721
ENSG00000079215,SLC1A3,150,-0.8582,96,-1.4656,198,-0.4024,123,-1.1659,117,-1.3420,1451,3.34277,180,-0.5228
ENSG00000285967,NIPBL-DT,33,0.34899,23,-0.2401,27,-0.0319,24,-0.2285,26,-0.0503,26,-0.0397,30,0.14467
ENSG00000164190,NIPBL,226,0.83524,97,-0.5996,78,-0.9914,165,0.24831,38,-2.1941,245,0.87068,321,1.33563
ENSG00000197603,CPLANE1,201,1.48652,49,-0.9662,43,-1.2586,86,-0.1337,41,-1.4137,111,0.27524,173,1.00998
ENSG00000113569,NUP155,20,0.11750,13,-0.4807,22,0.29775,26,0.62491,15,-0.3431,8,-1.3133,19,0.01468
ENSG00000082068,WDR70,77,0.97904,14,-1.7823,30,-0.6752,60,0.48694,24,-1.1108,48,0.08317,77,0.83703
ENSG00000113594,LIFR,71,-0.1018,25,-1.6644,71,-0.1078,51,-0.6534,36,-1.2989,201,1.63371,188,1.51588
ENSG00000164327,RICTOR,78,1.01038,15,-1.6129,28,-0.7747,38,-0.2799,33,-0.5458,48,0.08496,89,1.11004
ENSG00000082074,FYB1,19,-0.1522,11,-0.9488,11,-0.9604,4,-2.3706,3,-3.0439,69,2.03535,93,2.64026
ENSG00000113638,TTC33,73,0.54414,36,-0.6388,61,0.20491,62,0.23649,56,0.07518,16,-1.8142,36,-0.6179
ENSG00000132356,PRKAA1,16,-0.5148,8,-1.4939,33,0.76122,16,-0.4708,25,0.29260,22,0.02128,24,0.16142
