Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000174227,PIGG,16,-0.0363,9,-0.9578,21,0.42428,15,-0.1237,27,0.78408,16,-0.0109,18,0.15617,10,-0.7507
ENSG00000273238,TMEM271,9,-2.4370,32,-0.6257,82,0.87748,39,-0.3693,83,0.89355,53,0.18993,46,-0.0536,39,-0.3053
ENSG00000169020,ATP5ME,627,0.17362,409,-0.4975,354,-0.7205,468,-0.3186,462,-0.3092,784,0.70762,343,-0.7670,706,0.36439
ENSG00000185619,PCGF3,13,-1.3264,16,-1.0318,41,0.39003,26,-0.3614,51,0.72753,32,-0.0001,47,0.59671,38,0.23918
ENSG00000249592,AC139887.2,21,0.88740,13,0.16693,37,1.88616,7,-0.9666,1,-3.6932,8,-0.6874,18,0.62390,5,-1.2296
ENSG00000168993,CPLX1,22,-2.8357,75,-1.0209,38,-2.0374,130,-0.1902,97,-0.6267,209,0.78110,296,1.18708,182,0.36728
ENSG00000178950,GAK,26,-0.7088,28,-0.5663,43,0.07941,36,-0.2187,54,0.43263,43,0.08291,66,0.76272,34,-0.3039
ENSG00000127419,TMEM175,5,-2.1686,20,-0.0764,23,0.09448,9,-1.3255,25,0.25881,31,0.82400,37,0.90473,11,-0.9213
ENSG00000145214,DGKQ,0,-4.3764,4,-1.4670,3,-1.8571,10,-0.2515,15,0.45514,18,0.96116,17,0.62571,13,0.15051
ENSG00000127418,FGFRL1,23,0.51629,49,1.85061,5,-1.6320,6,-1.5290,9,-0.9428,20,0.36480,10,-0.7557,14,-0.2807
ENSG00000159692,CTBP1,72,-0.9595,87,-0.6566,111,-0.2865,125,-0.1176,113,-0.2620,150,0.23359,229,0.88119,157,0.26334
ENSG00000090316,MAEA,19,-1.3873,18,-1.4839,47,-0.0401,32,-0.6811,61,0.37016,80,1.13946,49,0.01279,32,-0.6523
ENSG00000163950,SLBP,30,-1.3179,25,-1.5942,70,-0.0204,88,0.38547,114,0.75249,93,0.56158,55,-0.4123,35,-1.1088
ENSG00000168936,TMEM129,15,-0.0210,22,0.63910,10,-0.6342,7,-1.1291,15,0.00318,14,-0.1540,22,0.59474,25,0.80149
ENSG00000068078,FGFR3,55,-1.0138,299,1.78700,46,-1.2822,37,-1.6836,29,-1.9394,159,0.88969,92,-0.2231,90,-0.2456
ENSG00000168924,LETM1,32,-0.1809,27,-0.4482,28,-0.3545,44,0.35127,38,0.08351,34,-0.1267,48,0.45406,34,-0.1009
ENSG00000109685,NSD2,54,-0.4051,70,0.00751,110,0.73738,94,0.54766,83,0.27824,48,-0.6802,57,-0.3148,60,-0.2381
ENSG00000185049,NELFA,14,-0.3250,16,-0.1164,16,-0.0718,15,-0.2239,27,0.78427,15,-0.2472,33,1.07922,6,-1.5310
ENSG00000243449,C4orf48,489,0.63037,261,-0.3748,198,-0.8008,232,-0.6035,294,-0.1898,448,0.63849,265,-0.3474,329,-0.0086
ENSG00000185818,NAT8L,68,-1.7558,214,-0.0045,106,-1.0833,217,0.01699,252,0.25304,247,0.27949,304,0.55691,247,0.22160
ENSG00000214367,HAUS3,15,0.50541,5,-0.9708,26,1.43237,10,-0.0978,11,-0.0190,9,-0.2604,4,-1.3418,9,-0.2720
ENSG00000123933,MXD4,37,0.15791,96,1.81702,32,-0.0528,15,-1.3159,19,-0.8324,27,-0.3807,27,-0.3200,43,0.42362
ENSG00000159733,ZFYVE28,5,-2.0307,17,-0.3422,41,1.05380,19,-0.2159,26,0.30938,22,0.02125,33,0.66730,11,-1.0028
ENSG00000063978,RNF4,14,-1.5961,27,-0.5979,42,0.11349,34,-0.2697,41,0.08342,63,1.05387,35,-0.1743,16,-1.3479
ENSG00000125386,FAM193A,55,1.16485,45,0.81032,42,0.72889,24,-0.1896,14,-1.0322,13,-1.2972,44,0.80623,10,-1.4815
ENSG00000087274,ADD1,171,-0.2175,206,0.08193,211,0.11890,170,-0.2468,177,-0.1626,210,0.14513,223,0.20869,195,-0.0041
ENSG00000109736,MFSD10,13,-0.9627,21,-0.2996,17,-0.5609,25,-0.0226,30,0.25334,30,0.36162,36,0.56279,20,-0.3507
ENSG00000087269,NOP14,22,0.05561,23,0.13681,26,0.33317,37,1.04486,18,-0.2778,15,-0.6069,15,-0.4752,9,-1.2752
ENSG00000125388,GRK4,18,-0.1982,25,0.29419,40,1.07477,26,0.35939,11,-0.9601,15,-0.5776,16,-0.3601,21,0.03258
ENSG00000197386,HTT,32,-1.0764,50,-0.3927,73,0.19881,68,0.09311,56,-0.2253,73,0.23536,71,0.15471,74,0.21731
ENSG00000159788,RGS12,26,-1.1090,129,1.48620,139,1.61512,20,-1.5752,43,-0.3240,45,-0.3251,36,-0.6215,40,-0.4645
ENSG00000163956,LRPAP1,44,-1.0555,65,-0.4382,69,-0.3479,57,-0.7197,172,1.12784,114,0.56854,87,0.00285,63,-0.5048
ENSG00000132406,TMEM128,19,0.41859,8,-0.8545,17,0.27987,10,-0.5907,16,0.18497,19,0.61143,10,-0.5335,10,-0.5995
ENSG00000145220,LYAR,49,1.78847,23,0.46537,22,0.40035,20,0.31808,8,-1.0907,12,-0.6782,3,-2.4477,6,-1.4335
ENSG00000168824,NSG1,6,-4.2510,66,-0.8828,36,-1.7695,142,0.34729,184,0.73096,183,0.99007,114,-0.0471,47,-1.3814
ENSG00000168818,STX18,20,0.01284,17,-0.2207,20,0.05295,20,0.08654,18,-0.0853,20,0.05483,18,-0.1544,20,0.07858
ENSG00000163132,MSX1,11,-0.9673,167,4.71568,2,-3.0843,2,-3.3433,5,-2.1544,7,-1.8004,2,-3.1566,14,-0.5561
ENSG00000072832,CRMP1,32,-2.3261,110,-0.4992,140,-0.1143,133,-0.2211,256,0.86506,177,0.32789,194,0.40528,130,-0.2288
ENSG00000181215,C4orf50,8,-1.4919,6,-1.8550,34,0.76872,24,0.21779,22,0.08096,26,0.41560,20,-0.0769,17,-0.3626
ENSG00000152969,JAKMIP1,15,-1.8785,38,-0.4878,50,-0.0814,67,0.46118,60,0.21315,53,0.03184,87,0.83760,31,-0.8165
ENSG00000109501,WFS1,30,-0.8674,86,0.77517,44,-0.3046,33,-0.7851,69,0.41718,78,0.80920,24,-1.2309,33,-0.7108
ENSG00000074211,PPP2R2C,130,-0.5292,102,-0.8908,135,-0.4642,213,0.27556,232,0.38860,189,0.06813,247,0.48695,168,-0.1326
ENSG00000013288,MAN2B2,17,-1.4576,34,-0.3745,30,-0.5790,43,-0.0355,55,0.36387,67,0.93988,39,-0.1922,19,-1.2842
ENSG00000179010,MRFAP1,396,-0.2129,336,-0.4665,308,-0.6016,353,-0.4271,607,0.47092,634,0.71550,354,-0.3893,377,-0.2885
ENSG00000170846,AC093323.1,37,-0.4378,24,-1.0972,76,0.70321,40,-0.3773,72,0.61215,51,0.07709,53,0.12325,47,-0.0836
ENSG00000178988,MRFAP1L1,77,-0.4417,96,-0.1148,118,0.22413,89,-0.2511,105,0.02622,118,0.28144,115,0.17334,88,-0.2391
ENSG00000186222,BLOC1S4,7,-0.9389,4,-1.7994,15,0.18828,8,-0.8281,20,0.66494,17,0.52145,19,0.60768,13,-0.0165
ENSG00000170871,KIAA0232,169,0.37445,85,-0.6931,217,0.78610,222,0.95723,136,0.02413,77,-1.0021,125,-0.1079,64,-1.1333
ENSG00000132405,TBC1D14,34,-0.2597,40,-0.0212,31,-0.4039,43,0.08904,58,0.55974,41,0.00366,40,-0.0029,35,-0.2148
ENSG00000173011,TADA2B,19,-0.0875,34,0.83202,42,1.18562,15,-0.5179,28,0.50301,16,-0.4636,7,-1.5698,16,-0.3509
ENSG00000109519,GRPEL1,21,-0.8799,24,-0.6585,19,-1.0403,45,0.35023,47,0.37849,53,0.72498,29,-0.4170,22,-0.7975
ENSG00000184985,SORCS2,26,0.48697,38,1.08957,13,-0.5643,11,-0.8418,14,-0.4619,22,0.25267,17,-0.2256,15,-0.3515
ENSG00000196526,AFAP1,7,-1.8242,19,-0.4210,49,1.12830,19,-0.4431,30,0.28278,26,0.10944,28,0.21499,22,-0.1499
ENSG00000163995,ABLIM2,7,-2.6749,19,-1.2554,48,0.11415,36,-0.3677,91,1.16972,55,0.42469,53,0.25537,37,-0.3090
ENSG00000071127,WDR1,47,-0.1917,93,0.90032,65,0.30259,26,-1.1915,45,-0.2829,63,0.32939,51,-0.0676,47,-0.1936
ENSG00000178163,ZNF518B,11,-0.8601,24,0.33974,36,0.98907,12,-0.7343,29,0.60653,20,0.00516,17,-0.2039,14,-0.4885
ENSG00000002587,HS3ST1,0,-5.5466,5,-1.0661,3,-1.6873,16,0.69209,2,-2.4344,20,1.43303,7,-0.5986,9,-0.3075
ENSG00000157869,RAB28,30,0.29251,14,-0.8143,31,0.38044,15,-0.8289,33,0.46967,27,0.15884,26,0.08171,27,0.12408
ENSG00000038219,BOD1L1,633,0.66304,383,-0.1514,842,1.15042,802,1.25065,350,-0.2898,159,-1.7061,244,-0.8446,100,-2.1708
ENSG00000137449,CPEB2,63,0.77940,28,-0.4979,40,0.03732,34,-0.2072,31,-0.3574,36,-0.1486,63,0.77979,26,-0.6176
ENSG00000048342,CC2D2A,25,0.51298,42,1.42744,18,-0.0274,15,-0.3442,19,0.09052,9,-1.1672,11,-0.7994,26,0.59448
ENSG00000118564,FBXL5,68,0.08963,72,0.19275,62,-0.0447,47,-0.5191,76,0.26879,75,0.31152,60,-0.1056,48,-0.4439
ENSG00000237765,FAM200B,129,0.60023,78,-0.2044,112,0.36416,93,0.07787,91,0.02829,84,-0.1090,47,-0.9804,84,-0.0932
ENSG00000169762,TAPT1,48,0.11249,36,-0.3111,48,0.10838,42,-0.1113,52,0.23956,44,-0.0392,50,0.18531,41,-0.1088
ENSG00000169744,LDB2,8,-4.0231,40,-1.6974,102,-0.2969,167,0.55928,303,1.52048,123,-0.0034,119,-0.0535,80,-0.6745
ENSG00000151552,QDPR,913,2.30448,86,-1.6250,89,-1.5787,141,-0.9656,94,-1.5054,287,0.27211,230,-0.1344,204,-0.3196
ENSG00000002549,LAP3,37,-0.2967,141,1.97063,29,-0.6944,43,-0.0693,36,-0.3570,41,-0.1765,12,-2.0251,32,-0.5332
ENSG00000118579,MED28,39,-0.2357,45,0.01160,47,0.06029,46,0.03862,39,-0.2178,49,0.16788,42,-0.1160,44,-0.0189
ENSG00000163257,DCAF16,60,1.42521,10,-1.4522,40,0.71372,31,0.37148,26,0.05854,17,-0.7156,19,-0.4767,11,-1.2041
ENSG00000178177,LCORL,27,0.50651,28,0.55481,44,1.34762,27,0.55294,16,-0.3015,12,-0.8904,5,-2.0173,6,-1.6256
ENSG00000145147,SLIT2,7,-2.3654,16,-1.3098,44,0.26491,49,0.47417,87,1.39082,34,-0.2127,46,0.31805,15,-1.4222
ENSG00000163138,PACRGL,18,-0.2745,13,-0.7439,25,0.18486,17,-0.4534,35,0.74953,23,0.13710,31,0.53949,15,-0.5778
ENSG00000185774,KCNIP4,7,-3.9601,29,-1.8832,98,-0.0444,114,0.21848,278,1.73428,122,0.39510,51,-1.0601,53,-0.9973
ENSG00000280650,KCNIP4-IT1,0,-5.5334,7,-2.2418,207,3.71029,38,0.26909,31,-0.0943,2,-3.9330,30,-0.1372,2,-4.0353
ENSG00000152990,ADGRA3,32,0.50138,77,2.09936,17,-0.4499,12,-1.1091,5,-2.1956,24,0.06006,7,-1.6878,21,-0.1651
ENSG00000109819,PPARGC1A,5,-2.6628,15,-1.2473,17,-1.0241,41,0.35237,26,-0.4089,49,0.78388,58,0.87512,22,-0.6788
ENSG00000109606,DHX15,39,-0.3925,54,0.11129,71,0.56277,36,-0.5799,55,0.15410,62,0.44153,42,-0.2759,33,-0.6539
ENSG00000181982,CCDC149,12,-0.6730,18,-0.0908,40,1.19425,30,0.81433,11,-0.9013,15,-0.5140,13,-0.6351,14,-0.4397
ENSG00000153012,LGI2,3,-3.0066,12,-1.1185,33,0.40691,37,0.65986,23,-0.1459,36,0.72436,17,-0.5894,11,-1.3008
ENSG00000053900,ANAPC4,25,0.29873,25,0.27613,19,-0.0878,17,-0.3281,24,0.25236,24,0.30019,19,-0.1493,9,-1.2248
ENSG00000091490,SEL1L3,3,-2.4250,23,0.48811,16,-0.1409,11,-0.6977,21,0.30726,21,0.42710,20,0.21795,20,0.23915
ENSG00000250317,SMIM20,31,-0.2810,48,0.37598,19,-1.0458,19,-1.1295,46,0.31351,54,0.75133,24,-0.7036,48,0.38255
ENSG00000168214,RBPJ,279,1.36447,119,-0.0541,180,0.60427,116,-0.1057,72,-0.8335,98,-0.4335,99,-0.3441,82,-0.6278
ENSG00000109689,STIM2,37,-0.1285,43,0.11960,87,1.29640,47,0.28752,52,0.42822,25,-0.8262,25,-0.7324,25,-0.7074
ENSG00000169851,PCDH7,45,-2.3418,94,-1.2453,440,1.21321,272,0.44809,393,1.01548,164,-0.4859,215,0.02156,111,-0.9941
ENSG00000047365,ARAP2,287,1.76059,103,0.00733,214,1.22160,116,0.22546,64,-0.7225,49,-1.3250,50,-1.1009,32,-1.7756
ENSG00000174145,NWD2,0,-8.2616,0,-4.5289,9,-0.8980,22,0.56302,34,1.24835,17,0.13724,24,0.61751,14,-0.1958
ENSG00000181826,RELL1,28,1.37936,45,2.28743,2,-2.3386,5,-1.2924,7,-0.8196,9,-0.5692,3,-2.0171,11,-0.1349
ENSG00000065882,TBC1D1,5,-2.4046,33,0.39179,37,0.58785,25,-0.0587,24,-0.1030,23,-0.2072,36,0.52992,29,0.19092
ENSG00000109787,KLF3,37,0.87055,34,0.71928,15,-0.5221,13,-0.8435,6,-1.7576,22,0.00488,26,0.28401,28,0.42131
ENSG00000109790,KLHL5,105,1.82447,35,-0.0656,40,0.15769,19,-1.0637,7,-2.3677,33,-0.1960,45,0.34334,30,-0.2701
ENSG00000157796,WDR19,9,-0.8656,10,-0.6625,30,0.97175,9,-0.9624,11,-0.5289,23,0.68096,20,0.33509,12,-0.4115
ENSG00000035928,RFC1,270,1.52837,173,0.74897,246,1.35588,118,0.13007,81,-0.4583,42,-1.6774,25,-2.2033,46,-1.3088
ENSG00000163682,RPL9,1034,0.21118,948,0.07247,658,-0.5002,683,-0.4838,861,-0.0804,1086,0.37402,505,-0.9039,1333,0.62698
ENSG00000121897,LIAS,30,0.98999,17,0.09289,28,0.83041,14,-0.2429,6,-1.5100,14,-0.2586,19,0.24222,9,-0.9102
ENSG00000109814,UGDH,18,0.96752,21,1.16468,8,-0.3417,3,-1.6146,10,-0.0467,9,-0.2002,2,-1.9444,17,0.85133
ENSG00000163683,SMIM14,152,0.61289,134,0.40581,72,-0.5736,134,0.46001,82,-0.3615,89,-0.2870,87,-0.2686,79,-0.4243
ENSG00000078140,UBE2K,47,-1.4802,63,-1.0582,132,0.08445,193,0.80836,148,0.26886,137,0.18455,119,-0.0770,70,-0.9070
ENSG00000121892,PDS5A,93,0.84931,40,-0.5068,105,1.06479,46,-0.2927,62,0.19470,42,-0.4963,57,0.04969,29,-0.9709
ENSG00000078177,N4BP2,21,0.35470,32,1.09876,51,1.95863,16,-0.0886,10,-0.7349,4,-2.2196,15,-0.0939,7,-1.2400
ENSG00000163697,APBB2,127,1.56666,47,-0.0942,25,-1.0773,40,-0.3821,40,-0.3552,53,0.10732,30,-0.7628,43,-0.2210
ENSG00000154277,UCHL1,206,-2.2012,194,-2.2911,528,-0.7943,1015,0.25264,1251,0.56658,1290,0.82492,1063,0.29957,554,-0.7231
ENSG00000064042,LIMCH1,784,1.90072,165,-0.7172,404,0.70658,291,0.18751,331,0.37973,116,-1.4413,143,-0.9383,122,-1.1729
ENSG00000109133,TMEM33,76,-0.2607,50,-0.8998,60,-0.6165,93,0.05689,91,0.01344,113,0.47746,111,0.33560,75,-0.2745
ENSG00000014824,SLC30A9,47,-1.2413,79,-0.4801,126,0.26641,102,-0.0775,154,0.59369,136,0.50325,81,-0.4351,75,-0.5448
ENSG00000124406,ATP8A1,175,0.33683,29,-2.4039,156,0.14929,80,-0.9543,191,0.47703,161,0.25204,243,0.87935,125,-0.1951
ENSG00000183783,KCTD8,7,-1.9386,11,-1.3373,18,-0.6544,38,0.56723,47,0.84836,30,0.14226,33,0.24973,24,-0.2510
ENSG00000151806,GUF1,40,0.34474,25,-0.3637,40,0.33415,39,0.33192,28,-0.2021,29,-0.2014,33,0.03314,23,-0.5020
ENSG00000163281,GNPDA2,5,-1.8275,10,-0.9796,20,0.04979,17,-0.2109,28,0.59653,24,0.42773,24,0.35146,19,-0.0216
ENSG00000163285,GABRG1,61,-0.4990,177,1.22704,52,-0.7363,59,-0.6093,22,-1.9956,105,0.44388,78,-0.1179,106,0.36126
ENSG00000260878,AC104072.1,8,-2.3606,37,-0.0418,19,-1.0171,34,-0.1813,74,1.08815,52,0.63786,35,-0.1427,23,-0.7936
ENSG00000151834,GABRA2,44,-1.4200,183,0.78118,142,0.35976,133,0.28437,154,0.50055,108,-0.0824,37,-1.6957,93,-0.2988
ENSG00000109158,GABRA4,1,-6.1651,65,-0.4935,139,0.72062,110,0.38220,191,1.27630,79,-0.2314,84,-0.0973,42,-1.1307
ENSG00000163288,GABRB1,26,-1.5304,131,1.02069,139,1.12339,103,0.70581,94,0.46420,39,-1.0602,22,-1.7361,39,-0.9210
ENSG00000260918,AC107398.3,53,-1.4218,206,0.67411,190,0.54603,116,-0.2711,219,0.77603,128,-0.1113,90,-0.6370,118,-0.2176
ENSG00000169019,COMMD8,7,-1.6119,15,-0.4559,20,-0.0341,14,-0.6312,34,0.83487,25,0.49057,32,0.74381,10,-1.0505
ENSG00000170448,NFXL1,31,0.94870,21,0.36087,42,1.50209,20,0.27574,17,-0.0019,9,-1.0691,4,-2.0721,5,-1.9038
ENSG00000109171,SLAIN2,14,-0.8814,45,0.92198,10,-1.4503,30,0.26863,33,0.39705,25,-0.0160,24,-0.1073,20,-0.3897
ENSG00000075539,FRYL,274,2.67965,52,-0.2980,90,0.56444,49,-0.4463,25,-1.4086,28,-1.4646,44,-0.5651,32,-1.0525
ENSG00000109180,OCIAD1,150,-0.8701,132,-1.0613,251,-0.0708,254,-0.0627,426,0.78543,328,0.45779,288,0.14512,154,-0.8234
ENSG00000145247,OCIAD2,19,-1.0650,15,-1.4577,24,-0.7528,29,-0.5068,56,0.57549,56,0.75852,33,-0.2668,58,0.62247
ENSG00000109184,DCUN1D4,36,-0.3697,26,-0.8449,46,0.03301,42,-0.1206,32,-0.5365,57,0.45560,74,0.78544,31,-0.6028
ENSG00000163069,SGCB,77,0.42155,67,0.21777,63,0.11249,43,-0.5330,37,-0.7327,69,0.32736,60,0.03832,50,-0.2583
ENSG00000109189,USP46,92,-0.2960,113,0.02253,101,-0.1484,140,0.41324,200,0.96614,85,-0.5004,92,-0.3001,90,-0.3386
ENSG00000226950,DANCR,25,-0.7687,47,0.17736,32,-0.3922,19,-1.3114,44,0.08399,63,0.89797,21,-1.0097,62,0.64827
ENSG00000184178,SCFD2,14,-0.2361,9,-0.9595,8,-1.0195,27,0.89799,12,-0.4916,21,0.48800,12,-0.4525,10,-0.8136
ENSG00000145216,FIP1L1,76,0.53016,63,0.21947,92,0.84450,80,0.70092,68,0.35457,35,-0.7986,17,-1.7256,19,-1.6034
ENSG00000072201,LNX1,2,-4.3555,33,-0.7615,68,0.39376,56,0.08269,134,1.54691,58,0.15067,41,-0.3989,25,-1.1800
ENSG00000134853,PDGFRA,74,2.03817,53,1.41097,17,-0.4596,6,-2.0954,16,-0.4960,19,-0.2926,7,-1.6393,12,-0.9297
ENSG00000157404,KIT,3,-2.7904,39,0.90875,71,2.01022,11,-1.1551,22,0.00733,23,0.09902,9,-1.2662,7,-1.5970
ENSG00000128039,SRD5A3,33,1.04774,6,-1.5675,20,0.24788,17,-0.0673,17,0.02116,19,0.22203,14,-0.2595,8,-1.2108
ENSG00000134851,TMEM165,306,3.07256,31,-1.0311,58,-0.0694,30,-1.1592,34,-0.8834,32,-1.1590,60,-0.0149,22,-1.5200
ENSG00000134852,CLOCK,36,-1.2410,47,-0.8216,141,0.91808,118,0.69578,76,-0.1022,80,-0.0090,56,-0.5698,55,-0.5864
ENSG00000090989,EXOC1,80,0.06158,88,0.21950,103,0.48495,106,0.59379,82,0.11326,68,-0.2212,43,-0.8852,29,-1.4661
ENSG00000174799,CEP135,29,1.07058,28,1.04150,30,1.15622,19,0.46010,1,-3.2098,6,-1.5943,14,-0.0406,4,-1.7139
ENSG00000157426,AASDH,28,0.57082,28,0.55836,35,0.96273,15,-0.4279,26,0.44109,16,-0.3626,7,-1.4216,12,-0.7500
ENSG00000128059,PPAT,16,-0.2310,14,-0.4145,37,1.10591,21,0.19091,29,0.69153,15,-0.4708,9,-1.0511,15,-0.3190
ENSG00000128050,PAICS,38,-0.0462,58,0.62095,26,-0.6277,32,-0.3529,34,-0.2190,46,0.32116,24,-0.7453,50,0.37757
ENSG00000174780,SRP72,103,-0.1004,90,-0.3063,189,0.89199,133,0.35138,179,0.79326,91,-0.3580,52,-1.1413,54,-1.0848
ENSG00000171476,HOPX,15,-4.3101,189,-0.6527,160,-0.9018,212,-0.5201,1091,2.39403,313,0.16880,86,-1.8399,259,-0.1634
ENSG00000084093,REST,111,2.83059,70,1.84183,15,-0.6612,12,-1.1072,3,-3.0431,8,-1.8003,3,-3.0538,12,-1.0396
ENSG00000047315,POLR2B,32,-0.9020,32,-0.8902,49,-0.2524,63,0.15766,63,0.15790,74,0.52502,70,0.30427,38,-0.6182
ENSG00000163453,IGFBP7,61,-1.1795,539,2.57646,50,-1.4674,56,-1.3864,44,-1.6584,123,-0.1200,79,-0.7692,184,0.55617
ENSG00000150471,ADGRL3,56,-0.7012,84,-0.0696,128,0.61717,100,0.23324,120,0.50532,81,-0.1466,87,-0.0027,45,-1.0240
ENSG00000145242,EPHA5,18,-1.2333,9,-2.2493,101,1.56637,36,-0.1887,37,-0.1229,41,0.05834,55,0.51328,25,-0.7228
ENSG00000145241,CENPC,93,0.69735,86,0.57238,193,2.01646,61,0.01804,38,-0.7164,21,-1.8437,54,-0.1908,17,-1.8617
ENSG00000033178,UBA6,87,1.37867,29,-0.4096,89,1.41053,22,-0.9084,36,-0.0698,31,-0.3727,24,-0.7181,16,-1.3051
ENSG00000248049,UBA6-AS1,13,0.00599,14,0.19224,13,0.07706,15,0.26396,15,0.31048,11,-0.2081,13,-0.0014,7,-0.8109
ENSG00000083896,YTHDC1,587,1.70756,288,0.45862,278,0.40388,289,0.52912,203,-0.0980,86,-1.6117,101,-1.1662,85,-1.4241
ENSG00000132467,UTP3,59,0.48491,26,-0.7688,49,0.19901,79,1.15492,46,0.07684,33,-0.5130,27,-0.7411,13,-1.8036
ENSG00000018189,RUFY3,334,0.10678,194,-0.7386,372,0.27769,391,0.40650,369,0.26598,340,0.17178,197,-0.7145,168,-0.9614
ENSG00000132463,GRSF1,89,-0.2783,54,-1.0369,82,-0.4140,105,-0.0212,153,0.58307,141,0.59057,78,-0.4836,82,-0.4102
ENSG00000173542,MOB1B,28,-0.3073,24,-0.4961,61,0.96167,25,-0.4658,103,1.93364,20,-0.8949,13,-1.4028,28,-0.2668
ENSG00000156136,DCK,11,-1.7643,25,-0.5603,50,0.52626,34,-0.0985,58,0.78466,41,0.28670,23,-0.6888,36,-9.4269
ENSG00000080493,SLC4A4,36,-1.6281,394,2.33963,132,0.34547,91,-0.2647,70,-0.6409,89,-0.3452,18,-2.6299,70,-0.6555
ENSG00000163626,COX18,6,-1.1153,13,-0.0329,20,0.60385,8,-0.7762,10,-0.3944,22,1.12191,7,-0.9496,7,-0.9032
ENSG00000132466,ANKRD17,230,0.25998,167,-0.2519,343,0.92180,309,0.86113,217,0.16473,121,-0.8845,102,-0.9997,110,-0.8814
ENSG00000163738,MTHFD2L,13,-0.0558,22,0.80026,27,1.17740,8,-0.8317,7,-0.9352,13,-0.0144,11,-0.3328,11,-0.3133
ENSG00000169116,PARM1,2,-4.6560,32,-0.8839,29,-1.0120,77,0.56758,71,0.36218,79,0.70497,67,0.26566,30,-0.9547
ENSG00000163743,RCHY1,15,-1.3661,29,-0.3485,22,-0.8128,39,0.09902,47,0.40771,49,0.59359,30,-0.3270,37,0.00840
ENSG00000138769,CDKL2,35,-0.8722,43,-0.5533,120,1.11256,93,0.77772,67,0.15031,46,-0.5388,59,-0.0489,25,-1.3586
ENSG00000138757,G3BP2,121,-1.2425,108,-1.4048,332,0.32357,349,0.46118,366,0.48326,291,0.14067,312,0.22346,172,-0.7025
ENSG00000138768,USO1,91,0.14547,66,-0.3443,93,0.18663,137,0.96024,79,-0.0778,73,-0.2278,40,-1.1139,45,-0.9229
ENSG00000138744,NAAA,10,-0.6364,28,1.03411,14,-0.1062,10,-0.6249,15,0.05326,18,0.35212,18,0.28564,5,-1.5848
ENSG00000198301,SDAD1,73,0.10985,48,-0.5453,153,1.35399,113,0.95367,83,0.31922,33,-1.2711,33,-1.1134,33,-1.1053
ENSG00000138750,NUP54,23,0.29929,18,-0.1290,30,0.73333,17,-0.2199,19,0.00869,20,0.09176,17,-0.1413,9,-1.1259
ENSG00000138760,SCARB2,262,1.22125,85,-0.6135,117,-0.1135,79,-0.7687,113,-0.1651,151,0.38081,103,-0.3132,90,-0.5212
ENSG00000189157,FAM47E,6,-1.4150,13,-0.1782,11,-0.4609,16,0.13142,29,1.07051,21,0.68991,5,-1.5778,6,-1.4104
ENSG00000138771,SHROOM3,0,-4.1899,5,-1.2247,9,-0.4126,11,-0.1414,21,0.80986,18,0.72676,9,-0.4766,16,0.40346
ENSG00000186212,SOWAHB,0,-7.8373,2,-2.2256,3,-1.6583,16,0.64431,21,0.99240,13,0.34534,18,0.79558,6,-0.8201
ENSG00000138758,SEPTIN11,317,0.11603,255,-0.2298,569,1.09031,508,1.03627,328,0.17332,131,-1.4434,154,-1.0027,210,-0.5248
ENSG00000118816,CCNI,768,-0.4847,831,-0.3618,618,-0.8187,1478,0.63577,561,-0.9645,1117,0.12940,1029,-0.0276,1403,0.47231
ENSG00000138764,CCNG2,21,-1.2547,41,-0.2229,60,0.38484,34,-0.5822,101,1.24827,48,0.03262,39,-0.3214,48,0.03320
ENSG00000138767,CNOT6L,39,0.29829,38,0.26041,37,0.22614,39,0.36869,34,0.08681,24,-0.5089,32,-0.0140,21,-0.6178
ENSG00000169288,MRPL1,66,-0.5964,80,-0.2967,165,0.87395,156,0.89324,120,0.33904,77,-0.4479,44,-1.1925,49,-1.0585
ENSG00000138759,FRAS1,3,-1.7436,4,-1.5528,29,1.62543,9,-0.3844,8,-0.5155,11,0.02133,21,1.07170,5,-1.1879
ENSG00000138756,BMP2K,34,0.56705,59,1.52282,22,-0.1316,19,-0.3451,17,-0.5144,19,-0.4248,25,0.05283,10,-1.3611
ENSG00000163291,PAQR3,11,-1.2204,19,-0.3651,31,0.41234,19,-0.4093,40,0.80812,28,0.32951,18,-0.4400,23,-0.0503
ENSG00000152784,PRDM8,9,-2.8223,21,-1.5995,33,-0.9389,67,0.15252,100,0.80362,96,1.00364,43,-0.5290,43,-0.5519
ENSG00000138670,RASGEF1B,15,0.29074,6,-1.0309,12,-0.0302,16,0.36716,26,1.15043,10,-0.3620,10,-0.4320,8,-0.7573
ENSG00000273156,AC124016.2,8,-1.9344,22,-0.4457,32,0.13511,21,-0.6037,57,1.05538,37,0.42723,22,-0.4602,34,0.22322
ENSG00000138668,HNRNPD,125,-0.2941,190,0.37310,155,0.04633,174,0.26040,156,0.05403,140,-0.1450,120,-0.3555,143,-0.0821
