Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000181722,ZBTB20,474,1.20624,469,1.18840,351,0.70278,268,0.27002,50,-2.2588,118,-0.9937,128,-0.8712,64,-1.9892,117,-1.0041,624,1.69363,190,-0.2697,20,-3.5910
ENSG00000172020,GAP43,91,-3.8524,122,-3.4302,292,-2.1574,704,-0.8515,1493,0.31059,3084,1.52472,2694,1.28676,1611,0.47824,1082,-0.1947,842,-0.5793,748,-0.7579,1568,0.38792
ENSG00000185565,LSAMP,18,-4.2174,278,-0.1695,249,-0.3386,433,0.52969,369,0.27370,266,-0.2399,514,0.80896,251,-0.3526,331,0.10204,482,0.70293,280,-0.1600,310,1.59836
ENSG00000163389,POGLUT1,12,-0.6942,8,-1.1789,56,1.81684,40,1.22488,15,-0.3499,1,-3.8757,11,-0.7969,26,0.54098,9,-1.0515,8,-1.2026,28,0.63494,3,-2.4152
ENSG00000113845,TIMMDC1,18,-1.0383,42,0.20455,51,0.52857,13,-1.5820,32,-0.2230,25,-0.5981,57,0.70850,39,0.10443,24,-0.6236,47,0.39407,40,0.14494,49,0.45385
ENSG00000138495,COX17,14,-2.1719,23,-1.4390,50,-0.2836,25,-1.3211,29,-1.1091,103,0.87399,32,-0.9314,90,0.72150,36,-0.7532,107,0.93613,55,-0.1389,124,1.17632
ENSG00000082701,GSK3B,64,-0.3296,37,-1.1792,58,-0.4934,72,-0.1578,98,0.32962,45,-0.8704,138,0.88044,100,0.38851,65,-0.3161,70,-0.2077,85,0.10519,105,0.43061
ENSG00000163428,LRRC58,113,0.52642,126,0.70195,82,0.02478,97,0.27422,30,-1.4785,110,0.47426,60,-0.4553,74,-0.1566,54,-0.6149,130,0.74710,60,-0.4637,44,-0.9219
ENSG00000163430,FSTL1,317,3.92866,22,-1.0172,2,-4.5110,13,-1.8206,8,-2.5150,4,-3.2923,33,-0.4019,5,-3.1632,30,-0.5522,61,0.54386,43,-0.0037,19,-1.2600
ENSG00000065518,NDUFB4,52,-1.3283,54,-1.2692,65,-0.9889,54,-1.2785,56,-1.2116,184,0.62107,106,-0.2496,177,0.61694,79,-0.7054,211,0.84234,168,0.47118,238,1.04722
ENSG00000144840,RABL3,58,1.17471,16,-0.7941,1,-4.8595,18,-0.6843,35,0.33750,18,-0.6333,32,0.23156,23,-0.3304,17,-0.7359,45,0.76125,26,-0.0838,50,0.93743
ENSG00000145087,STXBP5L,12,-3.2757,10,-3.5904,40,-1.5403,190,0.84994,188,0.83519,102,-0.1469,228,1.15992,212,1.17724,48,-1.2790,41,-1.5049,62,-0.9044,107,-0.0595
ENSG00000173230,GOLGB1,1630,1.36545,957,0.47518,500,-0.5397,1170,0.80177,449,-0.7028,786,0.16213,1123,0.73454,707,-0.0044,313,-1.2428,408,-0.8479,274,-1.4448,195,-1.9445
ENSG00000163406,SLC15A2,13,-0.7750,5,-2.2855,8,-1.4420,28,0.36352,12,-0.8974,3,-2.8981,11,-1.0928,10,-1.2813,13,-0.8688,102,2.64845,69,1.84809,9,-1.3579
ENSG00000114023,FAM162A,15,-2.4700,46,-0.8172,85,0.11697,68,-0.2178,76,-0.0495,40,-1.0172,75,-0.0812,90,0.23231,58,-0.4720,107,0.49444,167,1.22887,104,0.44786
ENSG00000114030,KPNA1,115,0.45295,106,0.31815,53,-0.7468,133,0.68862,91,0.07864,74,-0.2395,125,0.57995,97,0.20617,42,-1.0959,58,-0.6027,64,-0.4689,68,-0.3726
ENSG00000173193,PARP14,175,3.42943,19,-0.6200,8,-1.7681,29,0.04317,3,-3.3126,18,-0.6518,23,-0.3166,12,-1.3309,26,-0.0993,31,0.15308,6,-2.2307,3,-3.1479
ENSG00000173175,ADCY5,57,0.58724,29,-0.4811,66,0.81269,15,-1.3959,29,-0.4961,36,-0.1407,24,-0.7501,22,-0.9630,62,0.70282,45,0.21144,32,-0.3364,75,1.03773
ENSG00000206527,HACD2,48,-0.8635,70,-0.2908,186,1.29106,107,0.37233,42,-1.0590,61,-0.4978,83,-0.0147,130,0.77833,38,-1.1925,55,-0.6474,44,-0.9895,100,0.27525
ENSG00000065534,MYLK,1189,3.95984,184,0.20612,195,0.29458,41,-2.0416,17,-3.2989,50,-1.7761,50,-1.7531,24,-2.9291,52,-1.6951,119,-0.4675,114,-0.5388,40,-2.0772
ENSG00000175455,CCDC14,53,0.34756,74,0.88044,84,1.10431,111,1.57917,54,0.36290,11,-2.0100,16,-1.4346,36,-0.2679,17,-1.3826,29,-0.5686,24,-0.8745,7,-2.5508
ENSG00000160145,KALRN,60,-1.6044,21,-3.1549,139,-0.3463,255,0.60831,237,0.49218,223,0.39026,171,-0.0242,265,0.75177,140,-0.3356,115,-0.6369,172,-0.0129,197,0.19721
ENSG00000082781,ITGB5,202,3.13635,12,-1.5803,36,-0.0276,15,-1.3649,2,-3.8010,5,-2.9262,1,-4.5326,12,-1.7085,23,-0.6775,80,1.27566,61,0.81052,12,-1.6947
ENSG00000173706,HEG1,162,3.23357,42,0.64721,26,-0.0824,10,-1.5168,3,-2.9779,14,-1.0713,2,-3.9058,6,-2.2630,23,-0.2896,49,0.91008,11,-1.4340,8,-1.7537
ENSG00000163848,ZNF148,187,0.84058,73,-0.6433,90,-0.3213,109,-0.0224,65,-0.8079,80,-0.4964,184,0.81393,180,0.88090,69,-0.7145,103,-0.1089,73,-0.6248,43,-1.4306
ENSG00000114520,SNX4,24,-0.5365,31,-0.1602,16,-1.1051,30,-0.1751,29,-0.2285,42,0.32921,35,0.02851,50,0.68744,32,-0.0794,41,0.28975,37,0.14684,24,-0.5396
ENSG00000144909,OSBPL11,38,0.57168,34,0.40295,10,-1.3925,21,-0.3552,13,-1.0913,21,-0.3143,62,1.39071,32,0.30269,6,-2.1372,34,0.39701,34,0.39374,6,-2.0657
ENSG00000114544,SLC41A3,11,-2.3823,14,-2.0015,4,-3.5545,37,-0.5826,88,0.78363,37,-0.5862,47,-0.2182,75,0.57136,81,0.65057,73,0.47022,84,0.70303,76,0.53745
ENSG00000144908,ALDH1L1,20,-1.5225,34,-0.7034,42,-0.3990,72,0.43912,18,-1.6256,13,-2.1441,39,-0.5185,25,-1.2539,38,-0.5353,197,2.20591,149,1.67544,35,-0.6853
ENSG00000159685,CHCHD6,0,-6.0772,18,-0.4585,10,-1.3143,6,-1.9252,12,-1.1001,40,0.77044,18,-0.4791,43,1.00957,30,0.32192,34,0.50194,22,-0.1622,42,0.87092
ENSG00000114554,PLXNA1,14,-1.6436,15,-1.6044,15,-1.6166,59,0.49209,87,1.11675,39,-0.1768,20,-1.1830,55,0.42444,32,-0.4822,34,-0.3861,67,0.69609,72,0.81061
ENSG00000163870,TPRA1,35,0.70994,20,-0.1684,23,0.05079,27,0.26037,21,-0.0840,13,-0.8591,6,-1.8063,20,-0.2029,24,0.07125,26,0.22863,27,0.27201,30,0.46889
ENSG00000114631,PODXL2,43,-1.1083,33,-1.5034,108,0.30483,127,0.55227,159,0.92314,44,-1.0830,61,-0.5952,63,-0.5743,115,0.40470,84,-0.1029,136,0.66729,126,0.54444
ENSG00000114626,ABTB1,66,0.48527,39,-0.3156,13,-1.9898,34,-0.5179,88,0.96154,24,-1.0848,72,0.63509,41,-0.2787,48,-0.0173,31,-0.6923,47,-0.0556,86,0.91185
ENSG00000074416,MGLL,162,0.04940,110,-0.5568,130,-0.2977,188,0.27840,207,0.43508,95,-0.7677,120,-0.4197,58,-1.5814,312,1.10848,250,0.73924,234,0.63021,121,-0.4054
ENSG00000058262,SEC61A1,93,1.03939,47,-0.0618,57,0.25570,63,0.40812,37,-0.4098,13,-1.9340,18,-1.4880,43,-0.2028,35,-0.5214,69,0.54780,75,0.68848,39,-0.3272
ENSG00000175792,RUVBL1,0,-5.5189,8,-0.9417,0,-4.5313,9,-0.6646,28,0.97038,15,0.02684,11,-0.5167,16,0.11111,5,-1.5090,29,1.06985,30,1.10700,27,0.91454
ENSG00000163902,RPN1,97,0.59239,104,0.70373,59,-0.1922,71,0.10553,74,0.17432,41,-0.7439,71,0.10716,63,-0.1030,35,-0.9902,80,0.29564,40,-0.7681,68,0.02988
ENSG00000075785,RAB7A,55,-1.5883,122,-0.4041,212,0.46592,124,-0.3765,162,0.03299,144,-0.1455,134,-0.2603,164,0.06104,119,-0.4349,208,0.42984,275,0.88559,174,0.15193
ENSG00000177646,ACAD9,19,-0.1473,10,-1.0989,41,1.08131,12,-0.8174,19,-0.1338,7,-1.5825,21,-0.0281,30,0.62536,12,-0.8178,25,0.25631,31,0.62395,15,-0.4957
ENSG00000240682,ISY1,65,0.93648,46,0.37342,6,-2.6331,38,0.07776,46,0.35295,41,0.19658,58,0.73141,22,-0.7903,29,-0.3561,24,-0.6028,45,0.34494,29,-0.3334
ENSG00000273437,AC108673.3,6,-1.4806,6,-1.4780,12,-0.4776,17,0.06828,18,0.12681,47,1.70250,20,0.28546,13,-0.4108,7,-1.3549,19,0.20874,24,0.58106,14,-0.2465
ENSG00000169714,CNBP,175,-0.1002,96,-1.0037,291,0.70878,138,-0.4649,134,-0.5127,132,-0.5250,175,-0.0937,209,0.19402,121,-0.6640,223,0.28411,321,0.87069,199,0.10583
ENSG00000181789,COPG1,26,-1.0229,17,-1.5777,70,0.51337,58,0.21349,98,1.07779,17,-1.5783,40,-0.3406,73,0.65387,37,-0.4874,35,-0.5521,64,0.36600,47,-0.1194
ENSG00000183624,HMCES,36,0.18643,11,-1.6200,18,-0.8848,11,-1.5489,43,0.47607,49,0.67003,28,-0.1807,31,-0.0639,34,0.08922,57,0.92304,19,-0.7753,48,0.62974
ENSG00000184897,H1FX,123,-0.2398,78,-0.9254,204,0.54967,108,-0.4442,156,0.12459,148,0.04359,160,0.17098,161,0.19385,134,-0.1045,82,-0.8489,225,0.71142,129,-0.1671
ENSG00000129071,MBD4,110,1.04050,42,-0.4805,34,-0.7971,92,0.74437,57,-0.0154,36,-0.7052,48,-0.2752,92,0.84128,38,-0.6546,31,-0.9449,49,-0.2540,28,-1.1153
ENSG00000163913,IFT122,40,0.08224,10,-1.9126,13,-1.5336,56,0.63387,43,0.19754,30,-0.3676,39,0.06087,46,0.36139,26,-0.5488,28,-0.4509,39,0.04496,72,1.04884
ENSG00000004399,PLXND1,48,0.66905,25,-0.3116,27,-0.2476,16,-1.0357,36,0.23739,24,-0.4182,34,0.11309,21,-0.6099,23,-0.4464,28,-0.1805,43,0.49600,60,1.04670
ENSG00000172765,TMCC1,35,-0.5630,40,-0.3369,52,0.05717,26,-0.9932,42,-0.2652,66,0.42329,89,0.92340,60,0.31321,36,-0.5050,44,-0.1901,56,0.16267,45,-0.1517
ENSG00000017260,ATP2C1,33,-1.4233,55,-0.6860,146,0.85632,108,0.35907,124,0.58244,35,-1.3642,57,-0.6182,90,0.07818,75,-0.2054,92,0.10912,143,0.81543,67,-0.3749
ENSG00000114670,NEK11,19,-0.2248,35,0.76107,42,1.04909,45,1.17493,13,-0.7665,7,-1.7110,32,0.61830,6,-1.8666,31,0.54194,37,0.85207,6,-1.7705,2,-3.1918
ENSG00000198585,NUDT16,52,-0.4329,118,0.85607,73,0.09078,51,-0.4462,64,-0.1194,118,0.86494,85,0.32836,65,-0.0856,78,0.19769,44,-0.6842,26,-1.4393,55,-0.3524
ENSG00000114686,MRPL3,10,-1.7144,11,-1.5184,28,-0.1708,27,-0.1749,33,0.09583,21,-0.5707,25,-0.3100,52,0.94645,25,-0.2979,46,0.61740,29,-0.1183,42,0.47520
ENSG00000196353,CPNE4,0,-6.9500,0,-5.8643,9,-2.2476,61,0.64037,81,1.10378,10,-2.1017,41,-0.0107,36,-0.2231,89,1.25532,6,-2.8729,91,1.28951,73,0.93201
ENSG00000138246,DNAJC13,100,1.30617,32,-0.5107,55,0.31286,43,-0.0561,32,-0.5150,33,-0.4438,93,1.18948,30,-0.6302,32,-0.5065,57,0.38384,17,-1.4487,26,-0.8185
ENSG00000081307,UBA5,26,-0.2400,25,-0.2911,38,0.33966,18,-0.7950,18,-0.7806,48,0.70653,40,0.43777,30,-0.0534,19,-0.6756,35,0.19135,33,0.11421,37,0.30631
ENSG00000113971,NPHP3,50,0.99449,56,1.19072,72,1.63065,39,0.60647,12,-1.2022,15,-0.8215,20,-0.4565,10,-1.5769,18,-0.5884,26,-0.0312,14,-0.9904,6,-2.2475
ENSG00000144868,TMEM108,1,-4.0856,4,-2.7105,7,-2.0152,44,0.83534,35,0.45544,44,0.80060,21,-0.3472,41,0.80888,18,-0.5325,18,-0.5932,36,0.49523,30,0.22251
ENSG00000091527,CDV3,318,1.23718,176,0.26422,80,-0.9354,80,-0.9447,160,0.10978,235,0.73223,188,0.36864,141,-0.0902,84,-0.8715,117,-0.3752,95,-0.6799,118,-0.3573
ENSG00000163781,TOPBP1,39,0.41505,23,-0.3871,27,-0.1942,42,0.53575,37,0.30679,35,0.22131,35,0.22319,45,0.68722,16,-0.9870,22,-0.4538,6,-2.2363,20,-0.5965
ENSG00000091513,TF,21,-3.8043,763,1.69407,2507,4.78849,45,-2.6998,21,-3.7964,20,-3.8962,24,-3.6070,10,-4.9714,51,-2.5342,35,-3.0511,31,-3.2501,53,-2.4635
ENSG00000144867,SRPRB,53,0.43002,32,-0.3651,20,-1.0590,50,0.34051,57,0.55002,14,-1.5602,15,-1.4993,48,0.29043,44,0.12164,45,0.17547,54,0.44719,46,0.18349
ENSG00000154917,RAB6B,77,-2.5992,105,-2.1555,370,-0.2732,591,0.46119,913,1.18111,403,-0.1420,431,-0.0393,517,0.27187,305,-0.5702,205,-1.1684,652,0.61972,655,0.62795
ENSG00000163785,RYK,56,0.91480,39,0.34604,26,-0.3133,78,1.47691,16,-1.0311,25,-0.3623,25,-0.3692,24,-0.4156,26,-0.3101,42,0.44423,17,-0.9587,12,-1.3926
ENSG00000114019,AMOTL2,180,1.91949,172,1.82974,167,1.77380,36,-0.7001,21,-1.5042,31,-0.9148,10,-2.5517,28,-1.1555,26,-1.2162,10,-2.6161,21,-1.5133,18,-1.7306
ENSG00000129055,ANAPC13,18,-1.5690,25,-1.0977,52,0.01885,31,-0.7784,63,0.32806,75,0.60575,51,-0.0026,43,-0.2768,38,-0.4548,61,0.27068,67,0.43264,98,1.04499
ENSG00000182923,CEP63,194,1.45180,101,0.37247,47,-0.8227,69,-0.2382,56,-0.5527,100,0.35248,112,0.52858,99,0.37577,34,-1.2952,72,-0.1640,36,-1.2207,22,-1.9371
ENSG00000154928,EPHB1,6,-2.6412,11,-1.7473,2,-3.9580,74,1.21827,22,-0.6662,34,-0.0532,48,0.49201,33,-0.0648,51,0.59940,69,1.09981,44,0.36019,26,-0.4534
ENSG00000174579,MSL2,21,0.07882,33,0.83893,5,-2.0188,24,0.32737,20,0.04986,16,-0.2863,16,-0.3003,18,-0.1659,22,0.20391,24,0.29205,11,-0.8378,27,0.47248
ENSG00000114054,PCCB,27,0.37140,21,-0.0305,25,0.24615,35,0.79889,11,-0.8960,7,-1.6869,24,0.20258,12,-0.8762,12,-0.7908,35,0.80946,36,0.85135,17,-0.3623
ENSG00000118007,STAG1,108,1.87308,40,0.20025,50,0.55653,45,0.37461,17,-1.0533,23,-0.6435,13,-1.4749,29,-0.3480,37,0.05943,23,-0.6156,21,-0.8055,24,-0.6112
ENSG00000168917,SLC35G2,0,-5.3538,8,-0.8072,2,-2.6354,9,-0.5698,13,-0.0011,0,-6.6166,12,-0.1644,18,0.53015,13,-0.0540,38,1.71942,31,1.37640,11,-0.2919
ENSG00000158092,NCK1,23,0.39885,11,-0.6597,16,-0.1296,16,-0.1604,18,0.04068,5,-1.6648,26,0.59557,19,0.12282,13,-0.5025,16,-0.1811,27,0.69823,20,0.17415
ENSG00000114098,ARMC8,0,-6.0658,25,-0.8856,13,-1.8879,44,-0.0370,63,0.51173,68,0.64038,62,0.49692,42,-0.1311,36,-0.3620,22,-1.0908,84,0.99628,88,1.06671
ENSG00000158186,MRAS,54,-1.0220,43,-1.3564,70,-0.6378,118,0.16499,93,-0.2049,167,0.72481,125,0.26313,114,0.12615,88,-0.2884,167,0.72533,132,0.34662,92,-0.2138
ENSG00000114107,CEP70,19,-0.4441,36,0.55449,18,-0.5234,29,0.19104,20,-0.3901,26,0.05519,31,0.31738,30,0.31069,33,0.40476,34,0.45862,20,-0.3780,3,-2.8216
ENSG00000051382,PIK3CB,50,-0.6256,48,-0.6868,109,0.56575,99,0.41138,153,1.12737,56,-0.4776,53,-0.5549,79,0.07281,59,-0.3764,62,-0.3032,63,-0.2854,77,0.01541
ENSG00000175110,MRPS22,13,-0.5786,12,-0.7183,18,-0.1605,20,0.04325,7,-1.4814,11,-0.9164,11,-0.8023,23,0.28570,11,-0.8383,24,0.29186,38,1.04437,43,1.28106
ENSG00000184432,COPB2,48,0.19370,24,-0.8844,81,1.02993,37,-0.2268,36,-0.2547,15,-1.5969,58,0.48823,52,0.33758,27,-0.7185,51,0.26047,38,-0.1747,37,-0.2239
ENSG00000114115,RBP1,0,-6.3097,28,0.11635,7,-1.8799,4,-2.7894,11,-1.3276,33,0.37581,13,-1.0033,26,0.00096,27,0.05761,47,0.94082,83,1.92967,34,0.41191
ENSG00000163864,NMNAT3,78,2.31487,11,-0.8783,13,-0.6481,69,2.07492,30,0.65256,2,-2.9352,4,-2.1418,7,-1.6589,19,-0.0763,10,-0.9942,7,-1.5197,3,-2.7831
ENSG00000158258,CLSTN2,16,-2.1653,34,-1.0420,145,1.21430,82,0.27916,232,2.07281,20,-1.8297,34,-1.0580,19,-2.0276,65,-0.0757,7,-3.3474,152,1.29704,66,-0.0610
ENSG00000114120,SLC25A36,120,0.12813,63,-0.8733,126,0.19405,167,0.64937,147,0.44594,102,-0.1326,132,0.27670,115,0.06606,50,-1.1972,97,-0.2100,110,-0.0075,97,-0.2059
ENSG00000155893,PXYLP1,0,-6.1321,11,-1.0317,30,0.39945,19,-0.2930,24,0.06949,9,-1.3220,32,0.49504,44,1.19473,22,-0.0548,16,-0.5029,19,-0.2713,27,0.26277
ENSG00000177311,ZBTB38,440,1.68488,136,-0.2558,169,0.08397,197,0.32653,121,-0.4336,186,0.23596,221,0.51184,161,0.00962,81,-1.0258,98,-0.7475,57,-1.5526,52,-1.6975
ENSG00000155903,RASA2,38,-0.0151,9,-2.1492,44,0.21519,56,0.58536,51,0.42763,17,-1.1825,109,1.73334,23,-0.7969,12,-1.7135,34,-0.1776,50,0.41210,32,-0.2635
ENSG00000114125,RNF7,9,-2.4474,17,-1.5266,35,-0.4379,11,-2.1463,41,-0.2131,27,-0.8284,63,0.46339,69,0.67503,22,-1.1307,71,0.65803,95,1.14037,81,0.87304
ENSG00000069849,ATP1B3,148,0.98007,36,-1.1936,110,0.50099,77,-0.0666,123,0.67338,55,-0.5867,93,0.22278,60,-0.4935,49,-0.7378,50,-0.7108,102,0.37878,81,0.01760
ENSG00000114126,TFDP2,176,1.33651,88,0.19502,37,-1.1274,85,0.14871,61,-0.3665,113,0.59630,90,0.22954,64,-0.3223,78,-0.0006,88,0.19071,26,-1.6485,40,-1.0172
ENSG00000175066,GK5,57,1.12433,41,0.59749,16,-0.8551,60,1.21137,26,-0.1364,25,-0.2115,19,-0.6046,17,-0.8392,21,-0.4863,32,0.17386,29,0.04710,9,-1.6801
ENSG00000114127,XRN1,183,1.99890,42,-0.4602,50,-0.1631,117,1.18921,32,-0.8404,59,0.08180,48,-0.2374,49,-0.2142,26,-1.1716,42,-0.4543,22,-1.3793,9,-2.6598
ENSG00000175054,ATR,11,-1.1930,23,-0.1862,35,0.47204,74,1.74033,14,-0.9314,7,-1.9403,49,1.03683,23,-0.1971,19,-0.4434,24,-0.1252,23,-0.1672,10,-1.3637
ENSG00000144935,TRPC1,2,-3.3910,11,-1.4015,85,1.87615,18,-0.6293,47,0.84642,28,0.02225,21,-0.4358,23,-0.2741,22,-0.3234,20,-0.4906,32,0.23671,26,-0.1190
ENSG00000163714,U2SURP,796,1.37071,720,1.19567,405,0.25050,568,0.79629,191,-0.9015,216,-0.7219,438,0.37630,305,-0.2101,121,-1.5897,229,-0.6290,103,-1.8259,92,-1.9903
ENSG00000175040,CHST2,2,-3.0739,16,-0.4345,23,0.13082,29,0.45133,32,0.64219,33,0.66125,24,0.14504,29,0.49958,11,-0.9645,15,-0.5517,18,-0.2809,19,-0.2171
ENSG00000181744,DIPK2A,8,-1.5642,29,0.44456,61,1.67066,22,-0.0361,19,-0.2572,6,-1.9280,23,0.07431,30,0.54003,6,-1.9567,14,-0.6687,16,-0.5162,24,0.13157
ENSG00000152952,PLOD2,23,0.51508,11,-0.6312,2,-3.0660,20,0.26263,4,-2.0939,2,-2.6271,5,-1.7942,4,-2.1655,17,-0.0098,70,2.47964,49,1.77021,7,-1.3417
ENSG00000114698,PLSCR4,84,1.09983,75,0.90405,19,-1.1655,37,-0.1907,15,-1.5259,14,-1.6659,15,-1.5683,12,-1.9363,42,-0.0259,126,1.82076,80,1.01342,20,-1.1494
ENSG00000163754,GYG1,43,0.47971,16,-0.9734,8,-1.9290,26,-0.2722,32,0.02863,16,-1.0289,20,-0.6775,25,-0.3785,30,-0.0682,64,1.13661,74,1.39638,29,-0.1241
ENSG00000071794,HLTF,83,0.45166,56,-0.1716,40,-0.6773,52,-0.2666,47,-0.4226,70,0.18965,101,0.77444,86,0.55563,34,-0.9355,73,0.24664,45,-0.4984,37,-0.7861
ENSG00000018408,WWTR1,194,3.41536,38,0.30863,26,-0.3051,4,-2.8137,8,-1.9884,14,-1.2180,8,-1.9492,13,-1.3862,30,-0.0592,42,0.45319,14,-1.2354,3,-3.2060
ENSG00000114744,COMMD2,7,-1.7890,27,0.18526,63,1.55570,32,0.44954,21,-0.2586,24,-0.0528,12,-1.1023,23,-0.1101,14,-0.8609,23,-0.1189,25,0.01972,24,-0.0003
ENSG00000082996,RNF13,4,-4.0650,142,1.07121,299,2.45744,44,-0.7785,44,-0.7499,27,-1.5086,33,-1.1903,53,-0.5194,29,-1.3913,70,-0.0588,96,0.43469,53,-0.4859
ENSG00000070087,PFN2,68,-2.0018,99,-1.4651,210,-0.3256,174,-0.6202,261,0.00715,200,-0.4052,282,0.12642,372,0.63503,166,-0.6858,253,-0.0397,501,1.06350,419,0.76343
ENSG00000196428,TSC22D2,33,-1.0707,29,-1.2328,61,-0.1186,68,0.04123,57,-0.2204,64,-0.0597,145,1.27390,100,0.72556,38,-0.8453,64,-0.0441,54,-0.3018,47,-0.5103
ENSG00000120742,SERP1,71,-0.5214,65,-0.6410,95,-0.0656,113,0.20248,85,-0.2423,90,-0.1609,46,-1.1762,100,0.01588,84,-0.2691,199,1.12039,136,0.49818,108,0.13339
ENSG00000144895,EIF2A,33,-0.7983,35,-0.7075,49,-0.1929,58,0.07495,36,-0.6562,95,0.86452,73,0.43058,80,0.64261,27,-1.0866,64,0.22966,67,0.29093,24,-1.2540
ENSG00000198843,SELENOT,48,-1.4876,92,-0.5306,257,1.10965,109,-0.2702,127,-0.0243,120,-0.1154,85,-0.6377,169,0.46598,71,-0.9140,161,0.34113,146,0.18659,128,-0.0114
ENSG00000181788,SIAH2,58,1.34204,13,-1.0032,2,-3.3586,25,-0.0265,29,0.24105,29,0.20480,5,-2.3886,36,0.63352,24,-0.0752,13,-0.9302,23,-0.1577,34,0.48302
ENSG00000144893,MED12L,1,-4.6470,21,-1.1524,13,-1.8022,99,1.24680,50,0.14841,50,0.15292,135,1.80737,48,0.08150,29,-0.6988,62,0.48245,15,-1.6497,21,-1.1328
ENSG00000152601,MBNL1,364,1.76530,57,-1.2162,67,-0.9627,83,-0.6412,87,-0.5676,95,-0.4417,169,0.45997,192,0.73987,70,-0.8925,100,-0.3684,84,-0.6346,85,-0.6161
ENSG00000169860,P2RY1,0,-4.7282,49,1.91846,1,-3.8219,10,-0.7028,0,-4.4422,9,-0.8010,1,-3.3662,4,-1.9191,20,0.38168,53,2.04153,46,1.79770,4,-1.9309
ENSG00000181467,RAP2B,9,-1.4583,11,-1.1848,0,-5.4761,21,-0.1993,26,0.10144,13,-0.8643,29,0.30901,48,1.25560,24,-0.0068,23,-0.0831,33,0.48255,28,0.24257
ENSG00000243069,ARHGEF26-AS1,0,-5.9764,13,-0.7003,8,-1.2989,20,-0.0664,2,-3.2418,20,-0.0251,32,0.69300,14,-0.6510,17,-0.2972,106,2.92351,12,-0.8102,11,-0.9896
ENSG00000114790,ARHGEF26,32,-0.6482,71,0.57696,36,-0.4954,66,0.47100,21,-1.2433,24,-1.0585,33,-0.5867,13,-2.0552,49,-0.0095,174,2.15343,88,0.93312,18,-1.5093
ENSG00000174953,DHX36,334,1.15507,166,0.01475,134,-0.3094,157,-0.0637,138,-0.2645,139,-0.2581,229,0.52564,210,0.43333,88,-0.9522,140,-0.2477,120,-0.4798,67,-1.3596
ENSG00000114805,PLCH1,0,-5.6474,6,-1.4643,0,-6.7805,22,0.44667,46,1.70588,11,-0.6325,17,0.09830,0,-5.8017,26,0.75789,18,0.14105,42,1.53680,24,0.62642
ENSG00000169359,SLC33A1,29,-0.0372,14,-1.1644,37,0.35030,52,0.89439,24,-0.3417,13,-1.2508,13,-1.2133,37,0.38209,22,-0.4817,44,0.61425,35,0.26983,29,-0.0115
ENSG00000163655,GMPS,18,-1.6106,55,0.02562,57,0.07755,68,0.36412,66,0.31492,57,0.08232,83,0.68759,62,0.24243,38,-0.5166,67,0.34349,45,-0.2854,23,-1.3092
ENSG00000169282,KCNAB1,102,1.44149,10,-2.0547,32,-0.4217,45,0.08468,67,0.72852,39,-0.1056,51,0.30155,12,-1.9066,33,-0.3552,18,-1.2444,85,1.12313,41,-0.0469
ENSG00000114850,SSR3,110,0.56505,88,0.21738,126,0.78846,54,-0.5389,69,-0.1663,40,-0.9851,63,-0.3038,57,-0.5019,76,-0.0107,132,0.86372,76,-0.0228,51,-0.6202
ENSG00000163659,TIPARP,0,-5.3977,20,0.49020,12,-0.3036,22,0.67440,16,0.15361,18,0.36096,12,-0.3203,2,-2.9261,18,0.28644,33,1.32103,22,0.66166,12,-0.2825
ENSG00000163660,CCNL1,291,2.28631,155,1.13148,87,0.19031,126,0.78588,47,-0.7581,35,-1.1991,70,-0.1402,41,-1.0315,28,-1.5014,34,-1.2280,27,-1.5785,20,-2.0225
ENSG00000174891,RSRC1,263,0.91412,202,0.48521,126,-0.2575,119,-0.3474,154,0.05339,257,0.87783,175,0.25823,163,0.16338,75,-1.0484,121,-0.3181,60,-1.3741,55,-1.5089
ENSG00000178053,MLF1,0,-5.7976,3,-2.4495,19,0.07395,31,0.84717,10,-0.8754,10,-0.8808,13,-0.4984,19,0.08118,26,0.57251,42,1.34495,17,-0.1293,27,0.61156
ENSG00000168827,GFM1,23,-0.7860,42,0.08920,61,0.69819,57,0.56792,37,-0.1011,20,-1.0001,60,0.66447,30,-0.4301,23,-0.8185,42,0.09151,48,0.30755,39,-0.0270
ENSG00000118855,MFSD1,44,1.29832,10,-0.9339,44,1.29697,12,-0.7102,10,-0.9989,3,-2.5379,6,-1.6222,24,0.37778,21,0.14627,27,0.47992,19,-0.0127,8,-1.2790
ENSG00000180044,C3orf80,0,-6.7967,0,-9.1296,18,-1.0475,25,-0.5974,64,0.89088,26,-0.5016,44,0.28975,81,1.48313,37,0.03091,17,-1.1124,25,-0.5797,58,0.72256
