Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000118985,ELL2,130,0.47894,97,-0.0520,90,-0.1757,84,-0.3175,43,-1.2858,169,0.85629
ENSG00000175426,PCSK1,86,-0.5396,118,-0.0098,167,0.61697,184,0.91863,4,-4.7105,8,-4.0135
ENSG00000153113,CAST,164,0.27442,97,-0.6741,191,0.55097,92,-0.7512,156,0.16647,249,0.93320
ENSG00000164307,ERAP1,24,0.96104,15,0.11578,6,-1.3558,10,-0.6124,20,0.56105,14,0.02515
ENSG00000113441,LNPEP,188,1.16765,98,-0.0496,58,-0.9034,81,-0.4128,78,-0.4035,103,0.03575
ENSG00000145721,LIX1,11,-1.2127,24,0.05735,3,-3.0795,4,-2.9303,132,3.21004,40,0.85407
ENSG00000058729,RIOK2,15,0.25717,9,-0.5824,22,0.96477,10,-0.4532,13,-0.0079,10,-0.3743
ENSG00000174136,RGMB,44,0.30527,40,0.16319,31,-0.2797,50,0.60391,13,-1.5496,9,-2.0004
ENSG00000153922,CHD1,87,1.09236,26,-1.0675,52,0.12359,19,-1.5731,44,-0.1510,121,1.53490
ENSG00000174132,FAM174A,45,-0.0578,47,0.02266,38,-0.3492,67,0.75112,18,-1.4299,32,-0.5585
ENSG00000145730,PAM,91,-0.2754,109,0.04920,121,0.22146,157,0.80152,40,-1.4717,17,-2.7391
ENSG00000145723,GIN1,23,0.57951,11,-0.7295,23,0.59002,11,-0.6676,10,-0.6875,28,0.89079
ENSG00000145725,PPIP5K2,105,1.04353,34,-1.0246,82,0.55262,44,-0.5560,53,-0.1782,58,-0.0386
ENSG00000181751,C5orf30,29,-0.3734,30,-0.3105,38,0.09925,48,0.58475,22,-0.7378,40,0.17336
ENSG00000112874,NUDT12,15,0.08234,6,-1.3347,17,0.37258,14,0.06028,26,0.95611,16,0.20762
ENSG00000184349,EFNA5,97,1.13282,47,-0.2250,52,-0.0347,57,0.12566,11,-2.3149,16,-1.8113
ENSG00000145743,FBXL17,137,0.24488,152,0.48768,121,0.02804,103,-0.2835,102,-0.2411,49,-1.3647
ENSG00000151422,FER,92,1.12776,35,-0.6386,60,0.30235,18,-1.7608,60,0.26957,81,0.75948
ENSG00000198961,PJA2,605,-0.0364,602,-0.0482,776,0.40533,752,0.39342,244,-1.4133,341,-0.9115
ENSG00000112893,MAN2A1,64,0.37494,32,-0.8430,21,-1.4567,35,-0.6932,23,-1.2429,225,2.63892
ENSG00000186952,TMEM232,17,0.47868,12,-0.2109,19,0.64113,8,-0.9390,13,-0.0067,14,0.11467
ENSG00000164209,SLC25A46,108,0.10820,101,-0.0136,110,0.14750,118,0.30089,42,-1.3355,82,-0.3356
ENSG00000134987,WDR36,29,0.38887,29,0.47284,23,-0.0451,19,-0.4038,19,-0.3266,12,-0.9487
ENSG00000152495,CAMK4,234,0.98808,88,-0.7989,173,0.40788,165,0.35910,45,-1.6791,30,-2.2796
ENSG00000164211,STARD4,35,0.09059,28,-0.2965,30,-0.1385,47,0.74540,21,-0.6618,17,-0.9687
ENSG00000134986,NREP,120,-0.4687,244,0.89943,152,-0.0756,169,0.11713,81,-1.0313,43,-1.9679
ENSG00000224032,EPB41L4A-AS1,45,-0.5362,66,0.10403,69,0.17980,75,0.35537,45,-0.4958,53,-0.2542
ENSG00000134982,APC,822,0.37218,961,0.75823,695,0.07290,181,-2.1938,852,0.39049,685,0.04302
ENSG00000153037,SRP19,73,-0.0739,65,-0.3001,94,0.37413,76,-0.0035,49,-0.6767,108,0.55851
ENSG00000129625,REEP5,307,-0.4652,299,-0.5554,538,0.51215,644,0.99115,149,-1.5188,181,-1.2277
ENSG00000172795,DCP2,68,0.70112,48,0.10366,37,-0.3613,41,-0.1922,34,-0.4828,38,-0.2887
ENSG00000047188,YTHDC2,98,1.30414,29,-0.9271,44,-0.1805,47,-0.0627,24,-1.0869,51,0.07291
ENSG00000080709,KCNN2,22,0.43397,5,-2.1267,18,0.07743,24,0.62483,37,1.22023,5,-1.6673
ENSG00000152503,TRIM36,79,0.74649,50,-0.0687,39,-0.5084,64,0.40093,19,-1.5462,30,-0.8340
ENSG00000164219,PGGT1B,59,1.26733,14,-1.3125,20,-0.6427,16,-1.0549,54,0.93492,57,1.03273
ENSG00000164221,CCDC112,102,0.94203,28,-1.3772,53,-0.2356,36,-0.9240,63,0.04291,168,1.70344
ENSG00000145780,FEM1C,31,0.32254,23,-0.2271,27,0.06207,28,0.16681,20,-0.3511,20,-0.3467
ENSG00000134970,TMED7,38,-0.4748,40,-0.4141,31,-0.8104,61,0.38175,71,0.54889,92,0.97441
ENSG00000129596,CDO1,39,0.07213,30,-0.3908,28,-0.5024,60,0.96468,35,-0.1325,13,-1.5988
ENSG00000145782,ATG12,102,0.52530,66,-0.2659,71,-0.1172,73,-0.0713,58,-0.4208,90,0.27867
ENSG00000177879,AP3S1,103,-0.0510,122,0.28680,79,-0.4823,131,0.42270,72,-0.6019,74,-0.5481
ENSG00000145781,COMMD10,8,-1.3010,16,-0.1649,14,-0.3198,32,1.30044,7,-1.3999,15,-0.1968
ENSG00000092421,SEMA6A,34,-0.3632,15,-1.6911,18,-1.3606,17,-1.5220,75,0.93757,227,3.15429
ENSG00000172869,DMXL1,41,-0.0516,29,-0.6406,47,0.18819,50,0.36850,37,-0.1985,51,0.32521
ENSG00000133835,HSD17B4,48,-0.5281,41,-0.8473,57,-0.2517,85,0.50774,73,0.16847,130,1.10782
ENSG00000151304,SRFBP1,39,0.63023,20,-0.5793,42,0.75477,10,-1.6887,34,0.34734,44,0.73624
ENSG00000205302,SNX2,77,0.49347,42,-0.5683,72,0.38875,60,0.06491,43,-0.4779,48,-0.2849
ENSG00000064652,SNX24,18,-0.7548,35,0.36603,30,0.08180,28,-0.0571,18,-0.7238,43,0.63913
ENSG00000168944,CEP120,33,0.57472,22,-0.1747,31,0.42790,13,-1.0874,20,-0.2663,36,0.64707
ENSG00000151292,CSNK1G3,79,0.57795,53,-0.1241,69,0.33132,38,-0.7267,60,0.08292,54,-0.0769
ENSG00000168916,ZNF608,16,-0.7787,11,-1.5068,35,0.54129,8,-1.9164,58,1.30863,94,2.23870
ENSG00000155324,GRAMD2B,70,0.27208,22,-1.7139,16,-2.0579,15,-2.3337,298,2.94149,140,1.40641
ENSG00000164904,ALDH7A1,67,-0.5206,63,-0.6717,40,-1.3320,38,-1.5185,349,2.36136,228,1.53392
ENSG00000164902,PHAX,158,0.36115,114,-0.2218,139,0.13506,92,-0.6151,176,0.49517,156,0.30462
ENSG00000164241,C5orf63,27,0.53829,23,0.26824,7,-1.5885,9,-1.3655,26,0.42418,49,1.48497
ENSG00000145794,MEGF10,6,-1.7891,17,-0.2612,5,-2.1875,8,-1.5632,48,1.41715,95,2.80755
ENSG00000205279,CTXN3,2,-4.0965,17,-0.8919,43,0.73382,66,2.02154,1,-4.2906,2,-3.7156
ENSG00000245937,LINC01184,49,0.16875,35,-0.4209,43,-0.0476,44,-0.0307,51,0.19994,61,0.50680
ENSG00000064651,SLC12A2,122,-0.0001,94,-0.4763,64,-1.0656,65,-1.1067,127,0.05951,488,2.45255
ENSG00000066583,ISOC1,17,-0.0284,27,0.95619,7,-1.4512,11,-0.6889,27,0.75005,14,-0.2458
ENSG00000169567,HINT1,172,-1.7149,525,0.09629,553,0.17633,876,1.22543,169,-1.6412,175,-1.5969
ENSG00000186687,LYRM7,179,0.39892,146,0.03450,183,0.44230,96,-0.7291,99,-0.5704,168,0.25744
ENSG00000158985,CDC42SE2,170,-0.0333,192,0.19347,155,-0.1951,211,0.38779,89,-1.0253,136,-0.3777
ENSG00000158987,RAPGEF6,71,1.10508,31,-0.4245,20,-1.1091,19,-1.2197,46,0.25789,90,1.38762
ENSG00000217128,FNIP1,54,0.60455,27,-0.6190,30,-0.4044,32,-0.3424,33,-0.2164,82,1.23705
ENSG00000164398,ACSL6,206,0.19122,139,-0.5229,227,0.36494,201,0.16947,251,0.49055,77,-1.3228
ENSG00000113522,RAD50,423,0.97300,141,-1.0142,384,0.78400,125,-1.2246,229,-0.1349,357,0.57110
ENSG00000131437,KIF3A,1102,0.96850,433,-0.7449,1141,1.03829,413,-0.8275,252,-1.4506,559,-0.2428
ENSG00000164402,SEPTIN8,263,-0.1509,263,-0.1662,303,0.09522,258,-0.1996,274,-0.0766,476,0.81611
ENSG00000198944,SOWAHA,43,-1.0100,59,-0.5465,54,-0.6540,120,0.85364,191,1.45624,34,-1.3036
ENSG00000164403,SHROOM1,8,-1.3635,13,-0.6959,6,-1.7041,11,-1.0439,47,1.47298,85,2.62136
ENSG00000164405,UQCRQ,140,-1.6921,419,0.08645,481,0.32185,629,0.95556,304,-0.4303,117,-1.8563
ENSG00000072364,AFF4,164,0.56508,109,-0.1835,136,0.22668,63,-1.1306,175,0.61067,145,0.30694
ENSG00000155329,ZCCHC10,28,-0.3306,25,-0.5305,54,0.86411,25,-0.5233,54,0.77071,35,0.04713
ENSG00000170606,HSPA4,95,-0.3074,81,-0.6229,184,0.88987,130,0.26781,89,-0.3734,82,-0.4954
ENSG00000053108,FSTL4,13,-0.5845,18,-0.0430,19,0.05571,33,1.22664,4,-2.3028,2,-3.2518
ENSG00000113583,C5orf15,27,0.01932,18,-0.6966,26,-0.0870,38,0.65794,9,-1.6828,43,0.71971
ENSG00000213585,VDAC1,196,-0.4773,215,-0.3579,352,0.53638,398,0.88747,100,-1.4531,92,-1.5775
ENSG00000113558,SKP1,376,-0.7145,566,-0.0389,650,0.20757,814,0.70462,381,-0.6452,359,-0.7338
ENSG00000113575,PPP2CA,227,-0.2692,232,-0.2535,294,0.17650,400,0.85767,123,-1.1755,126,-1.1432
ENSG00000006837,CDKL3,17,-0.4716,21,-0.1527,29,0.44664,6,-2.1166,46,1.12158,53,1.39145
ENSG00000119048,UBE2B,163,0.01282,157,-0.0577,174,0.12406,199,0.41255,123,-0.4233,77,-1.1348
ENSG00000237190,CDKN2AIPNL,34,-0.6350,63,0.44130,47,-0.1417,73,0.74777,10,-2.4306,27,-0.9341
ENSG00000043143,JADE2,35,-0.3246,51,0.36661,41,-0.0483,42,-0.0237,49,0.22905,29,-0.6042
ENSG00000152700,SAR1B,43,-0.4552,55,-0.0291,37,-0.6859,52,-0.1546,88,0.72328,105,1.01212
ENSG00000113615,SEC24A,15,-0.0365,20,0.61086,9,-0.7327,14,-0.0680,15,0.02663,12,-0.3622
ENSG00000164615,CAMLG,112,-0.5405,167,0.15144,203,0.48926,189,0.40948,76,-1.0733,76,-1.0725
ENSG00000145833,DDX46,148,0.69786,50,-1.2372,139,0.57132,65,-0.7931,100,-0.0189,192,1.04989
ENSG00000181904,C5orf24,93,0.18341,88,0.09757,93,0.17760,64,-0.4829,63,-0.4294,112,0.46857
ENSG00000113621,TXNDC15,50,-0.0959,47,-0.2012,48,-0.1581,62,0.33982,65,0.32565,42,-0.3487
ENSG00000113648,H2AFY,136,0.29894,90,-0.4494,100,-0.2367,142,0.42825,106,-0.1192,102,-0.1787
ENSG00000145824,CXCL14,24,-3.0702,92,-1.1517,232,0.49000,150,-0.3042,875,2.95109,3,-5.8166
ENSG00000113658,SMAD5,54,0.44410,30,-0.6139,37,-0.1950,21,-1.2028,94,1.34021,73,0.89882
ENSG00000152377,SPOCK1,219,-0.5602,422,0.65795,247,-0.3633,342,0.21713,109,-1.5620,339,0.15991
ENSG00000146021,KLHL3,39,0.85078,18,-0.5466,23,-0.0841,26,0.16153,9,-1.5301,26,0.09128
ENSG00000177733,HNRNPA0,106,-0.3295,115,-0.2185,127,-0.0290,184,0.72933,95,-0.4676,90,-0.5487
ENSG00000031003,FAM13B,80,0.19883,73,0.02341,95,0.50043,44,-0.8748,60,-0.2875,101,0.53775
ENSG00000112981,NME5,31,-0.1763,29,-0.2788,42,0.35285,49,0.71676,19,-0.8897,12,-1.5583
ENSG00000112983,BRD8,81,0.26382,52,-0.5447,91,0.46468,65,-0.1450,76,0.12471,69,-0.0205
ENSG00000094880,CDC23,22,-0.3439,28,0.08450,27,0.00914,37,0.64670,13,-1.0577,16,-0.7756
ENSG00000120709,FAM53C,56,0.22056,56,0.25522,34,-0.6122,47,-0.0984,57,0.23572,45,-0.1326
ENSG00000120733,KDM3B,59,0.33117,50,0.06358,40,-0.3245,33,-0.6890,67,0.51496,68,0.53785
ENSG00000132563,REEP2,100,-0.3607,159,0.49430,100,-0.3587,174,0.68484,51,-1.3566,41,-1.6779
ENSG00000120738,EGR1,173,0.61036,105,-0.2845,147,0.31554,140,0.26052,67,-0.9352,31,-2.0703
ENSG00000120705,ETF1,59,-0.0182,51,-0.3018,52,-0.2466,76,0.49265,64,0.12080,49,-0.3003
ENSG00000113013,HSPA9,183,-0.3864,169,-0.5616,347,0.74983,238,0.06927,268,0.24290,207,-0.1620
ENSG00000044115,CTNNA1,59,-0.8397,103,0.08856,67,-0.6329,76,-0.4701,153,0.71555,235,1.45683
ENSG00000146006,LRRTM2,89,0.75007,65,0.20216,51,-0.2366,45,-0.5006,42,-0.5048,53,-0.1627
ENSG00000120725,SIL1,24,0.15452,15,-0.6205,23,0.08335,23,0.15142,18,-0.2902,33,0.65874
ENSG00000120727,PAIP2,148,-0.9453,261,-0.0162,373,0.62855,299,0.25226,249,-0.0853,185,-0.5431
ENSG00000170464,DNAJC18,90,0.14810,73,-0.2308,123,0.70515,79,-0.1015,39,-1.1385,74,-0.1695
ENSG00000131508,UBE2D2,57,-0.9052,105,0.10585,101,0.03369,149,0.84501,60,-0.7632,53,-0.9746
ENSG00000171604,CXXC5,231,-0.1000,250,0.04424,223,-0.1564,230,-0.1200,249,0.02888,338,0.51832
ENSG00000146005,PSD2,32,-0.8512,59,0.19624,23,-1.3128,38,-0.6033,200,2.31284,37,-0.5553
ENSG00000185129,PURA,398,0.80778,209,-0.3737,331,0.45924,108,-1.4956,287,0.18052,372,0.60236
ENSG00000182700,IGIP,107,-0.1048,134,0.32164,123,0.12580,107,-0.1221,87,-0.4107,98,-0.2394
ENSG00000120306,CYSTM1,45,-0.6997,62,-0.1876,48,-0.5914,89,0.52029,147,1.25280,37,-0.9392
ENSG00000113068,PFDN1,94,-0.2912,107,-0.0649,151,0.55108,120,0.15131,88,-0.3544,73,-0.6523
ENSG00000131503,ANKHD1,142,0.41211,66,-0.9489,107,-0.0801,55,-1.2624,229,1.16237,261,1.38992
ENSG00000213523,SRA1,21,-0.4410,22,-0.3466,25,-0.1067,36,0.57557,35,0.42025,21,-0.3422
ENSG00000113108,APBB3,18,-0.8264,18,-0.8506,33,0.16069,55,1.35565,16,-0.9721,20,-0.6354
ENSG00000176087,SLC35A4,13,-0.7599,25,0.42445,21,0.06177,24,0.31150,13,-0.6167,15,-0.4110
ENSG00000131495,NDUFA2,97,-0.9496,170,-0.0237,208,0.33234,235,0.63621,155,-0.1589,85,-1.0700
ENSG00000113141,IK,161,0.05272,121,-0.4732,249,0.84952,100,-0.8005,173,0.15923,219,0.54157
ENSG00000120314,WDR55,19,0.51342,12,-0.3483,14,0.02390,16,0.18415,11,-0.3794,10,-0.4739
ENSG00000170445,HARS,86,-0.1534,90,-0.0928,120,0.43488,121,0.50426,44,-1.1607,41,-1.2613
ENSG00000112855,HARS2,13,0.12037,7,-0.9133,13,0.14299,16,0.47036,20,0.77512,6,-1.1404
ENSG00000146007,ZMAT2,281,0.32301,226,-0.0669,336,0.65137,176,-0.5262,160,-0.5848,209,-0.1788
ENSG00000120324,PCDHB10,9,-0.8912,19,0.41364,18,0.33231,19,0.38696,13,-0.2888,4,-2.0692
ENSG00000120327,PCDHB14,26,0.73674,14,-0.3944,17,-0.0171,19,0.17535,11,-0.6320,11,-0.6763
ENSG00000178913,TAF7,140,-0.1648,113,-0.5622,248,0.87486,161,0.08565,100,-0.6645,148,-0.0535
ENSG00000131504,DIAPH1,58,0.74981,41,0.11450,43,0.20083,31,-0.4007,27,-0.5510,16,-1.2740
ENSG00000171720,HDAC3,20,-0.0685,15,-0.5718,22,0.10417,33,0.89948,11,-0.9414,13,-0.7548
ENSG00000164620,RELL2,20,-1.0156,42,0.17449,51,0.52925,62,1.00838,4,-3.3337,1,-5.2952
ENSG00000081791,DELE1,38,0.85129,19,-0.4220,10,-1.2946,25,0.13886,25,0.07464,29,0.35852
ENSG00000013561,RNF14,42,-0.6565,82,0.52689,67,0.10346,71,0.22518,32,-1.0403,48,-0.4262
ENSG00000113552,GNPDA1,35,0.08262,36,0.14143,24,-0.5793,50,0.81276,18,-0.9581,9,-1.8646
ENSG00000131507,NDFIP1,524,-0.0920,512,-0.1460,575,0.06929,828,0.84378,181,-1.6901,234,-1.3111
ENSG00000187678,SPRY4,13,-0.0107,11,-0.2693,15,0.27738,18,0.69418,6,-1.1213,5,-1.4531
ENSG00000113578,FGF1,60,-0.8644,99,-0.0567,8,-3.7932,22,-2.5403,196,1.06951,526,3.05092
ENSG00000145819,ARHGAP26,303,1.01013,179,0.03835,154,-0.2205,160,-0.1787,88,-1.0508,88,-1.0594
ENSG00000113580,NR3C1,164,0.63236,128,0.20357,138,0.30959,76,-0.7512,51,-1.2541,118,0.03722
ENSG00000145817,YIPF5,64,0.07484,44,-0.5963,92,0.72031,62,0.00276,52,-0.2569,56,-0.1350
ENSG00000183775,KCTD16,304,1.02635,156,-0.2094,201,0.24282,167,-0.0829,78,-1.2368,39,-2.2395
ENSG00000133706,LARS,143,0.15637,113,-0.2660,184,0.61941,105,-0.4051,108,-0.2964,150,0.21824
ENSG00000091009,RBM27,124,0.71471,63,-0.4994,128,0.77918,41,-1.2534,86,0.06089,97,0.24521
ENSG00000113649,TCERG1,284,1.25901,80,-1.0678,199,0.55527,98,-0.7300,77,-0.9854,177,0.30103
ENSG00000156475,PPP2R2B,142,-0.5635,194,-0.0492,271,0.55380,249,0.44470,94,-1.1532,140,-0.5404
ENSG00000113657,DPYSL3,68,-0.0956,48,-0.7416,45,-0.7565,77,0.12450,162,1.33982,101,0.53908
ENSG00000176049,JAKMIP2,174,0.76932,88,-0.4764,168,0.69557,59,-1.1739,90,-0.3609,155,0.48689
ENSG00000145868,FBXO38,29,0.27029,18,-0.5602,31,0.35260,23,-0.1776,29,0.21102,29,0.20798
ENSG00000173210,ABLIM3,36,0.52367,25,-0.1400,16,-0.8596,29,0.19639,28,0.07875,26,-0.0409
ENSG00000164284,GRPEL2,7,-1.4901,21,0.21134,29,0.74808,26,0.58712,11,-0.8224,4,-2.0784
ENSG00000145882,PCYOX1L,15,-0.7426,23,-0.0324,38,0.85564,31,0.52652,9,-1.4956,7,-1.7646
ENSG00000113712,CSNK1A1,184,0.06242,151,-0.2940,182,0.04147,184,0.07356,180,0.02344,210,0.26562
ENSG00000183111,ARHGEF37,15,-0.2133,14,-0.4520,5,-1.7586,10,-1.0070,12,-0.5947,86,2.88706
ENSG00000113716,HMGXB3,28,0.42639,22,0.03067,20,-0.0916,20,-0.1838,19,-0.2072,20,-0.1392
ENSG00000182578,CSF1R,2,-2.4857,9,-0.6574,3,-2.1993,14,0.15755,36,1.66221,41,1.91161
ENSG00000113721,PDGFRB,11,-0.8315,29,1.01909,9,-1.0101,7,-1.6428,57,1.96185,10,-0.8665
ENSG00000011083,SLC6A7,28,-0.0048,27,-0.0763,32,0.26492,43,0.89283,0,-5.5282,5,-2.5240
ENSG00000070808,CAMK2A,506,0.40031,409,0.02432,424,0.08651,415,0.05144,386,-0.0685,127,-1.7504
ENSG00000070814,TCOF1,65,0.37624,47,-0.1900,69,0.49317,42,-0.4106,24,-1.1833,69,0.43044
ENSG00000019582,CD74,14,-2.4805,72,0.09601,11,-2.7970,46,-0.7157,257,2.32473,158,1.39646
ENSG00000164587,RPS14,428,-0.9042,1024,0.66796,656,-0.2037,705,-0.0918,867,0.25243,650,-0.2011
ENSG00000070614,NDST1,18,-0.4301,34,0.72173,12,-1.0513,15,-0.8160,38,0.71663,40,0.82662
ENSG00000171992,SYNPO,140,0.29905,140,0.33528,62,-1.0426,137,0.29091,132,0.18410,49,-1.3385
ENSG00000086589,RBM22,44,-0.2289,48,-0.0863,46,-0.1399,49,-0.0450,64,0.38607,68,0.46194
ENSG00000132912,DCTN4,53,-0.4969,74,0.08151,65,-0.1452,83,0.30773,62,-0.2144,83,0.24466
ENSG00000211445,GPX3,7,-3.3225,30,-1.1950,101,0.94391,126,1.71483,31,-0.9906,6,-3.2868
ENSG00000145901,TNIP1,23,-0.3388,25,-0.2473,29,0.00265,36,0.46949,31,0.13616,24,-0.2576
ENSG00000197043,ANXA6,164,-0.7233,187,-0.5553,319,0.40820,472,1.38204,54,-2.3189,44,-2.6249
ENSG00000196743,GM2A,20,-0.4832,19,-0.5690,13,-1.1280,17,-0.8249,58,1.27805,87,2.01360
ENSG00000123643,SLC36A1,21,0.05456,24,0.38367,20,-0.0045,23,0.29599,8,-1.2740,7,-1.4559
ENSG00000113140,SPARC,36,-2.5849,23,-3.3652,20,-3.4857,73,-1.6479,1638,4.79869,242,0.38321
ENSG00000177556,ATOX1,51,-1.2854,92,-0.3709,121,0.12913,162,0.75696,135,0.29150,107,-0.0775
ENSG00000145907,G3BP1,65,0.57512,33,-0.6585,39,-0.3329,47,-0.0074,55,0.24416,64,0.48417
ENSG00000155511,GRIA1,166,0.73043,121,0.16280,117,0.08675,100,-0.1902,59,-0.9558,44,-1.4116
ENSG00000055147,FAM114A2,21,0.50210,11,-0.5650,23,0.67626,13,-0.3265,10,-0.6383,16,0.08643
ENSG00000164576,SAP30L,34,0.09273,43,0.56515,30,-0.1042,27,-0.3569,21,-0.6203,29,-0.1713
ENSG00000155506,LARP1,392,0.62193,268,-0.0675,312,0.20411,217,-0.4516,176,-0.7013,290,0.07069
ENSG00000170271,FAXDC2,22,-0.5782,16,-1.1929,7,-2.2566,18,-1.0232,103,1.99228,119,2.29113
ENSG00000155508,CNOT8,34,-0.1108,31,-0.2878,25,-0.5947,53,0.81078,36,-0.0083,26,-0.4987
ENSG00000082516,GEMIN5,19,0.08009,20,0.14150,15,-0.3402,9,-1.1320,26,0.54618,38,1.18214
ENSG00000082515,MRPL22,21,-0.4521,19,-0.7158,37,0.49277,41,0.82380,19,-0.5799,18,-0.6236
ENSG00000155868,MED7,13,-0.2010,11,-0.4734,25,1.00411,18,0.50340,2,-2.7588,6,-1.2120
ENSG00000055163,CYFIP2,407,0.26863,325,-0.1383,346,-0.0160,448,0.50116,227,-0.6634,140,-1.3945
ENSG00000155858,LSM11,27,-0.3251,46,0.64131,48,0.68084,24,-0.5590,16,-1.0705,20,-0.7438
ENSG00000113282,CLINT1,78,0.34592,63,-0.0417,96,0.71520,40,-0.8428,53,-0.2838,61,-0.0774
ENSG00000145860,RNF145,210,0.92901,90,-0.6308,154,0.33671,128,0.01590,47,-1.4952,94,-0.4566
ENSG00000164332,UBLCP1,96,0.02220,85,-0.2058,130,0.56357,108,0.25641,50,-0.9799,57,-0.7887
ENSG00000170214,ADRA1B,26,0.90149,15,-0.0479,8,-1.0367,20,0.49951,5,-1.5788,8,-0.9304
ENSG00000113312,TTC1,121,-0.4527,157,-0.0083,235,0.71776,148,-0.1223,120,-0.4289,149,-0.0961
ENSG00000170234,PWWP2A,74,0.59422,44,-0.3337,38,-0.5646,22,-1.5168,42,-0.3763,173,2.02469
ENSG00000170231,FABP6,11,-0.4226,28,1.38241,9,-0.7073,14,-0.1205,2,-2.7459,8,-0.8488
ENSG00000164609,SLU7,272,0.33165,181,-0.4095,393,1.03242,171,-0.5140,137,-0.7662,184,-0.3170
ENSG00000145864,GABRB2,751,0.35204,533,-0.2705,1188,1.24563,543,-0.2340,142,-2.2115,135,-2.2806
ENSG00000022355,GABRA1,620,0.21304,479,-0.2561,938,0.99250,596,0.16135,105,-2.4890,141,-2.0514
ENSG00000280776,LINC01202,3,-2.1230,13,0.08925,17,0.46278,25,1.41543,0,-7.6874,1,-3.6584
ENSG00000113327,GABRG2,268,-0.0278,189,-0.6693,505,1.15928,357,0.54510,45,-2.6845,41,-2.8108
ENSG00000113328,CCNG1,9,-1.2574,17,-0.3875,22,0.06069,28,0.60303,26,0.34283,27,0.40800
ENSG00000170584,NUDCD2,24,-0.7356,33,-0.2301,28,-0.4697,40,0.13785,60,0.77663,63,0.86664
ENSG00000038274,MAT2B,43,-1.2195,125,0.62881,112,0.34654,114,0.42515,37,-1.3595,38,-1.3411
ENSG00000145934,TENM2,71,0.11797,42,-0.8278,147,1.52961,63,-0.1006,28,-1.2937,19,-1.8488
ENSG00000113645,WWC1,38,-0.0570,42,0.11972,28,-0.5905,32,-0.3912,96,1.46637,25,-0.7229
ENSG00000113643,RARS,59,0.29321,38,-0.4925,78,0.80040,45,-0.1884,35,-0.5683,41,-0.2900
ENSG00000188573,FBLL1,36,-0.8592,76,0.44431,60,-0.0261,89,0.77387,21,-1.5964,23,-1.4461
ENSG00000120137,PANK3,123,0.79126,89,0.21910,66,-0.3215,71,-0.2265,43,-0.9388,56,-0.5524
ENSG00000184347,SLIT3,72,1.89490,16,-1.0044,12,-1.2898,26,-0.1368,30,0.13749,10,-1.4678
ENSG00000040275,SPDL1,23,0.42967,11,-0.8733,22,0.34755,8,-1.3988,36,1.08908,34,1.03133
ENSG00000181163,NPM1,188,-0.3206,214,-0.1080,300,0.49847,198,-0.2551,276,0.31085,233,0.04562
ENSG00000072803,FBXW11,127,0.12122,126,0.11406,106,-0.2004,120,0.01287,101,-0.2569,122,0.04221
ENSG00000168246,UBTD2,14,-0.0389,14,-0.0900,13,-0.1848,17,0.32516,9,-0.7423,18,0.33414
ENSG00000120129,DUSP1,34,-0.7986,66,0.34602,46,-0.3338,44,-0.4288,167,1.86053,10,-2.5145
ENSG00000113719,ERGIC1,54,0.57281,31,-0.4282,31,-0.4194,46,0.31258,50,0.37544,20,-0.9877
ENSG00000037241,RPL26L1,33,-0.4658,34,-0.4314,69,0.83743,60,0.66757,14,-1.6271,19,-1.2312
ENSG00000113732,ATP6V0E1,19,-0.4661,24,-0.1202,10,-1.5070,24,-0.1552,76,1.82359,31,0.27784
ENSG00000164463,CREBRF,124,0.43832,91,-0.1191,120,0.37861,54,-1.0482,84,-0.2249,157,0.77472
ENSG00000145919,BOD1,34,-0.3565,41,-0.0314,46,0.18864,54,0.50479,34,-0.3309,22,-0.9535
ENSG00000113742,CPEB4,241,0.65311,157,-0.1252,188,0.19712,103,-0.8684,176,0.07944,197,0.25908
ENSG00000170091,NSG2,165,-0.7789,229,-0.2664,389,0.69824,394,0.83156,82,-1.7660,111,-1.3151
ENSG00000184845,DRD1,21,0.39130,24,0.78365,12,-0.4685,17,0.01044,2,-2.9381,7,-1.1938
ENSG00000164466,SFXN1,99,0.25524,81,-0.1040,75,-0.2047,100,0.31590,68,-0.3467,64,-0.4419
ENSG00000113749,HRH2,49,0.78293,24,-0.4898,42,0.49469,31,-0.0060,19,-0.7329,11,-1.4960
ENSG00000145920,CPLX2,510,0.28839,673,0.93002,230,-1.0368,347,-0.4097,530,0.32278,123,-1.9003
ENSG00000051596,THOC3,24,0.12129,21,-0.1622,21,-0.1389,37,1.01863,1,-3.9463,8,-1.5993
ENSG00000170085,SIMC1,17,0.59172,10,-0.2661,14,0.28130,11,-0.0919,10,-0.2438,6,-0.9048
ENSG00000122203,KIAA1191,75,-0.5216,129,0.46671,99,-0.0549,131,0.49983,60,-0.8113,38,-1.4927
ENSG00000175414,ARL10,65,0.79086,41,-0.0643,29,-0.6314,43,0.05155,26,-0.7453,40,-0.0906
ENSG00000048162,NOP16,6,-1.3770,13,-0.1155,17,0.35839,24,1.20907,5,-1.3861,3,-2.1334
