Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000135968,GCC2,237,-0.5985,196,-0.8875,179,-1.0257,288,-0.3279,481,0.72983,477,0.51909,362,0.06797
ENSG00000169756,LIMS1,37,1.73270,17,0.33556,11,-0.2841,8,-0.8279,5,-1.5842,11,-0.2882,26,1.09505
ENSG00000153201,RANBP2,111,-0.3949,132,-0.1245,160,0.18237,125,-0.2262,165,0.30888,158,0.17024,119,-0.2841
ENSG00000172985,SH3RF3,20,0.89868,9,-0.3297,8,-0.5100,8,-0.6115,9,-0.5452,19,0.76448,17,0.64896
ENSG00000186522,SEPTIN10,24,1.59302,0,-5.5356,0,-5.6404,2,-2.0755,3,-1.7563,11,0.20999,45,2.94955
ENSG00000282033,AC074387.1,3,-2.1541,10,-0.4059,13,-0.0969,23,1.07308,16,0.33568,12,-0.1752,2,-2.5295
ENSG00000144061,NPHP1,15,0.41920,12,0.13047,15,0.47448,7,-0.7289,12,0.16391,12,0.06346,8,-0.5844
ENSG00000175701,MTLN,111,-0.5217,158,0.03220,198,0.39291,202,0.49433,164,0.11813,77,-1.0895,110,-0.5336
ENSG00000175772,LINC01106,7,-1.4191,17,-0.0157,21,0.26424,22,0.40150,21,0.38066,14,-0.3312,9,-0.9103
ENSG00000172965,MIR4435-2HG,4,-1.2714,7,-0.5027,8,-0.3508,10,-0.0578,16,1.00004,8,-0.4521,7,-0.5005
ENSG00000153107,ANAPC1,23,-0.5306,35,0.08467,32,-0.0685,42,0.44578,36,0.16915,26,-0.3783,23,-0.5748
ENSG00000153208,MERTK,46,2.34416,10,-0.3940,12,-0.0017,9,-0.4607,6,-1.1800,7,-0.7755,11,-0.2084
ENSG00000153214,TMEM87B,13,0.13665,10,-0.2229,15,0.39612,17,0.69976,12,0.04624,5,-1.3724,4,-1.4174
ENSG00000144152,FBLN7,7,-1.0411,12,-0.3295,56,2.36513,17,0.25089,11,-0.6269,5,-1.7187,3,-2.1564
ENSG00000144161,ZC3H8,40,-0.1066,31,-0.4654,65,0.70003,41,-0.0680,44,0.07657,43,0.02244,31,-0.4786
ENSG00000188177,ZC3H6,133,0.67389,100,0.20926,67,-0.4241,77,-0.2411,74,-0.3423,96,0.14817,108,0.32611
ENSG00000114999,TTL,51,-0.7532,99,0.28707,98,0.25957,78,-0.1085,79,-0.0897,109,0.43485,79,-0.0743
ENSG00000125611,CHCHD5,44,0.53545,37,0.23749,25,-0.4053,40,0.42073,22,-0.7029,24,-0.4465,43,0.47193
ENSG00000144136,SLC20A1,22,-1.4713,70,0.34734,32,-0.8910,69,0.34870,73,0.56234,57,-0.0041,29,-1.0096
ENSG00000189223,PAX8-AS1,15,-0.4811,26,0.41892,29,0.54394,21,0.02432,21,0.03746,13,-0.7023,17,-0.2507
ENSG00000136682,CBWD2,8,-0.2083,7,-0.4365,13,0.56113,8,-0.2442,6,-0.5699,14,0.70020,13,0.60222
ENSG00000144134,RABL2A,7,-0.9748,14,-0.0305,16,0.16963,14,-0.0811,13,-0.2100,22,0.67644,18,0.36261
ENSG00000115084,SLC35F5,41,1.24171,19,0.00576,19,-0.0725,11,-0.8712,11,-0.9987,28,0.59334,30,0.72975
ENSG00000115091,ACTR3,78,-0.7837,144,0.18026,91,-0.5513,134,0.06891,156,0.42028,120,-0.1054,117,-0.1463
ENSG00000175497,DPP10,95,-0.0752,66,-0.6443,104,0.07083,85,-0.2809,114,0.27876,144,0.59534,77,-0.4082
ENSG00000235026,DPP10-AS1,13,-0.9824,30,0.27139,58,1.41104,29,0.24237,17,-0.7540,29,0.24152,13,-0.9763
ENSG00000088205,DDX18,127,0.18536,68,-0.7902,162,0.58297,89,-0.4155,126,0.23072,100,-0.1940,117,0.05958
ENSG00000125633,CCDC93,29,0.70166,22,0.28287,21,0.18181,17,-0.1535,16,-0.2751,9,-1.1004,23,0.31754
ENSG00000125629,INSIG2,23,-0.8773,51,0.35608,31,-0.4109,42,0.03908,47,0.30821,43,0.07836,35,-0.2530
ENSG00000144119,C1QL2,17,0.73302,16,0.66120,67,3.80029,1,-3.7018,0,-5.0521,4,-1.5135,2,-2.5940
ENSG00000186132,C2orf76,15,0.28273,13,0.02151,12,-0.0675,14,0.09826,13,-0.0031,6,-1.0610,16,0.32923
ENSG00000155368,DBI,882,2.03998,310,0.16075,308,0.14849,189,-0.6874,156,-1.0930,158,-0.8996,304,0.12917
ENSG00000163075,CFAP221,9,-0.4789,14,0.20914,10,-0.2676,18,0.68652,12,-0.0146,8,-0.6129,9,-0.4476
ENSG00000144120,TMEM177,6,-1.0474,13,0.06973,18,0.59574,16,0.50386,12,-0.0830,12,0.02520,6,-1.0956
ENSG00000088179,PTPN4,37,-1.1662,131,0.81007,114,0.57401,64,-0.3927,80,-0.0072,77,-0.0517,74,-0.1309
ENSG00000115109,EPB41L5,19,0.77867,19,0.73125,9,-0.3921,7,-0.7735,10,-0.2814,16,0.45346,10,-0.2436
ENSG00000226479,TMEM185B,14,0.22894,19,0.71786,11,-0.1697,8,-0.6020,7,-0.9034,21,0.95541,16,0.49366
ENSG00000144118,RALB,87,-0.2038,103,0.05618,94,-0.0811,160,0.92742,81,-0.3885,56,-0.8957,87,-0.2004
ENSG00000074054,CLASP1,52,-0.1815,53,-0.1563,72,0.33967,64,0.17941,59,0.01805,56,-0.0715,45,-0.3945
ENSG00000236859,NIFK-AS1,18,0.89664,11,0.06861,7,-0.4994,8,-0.3551,6,-1.0402,8,-0.4414,25,1.50523
ENSG00000155438,NIFK,49,0.21813,34,-0.3665,47,0.15575,38,-0.1956,44,0.07389,43,0.00905,45,0.08513
ENSG00000211460,TSN,58,-0.2346,72,0.10824,62,-0.1399,62,-0.1645,68,0.01298,82,0.31966,74,0.14046
ENSG00000155052,CNTNAP5,1,-2.3778,7,-0.2368,8,-0.0480,8,-0.2126,11,0.41499,15,0.93235,7,-0.3569
ENSG00000136717,BIN1,49,-1.2184,111,0.04184,62,-0.8737,120,0.19593,94,-0.2848,133,0.33108,205,1.06983
ENSG00000163161,ERCC3,24,-0.5295,28,-0.3284,30,-0.1975,37,0.14770,38,0.24818,28,-0.3360,42,0.34660
ENSG00000169967,MAP3K2,56,0.76514,27,-0.4080,40,0.19294,24,-0.6331,29,-0.3965,39,0.15199,55,0.74376
ENSG00000163166,IWS1,70,0.28816,37,-0.7100,48,-0.3212,51,-0.2353,56,-0.1059,55,-0.0926,106,0.99126
ENSG00000136709,WDR33,45,-0.0577,58,0.37856,39,-0.2536,45,-0.0602,47,0.02689,43,-0.0973,47,0.01060
ENSG00000144231,POLR2D,27,0.19723,25,0.08235,23,-0.0225,24,0.05016,19,-0.3901,23,-0.0127,31,0.45132
ENSG00000144233,AMMECR1L,11,0.08797,8,-0.4927,13,0.28296,17,0.86970,8,-0.6002,10,-0.0504,8,-0.5347
ENSG00000136715,SAP130,22,0.01914,24,0.18439,17,-0.3641,22,0.01958,21,-0.0870,22,0.04012,25,0.22624
ENSG00000136731,UGGT1,28,-0.0010,24,-0.2564,29,0.04478,33,0.30713,25,-0.2648,25,-0.2101,35,0.36713
ENSG00000136720,HS6ST1,62,-0.3542,104,0.47275,202,1.65587,106,0.58708,45,-1.0229,37,-1.1483,25,-1.7401
ENSG00000136699,SMPD4,27,-0.4939,46,0.36479,46,0.35754,38,0.04471,25,-0.7440,51,0.50287,49,0.45657
ENSG00000152082,MZT2B,527,-0.0423,670,0.34631,691,0.39742,512,-0.0972,489,-0.2028,416,-0.4166,614,0.20533
ENSG00000136710,CCDC115,47,-0.4118,60,-0.0267,54,-0.1886,85,0.62210,61,-0.0018,42,-0.5810,54,-0.1853
ENSG00000136718,IMP4,41,-0.3368,73,0.57688,43,-0.2585,56,0.15910,45,-0.2723,51,-0.0193,58,0.19789
ENSG00000072135,PTPN18,18,0.20038,25,0.72840,27,0.89612,7,-1.2778,12,-0.4854,17,0.10021,20,0.37179
ENSG00000178171,AMER3,4,-1.7702,19,0.52657,15,0.09887,15,0.12055,12,-0.2040,18,0.44891,15,0.11768
ENSG00000136002,ARHGEF4,131,-0.0933,162,0.24727,89,-0.6914,158,0.24110,120,-0.2894,188,0.49493,141,0.02688
ENSG00000152102,FAM168B,86,-0.9963,210,0.41666,179,0.15517,164,0.01725,166,0.04147,163,5.71865,163,-0.0002
ENSG00000115762,PLEKHB2,147,-0.9718,346,0.37021,214,-0.3999,308,0.20590,309,0.23970,261,-0.0882,244,-0.1911
ENSG00000173272,MZT2A,165,-0.3547,295,0.58743,251,0.31645,182,-0.2261,199,-0.0688,184,-0.1829,207,0.00198
ENSG00000163040,CCDC74A,10,0.15978,15,0.73695,10,0.14085,9,-0.1380,9,-0.1292,8,-0.2436,7,-0.5236
ENSG00000287151,C2orf27A,9,-0.7611,21,0.58430,13,-0.2032,15,0.00792,13,-0.2258,24,0.76088,12,-0.3508
ENSG00000150551,LYPD1,41,1.72366,22,0.62251,18,0.34910,5,-1.6725,7,-1.2721,14,-0.0763,21,0.58340
ENSG00000176771,NCKAP5,23,1.06708,13,0.10706,1,-3.4709,7,-0.8315,5,-1.5972,19,0.71543,36,1.89786
ENSG00000152127,MGAT5,39,-0.3256,41,-0.2327,28,-0.8140,49,0.03760,57,0.37174,46,-0.0846,56,0.25347
ENSG00000152128,TMEM163,6,-2.1270,20,-0.3129,11,-1.2120,48,1.33554,26,0.10018,24,-0.0699,12,-1.0786
ENSG00000082258,CCNT2,37,-0.1102,42,0.10308,33,-0.2880,52,0.51425,29,-0.5805,49,0.36666,41,0.08561
ENSG00000115839,RAB3GAP1,59,-0.7510,91,-0.0617,76,-0.3563,111,0.28267,108,0.28529,100,0.07762,76,-0.3388
ENSG00000048991,R3HDM1,103,-0.8845,186,0.04507,219,0.30998,219,0.34942,190,0.09454,180,-0.0090,116,-0.6915
ENSG00000144224,UBXN4,203,0.47520,181,0.28797,117,-0.4116,105,-0.6405,147,-0.0667,173,0.20879,193,0.39249
ENSG00000076003,MCM6,15,-0.4533,15,-0.3987,13,-0.6024,19,-0.1198,25,0.45569,22,0.13733,23,0.19580
ENSG00000115866,DARS,141,0.91928,56,-0.5602,84,0.05739,60,-0.5173,76,-0.1161,85,0.07648,94,0.23593
ENSG00000150540,HNMT,31,0.96312,10,-0.7666,13,-0.4323,15,-0.1952,16,-0.1515,22,0.34982,18,0.04603
ENSG00000144228,SPOPL,9,-1.0670,20,0.08619,14,-0.4513,23,0.34665,13,-0.6421,25,0.49318,33,0.95345
ENSG00000144227,NXPH2,13,-0.1359,14,-0.0531,23,0.78887,11,-0.3693,18,0.47519,3,-1.9926,12,-0.2084
ENSG00000168702,LRP1B,24,-0.8497,25,-0.7889,10,-2.1229,15,-1.6484,42,0.04368,140,2.18698,58,0.55596
ENSG00000121964,GTDC1,73,-0.2211,120,0.59643,66,-0.3657,86,0.04866,76,-0.2032,79,-0.0811,99,0.26764
ENSG00000169554,ZEB2,189,0.20238,166,-0.0055,95,-0.8757,98,-0.9070,116,-0.6945,275,0.82472,398,1.49466
ENSG00000121989,ACVR2A,11,-0.9697,11,-0.9870,15,-0.5494,26,0.36762,27,0.53576,33,0.70464,9,-1.3327
ENSG00000115947,ORC4,58,-0.5922,82,-0.0654,89,0.07991,102,0.34018,90,0.12958,81,-0.0757,64,-0.4483
ENSG00000204406,MBD5,21,-0.3287,24,-0.0718,26,0.05480,18,-0.5568,29,0.23726,30,0.25288,31,0.32039
ENSG00000135999,EPC2,39,0.26734,18,-0.9330,42,0.38934,29,-0.2011,34,0.08918,35,0.09987,34,0.02928
ENSG00000168280,KIF5C,381,-0.7177,768,0.39392,636,0.08678,605,0.00674,556,-0.1642,712,0.26867,653,0.12864
ENSG00000168288,MMADHC,44,-0.5569,42,-0.6319,82,0.41389,72,0.22720,80,0.49698,47,-0.4771,36,-0.8853
ENSG00000115963,RND3,23,0.71816,14,-0.1066,24,0.77452,10,-0.5875,13,-0.2440,7,-1.0961,20,0.48326
ENSG00000080345,RIF1,108,-0.3502,98,-0.5018,164,0.31725,91,-0.6695,137,0.02803,211,0.74057,174,0.41403
ENSG00000162980,ARL5A,103,0.86755,61,0.00157,76,0.35905,50,-0.3642,55,-0.1952,45,-0.4794,60,-0.0357
ENSG00000182389,CACNB4,56,-1.2143,113,-0.1512,99,-0.3577,143,0.25970,127,0.04935,197,0.75889,109,-0.2088
ENSG00000115145,STAM2,47,0.68529,36,0.23874,30,-0.0750,23,-0.5099,26,-0.3336,25,-0.3184,47,0.69169
ENSG00000157827,FMNL2,171,0.47362,88,-0.5800,87,-0.5942,66,-1.1105,77,-0.9452,205,0.77971,361,1.82577
ENSG00000196504,PRPF40A,129,0.64121,45,-1.0137,43,-1.0724,56,-0.7649,104,0.38614,109,0.36179,120,0.52392
ENSG00000177519,RPRM,1,-3.0710,5,-1.5159,0,-5.7336,7,-1.0704,16,0.34382,27,1.17891,39,1.86266
ENSG00000144278,GALNT13,11,-0.0563,10,-0.1558,25,1.28399,12,0.07456,9,-0.4468,4,-1.4146,13,0.18590
ENSG00000162989,KCNJ3,76,-0.8426,166,0.39055,188,0.59710,135,0.06019,126,-0.0758,146,0.18591,81,-0.7351
ENSG00000153234,NR4A2,7,-1.8148,0,-5.7365,0,-9.3949,0,-5.4668,18,-0.4833,154,4.11163,16,-0.5782
ENSG00000115159,GPD2,32,-0.0251,40,0.33365,16,-1.1253,16,-1.1731,23,-0.6623,81,1.57012,55,0.87524
ENSG00000136541,ERMN,40,-1.9310,13,-3.5793,6,-4.5001,24,-2.8217,37,-2.3277,94,-0.6520,1114,4.98535
ENSG00000123612,ACVR1C,9,-0.9389,24,0.52486,58,2.13696,21,0.32686,13,-0.5617,2,-3.2167,0,-4.9573
ENSG00000115170,ACVR1,21,0.95082,6,-0.9494,8,-0.6845,14,0.26634,10,-0.4038,11,-0.1122,16,0.49094
ENSG00000153237,CCDC148,18,0.42639,10,-0.5062,15,0.14341,10,-0.5638,12,-0.2307,23,0.87250,15,0.10877
ENSG00000144283,PKP4,74,-0.4509,140,0.57529,58,-0.8173,74,-0.5020,61,-0.9029,181,1.01608,201,1.20117
ENSG00000196151,WDSUB1,17,-0.3007,27,0.38895,25,0.29888,23,0.14398,22,0.15544,12,-0.8012,15,-0.5506
ENSG00000123636,BAZ2B,256,1.00559,117,-0.2886,136,-0.0450,109,-0.4300,82,-1.0078,173,0.34569,254,0.99286
ENSG00000136536,MARCH7,49,0.05954,43,-0.1367,61,0.41383,43,-0.1657,47,-0.0054,50,0.07313,42,-0.1788
ENSG00000241399,CD302,49,2.60869,8,-0.5850,8,-0.5902,6,-0.9680,3,-2.2646,11,-0.0367,20,0.83501
ENSG00000153250,RBMS1,22,0.59075,14,-0.1161,11,-0.4133,11,-0.5640,15,0.07070,22,0.63457,13,-0.2674
ENSG00000136560,TANK,35,0.15271,33,0.05692,28,-0.1955,29,-0.1941,28,-0.2507,38,0.27520,44,0.49436
ENSG00000115233,PSMD14,122,-0.1726,98,-0.5274,170,0.35775,138,0.01427,162,0.36082,132,-0.0524,83,-0.7814
ENSG00000136535,TBR1,10,-3.6311,95,-0.3456,45,-1.4914,141,0.33213,131,0.22711,243,1.21961,110,-0.1042
ENSG00000144290,SLC4A10,68,-1.7309,235,0.17694,263,0.36119,177,-0.3096,226,0.14425,370,0.93880,139,-0.6466
ENSG00000115271,GCA,20,-1.1523,34,-0.3070,23,-0.8805,45,0.13203,50,0.40890,43,0.06428,55,0.44375
ENSG00000182263,FIGN,18,0.26291,7,-1.1719,10,-0.5392,16,0.11908,24,1.05591,8,-0.9449,3,-2.1124
ENSG00000115290,GRB14,5,-1.4518,12,-0.1119,39,1.86016,27,1.44464,7,-1.0472,0,-5.5926,0,-6.4074
ENSG00000082438,COBLL1,67,2.45468,9,-0.9595,6,-1.4636,22,0.45683,10,-0.9640,6,-1.5314,9,-0.9029
ENSG00000153253,SCN3A,82,0.11539,47,-0.7568,74,-0.0533,59,-0.4508,77,0.02130,134,0.92632,78,0.03290
ENSG00000136531,SCN2A,111,-1.9057,259,-0.6276,398,0.04519,337,-0.2453,462,0.38127,754,1.12174,287,-0.4725
ENSG00000178662,CSRNP3,89,-0.8685,172,0.15488,156,0.00098,171,0.17307,170,0.18328,209,0.47967,79,-1.0444
ENSG00000123607,TTC21B,23,-0.0249,20,-0.2707,25,0.11597,24,0.00330,27,0.26069,20,-0.2832,20,-0.2316
ENSG00000144285,SCN1A,34,-2.0665,95,-0.5223,140,0.08252,193,0.70744,197,0.89639,45,-1.6478,38,-1.8846
ENSG00000172318,B3GALT1,17,-0.0947,18,-0.0623,17,-0.1207,19,0.10171,18,0.02895,22,0.31778,14,-0.3641
ENSG00000198648,STK39,65,-1.1303,114,-0.2791,112,-0.3047,145,0.11163,173,0.52153,109,-0.3472,152,0.17409
ENSG00000172292,CERS6,49,-1.3630,89,-0.4710,118,-0.0239,158,0.50865,145,0.40565,140,0.24200,54,-1.2300
ENSG00000163093,BBS5,6,-0.9212,11,-0.1320,19,0.75807,13,0.14957,7,-0.9929,22,1.08642,13,0.14101
ENSG00000138399,FASTKD1,13,-0.7345,20,-0.1333,26,0.30977,27,0.42435,25,0.34675,16,-0.4379,9,-1.2513
ENSG00000138398,PPIG,217,0.19233,127,-0.6562,195,0.01956,131,-0.6617,238,0.46278,175,-0.1553,235,0.31927
ENSG00000154479,CCDC173,46,0.98748,44,0.90277,34,0.44612,25,-0.0331,14,-1.0832,21,-0.3176,18,-0.5718
ENSG00000213160,KLHL23,54,0.30287,34,-0.4319,73,0.81206,35,-0.4181,42,-0.1040,56,0.35564,32,-0.4975
ENSG00000138385,SSB,194,-0.3318,194,-0.3309,217,-0.1558,212,-0.2199,311,0.57018,214,-0.1768,220,-0.1340
ENSG00000138382,METTL5,53,-0.6921,78,-0.0955,85,0.03347,62,-0.5094,115,0.71504,89,0.09995,59,-0.5492
ENSG00000144357,UBR3,60,-1.0446,88,-0.4698,123,0.05597,134,0.22515,128,0.16898,158,0.46659,103,-0.2275
ENSG00000239467,AC007405.3,10,0.07587,9,-0.0711,17,0.88768,11,0.15281,10,-0.0566,3,-1.5215,8,-0.3065
ENSG00000128683,GAD1,124,-0.1477,108,-0.3649,302,1.35019,149,0.16490,136,0.00065,39,-1.9220,83,-0.7697
ENSG00000115806,GORASP2,37,-0.4179,48,-0.0195,56,0.22129,46,-0.1004,51,0.08089,54,0.17115,47,-0.0394
ENSG00000198586,TLK1,95,-0.3152,137,0.26820,115,-0.0111,114,-0.0329,109,-0.1232,161,0.53665,96,-0.2930
ENSG00000123600,METTL8,20,0.46940,9,-0.7025,14,-0.0282,13,-0.1713,12,-0.4453,23,0.69700,19,0.43761
ENSG00000115827,DCAF17,12,0.23171,16,0.65509,4,-1.3782,10,-0.0605,8,-0.5693,13,0.41172,16,0.64969
ENSG00000071967,CYBRD1,102,2.96131,14,-0.6472,9,-1.3383,2,-3.3297,9,-1.6082,21,-0.0194,40,0.99648
ENSG00000077380,DYNC1I2,287,0.25418,125,-1.0441,163,-0.6434,202,-0.3396,229,-0.1369,261,0.10092,524,1.28915
ENSG00000115840,SLC25A12,35,-1.3233,83,0.01237,83,0.00970,87,0.09108,100,0.41220,85,0.03829,66,-0.3494
ENSG00000128708,HAT1,40,1.10928,13,-0.7145,17,-0.3173,13,-0.7163,17,-0.3993,26,0.36580,33,0.76466
ENSG00000144355,DLX1,27,0.61674,29,0.70258,41,1.34391,20,0.15884,10,-1.1036,5,-1.9637,13,-0.5812
ENSG00000091409,ITGA6,98,2.95999,11,-1.0086,10,-1.1660,6,-1.8414,9,-1.5299,25,0.29252,26,0.33026
ENSG00000152256,PDK1,4,-1.3952,8,-0.3525,12,0.25812,15,0.66870,9,-0.1642,14,0.45837,7,-0.5923
ENSG00000091428,RAPGEF4,146,-0.4997,267,0.46976,127,-0.7154,235,0.30047,171,-0.3094,192,-0.0611,284,0.57236
ENSG00000091436,MAP3K20,121,3.51596,5,-2.1997,14,-0.6804,12,-0.8959,9,-1.5220,8,-1.4421,14,-0.6930
ENSG00000172845,SP3,30,0.26595,21,-0.2746,27,0.11716,19,-0.5018,23,-0.1899,34,0.48355,34,0.46329
ENSG00000138430,OLA1,122,-0.8020,169,-0.3060,174,-0.2599,213,0.07486,299,0.86498,155,-0.4434,103,-1.0666
ENSG00000138433,CIR1,123,-0.0085,148,0.28808,169,0.50652,93,-0.5092,116,-0.1447,160,0.41421,108,-0.2213
ENSG00000144306,SCRN3,20,-0.1920,15,-0.6472,32,0.52646,24,0.06822,22,-0.1233,31,0.46257,19,-0.2706
ENSG00000163328,GPR155,85,-0.1985,76,-0.3828,77,-0.3639,80,-0.3404,99,0.03456,169,0.92820,106,0.14251
ENSG00000115935,WIPF1,10,-0.3595,2,-2.7861,0,-5.0581,0,-4.4183,3,-2.5001,21,0.81675,85,4.09781
ENSG00000128656,CHN1,603,-1.7543,1652,-0.2157,2143,0.20075,2316,0.37445,2125,0.24572,2385,0.37629,1132,-0.8045
ENSG00000115966,ATF2,54,-0.7893,107,0.27497,125,0.53173,96,0.12573,92,0.03871,90,0.00518,56,-0.7396
ENSG00000154518,ATP5MC3,307,-0.9004,482,-0.1983,588,0.11791,620,0.23018,734,0.65271,315,-0.8602,333,-0.7753
ENSG00000144320,LNPK,39,-0.7671,54,-0.2621,87,0.49524,70,0.16480,75,0.31453,52,-0.3244,45,-0.5524
ENSG00000128654,MTX2,27,-1.8554,70,-0.4189,94,0.04810,105,0.24466,129,0.75977,70,-0.4263,59,-0.6756
ENSG00000163364,LINC01116,4,-1.1445,8,-0.2771,17,0.86464,16,0.86313,8,-0.4726,13,0.49324,1,-2.7665
ENSG00000170144,HNRNPA3,228,-0.1121,233,-0.0772,337,0.52088,218,-0.2015,237,-0.0612,267,0.14308,232,-0.0825
ENSG00000116044,NFE2L2,180,1.47202,54,-0.5352,41,-0.9415,60,-0.4210,48,-0.8570,78,0.04257,143,1.05084
ENSG00000018510,AGPS,30,-0.0433,22,-0.5071,20,-0.6395,19,-0.7763,39,0.55669,37,0.32208,39,0.39665
ENSG00000155636,RBM45,8,-0.2865,11,0.28696,9,-0.0841,9,-0.0981,11,0.27931,9,-0.0156,6,-0.5238
ENSG00000079156,OSBPL6,42,-0.4839,39,-0.5914,64,0.18835,57,0.00572,71,0.47387,61,0.09849,37,-0.6701
ENSG00000223960,CHROMR,8,-0.1303,3,-1.2776,7,-0.2795,8,-0.1273,8,-0.1399,14,0.77012,13,0.71862
ENSG00000180228,PRKRA,50,-0.4693,59,-0.2120,82,0.30600,69,0.03891,79,0.32811,38,-0.8959,73,0.10733
ENSG00000116095,PLEKHA3,57,-0.0213,51,-0.1988,70,0.31686,53,-0.1593,63,0.17132,68,0.25316,38,-0.6500
ENSG00000187231,SESTD1,43,-0.5316,34,-0.8809,53,-0.2157,53,-0.2421,73,0.39034,68,0.19363,83,0.52053
ENSG00000144331,ZNF385B,11,-2.1521,39,-0.3070,26,-0.9082,69,0.74036,61,0.57215,37,-0.3909,35,-0.4464
ENSG00000163510,CWC22,46,-0.1410,31,-0.7551,32,-0.6868,32,-0.7427,62,0.45672,70,0.54016,72,0.58313
ENSG00000170035,UBE2E3,61,-1.2402,148,0.13464,133,-0.0357,196,0.69354,148,0.16963,101,-0.4738,83,-0.7661
ENSG00000162992,NEUROD1,4,-1.3791,7,-0.5153,69,4.08439,9,-0.2675,2,-2.7320,0,-7.6425,0,-8.0698
ENSG00000138434,ITPRID2,67,0.66552,46,0.05343,33,-0.4703,35,-0.4120,28,-0.8604,64,0.58225,81,0.98981
ENSG00000115252,PDE1A,22,-2.2947,75,-0.4994,26,-2.0611,58,-0.9638,166,1.11597,176,0.88472,117,0.20645
ENSG00000077232,DNAJC10,54,-0.2346,43,-0.5755,52,-0.3041,50,-0.4134,79,0.49587,85,0.49723,57,-0.1425
ENSG00000162998,FRZB,93,3.20402,15,-0.2587,25,0.52018,5,-1.8641,8,-1.3570,9,-1.0683,2,-2.9928
ENSG00000061676,NCKAP1,215,-0.9309,447,0.21888,457,0.25481,354,-0.1754,451,0.30583,457,0.25596,268,-0.5916
ENSG00000163002,NUP35,2,-1.9356,9,0.03475,8,-0.1163,14,0.84983,7,-0.4961,7,-0.3918,14,0.72197
ENSG00000170396,ZNF804A,14,-0.5072,15,-0.3815,52,1.71612,13,-0.6364,18,-0.1150,22,0.18942,9,-1.1734
ENSG00000065548,ZC3H15,224,-0.7505,250,-0.5828,412,0.20794,274,-0.4856,525,0.84241,349,-0.0578,263,-0.5014
ENSG00000138448,ITGAV,152,1.52493,45,-0.5033,80,0.39586,39,-0.8107,31,-1.2996,60,-0.0582,118,1.05952
ENSG00000144369,FAM171B,265,0.42584,129,-0.7176,282,0.53039,104,-1.1347,148,-0.6181,479,1.46519,231,0.20157
ENSG00000064989,CALCRL,39,2.46664,2,-2.0286,3,-1.5070,3,-1.6094,6,-0.7518,13,0.40992,15,0.64637
ENSG00000144366,GULP1,22,-0.4075,31,0.08163,67,1.40446,31,0.09682,27,-0.1466,14,-1.1006,15,-1.0508
ENSG00000204262,COL5A2,11,-1.9129,17,-1.2151,36,-0.1114,113,2.48473,30,-0.4743,1,-4.7266,3,-3.5718
ENSG00000115368,WDR75,13,-1.1274,18,-0.6262,37,0.48977,25,-0.1493,33,0.42896,30,0.16109,24,-0.1829
ENSG00000138381,ASNSD1,41,-0.5755,39,-0.6620,67,0.20339,56,-0.0985,75,0.53237,62,0.07047,44,-0.4516
ENSG00000128699,ORMDL1,44,-0.5772,60,-0.0935,82,0.39772,62,-0.0609,66,0.04792,70,0.14717,63,-0.0196
ENSG00000064933,PMS1,30,0.03551,19,-0.6839,18,-0.7274,25,-0.2403,37,0.55992,31,0.08880,30,0.04211
ENSG00000198130,HIBCH,55,1.20561,17,-0.7142,14,-0.9516,19,-0.5896,23,-0.3024,33,0.32014,42,0.73515
ENSG00000151689,INPP1,54,0.09214,33,-0.6937,46,-0.1531,38,-0.5147,49,-0.0907,62,0.31215,93,1.00054
ENSG00000151690,MFSD6,60,-1.7419,141,-0.4599,94,-1.0842,182,-0.0701,258,0.69496,263,0.54378,193,0.03148
ENSG00000138386,NAB1,41,0.34696,31,-0.1044,23,-0.5757,26,-0.3912,31,-0.1056,41,0.36028,47,0.59075
ENSG00000115419,GLS,80,-1.9902,345,0.25955,250,-0.2577,353,0.33508,337,0.28903,343,0.25047,206,-0.5575
ENSG00000115415,STAT1,102,0.78058,34,-0.9631,53,-0.2996,54,-0.2832,80,0.50137,60,-0.0968,38,-0.7776
ENSG00000138378,STAT4,9,-1.7073,18,-0.6452,71,1.60222,37,0.49178,26,-0.1730,18,-0.6519,13,-1.1738
ENSG00000128641,MYO1B,41,0.70746,33,0.36536,65,1.53372,22,-0.3260,19,-0.6448,17,-0.6813,8,-1.7670
ENSG00000168497,CAVIN2,104,2.89509,12,-0.9681,11,-1.0586,16,-0.6265,10,-1.4910,13,-0.8117,25,0.18152
ENSG00000144339,TMEFF2,31,-1.5361,39,-1.2041,27,-1.7358,45,-1.0856,111,0.56452,186,1.31103,151,0.93674
ENSG00000196950,SLC39A10,121,-1.5351,204,-0.7521,269,-0.3253,351,0.11129,485,0.87738,355,0.11770,195,-0.8248
ENSG00000118997,DNAH7,17,0.40105,8,-0.7598,20,0.68494,12,-0.0683,13,-0.0340,12,-0.1658,10,-0.3301
ENSG00000138411,HECW2,34,-0.0472,34,-0.0747,46,0.42961,26,-0.5503,30,-0.3255,44,0.36763,54,0.68154
