Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000114956,DGUOK,53,0.31182,64,0.59657,71,0.78300,41,-0.0982,28,-0.6653,35,-0.3265,41,-0.0811,23,-0.9557,36,-0.3212,29,-0.6049,62,0.55964,46,0.09800
ENSG00000187605,TET3,2,-2.0681,15,0.53224,10,-0.0215,16,0.63395,29,1.67751,4,-1.5058,4,-1.4827,9,-0.1542,5,-1.0053,14,0.42551,8,-0.4192,14,0.45663
ENSG00000163170,BOLA3,40,-0.2019,53,0.23982,68,0.63553,44,-0.0423,17,-1.4928,36,-0.3634,20,-1.2664,33,-0.5063,48,0.09224,39,-0.2226,89,1.08239,57,0.34774
ENSG00000225439,BOLA3-AS1,23,-0.0986,29,0.26305,12,-1.0103,21,-0.2359,24,-0.0039,20,-0.3086,12,-0.9813,29,0.31136,42,0.99613,16,-0.5903,18,-0.4292,25,0.06563
ENSG00000114978,MOB1A,12,-0.7180,12,-0.7141,25,0.43302,17,-0.1805,19,-0.0358,17,-0.1862,23,0.29187,11,-0.7464,14,-0.4405,40,1.18198,26,0.46757,17,-0.1464
ENSG00000204843,DCTN1,406,0.47310,436,0.58678,358,0.27066,286,-0.0807,241,-0.3412,316,0.07473,192,-0.6882,410,0.48802,332,0.16658,164,-0.9274,194,-0.6734,248,-0.3011
ENSG00000005448,WDR54,40,0.42793,53,0.88069,55,0.93761,37,0.30986,13,-1.2139,26,-0.2297,51,0.82223,27,-0.1950,16,-1.0302,8,-2.0072,22,-0.5238,32,0.07608
ENSG00000115274,INO80B,18,-0.6265,33,0.27993,16,-0.8356,25,-0.1762,29,0.09258,25,-0.1287,47,0.82809,36,0.42667,31,0.18719,16,-0.8519,34,0.33390,18,-0.6361
ENSG00000239779,WBP1,19,-0.9762,18,-1.0355,33,-0.1011,22,-0.7463,39,0.14961,47,0.43765,33,-0.1402,11,-1.6750,24,-0.6485,54,0.65429,78,1.25920,62,0.87957
ENSG00000115275,MOGS,13,0.23229,22,1.03293,22,1.01673,13,0.16595,7,-0.6408,15,0.41893,15,0.39066,5,-1.2846,10,-0.1697,8,-0.5429,4,-1.5952,5,-1.2991
ENSG00000115289,PCGF1,13,0.15529,21,0.93315,19,0.82960,19,0.83761,10,-0.2194,5,-1.1245,1,-3.3295,6,-1.0232,7,-0.6599,10,-0.1319,20,0.88581,9,-0.3678
ENSG00000115307,AUP1,47,0.31182,37,-0.0469,78,1.14254,67,0.87697,28,-0.5073,23,-0.8078,25,-0.6628,26,-0.5749,28,-0.4970,51,0.43234,39,0.01660,23,-0.7652
ENSG00000115317,HTRA2,28,0.21485,28,0.25933,33,0.49983,16,-0.5735,12,-1.0189,12,-0.9876,30,0.33322,21,-0.1870,25,0.10294,9,-1.4474,46,1.02964,25,0.08511
ENSG00000135622,SEMA4F,28,0.76971,35,1.12628,32,0.95746,20,0.19291,2,-3.0152,6,-1.6403,14,-0.3724,20,0.19345,20,0.23062,8,-1.1758,10,-0.8665,13,-0.4739
ENSG00000115350,POLE4,42,-0.2980,32,-0.6912,70,0.49479,40,-0.3909,66,0.41473,65,0.38566,67,0.42243,51,-0.0116,32,-0.7348,37,-0.4838,50,-0.0202,78,0.66857
ENSG00000115364,MRPL19,36,0.44292,34,0.36763,35,0.42543,33,0.30937,22,-0.3176,14,-0.9432,33,0.30859,17,-0.6588,28,0.04692,28,0.05025,22,-0.3298,21,-0.4032
ENSG00000005436,GCFC2,6,-1.0353,21,0.80973,13,0.02808,14,0.22123,26,1.17783,4,-1.5576,7,-0.7667,16,0.43236,10,-0.2952,18,0.60619,6,-1.0211,8,-0.6144
ENSG00000176204,LRRTM4,33,-0.2755,139,2.14718,36,-0.1354,52,0.42500,28,-0.5159,11,-1.8312,16,-1.3459,24,-0.7415,47,0.31200,14,-1.5169,39,-0.0205,25,-0.6839
ENSG00000066032,CTNNA2,314,0.86544,151,-0.2964,131,-0.5114,195,0.10409,125,-0.5782,133,-0.4871,145,-0.3590,198,0.12829,230,0.39879,172,-0.0942,172,-0.0957,180,-0.0264
ENSG00000162951,LRRTM1,15,0.02150,35,1.44038,26,0.92726,15,0.08606,16,0.16415,8,-0.9252,7,-1.1295,7,-1.1608,16,0.14122,10,-0.4882,10,-0.5126,8,-0.9571
ENSG00000163541,SUCLG1,151,0.64052,110,0.13942,103,0.04336,106,0.08357,61,-0.7586,90,-0.1800,79,-0.3777,112,0.16419,124,0.36670,80,-0.3477,95,-0.0919,73,-0.4982
ENSG00000186854,TRABD2A,2,-3.9945,0,-9.2521,20,-0.6483,27,-0.2551,0,-7.1331,27,-0.2128,184,3.25993,89,1.71024,24,-0.4324,2,-3.9385,0,-9.8245,11,-1.4887
ENSG00000034510,TMSB10,2105,-0.0971,1836,-0.3082,3100,0.51562,2089,-0.1086,1019,-1.2003,2083,-0.1134,6561,1.80270,2546,0.20096,1579,-0.5801,695,-1.7690,1298,-0.8371,2633,0.25455
ENSG00000176407,KCMF1,78,0.24336,58,-0.2093,80,0.27008,60,-0.1797,40,-0.7833,54,-0.3387,95,0.55220,45,-0.6118,74,0.16933,44,-0.6369,77,0.21638,92,0.50332
ENSG00000152291,TGOLN2,274,0.23291,281,0.27644,240,0.02559,257,0.13273,235,-0.0039,229,-0.0432,304,0.40152,327,0.51726,255,0.13175,151,-0.6798,118,-1.0566,140,-0.7938
ENSG00000042445,RETSAT,33,0.87837,17,-0.1431,17,-0.1023,11,-0.7466,15,-0.3724,18,-0.0213,15,-0.2845,16,-0.2451,18,-0.0895,46,1.45398,9,-1.0039,9,-1.0054
ENSG00000168906,MAT2A,52,0.00130,71,0.50172,68,0.42856,84,0.76695,42,-0.3173,30,-0.8531,42,-0.3216,25,-1.1090,28,-0.9691,120,1.36210,38,-0.4722,46,-0.1946
ENSG00000115486,GGCX,11,-0.7763,25,0.40032,39,1.12753,18,-0.1132,28,0.56766,14,-0.5374,14,-0.4406,13,-0.5943,15,-0.3980,17,-0.2101,23,0.25654,19,-0.0272
ENSG00000168894,RNF181,44,-0.0212,71,0.72929,63,0.53710,31,-0.5697,24,-0.9497,28,-0.6896,25,-0.8827,29,-0.6785,51,0.21857,42,-0.0838,82,0.98022,40,-0.1517
ENSG00000168883,USP39,16,0.19139,29,1.09394,24,0.78931,14,-0.0828,7,-0.9898,3,-2.2881,4,-1.8921,19,0.45864,17,0.27496,17,0.28597,13,-0.2068,8,-0.9406
ENSG00000115525,ST3GAL5,96,0.19450,130,0.67280,102,0.28366,107,0.35762,89,0.07107,45,-0.9516,54,-0.7022,67,-0.3637,89,0.08424,48,-0.8595,103,0.30670,85,-0.0025
ENSG00000068654,POLR1A,12,-0.2338,20,0.53121,10,-0.5667,19,0.46631,20,0.49170,11,-0.4439,13,-0.1442,22,0.67915,15,0.05563,6,-1.3336,8,-0.8590,16,0.14767
ENSG00000132300,PTCD3,40,-0.4519,69,0.39934,63,0.23936,110,1.16154,67,0.34928,20,-1.5023,27,-1.0359,54,0.00269,43,-0.3557,86,0.74058,39,-0.4797,37,-0.5689
ENSG00000132305,IMMT,150,0.55057,121,0.21308,103,-0.0440,121,0.20962,90,-0.2415,107,0.02111,136,0.40231,134,0.37141,122,0.24179,61,-0.8479,54,-1.0270,54,-1.0137
ENSG00000132313,MRPL35,64,0.30258,66,0.34851,58,0.16681,38,-0.4964,36,-0.5665,44,-0.2869,51,-0.0496,44,-0.2578,74,0.60220,48,-0.1381,43,-0.2957,42,-0.3243
ENSG00000068615,REEP1,191,0.92272,123,0.21372,144,0.46063,137,0.38475,42,-1.4072,90,-0.2731,155,0.58316,122,0.19722,99,-0.1405,47,-1.2530,36,-1.6574,112,0.06474
ENSG00000115548,KDM3A,21,-0.2669,28,0.19028,24,-0.0127,18,-0.4901,31,0.35618,9,-1.3982,12,-1.0257,34,0.48295,28,0.21219,41,0.81539,23,-0.1144,23,-0.1015
ENSG00000115561,CHMP3,299,-0.1045,291,-0.1456,125,-1.4265,249,-0.3818,516,0.76828,333,0.06682,260,-0.3161,529,0.80735,345,0.13465,167,-0.9880,391,0.31733,301,-0.0929
ENSG00000239305,RNF103,30,-0.2957,66,0.95150,45,0.34803,40,0.16429,34,-0.1001,14,-1.3718,45,0.32909,30,-0.2664,41,0.23612,20,-0.8845,26,-0.5065,37,0.03102
ENSG00000153561,RMND5A,24,-1.1896,71,0.46452,54,0.04499,29,-0.9154,50,-0.0804,51,-0.0445,92,0.88401,48,-0.1622,52,-0.0246,49,-0.1199,55,0.06969,60,0.18338
ENSG00000222041,CYTOR,9,-0.2695,13,0.25196,12,0.17405,33,1.84413,8,-0.3619,7,-0.5951,9,-0.2875,11,0.00311,3,-1.7396,5,-1.1640,6,-0.8326,21,0.99551
ENSG00000172086,KRCC1,16,-0.7459,13,-1.0576,5,-2.4449,26,-0.0161,62,1.38680,54,1.15416,10,-1.3693,18,-0.6077,17,-0.6945,55,1.18195,25,-0.0532,24,-0.1437
ENSG00000144115,THNSL2,12,-0.1251,15,0.20800,21,0.71287,15,0.13893,7,-0.9556,5,-1.3850,8,-0.7219,9,-0.5804,7,-0.9935,21,0.71596,25,0.99158,21,0.67981
ENSG00000172071,EIF2AK3,10,-0.0504,10,0.06639,17,0.79367,9,-0.1479,5,-0.9087,9,-0.1026,18,0.88413,12,0.27627,13,0.48752,7,-0.5597,2,-1.8936,4,-1.3803
ENSG00000172005,MAL,7,-2.5755,5,-3.0818,18,-1.2012,13,-1.6466,169,2.48182,63,0.69210,52,0.37522,10,-2.1223,10,-2.1802,116,1.74520,22,-0.9044,33,-0.3001
ENSG00000144029,MRPS5,129,0.63119,97,0.17818,62,-0.5254,127,0.60283,119,0.49467,59,-0.5828,77,-0.1973,90,0.05717,85,-0.0362,70,-0.3329,66,-0.4344,64,-0.4797
ENSG00000144026,ZNF514,3,-1.8846,15,0.35171,5,-1.2526,33,1.66802,12,-0.0037,11,-0.0887,8,-0.5936,13,0.12526,8,-0.6753,21,0.86477,5,-1.3148,13,0.19717
ENSG00000115041,KCNIP3,17,-0.7961,28,-0.1008,39,0.44491,39,0.44020,19,-0.6983,36,0.29248,60,1.14123,23,-0.3781,21,-0.5424,29,-0.0319,26,-0.1831,26,-0.2161
ENSG00000115042,FAHD2A,15,-0.4380,26,0.38472,19,-0.1267,55,1.61051,23,0.14836,8,-1.4340,18,-0.1888,10,-1.0087,16,-0.4344,22,0.10824,33,0.71807,7,-1.6290
ENSG00000232931,LINC00342,23,-1.2933,14,-2.0577,6,-3.2800,391,3.84233,92,0.81850,9,-2.5774,9,-2.6214,48,-0.2080,16,-1.9151,64,0.24532,6,-3.2764,19,-1.5572
ENSG00000174501,ANKRD36C,53,-1.4389,25,-2.5256,47,-1.6157,606,2.60315,361,1.58589,70,-1.0373,49,-1.5594,159,0.22235,71,-1.0778,156,0.19062,41,-1.8242,88,-0.6954
ENSG00000158050,DUSP2,2,-2.3906,25,1.13255,15,0.28985,18,0.57719,2,-2.5347,27,1.23527,34,1.65740,8,-0.6164,9,-0.4324,1,-3.3949,3,-1.9594,6,-0.9493
ENSG00000084090,STARD7,117,-0.1918,200,0.65125,149,0.17723,111,-0.2705,94,-0.5335,101,-0.4196,128,-0.0538,76,-0.8566,134,0.01433,177,0.45909,167,0.36108,137,0.05224
ENSG00000135956,TMEM127,74,0.67365,79,0.78492,67,0.52107,41,-0.2474,35,-0.4813,31,-0.6747,41,-0.2377,46,-0.0773,55,0.23535,41,-0.2558,31,-0.6612,30,-0.7260
ENSG00000144021,CIAO1,147,0.20924,155,0.29784,130,0.01845,142,0.15688,160,0.34516,106,-0.2932,99,-0.4095,152,0.26280,139,0.13674,132,0.03765,89,-0.5606,80,-0.7198
ENSG00000144028,SNRNP200,40,-0.4509,75,0.54291,54,0.01770,63,0.25677,49,-0.1170,27,-1.0368,32,-0.7894,38,-0.5254,76,0.62719,72,0.47671,43,-0.3263,48,-0.1619
ENSG00000114982,KANSL3,27,-0.0643,55,1.07681,38,0.48720,50,0.90677,42,0.61724,19,-0.5928,20,-0.4828,13,-1.1626,16,-0.8714,16,-0.8082,28,-0.0197,25,-0.2074
ENSG00000213337,ANKRD39,24,-0.1118,29,0.19411,36,0.52631,27,0.04989,26,0.00911,29,0.19056,26,-0.0275,24,-0.1014,25,-0.0314,18,-0.5234,25,-0.0418,21,-0.3290
ENSG00000168758,SEMA4C,4,-1.4628,19,0.69335,11,-0.1741,12,-0.0015,26,1.21469,12,0.01779,12,-0.0574,6,-1.1167,10,-0.3178,11,-0.1944,9,-0.3691,16,0.40658
ENSG00000144199,FAHD2B,20,0.09300,23,0.29782,37,1.03673,11,-0.8116,8,-1.2429,14,-0.4658,7,-1.3688,13,-0.6181,16,-0.3046,44,1.33031,28,0.60169,11,-0.7688
ENSG00000135976,ANKRD36,30,-1.4294,30,-1.4534,27,-1.5796,431,3.11616,155,1.09906,42,-0.9497,33,-1.3230,72,-0.1451,34,-1.3237,83,0.07354,21,-1.9960,30,-1.4339
ENSG00000277701,AC159540.2,6,-0.7142,3,-1.7415,0,-4.5002,94,4.64865,9,-0.1325,3,-1.7946,1,-3.2649,9,-0.1326,2,-2.5947,4,-1.2072,0,-5.3419,1,-3.4006
ENSG00000230606,AC092683.1,22,-1.7740,22,-1.8160,16,-2.2395,646,4.65517,60,-0.3049,13,-2.5445,14,-2.4581,74,0.01362,15,-2.4177,17,-2.1373,14,-2.4675,21,-1.8749
ENSG00000196912,ANKRD36B,20,-1.5659,23,-1.4030,12,-2.2883,396,3.71324,120,1.17961,23,-1.3754,9,-2.7776,41,-0.5084,20,-1.6732,29,-1.0219,15,-2.0135,24,-1.3218
ENSG00000135940,COX5B,622,0.22317,640,0.26901,868,0.76053,343,-0.6948,329,-0.7602,267,-1.0740,392,-0.4911,425,-0.3688,571,0.09832,351,-0.6602,929,0.87299,704,0.42197
ENSG00000115073,ACTR1B,72,0.07150,104,0.66881,85,0.33630,68,-0.0032,52,-0.4245,57,-0.2924,86,0.36470,41,-0.7916,59,-0.2527,46,-0.6203,84,0.31809,78,0.20443
ENSG00000075568,TMEM131,43,-0.3245,81,0.66395,55,0.05453,94,0.91220,55,0.06431,49,-0.1200,73,0.50120,46,-0.2318,45,-0.2654,52,-0.0254,23,-1.2509,29,-0.9364
ENSG00000040933,INPP4A,74,-0.0068,96,0.40959,118,0.73781,83,0.18682,71,-0.0747,74,0.00191,80,0.11847,50,-0.5912,69,-0.1159,62,-0.2837,62,-0.2661,55,-0.4673
ENSG00000183513,COA5,52,0.00463,56,0.12630,61,0.25990,32,-0.7427,37,-0.5213,47,-0.1409,53,0.04091,37,-0.4875,57,0.18179,62,0.28562,64,0.35208,55,0.09591
ENSG00000115446,UNC50,8,-1.2090,40,1.19479,35,0.96043,16,-0.2996,17,-0.1657,9,-1.0323,11,-0.7704,9,-1.0246,14,-0.4838,21,0.15982,33,0.89285,18,-0.0685
ENSG00000071073,MGAT4A,16,-1.0928,41,0.31242,32,-0.0951,39,0.22910,40,0.25953,37,0.12397,52,0.68314,37,0.12649,39,0.21814,23,-0.6017,19,-0.8433,27,-0.3619
ENSG00000196872,KIAA1211L,76,-0.6887,302,1.54733,67,-0.8600,116,-0.0297,117,-0.0150,105,-0.1895,70,-0.8035,163,0.50259,137,0.25075,51,-1.2630,149,0.36065,49,-1.3296
ENSG00000135951,TSGA10,14,-0.7613,10,-1.2279,15,-0.7153,55,1.34976,38,0.74029,24,-0.0043,13,-0.8692,29,0.31877,21,-0.2195,23,-0.0276,22,-0.1224,24,-0.0011
ENSG00000158411,MITD1,15,-0.1752,12,-0.4781,14,-0.2466,21,0.37726,25,0.62221,13,-0.3925,13,-0.3695,25,0.63334,21,0.42151,14,-0.2376,12,-0.5540,10,-0.7395
ENSG00000185414,MRPL30,30,-0.3814,44,0.20033,54,0.50568,39,-0.0074,19,-1.0867,40,0.03802,42,0.12789,34,-0.2138,56,0.63342,25,-0.6693,28,-0.5123,40,0.02352
ENSG00000115514,TXNDC9,32,0.65025,35,0.80565,29,0.50768,24,0.23285,12,-0.8628,25,0.25498,12,-0.7627,15,-0.5031,23,0.19633,15,-0.4918,10,-1.0313,16,-0.4383
ENSG00000158417,EIF5B,436,-0.0154,277,-0.7152,200,-1.2007,454,0.04599,613,0.52444,579,0.43089,500,0.19739,618,0.53552,519,0.28170,423,-0.0638,299,-0.5972,293,-0.6256
ENSG00000135945,REV1,32,-0.4763,50,0.21680,24,-0.9193,73,0.80015,90,1.15503,38,-0.2265,32,-0.4840,40,-0.1381,46,0.08621,47,0.09803,21,-1.0980,31,-0.5045
ENSG00000144218,AFF3,22,-1.4538,49,-0.2733,36,-0.7259,70,0.28833,62,0.09477,72,0.34470,87,0.63864,86,0.62612,46,-0.3914,29,-1.0608,74,0.38755,76,0.43056
ENSG00000170500,LONRF2,215,0.06009,245,0.26493,212,0.03838,232,0.17786,215,0.05743,202,-0.0343,218,0.08472,170,-0.3019,282,0.54281,102,-1.0740,144,-0.5591,171,-0.2977
ENSG00000115526,CHST10,41,0.74325,33,0.40462,48,1.01938,37,0.60089,11,-1.2102,12,-1.1467,22,-0.1903,13,-1.0126,21,-0.3212,29,0.20269,20,-0.3402,22,-0.2276
ENSG00000115539,PDCL3,68,1.54799,17,-0.6808,24,-0.1355,18,-0.5673,12,-1.1459,30,0.21805,14,-0.9662,18,-0.5434,30,0.24136,27,0.04479,12,-1.2136,41,0.71730
ENSG00000170485,NPAS2,14,-1.2965,54,0.72818,33,-0.0531,43,0.35885,34,-0.0120,20,-0.8419,38,0.16678,35,0.01072,18,-1.0058,49,0.55481,51,0.63003,38,0.15500
ENSG00000071082,RPL31,473,-0.7913,658,-0.2877,896,0.19366,401,-1.0373,715,-0.1589,674,-0.2504,676,-0.2443,611,-0.4016,519,-0.6972,868,0.14367,2040,1.56815,1244,0.72241
ENSG00000158435,CNOT11,21,1.19042,14,0.61376,11,0.22052,15,0.64367,7,-0.4519,2,-2.0848,6,-0.7351,10,0.01967,12,0.32206,4,-1.1731,8,-0.2916,4,-1.1345
ENSG00000163162,RNF149,21,0.01814,35,0.85069,23,0.14851,41,1.12231,35,0.85869,9,-1.2384,11,-0.9848,13,-0.6400,14,-0.6103,24,0.26175,16,-0.3971,10,-0.9966
ENSG00000175874,CREG2,652,-0.0519,1183,0.90431,321,-1.1296,851,0.36639,937,0.52158,765,0.19714,733,0.13059,1097,0.77889,704,0.07440,131,-2.4536,321,-1.1317,367,-0.9294
ENSG00000071054,MAP4K4,122,-0.7410,75,-1.4688,80,-1.3737,146,-0.4580,430,1.27095,363,0.98244,162,-0.3041,191,-0.0503,147,-0.4916,310,0.72065,159,-0.3340,234,0.26736
ENSG00000233639,PANTR1,23,0.42475,24,0.49770,21,0.32162,13,-0.4598,19,0.11832,2,-2.8833,5,-1.8486,4,-1.9697,13,-0.4336,38,1.23473,38,1.25798,13,-0.4817
ENSG00000198914,POU3F3,33,-1.0353,28,-1.2547,69,0.09527,33,-1.0299,97,0.64972,52,-0.3210,41,-0.6981,34,-0.9836,58,-0.1843,145,1.31229,113,0.88941,81,0.34403
ENSG00000135972,MRPS9,61,0.67603,37,-0.1134,58,0.58584,42,0.07371,29,-0.4846,46,0.21726,32,-0.3459,40,0.00245,42,0.08287,36,-0.1396,25,-0.7272,29,-0.4808
ENSG00000135966,TGFBRAP1,28,0.39712,29,0.45399,37,0.87530,22,0.07272,20,-0.0753,32,0.61011,21,-0.0200,18,-0.2297,18,-0.2607,10,-1.1850,12,-0.8296,12,-0.8177
ENSG00000135974,C2orf49,41,-0.1257,29,-0.6725,21,-1.1091,32,-0.4763,67,0.64023,35,-0.3639,47,0.09499,44,-0.0150,76,0.96234,47,0.09688,39,-0.2105,24,-0.9495
ENSG00000115641,FHL2,21,0.04756,38,1.02999,22,0.12189,30,0.64704,10,-0.9822,20,-0.0218,37,0.99041,23,0.22300,15,-0.4751,5,-1.9070,11,-0.9480,13,-0.6364
ENSG00000071051,NCK2,29,-0.3784,45,0.31454,59,0.75192,37,0.00938,13,-1.5330,20,-0.9249,32,-0.1954,22,-0.7647,44,0.30293,31,-0.2593,33,-0.1424,68,0.99314
ENSG00000115652,UXS1,45,0.30221,42,0.19973,34,-0.1345,46,0.33768,48,0.41265,34,-0.1277,26,-0.5052,46,0.34377,39,0.10037,28,-0.4241,20,-0.9585,33,-0.1665
ENSG00000144057,ST6GAL2,7,-1.4356,15,-0.3454,26,0.53467,29,0.73021,13,-0.4959,21,0.18488,23,0.33608,17,-0.1705,18,-0.0760,16,-0.2093,21,0.17718,17,-0.0924
ENSG00000135968,GCC2,592,-0.3721,362,-1.1145,374,-1.0657,814,0.12181,909,0.29602,1029,0.49590,865,0.21740,1640,1.27205,1150,0.75614,240,-1.7269,195,-2.0343,467,-0.7326
ENSG00000169756,LIMS1,13,-0.7842,8,-1.5024,3,-2.7532,11,-1.0652,72,1.96410,20,-0.1560,8,-1.4239,10,-1.1930,19,-0.2594,65,1.78484,23,0.07036,17,-0.4074
ENSG00000153201,RANBP2,184,0.23453,208,0.43263,106,-0.6086,174,0.14937,173,0.13794,115,-0.4878,96,-0.7614,257,0.77269,219,0.57487,87,-0.9104,81,-1.0264,137,-0.2204
ENSG00000172985,SH3RF3,3,-1.6803,11,0.12380,10,0.03561,9,-0.1387,13,0.40815,4,-1.1872,7,-0.5675,11,0.13560,8,-0.3768,24,1.34470,16,0.70166,7,-0.5595
ENSG00000282033,AC074387.1,15,0.61884,13,0.37616,29,1.65555,10,-0.0610,7,-0.5747,2,-2.2849,2,-2.5188,4,-1.2306,6,-0.7476,17,0.73783,13,0.36102,10,-0.0986
ENSG00000144061,NPHP1,8,-0.4901,13,0.13613,4,-1.5615,41,2.09285,24,1.12648,1,-2.7127,5,-1.2523,13,0.14903,8,-0.6444,15,0.38288,9,-0.4449,4,-1.6642
ENSG00000175701,MTLN,101,0.57640,87,0.34158,123,0.90136,39,-0.9111,39,-0.8991,39,-0.8748,41,-0.8278,44,-0.7173,82,0.26628,67,-0.0809,85,0.29072,85,0.29140
ENSG00000175772,LINC01106,22,0.64155,20,0.47757,31,1.21091,18,0.34671,13,-0.1663,11,-0.4411,14,-0.0539,20,0.51248,8,-0.9924,2,-2.5970,8,-0.9188,14,-0.0103
ENSG00000172965,MIR4435-2HG,15,0.53440,11,0.07401,10,-0.0829,20,0.94136,6,-0.9386,7,-0.5835,6,-0.7462,18,0.84204,11,0.06916,0,-4.3093,4,-1.4593,19,0.90937
ENSG00000153107,ANAPC1,23,-0.2393,38,0.56619,41,0.67713,30,0.18391,21,-0.3954,26,-0.0498,29,0.11961,24,-0.1563,28,0.09270,12,-1.2503,25,-0.0926,22,-0.2669
ENSG00000153214,TMEM87B,15,0.51591,25,1.28144,14,0.39070,12,0.07874,5,-1.0278,2,-2.1224,11,-0.0518,8,-0.4029,12,0.16752,10,-0.2199,6,-0.8208,10,-0.0910
ENSG00000144152,FBLN7,7,-0.4688,38,2.27998,14,0.56911,8,-0.3305,9,-0.0691,1,-2.5600,0,-4.8662,0,-4.0131,15,0.75220,4,-1.3472,8,-0.2306,7,-0.5198
ENSG00000144161,ZC3H8,29,-0.6861,58,0.34821,14,-1.8178,96,1.18130,70,0.64559,25,-0.9245,11,-2.1217,51,0.15512,68,0.69044,30,-0.6643,45,-0.0438,36,-0.3814
ENSG00000188177,ZC3H6,69,-1.0922,81,-0.8487,56,-1.3948,104,-0.4733,223,0.72525,168,0.26726,128,-0.1517,230,0.77536,184,0.45899,155,0.14646,152,0.11578,104,-0.4697
ENSG00000114999,TTL,92,-0.0785,156,0.75957,71,-0.4813,98,0.02187,108,0.16701,117,0.30337,106,0.14892,102,0.07735,85,-0.2081,56,-0.8202,104,0.11775,76,-0.3667
ENSG00000125611,CHCHD5,24,0.03557,38,0.77072,35,0.63740,15,-0.5958,16,-0.5198,10,-1.2640,16,-0.5022,16,-0.5844,19,-0.3447,32,0.53004,34,0.62520,26,0.18611
ENSG00000144136,SLC20A1,92,0.54788,67,0.05286,84,0.39843,123,1.02833,33,-1.0145,53,-0.3138,63,-0.0351,64,-0.0115,84,0.44272,25,-1.4421,19,-1.8050,53,-0.3248
ENSG00000136682,CBWD2,8,-0.3404,21,1.09717,12,0.20120,10,-0.0119,8,-0.3175,6,-0.8469,9,-0.1515,8,-0.3503,9,-0.2609,14,0.42414,10,-0.0455,10,0.02274
ENSG00000144134,RABL2A,5,-0.8674,16,0.92285,9,-0.0555,20,1.25066,15,0.76476,8,-0.1758,9,0.07010,6,-0.6474,6,-0.6439,2,-1.8477,1,-2.6506,14,0.66247
ENSG00000115084,SLC35F5,5,-1.7756,13,-0.2642,14,-0.1747,41,1.54329,16,0.03256,1,-3.5199,5,-1.5714,13,-0.2941,11,-0.6171,52,1.97310,16,0.01805,8,-0.9920
ENSG00000115091,ACTR3,131,0.38269,89,-0.2173,108,0.07645,90,-0.2044,103,0.00263,95,-0.1148,118,0.21585,104,0.01400,122,0.28936,62,-0.7782,60,-0.8293,133,0.40856
ENSG00000175497,DPP10,97,0.49535,100,0.53547,78,0.14619,113,0.73256,49,-0.5776,38,-0.9609,56,-0.3696,68,-0.0708,44,-0.7757,140,1.09836,52,-0.4643,45,-0.7046
ENSG00000235026,DPP10-AS1,30,0.80583,33,0.99006,16,-0.1411,13,-0.4683,16,-0.2090,11,-0.7150,5,-1.8379,6,-1.5146,22,0.36109,13,-0.5197,28,0.71271,17,-0.0887
ENSG00000088205,DDX18,79,-0.4983,125,0.21530,60,-0.8990,123,0.18438,156,0.57136,81,-0.4510,95,-0.2174,85,-0.3902,181,0.91438,84,-0.4011,87,-0.3421,79,-0.4839
ENSG00000125633,CCDC93,11,-0.9407,19,-0.1453,16,-0.4186,50,1.37057,16,-0.4254,11,-0.9594,19,-0.1684,20,-0.1103,25,0.26109,36,0.83426,18,-0.2345,10,-1.0873
ENSG00000125629,INSIG2,52,0.96796,42,0.58544,32,0.16384,41,0.56299,22,-0.4246,21,-0.4909,24,-0.2873,19,-0.6294,33,0.23466,10,-1.5961,18,-0.7172,27,-0.0832
ENSG00000144119,C1QL2,0,-8.0462,57,3.86184,0,-5.2447,0,-8.2367,4,-0.9220,0,-6.5859,0,-7.2417,0,-7.4562,0,-4.2646,12,0.63201,27,2.09644,1,-2.1145
ENSG00000155368,DBI,77,-0.6862,60,-1.0665,74,-0.7485,44,-1.5213,118,-0.0335,47,-1.4244,52,-1.2712,46,-1.4596,68,-0.9190,525,2.59329,291,1.45551,94,-0.3724
ENSG00000163075,CFAP221,19,0.45248,25,0.87952,11,-0.3564,36,1.50191,8,-0.7915,4,-1.7121,1,-3.4880,17,0.27837,20,0.60697,10,-0.5157,5,-1.3774,7,-1.0103
ENSG00000144120,TMEM177,12,0.58710,13,0.77465,30,2.18819,12,0.58303,2,-1.9264,4,-1.0726,3,-1.2587,2,-2.0535,3,-1.3264,3,-1.4063,10,0.39733,7,-0.1948
ENSG00000088179,PTPN4,73,0.06528,111,0.74261,61,-0.2124,123,0.91425,60,-0.2325,65,-0.1038,65,-0.1015,74,0.08757,61,-0.2286,45,-0.6610,50,-0.4978,57,-0.3126
ENSG00000115109,EPB41L5,7,-0.5768,8,-0.3584,9,-0.1689,18,0.91408,20,1.06812,0,-3.6423,0,-4.0356,6,-0.6801,5,-0.9800,27,1.57870,16,0.69049,9,-0.1641
